STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max
1694,PUNJAB,13.0,33.0,7.0,7.9,7.0,8.3,196,268,0.0,1.4,0.50,1.40,70,230,110,460
1695,PUNJAB,13.0,35.0,6.6,7.6,7.1,8.0,218,290,1.1,2.0,0.80,1.80,70,460,120,630
1696,PUNJAB,14.0,39.0,7.4,7.9,7.2,8.0,188,270,1.1,1.5,0.80,1.40,79,280,140,580
1697,PUNJAB,12.0,32.0,6.7,8.3,7.3,7.9,220,282,1.2,1.9,0.70,1.40,110,430,220,630
2913,PUNJAB,13.0,29.0,4.1,6.3,7.0,7.8,285,565,1.7,6.0,1.30,1.90,460,1700,940,3900
4164,PUNJAB,15.0,37.0,7.1,7.4,7.3,7.9,259,340,1.3,1.9,0.90,1.70,350,790,540,1400
4165,PUNJAB,26.0,27.0,4.5,6.4,7.7,8.7,990,2300,0.7,2.4,2.46,3.14,3,4,4,11
2611,HIMACHAL PRADESH,7.0,13.0,9.4,10.1,7.4,8.5,102,297,0.3,1.6,0.30,1.58,4,17,12,46
1389,HIMACHAL PRADESH,8.0,16.0,8.8,9.6,6.8,8.5,98,199,0.2,2.1,0.30,13.50,14,39,32,220
1086,HIMACHAL PRADESH,9.0,18.0,8.0,9.6,,,95,200,0.1,2.0,0.08,13.10,6,84,17,220
1087,HIMACHAL PRADESH,9.0,18.0,8.0,9.6,7.2,8.5,56,217,0.2,1.8,0.06,7.07,12,110,33,540
1013,HIMACHAL PRADESH,10.0,20.0,8.0,9.0,7.0,8.6,103,238,0.2,1.6,0.09,1.63,7,94,20,350
1014,HIMACHAL PRADESH,11.0,23.0,9.6,12.1,7.5,8.5,117,317,0.1,0.1,0.00,0.68,12,27,120,240
1015,HIMACHAL PRADESH,12.0,23.0,9.8,11.9,7.9,8.4,114,315,0.1,0.2,0.00,0.61,0,38,1,350
1016,HIMACHAL PRADESH,3.0,19.0,6.4,8.6,7.2,8.1,190,265,0.1,0.4,0.33,1.41,2,6,70,350
1017,PUNJAB,16.0,25.0,7.9,8.7,7.4,8.1,215,298,0.2,1.0,0.40,0.60,30,110,170,320
1018,PUNJAB,16.0,23.0,7.6,8.5,7.3,8.0,232,312,1.0,1.0,0.40,0.80,43,180,150,490
1293,PUNJAB,15.0,26.0,7.0,8.7,7.1,8.2,287,460,1.0,1.6,0.40,1.00,200,1100,630,2100
1814,PUNJAB,16.0,25.0,7.4,8.4,7.7,8.2,246,403,1.0,1.0,0.40,1.20,140,680,490,1200
1019,PUNJAB,15.0,24.0,7.6,8.8,7.1,8.2,253,373,1.0,1.0,0.20,0.80,170,680,550,1400
1380,PUNJAB,17.0,30.0,7.4,8.4,7.5,8.2,264,351,1.0,1.0,0.40,2.65,46,170,210,480
1690,PUNJAB,16.0,30.0,6.2,7.2,7.1,8.2,317,548,1.0,4.0,0.60,1.40,400,2100,1500,3900
1020,PUNJAB,18.0,31.0,1.4,4.6,7.1,7.8,611,1787,14.0,115.0,1.29,8.00,110000,310000,310000,700000
1021,PUNJAB,13.0,30.0,3.0,7.0,7.0,7.8,348,1240,1.0,75.0,0.80,3.00,11000,170000,35000,390000
1381,PUNJAB,13.0,32.0,3.0,7.5,7.1,7.9,382,1012,4.8,30.0,1.10,1.70,2300,35000,4900,54000
1691,PUNJAB,14.0,29.0,4.9,8.0,7.2,8.3,257,480,1.0,1.9,0.40,1.00,180,930,820,2200
1692,PUNJAB,15.0,30.0,4.7,8.0,7.4,8.1,270,463,1.0,2.0,0.50,1.00,200,920,830,2100
1022,PUNJAB,11.0,34.0,4.1,7.0,7.3,8.1,261,500,2.0,6.0,0.80,1.50,1100,22000,2200,28000
2915,PUNJAB,18.0,30.0,7.4,8.3,7.4,8.2,262,386,1.0,1.0,0.50,2.19,49,180,210,490
1307,JAMMU & KASHMIR,9.0,28.0,1.4,6.0,7.3,8.0,273,575,5.0,11.3,,,,,,
2614,HIMACHAL PRADESH,8.0,13.0,8.5,8.7,7.1,8.2,106,222,0.1,0.4,0.29,0.99,2,6,63,350
2615,HIMACHAL PRADESH,7.0,10.0,8.7,8.9,7.4,7.8,110,200,0.1,0.6,0.28,1.11,2,7,94,170
2613,HIMACHAL PRADESH,7.0,10.0,8.5,8.8,7.1,8.0,119,1642,0.1,0.4,0.42,1.58,2,6,70,220
1097,PUNJAB,12.0,29.0,7.2,8.6,7.4,7.9,160,210,0.0,1.0,0.20,0.90,43,63,70,120
1290,HIMACHAL PRADESH,4.0,12.0,6.5,10.5,7.3,8.7,67,360,0.1,0.2,0.20,1.00,21,34,130,240
2605,HIMACHAL PRADESH,1.0,12.0,6.0,10.8,6.8,8.5,52,150,0.1,0.1,0.20,1.01,11,17,79,130
2606,HIMACHAL PRADESH,2.0,12.0,6.5,10.7,6.7,8.3,45,172,0.1,0.1,0.20,0.94,11,22,130,170
1090,HIMACHAL PRADESH,6.0,15.0,7.3,12.0,7.7,8.5,56,237,0.1,0.2,0.20,1.13,11,34,150,280
1551,HIMACHAL PRADESH,20.0,28.0,5.2,7.2,7.2,8.1,424,1949,0.1,4.8,0.20,8.75,2,25,20,150
1552,HIMACHAL PRADESH,19.0,30.0,4.2,6.9,7.3,8.8,432,2230,1.8,12.0,0.23,14.86,13,33,43,220
1868,HIMACHAL PRADESH,19.0,26.0,3.7,6.8,7.3,8.5,15,2970,1.2,12.0,0.22,9.75,17,94,40,220
1869,HIMACHAL PRADESH,5.0,23.0,6.0,7.8,7.6,8.5,205,549,0.2,0.8,0.28,1.67,2,7,63,350
2616,HIMACHAL PRADESH,7.0,12.0,8.7,8.9,7.0,7.7,110,223,0.2,0.4,0.22,0.87,2,7,70,350
2607,HIMACHAL PRADESH,13.0,26.0,5.7,10.7,7.8,8.6,141,389,0.1,0.7,0.20,1.64,31,120,280,920
2608,HIMACHAL PRADESH,11.0,17.0,7.3,8.9,6.8,8.0,53,1238,0.2,0.3,0.40,1.69,2,6,70,210
2609,HIMACHAL PRADESH,11.0,18.0,7.3,7.9,7.3,8.5,89,393,0.1,0.4,0.24,1.80,2,6,63,220
2610,HIMACHAL PRADESH,7.0,13.0,9.5,10.0,7.3,8.5,104,292,0.2,1.7,0.09,1.27,4,26,9,84
2612,HIMACHAL PRADESH,7.0,14.0,9.1,10.0,7.0,8.6,63,230,0.1,1.5,0.20,0.70,9,33,43,280
1306,JAMMU & KASHMIR,7.0,29.0,4.0,8.2,7.5,8.0,190,359,1.9,4.2,,,,,,
1304,JAMMU & KASHMIR,9.0,24.0,4.6,9.7,7.5,7.9,219,391,2.0,5.2,,,,,,
1410,JAMMU & KASHMIR,8.0,26.0,4.8,9.3,7.5,8.0,187,332,2.4,3.9,,,,,,
1411,JAMMU & KASHMIR,7.0,25.0,4.7,9.0,7.4,7.9,197,355,1.3,3.8,,,,,,
3272,JAMMU & KASHMIR,10.0,20.0,7.2,9.0,7.4,8.2,193,305,0.4,1.0,,,,,,
3273,JAMMU & KASHMIR,9.0,24.0,5.1,9.8,7.4,7.7,163,317,2.1,25.4,,,,,,
3276,JAMMU & KASHMIR,6.0,25.0,4.5,9.0,7.5,8.1,130,343,1.3,2.8,,,,,,
3277,JAMMU & KASHMIR,7.0,25.0,4.5,8.8,7.4,8.0,153,340,1.5,3.5,,,,,,
3274,JAMMU & KASHMIR,9.0,24.0,5.8,9.3,7.2,7.8,161,318,1.6,3.0,,,,,,
3275,JAMMU & KASHMIR,8.0,24.0,4.5,9.5,7.3,7.8,162,341,1.7,2.5,,,,,,
2755,JAMMU & KASHMIR,14.0,24.0,5.2,7.9,7.8,8.5,390,835,1.8,2.6,0.19,5.82,,,,
2756,JAMMU & KASHMIR,14.0,25.0,4.8,8.0,8.1,8.4,380,692,2.0,5.7,0.26,6.91,,,,
2752,JAMMU & KASHMIR,15.0,27.0,6.2,8.8,8.4,8.8,408,480,1.8,2.2,0.01,2.37,,,,
2753,JAMMU & KASHMIR,15.0,27.0,5.0,8.0,7.4,8.4,384,4704,2.4,4.6,0.01,0.14,,,,
2748,JAMMU & KASHMIR,7.0,16.0,8.0,9.0,7.6,7.9,130,219,0.0,1.9,0.01,0.54,,,,
2749,JAMMU & KASHMIR,7.0,16.0,8.0,9.3,7.6,8.0,132,217,0.0,1.8,0.02,0.55,,,,
2750,JAMMU & KASHMIR,7.0,16.0,7.4,9.4,7.5,7.9,130,224,0.0,1.8,0.02,0.67,,,,
2751,JAMMU & KASHMIR,7.0,16.0,6.9,8.3,7.5,8.1,140,224,1.0,2.4,0.03,6.45,,,,
2754,JAMMU & KASHMIR,15.0,24.0,5.6,8.3,7.4,8.3,420,630,6.0,10.4,0.04,4.19,,,,
2757,JAMMU & KASHMIR,15.0,24.0,5.6,8.0,7.4,8.1,380,470,1.4,2.2,0.30,4.30,,,,
3278,JAMMU & KASHMIR,3.0,16.0,7.2,11.0,7.3,8.2,47,243,0.4,0.8,,,,,,
3279,JAMMU & KASHMIR,5.0,16.0,7.4,10.8,7.4,8.2,125,230,0.5,1.0,,,,,,
3280,JAMMU & KASHMIR,4.0,15.0,7.4,11.1,7.3,8.1,132,237,0.7,1.3,,,,,,
3281,JAMMU & KASHMIR,3.0,16.0,7.5,10.5,7.4,8.5,76,171,0.5,1.2,,,,,,
3282,JAMMU & KASHMIR,3.0,17.0,7.5,11.0,7.5,8.6,97,227,0.9,1.2,,,,,,
3283,JAMMU & KASHMIR,4.0,12.0,7.8,10.5,7.4,8.1,245,399,0.4,0.9,,,,,,
3284,JAMMU & KASHMIR,3.0,12.0,7.8,9.2,7.4,8.1,228,405,0.5,0.9,,,,,,
3285,JAMMU & KASHMIR,3.0,16.0,7.2,9.7,7.3,8.2,159,302,0.7,1.3,,,,,,
3286,JAMMU & KASHMIR,6.0,26.0,7.3,9.8,7.3,8.1,165,345,1.0,2.0,,,,,,
3287,JAMMU & KASHMIR,3.0,17.0,6.5,10.2,7.4,8.4,161,339,0.5,1.6,,,,,,
2742,JAMMU & KASHMIR,13.0,22.0,6.5,8.2,7.6,8.4,190,380,1.0,1.1,0.01,1.02,,,,
2743,JAMMU & KASHMIR,14.0,22.0,7.2,9.2,8.0,8.4,220,420,1.0,3.2,0.03,0.08,,,,
2744,JAMMU & KASHMIR,14.0,22.0,6.3,7.2,8.3,8.6,280,437,1.7,6.0,0.02,5.53,,,,
2746,JAMMU & KASHMIR,15.0,23.0,7.0,7.9,8.0,8.3,260,467,1.2,8.2,0.03,0.45,,,,
2745,JAMMU & KASHMIR,15.0,15.0,8.1,8.1,8.3,8.3,490,490,1.0,1.0,0.04,0.04,,,,
2742,JAMMU & KASHMIR,13.0,22.0,6.5,8.2,7.6,8.4,190,380,1.0,1.1,0.01,1.02,,,,
2743,JAMMU & KASHMIR,14.0,22.0,7.2,9.2,8.0,8.4,220,420,1.0,3.2,0.03,0.08,,,,
2744,JAMMU & KASHMIR,14.0,22.0,6.3,7.2,8.3,8.6,280,437,1.7,6.0,0.02,5.53,,,,
2745,JAMMU & KASHMIR,15.0,15.0,8.1,8.1,8.3,8.3,490,490,1.0,1.0,0.04,0.04,,,,
2746,JAMMU & KASHMIR,15.0,23.0,7.0,7.9,8.0,8.3,260,467,1.2,8.2,0.03,0.45,,,,
2747,JAMMU & KASHMIR,14.0,23.0,6.8,8.0,7.9,8.3,250,448,1.0,2.6,0.04,0.41,,,,
2758,JAMMU & KASHMIR,10.0,24.0,7.6,8.7,7.6,8.4,187,345,0.8,1.4,0.30,1.03,,,,
1491,UTTARAKHAND,_,_,8.8,8.8,7.1,7.1,110,110,BDL,BDL,0.55,0.55,7,7,170,170
1485,UTTARAKHAND,15.0,19.0,9.0,9.6,7.0,8.0,100,100,BDL,1.0,0.30,0.30,450,450,2,4900
1484,UTTARAKHAND,15.0,19.0,8.8,9.4,7.1,7.9,151,151,BDL,1.0,0.10,0.30,2300,2300,2,7000
1486,UTTARAKHAND,15.0,18.0,8.6,9.8,7.2,8.1,145,145,1.0,1.0,_,_,780,780,2,24000
1488,UTTARAKHAND,16.0,18.0,8.2,9.6,7.2,8.2,154,154,BDL,1.0,0.20,0.20,36,36,2,630
1487,UTTARAKHAND,16.0,19.0,8.6,9.4,7.2,8.1,145,145,BDL,1.0,0.30,0.30,780,780,2,24000
1489,UTTARAKHAND,16.0,19.0,9.0,9.6,7.2,8.0,152,152,BDL,1.0,0.20,0.20,490,490,2,2400
20048,UTTARAKHAND,_,_,_,_,7.3,7.6,_,_,8.0,12.0,_,_,_,_,_,_
1060,UTTARAKHAND,16.0,22.0,9.6,10.4,7.3,7.8,_,_,1.0,1.0,_,_,_,_,26,70
20049,UTTARAKHAND,_,_,_,_,7.7,7.9,_,_,30.0,36.0,_,_,_,_,_,_
10147,UTTARAKHAND,16.0,21.0,9.2,9.8,7.4,7.9,_,_,1.0,1.0,_,_,_,_,40,110
2725,UTTARAKHAND,16.0,22.0,8.4,9.4,7.5,7.9,_,_,1.0,1.2,_,_,_,_,110,350
10148,UTTARAKHAND,16.0,21.0,8.8,10.0,7.4,8.4,_,_,1.0,1.0,_,_,_,_,60,170
1061,UTTARAKHAND,16.0,21.0,8.6,10.6,7.7,8.3,_,_,1.0,1.2,_,_,_,_,220,350
20050,UTTARAKHAND,_,_,_,_,7.2,8.2,_,_,8.8,12.0,_,_,_,_,_,_
2727,UTTARAKHAND,16.0,20.0,8.2,9.6,7.6,8.3,_,_,1.0,1.0,_,_,_,_,110,220
10150,UTTAR PRADESH,_,_,8.6,9.3,7.1,7.6,80,192,0.9,1.9,_,_,_,_,_,_
1062,UTTAR PRADESH,18.0,27.0,7.1,9.1,6.8,7.8,180,257,2.1,3.2,0.50,0.62,220,420,410,630
10149,UTTAR PRADESH,18.0,34.0,7.4,9.4,7.0,7.5,160,259,2.0,3.0,0.50,0.60,110,310,370,550
2488,UTTAR PRADESH,16.0,25.0,7.2,9.8,7.1,7.5,230,242,1.6,2.8,0.54,0.64,220,350,410,550
2489,UTTAR PRADESH,18.0,25.0,7.0,10.3,7.3,7.6,230,244,1.4,3.0,0.42,0.56,210,310,410,550
1145,UTTAR PRADESH,2.0,24.0,7.0,10.2,7.2,7.6,224,240,1.6,2.9,0.45,0.72,210,410,350,650
2490,UTTAR PRADESH,16.0,25.0,7.1,10.3,7.0,7.6,230,238,1.4,3.1,0.44,0.58,150,270,350,550
10151,UTTAR PRADESH,19.0,33.0,6.5,10.4,7.6,8.4,185,309,2.2,2.7,_,_,1300,2100,2200,3100
1063,UTTAR PRADESH,14.0,33.0,6.0,11.6,7.6,8.7,218,447,2.9,4.6,_,_,2000,3300,3300,4600
1066,UTTAR PRADESH,14.0,33.0,5.8,11.2,7.6,8.8,209,503,3.3,5.0,_,_,2100,3400,4000,5600
1146,UTTAR PRADESH,15.0,32.0,6.7,11.6,7.8,8.7,202,413,2.8,3.8,_,_,2000,3100,3500,5200
1067,UTTAR PRADESH,15.0,32.0,6.0,11.6,7.7,8.6,216,434,3.1,4.2,_,_,2200,3400,4000,5800
10154,UTTAR PRADESH,15.0,32.0,6.4,11.5,7.7,8.6,208,428,3.0,4.0,_,_,2100,3300,3800,5600
10155,UTTAR PRADESH,15.0,32.0,5.7,11.3,7.7,8.5,220,442,3.4,4.8,_,_,2700,4300,4600,6300
1068,UTTAR PRADESH,15.0,32.0,2.8,10.3,7.5,8.4,242,548,4.2,8.5,_,_,22000,58000,28000,110000
10157,UTTAR PRADESH,15.0,32.0,4.5,10.8,7.6,8.5,224,476,3.6,6.8,_,_,4700,13000,7000,21000
1147,UTTAR PRADESH,17.0,26.0,7.9,10.0,7.7,8.1,183,451,3.5,4.5,0.76,0.96,4700,6100,6800,8600
2498,UTTAR PRADESH,17.0,26.0,8.0,10.0,7.7,8.0,181,442,3.2,4.4,0.74,0.92,4700,5900,7000,8300
1046,UTTAR PRADESH,18.0,31.0,7.5,10.3,7.7,8.5,189,293,2.6,4.8,1.37,1.75,2300,17000,7900,32000
2487,UTTAR PRADESH,18.4,33.0,7.4,9.9,6.1,8.6,186,282,2.9,4.9,1.57,1.79,3100,17000,8400,34000
1049,UTTAR PRADESH,18.5,32.0,7.3,9.8,7.5,8.4,204,383,2.7,4.6,1.58,1.97,2400,21000,8400,33000
10158,UTTAR PRADESH,19.0,33.0,7.5,9.5,7.6,8.7,221,332,2.6,3.8,1.30,1.86,2300,11000,7000,22000
2485,UTTAR PRADESH,19.0,27.0,6.6,9.3,8.0,8.4,264,587,2.0,3.9,0.01,1.60,800,1400,1400,3500
2486,UTTAR PRADESH,19.0,27.0,6.3,8.9,7.8,8.4,266,598,2.4,3.9,0.01,1.80,1700,13000,2800,27000
10153,UTTAR PRADESH,20.0,27.0,6.1,9.3,7.8,8.5,265,596,3.0,4.2,0.01,1.27,1100,8000,2100,17000
1070,UTTAR PRADESH,22.0,29.0,7.4,9.2,8.2,8.4,345,488,2.5,3.2,0.10,0.32,500,2200,1100,3400
1071,UTTAR PRADESH,22.0,29.0,6.1,7.8,8.1,8.3,366,588,4.5,5.8,0.22,0.45,22000,43000,34000,63000
10152,UTTAR PRADESH,22.5,29.5,7.2,8.9,8.2,8.5,350,500,3.0,4.0,0.18,0.33,13000,22000,21000,34000
10156,UTTAR PRADESH,15.0,32.0,5.5,11.0,7.7,8.5,214,451,3.3,5.6,_,_,3100,4600,4300,7000
1073,UTTAR PRADESH,22.5,29.5,6.5,8.2,8.2,8.3,354,576,4.0,5.0,0.20,0.42,17000,33000,31000,49000
1074,BIHAR,16.0,34.0,7.3,10.1,7.0,8.2,239,622,1.5,2.3,0.11,0.74,2600,21000,6300,29000
10113,BIHAR,16.0,35.0,7.0,10.0,7.2,8.3,241,581,1.7,2.7,0.10,0.68,2600,21000,6300,29000
2551,BIHAR,16.0,35.0,6.8,9.6,7.4,8.2,234,572,1.7,2.8,0.06,0.98,2600,21000,6300,35000
3113,BIHAR,14.0,33.0,7.0,9.6,7.1,8.2,227,612,1.7,2.6,0.16,0.63,2600,11000,5800,22000
10131,BIHAR,15.0,35.0,6.6,11.0,6.9,8.4,193,381,1.8,2.5,0.06,0.67,2600,11000,6300,22000
10162,BIHAR,15.0,32.5,6.9,9.8,7.4,8.3,213,616,1.4,2.1,0.15,0.70,1700,3300,3300,6300
2564,BIHAR,16.0,32.0,7.2,10.6,6.8,8.0,199,487,1.5,2.2,0.10,0.69,2600,13000,5800,35000
10114,BIHAR,16.0,34.0,6.8,10.7,6.7,8.8,194,449,1.5,2.6,0.12,0.66,4000,21000,11000,32000
3114,BIHAR,13.0,29.0,6.9,14.1,6.9,8.3,194,448,1.7,2.4,0.03,0.53,2600,11000,5800,22000
1077,BIHAR,14.0,30.0,6.8,13.2,6.5,8.2,211,446,1.5,2.5,0.10,0.53,2600,7900,5800,14000
2552,BIHAR,14.0,33.0,6.8,13.0,6.7,7.9,206,502,2.1,2.6,0.06,2.29,3100,21000,7000,35000
10115,BIHAR,14.0,33.0,6.6,13.0,6.6,8.1,210,462,2.4,2.7,0.04,0.64,3100,21000,7000,29000
1079,BIHAR,14.0,32.0,6.6,11.7,7.0,8.1,215,468,2.2,2.8,0.07,0.66,4000,21000,11000,29000
3122,BIHAR,14.0,32.0,6.6,10.5,6.8,8.1,223,540,1.6,2.6,0.05,0.62,2600,3300,5800,7000
4297,BIHAR,21.0,32.0,6.9,9.6,6.8,8.0,202,449,1.5,2.4,0.07,0.73,2600,4000,5800,11000
10122,BIHAR,15.0,31.0,6.7,9.5,6.3,8.2,204,415,1.8,2.6,0.07,0.49,4000,21000,11000,35000
2553,BIHAR,15.0,31.0,6.4,11.2,6.4,7.9,206,450,1.7,2.7,0.12,2.11,2600,7900,5800,14000
4301,BIHAR,17.0,32.0,6.9,10.0,6.4,8.2,228,387,1.5,2.5,0.07,0.36,2600,4000,6300,11000
3115,BIHAR,15.0,34.0,7.0,11.2,6.5,8.4,195,387,1.6,2.4,0.11,0.87,2600,6100,5800,14000
10130,BIHAR,15.0,34.0,6.9,10.0,6.8,8.3,220,393,1.6,2.5,0.08,0.71,2600,4000,5800,11000
1817,BIHAR,15.0,34.0,6.7,9.8,7.1,8.4,201,392,1.6,2.5,0.11,0.67,2600,7000,6300,15000
1815,BIHAR,15.0,35.0,6.7,10.2,7.1,8.4,193,372,1.8,2.7,0.12,0.63,4000,21000,11000,32000
3123,BIHAR,15.0,34.0,6.8,9.8,7.1,8.4,191,384,1.5,2.5,0.11,0.69,2600,7000,6300,15000
3116,BIHAR,19.0,33.0,6.3,10.2,6.7,8.1,225,401,1.6,2.6,0.11,18.00,2000,21000,6300,35000
1818,BIHAR,20.0,33.0,6.2,10.1,6.6,8.2,218,384,1.7,2.7,0.12,0.64,3800,21000,7000,35000
3117,BIHAR,18.0,32.0,6.5,10.6,6.7,8.2,227,393,1.5,2.4,0.08,0.62,3800,21000,7000,29000
2554,BIHAR,18.0,32.0,6.2,9.9,6.9,8.3,215,470,1.8,2.8,0.12,0.74,3800,21000,7000,32000
10138,BIHAR,19.0,33.0,6.6,11.1,6.7,8.1,219,386,1.5,2.3,0.04,0.60,4000,21000,11000,29000
1819,BIHAR,18.0,33.0,6.8,10.6,6.7,8.2,210,480,1.5,2.4,0.10,0.72,2600,21000,6300,32000
3118,BIHAR,16.0,32.0,6.0,8.5,6.9,8.2,220,538,2.0,2.8,0.10,0.54,3800,21000,7000,29000
1816,BIHAR,18.0,32.0,6.5,9.5,7.1,8.1,216,438,1.8,2.4,0.10,0.35,3800,21000,7000,35000
10143,BIHAR,19.0,32.0,6.2,8.8,7.1,8.0,225,480,1.8,2.6,0.10,0.70,1700,21000,11000,32000
10144,JHARKHAND,11.0,36.0,7.7,8.8,8.0,8.5,302,318,2.2,2.8,_,_,_,_,_,_
10145,JHARKHAND,12.0,37.0,7.6,8.6,7.7,8.5,302,318,2.4,2.8,_,_,_,_,_,_
10146,JHARKHAND,12.0,38.0,7.6,8.9,7.8,8.5,304,318,2.4,2.8,_,_,_,_,_,_
1059,JHARKHAND,13.0,37.0,7.8,8.8,7.6,8.4,312,320,2.4,2.8,_,_,_,_,_,_
1080,WEST BENGAL,16.5,32.0,5.6,10.9,7.3,8.6,174,362,0.7,5.8,0.02,1.13,30000,280000,50000,350000
10159,WEST BENGAL,16.5,32.0,5.7,10.7,7.3,8.6,174,382,1.2,6.7,0.02,1.19,17000,220000,34000,350000
10160,WEST BENGAL,16.5,32.0,5.6,11.1,7.3,8.8,178,356,1.2,4.6,0.01,0.76,23000,140000,30000,220000
2511,WEST BENGAL,17.0,31.0,5.6,11.0,7.2,8.7,172,372,0.9,5.5,0.20,0.85,2000,170000,4000,220000
2506,WEST BENGAL,19.0,32.0,4.8,11.2,7.3,8.6,218,464,0.9,4.8,0.25,0.80,11000,170000,17000,220000
10161,WEST BENGAL,20.0,33.0,4.8,10.2,7.3,8.7,227,652,1.6,7.6,0.13,1.58,30000,500000,50000,900000
1054,WEST BENGAL,20.0,32.5,4.8,10.4,7.3,8.5,202,376,1.3,4.8,0.09,1.11,30000,170000,50000,280000
1472,WEST BENGAL,19.0,32.0,3.8,10.9,7.0,8.4,203,442,0.7,10.1,0.02,0.79,13000,220000,23000,280000
1053,WEST BENGAL,19.0,32.0,4.6,8.5,6.6,8.5,228,605,2.2,6.1,0.27,0.55,22000,500000,170000,1600000
1471,WEST BENGAL,18.0,32.0,3.1,8.7,6.3,8.1,41,510,1.9,6.0,0.26,0.56,17000,300000,30000,900000
1470,WEST BENGAL,18.0,33.0,4.4,7.8,5.8,8.2,247,517,1.9,4.7,0.25,0.58,13000,500000,22000,900000
1052,WEST BENGAL,19.0,33.0,4.2,8.1,6.1,8.2,302,531,1.3,4.6,0.27,0.56,8000,170000,13000,220000
1469,WEST BENGAL,19.0,33.0,5.2,8.1,7.0,9.3,313,9515,1.2,5.5,0.24,0.68,2000,30000,4000,50000
1492,UTTARAKHAND,,,9.2,9.2,7.1,7.1,60,60,,,0.72,0.72,2,2,4,4
1493,UTTARAKHAND,,,9.4,9.4,7.1,7.1,107,107,,,0.52,0.52,680,680,35000,35000
1494,UTTARAKHAND,16.0,19.0,7.6,9.4,7.2,8.1,220,220,1.0,1.0,0.29,0.29,5,5,2,350
1490,UTTARAKHAND,16.0,20.0,8.6,9.2,7.1,8.2,,,1.0,1.0,,,,,40,80
1553,HIMACHAL PRADESH,13.0,27.0,5.0,8.2,7.7,8.5,252,806,0.1,1.7,0.04,1.12,11,21,22,40
1554,HIMACHAL PRADESH,14.0,26.0,5.5,8.1,8.0,8.4,236,588,0.4,2.0,0.04,1.32,14,24,27,46
1117,HARYANA,19.0,19.0,7.7,12.2,7.1,8.3,149,442,0.8,3.0,0.30,3.02,2,1300000,8,5400000
