STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FecalStreptococci_Min,FecalStreptococci_Max,
1126,UTTAR PRADESH,-,-,3.8,16.2,6.5,8.7,875,1920,9.1,25,0.44,3.56,450,6100000,2200,32000000,220,33000,
1498,UTTAR PRADESH,-,-,2.6,9.2,7.8,7.9,1054,1471,14,20,0.76,2.8,450,1400,3300,13000,130,1700,
10081,UTTAR PRADESH,26,29,5.2,6.9,7.3,7.9,814,1044,11.6,18.8,-,-,-,-,-,-,-,-,
10082,UTTAR PRADESH,26,29,5.4,7.1,7.5,8,784,1088,10.4,17.2,-,-,-,-,-,-,-,-,
1127,UTTAR PRADESH,-,-,7.3,7.3,7.7,7.9,1288,1507,13,15,0.75,1.02,20,200,1300,1700,23,23,
1499,UTTAR PRADESH,-,-,8.1,11.3,7.7,8.2,846,937,8.7,13,1.65,3.8,68,7800,1700,220000,240,330,
30034,UTTAR PRADESH,-,-,7.3,7.6,7.7,7.9,1507,1814,15,25,0.75,1.4,200,4000,1300,5000,23,28000,
30033,INTER-STATE,-,-,8.1,9.6,7.7,8.4,406,937,2.9,8.7,BDL,3.05,2,7800,9,220000,49,330,
1069,UTTAR PRADESH,18.9,27.4,7.3,11.5,7.8,8.4,418,725,1.8,2.4,BDL,1.66,310,2100,1700,3900,2,2,
2283,UTTAR PRADESH,-,-,8.4,8.4,8,8.4,750,832,2.8,6,1.14,3.1,330,2200,1300,13000,920,920,
1510,HIMACHAL PRADESH,8,26,4.4,12.8,7.4,8.2,55,9759,BDL,1.1,BDL,1.08,4,79,31,540,2,2,
30023,INTER-STATE,-,-,8.8,10.1,7.6,8.1,85,218,1,5,0.41,0.61,18,3300,110,14000,14,79,
4027,HIMACHAL PRADESH,13,25,6.7,9.6,6.9,7.9,248,453,BDL,1.7,BDL,0.9,6,22,26,70,2,2,
4441,HIMACHAL PRADESH,14,26,7,9.1,6.7,7.9,298,512,BDL,2.2,BDL,1.14,8,78,26,79,2,2,
4442,HIMACHAL PRADESH,14,26,6.6,9,6.7,7.9,272,396,BDL,2.4,BDL,1.01,8,33,31,94,2,2,
4028,HIMACHAL PRADESH,13,26,6.7,9.7,6.8,7.9,251,622,BDL,2,BDL,0.85,9,32,32,110,2,2,
4427,HIMACHAL PRADESH,2.4,27,7.6,9.9,7.5,8.7,128,2267,BDL,1.6,BDL,1.81,2,76,79,350,2,2,
2621,HIMACHAL PRADESH,17,19,6.2,8.2,7,8.8,198,1623,BDL,1.8,BDL,BDL,4,13,20,38,2,2,
2622,HIMACHAL PRADESH,19,31,7.2,9.4,7.4,7.9,315,809,BDL,1.6,BDL,0.97,7,93,26,40,2,2,
2623,HIMACHAL PRADESH,19,33,7.1,9.2,7.4,7.8,504,841,BDL,1,BDL,1.59,9,20,31,47,2,2,
3877,HIMACHAL PRADESH,9,27,7.4,9.3,7.2,8.7,147,2564,BDL,1,0.36,1.8,2,49,58,430,2,2,
3878,HIMACHAL PRADESH,10,27,7.4,9.6,7.2,8.8,146,2736,BDL,1.2,0.34,2,2,70,84,540,2,5,
3860,HIMACHAL PRADESH,16,30,6.9,9.5,7.2,7.7,496,756,BDL,1.1,BDL,1.02,9,93,32,49,2,2,
3876,HIMACHAL PRADESH,17,18,6.3,8.5,6.4,8.5,219,878,BDL,2.2,-,-,5,17,14,58,2,2,
1357,UTTAR PRADESH,20,22,-,-,7.8,8.1,670,750,42,48,-,-,-,-,-,-,-,-,
10098,UTTAR PRADESH,16,22,-,-,7.3,8.3,590,790,38,52,-,-,-,-,-,-,-,-,
10102,UTTAR PRADESH,18,25,0.4,2.5,6.5,7.7,348,740,12,29,0.46,67,110000,1100000,150000,2800000,-,-,
10103,UTTAR PRADESH,19,43,0.5,0.5,6.3,7.9,500,1350,20,45,0.54,1.9,21000,2400000,170000,3500000,-,-,
10106,UTTAR PRADESH,18,23,0.7,2.8,6.6,7.8,327,766,8.9,25,0.43,0.96,90000,3500000,150000,4300000,-,-,
1483,UTTAR PRADESH,-,-,0.3,0.8,7.5,8,735,1370,15,125,0.41,3.61,40000,140000,170000,920000,49000,1400000,
2496,UTTAR PRADESH,14,24,0.3,0.3,7.4,7.7,670,1310,54,80,21.4,27.4,2,94000,110000,170000,2,2,
1358,UTTAR PRADESH,18,25,-,-,6.8,7.8,819,1505,30,49,0.6,1.6,130000,2800000,210000,4300000,-,-,
1356,UTTAR PRADESH,14,35.9,6.4,7.4,7.5,8.2,259,3720,4.6,5.6,-,-,1100,2400,14000,21000,-,-,
30079,INTER-STATE,20.4,21.4,7.4,10.1,7.6,8.2,229,378,1,2.8,BDL,1,2,600,200,1200,-,-,
1735,UTTAR PRADESH,16.1,35.8,6.8,8.4,7.2,8.3,174,392,2.4,3.9,-,-,1100,1300,1300,2400,-,-,
1614,MADHYA PRADESH,17,33,7.8,10.8,7.4,8.1,283,4362,BDL,2.3,BDL,5.33,2,3300,63,160000,2,2,
2107,MADHYA PRADESH,20,29,6.9,7.5,7.3,8.5,297,3786,BDL,1.2,BDL,BDL,2,2,6,26,2,2,
2108,MADHYA PRADESH,19,30,6.9,7.3,7.3,8.4,288,430,BDL,1.4,BDL,BDL,2,2,4,25,2,2,
2124,MADHYA PRADESH,20,32,7.9,8.7,7.4,8.4,263,3609,1,2.4,BDL,6.2,2,35000,94,160000,2,49,
2125,MADHYA PRADESH,19,33,6.4,9,6.6,8.2,248,688,1,2.8,BDL,15.05,2,24000,130,160000,2,33,
3832,MADHYA PRADESH,17,31,6.7,7.5,7,7.8,228,337,BDL,1.4,BDL,BDL,2,2,4,26,2,2,
30080,INTER-STATE,20,21.5,8.7,10.2,7.9,8.1,388,493,1.8,2.3,0.55,0.82,2,200,200,400,-,-,
2953,RAJASTHAN,20,29,3.5,6.3,8.3,8.5,330,600,BDL,2.6,1.2,1.7,14,39,64,75,11,23,
2956,RAJASTHAN,18,29,3.1,5.9,8.4,8.6,360,550,1.5,2.8,0.84,2.06,20,39,28,75,14,28,
2950,RAJASTHAN,16.5,26,3.2,7.3,7.7,8.3,240,360,1,3.2,1.02,2.06,20,75,64,120,-,-,
2951,RAJASTHAN,21,32,4.5,6.2,7.8,8.4,280,410,BDL,2.6,1.04,1.82,20,39,28,75,-,-,
2952,RAJASTHAN,18,35,0.3,7.3,8.6,9.3,950,1710,2.8,13.5,1.71,3.69,93,240,210,460,-,-,
2945,RAJASTHAN,21,30,5.2,6.8,8.2,8.4,250,380,BDL,2.1,0.74,1.82,21,39,28,64,14,21,
2946,RAJASTHAN,21,30,4,6.3,8.1,8.4,230,330,1,2,0.58,1.84,14,75,28,210,28,39,
2955,RAJASTHAN,18,32,4,7.9,8,8.3,260,380,BDL,2.7,0.80,98,21,93,75,240,-,-,
3309,MADHYA PRADESH,27,29,6.8,7.9,7.3,8.5,450,2847,2,6,BDL,7.42,3,430,70,1600,-,-,
1365,MADHYA PRADESH,24,29,6.8,7.7,7.4,8.7,304,1054,1.9,2.2,0.47,1.19,2,4,47,49,-,-,
1366,MADHYA PRADESH,24,30,2,6.9,2,8.5,587,9819,3,34,1.09,7.79,10,14000,150,160000,14,25,
1432,MADHYA PRADESH,18,26,6.2,7.8,7.3,8.5,202,745,1.7,2.4,BDL,0.8,2,4,24,70,-,-,
2954,RAJASTHAN,19,30,3.7,7.4,8.3,8.5,400,670,1.2,2.4,0.84,1.842,20,75,28,120,20,21,
2109,MADHYA PRADESH,20,26,6.8,7.8,7.1,8.6,254,1020,1.4,2.2,BDL,0.8,2,4,22,63,-,-,
2126,MADHYA PRADESH,11,26,6.8,7.5,7.3,8.1,358,680,1.4,2.4,BDL,1,2,4,28,79,-,-,
1367,MADHYA PRADESH,20,25,0.8,2.1,7.2,7.9,937,10301,7,26,3.69,7.96,170,1600,1500,2200,110,350,
2110,MADHYA PRADESH,19,25,0.8,2,7.1,7.8,907,1440,10,28,3.10,8.05,150,1600,1200,2200,100,370,
2111,MADHYA PRADESH,15,25,2.4,5.4,7.2,7.7,805,4076,2.6,14,2.15,7.22,17,1600,540,1600,21,220,
1369,MADHYA PRADESH,20,30,6.2,7.7,7.7,8.4,543,1318,4,8,0.95,2.50,34,5400,920,160000,-,-,
1370,MADHYA PRADESH,29,29,7,7.9,7.3,8.3,549,1250,3.2,6,0.83,2.01,24,5400,1600,160000,-,-,
1468,MADHYA PRADESH,22,29,5.9,8.1,7.3,8.5,561,1792,6,15,1.06,2.81,540,54000,1600,160000,10,47,
3315,MADHYA PRADESH,25,29,6.5,7.8,7.6,8.5,532,1363,3.4,7,0.92,2.70,36,5400,1400,160000,-,-,
3316,MADHYA PRADESH,26,29,6.6,7.6,7.1,8.4,568,1942,2,4,0.40,1.93,3,540,70,9200,-,-,
3317,MADHYA PRADESH,22,26,7,7.5,7.2,7.9,300,674,1.6,14,BDL,1.70,2,10,26,58,5,5,
2724,UTTARAKHAND,17,26,2.6,4.2,6.6,8.3,390,1153,26,34,BDL,2.85,2,1600,2,1600,2,2,
2734,UTTARAKHAND,8,39,3.2,8.4,7,8.1,158,440,3,7.9,-,-,-,-,-,-,-,-,
2735,UTTARAKHAND,8,39,0.2,4,6.2,7.6,330,690,18,28,-,-,-,-,-,-,-,-,
2732,UTTARAKHAND,8,39,3.4,7.8,7.2,8.4,240,520,4,15,-,-,-,-,-,-,-,-,
2733,UTTARAKHAND,8,32,0.3,3.4,7.1,7.9,410,650,6,26,-,-,-,-,-,-,-,-,
2731,UTTARAKHAND,17,40,3.2,6.7,7.3,8.3,200,450,3,4.9,-,-,-,-,-,-,-,-,
2728,UTTARAKHAND,14,27,6.2,8,7.2,8.1,180,280,1.2,3.6,-,-,110,110,170,170,-,-,
2729,UTTARAKHAND,10,39,2.4,6.9,7,8.8,310,820,3,12,-,-,-,-,-,-,-,-,
2730,UTTARAKHAND,9,33,4,7.2,7.1,8.2,320,580,4,9.2,-,-,-,-,-,-,-,-,
2736,UTTARAKHAND,10,33,3,6.9,7,8.5,180,310,5,9,-,-,-,-,-,-,-,-,
2737,UTTARAKHAND,10,41,2.6,6.3,7.5,8.9,170,520,2.5,12,-,-,-,-,-,-,-,-,
3439,UTTARAKHAND,10,39,1.4,7.3,6.9,7.9,410,760,4.1,20,-,-,-,-,-,-,-,-,
3438,UTTARAKHAND,10,39,2,8,7.1,8.5,260,540,3,10,-,-,-,-,-,-,-,-,
1064,UTTAR PRADESH,16,32,5.9,10.3,7.8,8.5,296,616,2.8,5,-,-,3200,17000,5800,26000,2,2,
30078,INTER-STATE,16,16,8.5,9.5,6.8,7.4,185,195,1.1,1.9,BDL,0.67,450,23000,780,490000,-,-,
30077,INTER-STATE,16,16.2,7,9,6.9,7.3,152,359,1,2.9,BDL,0.55,2,7800,780,23000,-,-,
2497,UTTAR PRADESH,14,23,0.3,0.3,7.2,7.6,1000,1590,47,67,21.4,44.4,120000,120000,110000,260000,-,-,
1477,UTTAR PRADESH,-,-,0.3,6.2,7.2,7.8,331,427,4.8,10,0.54,1.28,270,140000,3500,1600000,920,17000,
1478,UTTAR PRADESH,-,-,0.3,0.3,6.8,7.7,625,1805,24,440,0.51,7.31,490000,35000000,790000,54000000,27000,"7800000
0",
1065,UTTAR PRADESH,16,30,5.5,8.2,7.4,7.9,278,1135,3,6,-,-,2000,11000,4200,27000,2,2,
30037,UTTAR PRADESH,-,-,3.6,7.6,7.7,7.9,524,582,1.4,6.9,0.66,3.22,78,790,1300,5400,33,490,
30038,UTTAR PRADESH,-,-,5.7,7.2,7.6,7.9,415,496,1,2.7,0.61,3.35,78,7900,170,17000,27,170,
2482,UTTAR PRADESH,18.5,32,6.2,8.7,8.2,8.9,236,522,2.8,3.6,BDL,0.35,800,1700,2100,3400,-,-,
2483,UTTAR PRADESH,18.5,32.5,2.1,4.5,7,7.8,158,782,7.6,18.2,BDL,1.42,33000,70000,49000,110000,-,-,
1361,UTTAR PRADESH,18,32,6,9.2,7.7,8.3,224,487,3.1,3.9,-,-,2600,4300,4600,9400,-,-,
2484,UTTAR PRADESH,18.5,32.5,6.2,8.6,7.9,8.5,248,486,2.8,3.9,BDL,0.4,6300,13000,11000,21000,-,-,
1350,UTTAR PRADESH,12.5,35,6.1,12.4,7.7,8.6,244,436,1.9,2.8,BDL,1.45,330,2200,790,2600,2,2,
1351,UTTAR PRADESH,12,33.5,4,11.6,7.6,8.4,282,495,2.5,4,BDL,2,2300,9300,3300,14000,2,20,
1352,UTTAR PRADESH,13,34.5,1.5,3.8,7.3,7.8,309,680,8.5,12.5,BDL,3.8,49000,130000,130000,350000,2,45,
1353,UTTAR PRADESH,18,32.5,6,8.7,7.9,8.7,250,548,3.5,4.6,BDL,0.5,4600,14000,9000,26000,-,-,
1072,UTTAR PRADESH,18,32.5,6.2,8.8,8,8.7,248,534,3.1,4.3,BDL,0.6,3300,13000,7000,23000,-,-,
10095,UTTAR PRADESH,21,28,5.8,7,7.8,8.3,311,369,4.5,4.9,BDL,0.82,4300,5200,7900,8300,-,-,
10096,UTTAR PRADESH,21,28,6,7.2,7.7,8.2,309,361,4.4,4.7,BDL,0.8,4100,4900,7000,8000,-,-,
10097,UTTAR PRADESH,18,32.5,6.4,9.3,8.1,8.6,238,506,2,3.6,BDL,0.4,500,1400,1300,3100,-,-,
2491,UTTAR PRADESH,16,28,7,7.8,7.4,7.7,326,356,5,6,-,-,20000,30000,42000,50000,-,-,
1363,UTTAR PRADESH,16,26,7.4,8.5,7.5,8.1,272,298,3.4,4.6,-,-,6000,20000,22000,30000,-,-,
1354,UTTAR PRADESH,18,24,9,10.8,7.7,7.8,201,311,2.7,3.2,BDL,0.7,1100,2900,2100,3900,-,-,
1355,UTTAR PRADESH,16,26,7.2,8,7.4,7.8,312,332,3.2,4.4,-,-,11000,25000,22000,33000,-,-,
2492,UTTAR PRADESH,18,28,6.9,7.8,7.6,7.8,378,398,3.9,7.8,-,-,18000,34000,34000,52000,-,-,
1076,BIHAR,16,30,5.8,10,7.3,8.5,160,389,1.4,2.5,BDL,0.45,2200,160000,11000,160000,20,45,
1359,UTTAR PRADESH,17,29,7.5,10.2,3.1,8.3,224,322,1.4,7.6,-,-,200,800,800,14000,2,2,
1360,UTTAR PRADESH,17,30,7.2,9.5,6.3,8.5,238,340,2.5,3.5,-,-,800,2100,2200,4300,-,-,
1030,ASSAM,20,25,6.8,9.9,7,8.1,134,203,1.3,2.1,0.5,1.6,300,910,720,2100,-,-,
1262,ASSAM,16,27,6.1,8,7.3,7.8,146,172,1,2.8,0.3,1.4,2,360,300,910,-,-,
1526,ASSAM,19,30,6.6,8,7.2,7.9,127,150,1.1,2.2,0.4,1.4,300,1500,910,3500,-,-,
1031,ASSAM,17,30,6.6,10.3,7,8.1,108,156,1.6,1.8,0.6,1.2,300,1400,720,2800,-,-,
1299,ASSAM,20,30,5.1,7.7,7,8,153,174,1.2,2,0.7,1.4,300,1500,360,2800,-,-,
2069,ASSAM,20,33,6.1,10.4,7.3,8,97,186,1.3,2.6,0.5,1.6,360,1100,1100,2700,-,-,
2064,ASSAM,20,33,5.2,10.2,7,7.8,108,188,1.2,2.8,0.6,1.4,300,910,720,2100,-,-,
2067,ASSAM,18,30,6.8,10.8,7,8.2,115,189,1.5,2.8,0.7,2,300,730,1100,2100,-,-,
2066,ASSAM,22,35,5.2,7.3,6.8,7.7,156,211,1.6,2.4,0.6,1.2,360,1100,730,2800,-,-,
3781,ASSAM,19,26,5.6,8.7,7.2,7.8,117,157,1.6,2.6,0.4,1.4,300,730,700,1500,-,-,
4004,ASSAM,17,30,7.2,7.8,7.2,8,146,208,1.4,2.3,0.6,1.4,300,1100,1100,2800,-,-,
1422,ASSAM,21,25,5.6,9.5,7,7.8,114,228,1.2,2.1,0.6,1.2,300,910,360,2000,-,-,
2062,ASSAM,20,28,6.2,9,7,8.1,151,186,1,2.2,0.3,1.8,300,910,720,2100,-,-,
2230,ASSAM,20,26,5.9,7.7,7.4,8.1,160,196,1.1,2.4,BDL,1.4,300,910,360,1500,-,-,
1796,NAGALAND,17.9,31,0.4,8.8,7.2,8.2,97,229,1.4,2.4,BDL,2.4,-,-,-,-,-,-,
1797,NAGALAND,18,31,5,9.2,7,8.2,74,300,1.8,2.6,BDL,1.8,-,-,-,-,-,-,
1800,NAGALAND,16.6,29.8,1.4,4.8,6.7,7.9,102,302,1.9,6.2,BDL,2.2,-,-,-,-,-,-,
1798,NAGALAND,17.8,32,4.8,6.8,7.1,7.8,100,254,1.8,2.9,BDL,1.4,-,-,-,-,-,-,
1259,ASSAM,20,32,5.8,10,7,7.7,103,130,1.7,2.1,0.3,1.3,300,1100,720,2100,-,-,
1799,NAGALAND,15.1,30.2,4.4,6.2,7,8.4,59,198,1.1,2.1,BDL,1.7,-,-,-,-,-,-,
1928,NAGALAND,18.7,31.2,4.5,7.7,6.7,8.1,99,251,2,3.5,BDL,1.9,-,-,-,-,-,-,
3764,ASSAM,19,28,6.2,7.3,7.2,7.7,95,128,1.2,2.1,0.3,1.7,300,730,720,1500,-,-,
3792,ASSAM,20,32,6.6,10.3,7.2,7.7,133,162,1.6,2.2,0.4,1,300,730,720,2000,-,-,
3759,ASSAM,19,36,5.4,7.1,6.9,8,113,138,1.3,2,0.7,1.2,300,730,720,2000,-,-,
3786,ASSAM,19,25,5.2,8,7,7.8,165,196,1.2,2.1,0.6,1.4,300,730,700,2000,-,-,
3807,ASSAM,19,30,6.5,9.8,7,7.7,47,96,1.4,2.2,0.6,1.1,300,1500,1100,3500,-,-,
1530,ASSAM,21,26,1.4,6.8,7,7.8,271,300,2.2,2.8,1,2.1,610,1100,1100,2800,-,-,
2231,ASSAM,18,31,5.4,7.8,7.3,8,156,234,BDL,2.1,0.3,1.3,2,360,300,930,-,-,
3776,ASSAM,17,29,6.2,7.8,7.1,7.8,126,245,1.2,1.9,0.3,1.4,2,360,2,930,-,-,
3778,ASSAM,20,28,5.7,8.8,7,8.1,158,180,1.3,2.1,0.3,1.2,300,910,720,2100,-,-,
3821,ASSAM,21,34,4.1,5.1,7.1,7.5,43,57,1.2,2.4,0.6,0.9,300,730,360,1400,-,-,
1298,ASSAM,16,28,5.1,7.9,6.8,7.7,172,210,BDL,2.1,0.6,2.1,2,300,2,730,-,-,
2058,ASSAM,19,26,5.2,9.2,7,8.1,131,152,1.1,2.2,0.7,1.6,300,1100,720,2700,-,-,
4005,ASSAM,18,29,5.4,7.7,7.2,7.8,90,206,BDL,1.9,0.7,1.9,2,360,300,730,-,-,
3763,ASSAM,18,30,5,6.8,6.6,7.5,74,96,1.3,2.1,0.4,1.2,300,730,720,2100,-,-,
4011,ASSAM,18,30,5.4,7.1,6.9,8,98,176,2,2.6,0.7,1.6,360,930,730,1900,-,-,
4012,ASSAM,24,32,5.1,5.7,7.2,7.7,97,124,1.2,2.4,0.5,1.1,300,1100,720,2800,-,-,
4329,ASSAM,20,24,5.2,6.1,7,7.3,92,112,1.6,2.3,0.5,1,300,730,610,2000,-,-,
4331,ASSAM,22,25,5.1,5.6,6.8,7.6,126,157,1.9,2.3,0.6,1.2,300,910,1100,2100,-,-,
4332,ASSAM,18,29,5.2,7.5,6.9,7.6,116,200,BDL,2.3,0.4,1.3,2,720,2,1100,-,-,
4336,ASSAM,15,30,5.3,8.2,6.9,7.5,54,90,BDL,2.2,0.5,1.2,2,300,2,910,-,-,
4341,ASSAM,18,35,5.7,10.1,7,8.2,81,144,1.3,2,0.6,1.2,300,730,600,2100,-,-,
4342,ASSAM,19,34,6.1,10.2,7,8.2,90,176,1.2,2.2,0.5,1,300,1100,730,2800,-,-,
4343,ASSAM,18,34,5.3,10.1,7,8.1,131,160,1.3,1.9,0.5,1.8,300,730,720,2700,-,-,
4344,ASSAM,18,32,5.9,11.6,7.2,8.2,138,177,1.2,1.8,0.5,1.4,300,910,1100,2700,-,-,
4345,ASSAM,20,35,6.5,10.6,7,7.8,48,70,1.5,1.8,0.4,1.1,300,730,720,2000,-,-,
3380,MEGHALAYA,17,31.5,7,7.8,7.1,7.4,28,78,1.3,2,0.37,0.52,22,79,170,420,-,-,
3381,MEGHALAYA,17,30.4,7,7.9,6.7,7.3,50,80,1.2,1.9,0.33,0.47,14,49,140,320,-,-,
3382,MEGHALAYA,17,31.5,7,8.3,7.1,7.7,58,88,1,1.8,0.32,0.78,12,58,110,320,-,-,
1802,SIKKIM,15,21,8.5,12,6.5,7.1,165,280,1,2.2,1.2,2.5,30,55,95,135,2,2,
1930,NAGALAND,14.4,28,5.1,6.8,7.6,8.5,142,586,1.8,2.9,BDL,2.4,-,-,-,-,-,-,
1929,NAGALAND,14.5,30.8,5.4,7.4,7.2,8.3,80,185,1.4,2.7,BDL,1.8,-,-,-,-,-,-,
2888,NAGALAND,17.1,28,5.4,7.6,7.1,8,28,181,1.2,2.9,BDL,1.2,-,-,-,-,-,-,
2891,NAGALAND,11.4,25.5,5.4,8,7.5,8.4,78,280,1,2.3,0.6,1.5,-,-,-,-,-,-,
2889,NAGALAND,10,26.1,5.4,8.8,7,8.4,57,142,BDL,1.8,BDL,2.7,-,-,-,-,-,-,
2892,NAGALAND,11.5,25.4,5.2,7.2,7.2,8.3,32,386,1.2,2.4,1,2.4,-,-,-,-,-,-,
2893,NAGALAND,11.3,25.7,5.4,7,7,8.1,135,375,1.2,2.3,1.1,3.1,-,-,-,-,-,-,
4719,WEST BENGAL,14,29,6.8,7.4,6.8,7.8,72,166,1.2,2.6,BDL,1.37,1300,5000,5000,11000,21,33,
4724,WEST BENGAL,18,29,6.1,8.6,6.9,7.82,39,87,1.2,2.1,BDL,1.83,1300,5000,5000,22000,33,220,
1232,RAJASTHAN,19,32,4.4,6.5,8.2,8.6,360,560,BDL,2.9,1.10,2.07,28,460,75,1100,93,93,
1864,GUJARAT,26,32,1.3,7.9,7.8,8.4,385,2860,BDL,2.3,BDL,0.59,4,30,63,210,-,-,
1233,MADHYA PRADESH,17,26,6.8,7.9,7.5,8.7,306,511,BDL,1.3,0.62,2.12,2,2,40,70,-,-,
4,GUJARAT,20,30,6.3,8.8,7.3,8.6,308,508,BDL,1,BDL,0.68,4,12,33,63,-,-,
5,GUJARAT,23,30,6.9,8.5,7.9,8.4,312,533,BDL,1,BDL,0.58,4,33,49,130,-,-,
1229,GUJARAT,26,31,7.1,8.8,7.7,8.3,277,483,BDL,BDL,BDL,0.63,2,4,11,34,-,-,
1230,GUJARAT,26,31,7.1,8.7,7.8,8.4,360,476,BDL,BDL,BDL,0.57,2,12,11,70,-,-,
1231,GUJARAT,26,30,7.6,8.6,7.9,8.3,264,480,BDL,BDL,BDL,0.60,2,12,21,64,-,-,
1863,GUJARAT,23,32,7.2,8.5,7.9,8.5,387,599,BDL,BDL,BDL,0.58,6,26,49,130,-,-,
3206,GUJARAT,22,32,2.3,8.6,8,8.8,320,1663,BDL,8.9,BDL,0.58,4,47,47,350,-,-,
3318,MADHYA PRADESH,25,29,6.2,7.9,7.6,7.9,280,570,1.4,2.1,0.61,1.13,2,8,43,50,-,-,
3848,MADHYA PRADESH,17,26,6.9,8,7.6,8.3,262,669,BDL,1.4,0.59,1.73,2,2,39,84,-,-,
1228,GUJARAT,26,31,6.7,8.2,7.9,8.4,318,754,BDL,BDL,BDL,0.75,4,40,31,210,-,-,
2104,MADHYA PRADESH,24,28,6.8,7.8,7.3,8.1,324,1040,1.8,2.8,0.49,1.25,2,12,46,90,-,-,
2102,MADHYA PRADESH,24,26,6.5,7.7,7.3,7.8,218,750,1.8,2,0.52,0.96,2,7,48,58,-,-,
1227,GUJARAT,26,30,7.1,8.4,7.6,8.6,361,513,BDL,BDL,BDL,0.58,2,21,33,120,-,-,
1221,GUJARAT,26,27.7,4.2,8.7,7.2,8.1,420,1248,BDL,1.9,BDL,1.76,4,70,21,280,-,-,
1223,GUJARAT,27,30,0.3,6.5,7.1,8,510,2661,5,48,BDL,0.52,2,540,70,1700,-,-,
1409,GUJARAT,25,29,6,8.2,7.4,8.5,220,340,BDL,2.5,BDL,0.68,17,220,150,540,-,-,
1866,GUJARAT,25,29,6.2,8,7.3,8.1,223,403,BDL,2.6,BDL,1.02,6,63,47,280,-,-,
1,GUJARAT,23,29,5.3,8,7.4,8.3,340,512,BDL,0.8,BDL,BDL,2,4,4,27,-,-,
2,GUJARAT,25,30,0.3,7.5,7,8.4,247,3047,1.9,168,BDL,0.78,45,1600,280,2200,-,-,
1407,GUJARAT,27,29,7,7.9,7.7,8.3,322,362,1.1,1.9,BDL,0.31,4,47,21,240,-,-,
1408,GUJARAT,29,33,0.3,4.2,7.1,8.2,664,2630,9,76,BDL,0.61,170,1600,920,5400,-,-,
1482,GUJARAT,28,28,7,7.3,7.9,8.2,415,452,1,2,BDL,BDL,4,12,33,70,-,-,
2075,GUJARAT,24,29,5,8.1,7.6,8.3,334,643,0.5,1.1,BDL,BDL,2,4,2,27,-,-,
1222,GUJARAT,24,33,2.3,6.1,7.5,8.5,460,2530,1.3,8.7,BDL,1.12,17,1600,110,1600,-,-,
1437,GUJARAT,27,30,BDL,0.3,7.2,8,230,3422,42,189,BDL,1.463,540,4300,1600,21000,-,-,
3321,MADHYA PRADESH,18.5,29.5,7.5,8.4,7.5,8.01,218,387,BDL,1.7,BDL,0.49,2,18,26,43,2,2,
1242,MADHYA PRADESH,18,29.5,3.6,7.7,7,7.9,183,2216,BDL,0.4,BDL,0.42,2,18,2,44,2,2,
1241,MADHYA PRADESH,17.2,26,6.8,8.3,7.2,8.7,160,363,BDL,2.6,BDL,0.8,2,14,17,48,-,-,
1240,MADHYA PRADESH,17,23.5,7,8.6,7,8.3,170,357,BDL,1.9,BDL,1.16,2,11,12,49,-,-,
2106,MADHYA PRADESH,22,28,7,7.9,7.3,8.3,279,360,BDL,2,0.31,51,2,18,28,49,2,2,
45,MADHYA PRADESH,20,24,7.3,8.6,7.4,8.5,214,340,BDL,1.3,0.51,1.33,2,2,32,47,-,-,
1239,MADHYA PRADESH,20,24.6,7.2,8,7.7,8.3,152,594,BDL,1.2,BDL,1.24,2,2,34,48,-,-,
1431,MADHYA PRADESH,19,24.3,7.3,8,7.4,8.1,258,338,BDL,1.3,0.61,1.11,2,2,38,49,-,-,
2099,MADHYA PRADESH,17,25,7,8.7,7.4,8.6,130,378,BDL,1.9,BDL,0.87,2,4,9,39,-,-,
1234,MADHYA PRADESH,17,32,8.3,9.8,7.5,7.9,246,298,1.1,1.7,0.95,1.75,2,2,26,63,2,2,
2112,MADHYA PRADESH,19,24.2,7.2,8.3,7,8.3,270,489,BDL,1.2,BDL,3.65,2,2,34,49,,,
44,MADHYA PRADESH,18,31,5.8,9.1,7.6,8.39,268,367,1,1.5,1.62,7.64,2,35000,38,160000,2,8,
1235,MADHYA PRADESH,18,30,5.6,8.7,7.4,8.2,278,365,1,1.5,2.12,8.12,2,57000,84,160000,2,9,
2113,MADHYA PRADESH,19,24.3,7.1,8.2,7.3,8.4,242,2676,BDL,1.1,0.59,1.02,2,2,27,49,-,-,
1430,MADHYA PRADESH,19,24.4,7,8.1,7.4,8.2,224,292,BDL,1.2,0.58,1.11,2,2,31,49,-,-,
3322,MADHYA PRADESH,13,26,7,7.8,7.3,8.6,160,366,BDL,2,BDL,0.85,2,6,14,48,-,-,
3323,MADHYA PRADESH,17,25.2,7,8.6,7.2,8.7,138,411,BDL,1.8,BDL,1.1,2,59,20,48,-,-,
3324,MADHYA PRADESH,17.2,23.5,7,8.1,7.3,8.3,218,385,BDL,1.9,BDL,1.2,2,6,8,400,-,-,
