STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FecalStreptococci_Min,FecalStreptococci_Max,
3325,MADHYA PRADESH,17.2,23.3,7,7.8,7.3,8.3,226,2600,BDL,1.9,BDL,1.34,2,6,10,49,-,-,
2118,MADHYA PRADESH,18.2,29.6,7.1,7.8,7.19,8,179,311,BDL,1.7,BDL,0.45,2,18,33,47,2,2,
2123,MADHYA PRADESH,17,30,5.8,8.6,7.59,8.34,251,388,1,1.4,1.42,10.72,2,35000,63,92000,2,13,
3847,MADHYA PRADESH,20,24.6,7.1,8,7.6,8.3,244,306,BDL,1.4,0.66,1.778,2,2,32,49,-,-,
4582,MADHYA PRADESH,17.3,25.9,7,8.4,7.4,8.3,150,3330,0.4,2,0.31,1.3,1.8,4,39,39,-,-,
4583,MADHYA PRADESH,17.4,23.6,7,8.2,7.2,8.1,160,390,0.7,1.8,0.46,2.44,1.8,6,40,40,-,-,
4584,MADHYA PRADESH,17.3,23.4,7,8.1,7.1,8.3,160,352,0.7,1.9,0.36,1.21,1.8,10,430,430,-,-,
4586,MADHYA PRADESH,17.3,23.6,7,8,7.1,8.2,147,2800,0.8,1.8,0.53,2.42,1.8,1.8,0,0,4,4,
4587,MADHYA PRADESH,18,25,8.6,8.9,8,8.1,208,288,1,1.1,1.02,1.55,2,2,41,58,2,2,
4588,MADHYA PRADESH,18,32,8.8,9.3,7.7,8,216,307,1,1.2,0.87,4.6,1.8,2,58,63,2,2,
4589,MADHYA PRADESH,17,32,8.5,9.2,7.8,8,258,327,1.2,1.5,1.37,3.03,1.8,2,70,84,2,2,
4590,MADHYA PRADESH,18,31,8.7,9.9,7.9,8,237,295,1,1.4,1.29,2.08,1.8,2,49,70,2,2,
4591,MADHYA PRADESH,17,31,8.1,9.7,7.8,8,251,306,1.1,1.6,1.83,2.2,1.8,2,58,79,2,2,
4592,MADHYA PRADESH,18,31,8.2,9.9,7.5,8,178,287,1.1,1.7,0.97,2.04,1.8,2,58,84,2,2,
4593,MADHYA PRADESH,18,32,8.6,9.3,7.7,8,218,285,1.2,1.5,0.17,3.8,1.8,2,58,79,2,2,
4594,MADHYA PRADESH,22,28,7.1,7.8,7.4,8.6,319,352,0.7,2.4,0.581,0.857,2,18,30,49,-,-,
4595,MADHYA PRADESH,20,28,7,7.8,7.4,8.3,325,343,0.7,2.8,0.011,0.918,2,6,29,58,-,-,
4596,MADHYA PRADESH,19,24.8,7.2,8.2,7.5,8.5,208,284,0.6,1.1,0.602,0.932,1,1,14,43,-,-,
4597,MADHYA PRADESH,19,24.4,7,8.2,7.4,8.2,248,429,0.6,1.1,0.512,0.908,1,1,31,43,-,-,
4598,MADHYA PRADESH,20,25,7.2,8.4,7.5,8.4,248,328,0.5,1.2,0.521,1.291,1,1,31,49,-,-,
4599,MADHYA PRADESH,19,24.3,7.3,8,7.5,8.1,207,305,0.6,1,0.601,1.098,1,1,32,43,-,-,
4600,MADHYA PRADESH,19,24.3,7.2,8.3,7.6,8.3,254,341,0.5,1.1,0.521,1.966,1,1,33,48,-,-,
4601,MADHYA PRADESH,19,24.6,6.9,8.1,7.6,8.8,264,307,0.6,1.2,0.451,1.238,1,1,36,49,-,-,
7,GUJARAT,27,30,6,8,7.1,8.3,264,346,BDL,1,BDL,0.32,4,27,47,152,-,-,
1244,GUJARAT,27,33,6.9,8,7.6,8.3,248,2656,BDL,1.1,BDL,BDL,21,32,46,94,-,-,
1245,GUJARAT,22,28,6.8,8.7,7.1,8,288,510,BDL,1,BDL,0.704,4,18,21,210,-,-,
1981,GUJARAT,26,30,6.4,7.7,7.5,8.4,321,481,BDL,1.1,BDL,BDL,21,49,68,92,-,-,
1243,GUJARAT,26,30,3.6,7.5,7.5,8.2,244,972,BDL,1,BDL,BDL,70,170,210,320,-,-,
1236,MADHYA PRADESH,20,24,6.8,8.2,7.4,8.5,298,661,BDL,1.4,BDL,1.25,2,2,40,70,-,-,
2100,MADHYA PRADESH,17,26,7,7.8,7.2,8.7,130,410,BDL,1.6,BDL,0.8,2,2,12,47,-,-,
2114,MADHYA PRADESH,19,25,5.6,7.6,7.7,8.7,345,569,BDL,1.8,BDL,6.12,2,150,40,1600,2,60,
3305,MADHYA PRADESH,17.3,26.5,7,7.8,7.4,8.6,160,3680,BDL,1.9,BDL,0.8,2,4,11,46,-,-,
3326,MADHYA PRADESH,23.4,27.8,5.1,6.9,7.3,8.6,160,368,BDL,1.9,BDL,2.21,2,10,14,41,2,2,
3828,MADHYA PRADESH,17.2,24.6,6.1,7.9,7.2,8.9,210,1168,1,2.4,BDL,1.16,2,34,17,480,-,-,
3829,MADHYA PRADESH,17.5,23.5,7,7.8,7.1,8.6,182,398,BDL,2.8,BDL,0.75,2,24,17,210,-,-,
2115,MADHYA PRADESH,19,26,6.6,8.2,7.3,8.5,255,490,BDL,1.6,BDL,1.64,2,12,38,210,4,4,
9,MADHYA PRADESH,19,26,6.8,8,7.3,8.4,208,430,BDL,1.2,BDL,0.91,2,2,32,49,-,-,
10,MADHYA PRADESH,19,26,4.6,8.3,7.6,8.5,285,686,1.3,2.4,BDL,9.60,2,3,48,220,2,3,
1250,MADHYA PRADESH,19,26,4.8,8.2,7.6,8.3,280,659,1.3,1.9,BDL,1.29,2,6,47,170,3,36,
46,GUJARAT,24,34,6.6,7.5,6.8,8.4,320,4848,BDL,1.2,BDL,0.19,2,54,2,73,-,-,
1247,GUJARAT,26,29,7,7.6,7,8.3,321,4128,BDL,1.2,BDL,0.81,2,14,2,58,-,-,
1983,GUJARAT,25,30,6.5,7.4,7,7.9,335,553,BDL,0.9,BDL,0.19,2,17,2,63,-,-,
47,GUJARAT,25,29,7,7.6,7,8,232,4708,BDL,1.2,BDL,0.36,2,11,2,54,-,-,
1248,GUJARAT,25,29,7,7.4,7.1,8,240,678,BDL,1.8,BDL,0.54,2,23,2,79,-,-,
1982,GUJARAT,25,29,7,7.4,7.1,8.4,216,813,BDL,1.3,BDL,0.47,2,14,2,83,-,-,
2071,GUJARAT,26,32,0.7,7,7.1,7.7,2005,61120,BDL,2.3,BDL,0.34,6,23,47,150,-,-,
2070,GUJARAT,25,30,4.8,7.2,7.1,8.2,211,3160,BDL,2,BDL,0.55,6,21,39,64,-,-,
3203,GUJARAT,27,31,6.1,8.2,7.4,8.2,298,1410,BDL,1.6,BDL,0.35,27,79,94,170,-,-,
1851,CHHATTISGARH,23,27,6.5,7.1,7.3,7.5,176,356,2.2,3,-,-,9,11,2,41,-,-,
1264,CHHATTISGARH,22,26,6.6,7.4,7.4,7.4,184,378,1.2,7,-,-,2,2,4,40,-,-,
1099,CHHATTISGARH,22,29,6.2,6.8,7.3,7.6,288,2940,2,4.6,-,-,2,32,12,94,-,-,
1852,CHHATTISGARH,22,28,6.4,6.8,7.5,7.6,284,386,1,2.6,-,-,11,21,6,48,-,-,
1100,CHHATTISGARH,19,32,7.3,7.9,8,8.6,222,298,1.1,2.2,1.9,4.7,2,20,2,220,-,-,
1282,CHHATTISGARH,19.5,32,6.3,7.5,8.2,8.7,70,292,1.3,2.5,2.1,5.2,2,30,10,220,-,-,
1467,CHHATTISGARH,20,31.5,6.5,7.5,8,8.7,244,322,1.2,2.6,2.8,4.9,2,40,2,280,-,-,
3168,CHHATTISGARH,25.5,26.1,6.4,6.9,7.1,7.2,118,12621,BDL,1.4,BDL,7.84,13,260,49,700,-,-,
1101,CHHATTISGARH,19,27,6.5,7.4,7,7.6,194,224,1.2,4.2,0.84,44.03,2,9,9,48,-,-,
1281,ODISHA,22,31,7.4,8.8,6.8,8.3,124,215,BDL,1.5,BDL,1.23,20,490,130,2400,-,-,
1270,ODISHA,21,30,6.6,8.6,6.6,8.2,143,299,BDL,1.4,BDL,0.88,45,1400,130,3500,2,11,
1271,ODISHA,22,31,7,8.4,6.9,8.5,157,342,1,2.7,BDL,1.80,130,2200,540,7000,2,79,
2405,ODISHA,23,29,6.8,8.4,7,8.3,140,206,BDL,1.5,BDL,1.02,130,2200,330,3500,2,17,
1272,ODISHA,23,30,6.8,8.8,7.1,8.3,128,255,BDL,1.5,BDL,1.29,2,1300,20,3300,2,17,
1274,ODISHA,23,31,6.2,8.8,7.1,8.3,147,287,BDL,1.9,BDL,2.24,20,1700,170,3400,2,70,
2404,ODISHA,22,30,6.8,8,7.1,7.9,143,208,BDL,1.7,BDL,1.23,20,1300,170,2400,-,-,
2406,ODISHA,19,33,7.1,8.8,7.2,8.4,142,212,BDL,1.4,BDL,2.49,20,790,170,2400,2,32,
3887,ODISHA,23,29,5.3,8.2,6.6,8,140,408,BDL,1.8,BDL,1.07,170,1700,790,4900,2,22,
1275,ODISHA,18,28,5.8,10.4,6.8,8.3,145,272,BDL,1.6,BDL,1.91,2,780,78,1700,2,49,
1276,ODISHA,19,35,7.2,9.2,7.2,8.4,146,225,BDL,1.7,BDL,1.82,45,1400,170,2800,2,22,
1277,ODISHA,19,33,6.8,9.4,7.3,8.5,82,209,BDL,1.5,BDL,1.62,78,1300,230,3500,2,49,
1278,ODISHA,20,31,6.3,8.9,7.3,8.3,135,230,BDL,2.6,BDL,1.99,220,2300,790,4900,2,70,
3888,ODISHA,22,31,6.8,8.2,6.9,8.1,146,195,BDL,1.4,BDL,1.18,2,330,78,790,-,-,
3890,ODISHA,19,30,6.2,8.6,7.1,8.4,124,212,BDL,1.7,BDL,1.61,130,1700,330,3500,2,79,
2407,ODISHA,21,33,6.4,8.6,7.1,8.1,146,7746,BDL,1.3,BDL,1.06,2,490,2,1700,2,21,
1639,ODISHA,21,34,6,8.6,7.1,8.4,292,42560,BDL,2.4,BDL,2.13,2,700,2,1700,2,79,
1107,CHHATTISGARH,23,36,7.4,7.6,7,7.5,229,229,1,1.8,BDL,0.33,4,380,2,1600,-,-,
1266,CHHATTISGARH,24,27,6.4,7.2,7.4,7.6,274,398,2.8,3.8,-,-,4,46,2,94,-,-,
1845,CHHATTISGARH,22,28,7.1,7.8,7.1,7.5,200,204,1.1,1.8,BDL,BDL,5,270,2,1600,-,-,
3166,CHHATTISGARH,22,36,5.5,7.4,7.4,7.8,465,465,2,3.8,BDL,0.78,2,360,4,1600,260,260,
3167,CHHATTISGARH,23,35,7.3,7.6,7.1,7.5,208,208,1.2,1.8,BDL,34.02,2,500,9,1700,-,-,
1265,CHHATTISGARH,21,26,6.6,7.1,7.3,7.5,186,387,2,2.7,-,-,14,25,9,84,-,-,
1846,CHHATTISGARH,22,36,7,7.6,7.1,7.6,294,294,1.5,2.2,BDL,0.64,12,300,2,1700,2,2,
1847,CHHATTISGARH,23,35,6.7,7.6,7.2,7.5,285,285,1.6,2.1,BDL,0.98,10,210,2,1600,2,2,
1853,CHHATTISGARH,23,26,6.4,6.5,7.3,7.6,192,396,1.9,2.6,-,-,11,11,7,79,-,-,
1105,CHHATTISGARH,25.4,25.9,7,8,7,7.1,126,10403,BDL,0.6,BDL,2.63,11,78,33,270,-,-,
1106,CHHATTISGARH,19,30,6.9,7.5,7.4,8.5,298,350,1.2,7.5,2.1,6,4,40,22,170,-,-,
3165,CHHATTISGARH,25.5,26.1,0.6,7.4,7.1,7.1,107,15134,BDL,0.8,BDL,5.05,9,140,27,490,2,2,
3169,CHHATTISGARH,25.5,26.2,0.6,8,7.1,7.1,118,12896,BDL,0.6,BDL,2.65,2,37,17,240,-,-,
3170,CHHATTISGARH,25.6,26.3,7.2,8,7.1,7.2,114,15723,BDL,0.4,BDL,2.3,18,20,18,20,-,-,
1267,ODISHA,20,31,6.4,8.2,6.8,8.3,66,183,BDL,1.6,BDL,7.43,110,1400,330,1800,-,-,
1268,ODISHA,18,29,7.4,8.6,6.8,8.3,109,204,BDL,1.8,BDL,1.07,45,1100,230,2200,2,2,
1269,ODISHA,17,29,7.4,8.8,6.9,8.1,102,248,BDL,1.8,BDL,0.941,130,2200,490,3500,2,2,
1300,ODISHA,18,30,7.8,8.6,6.9,8.3,97,242,BDL,1.8,BDL,0.81,45,790,330,3500,2,2,
2409,ODISHA,20,31,6.1,8.8,7,8.5,128,301,BDL,3.8,BDL,2.51,130,22000,490,54000,8,49,
1279,ODISHA,19,30,5.4,8.9,7.1,8.3,141,258,BDL,1.9,BDL,0.81,330,2400,1300,5400,2,27,
1280,ODISHA,19,30,4.2,8.8,7,8.4,152,391,2.2,4.7,BDL,8.2,1300,92000,2400,160000,2,170,
2410,ODISHA,19,30,4.7,9.7,7.4,8.3,113,251,BDL,1.7,BDL,0.70,130,1700,490,3500,2,46,
1301,ODISHA,19,30,6.1,8.4,7.5,8.5,162,318,BDL,3.6,BDL,2.34,1300,24000,1700,54000,5,140,
1640,ODISHA,20,33,6.2,8.6,7,8.5,121,226,BDL,1.3,BDL,1.42,45,4900,230,7000,-,-,
1848,CHHATTISGARH,20.6,29.2,6.4,7.3,8,8.6,298,3240,1.7,2.8,3.7,6.8,4,60,17,280,-,-,
1849,CHHATTISGARH,19,27,6.5,7.3,7.1,7.5,198,2240,1.2,4.1,0.92,1.14,4,83,17,27,-,-,
1850,CHHATTISGARH,19,27,5.7,7.4,7.3,7.9,202,226,2.2,7,0.99,1.36,6,26,31,84,-,-,
2411,ODISHA,19,30,4.1,8.9,7,8.1,148,402,1.7,4.2,BDL,9.25,790,160000,2400,160000,2,220,
3894,ODISHA,19,30,4.7,9.5,7,8.3,151,346,BDL,1.4,BDL,1.3,490,13000,1400,35000,4,17,
3895,ODISHA,19,31,5.5,8.5,7,7.9,162,430,BDL,2.9,BDL,3.52,450,17000,1400,35000,4,79,
3891,ODISHA,21,31,7.4,8.6,7.6,8.4,136,225,BDL,1.3,BDL,1.42,45,1700,170,3500,2,17,
3892,ODISHA,21,33,5.6,9,7.2,8.2,147,334,BDL,3.3,BDL,2.08,68,7900,330,17000,4,170,
3893,ODISHA,20,34,6.2,9.2,7.4,8.2,130,287,BDL,1.4,BDL,1.37,45,1700,230,4900,-,-,
3900,ODISHA,23,33,5.2,8.2,7,8.2,110,1644,BDL,1.6,BDL,1.92,20,1100,230,2800,-,-,
3901,ODISHA,23,33,4.6,8,6.8,8.2,178,1645,BDL,2.4,BDL,1.96,45,2200,470,4700,-,-,
3902,ODISHA,21,32,5.8,8.4,6.9,8.2,147,24960,BDL,2.1,BDL,1.28,2,1300,45,3300,-,-,
3896,ODISHA,20,31,0.6,3.4,6.9,7.9,186,391,3.3,13.3,BDL,9.93,14000,160000,92000,160000,110,280,
3897,ODISHA,20,29,0.4,2.3,5.9,7.8,180,642,3.8,19.9,BDL,9.05,16000,160000,54000,160000,130,920,
3898,ODISHA,21,29,0.2,3.2,5.7,7.8,212,511,5.1,13.8,BDL,11.92,13000,160000,35000,160000,79,350,
3899,ODISHA,21,28,1.3,8.3,6.1,7.9,175,401,3.4,8.5,BDL,9.52,2100,54000,7900,92000,23,170,
3903,ODISHA,22,33,5.5,11.3,6.6,8.2,172,359,BDL,2.2,BDL,5.64,330,7900,790,17000,49,49,
3904,ODISHA,23,32,5.8,10.3,6.8,8,166,401,BDL,2,BDL,3.64,110,4900,780,13000,-,-,
3905,ODISHA,23,32,5.3,8.6,6.7,8,148,318,BDL,2.1,BDL,6.19,700,13000,1300,22000,-,-,
3906,ODISHA,20,32,6.1,7.8,6.7,8.3,128,3286,BDL,1.7,BDL,1.4,45,4900,130,11000,13,13,
3907,ODISHA,23,33,4.5,15.7,6.8,8.3,163,16140,1.3,4.6,BDL,8.86,130,22000,490,160000,2,140,
3908,ODISHA,20,31,5.8,8.3,6.9,7.9,148,1100,BDL,1.4,BDL,2.24,78,2300,230,4900,-,-,
3909,ODISHA,20,30,5.9,8.3,7.2,8.3,166,290,BDL,1.9,BDL,0.80,230,1100,790,3500,-,-,
3910,ODISHA,19,30,5.6,8,6.9,7.8,315,877,BDL,2.1,BDL,0.67,130,2800,330,4900,-,-,
3911,ODISHA,20,32,5.4,8.3,6.6,7.9,173,627,BDL,1.8,BDL,3.6,170,1700,220,4900,2,49,
3912,ODISHA,18,30,5.3,8.8,7,8.1,141,446,BDL,1.8,BDL,1.47,110,22000,1700,54000,8,130,
3913,ODISHA,20,30,6.3,8.7,6.9,8.1,124,273,BDL,2,BDL,1.06,400,2200,2200,4900,2,70,
3914,ODISHA,20,29,5.8,10.6,7.5,8.4,298,14160,BDL,2.6,BDL,0.66,170,2300,790,4900,2,79,
2412,ODISHA,20,31,6.2,8.6,6.5,8,91,272,BDL,1.3,BDL,2.10,110,1300,270,3500,-,-,
1081,ODISHA,16,25,6,7.9,6.9,8,90,153,BDL,1.6,BDL,1.58,78,1300,170,4900,120,120,
1082,ODISHA,16,24,5.6,8.4,6.9,8,117,166,BDL,1.8,BDL,1.59,170,2300,270,3300,-,-,
1083,ODISHA,20,25,6.9,7.9,6.9,8.3,111,269,BDL,1.3,BDL,1.92,20,1300,130,3500,-,-,
3935,ODISHA,16,23,5.9,7.9,6.9,7.5,68,159,BDL,1.5,BDL,1.4,45,1300,140,2300,-,-,
3936,ODISHA,16,26,5.8,7.6,6.7,7.7,64,171,BDL,1.4,BDL,3.46,68,1700,220,4900,-,-,
1085,ODISHA,18,30,6,8.8,6.7,8,306,34510,BDL,1.8,BDL,1.84,45,790,220,2400,-,-,
3938,ODISHA,20,26,5.8,7.7,6.8,7.8,107,212,BDL,1.6,BDL,1.85,2,790,78,3300,-,-,
3937,ODISHA,18,26,6.2,8.3,6.6,7.6,105,196,BDL,1.8,BDL,1.40,20,790,140,3300,12,12,
1084,ODISHA,18,30,5.6,8.4,6.8,8,139,6210,BDL,2.3,BDL,0.92,110,2200,220,3500,-,-,
10018,Odisha,18,30,6,8.8,6.7,7.9,142,7980,BDL,2.4,BDL,0.99,110,2400,270,4900,-,-,
3940,ODISHA,18,30,6,9.2,6.5,8.1,96,322,BDL,1.3,BDL,1.44,220,1300,780,2400,-,-,
3941,ODISHA,18,30,6,9.6,6.5,8.5,85,288,BDL,2,BDL,0.95,130,2800,230,4900,-,-,
2421,ODISHA,16,23,5.8,8.4,7.3,8.1,108,280,BDL,1.6,BDL,0.85,130,1700,220,4900,2,2,
1037,ODISHA,17,30,6.3,8.4,6.7,8,95,245,BDL,1.6,BDL,0.67,110,2200,170,4600,24,24,
1038,ODISHA,18,33,2.8,7.2,6.6,8.2,168,379,2.8,6.3,BDL,12.6,1100,13000,4000,24000,4,33,
1302,ODISHA,18,31,4,8.6,6.5,7.9,120,249,2.1,5.4,BDL,5.6,230,4900,1100,14000,8,49,
2414,ODISHA,20,32,6.7,8.4,6.8,7.9,95,227,BDL,3.2,BDL,2,20,1700,220,3500,2,45,
1039,ODISHA,20,31,6,8.5,6.8,8.4,94,220,BDL,1.4,BDL,6.91,20,1300,140,2300,-,-,
1040,ODISHA,22,29,5.8,9.4,7,8.4,93,169,BDL,1.2,BDL,0.78,2,790,20,1700,-,-,
1041,ODISHA,22,29,5,8.6,6.9,8.3,94,183,BDL,1.3,BDL,0.76,110,1300,220,3500,-,-,
2415,ODISHA,23,28,6.8,9.6,7,8.2,103,184,BDL,1.1,BDL,0.75,8,1100,46,2800,2,12,
2416,ODISHA,21,28,6.8,8.8,7,8,129,215,BDL,1.9,BDL,0.92,23,1700,130,3300,2,24,
1042,ODISHA,21,27,6.2,8.8,7,8.1,115,241,BDL,2.4,BDL,1.90,20,3300,170,7900,2,21,
2417,ODISHA,22,28,5.8,8.4,7.2,8.2,111,213,BDL,1.9,BDL,1.25,45,2200,78,2400,-,-,
1303,ODISHA,22,29,6.4,8.8,7,8.2,111,205,BDL,1.1,BDL,0.77,33,1300,140,3300,2,14,
1043,ODISHA,22,28,6.2,8.6,7.2,8.1,112,191,BDL,2.4,BDL,0.73,78,1700,490,3300,-,-,
2418,ODISHA,20,25,6.5,8.2,6.8,8.2,114,181,BDL,1.6,BDL,1.42,78,1300,330,3500,-,-,
1044,ODISHA,21,26,7.2,8,6.9,8.3,119,246,BDL,1.9,BDL,1.18,170,1300,790,3500,-,-,
1045,ODISHA,23,33,5.8,8.3,7.1,8,123,477,BDL,1.8,BDL,1.00,170,790,220,3500,-,-,
3916,ODISHA,20,32,5.6,10,6.6,7.8,101,240,1.5,4,BDL,2.29,20,3300,130,11000,2,17,
3917,ODISHA,22,28,6.6,9.4,7.1,8.1,113,199,BDL,1.6,BDL,0.67,170,2400,490,17000,-,-,
3918,ODISHA,23,28,6.4,8.8,7.2,8.1,113,187,BDL,1.3,BDL,1.81,45,1300,170,2300,-,-,
2419,ODISHA,20,26,7.1,8.2,6.6,8.4,113,203,BDL,1.8,BDL,2.31,17,790,130,2100,-,-,
2420,ODISHA,23,33,5.2,9,6.9,8.2,115,506,BDL,1.6,BDL,1.07,78,1700,270,4300,-,-,
3922,ODISHA,22,25,7,8.6,6.7,8.1,102,209,BDL,1.1,BDL,1.08,78,1300,220,2800,-,-,
3931,ODISHA,22,28,5.8,9.6,7.5,8.2,222,485,BDL,1.8,BDL,0.69,460,1700,950,3500,-,-,
1035,JHARKHAND,18,18,7.8,8.3,7.3,7.5,,,1.9,2.3,,,200,230,1200,1200,-,-,
3915,ODISHA,19,27,6.7,8,6.8,8.1,109,282,BDL,1.8,BDL,1.67,45,1300,210,2400,-,-,
2360,TELANGANA,15,27,6.7,7.6,7,7.4,336,491,2.1,21,2.09,4.18,2,17,8,49,2,5,
2361,TELANGANA,27,30,4.5,5.9,7.8,8.3,441,585,2,3,0.5,1.4,2,4,8,120,2,2,
13,TELANGANA,27,32,4.7,6.6,7.17,8.34,436,588,2.1,4,0.3,3.8,2,3.7,2,84,2,2,
2362,TELANGANA,26,30,4.6,6.1,7.7,8.4,408,563,2.1,3.1,0.3,2,2,6,7,79,2,2,
2363,TELANGANA,26,30,4.2,6,7.3,8.42,418,559,2.1,5.3,0.4,3,2,4,7,63,2,2,
2364,TELANGANA,27,29,4,5.9,7.7,8.4,436,586,2.1,3,0.4,2,2,4,2,63,2,2,
2365,TELANGANA,26,29,4.2,6.3,7.6,8.36,210,622,2.1,4,0.3,3,2,3.6,4,34,2,2,
2367,TELANGANA,26,33,5.2,6,7.4,8.3,180,396,2.1,3.3,0.3,1,2,4,8,120,2,2,
2369,TELANGANA,27,32,4,6.2,7.4,8.32,103,436,2,3.2,0.3,2,2,4,4,84,2,2,
2366,TELANGANA,27,29,5.4,6.2,7.2,8.4,219,484,2,3,0.3,3,2,3.7,4,48,2,2,
2368,TELANGANA,26,33,5,5.9,7.44,8.32,182,438,2.1,4,0.3,1.2,2,4,5,110,2,2,
2356,TELANGANA,26,28,4.1,6,7.75,8.3,455,680,2.1,4,0.4,3,2,20,8,150,2,2,
4662,TELANGANA,27,28,5.2,6.2,7.31,8.39,272,4600,2.1,2.9,BDL,2,2,4,7,49,2,2,
1218,ANDHRA PRADESH,23,28,6.2,7.7,7.1,8.4,120,326,1.1,2,BDL,4.2,3,15,63,210,2,2,
1219,ANDHRA PRADESH,25,30,6.2,8.4,7.1,8,125,340,1,2.6,BDL,2.93,9,21,120,240,2,2,
2370,ANDHRA PRADESH,24,30,6.2,8.5,7,8.2,168,440,1,2.2,0.3,2.51,7,15,93,240,2,2,
2371,ANDHRA PRADESH,24,31,5.9,8,6.8,8.2,211,452,1.6,2.6,0.36,2.37,9,21,120,460,2,2,
4367,ANDHRA PRADESH,22,29,6.4,7.7,7.2,8.7,255,760,1,2.2,BDL,2.79,4,50,64,210,2,2,
14,ANDHRA PRADESH,22,27,6.2,6.9,7.4,8.1,117,338,1.2,2.3,BDL,3.4,4,11,63,210,2,2,
1854,CHHATTISGARH,26,34,7.5,7.6,7.3,7.6,-,-,1.5,2.8,-,-,2,12,7,79,2,2,
1855,CHHATTISGARH,26,34,7.4,7.5,7.4,7.6,-,-,1.8,2.4,-,-,7,17,14,94,2,2,
1856,CHHATTISGARH,26,34,7.4,7.6,7.3,7.6,-,-,2,2.8,-,-,2,14,5,70,2,2,
2374,TELANGANA,18,24,0.1,6.9,7.04,7.41,614,1785,2.4,3,BDL,17.31,2,2,24,36,2,18,
2375,TELANGANA,18,24,0.1,7.2,7.1,7.43,621,1863,2.4,3,BDL,19,2,4,31,40,2,2.8,
1781,TELANGANA,19,22,6,6.8,7.1,7.37,568,836,2.2,2.9,BDL,9.22,2,2,17,34,2,2,
1157,TELANGANA,20,25,5.9,7.3,7,7.46,256,480,2.1,2.2,BDL,4.31,2,5,13,22,2,2,
1215,TELANGANA,27,29,5,6.8,6.7,8.2,206,438,2,3.1,0.3,5.6,2,4,2,79,2,2,
1158,TELANGANA,25,30,4.8,6,7.9,8.5,512,680,2.1,4,BDL,1.1,2,8,9,49,2,2,
1213,MADHYA PRADESH,17.3,24.2,7,8.3,7.1,8.3,220,388,BDL,1.8,0.06,1.21,2,4,7,46,-,-,
3330,MADHYA PRADESH,17.1,25.8,7,7.9,7.2,8.4,234,424,BDL,1.7,BDL,0.5,2,10,7,46,-,-,
2372,TELANGANA,26,32,3.9,5.6,7.7,8.1,328,577,2.2,6,0.3,2.6,2,4,8,70,2,2,
2373,TELANGANA,27,36,5.6,6.4,7.02,8.32,67,120,2,2.3,BDL,2,2,2,2,26,2,2,
3080,TELANGANA,25,30,3.7,6,7.4,8.2,469,859,2.1,5,0.8,2,2,4,2,64,2,2,
3081,TELANGANA,25,32,4.5,6.1,7.6,8.4,409,580,2.1,4,0.6,2,2,37,2,70,2,2,
30059,INTER-STATE,29,29,6.2,8.1,8.1,8.3,331,356,3,4,0.092,0.333,85,240,1600,1600,41,41,
1889,KARNATAKA,22,31,6,8.4,7.2,8.7,330,766,BDL,1.6,0.31,4.56,220,920,900,1600,110,540,
1182,KARNATAKA,22,32,6.9,8.3,7.4,8.7,390,760,BDL,2.5,0.33,4.32,350,920,900,1600,170,500,
2781,KARNATAKA,29,32,6,9.1,6.8,8.7,400,835,BDL,3.4,0.39,2.34,350,920,900,1600,280,540,
1181,KARNATAKA,29,32,6.1,9.3,6.8,8.7,379,1020,BDL,3,BDL,2.91,350,920,900,1600,220,540,
1028,KARNATAKA,27,29,7,7.8,7.8,8.5,311,1202,2,2,BDL,0.54,170,450,920,2200,-,-,
1170,KARNATAKA,26,32,7,7.8,7.9,8.4,465,1728,2,3,BDL,0.62,220,470,920,2200,-,-,
39,TELANGANA,26,30,5.3,6.6,7.1,8.3,528,1667,2.1,3.1,BDL,3.2,2,4,2,70,2,5,
1465,TELANGANA,16,25,5.9,7.1,7,7.76,495,1204,2.2,3,4.14,9.37,2,280,13,920,4,210,
1784,TELANGANA,26,29,5.3,6.6,7.5,9.14,426,1595,2.1,4,0.6,9.84,2,2,2,48,2,2,
4663,TELANGANA,17,25,5,7,7.1,7.5,422,960,2,2.8,BDL,8.28,2,15,13,47,2,5,
1175,ANDHRA PRADESH,19,30,4.9,6.5,6.6,8.1,394,1243,1,2.6,BDL,1.7,63,100,280,900,-,-,
1786,ANDHRA PRADESH,25,27,6.8,7.6,7.2,8.4,514,1393,1.2,2.4,0.67,1.86,3,3,75,380,2,2,
3083,ANDHRA PRADESH,19,28,5.2,6.8,6.7,7.7,467,778,BDL,2.2,BDL,1.88,72,300,280,1400,-,-,
3079,ANDHRA PRADESH,26,26,7.3,7.5,7.7,8,498,698,2,2.2,BDL,0.82,3,3,120,120,2,2,
1787,ANDHRA PRADESH,20,28,6.9,7.6,7.4,8.4,550,998,BDL,2.2,0.55,1.3,3,3,64,240,2,2,
25,ANDHRA PRADESH,20,26,7,7.5,7.2,8.4,440,1086,1,2,0.53,1.16,2,23,75,230,2,2,
