STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FecalStreptococci_Min,FecalStreptococci_Max
2758,JAMMU & KASHMIR,22,24,7.4,7.8,7.8,8.1,204,232,BDL,BDL,-,-,-,-,-,-,-,-
4058,JAMMU & KASHMIR,16,26,5.2,6.6,8.1,8.2,392,545,1.1,1.4,-,-,-,-,-,-,-,-
4062,JAMMU & KASHMIR,14,27,3.6,7.5,7.92,8.45,300,480,1.1,2.1,-,-,-,-,-,-,-,-
4063,JAMMU & KASHMIR,14,28,7.1,7.9,7.5,8.2,340,430,1.1,2,-,-,-,-,-,-,-,-
4161,PUNJAB,9,27,6.6,10.5,7.6,8.5,268,540,1.2,1.2,1.4,2.3,130,780,580,1700,-,-
3856,HIMACHAL PRADESH,20.5,33,6.1,8.7,7.35,8.01,274,452,2,2,BDL,5.67,2,26,33,350,BDL,BDL
3857,HIMACHAL PRADESH,20.5,33,6,8.6,7.4,8.03,288,464,2,3,0.36,8.11,2,58,34,540,BDL,BDL
3858,HIMACHAL PRADESH,11,31,6,8.8,7.18,7.95,328,519,2,2,0.49,12.92,2,26,33,220,BDL,BDL
3859,HIMACHAL PRADESH,21,32,6.4,8.6,7.23,8.06,295,498,2,2,0.5,9.12,2,38,34,920,BDL,BDL
4030,HIMACHAL PRADESH,19,33,6.5,8.7,7.31,8.06,310,445,BDL,BDL,0.32,5.39,2,37,25,280,BDL,BDL
4031,HIMACHAL PRADESH,19,33,6.6,8.8,7.4,8.09,324,460,2,2,BDL,8.08,2,79,27,920,BDL,BDL
1869,HIMACHAL PRADESH,13,31,6.5,8.6,7.11,7.93,344,572,3,4,0.53,10.21,2,49,38,280,BDL,BDL
30011,PUNJAB,19,33,8.6,9.4,7.9,8.4,367,532,1.2,3,0.32,1.81,120,13000,790,35000,46,170
4038,HIMACHAL PRADESH,6,16,7.4,9,7.42,8.45,55,113,BDL,BDL,0.32,2.88,23,47,140,220,BDL,BDL
2617,HIMACHAL PRADESH,6,10,7.9,9.1,6.83,8.24,47,1062,BDL,BDL,0.32,1.16,4,110,6,1600,BDL,BDL
2618,HIMACHAL PRADESH,6,14,7.4,9,7.5,8.17,47,1346,BDL,BDL,0.33,1.13,2,110,7,1600,BDL,BDL
4039,HIMACHAL PRADESH,8,18,7,8.8,7.6,8.11,56,981,BDL,BDL,0.34,1.17,2,22,9,920,BDL,BDL
4479,HIMACHAL PRADESH,9,17,5.5,7.8,6.74,8.3,198,528,1.1,4.4,1.36,12.33,2,440,20,1840,BDL,BDL
4441,HIMACHAL PRADESH,17,26,7.4,8.2,7.77,8.3,297,573,1.1,2,0.32,7.62,26,39,130,220,BDL,BDL
4442,HIMACHAL PRADESH,17,26,7.3,8.3,7.71,8.11,291,592,1.1,2.3,0.32,1.23,27,49,170,280,BDL,BDL
4429,HIMACHAL PRADESH,6.1,35,5.9,8.8,7.45,8.19,193,1916,1.4,7,1.51,6.27,5,920,17,1700,2,920
4461,HIMACHAL PRADESH,9,17,5.6,8.2,7.04,8.04,206,786,BDL,2.2,1.6,13.1,2,170,38,920,BDL,BDL
2620,HIMACHAL PRADESH,8,17,5.6,7.8,7.38,8.3,182,625,1.2,3.6,1,10.29,2,26,26,84,BDL,BDL
4023,HIMACHAL PRADESH,8,19,7.1,9.4,6.92,7.76,51,940,BDL,BDL,BDL,3.57,2,33,14,140,BDL,BDL
4024,HIMACHAL PRADESH,12,19,7,8.9,6.98,8.06,68,840,BDL,BDL,BDL,4.52,2,79,21,240,BDL,BDL
4025,HIMACHAL PRADESH,10,20,7.4,9.3,7.25,8.12,81,187,BDL,BDL,BDL,2.62,2,26,21,150,BDL,BDL
4026,HIMACHAL PRADESH,9,20,7.1,9.1,7.26,8.17,96,217,BDL,BDL,BDL,3.13,2,26,25,170,BDL,BDL
4457,HIMACHAL PRADESH,10,20,7.6,9.4,7.04,8.08,78,165,BDL,BDL,BDL,4.6,2,26,22,1600,BDL,BDL
4458,HIMACHAL PRADESH,10,20,7.3,9.2,7.11,8.1,89,173,BDL,BDL,BDL,4.97,2,38,26,1600,BDL,BDL
4460,HIMACHAL PRADESH,8,18,8.9,9.2,6.92,8.09,53,149,BDL,BDL,BDL,1.92,2,26,17,140,BDL,BDL
4428,HIMACHAL PRADESH,5,24,5.9,8.9,7.48,8.59,185,2718,1.2,7.4,0.98,6.5,12,280,39,1600,2,32
4424,HIMACHAL PRADESH,6,19,6.9,9,7.68,8.47,103,385,BDL,BDL,0.32,1.67,4,120,4,1600,2,2
4432,HIMACHAL PRADESH,20,32,6.2,7.8,7.27,8.09,306,408,1.4,1.4,0.34,5.21,2,27,22,130,BDL,BDL
4431,HIMACHAL PRADESH,7,21,6,7.8,7.42,8.11,57,1346,BDL,BDL,0.32,1.69,6,1600,7,1600,BDL,BDL
2626,HIMACHAL PRADESH,17,24,7.4,8.2,7.53,8.19,306,547,1.1,2.2,0.32,1.46,21,46,133,350,BDL,BDL
2627,HIMACHAL PRADESH,18,24,7.5,8.1,7.68,8.19,304,568,1.1,2.4,0.32,1.58,26,40,130,280,BDL,BDL
2913,PUNJAB,14.1,33,4,7.6,7.3,8.1,235,337,1.4,3,0.9,1.8,260,1400,1100,3900,-,-
1090,HIMACHAL PRADESH,5,15,7.2,8.7,7.2,8.48,52,120,BDL,BDL,0.32,5.58,33,79,210,280,BDL,BDL
1871,HIMACHAL PRADESH,18,25,6.6,9,7.63,8.16,322,818,1.1,2.5,0.32,3.59,13,130,110,280,BDL,BDL
2624,HIMACHAL PRADESH,18,27,6.3,8.7,7.52,8.14,353,828,1.4,2.7,0.32,1.13,32,280,220,920,BDL,BDL
2625,HIMACHAL PRADESH,19,26,6.1,8.7,7.55,8.26,275,807,1.5,2.8,0.32,2.12,36,350,220,1600,BDL,BDL
3862,HIMACHAL PRADESH,17,25,6.2,8.9,7.36,8.39,268,735,1.1,2.6,0.32,1.71,21,94,140,350,BDL,BDL
3864,HIMACHAL PRADESH,19,26,6.2,8.8,7.38,8.2,300,1138,1.3,2.8,0.32,2.06,26,188,170,1080,BDL,BDL
4433,HIMACHAL PRADESH,22,32,6.3,8.7,7.36,8.03,301,506,2,3,0.56,15.04,2,58,39,1600,BDL,BDL
4469,HIMACHAL PRADESH,8,15,9,9.4,7.1,8.27,57,109,BDL,BDL,BDL,2.12,2,2,13,58,BDL,BDL
4470,HIMACHAL PRADESH,7,15,9,9.3,6.98,7.96,31,620,BDL,BDL,BDL,4.21,2,26,11,170,BDL,BDL
4471,HIMACHAL PRADESH,8,18,8.9,9.5,6.96,8.18,81,308,BDL,BDL,BDL,2.02,2,26,13,130,BDL,BDL
4486,HIMACHAL PRADESH,12,30,3,6.6,7.33,8.44,365,1249,1.2,14,0.47,13.63,2,94,21,350,BDL,BDL
4488,HIMACHAL PRADESH,10,30,4,6,7.03,8.28,670,1059,2.5,160,0.73,12.57,2,94,49,920,BDL,BDL
5248,HIMACHAL PRADESH,16,28,7.2,9.6,7.31,8.48,88,228,BDL,BDL,0.32,1.61,43,94,280,430,BDL,BDL
5251,HIMACHAL PRADESH,9,26,2,8.9,6.98,8.48,204,515,1.1,2.2,0.32,4.66,84,920,350,1600,BDL,BDL
5252,HIMACHAL PRADESH,13,28,8.3,9.3,7.93,8.48,148,475,BDL,BDL,0.32,2.26,31,84,140,280,BDL,BDL
5254,HIMACHAL PRADESH,2,8,8.6,9.9,7.5,8.46,92,188,BDL,BDL,0.32,1.04,21,43,120,150,BDL,BDL
5255,HIMACHAL PRADESH,2,8,8.4,10.1,7.45,8.17,88,184,BDL,BDL,0.32,0.89,22,46,120,170,BDL,BDL
5256,HIMACHAL PRADESH,3,8,8.7,10.2,7.56,8.46,92,190,BDL,BDL,0.32,1.28,17,46,120,170,BDL,BDL
5292,HIMACHAL PRADESH,9,12,8,8.4,7.6,7.99,58,85,BDL,BDL,0.33,1.23,17,21,110,350,BDL,BDL
30013,HIMACHAL PRADESH,15,26,8,9.2,7.8,8.6,339,380,BDL,BDL,0.32,1.63,45,1100,170,160000,7,40
1491,UTTARAKHAND,2,2,10.2,10.2,7.34,7.34,59,59,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,BDL,BDL
1484,UTTARAKHAND,7,20,9.4,10.6,7.13,8.25,96,142,BDL,BDL,0.32,0.34,BDL,BDL,BDL,BDL,BDL,BDL
1486,UTTARAKHAND,7,20,9.8,10.6,7.27,7.6,84,148,BDL,BDL,0.32,0.34,BDL,BDL,BDL,BDL,BDL,BDL
1488,UTTARAKHAND,7,20,9.6,10.6,7.1,8.17,67,95,BDL,BDL,0.32,0.34,BDL,BDL,BDL,BDL,BDL,BDL
1487,UTTARAKHAND,8,19,9.4,10.4,7.25,8.2,103,140,BDL,BDL,0.32,0.34,BDL,BDL,BDL,BDL,BDL,BDL
1489,UTTARAKHAND,7,20,9.8,10.6,7.19,8.23,84,145,BDL,BDL,0.32,0.35,BDL,BDL,BDL,BDL,BDL,BDL
