STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max
1696,PUNJAB,12,23,7.2,7.6,7.2,7.8,234,284,0.7,1.6,1,2,110,210,220,610
1012,PUNJAB,12,22,7.1,7.8,7,7.6,207,294,0.8,1.4,1.2,1.6,130,220,270,540
1697,PUNJAB,12,23,7.4,7.8,7,7.7,224,282,0.6,1.4,1.3,1.8,110,180,220,360
2603,HIMACHAL PRADESH,10,20,7.7,12.8,6.5,8.3,95,202,0.1,0.1,0,1.1,17,49,140,350
2913,PUNJAB,13,24,1.8,2.5,6.8,7.1,646,703,4.3,9,2.3,3.2,170,460,430,1700
1867,HIMACHAL PRADESH,9,12,9.5,10.1,7,8,153,499,0.1,0.1,0,1,,,,
2611,HIMACHAL PRADESH,9,12,9.6,10.1,6.2,8.1,156,506,0.1,0.1,0,0.8,,,,
1086,HIMACHAL PRADESH,14,16,8.7,9.2,7,8,125,442,0.1,0.1,0,2.6,,,,
1087,HIMACHAL PRADESH,14,16,8.6,9.3,6.5,8,156,448,0.2,0.2,0,0.9,,,,
1013,HIMACHAL PRADESH,15,18,8.4,9.1,6,8.5,160,399,0.1,0.1,0,0.9,,,,
1014,HIMACHAL PRADESH,9.9,24,8,9.8,6.6,8.7,182,496,0.1,0.2,0,0.8,13,34,94,280
1015,HIMACHAL PRADESH,9.9,22,8.5,9.7,7.1,8.5,178,402,0.1,0.3,0,0.9,17,63,140,350
1016,HIMACHAL PRADESH,8,28,5.9,7.6,7.1,8.3,203,282,0.2,0.4,0,0.9,6,20,210,540
1389,HIMACHAL PRADESH,12,14,9.1,9.6,6.7,8.1,154,498,0.1,0.2,0,1.1,,,,
1017,PUNJAB,16,25,7.9,8.5,7.3,8.1,202,281,,,0.4,0.8,40,200,110,450
1018,PUNJAB,17,22,7.7,8.2,7.6,8,208,302,,,0.4,0.8,180,370,360,610
1293,PUNJAB,16,27,7.2,7.8,7.2,8.6,246,354,1.6,2,1,2.2,110,450,430,1500
1814,PUNJAB,15,27,7.5,8.4,7.7,8.3,213,312,0.6,0.6,0.6,1.2,150,550,350,1100
1019,PUNJAB,16,27,7.8,7.9,7.3,8,232,302,1.4,1.4,0.6,2,140,450,350,920
1380,PUNJAB,15,24,7.6,8.2,7.6,8.2,228,312,1,1,0.4,1.2,110,400,220,920
1690,PUNJAB,19,31,6.4,7.8,7.6,8.3,266,414,1.2,1.3,0.6,1.6,180,680,560,1200
1020,PUNJAB,19,33,2.6,5.8,7.2,7.9,402,894,3.2,43,1,4.4,9400,21000,27000,63000
1021,PUNJAB,19,29,5.4,7.6,7.4,7.9,360,802,2.2,21,0.8,2.6,180,17000,610,40000
1381,PUNJAB,11,24,1,3.2,6.6,7.1,322,789,5.2,14,2,3,460,2600,1100,8400
1691,PUNJAB,14,28,7.2,7.8,7.2,7.9,211,305,1,1,0.6,1.4,180,400,550,930
1692,PUNJAB,14,27,7,7.8,7.3,8,244,304,1,1,0.8,1.4,180,450,560,910
2915,PUNJAB,15,24,7.6,8,7.5,8,240,371,,,0.6,0.8,120,400,280,1200
1022,PUNJAB,12,24,4.8,5.6,7,7.6,262,393,2.4,3,1.8,2.6,170,370,430,830
1088,HIMACHAL PRADESH,9,20,6.2,8.7,7,8.4,167,236,0.1,0.8,0,0.3,4.5,14,170,430
1089,HIMACHAL PRADESH,8,14,8.6,8.7,7.1,8.1,100,240,0.2,1.4,0,0.2,4,14,100,240
2614,HIMACHAL PRADESH,8.9,16,8.4,8.8,7.2,8.2,137,746,0.2,0.5,0,0.2,3.6,17,90,280
2615,HIMACHAL PRADESH,7.6,14,8.4,8.8,7.3,8.1,105,242,0.1,0.6,0,0.2,4,15,90,220
2613,HIMACHAL PRADESH,8,14,8.5,8.8,7.2,7.9,125,240,0.1,1.8,0,0.2,3.7,15,120,240
1097,PUNJAB,10,22,7,8.1,7.4,7.8,156,224,0.3,1,0.2,0.8,17,70,43,130
1290,HIMACHAL PRADESH,5,19,7.8,10.1,6.8,8.4,46,870,0.1,0.1,0,0.7,11,31,94,220
2605,HIMACHAL PRADESH,4,18,7.9,10.5,6.4,8.4,45,124,0.1,0.1,0,1.2,8,23,43,130
2606,HIMACHAL PRADESH,4,18,7.9,10.4,6.8,8.2,63,121,0.1,0.1,0,0.7,11,33,63,210
1090,HIMACHAL PRADESH,7,20,7.6,9.8,4.2,8.3,62,325,0.1,0.1,0,1,11,43,70,240
1551,HIMACHAL PRADESH,11,27,5.2,9.2,7,8.4,157,1115,0.4,3,0,19,1.8,23,8.1,94
1552,HIMACHAL PRADESH,12,32,4.1,8.5,7.3,8.8,548,1949,0.3,4,0,17,4,33,25,170
1868,HIMACHAL PRADESH,12,31,4.3,8.8,7.3,8.6,462,1849,0.6,8,0,5.7,6.1,46,24,210
1869,HIMACHAL PRADESH,10,31,5,6.7,7.4,8.5,392,807,0.3,2,0,0.9,6.1,26,220,920
2616,HIMACHAL PRADESH,7.6,19,8.6,8.8,7.2,8.3,144,259,0.1,0.8,0,0.4,3.6,11,94,220
1307,JAMMU & KASHMIR,6,27,2,7.2,7.1,8.4,122,440,2.2,10,0,0,,,,
2607,HIMACHAL PRADESH,13,27,6.7,11.7,7.1,8.1,173,496,0.1,0.4,0,0.9,23,140,280,920
2608,HIMACHAL PRADESH,9,20,7.3,8.4,6.8,8,87.6,220.6,0.2,0.8,0,0.2,5.5,14,170,240
2609,HIMACHAL PRADESH,14,20,7.8,8.6,7.1,8.5,72.6,353,0.1,1.2,0,0.3,3.7,14,110,350
2610,HIMACHAL PRADESH,9,12,9.4,9.9,6.6,8.1,48,535,0.1,0.1,0,0.7,,,,
2612,HIMACHAL PRADESH,10,12,8.9,9.7,7,8,86,478,0.1,0.1,0,1,,,,
1306,JAMMU & KASHMIR,6,24,5.4,8.5,7.1,8,124,580,2.5,9,0,0,,,,
1304,JAMMU & KASHMIR,8,14,6.4,8.4,7.4,8.3,187,606,2,2.6,0,0,,,,
1410,JAMMU & KASHMIR,7,23,4.6,8.3,7.4,8.1,138,578,2,4,0,0,,,,
1411,JAMMU & KASHMIR,7,25,5.2,8.5,7.4,8.1,124,550,2,4.7,0,0,,,,
3272,JAMMU & KASHMIR,7,14,7,9,7.1,8,191,310,0.4,0.8,0,0,,,,
3273,JAMMU & KASHMIR,8.1,15,5.4,9.2,6.5,8.1,134,493,1,2.7,0,0,,,,
3274,JAMMU & KASHMIR,8.2,14,6.9,9.5,7,8,151,547,1.6,2.7,0,0,,,,
3275,JAMMU & KASHMIR,8.1,15,5.6,8.5,7.4,7.9,144,559,1,2.9,0,0,,,,
3276,JAMMU & KASHMIR,6,16,6.8,8.9,7,7.9,136,520,2,3,0,0,,,,
3277,JAMMU & KASHMIR,6,16,7,8.8,7,7.9,139,525,2.5,3.2,0,0,,,,
3278,JAMMU & KASHMIR,5.4,8.8,8.7,10.1,7.2,8,109,374,0.6,1,0,0,,,,
3279,JAMMU & KASHMIR,5.5,8.9,7,9.4,7.6,8.1,116,374,0.6,1,0,0,,,,
3280,JAMMU & KASHMIR,5.4,8.6,7.8,10.1,7.4,7.9,133,367,1,1.4,0,0,,,,
3281,JAMMU & KASHMIR,5.3,11,5.7,10,7.1,8.1,68,383,0.6,1,0,0,,,,
3282,JAMMU & KASHMIR,6,12,7.8,10.8,7.2,7.9,90,342,0.6,1,0,0,,,,
3283,JAMMU & KASHMIR,4.5,9,8,8.9,7.5,8.5,152,283,0.5,0.6,0,0,,,,
3284,JAMMU & KASHMIR,4.5,8,8.1,8.7,7.5,8.3,141,290,0.6,0.7,0,0,,,,
3285,JAMMU & KASHMIR,4.7,9,8,10.9,7.4,8.5,113,373,0.5,1.2,0,0,,,,
3286,JAMMU & KASHMIR,4.9,10,8.5,9.7,7.6,8.1,135,438,1,2,0,0,,,,
3287,JAMMU & KASHMIR,4.1,10,8.2,10.3,7.4,8.3,128,435,0.5,2,0,0,,,,
2755,JAMMU & KASHMIR,8.9,25,5.6,7.6,7.8,8.2,316,530,2.1,4,0,5,,,,
2756,JAMMU & KASHMIR,8.8,26,5.6,8.1,7.8,8.1,304,523,2.1,6,0.1,7.8,,,,
2752,JAMMU & KASHMIR,13,29,7.2,8.1,7.8,8.2,240,290,2.4,5,0.1,0.3,,,,
2753,JAMMU & KASHMIR,15,29,6.5,8.1,7.2,8.3,232,260,2,6,0,0.5,,,,
2748,JAMMU & KASHMIR,9,16,6.6,9.2,7.6,8.1,112,190,0,0,0,1,,,,
2749,JAMMU & KASHMIR,9,16,7,9.4,7.5,8.2,114,194,0,2.8,0,0.9,,,,
2750,JAMMU & KASHMIR,9,16,7.2,9.4,7.5,8,115,185,0,0,0,0.3,,,,
2751,JAMMU & KASHMIR,9,17,8,8.2,7.3,7.8,120,185,1.3,5,0.1,0.7,,,,
2754,JAMMU & KASHMIR,11,27,4.2,6.8,7.2,7.9,460,542,8.2,22,0.2,4.1,,,,
2757,JAMMU & KASHMIR,12,28,3.1,8,7.8,8.1,250,320,3.2,3.4,0,5.7,,,,
2743,JAMMU & KASHMIR,16,24,6.3,8.5,7.6,8,142,251,1,2.2,0,0.1,,,,
2744,JAMMU & KASHMIR,15,24,7.1,7.3,7.5,7.8,114,277,3.1,3.1,0,0.1,,,,
2746,JAMMU & KASHMIR,16,24,7.8,8.1,8,8,255,256,2,6.8,0,0.2,,,,
2742,JAMMU & KASHMIR,16,24,6.5,8.6,7.3,7.8,130,254,1.2,1.2,0,0.1,,,,
2758,JAMMU & KASHMIR,12,28,7.8,9.1,7.1,8.1,226,260,0,0,0,0.6,,,,
1491,UTTARAKHAND,5,5,9.2,9.2,7.6,7.6,,,,,0,0,,,,
1484,UTTARAKHAND,15,19,8.4,9.4,7.5,7.9,,,1,1,0,0,,,,
1485,UTTARAKHAND,16,18,8.6,9.6,7.4,7.9,,,1,1,0,0,,,,
1486,UTTARAKHAND,16,19,8.2,9,7.5,8.1,,,1,1,0,0,,,,
1487,UTTARAKHAND,17,19,8.6,9.2,7.5,7.8,,,1,1,0,0,,,,
1488,UTTARAKHAND,17,19,9,9.6,7.6,7.9,,,1,1,0,0,1,,,
1489,UTTARAKHAND,17,18,8.8,9.6,7.5,7.7,,,1,1,0,0,,,,
1060,UTTARAKHAND,16,20,9.2,10.6,7.2,7.8,,,1,1,0,0,,,12,40
2725,UTTARAKHAND,15,21,7.6,9.6,7.4,7.7,,,1,1.4,0,0,,,80,500
2727,UTTARAKHAND,15,20,8.6,10.6,7.5,7.8,,,1,1.2,0,0,,,80,220
1061,UTTARAKHAND,15,25,4,10.6,6.3,7.8,,,1,6.4,0,0,,,90,1600
1062,UTTAR PRADESH,16,26,7.1,9.65,7,7.6,129,246,1.6,3.5,0.2,0.5,370,710,900,1200
2488,UTTAR PRADESH,18,21,7.0,9.4,7.1,7.5,138,254,1.8,3.1,0,0.5,210,450,550,700
2489,UTTAR PRADESH,18,23,7,9.4,7.3,7.6,115,252,1.4,3.2,0,0.5,140,430,410,650
1145,UTTAR PRADESH,19,22,6.2,9,7,7.8,115,254,2.1,3.8,0,0.6,200,610,550,9000
2490,UTTAR PRADESH,20,21,6.4,7.9,7,7.5,114,255,2,3.4,0,0.6,150,410,450,700
1063,UTTAR PRADESH,17,33,7.4,9.7,6.9,8.4,201,397,2.4,4.1,0.2,0.4,1700,2700,2600,5400
1066,UTTAR PRADESH,17,33,7.5,9.4,7,8.3,202,492,2.8,4.7,0.2,0.5,2000,3900,3500,33000
1146,UTTAR PRADESH,16,33,7,9.9,6.9,8.4,202,398,2.4,3.6,0.2,0.4,2000,2800,2700,5400
1067,UTTAR PRADESH,16,33,6.6,9.4,7,8.4,208,468,2.6,4.8,0.2,0.5,2200,3400,3200,6300
1068,UTTAR PRADESH,16,33,4.6,8.8,7.1,8.2,227,819,4.1,8.8,0.2,0.4,9100,58000,34000,120000
1147,UTTAR PRADESH,13,28,6.1,8.5,7.8,8,181,244,3.9,4.9,0.8,0.9,4900,6100,7900,8700
2498,UTTAR PRADESH,17,28,6.3,8.7,7.8,8,179,239,3.8,4.8,0.8,0.9,4700,5900,7700,8500
1046,UTTAR PRADESH,20.3,27.6,6.8,8.6,7.9,8.4,328,385,3.6,4.5,1,1.4,21000,26000,32000,58000
2487,UTTAR PRADESH,20.5,28,7,8.4,7.9,8.4,339,386,3.8,4.7,1.1,1.4,2700,27000,33000,54000
1049,UTTAR PRADESH,21,28,7.2,8.4,7.7,8.4,403,488,3.6,4.8,1.1,1.4,21000,33000,34000,63000
2485,UTTAR PRADESH,19,24,7.7,8.4,6.5,7.9,346,381,2.1,2.4,0,0.4,1000,1300,2100,3200
2486,UTTAR PRADESH,19,23,7.9,8.5,6.6,7.9,366,395,2.3,2.7,0,0.5,1100,1700,2400,3400
1070,UTTAR PRADESH,21,31,7.4,9.8,7.4,8.5,320,496,2.8,3.5,0,0,1300,2300,2200,3600
1071,UTTAR PRADESH,21,31,6.4,8.6,7.3,8.6,338,544,4.2,6.8,0,0,22000,33000,34000,63000
1073,UTTAR PRADESH,21,31,6.7,8.8,7.3,8.7,335,542,4.2,5.4,0,0,13000,31000,23000,46000
1074,BIHAR,22,33,6,9,7.5,8.2,320,750,2.4,2.9,0,0,900,2600,5000,5000
2551,BIHAR,22,32,5.5,8.8,7.4,8.3,288,756,2.4,2.8,0,0,1100,3000,3000,9000
1077,BIHAR,21,31,7.2,8.6,7.2,8.3,169,549,1.8,2.9,0,0,800,2600,2200,5000
2564,BIHAR,19,30,7,9.6,7.7,8.4,204,534,2,2.8,0,0,500,2100,1100,4800
2552,BIHAR,16,30,6.5,8.6,7.4,8.3,236,550,2.2,3,0,0,900,9000,3000,24000
1079,BIHAR,17,30,6.2,8.6,7.4,8.3,220,571,2.3,2.8,0,0,900,9000,2200,9000
2555,BIHAR,18,30,6.5,8.3,7.2,8.3,220,925,2.5,2.8,0,0,1100,2300,3000,5000
2553,BIHAR,18,32,6.8,8.4,7.2,8.2,221,574,2,2.8,0,0,900,2600,3000,5000
1817,BIHAR,17,29,7.6,9.8,7.8,8.6,227,473,2,2.8,0,0,800,2200,1700,5000
1815,BIHAR,17,29,7.5,9.6,7.7,8,234,469,2.1,2.7,0,0,800,2200,1700,5000
1818,BIHAR,16,29,6.9,9.7,7.6,7.9,254,519,2.2,2.8,0,0,900,3000,1700,8000
2554,BIHAR,14.5,26,7.1,9.6,7.8,8.1,209,455,2.2,2.8,0,0,900,3000,2200,9000
1819,BIHAR,16,28,6.9,9.4,7.6,8.1,98,573,2.3,2.8,0,0,800,2600,2200,5000
1816,BIHAR,14,28,7.2,9.6,7.8,8.1,236,536,2.4,2.8,0,0,900,2600,3000,5000
3113,BIHAR,22,32,5.2,8.8,7.5,8.1,323,771,2.4,2.9,0,0,400,2600,900,5000
3114,BIHAR,21,35,7.5,8.8,7.1,8.3,191,581,2,2.9,0,0,700,2200,1700,8000
3115,BIHAR,18,28,7.6,9.8,7.8,8.1,225,521,2,2.9,0,0,800,2700,1300,5000
3116,BIHAR,16,30,7.1,9.8,7.8,8.1,228,544,2,2.8,0,0,300,2100,1300,5000
3117,BIHAR,14,29,7.1,9.6,7.7,8.1,229,525,2.3,2.9,0,0,500,3000,1100,9000
3118,BIHAR,14.5,26,7.1,9.6,7.8,8.1,209,455,2.2,2.8,0,0,800,2200,1700,5000
3122,BIHAR,19,34,6.5,8.6,7.4,8.3,285,630,2.2,2.8,0,0,1100,2600,3000,5000
3123,BIHAR,14,30,7.6,9.7,7.8,8.1,225,516,2,2.9,0,0,700,2200,1700,5000
1059,JHARKHAND,25,25,9,9,7.1,7.1,340,340,2.9,2.9,0,0,,,,
1080,WEST BENGAL,19,31,5,9.1,7.6,8.3,204,376,1,5.3,0.1,1.8,70000,220000,90000,280000
2511,WEST BENGAL,18.5,34,4.7,9.4,7.3,8.5,172,378,1,3.8,0.2,0.8,70000,130000,90000,170000
2506,WEST BENGAL,20,35,5.1,9.6,7.3,8.5,197,402,1.1,4.9,0.3,1,70000,170000,90000,220000
1054,WEST BENGAL,22,33,4.7,9.4,7.1,8.3,201,388,1.5,5.5,0.3,0.7,90000,220000,110000,280000
1472,WEST BENGAL,19,34,4.6,8.9,7.1,8.3,208,406,2.3,6.3,0.3,1.7,70000,220000,110000,280000
1053,WEST BENGAL,22,35,3.8,8.2,7.6,8.2,125,392,2.3,6.1,0.2,0.6,23000,240000,50000,500000
1471,WEST BENGAL,21,34,3.7,8.5,7.6,8.2,208,391,1.7,9,0.2,0.5,13000,80000,22000,240000
1470,WEST BENGAL,22,36,3.1,8.6,7.6,8.3,198,411,1.5,9.7,0.2,0.5,17000,300000,26000,500000
1052,WEST BENGAL,20,32,2.5,7.1,7.3,8.2,217,783.1,1,6.5,0.2,0.5,4000,110000,11000,220000
1469,WEST BENGAL,22,33,4.4,7.4,7.8,8.4,211,13370,1.5,12,0.3,0.6,4000,30000,8000,50000
1492,UTTARAKHAND,6,6,8.8,8.8,7.5,7.5,,,0,0,0,0,,,0,0
1493,UTTARAKHAND,8,8,8.6,8.6,7.6,7.6,,,0,0,0,0,,,0,0
1494,UTTARAKHAND,19,19,8.6,8.6,8.2,8.2,,,,,0,0,,,0,0
1490,UTTARAKHAND,17,20,8,8.8,7.6,7.9,,,1,1,0,0,,,30,60
1553,HIMACHAL PRADESH,13,29,6.2,8.2,7.6,8.6,258,768,0,1,0.1,0.6,6,11,15,26
1554,HIMACHAL PRADESH,14,29,6.2,8.2,7.6,8.6,334,550,0,2,0.1,0.6,9,14,21,31
1117,HARYANA,22,22,8.2,10.7,7.3,7.8,179,336,1,2,0,0,45,13000,330,24000
1496,HARYANA,23,23,7.6,8.2,7.3,7.8,195,380,1,2,0,0,110,17000,170,54000
1119,HARYANA,26,26,6.4,12.5,7.3,7.9,220,1310,1,12,0,0.4,110,24000,140,35000
1120,DELHI,16.7,32.8,5.1,13.5,7.2,8,214,3860,1,9,0,0,200,24000,490,54000
1121,DELHI,17.1,30.9,0.4,2.6,7.1,7.9,243,2050,4,45,0,0,26000,5400000,240000,9200000
,DELHI,17.3,30.4,0.4,1.8,7.1,7.8,282,1754,3.0,49.0,,,41000,5400000,240000,9200000
1812,DELHI,19.4,31.8,0.1,1.6,7.0,7.9,285,1899,4.0,67,0,0,40000,92000000,230000,160000000
1497,UTTAR PRADESH,,,0,6.8,7.4,8.2,1009,1992,10,27,0,0.2,4900,1600000,4900,35000000
2495,UTTAR PRADESH,20,34,3.4,9.6,6.8,7.8,997,1850,7,10,0,0,33000,58000,64000,90000
1123,UTTAR PRADESH,24,24,0.9,5.5,7.5,7.9,640,1750,8,27,0,1.6,680,540000,4900,920000
2494,UTTAR PRADESH,20,32,2.8,5.2,6.7,7.9,981,1870,2,10,0,0,41000,160000,70000,140000
1124,UTTAR PRADESH,22,22,2.8,6.5,7.6,8,650,1978,7,18,0,0.9,680,350000,1400,920000
1125,UTTAR PRADESH,,,4.1,18,7.1,8.2,815,1870,5,27,0,1.8,78,110000,220,350000
1126,UTTAR PRADESH,22,33,2.8,16.3,7.1,8.1,825,2040,11,26,0,1.6,40,28000,460,160000
2493,UTTAR PRADESH,18,34,4.8,7.6,7.5,8.2,1090,1720,6,8,0,0,28000,38000,46000,62000
1498,UTTAR PRADESH,23,32,6.2,9.2,7.3,7.9,698,1720,5,24,0,1.4,20,16000,68,43000
1127,UTTAR PRADESH,22,31,6.4,9.6,7.4,7.9,690,1720,3,18,0,2.3,200,79000,490,79000
1499,UTTAR PRADESH,21,29,5.4,10.8,7.2,7.8,350,4060,3,11,0,0.8,230,24000,940,24000
1069,UTTAR PRADESH,21,28.5,7.4,8.8,7.9,8.3,472,578,2.2,2.8,0.8,1.2,1700,7800,6300,14000
2724,UTTARAKHAND,16,21,1.4,3.6,7.7,8,,,28,36,0,0,,,1600,1600
2728,UTTARAKHAND,11,20,7,7.8,7.2,7.9,210,240,1,1.6,0,0,,,,
1064,UTTAR PRADESH,17,33,6.1,8.9,6.9,8.5,302,614,3.5,6.6,0.2,0.5,2100,4100,3400,8400
2497,UTTAR PRADESH,17,23,,,7.4,7.8,780,1950,52,72,2,5.2,110000,170000,170000,280000
1065,UTTAR PRADESH,17,33,5.9,9.4,7,8.2,203,993,3.1,7,0.2,0.5,2100,4700,3800,9200
2482,UTTAR PRADESH,22,34,5.9,9,7.2,8.2,294,574,2.7,4.5,0,0,1700,17000,2700,31000
2483,UTTAR PRADESH,22,34,1.5,6.4,7.4,8.6,354,709,15,45,0,0,70000,170000,140000,240000
1361,UTTAR PRADESH,18,29,6.7,8.1,7.1,7.4,385,632,2.9,4,0.1,0.1,1500,2500,3100,4900
2484,UTTAR PRADESH,22,32,6.8,8.6,7.2,8.4,312,582,3.2,4.3,0,0,5000,13000,8000,17000
1350,UTTAR PRADESH,17,36,7.8,11.9,7.5,8.7,180,532,2.3,2.8,1,1.7,68,460,200,1700
1351,UTTAR PRADESH,18,36,5.4,10.6,7.6,8.5,16,598.3,3.1,3.7,1.3,5.9,780,4000,1700,5400
1352,UTTAR PRADESH,18,35,0.3,4.1,7.4,7.9,572,1085,10,13,1.6,6.8,79000,140000,130000,210000
1353,UTTAR PRADESH,22,33,7.1,8.8,8,8.6,340,588,4,5,0,0,14000,23000,22000,34000
1072,UTTAR PRADESH,21,31,7.4,9.2,7.2,8.4,290,572,3,4.5,0,0,5000,13000,11000,17000
2491,UTTAR PRADESH,13,31,7.2,7.5,7.8,8.2,412,580,3,5.9,0.5,0.7,1700,5400,3500,9200
1363,UTTAR PRADESH,15,32,7.4,8,8,8.2,336,416,2.2,2.6,0.2,0.3,170,500,340,800
1354,UTTAR PRADESH,18,25,7.4,9.9,7.8,7.9,171,219,2.9,4.1,0.7,0.8,3900,5100,7000,8000
1355,UTTAR PRADESH,15,31,7.5,8,8,8.2,384,454,2.4,2.9,0.2,0.3,200,800,450,1700
2492,UTTAR PRADESH,14,33,7.1,7.9,7.8,8.3,406,588,2.9,4.5,0.3,0.7,1300,4500,2200,7000
1076,BIHAR,17,30,6.8,9.8,7.1,8.5,216,424,2,2.9,0,0,700,1700,1400,5000
1359,UTTAR PRADESH,21,26,7.1,7.9,7.2,8.2,282,382,1.4,1.8,0.2,0.3,780,1400,2100,2800
1360,UTTAR PRADESH,21,26,7.5,8.2,7.3,8.3,298,398,1.3,2,0.2,0.3,1000,1700,2300,3200
1075,BIHAR,22,31,5,8.8,7.1,8.3,180,460,2,2.9,0,0,700,2300,140,5000
1078,BIHAR,17,30,7.2,9.8,7,8.6,214,348,1.8,2.9,0,0,500,1700,1100,5000
2568,BIHAR,16,30,7,9.5,7,8.2,210,326,1.8,2.8,0,0,500,1700,1100,5000
2570,BIHAR,20,34,7.6,9.4,7.3,8.9,218,521,2,2.9,0,0,700,2200,2000,5000
2575,BIHAR,17,36,6.2,8.6,7.2,8.5,226,967,2.2,2.8,0,0,900,3000,2200,8000
1820,BIHAR,16,30,6,8.6,7.4,8.2,221,623,2.4,2.8,0,0,800,2600,3000,5000
2562,BIHAR,17,33,6.6,9,7.3,8.8,253,518,1.8,2.9,0,0,1100,3000,3000,5000
2558,BIHAR,17,30,6.5,8.2,6.5,7.9,222,585,2.6,3,0,0,700,3000,2400,5000
2567,BIHAR,15,30,7.4,10,7.6,8.9,216,484,1.8,2.9,0,0,800,3000,3000,9000
2569,BIHAR,17,30,7,8.6,7.3,8.2,233,1150,1.8,2.9,0,0,1100,2600,3000,5000
2563,BIHAR,18,32,6.7,8,6.8,8.2,245,754,1.8,2.9,0,0,1300,5000,3800,9000
2565,BIHAR,14,31,6.3,9.1,6.6,7.6,157,392,2,2.9,0,0,1100,2600,2800,5000
2566,BIHAR,14,35,6.2,9,7.2,7.6,116,431,2,2.8,0,0,800,2600,2400,4900
1821,BIHAR,15,30,5,9.8,7.1,8.4,275,771,2.4,2.9,0,0,1100,3100,2800,8400
2560,BIHAR,16,30,6,9.5,7,7.8,286,614,2.2,2.8,0,0,1100,3000,2800,5000
2561,BIHAR,15,29,6.9,9.2,7.2,8.4,260,478,1.9,2.9,0,0,400,2300,2400,4800
1823,BIHAR,18,30,6,9.4,7.3,8.9,216,480,2,2.8,0,0,1100,3000,2800,5000
1824,BIHAR,14,29,5.6,8.6,6.6,7.6,99.5,480,1.8,3,0,0,700,2200,2800,7000
2559,BIHAR,16,32,6.4,7.6,6.9,7.9,246,538,2.5,2.8,0,0,900,3000,3000,9000
1822,BIHAR,16,33,6.4,6.4,7,7.7,251,845,2.5,18,0,0,2100,5000,4100,16000
1510,HIMACHAL PRADESH,7,20,8.7,9.4,6.3,8.2,49.1,130.3,0.1,1.2,0,0.5,2.0,3.7,3.7,26
2620,HIMACHAL PRADESH,,,7.4,8.7,7.3,8.9,231,635,0.1,2,0,4.5,2.0,12,6.1,38
2626,HIMACHAL PRADESH,13,29,6.6,9,7.5,8.6,248,583,0.1,1.2,0,0.7,6,13,14,24
2627,HIMACHAL PRADESH,15,27,6.2,8.9,7.5,8.5,401,577,0.2,1.4,0,0.7,6.8,13,15,27
2621,HIMACHAL PRADESH,,,7.8,9.2,7.6,8.7,154,630,0.1,3,0,5.1,2.0,8.3,5.5,40
2622,HIMACHAL PRADESH,13,27,6.8,9.2,7.6,8.4,253,1030,0.1,1.2,0.1,0.7,4,13,10,31
