STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,Latitude,Longitude
1021,PUNJAB,16.0,32.0,3.4,6.5,7.25,8.2,385.0,1180.0,5,37,1,3,13000.0,63000.0,27000.0,110000.0,30.99775,75.371988
1381,PUNJAB,12.0,29.0,1.0,3.2,7.0,7.4,390.0,710.0,8,22,1.2,2.2,350.0,2300.0,940.0,4600.0,31.01532,75.715315
1691,PUNJAB,16.0,30.0,7.0,8.0,7.4,8.2,238.0,396.0,0.2,2,0.4,0.8,370.0,920.0,610.0,2200.0,30.995289,74.552492
1692,PUNJAB,16.0,31.0,6.9,7.8,7.3,8.0,260.0,420.0,0.3,2,0.6,1,400.0,1100.0,680.0,2200.0,30.99008,74.54847
1022,PUNJAB,11.0,30.0,4.0,6.4,6.9,7.3,260.0,413.0,2,4.1,1,2.8,210.0,940.0,580.0,1700.0,31.139816,74.936455
2915,PUNJAB,17.0,30.0,7.4,7.8,7.7,8.4,258.0,415.0,0.5,1,0.6,1.4,170.0,680.0,390.0,910.0,31.370617,76.359056
3869,PUNJAB,14.0,17.0,8.7,9.1,7.3,8.1,96.0,309.0,0.1,0.5,0.3,0.5,0.0,0.0,0.0,0.0,31.399332,77.589413
3871,PUNJAB,11.0,14.0,8.9,9.4,7.4,7.9,99.0,332.0,0.1,0.6,0.2,0.5,2.0,2.0,24.0,24.0,31.599289,78.304295
3872,PUNJAB,9.4,14.0,8.8,9.5,7.6,7.9,152.0,269.0,0.1,0.2,0.1,0.5,4.0,4.0,150.0,150.0,31.575155,78.445304
10020,PUNJAB,16.0,27.0,7.5,8.0,7.5,8.4,242.0,345.0,0.5,0.5,0.2,0.8,180.0,780.0,400.0,1700.0,31.213915,76.501458
10021,PUNJAB,16.0,24.0,7.0,7.9,7.5,8.0,209.0,442.0,2,2,0.2,0.8,200.0,1700.0,780.0,3900.0,31.003962,76.151872
10022,PUNJAB,15.0,32.0,4.8,7.0,7.0,7.6,240.0,610.0,1,3.8,0.1,0.2,70.0,220.0,110.0,460.0,30.996977,75.786695
10023,PUNJAB,16.0,31.0,1.2,2.9,6.9,7.5,488.0,621.0,8,14,3,5.4,700.0,1400.0,1100.0,2100.0,31.271047,75.690923
10024,PUNJAB,15.0,32.0,0.0,0.0,7.0,7.4,1002.0,1126.0,22,48,2.9,7.1,940.0,2100.0,1400.0,4300.0,31.207777,75.610449
10025,PUNJAB,17.0,31.0,0.0,0.0,7.0,7.4,1032.0,1432.0,5,70,4,7.1,1700.0,3300.0,3300.0,7900.0,31.216777,75.597842
10026,PUNJAB,16.0,30.0,0.0,0.0,6.9,7.4,1174.0,1546.0,52,78,4.1,9.7,2200.0,4600.0,4900.0,9400.0,31.34787,75.337827
10027,PUNJAB,14.0,33.0,5.8,7.8,7.1,7.9,353.0,488.0,1,2,0.6,1,400.0,1300.0,920.0,2500.0,30.993962,75.795903
10028,PUNJAB,17.0,35.0,2.0,4.8,7.2,7.6,582.0,1510.0,14,72,1.2,4,17000.0,130000.0,33000.0,270000.0,30.996657,75.788897
1006,HIMACHAL PRADESH,5.0,18.0,8.6,9.2,7.04,8.1,98.0,256.0,0.1,0.1,0.2,0.801,7.0,23.0,58.0,170.0,31.712408,76.933089
2604,HIMACHAL PRADESH,5.0,17.0,7.5,9.7,6.6,8.0,89.0,251.0,0.1,0.2,0.2,0.7,13.0,43.0,120.0,280.0,31.880753,76.614514
1007,HIMACHAL PRADESH,6.0,16.0,7.4,9.5,6.65,8.27,90.0,218.0,0.1,0.3,0.2,0.827,23.0,46.0,170.0,430.0,31.83865,76.505144
1008,HIMACHAL PRADESH,6.0,17.0,8.7,9.8,7.0,8.03,71.0,187.0,0.1,0.2,0.2,1.21,13.0,34.0,120.0,280.0,31.878094,76.203311
1009,HIMACHAL PRADESH,10.0,22.0,8.2,10.4,7.24,8.15,83.0,214.0,0.1,0.2,0.2,0.897,17.0,46.0,110.0,350.0,31.935022,76.053444
2602,HIMACHAL PRADESH,9.0,25.0,6.7,9.6,7.82,8.19,80.0,324.0,0.1,0.2,0.2,0.418,17.0,34.0,140.0,280.0,31.958136,77.115783
2603,HIMACHAL PRADESH,12.0,24.0,7.7,10.6,7.1,8.2,27.0,548.0,0.1,0.1,0.2,1.2,17.0,22.0,110.0,180.0,31.686472,77.045619
3855,HIMACHAL PRADESH,13.0,26.0,7.5,11.4,7.11,8.48,127.0,327.0,0.1,0.2,0.011,1.44,21.0,43.0,170.0,350.0,31.791444,76.345222
1693,HIMACHAL PRADESH,12.5,19.0,6.7,8.7,7.3,8.7,142.0,420.0,0.1,0.5,0.2,0.7,4.0,15.0,130.0,280.0,31.989016,75.832499
1694,HIMACHAL PRADESH,12.5,18.0,6.8,8.7,7.41,8.48,136.0,428.0,0.1,0.6,0.2,0.71,4.0,14.0,170.0,280.0,32.111503,75.663325
1695,HIMACHAL PRADESH,14.2,20.0,6.9,8.7,7.09,8.48,167.0,446.0,0.1,0.5,0.2,0.82,4.0,15.0,170.0,350.0,32.093633,75.609725
1010,HIMACHAL PRADESH,13.0,18.0,6.4,8.6,7.34,8.18,122.0,309.0,0.1,0.5,0.2,1.15,5.0,15.0,210.0,350.0,32.097933,75.611474
1294,HIMACHAL PRADESH,6.0,16.0,7.5,9.5,7.1,8.4,85.0,216.0,0.1,0.2,0.2,0.6,14.0,46.0,130.0,350.0,31.923867,75.541467
1011,HIMACHAL PRADESH,10.0,28.0,7.0,10.8,7.2,8.4,110.0,273.0,0.1,0.2,0.2,1.8,17.0,33.0,140.0,280.0,31.51012,75.304936
1696,HIMACHAL PRADESH,14.0,17.5,7.0,8.7,7.4,8.5,164.0,475.0,0.1,0.4,0.2,0.9,6.0,13.0,170.0,280.0,31.385361,75.176625
1012,PUNJAB,12.0,28.0,7.2,8.1,7.0,7.4,164.0,260.0,0,0,0.4,0.8,46.0,70.0,70.0,110.0,31.374996,75.162691
1697,PUNJAB,12.0,29.0,7.0,7.8,7.0,7.2,190.0,287.0,1,1.1,1,1.4,70.0,84.0,110.0,210.0,31.508844,75.307539
1695,PUNJAB,13.0,29.0,6.9,7.7,7.0,7.3,210.0,290.0,1,1.3,0.6,1.6,70.0,110.0,110.0,220.0,32.093633,75.609725
1010,PUNJAB,12.0,29.0,7.0,7.7,7.0,7.6,216.0,288.0,1,1.4,0.6,1.4,70.0,110.0,110.0,220.0,32.097933,75.611474
1294,PUNJAB,10.0,28.0,5.2,7.0,7.0,7.5,247.0,348.0,1,2.6,1,1.8,130.0,260.0,280.0,630.0,31.923867,75.541467
1011,PUNJAB,11.0,28.0,7.1,8.0,7.2,7.5,224.0,298.0,1,1.6,0.8,1.9,70.0,140.0,170.0,280.0,31.51012,75.304936
1696,PUNJAB,10.0,29.0,7.0,7.8,7.0,7.6,220.0,304.0,1,1.6,1,1.4,84.0,110.0,170.0,220.0,31.385361,75.176625
1012,PUNJAB,12.0,28.0,6.9,7.8,7.0,7.5,232.0,314.0,1.1,1.6,0.6,1.6,110.0,170.0,210.0,280.0,31.374996,75.162691
1697,PUNJAB,11.0,30.0,7.2,7.8,7.0,7.3,222.0,318.0,1.1,1.6,0.8,1.9,48.0,110.0,170.0,220.0,31.508844,75.307539
1088,HIMACHAL PRADESH,10.0,17.0,6.8,8.7,6.89,8.15,191.0,418.0,0.1,0.4,0.2,1.49,4.0,10.0,170.0,280.0,32.492399,76.176291
1089,HIMACHAL PRADESH,7.2,9.9,8.4,9.7,7.07,8.35,103.0,270.0,0.1,0.5,0.2,0.9,4.0,14.0,110.0,280.0,32.555144,76.121039
2614,HIMACHAL PRADESH,7.5,16.0,8.5,9.5,7.5,8.4,137.0,325.0,0.1,0.5,0.2,0.7,4.0,15.0,140.0,350.0,32.6083,76.013308
2615,HIMACHAL PRADESH,7.1,10.2,8.5,9.9,7.2,8.4,131.0,268.0,0.1,0.6,0.2,0.9,5.0,14.0,140.0,350.0,32.596661,75.992383
2613,HIMACHAL PRADESH,7.3,10.0,8.3,9.6,7.0,8.4,164.0,337.0,0.1,0.5,0.2,0.6,4.0,17.0,130.0,350.0,32.57045,76.119792
3873,HIMACHAL PRADESH,7.3,9.9,8.6,9.8,7.2,8.3,138.0,261.0,0.1,0.3,0.1,0.7,4.0,13.0,170.0,280.0,32.769722,76.328888
3874,HIMACHAL PRADESH,7.2,10.0,8.5,9.7,7.3,8.4,169.0,282.0,0.1,0.7,0.2,0.7,4.0,15.0,140.0,350.0,32.57,76.161388
3856,HIMACHAL PRADESH,9.0,20.0,6.1,7.8,7.6,8.4,163.0,821.0,0.1,0.3,0.2,0.8,4.0,14.0,170.0,430.0,31.684629,76.075096
3857,HIMACHAL PRADESH,9.0,20.0,6.0,7.6,7.6,8.4,249.0,1017.0,0.2,1.1,0.2,0.9,6.0,22.0,150.0,540.0,31.662493,76.077951
3858,HIMACHAL PRADESH,9.0,23.0,6.1,7.6,7.8,8.5,352.0,780.0,0.2,2.1,0.2,1.1,6.0,17.0,220.0,350.0,31.356798,76.310396
3859,HIMACHAL PRADESH,8.0,20.0,5.8,7.5,7.6,8.5,302.0,739.0,0.1,0.4,0.2,1.2,4.0,17.0,140.0,430.0,31.482709,76.221968
1097,PUNJAB,12.0,29.0,7.1,8.8,7.2,7.6,136.0,180.0,0.8,1.5,0.4,0.9,43.0,94.0,70.0,170.0,32.372983,75.61039
1290,HIMACHAL PRADESH,5.0,15.0,8.7,5.8,6.6,8.6,56.0,558.0,0.1,0.1,0.2,1,14.0,38.0,110.0,220.0,31.896167,77.147692
2605,HIMACHAL PRADESH,4.0,15.0,8.9,8.0,6.7,8.3,56.0,121.0,0.1,0.1,0.2,0.9,11.0,22.0,63.0,130.0,32.027531,77.348536
2606,HIMACHAL PRADESH,4.0,15.0,8.9,9.2,6.5,8.3,68.0,119.0,0.1,0.2,0.2,1,13.0,26.0,94.0,220.0,32.019789,77.331117
1090,HIMACHAL PRADESH,6.0,17.0,8.6,9.7,7.01,8.21,60.0,418.0,0.1,0.2,0.2,1.21,14.0,34.0,120.0,220.0,31.701264,77.169233
1551,HIMACHAL PRADESH,10.0,26.0,4.4,7.5,7.2,8.2,338.0,1376.0,1.2,8,0.2,14.5,5.0,26.0,20.0,150.0,30.919003,76.806214
1552,HIMACHAL PRADESH,15.8,25.5,3.6,7.0,6.2,8.3,593.0,1981.0,4,16,0.2,14.8,14.0,38.0,21.0,210.0,30.915403,76.791131
1868,HIMACHAL PRADESH,15.6,24.3,2.9,7.4,7.3,8.6,961.0,1954.0,6,12,0.2,14.6,11.0,33.0,26.0,280.0,30.998567,76.738231
1869,HIMACHAL PRADESH,9.0,23.0,5.0,8.2,7.4,8.5,349.0,819.0,0.2,1.5,0.2,1.4,6.0,31.0,280.0,540.0,31.365081,76.306519
2616,HIMACHAL PRADESH,7.1,15.0,8.6,9.6,7.4,8.3,143.0,331.0,0.1,0.6,0.2,0.8,4.0,17.0,120.0,280.0,32.721486,76.089586
2607,HIMACHAL PRADESH,10.0,28.0,6.8,9.2,7.1,8.2,148.0,486.0,0.1,0.4,0.1,1.1,22.0,94.0,220.0,540.0,31.756389,76.936111
2608,HIMACHAL PRADESH,11.0,20.0,7.2,10.2,6.9,7.9,98.0,274.0,0.1,0.6,0.2,0.9,6.0,15.0,170.0,350.0,32.052972,76.649286
2609,HIMACHAL PRADESH,13.0,20.0,6.7,9.1,7.2,8.5,125.0,232.0,0.1,0.6,0.2,1.1,4.0,12.0,150.0,280.0,31.908625,76.466739
2610,HIMACHAL PRADESH,9.0,12.0,9.7,8.1,6.8,7.9,70.0,296.0,0.1,0.2,0.2,0.3,2.0,2.0,17.0,17.0,31.806619,78.641953
2612,HIMACHAL PRADESH,10.0,14.0,9.3,10.2,6.7,7.9,87.0,294.0,0.1,0.5,0.2,0.4,,,,,31.389297,78.353714
1307,JAMMU & KASHMIR,6.4,24.0,1.1,8.5,7.0,7.9,163.0,428.0,2.3,14.5,,,,,,,34.078121,74.813495
1306,JAMMU & KASHMIR,6.5,23.1,5.6,9.4,7.2,8.1,132.0,313.0,1.5,6,,,,,,,34.074254,74.807199
1304,JAMMU & KASHMIR,5.2,22.5,6.1,9.2,7.3,8.2,165.0,352.0,1.3,3.5,,,,,,,33.739602,75.134049
3274,JAMMU & KASHMIR,3.9,22.8,6.0,8.9,7.2,8.3,124.0,281.0,1.2,3.3,,,,,,,33.922416,75.011699
3275,JAMMU & KASHMIR,3.5,22.5,5.0,9.1,7.1,8.5,110.0,284.0,1.4,3.2,,,,,,,34.005819,74.912056
1410,JAMMU & KASHMIR,7.1,23.0,4.8,8.3,7.0,8.7,124.0,305.0,1.5,4.5,,,,,,,34.07107,74.827465
1411,JAMMU & KASHMIR,5.3,22.1,4.3,8.9,7.1,7.8,124.0,298.0,1.5,5.5,,,,,,,34.09033,74.784796
2755,JAMMU & KASHMIR,13.0,28.0,5.1,7.6,7.9,8.3,290.0,590.0,2,14,,,,,,,32.983326,74.90052
2756,JAMMU & KASHMIR,13.0,28.0,4.8,8.4,7.6,8.3,305.0,766.0,2.1,5,0.2,7.8,,,,,33.072819,74.834372
2752,JAMMU & KASHMIR,15.0,26.0,6.6,8.9,8.0,8.6,268.0,420.0,2,2.9,0.2,0.1,,,,,32.635833,75.170278
2753,JAMMU & KASHMIR,15.0,26.0,6.4,8.3,7.8,8.1,238.0,530.0,1.9,4,0.2,0.4,,,,,32.653333,75.096389
2748,JAMMU & KASHMIR,11.0,16.0,7.2,8.2,7.4,8.0,116.0,180.0,0.8,2.8,0.2,0.7,,,,,33.151325,74.882478
2749,JAMMU & KASHMIR,11.0,16.0,8.0,9.5,7.4,8.1,116.0,184.0,0.8,2.7,0.2,0.6,,,,,32.956944,74.961389
2750,JAMMU & KASHMIR,11.0,16.0,8.1,9.8,7.4,8.0,118.0,182.0,0.8,1,0.2,0.6,,,,,33.013333,74.774167
2751,JAMMU & KASHMIR,11.0,17.0,8.0,9.5,7.3,8.0,122.0,180.0,1.2,3.1,0.2,0.6,,,,,32.895309,74.740171
2754,JAMMU & KASHMIR,13.0,26.0,4.5,8.0,7.6,8.4,350.0,510.0,8,10,0.1,4,,,,,32.920611,75.125547
2757,JAMMU & KASHMIR,11.0,26.0,7.2,8.0,7.8,8.1,304.0,476.0,1,3.3,0.1,5.7,,,,,32.571694,75.111288
2742,JAMMU & KASHMIR,17.0,26.0,7.0,6.9,7.7,8.2,188.0,216.0,1.1,1.2,0.1,0.1,,,,,32.804021,74.923034
2743,JAMMU & KASHMIR,17.0,26.0,7.3,8.6,8.0,8.2,176.0,248.0,0.9,1.3,0.2,0.3,,,,,32.724181,74.875506
2744,JAMMU & KASHMIR,14.0,26.0,6.2,8.2,8.0,8.5,260.0,290.0,2.1,8.3,0.2,7.3,,,,,32.72058,74.857312
2745,JAMMU & KASHMIR,26.0,26.0,6.7,7.6,8.2,8.2,268.0,268.0,5.3,5.3,0.6,0.6,,,,,32.720904,74.835609
2746,JAMMU & KASHMIR,14.0,26.0,7.3,6.7,7.6,8.5,154.0,280.0,1.3,6.7,0.2,0.2,,,,,32.698334,74.830353
2747,JAMMU & KASHMIR,14.0,26.0,7.0,8.3,7.4,8.4,160.0,260.0,1.4,4.9,0.2,0.1,,,,,32.786667,74.978889
2758,JAMMU & KASHMIR,12.0,26.0,8.0,9.1,7.9,8.5,158.0,320.0,0.7,1,,,,,,,32.667971,75.486415
3272,JAMMU & KASHMIR,8.0,15.0,6.4,7.5,7.3,7.8,100.0,299.0,0.4,1,,,,,,,33.542289,75.253556
3273,JAMMU & KASHMIR,5.2,23.2,5.7,8.8,7.3,8.1,114.0,260.0,1.2,3,,,,,,,34.202011,75.475319
3276,JAMMU & KASHMIR,5.6,22.0,6.0,9.7,7.2,8.2,130.0,256.0,1.4,3,,,,,,,34.207703,74.353433
3277,JAMMU & KASHMIR,5.6,23.0,6.2,8.9,7.5,8.2,145.0,270.0,1.8,3.3,,,,,,,34.208794,74.334486
3278,JAMMU & KASHMIR,2.9,15.0,7.0,8.2,7.4,8.6,80.0,191.0,0.4,1.2,,,,,,,34.035358,75.324533
3279,JAMMU & KASHMIR,3.8,15.2,6.8,11.2,7.3,8.5,84.0,192.0,0.4,1.2,,,,,,,34.021817,75.317388
3280,JAMMU & KASHMIR,3.4,16.5,6.9,10.7,7.4,8.3,90.0,243.0,0.9,2.1,,,,,,,34.246647,74.767647
3281,JAMMU & KASHMIR,2.5,18.5,7.3,10.0,7.4,8.1,60.0,156.0,0.4,1.1,,,,,,,34.013002,75.31251
3282,JAMMU & KASHMIR,6.9,18.2,7.5,11.2,7.0,8.3,81.0,205.0,0.5,1.1,,,,,,,33.717786,75.091692
3283,JAMMU & KASHMIR,3.5,10.5,7.3,11.3,7.5,8.1,112.0,362.0,0.4,1.1,,,,,,,34.3045,75.292767
3284,JAMMU & KASHMIR,3.4,11.2,7.6,10.5,7.6,8.3,117.0,357.0,0.4,1,,,,,,,34.307819,75.283686
3285,JAMMU & KASHMIR,2.7,14.8,7.6,10.4,7.3,8.4,98.0,291.0,0.5,1,,,,,,,34.229837,74.762405
3286,JAMMU & KASHMIR,5.9,17.7,5.9,10.4,7.3,8.1,102.0,313.0,1.2,3.7,,,,,,,34.21323,74.768681
3287,JAMMU & KASHMIR,2.7,14.3,6.5,9.8,7.2,8.0,131.0,305.0,0.4,1.5,,,,,,,34.195508,74.769814
1491,UTTARAKHAND,,,10.1,10.1,7.1,7.1,138.0,138.0,1,1,,,2.0,2.0,11.0,11.0,30.946033,78.688498
1485,UTTARAKHAND,15.0,18.0,9.0,9.6,7.0,7.7,81.0,81.0,1,1,,,170.0,170.0,16000.0,16000.0,30.290028,78.979932
1484,UTTARAKHAND,12.0,18.0,8.6,9.4,7.1,7.7,114.0,114.0,1,1,,,240.0,240.0,9200.0,9200.0,30.287506,78.985451
1486,UTTARAKHAND,14.0,18.0,8.8,9.4,7.6,7.8,,,1,1,,,,,,,30.285854,78.978295
1488,UTTARAKHAND,10.0,19.0,9.2,9.8,7.1,7.8,98.0,98.0,1,1,,,,,920000.0,920000.0,30.147103,78.598107
1487,UTTARAKHAND,12.0,19.0,8.8,9.4,7.5,7.8,130.0,130.0,1,1,,,,,,,30.144753,78.601484
1489,UTTARAKHAND,14.0,18.0,9.2,9.4,7.6,7.9,,,1,1,,,,,,,30.140504,78.597358
1060,UTTARAKHAND,12.0,24.0,9.6,10.6,7.0,7.8,,,1,1,,,,,22.0,80.0,30.115135,78.307032
2725,UTTARAKHAND,13.0,25.0,7.1,9.4,7.0,7.7,,,1,1.2,,,,,90.0,280.0,30.019619,78.22939
10147,UTTARAKHAND,15.0,24.0,8.6,10.2,7.4,7.7,,,1,1,,,,,30.0,120.0,30.0305,78.245833
3997,UTTARAKHAND,15.0,24.0,8.2,9.4,7.4,7.9,,,1,1,,,,,50.0,210.0,29.945445,78.165028
10148,UTTARAKHAND,15.0,24.0,8.6,9.8,7.0,7.6,,,1,1,,,,,70.0,170.0,29.943552,78.166796
1061,UTTARAKHAND,8.0,24.0,6.4,9.6,6.9,7.9,,,1,6.6,,,,,140.0,1600.0,29.945254,78.164675
1062,UTTAR PRADESH,21.0,23.0,7.3,8.7,7.4,7.7,120.0,258.0,1.2,3,0.3,0.6,180.0,350.0,410.0,610.0,28.76062,78.143766
10149,UTTAR PRADESH,21.0,23.0,7.4,8.9,7.1,7.8,197.0,258.0,1.8,2.6,0.3,5.2,110.0,350.0,370.0,610.0,28.802444,78.128722
2488,UTTAR PRADESH,14.0,25.0,6.4,9.2,7.0,7.5,152.0,254.0,1.4,4.3,0.3,0.6,210.0,280.0,440.0,630.0,28.364396,78.270269
2489,UTTAR PRADESH,15.0,25.0,7.1,9.0,7.2,7.6,138.0,244.0,1.6,4.1,0.3,0.4,120.0,230.0,350.0,450.0,28.274208,78.324338
1145,UTTAR PRADESH,17.0,26.0,6.9,8.7,7.0,7.6,137.0,248.0,1.2,4.2,0.3,0.5,200.0,370.0,470.0,630.0,28.1897,78.395878
2490,UTTAR PRADESH,17.0,28.0,6.8,8.6,7.2,7.6,136.0,242.0,1.6,3.6,0.3,0.4,130.0,250.0,410.0,510.0,27.927803,78.866289
1063,UTTAR PRADESH,16.0,34.0,6.3,10.2,7.0,8.5,222.0,404.0,2.8,4.2,0.3,0.3,2000.0,3800.0,3400.0,7900.0,27.138451,79.930775
1066,UTTAR PRADESH,16.0,34.0,6.2,10.4,7.5,8.6,204.0,439.0,3,5,0.3,0.3,3100.0,4100.0,5800.0,8400.0,27.010953,79.986442
1146,UTTAR PRADESH,16.0,32.0,6.1,11.3,7.3,8.8,213.0,397.0,2.6,3.6,0.3,0.3,2000.0,4300.0,3800.0,6300.0,26.610906,80.275419
1067,UTTAR PRADESH,16.0,33.0,5.9,11.2,7.4,8.5,215.0,416.0,2.9,3.9,0.3,0.3,2100.0,4700.0,4600.0,8400.0,26.505542,80.314344
10154,UTTAR PRADESH,20.0,32.0,5.8,10.8,7.4,8.3,215.0,372.0,2.8,3.8,0.3,0.3,2400.0,4700.0,4100.0,7000.0,25.51411,83.850678
10155,UTTAR PRADESH,20.0,32.0,5.7,9.6,7.4,8.3,218.0,392.0,3.1,3.8,0.3,0.3,2600.0,6300.0,4900.0,9200.0,26.474194,80.376139
10156,UTTAR PRADESH,20.0,32.0,5.7,9.3,7.4,8.2,216.0,398.0,3.2,4.4,0.3,0.3,3400.0,8400.0,6300.0,9400.0,25.580128,83.589787
1068,UTTAR PRADESH,16.0,33.0,5.0,9.2,7.2,8.6,229.0,614.0,4.8,6.4,0.3,0.4,24000.0,58000.0,70000.0,130000.0,26.436185,80.40961
10157,UTTAR PRADESH,20.0,32.0,5.6,9.4,7.3,7.9,218.0,406.0,4,5.6,0.3,0.4,4700.0,13000.0,9200.0,21000.0,26.434322,80.408587
1147,UTTAR PRADESH,18.0,28.0,6.8,8.5,7.8,8.0,241.0,582.0,3.8,4.6,0.3,0.9,4900.0,6300.0,7200.0,8600.0,26.074386,81.024075
2498,UTTAR PRADESH,18.0,28.0,6.9,8.6,7.8,8.0,238.0,596.0,3.6,4.6,0.8,0.9,4700.0,6200.0,7000.0,8500.0,25.774293,81.382673
1046,UTTAR PRADESH,18.0,28.5,7.7,8.8,7.5,8.3,196.0,364.0,3.6,5.6,1.2,1.7,11000.0,26000.0,21000.0,43000.0,25.502474,81.855439
2487,UTTAR PRADESH,19.0,29.0,7.1,8.5,7.8,8.3,184.0,362.0,4.1,6,0.9,1.8,13000.0,26000.0,23000.0,48000.0,25.443124,81.887148
1049,UTTAR PRADESH,18.0,29.0,7.3,8.5,7.5,8.3,275.0,442.0,3.7,5.8,0.3,1.9,13000.0,33000.0,24000.0,46000.0,25.419206,81.900522
2485,UTTAR PRADESH,19.0,23.4,7.7,8.6,6.3,7.6,276.0,384.0,2.3,2.7,0.3,0.4,1100.0,1400.0,2000.0,3900.0,25.244031,82.418272
2486,UTTAR PRADESH,19.0,23.5,7.6,8.4,6.5,7.9,301.0,398.0,2.6,2.9,0.3,0.6,1300.0,2700.0,2500.0,4700.0,25.177058,82.602225
1070,UTTAR PRADESH,3.0,30.5,7.5,8.8,7.8,8.6,340.0,535.0,2.8,3.3,0.3,0.3,1300.0,2200.0,2400.0,22000.0,25.289358,83.006389
1071,UTTAR PRADESH,21.0,30.5,6.4,7.7,8.1,8.8,372.0,594.0,5.3,6.1,0.3,0.4,23000.0,49000.0,43000.0,70000.0,25.321486,83.035285
1073,UTTAR PRADESH,22.0,31.0,6.4,7.8,8.1,8.8,364.0,586.0,4.2,5.6,0.3,0.4,17000.0,33000.0,34000.0,49000.0,25.578175,83.609594
1074,BIHAR,15.0,34.0,7.0,9.2,7.5,8.6,217.0,562.0,1.3,2.4,,,1300.0,9200000.0,3000.0,16000000.0,25.573508,83.966669
10113,BIHAR,23.0,24.0,7.8,9.0,7.9,8.1,311.0,427.0,2,2.1,,,14000.0,79000.0,24000.0,140000.0,25.484321,85.668239
2551,BIHAR,18.0,35.0,7.0,9.1,7.4,8.3,227.0,585.0,0.8,2.8,,,1700.0,16000000.0,3200.0,16000000.0,25.576142,83.970428
3113,BIHAR,18.0,36.0,7.2,9.0,7.4,8.3,170.0,593.0,0.5,2.6,,,1300.0,9200000.0,3300.0,16000000.0,25.588972,83.985861
