STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FecalStreptococci_Min,FecalStreptococci_Max,Latitude,Longitude
1173,TELANGANA,20,30,0,2.8,6.9,7.8,1027,1611,8.0,33.0,4.8,77.0,1.8,540,280,1600,-,-,17.370097,78.469786
2339,TELANGANA,19,31,0.1,0.1,7,7.8,1137,1599,22.0,43,8,63,26,540,280,1600,-,-,17.382722,78.557775
3082,TELANGANA,17,23,5.9,6.7,6.6,7.9,1262,2899,3.0,4.4,11.4,24.3,1.8,4,40,70,-,-,17.247636,79.492042
1178,ANDHRA PRADESH,23,28,6.9,8,7.6,7.9,740,1138,1.0,1.8,0.6,1.6,2,4,150,1100,-,-,16.951698,80.048401
1177,ANDHRA PRADESH,25,27,6.9,7.5,7,8,639,854,0.8,1.8,0.2,1.7,2,4,240,920,-,-,16.670823,80.297751
1895,KARNATAKA,29,33,6.8,7.5,8,8.4,453,568,3.0,3.0,0,1.7,240,350,920,1600,-,-,17.107483,76.955311
2777,KARNATAKA,29,32,6,7.2,7.9,8.5,360,527,2.0,2.8,0.1,0.9,220,350,900,1600,-,-,17.139369,76.966739
2349,TELANGANA,18,30,1.6,6.7,7.1,7.5,910,1823,5.0,11.0,5.4,20.3,1.8,1.8,50,50,-,-,18.351114,78.73601
2350,ANDHRA PRADESH,18,25,5.5,6.6,7.2,7.8,587,1389,1.2,2.8,0.3,2.8,1.8,100,500,800,-,-,15.819061,78.056866
4259,TELANGANA,17,24,6.4,7.7,7.1,7.9,256,532,2,3,0.2,24.4,1.8,1.8,11,26,-,-,16.575864,79.312177
2195,MAHARASHTRA,24,29,2.1,6.6,7.5,8.7,174,1068,2.5,10,0.2,2.3,50,900,550,1800,10,12,18.103405,74.234805
2681,MAHARASHTRA,22,30.5,3.1,6.8,7.2,9,169,4426,2.5,12.5,0.3,9.8,35,195,350,900,4,4,18.055999,74.483941
2682,MAHARASHTRA,23,28.5,2.7,6.6,7.4,8.6,185,648,2.8,7.5,0.3,2.9,50,550,425,1800,4,11,18.097756,74.213675
2683,MAHARASHTRA,22,31,3.2,6.5,6.5,8.4,76,334,2.8,7.5,0.3,2.7,17,225,275,1800,2,2,18.147434,73.977285
1463,MAHARASHTRA,23,28.5,3.6,6.8,7.3,8.5,93,666,2.4,15,0.3,7.4,40,550,550,1800,7,30,18.172703,73.953644
2186,MAHARASHTRA,20,24,4.9,6.8,7.2,8.4,137,478,2,6.2,0.3,4.3,8,275,40,1600,2,2,17.732719,73.991512
2716,MAHARASHTRA,18,29,3.8,6.6,7.3,8.3,48,191,2,4.2,0.3,1.2,7,195,170,1600,2,2,17.933739,73.665091
2717,MAHARASHTRA,18.5,25,3.9,6.8,7.2,8.5,34,510,2.4,7.2,0.3,5.3,9,200,195,1800,1.8,1.8,17.692894,74.050883
2189,MAHARASHTRA,22.5,30.5,3.5,6.8,7.3,8.3,69,460,2.4,7.5,,,65,550,900,1800,2,2,17.278589,74.183705
2194,MAHARASHTRA,23,29,0.8,6.6,7,8.3,102,781,2.6,28,0.1,5.4,225,1800,1800,1800,14,40,18.5746,73.836055
2193,MAHARASHTRA,23,29.5,0.9,6.5,7,8.4,113,892,2.8,15,0.1,5.2,225,1800,1800,1800,25,40,18.567737,73.811752
2192,MAHARASHTRA,23,29,0.9,6.8,6.8,8.3,106,685,2.4,22,0.3,5.6,200,1800,1600,1800,25,25,18.535371,73.933306
2677,MAHARASHTRA,22,35,1.2,6.6,7.1,8.3,142,718,2.6,16.5,0.2,10.4,60,900,550,1800,6,10,18.521663,74.050564
2191,MAHARASHTRA,23,29,0.9,6.6,6.9,8,106,560,2.8,50,0.1,8.9,110,1800,1600,1800,30,35,18.532374,73.843415
2678,MAHARASHTRA,23,29,0.9,5.8,7,8,71,580,5.5,24,0.1,9,70,1800,550,1800,35,35,18.521303,73.850578
2679,MAHARASHTRA,23,29,1,6.3,6.9,8.2,110,582,4.4,36,0.1,7.2,275,1800,1800,1800,12,30,18.515539,73.844447
2680,MAHARASHTRA,21,34,4.9,6.9,7.6,8.2,60,497,1.8,5,0.1,4.2,2,350,17,1800,6,6,18.430149,73.754941
2196,MAHARASHTRA,24,27,1.2,6.5,6.8,8.3,155,743,2.8,20,0.2,7,25,1800,275,1800,14,35,18.670292,73.681639
2690,MAHARASHTRA,24,29.5,0.8,6.2,7,8.5,149,2672,3.2,21,0.2,6.5,14,1800,350,1800,12,60,18.60677,73.821067
2691,MAHARASHTRA,24,28,1.2,6.6,6.7,8.3,145,733,3.2,26,0.2,5.6,9,1800,170,1800,4,45,18.582775,73.826155
2692,MAHARASHTRA,24,27,5.9,6.8,7.1,8.2,103,585,2,5,-,-,8,900,350,1800,4,13,18.660929,73.731891
2693,MAHARASHTRA,24,27,0.8,6.5,7,8.6,109,718,2.8,12.5,0.3,4.2,250,1600,1800,1800,13,17,18.641184,73.792731
2694,MAHARASHTRA,24,26,0.9,6.4,7,8.1,130,740,4.2,18.5,0.3,6.7,250,1800,1800,1800,7,14,18.607788,73.797949
2197,MAHARASHTRA,22,36,1.6,6.6,6.4,8.6,96,656,2,10,-,-,7,1800,170,1800,7,12,18.682216,73.900116
2668,MAHARASHTRA,22,36,1.5,6.6,6.4,8.3,159,801,2.6,10,0.3,3.3,80,350,900,1800,7,8,18.677697,73.851206
2669,MAHARASHTRA,22,37,2.4,6.8,6.4,8.3,149,749,2.4,9.0,0.3,6,60,550,550,1800,5,9,18.677486,73.851233
1911,MAHARASHTRA,24,41,3,6.6,7.8,8.5,236,1225,2.6,7.5,0.3,3.8,70,900,900,1800,10,15,17.724868,75.323936
1912,MAHARASHTRA,24,42,1.5,6.8,7.6,8.5,231,1216,2.4,10.5,0.3,3.8,35,1800,550,1800,4,12,17.677706,75.339011
2665,MAHARASHTRA,24,34,3.1,6.8,7.4,8.3,236,1134,2.4,8.5,0.3,6.0,50,550,550,1800,5,5,18.831722,74.387839
2705,MAHARASHTRA,28,30,5.6,6.5,7.5,8.3,274,1262,2.8,8.0,0.3,4.0,25,35,350,425,4,4,17.781359,75.723133
2711,MAHARASHTRA,20,30,2.6,6.8,7,8.4,43,753,2.0,30,0.3,6.0,8,350,250,1800,1.8,2,17.570306,74.050736
2715,MAHARASHTRA,24,29,2.9,6.6,7.6,8.4,199,776,2.8,7,0.3,8.8,35,1800,425,1800,5,45,18.692778,74.13348
1255,ANDHRA PRADESH,18,24,5.4,6.1,7.1,7.5,406,1965,0.8,2.7,0.3,11.9,100,100,600,600,-,-,14.150574,77.822711
1256,ANDHRA PRADESH,21,28,5.8,6.8,6.1,7.7,402,1208,1.0,2.2,0.3,3.7,1.8,100,300,700,-,-,14.572795,78.79715
1257,ANDHRA PRADESH,17,27,6.9,7.5,7.5,8.1,656,1140,1.0,2.0,0.5,2.8,1.8,3,150,1300,-,-,14.481442,79.290142
30,ANDHRA PRADESH,23,30,5.7,6.9,6.3,7.6,375,1211,0.8,2.1,0.3,4.86,1.8,200,500,900,-,-,14.464393,78.964627
2351,ANDHRA PRADESH,16,25,4.2,6.8,6.1,7.8,311,1673,1.0,2.8,0.7,2.3,100,200,400,1200,-,-,15.49,78.4748
1198,KARNATAKA,18,28,6.4,7.4,6.5,8,47,129,1.0,1.5,0.1,0.4,34,93,210,410,-,-,12.314149,75.698522
1195,KARNATAKA,20,29,7,7.5,6.7,8,54,209,1.0,1.4,0.2,0.6,40,130,210,470,-,-,12.448489,75.96987
33,KARNATAKA,22,28,6,7.4,7.7,8.4,125,327,1.2,2.6,0.5,0.81,120,390,940,1500,-,-,12.425291,76.57265
1171,KARNATAKA,21,27,5.8,7.3,7.5,8.3,122,381,1.1,2.4,0.5,1.4,210,630,1300,2100,-,-,12.423705,76.693672
1386,KARNATAKA,20,26,6,7.3,7.9,8.3,156,335,1.2,2.4,0.5,0.9,130,400,840,2000,-,-,12.418187,76.679259
34,KARNATAKA,23,30,6,7.3,7.5,8.4,205,428,1.2,2.5,0.4,2.1,170,490,940,1400,-,-,12.25531,77.163515
2773,KARNATAKA,24,29,5.3,7.2,7.9,8.3,183,432,1.2,3.0,0.6,1.5,210,330,940,1400,-,-,12.321469,76.841472
2774,KARNATAKA,23,27,5.5,7.5,7.7,8.2,136,364,1.1,3.0,0.6,1.5,210,580,1100,1700,-,-,12.425022,76.653544
3566,KARNATAKA,23,28,6.1,7.3,7.6,8.3,119,339,1.2,2.5,0.5,1.1,130,340,940,1300,-,-,12.426193,76.572738
3568,KARNATAKA,22,27,5.6,7.8,7.8,8.3,122,365,1.2,2.8,0.4,1.2,170,450,840,1700,-,-,12.418848,76.682621
3569,KARNATAKA,21,27,6,7.3,7.5,8.3,122,379,1.1,2.8,0.5,1.5,140,450,940,2200,-,-,12.427942,76.67245
3570,KARNATAKA,24,32,6.3,7.2,7.3,8.4,104,458,1.2,2.8,0.5,1.8,220,680,1200,2000,-,-,12.349387,76.29189
3571,KARNATAKA,24,32,6,7.4,6.9,8.4,115,453,1.3,2.8,0.5,1.8,210,910,1100,2500,-,-,12.344232,76.282887
3573,KARNATAKA,20,30,6.7,7.3,7.1,7.8,61,300,1.1,1.8,0.4,0.9,40,140,260,630,-,-,12.452203,75.957395
3576,KARNATAKA,23,28,6.7,7.4,7.1,8.3,140,327,1.1,2.0,0.5,0.9,92,210,790,1200,-,-,12.36569,76.620597
3578,KARNATAKA,20,28,5.3,7.8,7.6,8.3,133,427,1.3,3.0,0.3,1.5,210,910,940,2600,-,-,12.585609,77.04289
3579,KARNATAKA,22,30,5.8,7.1,7.1,8.3,222,441,1.1,2.8,0.6,1.7,260,460,1100,2100,-,-,12.259171,77.161325
3581,KARNATAKA,19,28,5.8,7.7,7.2,8.3,107,428,1.1,2.6,0.5,1.7,93,430,740,1500,-,-,12.414678,77.194984
4109,KARNATAKA,24,28,4.8,8.5,7.3,8.5,197,1382,3.0,5.0,0.1,2.5,32,6300,240,54000,-,-,12.407656,76.72181
30052,KARNATAKA,,,7.2,7.2,7.9,7.9,542,542,,,,,12,12,130,130,-,-,12.24452,77.471777
50,TAMIL NADU,24,30,4.2,8.4,6.6,8.3,188,523,0.5,5.7,0.07,1.75,17,94,70,350,-,-,11.796255,77.806971
51,TAMIL NADU,25,29,5.2,8.2,6.9,8.3,228,711,0.2,6.0,0.09,0.42,26,940,63,2200,-,-,11.368215,77.741107
1320,TAMIL NADU,28,40,0.6,8.3,7,8.3,184,1060,0.4,15,0,1.2,27,370,84,930,-,-,11.335795,77.753762
1323,TAMIL NADU,25,34,5,8.8,7.1,8.7,217,934,0.1,3.4,0.1,0.7,31,250,94,580,-,-,11.18,78.01
3015,TAMIL NADU,24,30,5.8,7.9,6.9,8.4,237,1124,0.2,2.7,0.1,0.9,63,220,170,490,-,-,10.974467,78.180075
1324,TAMIL NADU,24,33,5.1,8.7,7.2,8.7,274,1115,0.2,3.4,0.1,0.6,45,260,140,630,-,-,11.064392,78.120358
1451,TAMIL NADU,25,30,5.7,8.3,6.9,8.4,248,1127,0.1,2.4,0.1,0.9,61,270,210,790,-,-,11.050024,78.120645
31,TAMIL NADU,26,31,6.3,8.5,6.9,8.5,376,1259,0.6,3.9,0.377,1.703,78,330,220,840,-,-,10.955345,78.443949
3016,TAMIL NADU,27,32,6.2,8.6,7.3,8.5,463,577,0.2,2.8,0.4,2.3,120,330,280,1100,-,-,10.906389,78.489697
1202,TAMIL NADU,24,32,6.1,7.5,7.4,8.3,353,536,0.3,3,0.5,1.2,46,320,110,940,-,-,10.833263,78.718224
1325,TAMIL NADU,24,30,2.8,7.7,6.3,7.7,170,899,1.7,6.2,0.1,1.6,7,700,12,2100,-,-,10.766809,78.665272
1203,TAMIL NADU,22,30,2.5,6.1,7,8.1,383,815,1.7,17,0.4,1.2,91,350,250,1600,-,-,10.830327,78.81177
1206,TAMIL NADU,20,25,5.6,7.6,7.4,8.4,277,509,1.6,5.2,0.2,4.1,78,250,320,580,-,-,11.34,79.24
3018,TAMIL NADU,30,30,6.2,6.3,7,7.9,242,845,0.4,0.8,0.4,4.5,11,11,2,25,-,-,11.104894,79.651871
3012,TAMIL NADU,19,30,5.2,9,6.9,7.9,238,610,0.2,4.4,0.1,1.1,140,630,390,1700,-,-,11.423503,77.685261
3013,TAMIL NADU,21,32,5.5,8.4,7.1,8.3,254,520,0.2,2.6,0.1,0.7,21,170,58,430,-,-,11.354178,77.750436
3014,TAMIL NADU,23,29,5.3,8.5,6.7,8.2,195,534,0.3,3.4,0.1,1.1,41,330,93,1100,-,-,11.361583,77.742411
3017,TAMIL NADU,20,30,5.3,8.7,7.4,8.6,258,843,1.2,7.5,0.1,3.4,40,210,120,470,-,-,10.968137,79.378248
1326,TAMIL NADU,24,36,1.7,8,6,8,128,76900,0.3,6,0.2,1.1,17,170,48,430,-,-,11.326822,79.702981
1327,TAMIL NADU,22,37,4.1,7.7,6.3,7.9,100,26200,0.8,6.1,0.1,3.3,12,260,38,630,-,-,11.418828,79.772375
1322,TAMIL NADU,28,40,3.2,9,6.4,8.3,179,638,0.3,4.2,0.2,0.4,26,260,94,700,-,-,11.445663,77.677626
4099,KARNATAKA,23,29,5.7,7.6,7.7,8.4,199,425,1.1,2.6,0.5,1.5,110,320,630,1500,-,-,12.28783,77.183667
1893,KARNATAKA,24,28,4.4,5.2,7.1,8.1,260,650,2,3,0.1,0.6,170,450,1300,4600,-,-,13.006814,76.099553
1199,KARNATAKA,25,28,5.4,6,7.4,8.2,100,240,1,2,0.1,0.2,68,210,700,2200,-,-,12.809694,76.205642
1166,KARNATAKA,22,28,6.2,6.5,7.7,8.3,176,551,2,2.5,0.7,2.4,380,790,1500,2800,-,-,12.422764,77.226144
1200,KARNATAKA,20,31,4.6,7.4,7,7.9,271,560,3,9.5,0.2,4.5,83,11000,350,92000,9,63,12.979108,76.851622
3567,KARNATAKA,25,29,4.4,6.3,7.9,8.3,450,603,2.5,3.5,0.7,0.9,470,840,1700,2200,-,-,12.584716,77.049787
3580,KARNATAKA,20,28,5.5,7.5,7.4,8.3,110,427,1.1,2.8,0.4,1.6,110,390,840,1500,-,-,12.584216,77.041515
3022,TAMIL NADU,25,31,BDL,7,7,8,1208,10840,0.1,56,0.4,7.4,1.8,1400000,4,2200000,-,-,11.645876,78.120341
3023,TAMIL NADU,24,31,BDL,6.9,6.2,7.9,2030,6520,0.4,230,0.1,23.6,1.8,1700000,39,3500000,-,-,11.647853,78.138125
1319,TAMIL NADU,25,30,4.7,7.3,6,7.7,49,548,0.2,3.4,0.1,0.6,11,23,33,70,-,-,10.541244,77.368656
1165,KARNATAKA,25,26,4,7,6.8,7.4,913,1578,4,8,2.3,17.4,47,140000,350,1600000,14,40,12.535417,77.424792
2778,KARNATAKA,23.8,33.6,4,8.2,6.7,8.5,791,1414,5,12,0.9,16.4,44,110000,540,920000,9,79,12.967039,77.337053
2779,KARNATAKA,22,32,4.1,5.7,6.3,7.1,203,346,3,21,0.1,2,460,11000000,3500,92000000,-,-,13.144364,77.484511
41,KARNATAKA,23,29,6,7.5,7.5,8.2,144,660,1.2,2.5,0.48,2.01,170,490,940,1700,-,-,12.166761,76.792908
1197,KARNATAKA,21,32.5,5.2,7.3,7,8.4,57,163,1.1,3,0.3,0.8,170,450,840,2200,-,-,12.019853,76.388075
1207,KERALA,25,32,4.1,7.8,6.6,7.7,43,166,0.2,1.8,0.1,0.2,6,104,24,196,-,-,11.697858,76.397006
1445,KARNATAKA,22,28,6.1,7.3,7.5,8.4,130,394,1.2,2.4,0.3,1,170,390,1100,1700,-,-,12.128439,76.683919
2775,KARNATAKA,22,29,5.5,7,7.5,8.2,130,423,1.5,3.2,0.4,11.1,320,1700,460,3900,-,-,12.128775,76.683736
1196,KARNATAKA,21,28,1.5,7.1,6.8,8.3,89,678,1.2,5.2,0.3,1.9,260,840,1700,3900,-,-,12.302189,76.286164
2772,KARNATAKA,21,28,4.2,6,7.6,8.4,120,657,3,5.4,0.3,2.1,330,700,2100,2800,-,-,12.344614,76.286175
3572,KARNATAKA,21,33,5,6.8,6.9,8.1,94,616,1.5,3.4,0.2,1.5,220,630,1300,2400,-,-,12.372439,76.411038
3024,TAMIL NADU,25,26,BDL,9.5,7.7,7.8,1230,3040,9.6,24,3.7,26.9,17000,220000,28000,430000,-,-,11.649094,78.148011
23,JHARKHAND,13,33,3.6,8,6.5,7.6,-,-,2.8,3.8,-,-,140,150,750,930,-,-,23.377028,85.423056
24,JHARKHAND,21,32,5.2,6,7.2,7.3,252,338,2.3,3.9,-,-,-,-,-,-,-,-,22.761694,86.317722
48,JHARKHAND,17,30,7.4,7.8,7.4,7.6,162,186,0.4,0.8,-,-,-,-,-,-,-,-,22.948415,86.013303
49,JHARKHAND,14,29,3,7.8,7.4,7.6,166,356,0.6,10,-,-,-,-,-,-,-,-,22.820861,86.232528
4084,JHARKHAND,11,26,4.2,6.4,6.5,6.8,-,-,2.8,3.5,-,-,140,200,750,1200,-,-,23.283318,85.308705
4086,JHARKHAND,13,30,8.2,8.5,7.3,7.6,-,-,2.6,3,-,-,140,150,750,930,-,-,23.379164,85.874886
2385,JHARKHAND,13,29,4.2,7.7,6.5,7.5,-,-,2.4,3.4,-,-,140,200,750,1200,-,-,23.33402,85.359996
2386,JHARKHAND,12,28,5,8.3,6.6,7.6,-,-,2.4,3.4,-,-,140,150,750,930,-,-,23.368919,85.875506
2387,JHARKHAND,20,36,7.3,7.7,7.4,7.5,188,272,0.4,0.6,-,-,-,-,-,-,-,-,22.592839,86.446667
2395,JHARKHAND,8,27,8.2,8.5,7.3,7.4,-,-,1.6,2.5,-,-,140,230,750,1200,-,-,23.2907,85.255961
2397,JHARKHAND,13,26,8.1,8.4,7.3,7.4,-,-,2.4,2.9,-,-,140,150,750,930,-,-,23.454046,85.471177
2399,JHARKHAND,17.5,30.5,7.4,7.8,7.4,7.6,156,174,0.3,0.8,-,-,-,-,-,-,-,-,22.97194,86.023097
1641,ODISHA,19,29,6.4,8.4,7,8.5,142,539,0.4,1.9,0.1,0.5,20,1700,260,3500,-,-,21.770058,87.156229
