STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FecalStreptococci_Min,FecalStreptococci_Max,Latitude,Longitude
2627,"HIMACHAL
PRADESH",8,24,6.4,10.4,6.7,8.3,357,574,0.5,1.6,0.1,0.7,15,31,39,120,-,-,30.429819,77.578623
2913,PUNJAB,14,32,4.8,7.1,7.3,7.8,270,478,2.1,5,0.6,1.2,1100,1700,2200,6300,-,-,31.160771,74.984326
1491,UTTARAKHAND,-,-,9.8,9.8,-,-,-,-,-,-,-,-,7,7,9,9,-,-,30.946033,78.688498
1485,UTTARAKHAND,17,18,9.4,9.8,7.8,7.9,-,-,BDL,1.0,-,-,1.8,2,1.8,2,-,-,30.290028,78.979932
1484,UTTARAKHAND,17,19,9.6,10.2,7.6,7.8,-,-,1.0,1.0,-,-,1.8,2,,2,-,-,30.287506,78.985451
1486,UTTARAKHAND,16,18,9.2,10.2,7.7,7.8,-,-,1.0,1.0,-,-,1.8,2,,2,-,-,30.285854,78.978295
1488,UTTARAKHAND,17,18,9.4,10.2,7.6,8.0,-,-,1.0,1.0,-,-,1.8,2,,2,-,-,30.147103,78.598107
1487,UTTARAKHAND,17,19,9.2,10.0,7.6,7.9,-,-,1.0,1.0,-,-,1.8,2,,2,-,-,30.144753,78.601484
1489,UTTARAKHAND,17,19,9.6,10.0,7.8,8.0,-,-,1.0,1.0,-,-,1.8,2,,2,-,-,30.140504,78.597358
20048,UTTARAKHAND,19,21,9.2,10.2,7.9,8.1,105,292,1.0,1.0,-,-,40,60,110,170,-,-,30.116167,78.310696
1060,UTTARAKHAND,16,20,9.8,11.8,7.4,8.2,114,125,1.0,1.0,,,14,30,40,401,-,-,30.115135,78.307032
20049,UTTARAKHAND,19,28,8.8,10.2,7.8,8.4,-,390,1.0,1.0,,,40,70,90,170,-,-,30.053389,78.259472
10147,UTTARAKHAND,16,22,9.0,11.2,7.3,8.2,97,154,1.0,1.0,,,26,40,50,90,-,-,30.0305,78.245833
2725,UTTARAKHAND,16,25,8.6,10.4,7.4,8.4,308,400,1.0,1.2,,,50,130,110,280,-,-,30.019619,78.22939
10148,UTTARAKHAND,17,22,9.0,10.2,7.5,8.4,121,155,1.0,1.0,,,26,50,40,110,-,-,29.943552,78.166796
1061,UTTARAKHAND,16,22,8.6,9.4,7.1,8.0,173,231,1.0,2.0,,,70,220,130,350,-,-,29.945254,78.164675
2727,UTTARAKHAND,16,20,8.6,10.0,7.4,8.3,-,143,1.0,1.2,-,-,40,90,110,170,-,-,29.851669,77.879742
10150,UTTAR PRADESH,,,7.5,9.7,7.4,7.7,62,253,1.3,1.8,,,,,,,-,-,29.373468,78.040547
1062,UTTAR PRADESH,16.5,26,7.5,10.5,6.8,7.7,155,266,0.9,2.8,0.33,0.82,220,1700,540,3500,-,-,28.76062,78.143766
10149,UTTAR PRADESH,16,26,7.3,11.5,6.5,7.6,163,256,0.6,2.1,0.25,0.85,110,1100,240,2800,-,-,28.802444,78.128722
2488,"UTTAR
PRADESH",15,30,7.0,10.4,6.9,7.5,210,232,1.1,2.8,0.32,0.62,110,280,170,550,-,-,28.364396,78.270269
2489,UTTAR PRADESH,17,30,7.2,10.3,7.0,7.6,218,236,0.8,2.6,0.34,0.53,170,430,240,920,-,-,28.274208,78.324338
1145,UTTAR PRADESH,14,29,7.3,10.6,7.1,7.6,220,234,1.0,2.5,0.37,0.66,280,920,630,1600,-,-,28.1897,78.395878
2490,UTTAR PRADESH,16,25,9.7,10.5,7.0,8.0,118,789,0.9,2.5,0.55,0.62,170,270,250,460,-,-,27.927803,78.866289
10151,UTTAR PRADESH,16,33,6.4,10.7,7.6,8.4,157,285,1.7,2.6,,,1.8,1700,1700,2700,-,-,27.398639,79.627389
1063,UTTAR PRADESH,16,32,6.4,10.6,7.7,8.6,205,345,2.4,3.4,,,1300,2700,3300,4600,-,-,27.138451,79.930775
1066,UTTAR PRADESH,16,32,6.0,10.2,7.8,8.6,200,366,2.8,4.2,,,1700,3300,4000,5800,-,-,27.010953,79.986442
1146,UTTAR PRADESH,16,32,6.1,10.6,7.9,8.8,203,350,2.3,4.4,,,1400,3400,3300,5800,-,-,26.610906,80.275419
1067,"UTTAR
PRADESH",16,32,5.8,10.3,7.8,8.7,203,368,2.5,4.0,,,1700,3400,3900,5800,-,-,26.505542,80.314344
10154,"UTTAR
PRADESH",16,32,5.7,10.4,7.8,8.7,206,362,2.4,3.8,,,2000,3300,3200,4900,-,-,25.51411,83.850678
10155,UTTAR PRADESH,16,32,5.4,10.0,7.8,8.7,219,380,2.7,4.4,,,2000,4500,4600,7000,-,-,26.474194,80.376139
1068,UTTAR PRADESH,16,32,4.6,9.4,7.6,8.4,223,442,3.2,5.8,,,17000,35000,28000,63000,-,--,26.436185,80.40961
10157,UTTAR PRADESH,16,32,5.6,9.6,7.7,8.5,219,392,2.8,5.4,,,4300,25000,7000,54000,-,-,26.434322,80.408587
1147,UTTAR PRADESH,17,27,7.0,10.6,7.9,8.7,201,458,2.8,4.1,0.78,0.86,2500,3600,3100,4100,-,-,26.074386,81.024075
2498,UTTAR PRADESH,17,27,6.9,11.0,7.9,8.5,206,456,2.7,4.1,0.76,0.84,2400,3400,3100,4000,-,-,25.774293,81.382673
1046,UTTAR PRADESH,22.3,32.5,7.3,12.2,7.6,8.4,154,261,2.1,3.2,1.28,1.61,4300,14000,9400,24000,-,-,25.502474,81.855439
2487,UTTAR PRADESH,22.4,32.7,6.9,11.5,7.8,8.5,150,268,2.0,3.9,1.38,1.77,4600,14000,11000,27000,-,-,25.443124,81.887148
1049,UTTAR PRADESH,22.6,32.8,6.8,11.5,7.8,8.4,236,283,2.0,3.4,1.39,1.83,3300,13000,8400,27000,-,-,25.419206,81.900522
10158,UTTAR PRADESH,22.7,32.8,7.0,11.7,7.7,8.2,246,276,1.8,2.9,1.35,1.69,3100,9400,7000,22000,-,-,25.259363,82.096478
2485,UTTAR PRADESH,19,29.5,7.2,9.2,8.2,8.4,352,468,2.1,3.2,0.48,0.90,800,1300,1300,2700,-,-,25.244031,82.418272
2486,UTTAR PRADESH,19,29.8,6.7,8.4,8.1,8.6,364,496,3.3,3.9,0.84,1.30,7000,11000,13000,22000,-,-,25.177058,82.602225
10153,UTTAR PRADESH,19,29.5,6.9,8.8,2.2,8.5,360,488,2.9,3.8,0.77,1.12,5000,8000,8000,14000,-,-,25.129278,82.877278
1070,UTTAR PRADESH,20,31.5,7.2,10.0,8.1,8.4,364,512,1.7,3.3,0.12,0.24,500,1700,1100,3400,-,-,25.289358,83.006389
1071,"UTTAR
PRADESH",20,31.5,6.5,7.9,7.9,8.7,392,528,3.4,4.2,0.15,0.40,11000,23000,17000,43000,-,-,25.321486,83.035285
10152,UTTAR PRADESH,20.5,32.5,6.8,9.0,8.2,8.6,370,524,3.0,3.8,0.15,0.31,5000,11000,8000,17000,-,-,25.345102,82.479827
10156,UTTAR PRADESH,16,32,5.6,10.1,7.7,8.6,236,384,2.6,4.6,-,-,2300,5400,4600,13000,-,-,25.580128,83.589787
1073,UTTAR PRADESH,20.5,32,6.5,7.8,8.1,8.7,388,535,3.3,4.3,0.19,0.38,11000,17000,21000,31000,-,-,25.578175,83.609594
1074,BIHAR,17,35,6.8,10.2,7.0,9.0,250,512,1.4,2.8,0.02,0.37,450,28000,2300,160000,-,-,25.573508,83.966669
10113,BIHAR,17,37,6.0,8.6,7.1,8.6,253,508,1.5,2.7,0.03,0.46,2100,28000,8400,160000,-,-,25.484321,85.668239
2551,BIHAR,17,36,6.0,8.3,7.5,8.7,257,523,1.9,2.8,0.02,0.54,1100,17000,9400,35000,-,-,25.576142,83.970428
3113,BIHAR,16,34,6.3,8.5,7.2,8.8,248,629,1.5,2.7,0.02,0.51,170,17000,1600,54000,-,-,25.588972,83.985861
10131,BIHAR,19,32,6.2,9.3,7.5,8.8,236,411,1.3,2.2,0.14,0.73,1700,17000,11000,92000,-,-,25.586863,84.693046
10162,BIHAR,18,35,5.7,9.8,7.3,8.3,250,505,1.4,2.0,0.02,0.36,1300,3900,3300,35000,-,-,25.68032,84.785773
2564,BIHAR,17,33,7.3,9.8,7.3,8.1,237,457,1.4,2.5,0.10,0.21,1400,4000,2600,28000,-,-,25.708441,84.889727
10114,BIHAR,17,32,7.2,9.7,7.2,8.0,16,462,1.7,2.2,0.12,0.62,450,22000,14000,43000,-,-,25.740235,84.963161
3114,BIHAR,19,33,6.7,9.4,7.4,8.5,283,563,1.3,2.4,0.01,0.86,780,14000,3100,28000,-,-,25.588972,83.985861
1077,BIHAR,18,33,6.3,9.0,7.4,8.5,257,563,1.3,2.0,0.03,1.00,2100,11000,2600,35000,-,-,25.650869,85.115085
2552,BIHAR,19,33,6.5,8.8,7.7,8.3,265,467,1.8,2.9,0.03,0.58,1400,26000,11000,35000,-,-,25.622179,85.172816
10115,BIHAR,19,34,5.6,8.5,7.4,8.4,263,465,1.8,2.8,0.03,0.82,1400,22000,6800,92000,-,-,25.620356,85.179995
1079,BIHAR,19,34,6.3,8.8,7.7,8.6,250,479,1.7,2.6,0.11,1.00,1100,28000,11000,160000,-,-,25.613753,85.204131
3122,BIHAR,18,33,7.0,9.5,7.3,8.5,247,458,1.5,2.6,0.02,0.80,1100,11000,4000,24000,-,-,25.557806,85.275648
4297,BIHAR,18,34,6.6,9.8,6.6,8.5,262,456,1.2,2.1,0.02,0.78,1100,11000,5500,28000,-,-,25.548238,85.279377
10122,BIHAR,17,33,6.1,9.5,7.7,8.4,245,454,1.4,2.7,0.03,0.64,1400,21000,3300,28000,-,-,25.515132,85.301372
2553,BIHAR,17,34,6.2,8.5,7.5,8.2,252,467,1.8,2.9,0.02,1.83,1100,22000,3800,92000,-,-,25.511611,85.307417
4301,BIHAR,18,33,5.8,9.4,7.4,8.6,246,514,1.3,2.2,0.09,0.61,1700,17000,3100,54000,-,-,25.655635,85.096308
3115,BIHAR,19,33,6.1,9.8,7.5,9.9,238,462,1.3,2.2,0.03,0.62,1300,22000,7000,54000,-,-,25.487275,85.705236
10130,BIHAR,18,32,6.0,9.6,7.5,8.9,240,475,1.1,2.3,0.10,0.58,1400,17000,3900,160000,-,-,24.890805,85.56
1817,BIHAR,18,33,6.1,9.4,7.4,8.8,237,452,1.1,2.6,0.14,0.90,1100,13000,1400,54000,-,-,25.401104,85.923198
1815,BIHAR,19,33,6.3,8.0,7.2,8.5,208,425,1.6,2.6,0.06,0.54,680,17000,14000,35000,-,-,25.381441,85.987169
3123,BIHAR,21,35,6.1,9.2,7.6,8.7,239,452,1.1,2.3,0.11,1.17,1100,14000,11000,35000,-,-,25.315313,86.029821
3116,BIHAR,20,32,6.0,9.7,7.6,8.6,232,440,1.1,2.5,0.03,0.85,1100,17000,11000,160000,-,-,25.368174,86.464302
1818,BIHAR,21,32,5.8,9.6,7.6,8.5,234,436,1.5,2.5,0.05,0.60,1100,28000,14000,160000,-,-,25.384978,86.458978
3117,BIHAR,18,32,6.1,9.5,7.4,8.7,242,427,1.5,2.3,0.07,0.50,1700,17000,9300,92000,-,-,25.252575,86.725558
4398,BIHAR,18,34,6.1,8.7,7.5,9.1,239,512,1.3,2.8,0.05,1.06,1200,22000,4100,92000,-,-,25.257757,86.978188
2554,BIHAR,18,32,6.2,9.4,7.3,8.6,234,408,1.3,2.6,0.04,0.56,780,28000,3900,160000,-,-,25.257511,86.747053
10138,BIHAR,17,35,6.5,9.7,7.0,8.6,241,519,1.5,2.6,0.06,0.65,200,28000,2700,160000,-,-,25.242256,86.925987
1819,BIHAR,18,32,6.1,8.6,7.6,8.3,224,505,1.4,2.5,0.01,0.91,780,17000,6800,92000,-,-,25.254387,86.948424
3118,BIHAR,13,34,6.0,8.5,7.6,8.6,244,500,1.9,2.7,0.01,0.52,930,35000,11000,160000,-,-,25.271603,87.025665
1816,BIHAR,18,32,6.1,9.5,7.5,8.6,221,429,1.1,2.3,0.07,0.56,200,17000,11000,160000,-,-,25.267334,87.227318
10143,BIHAR,18,32,5.9,9.3,7.4,8.5,236,426,1.2,2.6,0.01,0.65,1400,14000,14000,160000,-,-,25.31074,83.014205
10144,JHARKHAND,17,40,7.8,8.6,7.8,8.4,304,316,2.2,2.6,,,,,,,-,-,25.292498,87.63183
10145,JHARKHAND,18,44,8.0,8.6,7.6,8.4,312,320,2.2,2.6,,,,,,,-,-,25.210819,87.769721
10146,JHARKHAND,19,39,8.2,8.6,8.0,8.3,312,318,2.2,2.8,,,,,,,-,-,25.05634,87.83515
1059,JHARKHAND,18,40,8.0,8.6,8.1,8.6,310,322,2.2,2.8,,,,,,,-,-,25.056707,87.831867
1080,WEST BENGAL,17,37,4.9,11.2,7.4,8.5,198,380,0.8,4.8,0.28,0.73,7000,300000,14000,500000,-,-,24.100312,88.244054
10159,WEST BENGAL,17,37,4.8,11.0,7.2,8.5,193,367,0.8,5.8,0.29,0.82,1300,280000,23000,350000,-,-,24.100163,88.245205
10160,WEST BENGAL,17,37,4.8,11.0,7.5,8.5,207,383,0.8,8.0,0.25,0.89,8000,240000,26000,300000,-,-,24.101003,88.243238
2511,WEST BENGAL,21,34,4.0,9.9,7.8,8.6,155,379,1.1,5.9,0.09,0.92,2000,170000,4000,220000,-,-,23.386728,88.364884
2506,WEST BENGAL,22,34,4.6,9.7,7.7,8.4,217,399,1.2,6.1,0.17,0.77,1300,220000,8000,300000,-,-,22.984402,88.40197
10161,WEST BENGAL,21,33,3.5,9.6,7.4,8.6,215,388,1.1,6.8,0.15,0.72,30000,1300000,50000,3000000,-,-,22.774972,88.334278
1054,WEST BENGAL,21,33,4.2,9.4,7.4,8.5,206,384,1.1,6.8,0.09,1.05,11000,220000,30000,900000,-,-,22.780189,88.3338
1472,WEST BENGAL,21,32,4.3,11.5,7.0,8.8,214,372,1.1,6.1,0.23,0.85,4000,240000,7000,500000,-,-,22.761306,88.340319
1053,WEST BENGAL,20,34,4.7,7.8,7.1,8.6,252,569,2.7,5.5,0.14,2.15,33000,900000,49000,1600000,-,-,22.653061,88.357589
1471,WEST BENGAL,19,35,3.7,7.7,7.3,7.9,262,575,1.7,6.4,0.05,3.01,26000,240000,80000,500000,-,-,22.558292,88.324394
1470,WEST BENGAL,18,34,3.8,7.9,7.3,9.0,252,522,1.2,5.3,0.26,2.48,23000,900000,70000,1600000,-,-,22.549717,88.296125
1052,WEST BENGAL,21,35,4.0,7.5,7.2,8.0,301,826,1.4,5.4,0.05,6.32,2100,110000,11000,220000,-,-,22.453473,88.115051
1469,WEST BENGAL,19,36,4.3,7.8,6.8,8.0,319,8049,1.2,4.1,0.09,3.81,400,11000,1100,220000,-,-,22.183383,88.193783
1335,WEST BENGAL,19,35,3.7,8.3,6.8,8.5,360,18090,0.5,3.9,0.07,3.67,2200,33500,11000,90000,-,-,22.066481,88.068869
1492,UTTARAKHAND,_,_,9.8,9.8,7.3,7.3,64,64,BDL,BDL,0.4,0.4,2,2,4,4,-,-,30.976465,78.438614
1493,UTTARAKHAND,_,_,9,9,7.9,7.9,89,89,BDL,BDL,0.5,0.5,11,11,240,240,-,-,30.932423,78.400244
1494,UTTARAKHAND,16,19,8.8,10,7.5,8,156,224,BDL,1,0.4,0.4,22,45,50,5400,-,-,30.518822,77.949536
1490,UTTARAKHAND,17,20,8.6,9.2,7,7.9,121,121,1,1.2,_,_,70,170,60,280,-,-,30.498618,77.803498
1553,"HIMACHAL
PRADESH",13,28,6.2,9.5,6.2,8,298,4560,0.2,1.4,_,1.2,14,21,32,63,-,-,30.392244,77.572103
1554,HIMACHAL PRADESH,9,24,6.3,9,6.4,8,286,5853,0.4,1.8,0.1,1.4,15,26,39,84,-,-,30.465256,77.661758
4439,"HIMACHAL
PRADESH",16,26,6.4,8.4,6.9,7.9,299,728,0.4,0.6,_,0.7,13,25,33,70,-,-,30.427477,77.589102
4440,HIMACHAL PRADESH,16,29,6.2,8.4,6.8,7.9,369,847,0.4,0.7,0.1,0.8,13,41,34,70,-,-,30.429123,77.603639
1117,HARYANA,20,29,4.8,8.1,7.7,8,128,3430,1.6,3,_,1.7,200,8000,1300,84000,-,-,30.314987,77.583328
1496,HARYANA,20,28,4.5,9.2,7.5,8,128,3740,2,2.8,0.1,1.6,1300,40000,2700,426000,-,-,30.069997,77.355057
10004,HARYANA,14,26,4.6,11.2,7.3,8.2,243,760,1.3,14,_,1.3,800,140000,3400,426000,-,-,29.260009,77.130143
1119,HARYANA,_,_,7.6,9.8,7.1,8.9,226,768,BDL,11,_,1.5,23,94000,23,94000,-,-,29.002116,77.023752
1120,DELHI,16,33,6.8,13.2,7.3,8.9,232,618,1.7,8.8,0.6,1.5,20,4100,93,35000,-,-,28.85018,77.210184
1121,DELHI,14.7,32.5,BDL,2.4,6.9,7.3,589,1550,7.3,35,0.3,1.2,490000,9200000,490000,24000000,-,-,28.598582,77.263308
1375,DELHI,15.4,32,BDL,3.1,7,7.3,610,1240,6.7,28,0.2,1,68000,11000000,68000,17000000,-,-,28.566967,77.294665
1812,DELHI,18.3,33.2,BDL,3.3,7,7.7,532,1741,8.4,63,0.3,0.8,220000,49000000,490000,49000000,-,-,28.533295,77.330724
1497,"UTTAR
PRADESH",_,_,0,5.9,7.1,7.6,486,1910,4.1,47,0.2,1.9,7800,1700000,11000,1100000,-,-,28.095092,77.477669
2493,"UTTAR
PRADESH",15,36,2.8,6.4,6.2,7.6,_,_,8,18,_,_,52000,120000,72000,160000,-,-,29.604121,77.109833
2495,"UTTAR
PRADESH",15,36,4.8,6.1,7.1,7.8,_,_,7.8,11.6,_,_,49000,98000,64000,98000,-,-,27.586087,77.696364
1123,"UTTAR
PRADESH",_,_,0.6,10.5,7.1,8.1,489,1670,5.8,17,BDL,2.5,1100,35000,1700,79000,-,-,27.564981,77.708718
2494,"UTTAR
PRADESH",15,36,3.4,6.2,7.1,7.8,_,_,8.6,14,_,_,52000,95000,70000,110000,-,-,27.504755,77.686524
1124,"UTTAR
PRADESH",_,_,3.5,6.8,7.1,7.8,556,1760,7.1,15,BDL,2,7800,240000,22000,920000,-,-,27.443052,77.716133
1125,"UTTAR
PRADESH",_,_,1.1,7.4,7.1,7.9,604,1790,4.5,15,BDL,4.7,930,17000,1400,28000,-,-,27.250657,77.861624
1126,"UTTAR
PRADESH",_,_,0.5,12.6,7,7.9,512,2000,5,21,0.2,3.5,200,79000,2600,140000,-,-,27.17969,78.119555
1498,"UTTAR
PRADESH",_,_,3,16.9,6.9,8.9,502,1770,4.7,21,0.4,7.2,2,79000,2,350000,-,-,26.932682,78.54366
1127,UTTAR PRADESH,_,_,4.6,16.2,6.9,8.9,440,1720,4.2,18,0.3,10.1,2,24000,49,92000,-,-,26.752436,79.01967
1499,"UTTAR
PRADESH",_,_,6.8,11.4,7.3,8.5,327,1220,2.1,12,0.2,3.6,2,110000,22,920000,-,-,26.42602,79.478799
2283,"UTTAR
PRADESH",_,_,8.8,9.6,7.9,8.2,630,1092,5.6,5.7,_,0.8,450,790,450,790,-,-,25.956967,80.157122
1069,UTTAR PRADESH,22.7,33,6.8,11.7,7.4,8.3,5,452,1.9,2.6,1.3,1.5,1700,7900,4600,14000,-,-,25.422471,81.838806
1510,"HIMACHAL
PRADESH",4,19,7.6,10.3,6.9,8.3,51,6324,0.2,2.3,0.1,2.2,11,47,26,1600,-,-,30.556089,77.777152
30023,UTTARAKHAND,-,-,10.6,10.6,7.9,7.9,127,127,1,1,0.5,0.5,130,130,240,240,-,-,30.517139,77.818659
4027,"HIMACHAL
PRADESH",12,28,6.3,9.9,7.6,8.3,274,521,0.2,1.5,0.1,0.8,9,21,25,41,-,-,30.799381,77.282001
4441,HIMACHAL PRADESH,16,28,6.4,7.9,7.2,8,274,677,0.4,0.9,0.3,0.6,9,17,31,46,-,-,30.613634,77.442374
4442,HIMACHAL PRADESH,15,28,6.4,9.2,7.2,8,265,470,0.3,4.8,0.1,0.6,10,17,33,48,-,-,30.603186,77.441056
4028,"HIMACHAL
PRADESH",12,28,6.4,9.8,7.6,8.2,274,534,0.4,1.7,0.1,0.5,14,24,34,49,-,-,30.760455,77.303572
4427,"HIMACHAL
PRADESH",9,23,7,8.9,7.6,8.1,120,160,0.5,1.4,0.2,1.9,2,22,84,280,-,-,30.914863,77.243539
2621,"HIMACHAL
PRADESH",,,5.6,8.8,7.1,8.4,138,480,0.1,3.3,0.1,6.9,1.8,32,2,150,-,-,30.882006,77.211344
2622,"HIMACHAL
PRADESH",13,28,6.5,10.2,7.1,8.2,392,1082,0.2,0.9,0.1,0.5,7,20,26,39,-,-,30.522537,77.667622
2623,"HIMACHAL
PRADESH",11,27,6.4,11.2,7,8.3,478,1039,0.3,1.2,0.1,0.7,8,22,31,49,-,-,30.552658,77.643922
3877,"HIMACHAL
PRADESH",5,24,7,10,6.8,8.6,120,189,0.4,1.5,0.2,2.1,1,31,58,280,--,-,31.769476,77.306086
3878,"HIMACHAL
PRADESH",5,25,6.8,10.9,7.3,8.4,142,173,0.4,1.7,0.2,1.9,1,26,63,350,-,-,31.785054,77.330491
3860,HIMACHAL PRADESH,11,27,6.5,10.3,7,8.3,539,935,0.3,1.6,0.1,1.2,9,21,32,47,-,-,30.526326,77.66857
3876,HIMACHAL PRADESH,18,18,5.7,9.5,7.1,8.5,169,629,0.1,3.8,0.1,7.4,8.2,39,22,380,-,-,30.891819,77.21002
1357,"UTTAR
PRADESH",22,24,,,7.5,8.1,700,780,40,54,,,,,,,,,29.910025,77.600275
10098,"UTTAR
PRADESH",21,24,,,7.7,8.3,6.5,820,42,58,,,,,,,,,28.635716,77.394552
10100,"UTTAR
PRADESH",14,24,,,7.3,7.7,760,890,62,72,21.8,24.5,,,120000,240000,,,29.128032,77.447746
10101,"UTTAR
PRADESH",15,23,,,7.5,7.7,780,915,52,74,22.3,26.2,,,150000,240000,,,29.092361,77.423293
10102,"UTTAR
PRADESH",16,26,0.2,2.2,6.1,8,288,885,15.4,67,0.6,2.8,1700,21000,17000,49000,,,28.685329,77.392467
10103,"UTTAR
PRADESH",17,21.5,,,6.2,7.8,657,1683,30.2,90,0.6,3,21000,350000,120000,2100000,,,28.664419,77.399531
10106,"UTTAR
PRADESH",16,26,0.2,2.6,6.6,7.8,265,820,8.5,67,0.6,2.8,920,210000,2200,350000,,,28.733891,77.385236
1483,UTTAR PRADESH,,,,,7.1,7.5,845,1090,21,126,0.3,1.5,49000,5800000,130000,2200000,550000,550000,28.635922,77.394341
2496,UTTAR PRADESH,15,24,,,7.4,7.8,180,1750,64,74,21.4,24.2,,,110000,210000,,,29.186169,77.494114
1358,"UTTAR
PRADESH",16,26,,,6.7,7.6,653,1505,33,82.6,0.7,3.4,24000,270000,150000,350000,,,28.673761,77.402644
1356,"UTTAR
PRADESH",21,37.3,5.1,7.9,7.8,8.7,224,936,5,6.1,,,1100,1700,11000,21000,,,25.94085,80.153822
30079,"UTTAR
PRADESH",25.6,25.6,7.9,7.9,7.3,7.3,397,397,4.1,4.1,0.5,0.5,2,2,2,2,,,25.193044,78.539141
1735,UTTAR PRADESH,12.5,39,5.6,7.4,7.1,8.7,214,752,3.4,3.9,,,400,1300,1100,2100,,,24.651228,78.423136
1614,"MADHYA
PRADESH",19,28,6.5,10.9,7.7,8.4,242,3592,1.1,2.6,0.1,6.5,2,920,540,94000,,,23.541173,77.801938
2107,"MADHYA
PRADESH",19,32,6.6,7.3,7.1,8.6,189,426,0.7,1.3,,,,,4,40,,,25.767472,79.331309
2108,"MADHYA
PRADESH",19,32,6.5,7.5,7.3,8.4,195,425,0.7,1.3,0.1,0.1,,,3,38,,,24.317042,78.127198
2119,MADHYA PRADESH,24,25,8.1,8.3,7.9,8,429,498,2.2,2.5,0.1,4.7,2,2,920,1600,,,23.070703,77.536902
2121,"MADHYA
PRADESH",20,26,7.8,8.3,7.6,8,489,768,2,2.7,0.1,7.2,2,26,150,1600,,,23.141901,77.615943
2122,"MADHYA
PRADESH",18,30,7,7.9,7.8,8.1,308,386,1.6,2.9,0.1,4.5,2,2,350,54000,,,23.333714,77.778319
2124,"MADHYA
PRADESH",19,28,7,8.8,7.8,8.3,205,522,1.4,6.7,0.1,7.2,48,2400,350,160000,,,23.540606,77.802246
2125,"MADHYA
PRADESH",19,23,6.9,9.5,7.5,8.2,432,474,2.9,6.7,0.1,14.1,220,2400,160000,160000,,,23.550512,77.79947
3832,"MADHYA
PRADESH",24,32,6.7,7.5,7.2,8.2,193,2382,0.4,1.2,0.1,0.4,,,2,23,,,25.393032,78.661879
30080,"MADHYA
PRADESH",25.3,25.3,8.2,8.2,7.2,7.2,616,616,1.1,1.1,0.9,0.9,2,2,2,2,,,24.398043,78.17802
3833,"MADHYA
PRADESH",21,30,6.5,7.1,7.3,8.2,183,491,0.7,1.1,0.1,0.5,,,1,94,,,23.726307,78.753626
2953,RAJASTHAN,18,28,3.8,6.1,7.9,8.3,400,510,0.6,2.4,1.7,2.1,9,39,28,64,,,25.160724,76.22887
2956,RAJASTHAN,19,29,4.2,5.8,8.2,8.5,420,670,1,2,1.8,2.5,9,39,28,93,,,25.393522,76.327061
2950,RAJASTHAN,13.5,26,4.2,5.4,7.4,8.1,160,460,1.1,2.8,1.7,3,9,39,39,150,,,24.692006,72.929236
2951,RAJASTHAN,17,31,4.1,7,7.6,8.5,270,590,0.4,1.7,1.6,2.1,7,39,20,75,,,25.905847,75.463861
2952,RAJASTHAN,15,32,BDL,4,8.3,8.8,1130,3500,3.9,35.7,1.8,3.2,64,150,210,460,,,26.919491,75.930328
2945,RAJASTHAN,19,30,4.6,6.2,7.9,8.3,320,380,1.1,2.4,1.6,2.7,9,23,28,39,,,24.600889,76.152494
2946,RAJASTHAN,18,30,4.6,6.7,7.6,8.4,230,320,0.9,2.5,1.5,2.1,9,23,20,39,,,24.6087,76.170272
2955,RAJASTHAN,19,32,3.4,6.4,7.9,8.8,220,490,0.8,2,1.7,2.2,7,75,28,150,,,24.07656,75.526392
3309,"MADHYA
PRADESH",23,26,6,7.6,7.4,8.2,452,1061,2,5.8,0.2,1.4,2,46,120,5400,,,23.725166,75.377851
1365,"MADHYA
PRADESH",22,29,6.5,7.6,7.2,8.2,293,753,1.6,2.6,0.1,1.7,2,13,46,84,,,22.428806,75.508689
1366,"MADHYA
PRADESH",23,29,0,6.7,7.1,8.2,560,10900,3,72,0.1,9.6,46,54000,350,160000,31,31,22.428791,75.508684
1432,"MADHYA
PRADESH",12,31,6.8,7.9,7,8.8,288,1511,1.6,3.7,0.5,1.2,2,4,33,84,,,24.586045,77.069419
2954,RAJASTHAN,19,30,4.3,6.9,8.2,8.6,440,750,1.2,2.6,1.8,2.1,7,39,21,75,,,25.681506,76.485765
2109,"MADHYA
PRADESH",11,30,7.1,8.2,7,8.6,299,1531,1.4,2.7,0.3,1.2,4,36,32,79,,,24.634714,77.2978
2126,MADHYA PRADESH,13,29,6,7.2,7.5,7.9,320,1509,2,2.8,0.3,1.4,4,6,40,110,,,23.495145,77.100818
1367,"MADHYA
PRADESH",18,28,BDL,3.5,7.3,8,350,1650,8,40,2.4,18.4,150,5400,540,9200,170,700,22.703363,75.877149
2110,"MADHYA
PRADESH",18,28,BDL,4.4,7.1,8,759,1600,7,46,1.3,11.7,120,1400,350,5800,170,490,22.703191,75.877117
2111,"MADHYA
PRADESH",18,29,BDL,6.1,7.5,8.6,693,1378,2.4,36,2.1,8.8,1,920,540,1600,79,170,22.970572,75.838654
1369,"MADHYA
PRADESH",23,34,6.3,8,7.6,8,536,1830,3.2,12.8,0.3,3,110,15000,920,160000,,,23.187353,75.764282
