STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,Latitude,Longitude
1303,ORISSA,22,36,6.4,8.7,7.4,8.2,116,222,0.7,2.6,0.315,3.77,780,4900,790,7900,20.949817,85.216631
2415,ORISSA,22,35,6.5,8.6,7,8.5,121,235,0.4,2.5,0.334,3,170,2300,210,4900,20.996256,85.248842
2416,ORISSA,23,36,6.3,8.9,7.3,8.3,17,267,0.8,2.8,0.469,2.99,780,7900,1300,7900,20.825086,85.316236
1042,ORISSA,22,36,6.7,8.6,6.9,8.6,104,233,1.4,3,0.326,3.23,1100,17000,2700,24000,20.867785,85.278472
2417,ORISSA,22,34,5.7,9.1,7.3,8.4,127,247,0.9,2.4,0.761,2.39,1100,54000,1400,92000,20.746464,85.5563
1043,ORISSA,20,34,6.3,9.3,7.4,8.3,119,201,0.6,2.2,0.463,3.44,790,54000,490,92000,20.879162,85.835492
2418,ORISSA,20,33,6.4,8.8,7.6,8.1,114,169,0.7,1.6,0.826,1.49,490,35000,330,92000,20.889011,86.010639
1044,ORISSA,25,33,6.4,9.5,7.7,8.5,130,227,0.8,2.2,0.176,2.87,700,7900,780,11000,20.770422,86.149638
1045,ORISSA,20,33,5.2,9.3,7.4,8.4,147,249,0.8,1.8,0.488,5.5,490,24000,790,24000,20.585906,86.568249
1036,JHARKHAND,�,�,�,�,7.4,7.7,236,390,0.4,1,0,10,�,�,�,�,22.377636,85.190937
2413,ORISSA,21,30,5.9,13.5,7.5,8.4,112,256,0.4,3,0.434,2.32,490,4900,170,7000,22.275492,84.918092
2419,ORISSA,24,33,6,10.3,7.6,8.3,114,169,0.4,2,1.25,3.22,330,7900,490,24000,20.853192,86.200283
2420,ORISSA,22,31,6,7.8,7.2,8.3,129,228,0.5,2.8,0.175,2.1,330,13000,1100,24000,20.694244,86.652433
1081,ORISSA,15,37,6.3,8.6,7,8.4,88,185,0.3,2.4,0.306,5.66,130,4900,330,11000,22.018734,85.406998
1082,ORISSA,21,32,5.8,8.4,7.3,8.3,92,202,0.6,2.2,0.388,3.89,230,35000,78,54000,21.214851,86.121323
1083,ORISSA,26,34,6.4,8.8,7.5,8.5,105,232,1.2,2.4,0.304,2.3,1300,17000,2300,54000,20.851312,86.33016
1084,ORISSA,22,29,4.5,7.8,7.4,8.3,111,9720,0.8,2.2,0.726,2,400,3500,940,9200,20.774033,86.744211
1085,ORISSA,22,32,5,7.6,7,8.1,380,52170,0.6,2.8,1.343,3,170,16000,790,24000,20.795283,86.896965
2421,ORISSA,21,33,5.8,8.9,7.3,8.4,152,322,0.4,2.8,0.087,1,330,7900,130,24000,21.325488,86.064444
1641,ORISSA,20,29,6.8,8.4,7.5,8.5,127,349,0.6,1.8,0.456,3,220,4900,790,13000,21.770058,87.156229
2399,JHARKHAND,�,�,�,�,7.2,7.6,180,203,0.2,0.8,0,0,�,�,�,�,22.97194,86.023097
48,JHARKHAND,�,�,�,�,7.3,7.6,190,263,0.3,1.2,0,0,�,�,�,�,22.948415,86.013303
24,JHARKHAND,�,�,�,�,6.6,7.8,304,394,2.7,3.2,0,0,�,�,�,�,22.761694,86.317722
49,JHARKHAND,�,�,�,�,7.4,7.5,275,472,2.8,4.2,0.1,7,�,�,�,�,22.820861,86.232528
2387,JHARKHAND,�,�,�,�,7.2,7.6,240,360,0.4,1.5,0.5,4,�,�,�,�,22.592839,86.446667
1312,MAHARASHTRA,28,31,5.9,7,7.6,8.7,412,1443,2,5,1.8,2,2,3,60,90,19.485317,75.370099
2177,MAHARASHTRA,23,28,4.9,7,7.4,8.3,163,403,2.4,5,1.648,2,33,170,110,340,20.022812,73.728178
2182,MAHARASHTRA,23,28,4.5,6.5,7.5,8,263,507,2.8,5.5,8.096,10,21,170,90,210,20.014695,74.007463
2179,MAHARASHTRA,23,30,4.1,6.7,7.4,8.2,166,545,2.6,12,1.004,7,33,300,90,900,20.008887,73.783052
2183,MAHARASHTRA,25,27,4.4,7,7.7,8.2,191,369,2.4,3.6,0.663,3,17,110,40,350,20.012385,74.113719
2181,MAHARASHTRA,23,30,2.6,6.1,7,8.2,440,655,3.8,22,0,4,33,350,110,900,19.98729,73.811026
2180,MAHARASHTRA,24,29,3.9,6.5,7.3,8.2,365,576,2.8,18,0,4,40,300,140,900,19.987307,73.811028
1096,MAHARASHTRA,24,30,4.5,6.9,7.4,8,242,528,2.6,6,0,2,110,110,210,350,20.008676,73.792361
1211,MAHARASHTRA,24,30,4.2,6.5,7.4,8.1,318,536,3.2,8,0,3,21,140,90,350,20.001568,73.795314
1095,MAHARASHTRA,24,31,5.7,7,7.3,8.1,158,199,2,3,1.073,2.03,11,33,22,140,20.048123,73.679809
2160,MAHARASHTRA,28,32,5.5,6.9,7.2,8.4,366,1091,2,4.2,1.5,2,2,3,70,90,19.63253,75.028605
2158,MAHARASHTRA,28,32,6.1,6.7,7.8,8.1,512,1279,3,6,1.6,2,2,3,70,90,19.478228,75.384879
2159,MAHARASHTRA,28,32,5.6,6.8,7.5,8.2,536,2075,2,6.2,6.6,7,2,3,70,90,19.467269,75.397267
2161,MAHARASHTRA,22,30,5.9,7.1,7.6,8.4,459,943,3,5,2.5,3,2,3,70,90,19.360024,75.709583
12,MAHARASHTRA,25,29,6,7,7.1,8.2,399,895,2.1,12,6.3,7,2,3,70,90,19.226068,76.367013
1209,MAHARASHTRA,24,38,5.8,6.9,7.6,8.4,468,987,3,5,1.7,2,2,3,60,90,18.85443,77.527475
2157,MAHARASHTRA,20,37,6,7,7.8,8.4,408,866,2,5.2,6.3,7,2,3,70,90,20.793322,78.139339
2360,ANDHRA PRADESH,26,30,5.2,5.8,7.8,8.4,420,1464,1.2,2.2,1,2,10,55,120,285,18.868297,77.962194
2361,ANDHRA PRADESH,31,31,6.6,7.2,8.4,9.6,477,575,12,12,0,0,90,170,220,350,18.838133,79.441697
2362,ANDHRA PRADESH,30,30,5.6,5.8,8.3,8.7,568,581,10,16,0,0,240,240,500,900,18.819131,79.468017
2363,ANDHRA PRADESH,30,31,3.1,3.3,8.4,9.1,739,867,12,18,0,0,500,500,900,1600,18.781656,79.513558
2364,ANDHRA PRADESH,30,31,6.3,7,8.3,9.7,488,574,10,15,0,0,90,170,350,500,18.786369,79.521028
2356,ANDHRA PRADESH,29,29,4.4,4.4,8.5,8.5,656,656,13,13,0,0,300,300,500,500,18.727075,79.620161
2365,ANDHRA PRADESH,30,30,5.2,6.9,8.3,8.4,415,421,5,8,0,0,300,300,500,500,18.288014,80.492375
2366,ANDHRA PRADESH,29,30,6.5,6.7,8.2,8.2,409,433,4,4,0,0,280,280,500,900,18.263814,80.538533
13,ANDHRA PRADESH,29,30,4.1,4.1,8.4,9.8,467,568,11,22,0,0,240,240,900,900,18.850151,79.442839
2367,ANDHRA PRADESH,19,21,5.4,6.5,7.5,8.6,381,528,0.3,0.3,0.3,1,2,2,400,900,17.674897,80.883094
2368,ANDHRA PRADESH,20,21,5.1,6.3,7.6,8.2,394,563,0.6,1.4,0.28,1,2,4,1200,21000,17.655586,80.876653
2369,ANDHRA PRADESH,19,21,5.8,6.6,7.1,8.6,626,696,1,2,0.42,1,2,2,1100,1200,17.648483,80.8775
2370,ANDHRA PRADESH,26,27,5.6,6.2,6.4,7.2,256,327,1.2,1.2,0.94,3,3,93,240,1100,17.023186,81.768181
14,ANDHRA PRADESH,27,27,5.6,7.4,7.5,7.8,289,518,1.2,1.2,1.05,2,�,�,39,240,17.247331,81.646613
1218,ANDHRA PRADESH,25,28,5.6,6.8,6.7,7.9,244,1815,1.2,1.6,0.82,2,3,3,75,1100,17.069466,81.711134
2371,ANDHRA PRADESH,26,27,5.8,6.2,6.8,7.4,225,390,1.2,1.2,1.07,2,3,93,1100,1100,16.958989,81.78175
1854,CHHATTISGARH,18,29,7.3,7.6,7.4,7.7,�,�,1,1.8,0,0,�,�,4,12,18.900033,81.344044
1856,CHHATTISGARH,18,29,7.2,7.5,7.2,7.5,�,�,1,2.3,0,0,�,�,8,24,18.888807,81.370074
2673,MAHARASHTRA,21,22,5.9,6.9,7.9,8.4,451,624,4,4,0.3,1,3,3,70,90,18.429431,76.668723
2374,ANDHRA PRADESH,23,30,5.6,6.5,8.3,8.5,431,519,0.8,0.8,1,1,20,35,200,220,17.64797,78.143382
2375,ANDHRA PRADESH,24,30,5,6.2,8.6,8.8,456,611,1,1.8,1,1,30,75,225,292,17.650778,78.134958
1157,ANDHRA PRADESH,22,30,5.8,7,8.3,8.9,329,467,0.5,1,1,1,10,45,120,195,17.48468,79.107452
1891,KARNATAKA,25,30,6.5,8.5,7.8,8.4,200,578,2,4,0.63,1,240,1600,900,1600,17.951522,77.649047
1215,ANDHRA PRADESH,�,�,�,�,�,�,�,�,�,�,�,�,�,�,�,�,17.974814,79.898686
1158,ANDHRA PRADESH,29,29,4.1,4.1,8.3,8.3,450,450,12,12,0,0,170,170,500,500,18.369532,79.626751
2719,MAHARASHTRA,18,22,4.3,6.7,8.1,8.8,526,1430,5.2,14,10.75,11,30,140,70,220,19.962632,79.277747
2720,MAHARASHTRA,20,22,5.6,6.9,8,8.7,510,1402,5.6,8,9.95,10,17,110,30,130,19.962783,79.277286
2721,MAHARASHTRA,18,22,5.3,7.2,7.2,8.4,358,1220,6,7.8,9.08,9.98,30,70,80,110,19.956027,79.099547
2174,MAHARASHTRA,18,22,4.9,6.3,7.6,8.3,450,1382,7.8,12.5,1.54,2,50,110,110,170,19.922574,79.113955
2156,MAHARASHTRA,19,22,4.1,7.4,8,8.7,488,1360,5.2,14,9.72,10,30,80,4,170,20.062424,78.956456
1212,MAHARASHTRA,18,22,4.3,6.1,7.7,8.5,514,1626,6,10,9.85,11,50,140,70,220,19.77611,79.354942
1213,MADHYA PRADESH,19,28,7.4,7.6,7.2,8.2,340,560,1.2,2,0.44,2,4,4,7,150,21.802913,80.157861
1214,MADHYA PRADESH,19,24,7.4,7.8,7.1,8.3,366,695,2,7.6,0.2,3.33,23,75,11,240,21.804398,80.157483
3330,MADHYA PRADESH,19,25,6.8,7.6,7.1,8.4,266,612,1,3.4,1.66,2,3,39,6,240,22.396132,79.540674
1910,MAHARASHTRA,20,29.5,4,7,7.9,8.5,482,790,5.8,15,9.72,10,80,500,150,500,19.731126,79.776401
2173,MAHARASHTRA,19,28,4.8,6.4,7.6,8.5,314,618,4.8,8,0.26,2,30,140,50,280,21.380729,79.745477
2172,MAHARASHTRA,19,28,5,6.5,7.1,8.5,322,692,5.6,11,0.67,2,20,280,90,360,21.380853,79.745595
2175,MAHARASHTRA,18,22,5.2,7.1,6.8,8.4,472,1370,4.8,7.8,10.98,11,40,140,60,270,20.609867,79.857681
2176,MAHARASHTRA,18,22,5,6.5,6.8,8.5,510,1540,6.5,14,10.1,10,80,240,140,500,20.610126,79.858051
11,MAHARASHTRA,18,22,5.4,6.7,8.1,8.6,476,1410,4.8,8,9.87,10,70,170,130,240,19.715385,79.685289
1908,MAHARASHTRA,20,26,4.4,6.5,7.5,8.7,440,888,5.2,8,0.775,4,70,240,90,350,21.246917,79.153882
3312,MADHYA PRADESH,18,26,6.9,7.8,7.1,7.6,323,586,1.3,4.6,0.62,1,4,43,11,460,22.061124,78.952935
1909,MAHARASHTRA,20,29,4.2,6.8,7.7,8.7,490,810,6,8.4,0.915,1,30,130,90,300,21.087098,79.474422
2170,MAHARASHTRA,24,26,5.5,7,8,8.7,410,782,5.4,8,2.22,6,22,60,60,180,21.206788,79.246193
2171,MAHARASHTRA,20,26,4.3,5.9,7.8,8.9,478,810,7.2,12,1.66,6,50,80,70,210,21.209724,79.236711
1913,MAHARASHTRA,28,38,5.5,5.8,8.2,8.9,37,782,4.6,8.2,9.91,10,80,170,110,300,20.933469,76.276878
2700,MAHARASHTRA,20,26,5.1,6,8.4,8.7,492,910,7,8.4,3.51,4,90,280,140,900,21.129844,77.57423
1315,MAHARASHTRA,19,23,4.5,6.4,7.9,8.5,534,994,6.4,13,1.08,1.09,30,170,70,500,20.726241,78.31758
2372,ANDHRA PRADESH,19,21,5.8,7.2,7.7,8.6,443,608,0.2,0.5,0.36,1,2,2,700,1200,17.224489,80.127061
2373,ANDHRA PRADESH,20,22,6.8,7.9,7.1,8,118,168,�,�,0,0,2,2,200,400,17.616333,81.286295
2657,MAHARASHTRA,22,27,6.2,6.7,7.9,8.2,440,476,4,4,0,0,2,3,80,90,18.916511,75.743889
2660,MAHARASHTRA,24,30,4.8,7,7.3,8.3,230,374,2.6,4.2,1.416,2,17,70,70,210,19.932352,73.856413
2661,MAHARASHTRA,25,29,4,6.7,7.6,8.5,161,866,2.6,6.5,1.783,7,22,33,70,110,19.761988,73.737187
2662,MAHARASHTRA,25,28,5,7,7.7,8.5,180,629,2,5,1.975,2,21,34,70,110,19.870494,73.829919
2663,MAHARASHTRA,26,28,5.9,6.9,7.7,8.5,179,527,2.4,4,1.868,2,16,34,60,110,19.872772,73.834011
2664,MAHARASHTRA,24,27,4.6,7,7.5,8.4,227,465,2.6,6,7.805,8.29,16,40,90,110,19.900366,73.838095
2697,MAHARASHTRA,18,22,5,7.2,7.9,8.7,508,1442,4.6,8.4,9.83,10,30,70,30,70,19.597589,77.691614
2698,MAHARASHTRA,17,22,5.4,7.2,7.8,8.6,436,1436,6,8.8,9.83,10,17,80,22,110,19.724881,77.446567
2699,MAHARASHTRA,18,28,4.4,6.4,8.1,8.5,526,810,5.2,12,2.67,5,50,80,80,170,20.150364,76.560336
2722,MAHARASHTRA,18,28,5.2,6.8,7.8,8.7,460,810,6.2,8.4,0.517,4,34,70,60,170,20.555303,78.816456
2723,MAHARASHTRA,18,28,4.6,6.5,7.8,8.7,510,842,7.8,12,0.38,5,40,170,90,350,20.544289,78.811978
1194,MAHARASHTRA,22.5,28.4,5.8,6.2,7.8,8.8,108,192,3.4,6.2,0.16,1.02,9,40,120,275,17.981764,73.795456
1153,MAHARASHTRA,26,32,6.6,7.4,7.1,8.1,136,527,1.8,4,2.39,2.86,2,6,80,120,16.657053,73.521386
36,MAHARASHTRA,22,25.4,5.7,5.9,7.9,8.8,133,238,4.2,7.4,0.53,1.05,80,425,900,1800,17.295256,74.188776
1906,MAHARASHTRA,20,27,5.8,7.5,7.6,8.6,199,418,2,8.2,1.33,4,2,4,80,130,17.029275,74.380064
37,MAHARASHTRA,22,28,6.1,6.9,7.5,8.5,196,892,2.4,6.4,2.45,3,2,6,110,140,16.824045,74.64951
1310,MAHARASHTRA,25,32,6.4,7.4,7.5,8.2,133,597,2,4.8,2.54,3.88,4,6,90,140,16.681396,74.590278
2187,MAHARASHTRA,20.9,23,5.6,5.9,8.2,9.1,280,518,4,6.4,0.38,1,95,350,900,1800,17.688548,74.063324
2188,MAHARASHTRA,20.2,21.9,5,6,8.1,8.8,173,502,4.6,7.6,0.22,4,120,350,900,1800,17.688252,74.063303
2190,MAHARASHTRA,22,28.7,2.8,5.8,8.2,9,258,586,3.6,8.6,0.24,5,70,350,900,1800,17.949284,73.891316
1182,KARNATAKA,24,33,5.9,11.4,7.5,8.9,230,1780,0.5,2.6,7.11,8,12,900,22,1600,16.640864,74.821308
1889,KARNATAKA,23,32,5.6,11.7,7.3,9.1,250,1300,0.9,2.5,0,26,22,900,50,1600,16.5575,74.679717
1181,KARNATAKA,28,29,5,5.8,7.5,9.5,230,780,0.5,3.2,0,14,6,900,12,1600,16.242436,76.370678
1170,KARNATAKA,28,32,6,7.6,8.2,8.7,376,828,1,2,0.42,0,170,900,500,1600,16.380508,77.362725
1028,KARNATAKA,26,34,6.6,7.8,7.7,8.3,359,753,1,2,0.432,1.64,70,1600,220,1600,16.369172,76.656647
2781,KARNATAKA,28,29.5,4.9,5.9,7.1,9.4,240,690,0.7,3.3,0,0,7,900,12,1600,16.325069,75.899925
1784,ANDHRA PRADESH,29,30,6.4,6.8,8.4,8.4,688,758,13,14,0,0,90,170,220,350,16.424222,77.278883
1175,ANDHRA PRADESH,23,29,6.1,6.2,7.5,8.5,390,600,2.4,2.8,4.3,6,60,150,180,1200,16.001874,78.364986
39,ANDHRA PRADESH,29,30,6.2,6.9,8.3,8.5,675,869,9,12,0,0,90,170,500,500,16.338826,77.610192
1465,ANDHRA PRADESH,25,30,5.1,6.1,8.4,9,516,2098,0.8,4,0.5,1,20,230,155,240,16.694675,79.689933
1786,ANDHRA PRADESH,19,22,6,6.8,7.5,8.5,648,875,0.7,0.8,0.31,1,2,2,1100,1200,16.801875,80.129553
1787,ANDHRA PRADESH,25,27,6.2,7.5,7.1,9.2,607,865,0.4,0.8,0.52,1,2,2,900,1200,16.582608,80.343451
25,ANDHRA PRADESH,17,23,6,6.4,7.4,8.4,689,787,0.8,1.2,0.36,1,2,2,900,1200,16.492476,80.640839
3079,ANDHRA PRADESH,18,18,3.3,3.3,6.8,6.8,1634,1634,1,1,0.86,1,2,2,1200,1200,16.398256,80.721106
3083,ANDHRA PRADESH,25,26,5.8,6,7.1,7.6,350,410,2,2.1,0,4,90,110,180,1000,16.087917,78.890169
1782,ANDHRA PRADESH,18,21,5.6,6.2,7.5,8.5,676,858,0.8,1,0.44,1,2,2,400,1100,16.000123,81.079082
1311,MAHARASHTRA,24,33,6,7.3,7.2,8,133,335,2.2,8.2,2.35,3.33,2,12,110,220,16.746155,74.445716
2163,MAHARASHTRA,25,32,6.3,7.4,7.1,8.1,118,365,1.8,4.8,2.37,3.89,2,12,110,220,16.721492,74.594819
1904,MAHARASHTRA,24,33,6.6,7.2,7,8.5,147,256,2,3.6,1.78,2,2,6,90,140,16.688467,74.169462
1905,MAHARASHTRA,24,33,5.9,7.2,6.9,8.2,132,243,2.2,8.2,3.95,4,4,9,130,170,16.695477,74.274998
1189,MAHARASHTRA,25,30,2.2,4.1,7.9,9.1,368,505,6.3,16.6,0.14,2.11,175,550,1600,1800,18.481871,73.829569
2655,MAHARASHTRA,22,27,4.7,5.9,8,8.9,234,482,4,8.6,0.32,5.6,75,225,900,1800,18.645719,74.056442
2656,MAHARASHTRA,20,27.5,5.2,6,8.2,8.8,284,687,4.4,7.6,0.86,3,25,425,550,1800,18.202061,75.088989
1190,MAHARASHTRA,24.5,30,0.8,2.8,7.5,8.8,377,513,14,20.8,0.27,5.46,275,900,1800,1800,18.54325,73.885036
1191,MAHARASHTRA,19,28,2.9,5.6,8.2,8.9,449,1075,4.2,14,0.62,4.89,140,350,1600,1800,18.560303,74.37332
1192,MAHARASHTRA,20,28,1.9,5.5,8.2,8.9,364,690,4.6,16,0.8,3,70,350,900,1800,18.464553,74.583576
1188,MAHARASHTRA,32,38,5.7,5.9,8.2,8.9,694,1856,4.2,6.8,0.88,2.56,170,350,1600,1800,17.985845,75.116249
28,MAHARASHTRA,25,35,5.4,5.9,8.1,8.9,128,1713,4.2,6.8,0.85,3.45,110,250,1600,1600,17.703734,75.544604
1183,KARNATAKA,25,30,5.9,7.5,7.8,8.6,551,1610,2.7,4,0.38,1.54,220,1600,900,1600,17.179219,76.566603
1184,KARNATAKA,26,29,5.6,7.4,7.4,8.6,390,1260,2.1,4.8,0.34,2.56,280,1600,900,1600,17.069328,76.794283
1167,KARNATAKA,27,38,6.5,8.2,7.5,8.4,511,907,2,3.5,0.59,1,500,1600,900,1600,16.7341,77.130744
1888,KARNATAKA,26,29,5.9,7.2,7.2,8.6,442,1200,2,3.2,0.36,2.27,300,1600,900,1600,17.043481,76.814478
1185,KARNATAKA,23,35.5,5.1,8.1,7.6,8.7,170,3600,0.4,2.1,0,24.88,80,900,300,1600,16.328103,75.268333
1163,KARNATAKA,22,33,6.3,8.6,7.5,8.6,200,470,1,3,0.44,9.42,22,900,34,1600,16.174961,74.822508
1187,KARNATAKA,21,33,6.1,8.4,7.1,8.8,130,400,0.6,2.9,0,6.4,9,900,900,1600,15.633431,74.510322
1164,KARNATAKA,22,29,4.9,9.7,7.4,9.7,160,570,0.1,3.4,0,7.46,17,900,30,1600,15.797983,75.191492
1186,KARNATAKA,25,34.6,4.2,8.5,7.7,8.8,310,1800,0.5,3.1,0,21,80,900,80,1600,16.009319,75.878022
2764,KARNATAKA,25,33.8,4.8,9,7.4,8.8,310,1700,0.8,3.7,0,12.44,80,900,110,1600,15.875672,75.722272
38,KARNATAKA,�,�,�,�,�,�,180,380,�,�,0,0.32,50,170,110,280,14.236122,75.659356
1029,KARNATAKA,22,29,6.6,7.8,7.7,9.2,194,690,2,4,0.1,1.8,30,170,110,280,14.325397,75.771092
29,KARNATAKA,26,35,6.8,7.6,7.6,8.6,167,384,1.2,3,0.3,1.4,110,1600,170,1600,15.494844,76.692417
2768,KARNATAKA,25,30,5.6,6.9,7.2,8.8,310,1260,1.2,7.8,0.2,0.8,140,280,280,900,14.514278,75.785697
2769,KARNATAKA,24,30,6,7,7.5,8.8,215,935,3,4.5,0,0.7,70,170,170,350,14.5265,75.796072
2770,KARNATAKA,24,29,5.2,7,7.4,9,200,560,2,5,0.1,2.2,50,170,110,500,14.515836,75.797939
2776,KARNATAKA,24,29,6.4,7.6,7.6,9.2,158,320,1,3,0.36,0.88,220,1600,500,1600,15.41225,76.58625
2766,KARNATAKA,24,29,6.4,7.6,7.6,9.2,215,480,1,3,0,0.4,22,170,110,280,14.514278,75.785697
2767,KARNATAKA,2,29,6.2,7.6,7.6,9.1,180,490,1,7.2,0,0.2,22,110,70,280,14.514278,75.785697
1174,ANDHRA PRADESH,24,26,5.9,6.2,7.3,7.8,330,360,1.8,2.4,1,4,80,160,630,1100,15.8483,78.034942
1785,ANDHRA PRADESH,24,26,5.9,6.3,7.8,8.1,480,510,2.1,2.6,2.6,4,40,130,180,1200,15.944453,77.419709
1168,KARNATAKA,24,29,5.6,6.9,7.2,8.6,38,480,1.6,6,0,0.9,30,350,140,900,13.926464,75.583336
1896,KARNATAKA,24,30,6.2,7.1,7.4,8.5,134,410,1.7,5,0.06,1.5,70,240,170,500,14.011333,75.676667
1091,KARNATAKA,16,28,5.5,7.2,7.3,8.2,180,480,1,1,0.12,0.2,470,1600,2200,2200,13.003125,77.565306
1387,KARNATAKA,24,30,5,6.9,7.1,8.3,152,440,3,6,0.1,2.3,140,900,350,1600,13.832272,75.713164
1169,KARNATAKA,24,30,6,7,7.5,8.4,144,430,1.7,5,0.1,1.9,90,240,140,500,13.989311,75.683736
2765,KARNATAKA,24,29,5.7,6.9,7.6,8.6,138,230,1.4,2,0,0.6,30,80,90,170,13.812647,75.716319
2771,KARNATAKA,16,28,5.4,7.4,7.2,8.1,160,420,1,1,0.01,0.15,240,1600,1500,1600,13.212753,75.234217
1172,ANDHRA PRADESH,23,29,6.1,6.7,7.8,8.6,386,430,7,7,0,11.3,170,280,500,900,17.370422,78.472561
1173,ANDHRA PRADESH,29,31,0,0,7.7,8.4,1540,1540,50,75,0,27.3,1600,1600,1600,1600,17.370097,78.469786
2339,ANDHRA PRADESH,24,30,0,0,7.4,7.5,1450,1474,60,180,0,35.3,500,900,900,1600,17.382722,78.557775
3082,ANDHRA PRADESH,26,30,3.1,5.1,7.8,8.7,1417,2223,1.5,4.6,1.8,18,28,35,103,220,17.247636,79.492042
1178,ANDHRA PRADESH,19,20,5.9,6.3,7.4,8.5,850,1250,0.2,0.8,0.16,0.82,2,2,1200,1400,16.951698,80.048401
1177,ANDHRA PRADESH,22,22,6.4,6.4,7.5,7.5,747,747,0.6,0.6,0.13,0.86,2,2,1200,1200,16.670823,80.297751
1895,KARNATAKA,26,30,6.1,7.4,7.8,8.6,400,770,2,3.6,0.3,1.2,900,1600,1600,1600,17.107483,76.955311
2777,KARNATAKA,26,29,6.3,7.4,7.8,8.6,410,780,2,3,0.14,1.25,170,1600,500,1600,17.139369,76.966739
2349,ANDHRA PRADESH,26,31,4.4,5.2,7.4,8.9,1619,2078,6.8,12,2,33,30,42,155,420,18.351114,78.73601
2350,ANDHRA PRADESH,�,�,�,�,�,�,�,�,�,�,1.2,1.4,�,�,�,�,15.819061,78.056866
2351,ANDHRA PRADESH,24,27,5.4,6.1,7.6,8.1,390,410,2.4,2.8,1.2,1.6,20,120,280,1200,15.49,78.4748
2763,KARNATAKA,26.5,34.5,5.1,7.8,7.1,8.8,170,3100,0.3,2.6,0,18.22,140,900,350,1600,16.503131,75.116569
1256,ANDHRA PRADESH,28,29.5,7,7.3,7.8,8.1,350,400,2.1,2.3,1.4,2,160,180,1000,1150,14.572795,78.79715
1257,ANDHRA PRADESH,21,29,6.2,6.6,8.2,8.6,1062,1201,0.6,0.8,0,0,2,2,400,1200,14.481442,79.290142
30,ANDHRA PRADESH,28.5,29.5,6.9,7.2,8,8.3,390,420,2,2.4,1.4,2,100,120,1000,1200,14.464393,78.964627
1198,KARNATAKA,22,28,6.2,8.2,6.2,8.3,35,104,1,1,0,0.07,20,260,110,840,12.314149,75.698522
1195,KARNATAKA,22,30,6.4,8.8,6.3,8.1,50,119,1,1,0.07,0.2,78,380,310,1700,12.448489,75.96987
33,KARNATAKA,24,29,5.5,8,7.1,8.9,80,359,1,2,0.15,0.49,110,580,470,2200,12.425291,76.57265
1386,KARNATAKA,24,28,6.4,7.8,7.3,8.8,82,362,1,2,0.16,0.5,140,630,580,2200,12.418187,76.679259
1171,KARNATAKA,25,28,5.7,7,7.3,8.6,96,377,1,4,0.2,0.53,200,4900,780,24000,12.423705,76.693672
34,KARNATAKA,26,28,5.2,8.7,7,8.8,95,448,1,3,0.17,0.53,92,630,390,2800,12.25531,77.163515
2773,KARNATAKA,25,30,4.4,8.7,7.1,8.8,90,530,1,3,0.33,0.6,92,700,390,2400,12.321469,76.841472
2774,KARNATAKA,25,27,5.3,6.8,7.4,8.7,85,387,1,3,0.18,0.51,320,3900,1300,14000,12.425022,76.653544
50,TAMILNADU,22,32,3.6,7.9,7.3,8.9,108,477,0.3,7,0.07,0.29,84,54000,110,92000,11.796255,77.806971
1322,TAMILNADU,23,29,3.8,9,7.6,8.9,155,551,0.3,3,0.04,0.6,84,35000,110,54000,11.445663,77.677626
51,TAMILNADU,26,33,2,13.6,7.4,8.3,110,2870,0.6,6,0.04,0.49,110,35000,170,54000,11.368215,77.741107
1320,TAMILNADU,24,30,1.8,8.4,7.7,9.1,152,1640,0.3,8.5,0.03,0.8,170,54000,220,92000,11.335795,77.753762
1323,TAMILNADU,26,32,6.1,13.3,7.4,9.1,173,786,0.5,1.3,0.06,0.75,110,5400,210,9200,11.18,78.01
3015,TAMILNADU,27,32,2.8,10.4,7.8,9.4,150,1159,0.4,1.4,0.03,0.31,110,3500,170,9200,10.974467,78.180075
1324,TAMILNADU,16,31,6.5,13.4,7.3,9.3,165,886,0.5,1.7,0.02,1.17,94,5400,120,9200,11.064392,78.120358
1451,TAMILNADU,27,31.5,5.7,10.6,7.7,9.2,160,675,0.1,2.7,0.04,0.4,110,490,220,790,11.050024,78.120645
31,TAMILNADU,25,32,6.1,10.2,7.3,8.7,300,937,0.2,1.8,0.09,1.14,110,13000,210,35000,10.955345,78.443949
3016,TAMILNADU,25,32,6,9.4,7.1,8.8,184,796,0.3,2,0.07,0.51,90,540000,210,920000,10.906389,78.489697
1202,TAMILNADU,25,32,6.5,9.4,7.1,8,154,674,0.1,2.2,0.05,0.7,33,1400,140,3500,10.833263,78.718224
1325,TAMILNADU,25,30,2.1,8,7.2,8.3,196,1115,0.2,4.2,0.02,0.98,25,240000,79,540000,10.766809,78.665272
1203,TAMILNADU,25,30,4.7,9.1,7.3,8.3,225,886,0.4,4,0.06,0.95,110,17000,240,35000,10.830327,78.81177
