STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,TOTAL_DISSOLVED_SOLIDS_Min,TOTAL_DISSOLVED_SOLIDS_Max,FLUORIDE_Min,FLUORIDE_Max,ARSENIC_Min,ARSENIC_Max,Latitude,Longitude
3159.0,BIHAR,19,25,7,7.28,689,721,-,-,1.28,1.8,BDL,BDL,2,2,454,520,0.53,0.66,-,-,25.586566,84.449575
3160.0,BIHAR,21,29,6.88,7.25,289,306,-,-,0.62,0.62,BDL,BDL,BDL,BDL,196,220,0.23,0.23,-,-,26.981397,84.853981
3161.0,BIHAR,23,25,6.91,7.1,696,920,BDL,BDL,0.49,0.49,BDL,BDL,BDL,BDL,468,598,BDL,BDL,-,-,25.534142,87.580264
3162.0,BIHAR,23,23,7.77,7.77,759,759,-,-,BDL,BDL,BDL,BDL,BDL,BDL,494,494,0.77,0.77,-,-,26.004064,85.08065
2041.0,CHANDIGARH,26,27.5,7,7.1,785,882,1.5,1.5,3.9,3.9,BDL,BDL,33,33,394,472,0.26,0.26,BDL,BDL,30.719562,76.76397
2043.0,CHANDIGARH,28,28,7.6,7.6,948,948,BDL,BDL,1.7,1.7,BDL,BDL,79,79,422,422,0.22,0.22,BDL,BDL,30.731825,76.725717
2044.0,CHANDIGARH,27,28,7,7,689,968,BDL,BDL,3.7,4.5,BDL,BDL,27,49,308,428,BDL,BDL,BDL,BDL,30.776019,76.74926
2045.0,CHANDIGARH,27,28,7.1,7.4,599,859,1.1,1.2,4.7,4.9,BDL,BDL,33,41,276,466,0.53,0.54,BDL,BDL,30.75385,76.740867
1622.0,CHHATTISGARH,28,33,7.5,7.8,316,316,1.1,1.1,0.46,0.46,BDL,BDL,BDL,BDL,270,270,-,-,-,-,22.079625,82.139142
1623.0,CHHATTISGARH,28.5,33,7.5,8,310,312,1.2,1.2,0.46,0.47,BDL,BDL,2.1,2.1,270,270,-,-,-,-,22.079625,82.139142
3171.0,CHHATTISGARH,24,28,7.21,7.52,1425,1425,3,8,0.1,40,40,40,34,34,90,200,-,-,-,-,21.201958,81.340825
3172.0,CHHATTISGARH,26.2,26.3,7.01,7.37,375,3692,BDL,BDL,1.27,18.79,2,2,2.2,12,104,149,-,-,-,-,22.424406,82.73913
3173.0,CHHATTISGARH,26.1,26.2,7.05,7.41,496,4565,BDL,BDL,1.21,15.63,2,2,2.2,8,95,166,-,-,-,-,22.393874,82.678762
3174.0,CHHATTISGARH,26.3,26.4,7.23,7.26,242,1602,BDL,BDL,1.68,20.69,2,2,2,2,110,162,-,-,-,-,22.385857,82.683508
1440.0,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",29.3,30.1,7.33,7.36,889,913,BDL,BDL,4.03,4.23,6,10,12,18,602,604,0.33,0.33,0.01,0.01,20.407256,72.876327
2448.0,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",29.1,30.1,7.33,7.37,489,502,BDL,BDL,3.96,4.18,28,38,62,72,322,341,BDL,BDL,0.01,0.01,20.447361,72.857456
2449.0,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",29.1,29.9,7.35,7.44,2025,2109,BDL,BDL,1.78,1.82,6,8,12,12,1296,1350,0.29,0.31,0.01,0.01,20.400458,72.878133
2450.0,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",29.6,29.8,7.12,7.34,703,765,BDL,BDL,2.2,2.5,4,6,10,14,449,489,0.62,0.63,0.01,0.01,20.426775,72.847097
2451.0,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",28.9,29.8,7.19,7.53,1203,1307,BDL,BDL,1.85,1.92,4,8,8,12,806,836,0.22,0.29,0.01,0.01,20.40115,72.892161
2452.0,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",29,29.7,7.12,7.25,467,489,BDL,BDL,3.68,3.82,16,22,32,36,308,322,BDL,BDL,0.01,0.01,20.384203,72.883423
2453.0,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",28.9,29.6,7.17,7.42,518,576,BDL,BDL,2.37,2.57,6,10,14,22,341,385,0.38,0.43,0.01,0.01,20.126292,73.062664
2454.0,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",29.4,29.4,7.2,7.6,580,589,BDL,BDL,BDL,BDL,6,12,12,20,317,400,0.5,0.7,0.01,0.01,20.271932,72.998411
2455.0,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",28.7,29.5,7.07,7.21,1015,1209,BDL,BDL,4.46,4.63,8,12,16,24,670,761,0.25,0.25,0.01,0.01,20.242592,73.014025
2456.0,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",28.9,29.8,7.21,7.24,2715,2715,BDL,BDL,3.3,3.59,2,6,8,14,1792,1873,0.84,0.92,0.01,0.01,20.310619,72.960967
2457.0,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",28.9,29.8,7.53,7.55,425,451,BDL,BDL,1.35,1.47,6,6,10,16,295,312,0.26,0.3,0.01,0.01,20.293589,73.068986
2458.0,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",29.2,29.7,7.53,7.81,3584,3719,BDL,BDL,1.55,1.72,4,8,14,16,2329,2491,0.23,0.27,0.01,0.01,20.316669,72.966672
3477.0,DELHI,-,-,7.6,7.6,-,-,-,-,BDL,BDL,-,-,-,-,896,911,-,-,-,-,28.797075,77.133117
3479.0,DELHI,-,-,7.2,7.3,-,-,-,-,0.41,0.45,-,-,-,-,612,623,-,-,-,-,28.556339,77.206494
3480.0,DELHI,-,-,7.3,7.6,-,-,-,-,0.52,0.65,-,-,-,-,258,279,-,-,-,-,28.805331,77.046247
3483.0,DELHI,-,-,7.5,7.7,-,-,-,-,BDL,BDL,-,-,-,-,352,768,-,-,-,-,28.755,77.199
3485.0,DELHI,-,-,6.9,7.1,-,-,-,-,0.4,0.42,-,-,-,-,280,295,-,-,-,-,28.572486,77.232919
3488.0,DELHI,-,-,6.9,7.1,-,-,-,-,BDL,BDL,-,-,-,-,572,600,-,-,-,-,28.684654,77.314976
3489.0,DELHI,-,-,6.9,7.1,-,-,-,-,BDL,BDL,-,-,-,-,570,577,-,-,-,-,28.573669,77.055899
3490.0,DELHI,-,-,7.1,7.2,-,-,-,-,0.64,0.72,-,-,-,-,621,627,-,-,-,-,28.457589,77.178719
3492.0,DELHI,-,-,7.2,7.4,-,-,-,-,0.31,0.35,-,-,-,-,690,700,-,-,-,-,28.629953,77.320258
3493.0,DELHI,-,-,7.1,7.4,-,-,-,-,BDL,BDL,-,-,-,-,502,521,-,-,-,-,28.666309,77.273879
3494.0,DELHI,-,-,6.7,6.9,-,-,-,-,BDL,BDL,-,-,-,-,790,798,-,-,-,-,28.722494,77.144697
3496.0,DELHI,-,-,7.2,7.7,-,-,-,-,0.73,0.79,-,-,-,-,746,842,-,-,-,-,28.668728,77.230422
3498.0,DELHI,-,-,7,7.1,-,-,-,-,0.48,0.49,-,-,-,-,460,469,-,-,-,-,28.54985,77.260786
3500.0,DELHI,-,-,7.4,7.9,-,-,-,-,0.32,0.38,-,-,-,-,512,534,-,-,-,-,28.680544,77.203628
3503.0,DELHI,-,-,7,7.2,-,-,-,-,0.32,0.32,-,-,-,-,355,395,-,-,-,-,28.653008,77.192353
3514.0,DELHI,-,-,7.1,7.2,-,-,-,-,0.31,0.32,-,-,-,-,812,819,-,-,-,-,28.611486,77.049103
3515.0,DELHI,-,-,6.6,7.2,-,-,-,-,0.43,0.43,-,-,-,-,475,540,-,-,-,-,28.627219,77.12405
3516.0,DELHI,-,-,7.2,7.5,-,-,-,-,BDL,BDL,-,-,-,-,475,495,-,-,-,-,28.614625,77.312158
3517.0,DELHI,-,-,7.3,7.4,-,-,-,-,0.59,0.59,-,-,-,-,765,770,-,-,-,-,28.605978,76.991206
3518.0,DELHI,-,-,7.1,7.2,-,-,-,-,0.48,0.5,-,-,-,-,860,874,-,-,-,-,28.632142,77.138853
3520.0,DELHI,-,-,7,7.2,-,-,-,-,0.85,0.9,-,-,-,-,844,853,-,-,-,-,28.567406,77.292078
3523.0,DELHI,-,-,7.2,7.3,2297,2377,-,-,0.33,3.12,BDL,BDL,BDL,BDL,1307,1448,0.5,0.5,BDL,BDL,28.655714,77.295122
3524.0,DELHI,-,-,7.4,7.4,-,-,-,-,BDL,BDL,-,-,-,-,1220,1250,-,-,-,-,28.665694,77.093931
3525.0,DELHI,-,-,7.3,7.4,-,-,-,-,BDL,BDL,-,-,-,-,405,415,-,-,-,-,28.650511,77.169181
3526.0,DELHI,-,-,7.4,7.6,-,-,-,-,0.41,0.41,-,-,-,-,1109,1123,-,-,-,-,28.61225,77.285689
3527.0,DELHI,-,-,7.4,7.9,-,-,-,-,1.25,1.25,-,-,-,-,1102,1109,-,-,-,-,28.639439,77.310961
3528.0,DELHI,-,-,7.6,7.8,-,-,-,-,BDL,BDL,-,-,-,-,3354,3370,-,-,-,-,28.679675,77.092711
3529.0,DELHI,-,-,7.5,7.5,-,-,-,-,0.32,0.32,-,-,-,-,319,342,-,-,-,-,28.579181,77.201353
3530.0,DELHI,-,-,7.1,7.2,-,-,-,-,BDL,BDL,-,-,-,-,424,478,-,-,-,-,28.652997,77.299056
3531.0,DELHI,-,-,7.7,7.8,-,-,-,-,0.49,0.5,-,-,-,-,2775,2790,-,-,-,-,28.571769,77.165053
3532.0,DELHI,-,-,7.2,7.5,-,-,-,-,0.7,0.88,-,-,-,-,407,448,-,-,-,-,28.639864,77.180092
3533.0,DELHI,-,-,7.5,7.7,-,-,-,-,0.31,0.32,-,-,-,-,332,339,-,-,-,-,28.677442,77.217708
3534.0,DELHI,-,-,6.9,7,-,-,-,-,0.4,0.4,-,-,-,-,724,801,-,-,-,-,28.614361,77.199622
3535.0,DELHI,-,-,7.1,7.6,-,-,-,-,1.17,1.26,-,-,-,-,298,375,-,-,-,-,28.736069,77.091128
3536.0,DELHI,-,-,7.1,7.3,-,-,-,-,0.34,0.34,-,-,-,-,515,518,-,-,-,-,28.524594,77.206678
3537.0,DELHI,-,-,6.5,6.9,-,-,-,-,0.47,0.58,-,-,-,-,428,440,-,-,-,-,28.681614,77.270975
3538.0,DELHI,-,-,7.5,7.6,-,-,-,-,0.83,0.83,-,-,-,-,1040,1114,-,-,-,-,28.843719,77.089375
3539.0,DELHI,-,-,7.4,7.5,-,-,-,-,0.44,0.51,-,-,-,-,1680,1710,-,-,-,-,28.843025,77.12602
3540.0,DELHI,-,-,7.4,7.5,-,-,-,-,0.4,0.42,-,-,-,-,684,690,-,-,-,-,28.698114,77.070828
3541.0,DELHI,-,-,7,7.5,-,-,-,-,0.74,0.75,-,-,-,-,746,755,-,-,-,-,28.682331,76.967181
3542.0,DELHI,-,-,7.5,7.7,-,-,-,-,0.31,0.61,-,-,-,-,372,380,-,-,-,-,28.638739,77.094114
3543.0,DELHI,-,-,7.1,7.3,-,-,-,-,0.52,0.65,-,-,-,-,524,555,-,-,-,-,28.604678,77.306886
3544.0,DELHI,-,-,7.2,7.4,-,-,-,-,0.83,0.83,-,-,-,-,394,402,-,-,-,-,28.567089,76.910736
3545.0,DELHI,-,-,7.1,7.4,-,-,-,-,0.35,0.35,-,-,-,-,687,701,-,-,-,-,28.527303,77.151553
3546.0,DELHI,-,-,7.2,7.4,-,-,-,-,0.31,0.35,-,-,-,-,400,437,-,-,-,-,28.560258,77.156006
2277.0,GOA,30,31,6.62,7.04,339,392,1.1,1.7,0.32,3.72,BDL,BDL,2,2,229,284,BDL,BDL,0.01,0.01,15.368606,73.9448
2278.0,GOA,29,29,6.43,6.5,283,1867,1.6,1.6,0.32,5.74,13,13,23,23,157,1262,0.7,2.8,0.01,0.01,15.383933,73.873514
2280.0,GOA,28,30,5.5,7.7,57,59,3.2,3.2,0.32,0.32,BDL,BDL,BDL,BDL,36,38,BDL,BDL,0.01,0.01,15.462972,73.971447
2281.0,GOA,28,29,5.8,6.68,57,100,1.5,1.8,0.32,0.32,4.5,4.5,23,23,38,68,0.25,0.25,0.01,0.01,15.499056,73.932308
2282.0,GOA,28,29,6.95,7.22,270,317,2.2,2.2,0.32,0.4,BDL,BDL,23,23,169,191,0.6,0.6,0.01,0.01,15.529438,73.796302
3193.0,GOA,30,31,6.74,7.4,728,791,1.2,1.2,0.32,0.32,240,240,4.5,350,52,451,0.4,0.4,0.01,0.01,15.164621,73.989226
3194.0,GOA,28,28,5.61,6.1,98,102,BDL,BDL,0.32,0.72,2,2,6.8,6.8,63,65,BDL,BDL,0.01,0.01,15.385928,74.028225
3195.0,GOA,28,29,6.35,7.6,78,194,BDL,BDL,0.32,0.92,BDL,BDL,4.5,4.5,46,130,BDL,BDL,0.01,0.01,15.423045,73.954292
4409.0,GOA,26,29,5.48,7.42,48,171,1.2,1.7,0.32,2.12,33,2400,46,3500,28,100,0.33,0.33,0.01,0.01,15.533614,73.786404
3.0,GUJARAT,30,30,7.36,7.36,1490,1490,1.6,1.6,0.4,0.4,2,2,2,2,920,920,1.68,1.68,,,23.022784,72.571178
6.0,GUJARAT,28,29,7.64,7.75,1627,1702,BDL,BDL,0.45,1.77,BDL,BDL,BDL,BDL,1054,1296,0.91,1.27,BDL,BDL,22.307158,73.181219
1948.0,GUJARAT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.764472,72.151931
1949.0,GUJARAT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.62,71.230006
1950.0,GUJARAT,26,28,7.45,8.22,1112,2169,1,1.2,0.37,1.33,BDL,BDL,BDL,BDL,752,1456,0.3,0.3,BDL,BDL,21.522041,70.45785
1951.0,GUJARAT,30,30,8.39,8.39,1768,1768,1.1,1.1,1.24,1.24,BDL,BDL,BDL,BDL,1204,1204,BDL,BDL,BDL,BDL,22.303892,70.802158
1952.0,GUJARAT,29,30,7.72,8.37,2690,4584,1.1,1.2,1.21,1.22,-,-,-,-,1660,3036,1.21,1.21,BDL,BDL,22.720141,71.649491
1953.0,GUJARAT,27,28,7.25,7.7,1064,1524,BDL,BDL,0.33,0.34,BDL,BDL,BDL,BDL,576,758,0.23,0.25,BDL,BDL,22.470703,70.057739
1954.0,GUJARAT,30,31,7.55,7.98,3190,3550,1.5,1.6,0.33,0.39,BDL,BDL,2,2,2312,2402,0.55,0.62,-,-,23.242,69.666933
1955.0,GUJARAT,26,29,7.33,7.8,1956,2008,1.2,1.2,0.67,2.54,2,2,2,2,982,1090,0.78,0.81,BDL,BDL,24.17405,72.4331
1956.0,GUJARAT,29,29,7.49,7.7,2992,2992,BDL,BDL,0.49,0.49,BDL,BDL,BDL,BDL,1802,2112,0.72,0.86,BDL,BDL,23.587992,72.369308
1957.0,GUJARAT,27,29,7.73,8.12,1666,2178,1.1,1.1,0.44,0.51,2,2,2,2,750,960,1.66,3.15,BDL,BDL,23.919619,72.366836
1958.0,GUJARAT,25,27,7.84,7.97,856,1021,1.8,1.8,0.53,0.54,2,2,2,2,572,684,0.38,0.45,BDL,BDL,23.612325,72.960308
1959.0,GUJARAT,28,34,7.63,7.9,2014,2066,BDL,BDL,1.06,10.11,BDL,BDL,BDL,BDL,1216,1340,0.6,0.96,BDL,BDL,22.70001,72.870001
1960.0,GUJARAT,28,29,7.91,8.17,784,870,BDL,BDL,1.47,2.92,BDL,BDL,BDL,BDL,508,580,1.28,2.01,BDL,BDL,22.837931,74.253147
1961.0,GUJARAT,28,29,7.5,7.72,1060,1753,BDL,BDL,0.59,6.71,BDL,BDL,BDL,BDL,690,1050,0.88,0.96,BDL,BDL,22.778803,73.614281
1962.0,GUJARAT,28,30,6.98,8.06,5228,12930,1.7,2.1,0.96,5.9,BDL,BDL,BDL,BDL,3712,9400,0.94,1.81,BDL,BDL,22.307158,73.181219
1964.0,GUJARAT,29,30,6.88,8.17,3092,6847,1.6,1.7,0.41,0.87,2,2,2,2,1854,4768,0.49,0.51,BDL,BDL,21.140667,72.842727
1965.0,GUJARAT,29,29,8.25,8.25,787,787,1.5,1.5,,,2,2,2,2,364,364,0.54,0.54,BDL,BDL,21.169974,72.673905
1967.0,GUJARAT,28,28,7.36,7.36,1878,1878,BDL,BDL,0.51,0.51,BDL,BDL,BDL,BDL,1138,1138,0.52,0.52,-,-,20.537319,72.941042
1968.0,GUJARAT,27,27,7.54,7.54,663,663,BDL,BDL,0.49,0.49,BDL,BDL,BDL,BDL,424,424,0.48,0.48,-,-,20.365136,72.922025
1969.0,GUJARAT,28,28,7.24,7.89,867,1066,BDL,BDL,0.46,0.58,BDL,BDL,BDL,BDL,530,564,0.32,0.48,-,-,20.284507,72.854843
1970.0,GUJARAT,27,27,7.47,7.47,3328,3328,BDL,BDL,0.82,0.82,BDL,BDL,BDL,BDL,1780,1780,0.79,0.79,-,-,20.366667,72.900001
2083.0,GUJARAT,27,30,7.02,7.26,2969,3222,1.2,1.2,0.44,0.48,2,2,2,2,1710,1780,0.72,1.28,BDL,BDL,21.093078,72.857456
2084.0,GUJARAT,27,31,8.02,8.46,1266,3199,1.4,1.5,0.63,0.63,2,2,2,2,766,1986,0.27,0.83,BDL,BDL,21.082075,72.985392
2085.0,GUJARAT,27,29,7.41,7.9,2238,2816,1.2,1.2,0.32,0.75,2,2,2,2,1368,1734,0.53,1.01,BDL,BDL,23.101706,72.474661
2087.0,GUJARAT,29,29,7.7,7.7,774,774,1.6,1.6,,,2,2,2,2,358,358,0.82,0.82,BDL,BDL,21.105792,72.805043
2088.0,GUJARAT,29,30,6.98,7.1,7794,8161,1.6,1.7,0.2,0.57,2,2,2,2,4896,5650,0.51,0.53,BDL,BDL,21.093078,72.857456
2089.0,GUJARAT,29,30,7.63,8.12,3977,4091,1.4,1.5,0.48,0.5,2,2,2,2,1966,2386,0.4,0.42,BDL,BDL,21.196517,72.830936
2090.0,GUJARAT,28,29,7.5,7.55,14190,14510,1.5,1.5,0.48,0.67,2,2,2,2,8706,8892,0.26,0.28,BDL,BDL,21.340136,72.755392
2091.0,GUJARAT,30,31,7.88,8.4,2390,2434,1.5,1.6,0.32,0.32,2,2,2,2,1182,1460,0.31,0.35,BDL,BDL,20.94645,72.949736
2092.0,GUJARAT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.947567,72.930205
2093.0,GUJARAT,29,30,7.48,7.93,1994,2094,1.3,1.4,,,2,2,2,2,1158,1256,BDL,BDL,BDL,BDL,21.120001,73.120001
2094.0,GUJARAT,30,32,7.52,7.76,4312,4900,5,5,0.48,0.79,2,2,2,2,2624,3018,0.3,0.72,-,-,21.626625,73.014386
2095.0,GUJARAT,29,30,7.35,8.3,1930,2199,1.2,1.2,1.35,1.35,BDL,BDL,BDL,BDL,1308,1476,0.24,0.28,BDL,BDL,22.325303,70.768797
2096.0,GUJARAT,28,29,7.43,7.68,3825,7765,1.3,1.3,0.35,0.52,2,2,2,2,1832,4728,1.4,3.25,BDL,BDL,23.080616,72.66693
2097.0,GUJARAT,29,29,7.57,7.7,5465,7042,1.1,1.1,0.42,0.53,2,2,2,2,3260,4534,0.98,1.31,BDL,BDL,22.855423,72.365734
2098.0,GUJARAT,29,30,7.03,7.42,3403,3880,BDL,BDL,0.61,0.63,2,2,2,2,2050,2250,1.24,1.76,-,-,22.991197,72.566917
3207.0,GUJARAT,27,28,7.46,7.56,1730,2220,5,5,0.32,0.32,2,2,2,2,936,1164,0.5,0.54,-,-,21.636969,73.131793
3208.0,GUJARAT,27,27,7.87,7.87,899,899,BDL,BDL,0.53,0.53,BDL,BDL,BDL,BDL,454,454,0.48,0.48,-,-,20.608052,72.929151
3209.0,GUJARAT,26,29,7.58,8.15,892,1375,BDL,BDL,0.41,0.51,BDL,BDL,BDL,BDL,628,680,0.32,0.45,-,-,20.284672,72.855067
3210.0,GUJARAT,29,30,7.46,7.84,3920,3966,1.4,1.4,0.51,0.58,2,2,2,2,2380,2860,0.36,0.39,BDL,BDL,21.458587,72.942997
3211.0,GUJARAT,28,28,7.73,8.33,2040,2155,1.5,1.6,-,-,2,2,2,2,1146,1224,0.25,0.27,BDL,BDL,21.170075,72.96507
3212.0,GUJARAT,28,28,7.25,7.35,2420,2888,1.2,1.2,0.44,0.44,2,2,2,2,1610,1734,0.4,0.88,BDL,BDL,22.998773,72.554637
3213.0,GUJARAT,,,7.17,7.17,2230,2230,1.4,1.4,0.37,0.37,2,2,2,2,1320,1320,0.95,0.95,BDL,BDL,23.081253,72.667725
3214.0,GUJARAT,27,27,7.32,7.4,2817,3169,1.2,1.2,0.73,0.73,2,2,2,2,1648,1872,0.21,1.41,BDL,BDL,23.021548,72.663581
3215.0,GUJARAT,26,30,7.3,7.49,3209,4459,BDL,BDL,0.32,0.58,2,2,2,2,2004,2592,1.41,3.7,-,-,22.977868,72.543816
3216.0,GUJARAT,27,27,7.52,7.6,2640,3296,1.3,1.3,0.35,0.35,2,2,2,2,1744,1960,1,1.67,BDL,BDL,22.955938,72.639459
3217.0,GUJARAT,27,27,7.38,7.49,2595,2998,1.1,1.3,0.31,0.61,2,2,2,2,1516,1804,0.96,1.39,BDL,BDL,23.082136,72.66846
3218.0,GUJARAT,26,27,7.46,7.67,932,1410,1.4,1.4,0.37,0.56,2,2,2,2,566,750,0.52,1.21,BDL,BDL,23.462694,73.300731
3219.0,GUJARAT,25,27,7.18,7.22,1462,1690,BDL,BDL,0.33,0.68,2,2,2,2,754,870,0.9,1.01,BDL,BDL,23.825025,73.000853
3220.0,GUJARAT,32,36,7.67,7.9,2776,4620,BDL,BDL,0.4,8.8,BDL,BDL,BDL,BDL,1810,2460,0.24,0.6,BDL,BDL,22.710311,72.852892
3221.0,GUJARAT,27,28,7.43,7.81,700,717,5,5,0.32,0.32,2,2,2,2,478,496,BDL,BDL,-,-,21.871467,73.500417
3222.0,GUJARAT,31,32,7.57,7.64,3570,4270,5,5,0.34,0.34,2,2,2,2,2158,2700,0.53,0.6,-,-,21.630465,73.022882
3223.0,GUJARAT,30,30,7.78,8.08,1882,2450,BDL,BDL,0.41,0.41,BDL,BDL,BDL,BDL,980,1420,0.78,1.08,-,-,23.309945,72.264236
3224.0,GUJARAT,27,28,7.52,7.94,-,-,1.2,1.2,0.51,0.56,2,2,2,2,468,478,840,1108,BDL,BDL,24.257083,72.193084
3225.0,GUJARAT,30,30,7.44,7.89,2388,2450,BDL,BDL,0.45,0.87,BDL,BDL,BDL,BDL,1314,1390,0.89,1.72,BDL,BDL,23.7,72.55
3226.0,GUJARAT,27,28,7.6,8.08,2185,2386,1.1,1.1,0.42,0.42,2,2,2,2,1222,1330,1.86,4.02,-,-,23.849292,72.126753
3227.0,GUJARAT,30,35,7.43,7.59,2082,2644,BDL,BDL,-,-,BDL,BDL,BDL,BDL,1124,1474,0.9,1.51,-,-,23.56714,72.750648
3228.0,GUJARAT,28,29,7.45,7.5,3252,3908,BDL,BDL,1.26,7.14,BDL,BDL,BDL,BDL,1884,2110,0.99,1.44,BDL,BDL,22.541932,73.459228
3229.0,GUJARAT,28,29,7.2,7.76,1727,1836,BDL,BDL,0.67,9.98,BDL,BDL,BDL,BDL,1120,1310,0.94,1.1,BDL,BDL,22.840225,74.253625
3230.0,GUJARAT,28,28,7.1,7.97,3390,4511,1.1,1.1,1.33,1.35,BDL,BDL,BDL,BDL,2388,3048,0.77,0.95,-,-,21.521532,70.457033
3231.0,GUJARAT,26,35,7.72,8.02,560,630,2.3,2.8,-,-,BDL,BDL,BDL,BDL,382,412,-,-,-,-,23.291042,70.3416
3232.0,GUJARAT,30,33,7.87,8.22,2411,3494,1.4,1.5,0.51,0.58,2,2,2,2,1192,2096,0.24,0.26,BDL,BDL,20.768722,73.00164
3233.0,GUJARAT,30,31,8.15,8.21,2614,2629,1.7,1.7,0.33,0.47,2,2,2,2,1324,1576,0.28,0.29,BDL,BDL,20.949681,72.915022
3234.0,GUJARAT,28,30,6.92,8.29,4887,10717,1.6,1.6,1.14,11.9,BDL,BDL,BDL,BDL,3170,7230,0.81,1.35,BDL,BDL,22.413725,73.090994
3235.0,GUJARAT,28,30,7.6,7.64,2109,2798,1.1,1.1,0.39,0.72,2,2,2,2,1265,1624,0.58,0.99,BDL,BDL,23.246247,72.509283
3236.0,GUJARAT,28,32,7.63,7.76,3372,4690,1.3,1.3,0.47,0.7,2,2,2,2,1798,2520,0.58,0.81,BDL,BDL,23.027687,72.518736
3237.0,GUJARAT,28,31,7.59,8,1908,2837,1.1,1.1,0.41,0.51,2,2,2,2,1272,1716,0.37,1,BDL,BDL,22.894975,72.417879
3238.0,GUJARAT,29,29,7.75,7.85,5725,5989,BDL,BDL,0.79,4.8,BDL,BDL,BDL,BDL,3680,3720,0.59,1.08,BDL,BDL,24.325839,72.14038
3239.0,GUJARAT,29,29,7.65,7.67,3741,4020,BDL,BDL,0.86,9.5,BDL,BDL,BDL,BDL,2430,2612,0.77,1.11,BDL,BDL,22.538881,72.720061
3240.0,GUJARAT,27,30,7.45,7.6,-,-,1.1,1.1,1.35,1.43,BDL,BDL,BDL,BDL,760,1288,0.24,0.46,BDL,BDL,22.279594,70.835138
3241.0,GUJARAT,29,30,7.55,8.22,-,-,1.2,1.2,1.35,1.35,BDL,BDL,BDL,BDL,1624,1724,0.35,0.65,BDL,BDL,22.303828,70.802397
3242.0,GUJARAT,29,29,7.96,7.96,3020,3020,2.1,2.1,0.52,0.52,BDL,BDL,BDL,BDL,1710,1710,0.48,0.48,BDL,BDL,21.399603,72.174589
3243.0,GUJARAT,29,29,7.54,7.54,3870,3870,2.7,2.7,0.04,0.04,BDL,BDL,BDL,BDL,2146,2146,0.24,0.24,BDL,BDL,21.747898,72.074867
3244.0,GUJARAT,30,32,7.16,7.59,3042,3993,5,5,0.32,0.32,2,2,2,2,2070,2538,0.32,0.48,-,-,21.704767,72.995722
3245.0,GUJARAT,31,31,7.55,8.08,4515,5234,1.1,1.2,1.21,1.24,BDL,BDL,-,-,2740,3444,0.85,1.18,BDL,BDL,22.980975,71.4739
3246.0,GUJARAT,26,28,7.31,7.7,2418,2851,1.6,1.7,0.32,0.33,BDL,BDL,BDL,BDL,1308,1898,0.24,0.28,BDL,BDL,22.470878,70.059275
3247.0,GUJARAT,25,28,7.28,7.47,2280,2897,1.5,1.7,0.32,0.32,BDL,BDL,BDL,BDL,1316,1520,0.23,0.23,BDL,BDL,22.418404,70.042366
4411.0,GUJARAT,27,28,7.32,7.48,2755,2901,1.6,1.6,0.32,0.34,BDL,BDL,BDL,BDL,1314,1334,0.21,0.23,BDL,BDL,22.498056,70.058611
4412.0,GUJARAT,28,29,7.38,7.4,1390,5594,1.1,6,0.32,0.32,BDL,BDL,BDL,BDL,636,4106,0.25,0.25,BDL,BDL,22.479167,70.0975
4413.0,GUJARAT,28,29,8.05,8.42,1575,2012,BDL,BDL,0.47,3.77,BDL,BDL,BDL,BDL,1030,1372,0.6,0.72,BDL,BDL,22.291602,72.73921
4416.0,GUJARAT,29,29,7.78,7.9,2452,2524,BDL,BDL,0.32,0.81,-,-,-,-,1588,1640,0.77,0.85,BDL,BDL,22.220328,73.221501
4422.0,GUJARAT,28,29,7.14,7.32,976,1292,BDL,BDL,0.65,9.13,BDL,BDL,BDL,BDL,630,724,0.44,0.86,BDL,BDL,23.16095,73.59988
4836.0,HARYANA,-,-,7.8,8,850,874,BDL,BDL,-,-,-,-,BDL,BDL,510,686,-,-,-,-,30.12858,76.433176
4837.0,HARYANA,-,-,7.5,7.8,1080,1120,BDL,BDL,-,-,-,-,BDL,BDL,648,668,-,-,-,-,30.082977,76.263267
