STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,TOTAL_DISSOLVED_SOLIDS_Min,TOTAL_DISSOLVED_SOLIDS_Max,FLUORIDE_Min,FLUORIDE_Max,ARSENIC_Min,ARSENIC_Max,Latitude,Longitude
4380.0,ANDHRA PRADESH,21,22,7.26,7.93,802,980,2.2,2.4,0.65,0.71,3,3,9,14,498,584,0.58,0.61,0.0005,0.0036,16.512728,80.55287
4382.0,ANDHRA PRADESH,21,22,7.4,7.68,4360,4476,2.2,2.4,4.32,4.83,3,4,15,21,2730,2740,0.4,0.43,0.0049,0.0049,16.328558,80.483568
4384.0,ANDHRA PRADESH,24,25,7.3,7.98,9200,10280,2.4,2.8,8.37,9.1,3,10,39,75,5520,6270,0.99,1.23,0.0012,0.0014,15.467752,80.017805
4392.0,ANDHRA PRADESH,24,29,6.6,6.7,1034,1051,BDL,BDL,4.53,8.72,7,7,46,46,631,674,0.8,0.8,BDL,BDL,13.630074,79.416241
4393.0,"ANDHRA
PRADESH",25,25,7.1,7.2,2408,2603,2,2,9.01,9.42,12,12,69,69,1562,1571,0.8,1.4,BDL,BDL,14.447187,78.808212
4394.0,ANDHRA PRADESH,28,28,6.9,6.9,1806,3170,1.2,1.2,1.19,5.84,8,8,42,42,1178,1902,0.9,1.8,BDL,BDL,13.725328,77.512282
4395.0,ANDHRA PRADESH,27,27,6.9,7.5,3070,3127,BDL,BDL,7.46,8.26,2,2,27,27,1845,2041,1.3,1.7,BDL,BDL,14.690736,77.572373
1533.0,ASSAM,22,27,6.9,7.2,308,313,2.4,2.5,0.8,1,-,-,-,-,176,212,0.3,0.31,0.01,0.01,27.396089,95.631783
1534.0,ASSAM,26,26,7,7,268,268,2.5,2.5,1.4,1.4,-,-,-,-,186,186,0.32,0.32,0.01,0.01,26.105415,93.113917
1535.0,ASSAM,20,26,6.8,7,295,298,2.3,2.4,0.8,0.9,-,-,-,-,166,190,0.3,0.31,0.01,0.01,26.98,94.63
1536.0,ASSAM,22,24,6.9,7.2,378,385,2.5,2.6,0.8,1,360,360,910,910,212,236,0.3,0.31,0.01,0.01,26.979722,94.632211
1537.0,ASSAM,18,26,6.9,7.8,274,366,2.4,2.6,0.8,0.9,-,-,-,-,196,204,0.28,0.31,0.01,0.01,26.750143,94.219855
1538.0,ASSAM,24,24,6.8,6.8,126,126,2,2,1,1,BDL,BDL,BDL,BDL,80,80,0.26,0.26,0.01,0.01,24.820617,92.802431
1539.0,ASSAM,29,29,7.6,7.6,166,166,2.5,2.5,0.9,0.9,-,-,-,-,124,124,0.32,0.32,0.02,0.02,26.315597,90.996408
1540.0,ASSAM,27,30,6.8,6.9,312,318,2.3,2.4,0.7,0.9,-,-,-,-,182,198,0.31,0.32,0.01,0.01,26.48,90.56
1541.0,ASSAM,25,25,6.7,6.8,342,346,2.3,2.5,0.8,0.9,-,-,-,-,190,216,0.3,0.31,0.01,0.01,26.145228,91.736806
1542.0,ASSAM,22,30,7.2,7.4,358,363,2.3,2.4,0.8,0.9,-,-,-,-,122,206,0.3,0.33,0.01,0.01,26.1441,91.735194
2243.0,ASSAM,23,23,6.9,7.4,290,295,2.3,2.4,0.9,1,-,-,-,-,168,180,0.29,0.3,0.01,0.01,27.28822,95.680737
2244.0,ASSAM,20,25,6.9,7.1,356,362,2.4,2.6,0.9,1.1,-,-,-,-,202,226,0.28,0.31,0.01,0.01,26.92,94.73
2245.0,ASSAM,25,26,6.8,6.9,214,220,2.4,2.6,0.8,0.9,-,-,-,-,126,140,0.29,0.31,0.01,0.01,26.5885,93.748586
2246.0,ASSAM,23,23,7.1,7.1,196,196,2.6,2.6,1.2,1.2,-,-,-,-,136,136,0.33,0.33,0.01,0.01,26.200386,92.937992
2247.0,ASSAM,23,23,7,7,264,264,2.5,2.5,1.4,1.4,-,-,-,-,178,178,0.32,0.32,0.01,0.01,27.595294,94.724003
2248.0,ASSAM,22,26,7.6,7.7,258,262,2.4,2.6,0.7,0.9,-,-,-,-,146,172,0.28,0.33,0.01,0.01,27.224728,94.107373
2249.0,ASSAM,26,26,6.8,7,280,280,2.1,2.6,0.8,1.4,BDL,BDL,BDL,BDL,168,190,0.3,0.33,0.01,0.01,26.65285,92.792558
2250.0,ASSAM,24,24,6.9,7.1,320,324,2.5,2.6,0.9,1,-,-,-,-,180,206,0.29,0.31,0.01,0.02,26.350383,92.679592
2251.0,ASSAM,23,27,6,7,352,358,2.5,2.7,0.9,1,-,-,-,-,202,220,0.29,0.32,0.01,0.01,26.1277,92.215749
2252.0,ASSAM,22,27,7.1,7.6,392,398,2.7,2.8,1,1.1,-,-,-,-,222,242,0.28,0.3,0.01,0.03,26.105147,91.712525
2253.0,ASSAM,19,20,7,7.2,340,344,2.5,2.6,0.9,2.5,-,-,-,-,194,218,0.26,0.3,0.01,0.01,26.444617,91.441053
2254.0,ASSAM,32,32,7.4,7.4,158,158,2.6,2.6,0.9,0.9,-,-,-,-,120,120,0.32,0.32,0.02,0.02,26.5,90.97
2255.0,ASSAM,26,30,6.8,7,310,347,2.5,2.6,0.8,0.9,-,-,-,-,196,198,0.28,0.32,0.01,0.02,26.515756,90.532872
2256.0,ASSAM,25,30,6.9,7.7,342,348,2.4,2.5,0.8,1,-,-,-,-,196,212,0.32,0.33,0.01,0.02,26.403904,90.262979
2257.0,ASSAM,24,29,6.8,7.2,316,342,2.4,2.6,0.8,0.9,-,-,-,-,180,210,0.3,0.3,0.01,0.04,26.026696,89.970706
2258.0,ASSAM,27,31,6.8,6.9,332,336,2.3,2.4,1,1.1,-,-,-,-,190,206,0.28,0.31,0.01,0.01,26.170647,90.626604
2259.0,ASSAM,28,28,6.9,6.9,264,264,2.6,2.6,1.6,1.6,-,-,-,-,188,188,0.33,0.33,0.01,0.01,25.84274,93.425589
2261.0,ASSAM,14,14,7,7,113,113,2.2,2.2,1,1,-,-,-,-,72,72,0.28,0.28,0.01,0.01,25.163311,93.012825
2262.0,ASSAM,22,24,6.8,6.9,126,132,2.5,2.6,1,1.1,-,-,-,-,80,96,0.31,0.32,0.01,0.01,24.866553,92.367203
2263.0,ASSAM,24,24,6.9,7,182,186,2.2,2.3,0.8,0.9,-,-,-,-,112,126,0.28,0.31,0.01,0.01,24.681103,92.563806
2264.0,ASSAM,22,23,6.8,7.2,152,156,2.4,2.7,0.8,0.9,-,-,-,-,96,106,0.26,0.3,0.01,0.02,24.861042,92.596669
3761.0,ASSAM,22,25,7.4,7.5,262,270,2.4,2.6,0.8,1.1,-,-,-,-,148,158,0.3,0.31,0.01,0.01,26.677976,93.140501
3762.0,ASSAM,26,26,6.6,7.1,246,278,2.3,2.4,0.8,1.6,BDL,BDL,BDL,BDL,166,166,0.27,0.33,0.01,0.01,26.848659,92.839577
3766.0,ASSAM,26,27,6.8,7,196,360,2.1,2.2,0.9,1.2,BDL,BDL,BDL,BDL,134,204,0.28,0.36,0.01,0.01,26.402321,92.050237
3770.0,ASSAM,20,25,6.9,7,240,245,2.6,2.7,0.9,1,-,-,-,-,140,162,0.28,0.3,0.01,0.01,26.754909,94.234144
3771.0,ASSAM,19,26,6.9,8,422,428,2.4,2.5,1,1.1,-,-,-,-,232,266,0.28,0.3,0.01,0.01,26.587406,94.186207
3779.0,ASSAM,24,24,6.8,6.8,194,194,2.1,2.1,1.6,1.6,-,-,-,-,132,132,0.33,0.33,0.01,0.01,26.931679,94.173072
3782.0,ASSAM,23,23,6.3,6.3,176,176,2.5,2.5,1,1,-,-,-,-,122,122,0.32,0.32,0.01,0.01,27.472746,94.935909
3785.0,ASSAM,22,23,6.8,6.9,260,264,2.4,2.5,0.9,1,-,-,-,-,150,176,0.28,0.31,0.01,0.01,27.456531,95.411636
3790.0,ASSAM,23,23,7.1,7.1,212,212,2.2,2.2,1.4,1.4,-,-,-,-,146,146,0.31,0.31,0.01,0.01,27.441809,94.292867
3793.0,ASSAM,27,27,7.2,7.2,242,242,2.5,2.5,1,1,-,-,-,-,166,166,0.31,0.31,0.01,0.01,26.522866,93.961134
3794.0,ASSAM,26,26,7.4,7.5,298,303,2.4,2.6,0.8,0.9,-,-,-,-,170,178,0.28,0.3,0.01,0.01,26.471975,94.098619
3795.0,ASSAM,26,26,7.1,7.4,342,345,2.5,2.6,0.9,1,-,-,-,-,192,208,0.3,0.31,0.01,0.01,26.458711,93.981235
3801.0,ASSAM,23,24,6.8,6.9,201,212,2.4,2.5,0.9,1,-,-,-,-,118,132,0.28,0.31,0.01,0.01,24.781654,92.853933
3802.0,ASSAM,23,24,7,7.2,206,216,2.3,2.5,0.8,0.9,-,-,-,-,120,138,0.29,0.31,0.01,0.01,24.798461,92.797513
3805.0,ASSAM,23,24,6.8,7.2,158,162,2.3,2.4,1,1.1,-,-,-,-,98,112,0.3,0.31,0.01,0.01,24.864102,92.358579
3813.0,ASSAM,24,25,6.7,6.9,324,328,2.4,2.6,0.7,0.9,-,-,-,-,180,206,0.28,0.32,0.01,0.01,26.167846,91.829173
3815.0,ASSAM,24,24,6.8,7,198,346,2.2,2.5,0.7,1,BDL,BDL,BDL,BDL,142,190,0.28,0.32,0.01,0.01,26.124278,91.809578
3816.0,ASSAM,24,24,6.9,7.2,210,370,2.3,2.4,0.8,1.2,BDL,BDL,BDL,BDL,148,202,0.31,0.32,0.01,0.01,26.105895,91.788621
3817.0,ASSAM,26,27,7.02,7.4,338,352,2.3,2.4,0.8,2.4,BDL,BDL,BDL,BDL,186,220,0.28,0.36,0.01,0.01,26.162529,91.759013
3818.0,ASSAM,27,27,6.9,7.4,342,367,2.4,2.7,0.9,1.8,BDL,BDL,BDL,BDL,202,226,0.27,0.32,0.01,0.01,26.172514,91.687694
4001.0,ASSAM,24,26,6.8,7,266,330,2.3,2.3,0.8,1.4,BDL,BDL,BDL,BDL,178,188,0.3,0.33,0.01,0.01,26.131082,91.821186
4002.0,ASSAM,27,27,7,7.3,216,346,2.4,2.6,0.8,1.2,BDL,BDL,BDL,BDL,132,190,0.29,0.33,0.01,0.01,26.168679,91.728525
4003.0,ASSAM,26,26,7,7,164,254,2.2,2.5,0.7,1.5,BDL,BDL,BDL,BDL,98,178,0.28,0.33,0.01,0.01,26.640064,92.817174
4007.0,ASSAM,22,25,6.9,7.2,190,293,2.2,2.6,0.8,1.4,BDL,BDL,BDL,BDL,128,170,0.26,0.32,0.01,0.01,27.000201,94.83739
4008.0,ASSAM,21,25,7.7,7.7,221,295,2.2,2.5,0.8,0.9,BDL,BDL,BDL,BDL,126,168,0.27,0.34,0.01,0.01,26.802778,94.698479
4303.0,ASSAM,24,24,6.9,7.3,242,322,2.3,2.4,0.9,1.2,BDL,BDL,BDL,BDL,172,178,0.28,0.32,0.01,0.01,26.164973,91.830489
4327.0,ASSAM,25,26,6.7,6.9,212,326,2.2,2.5,0.8,1,BDL,BDL,BDL,BDL,148,188,0.29,0.33,0.01,0.01,26.712883,92.20567
4328.0,ASSAM,24,28,6.8,7.8,210,337,2.3,2.6,0.7,1.4,BDL,BDL,BDL,BDL,140,188,0.29,0.3,0.01,0.01,26.70409,92.450585
4330.0,ASSAM,22,22,7,7,142,142,2.2,2.2,0.7,0.7,-,-,-,-,88,88,0.3,0.3,0.01,0.01,24.883995,92.878914
4333.0,ASSAM,25,27,7.2,7.5,220,326,2.2,2.3,0.8,0.8,BDL,BDL,BDL,BDL,128,188,0.27,0.3,0.01,0.01,27.126326,94.741545
4335.0,ASSAM,20,28,7,7.6,242,256,2,2.5,0.8,1.1,BDL,BDL,BDL,BDL,138,146,0.26,0.3,0.01,0.01,26.811289,94.520046
4338.0,ASSAM,24,26,6.9,7.7,122,267,2.3,2.3,0.8,1.4,BDL,BDL,BDL,BDL,84,158,0.28,0.32,0.01,0.01,26.930067,94.818487
4339.0,ASSAM,21,21,6.9,6.9,186,186,2.5,2.5,1.4,1.4,-,-,-,-,126,126,0.34,0.34,-,-,26.350254,92.684866
4340.0,ASSAM,21,21,6.8,6.8,196,196,2.6,2.6,1.2,1.2,-,-,-,-,134,134,0.33,0.33,0.01,0.01,26.352638,92.706719
5143.0,ASSAM,24,26,6.8,6.8,206,369,2,2.4,0.7,1.2,BDL,BDL,BDL,BDL,138,208,0.27,0.31,0.01,0.01,,
1825.0,BIHAR,19,22,7.13,7.18,415,580,-,-,BDL,BDL,4.5,350,7.8,920,294,414,0.34,0.54,-,-,25.579122,85.253317
1826.0,BIHAR,28,30,7.2,7.3,418,423,-,-,BDL,BDL,79,79,130,130,288,306,0.51,0.64,-,-,25.593237,85.174164
1827.0,BIHAR,19,22,7.08,7.28,436,514,-,-,BDL,BDL,33,920,49,1600,312,328,0.28,0.49,-,-,25.620924,85.159936
1828.0,BIHAR,22,30,7.16,7.22,504,533,-,-,BDL,BDL,22,22,130,130,376,384,0.49,0.82,-,-,25.609619,85.136893
1829.0,BIHAR,21,30,7.25,7.46,465,502,-,-,BDL,BDL,BDL,BDL,BDL,BDL,338,362,0.5,0.5,-,-,25.611612,85.09125
1830.0,BIHAR,27,29,7.1,7.2,1016,1030,-,-,0.31,0.31,130,130,150,150,678,730,0.62,0.62,-,-,26.122167,85.382451
1831.0,BIHAR,27,29,6.9,6.96,1020,1070,-,-,BDL,BDL,170,350,280,1600,590,738,0.6,0.6,-,-,26.123515,85.378269
1832.0,BIHAR,25,26,7.21,7.4,980,1110,-,-,BDL,BDL,7.8,7.8,4.5,23,628,706,0.39,0.39,-,-,25.413449,86.139054
1833.0,BIHAR,25,26,7.12,7.4,829,980,-,-,BDL,BDL,BDL,BDL,BDL,BDL,588,620,0.27,0.27,-,-,25.415751,86.135881
1834.0,BIHAR,21,28,6.78,7.1,603,707,-,-,0.42,0.42,BDL,BDL,BDL,BDL,424,434,0.23,0.23,-,-,25.783319,87.466672
1835.0,BIHAR,21,26,7.03,7.5,266,596,-,-,1.18,5.23,350,350,540,540,198,422,0.41,0.41,-,-,25.772242,87.467227
1836.0,BIHAR,21,25,6.81,7.45,282,751,-,-,2.23,2.23,920,920,1600,1600,206,572,0.46,1.03,-,-,25.419944,86.129972
1837.0,BIHAR,23,25,7.38,7.78,729,796,-,-,2.32,3.19,2400,2400,3500,3500,580,606,0.78,1.05,-,-,25.419953,86.129981
1838.0,BIHAR,18,29,6.75,7.38,1110,1210,-,-,2.96,3.67,13,130,33,350,872,932,0.54,0.76,-,-,25.380978,86.465003
1839.0,BIHAR,18,28,7.24,7.6,351,482,-,-,0.41,0.41,33,350,79,1600,244,332,0.37,1.53,-,-,25.372324,86.471752
1840.0,BIHAR,23,30,7.06,7.3,856,1060,-,-,BDL,BDL,13,13,23,23,624,648,0.29,0.29,-,-,26.649806,84.916775
1841.0,BIHAR,26,27,7.08,7.28,1026,1200,-,-,0.88,0.88,33,33,240,240,840,888,0.48,0.74,-,-,24.794784,85.007259
1842.0,BIHAR,26,29,7.4,7.85,350,563,-,-,0.92,1.59,BDL,BDL,BDL,BDL,240,418,0.35,1.13,-,-,24.795406,84.999433
1843.0,BIHAR,27,30,6.98,7.19,375,1020,-,-,5.22,5.22,2,2,4.5,7.8,282,792,0.46,0.8,-,-,25.017233,85.416189
1844.0,BIHAR,22,24,7.05,7.05,1080,1220,-,-,0.76,0.76,4.5,4.5,13,13,810,830,0.51,0.63,-,-,25.783556,84.75325
2576.0,BIHAR,28,28,7.39,7.39,633,633,-,-,BDL,BDL,BDL,BDL,BDL,BDL,450,450,1.48,1.48,-,-,24.754222,84.373768
2577.0,BIHAR,25,26,6.8,6.82,241,386,-,-,3.83,5.23,33,33,4.5,130,162,162,0.48,0.48,-,-,26.13508,87.467551
2578.0,BIHAR,19,25,7.2,7.45,559,1040,-,-,1.47,1.69,140,140,220,220,380,612,0.44,0.56,-,-,25.325799,84.605419
2579.0,BIHAR,25,25,7.1,7.63,772,873,-,-,1.58,2.01,350,350,540,540,492,608,0.63,0.71,-,-,25.566265,83.983535
2580.0,BIHAR,29,30,7.11,7.29,680,810,-,-,1.09,1.09,2,13,7.8,23,470,532,0.82,0.83,-,-,25.040383,83.610998
2581.0,BIHAR,26,27,7.6,7.61,594,602,-,-,BDL,BDL,13,13,33,33,392,424,0.85,0.97,-,-,26.160497,85.899783
2582.0,BIHAR,28,28,7.58,8.1,390,391,-,-,BDL,BDL,13,350,33,1600,252,268,0.43,0.47,-,-,26.187745,85.903178
2583.0,BIHAR,22,24,6.99,7.01,451,1880,-,-,2.45,2.45,BDL,BDL,BDL,BDL,330,1090,0.24,0.54,-,-,26.46047,84.438832
2584.0,BIHAR,22,24,6.8,7.1,503,1020,-,-,BDL,BDL,17,17,13,49,342,812,0.25,0.25,-,-,26.429064,84.394487
2585.0,BIHAR,28,28,7.46,7.76,576,1250,-,-,0.49,6.58,BDL,BDL,6.8,6.8,468,826,0.63,0.98,-,-,25.216006,84.9842
2586.0,BIHAR,23,25,6.89,7.2,429,530,-,-,0.91,0.91,13,13,33,33,256,366,0.47,0.47,-,-,25.541982,87.567477
2587.0,BIHAR,24,26,7.32,7.5,677,850,-,-,BDL,BDL,BDL,BDL,BDL,BDL,426,630,BDL,BDL,-,-,25.483817,86.701389
2588.0,BIHAR,22,27,6.74,7.2,329,492,-,-,4.35,5.47,13,13,23,23,216,338,BDL,BDL,-,-,25.676944,86.943056
2589.0,BIHAR,26,27,7.18,7.3,612,636,-,-,3.81,3.81,7.8,7.8,23,23,412,434,0.98,0.98,-,-,25.916944,86.778611
2590.0,BIHAR,29,29,7.22,8.2,832,840,-,-,BDL,BDL,BDL,BDL,2,2,552,580,0.41,0.9,-,-,26.345964,86.071781
2591.0,BIHAR,29,29,7.22,7.32,1055,1660,-,-,2.57,3.31,BDL,BDL,BDL,BDL,718,1262,0.69,1.24,-,-,25.139348,85.451156
2592.0,BIHAR,26,28,7.46,7.73,497,643,-,-,0.57,5.31,BDL,BDL,2,2,342,452,0.42,1.15,-,-,25.124061,85.459475
2593.0,BIHAR,27,27,7,7,1059,1059,-,-,4.57,4.57,BDL,BDL,BDL,BDL,720,720,0.52,0.52,-,-,24.880028,85.529992
2594.0,BIHAR,22,27,6.91,7.2,753,868,-,-,2.37,2.37,BDL,BDL,BDL,BDL,518,520,0.48,1.13,-,-,25.870544,86.601375
2595.0,BIHAR,27,28,7.25,7.38,935,1310,-,-,0.51,0.78,17,280,49,350,644,886,0.44,0.45,-,-,25.862969,85.781044
2596.0,BIHAR,28,28,7.54,8.1,320,334,-,-,BDL,BDL,4.5,220,6.8,350,190,228,BDL,BDL,-,-,26.588721,85.501282
2597.0,BIHAR,23,24,7.6,7.7,416,1300,-,-,2.34,2.34,17,240,27,540,326,846,0.28,0.59,-,-,26.210096,84.365362
2598.0,BIHAR,28,29,7.22,8.2,352,1180,-,-,0.46,0.86,BDL,BDL,2,2,268,822,0.26,1.52,-,-,24.628777,83.920541
2599.0,BIHAR,28,38,7.27,7.3,860,897,-,-,0.54,0.65,BDL,BDL,2,2,574,654,0.71,1.01,-,-,24.625089,83.918998
2600.0,BIHAR,22,29,7.22,7.49,976,1130,-,-,1.24,2.31,79,79,240,240,634,792,0.54,0.66,-,-,25.683822,85.354964
3138.0,BIHAR,19,25,7.16,7.46,801,926,-,-,1.71,2.89,920,920,1600,1600,496,630,0.48,0.55,-,-,25.555753,84.661464
3139.0,BIHAR,26,26,6.91,7.1,503,719,-,-,1.37,5.58,23,23,170,170,362,470,0.24,0.24,-,-,26.130901,87.44426
3140.0,BIHAR,22,30,7.02,7.23,361,411,-,-,BDL,BDL,13,13,49,49,280,308,0.22,0.22,-,-,26.801253,84.503617
3141.0,BIHAR,27,27,7.34,7.35,971,999,-,-,0.46,0.46,BDL,BDL,BDL,BDL,670,788,0.54,1.74,-,-,24.696722,84.986056
3142.0,BIHAR,27,29,7.47,7.63,583,683,-,-,2.32,2.32,33,33,49,130,428,472,0.52,0.94,-,-,25.198364,84.252158
3143.0,BIHAR,22,25,6.78,6.91,1040,1310,-,-,2.48,5.4,BDL,BDL,BDL,BDL,624,1012,BDL,BDL,-,-,27.127814,84.067542
3144.0,BIHAR,24,25,6.74,7.81,378,773,-,-,0.31,0.31,BDL,BDL,BDL,BDL,244,534,0.55,0.55,-,-,25.471956,85.707546
3145.0,BIHAR,27,27,6.73,7.31,643,1010,-,-,3.96,7.58,350,350,920,920,474,748,0.31,0.37,-,-,24.928792,84.187828
3146.0,BIHAR,19,25,7.16,7.46,581,926,-,-,0.39,2.89,BDL,BDL,BDL,BDL,398,630,0.48,0.67,-,-,25.549911,84.150194
3147.0,BIHAR,27,28,7.25,8.04,633,640,-,-,BDL,BDL,22,23,43,79,368,436,0.61,0.7,-,-,26.592486,86.137611
3148.0,BIHAR,23,28,7.5,7.56,782,832,-,-,2.19,3.32,280,280,350,350,576,578,0.38,0.51,-,-,25.309172,86.489908
3149.0,BIHAR,27,28,7.44,7.47,597,1290,-,-,0.45,0.45,BDL,BDL,BDL,BDL,446,918,0.54,0.73,-,-,25.011592,83.660808
3150.0,BIHAR,24,25,7.24,7.39,667,803,-,-,1.66,1.79,4.5,4.5,13,13,518,540,0.54,0.73,-,-,25.644867,84.873763
3151.0,BIHAR,29,29,7.14,7.38,1030,1530,-,-,1.25,1.25,BDL,BDL,BDL,BDL,740,1124,0.61,0.92,-,-,25.168678,83.618608
3152.0,BIHAR,22,29,6.94,7.12,238,248,-,-,BDL,BDL,23,23,33,33,162,186,BDL,BDL,-,-,27.107417,84.467131
3153.0,BIHAR,28,29,7.33,7.48,844,1400,-,-,0.6,2.7,130,130,240,240,656,1032,0.76,0.84,-,-,25.328697,84.410572
3154.0,BIHAR,27,28,7.18,7.45,909,1390,-,-,1.89,6.42,27,27,130,130,666,960,0.9,1.33,-,-,24.789593,84.999556
3155.0,BIHAR,25,27,6.84,7.1,711,967,-,-,0.56,1.83,BDL,BDL,BDL,BDL,440,642,0.21,0.21,-,-,26.114017,86.601053
3156.0,BIHAR,27,28,7.24,7.29,910,1210,-,-,0.56,0.6,350,350,920,920,618,786,0.43,0.61,-,-,25.862744,85.777669
3157.0,BIHAR,19,26,7.25,7.62,971,1150,-,-,3.51,3.51,11,11,22,22,632,910,0.34,0.78,-,-,25.238589,86.741767
3158.0,BIHAR,28,28,6.89,7.24,652,701,-,-,1.78,3.7,920,920,1600,1600,462,540,0.69,1.06,-,-,24.558892,84.799511
