STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,Latitude,Longitude
2252,ASSAM,26.0,29.0,6.6,7.0,169.0,170.0,1.4,1.9,0.2,0.4,2.0,2.0,2.0,2.0,26.105147,91.712525
2253,ASSAM,29.0,30.0,6.3,6.8,188.0,195.0,1.0,1.5,0.2,2.3,2.0,2.0,2.0,2.0,26.444617,91.441053
2254,ASSAM,29.0,29.0,7.4,7.8,362.0,480.0,1.1,1.4,0.6,0.7,2.0,2.0,2.0,2.0,26.5,90.97
2255,ASSAM,25.0,30.0,7.2,7.5,80.0,140.0,1.2,1.2,0.2,4.1,2.0,2.0,2.0,2.0,26.515756,90.532872
2256,ASSAM,29.0,29.0,6.1,6.8,101.0,336.0,1.2,1.2,0.1,0.6,2.0,2.0,2.0,2.0,26.403904,90.262979
2257,ASSAM,30.0,32.0,6.7,6.8,330.0,422.0,1.3,1.6,0.3,0.5,2.0,2.0,2.0,2.0,26.026696,89.970706
2258,ASSAM,28.0,29.0,6.6,7.2,324.0,333.0,1.3,1.8,0.3,3.3,2.0,2.0,2.0,2.0,26.170647,90.626604
2259,ASSAM,27.0,27.0,6.9,7.0,716.0,785.0,2.0,2.0,0.3,0.5,2.0,2.0,2.0,2.0,25.84274,93.425589
2260,ASSAM,28.0,28.0,6.8,6.9,33.0,265.0,1.5,2.1,0.2,0.7,2.0,2.0,2.0,2.0,25.847217,92.574292
2261,ASSAM,21.0,23.0,5.7,7.3,120.0,120.0,1.0,1.4,0.1,0.1,2.0,2.0,2.0,2.0,25.163311,93.012825
2262,ASSAM,24.0,24.0,5.7,6.8,120.0,138.0,1.0,1.0,0.3,0.6,2.0,2.0,2.0,2.0,24.866553,92.367203
2263,ASSAM,24.0,25.0,6.6,7.3,192.0,192.0,1.0,1.2,0.3,0.4,2.0,2.0,2.0,2.0,24.681103,92.563806
2264,ASSAM,24.0,25.0,6.6,7.2,142.0,162.0,4.0,4.8,0.3,1.7,2.0,2.0,2.0,2.0,24.861042,92.596669
3761,ASSAM,25.0,25.0,6.4,7.2,181.0,258.0,1.1,2.4,0.1,0.5,2.0,2.0,2.0,2.0,26.677976,93.140501
3762,ASSAM,26.0,26.0,6.5,6.7,260.0,370.0,1.4,1.6,0.6,2.3,2.0,2.0,2.0,2.0,26.848659,92.839577
3766,ASSAM,24.0,30.0,6.3,7.3,113.0,159.0,1.5,2.1,0.8,1.0,2.0,2.0,2.0,2.0,26.402321,92.050237
3770,ASSAM,27.0,29.0,6.8,7.6,226.0,227.0,1.7,2.5,0.1,4.7,2.0,2.0,2.0,2.0,26.754909,94.234144
3771,ASSAM,26.0,28.0,7.2,7.6,316.0,316.0,1.8,2.3,0.3,2.1,2.0,2.0,2.0,2.0,26.587406,94.186207
3779,ASSAM,24.0,28.0,5.7,7.5,165.0,297.0,1.6,1.8,0.4,2.4,2.0,2.0,2.0,2.0,26.931679,94.173072
3790,ASSAM,15.0,23.0,5.9,6.7,151.0,265.0,1.1,1.8,0.8,1.0,2.0,2.0,2.0,2.0,27.441809,94.292867
3793,ASSAM,27.0,27.0,5.6,7.1,157.0,458.0,2.4,5.9,0.5,0.5,2.0,2.0,2.0,2.0,26.522866,93.961134
3794,ASSAM,27.0,27.0,6.9,7.2,456.0,478.0,2.0,14.0,0.4,0.4,2.0,2.0,2.0,2.0,26.471975,94.098619
3795,ASSAM,27.0,27.0,7.3,7.6,346.0,357.0,1.7,1.9,0.3,0.3,2.0,2.0,2.0,2.0,26.458711,93.981235
3801,ASSAM,24.0,25.0,6.7,7.4,336.0,450.0,4.2,4.4,0.4,1.0,2.0,2.0,2.0,2.0,24.781654,92.853933
3802,ASSAM,24.0,25.0,7.1,7.2,321.0,336.0,2.2,2.6,0.2,1.3,2.0,2.0,2.0,2.0,24.798461,92.797513
3805,ASSAM,24.0,25.0,6.5,6.7,164.0,168.0,2.2,3.2,0.4,1.3,2.0,2.0,2.0,2.0,24.864102,92.358579
3813,ASSAM,26.0,28.0,6.2,6.3,266.0,273.0,1.4,2.1,0.8,1.1,2.0,2.0,2.0,2.0,26.167846,91.829173
3815,ASSAM,27.0,28.0,6.8,6.9,220.0,606.0,1.5,1.6,0.8,3.5,2.0,2.0,2.0,2.0,26.124278,91.809578
3816,ASSAM,26.0,27.0,6.2,6.7,196.0,256.0,1.4,1.8,1.0,2.8,2.0,2.0,2.0,2.0,26.105895,91.788621
3817,ASSAM,25.0,27.0,6.4,6.8,266.0,391.0,0.8,1.3,0.3,1.1,2.0,2.0,2.0,2.0,26.162529,91.759013
3818,ASSAM,25.0,25.0,6.9,7.2,281.0,290.0,1.7,1.8,0.1,0.8,2.0,2.0,2.0,2.0,26.172514,91.687694
4001,ASSAM,21.0,27.0,6.6,6.9,341.0,362.0,1.0,1.3,0.4,3.0,2.0,2.0,2.0,2.0,26.131082,91.821186
4002,ASSAM,25.0,28.0,6.7,6.9,207.0,253.0,1.0,1.0,0.5,0.7,2.0,2.0,2.0,2.0,26.168679,91.728525
4003,ASSAM,23.0,30.0,7.4,7.5,131.0,131.0,1.0,1.7,0.3,1.0,2.0,2.0,2.0,2.0,26.640064,92.817174
4007,ASSAM,23.0,25.0,6.5,7.4,166.0,323.0,1.5,2.7,0.3,0.8,2.0,2.0,2.0,2.0,27.000201,94.83739
4008,ASSAM,23.0,27.0,7.2,7.3,249.0,272.0,1.1,1.8,0.3,3.1,2.0,2.0,2.0,2.0,26.802778,94.698479
4303,ASSAM,26.0,26.0,6.2,7.2,103.0,322.0,1.0,1.8,0.7,2.1,2.0,2.0,2.0,2.0,26.164973,91.830489
1825,BIHAR,24.0,26.0,7.3,7.8,487.0,519.0,,,0.1,0.4,2.0,2.0,2.0,2.0,25.579122,85.253317
1826,BIHAR,23.0,24.0,7.4,7.6,463.0,516.0,,,0.0,0.1,2.0,2.0,2.0,2.0,25.593237,85.174164
1827,BIHAR,24.0,24.0,7.4,7.4,465.0,539.0,,,0.0,0.2,2.0,2.0,2.0,2.0,25.620924,85.159936
1828,BIHAR,23.0,26.0,7.3,7.5,514.0,570.0,,,0.0,0.3,2.0,2.0,2.0,2.0,25.609619,85.136893
1829,BIHAR,22.0,24.0,7.0,7.2,477.0,555.0,,,0.0,0.1,2.0,2.0,2.0,2.0,25.611612,85.09125
1830,BIHAR,21.0,22.0,7.0,7.1,868.0,1190.0,,,0.0,0.1,2.0,2.0,2.0,2.0,26.122167,85.382451
1831,BIHAR,22.0,22.0,7.4,7.4,682.0,682.0,,,,,2.0,2.0,2.0,2.0,26.123515,85.378269
1832,BIHAR,25.0,29.0,7.1,7.7,683.0,928.0,,,,,2.0,2.0,2.0,2.0,25.413449,86.139054
1833,BIHAR,27.0,29.0,7.0,7.1,797.0,810.0,,,,,2.0,2.0,2.0,2.0,25.415751,86.135881
1834,BIHAR,27.0,28.0,6.9,7.8,246.0,306.0,,,0.0,0.2,2.0,2.0,2.0,2.0,25.783319,87.466672
1835,BIHAR,27.0,27.0,6.7,7.6,283.0,798.0,,,0.0,7.3,2.0,2.0,2.0,2.0,25.772242,87.467227
1836,BIHAR,27.0,30.0,6.9,7.1,886.0,952.0,,,0.1,0.9,2.0,2.0,2.0,2.0,25.419944,86.129972
1837,BIHAR,27.0,31.0,7.2,7.7,667.0,706.0,,,0.1,0.6,2.0,2.0,2.0,2.0,25.419953,86.129981
1838,BIHAR,26.0,26.0,6.9,6.9,907.0,907.0,,,0.1,0.1,,,,,25.380978,86.465003
1839,BIHAR,26.0,28.0,7.4,8.0,338.0,338.0,,,0.0,0.2,2.0,2.0,2.0,2.0,25.372324,86.471752
1840,BIHAR,24.0,27.0,8.0,8.1,418.0,727.0,,,,,2.0,2.0,2.0,2.0,26.649806,84.916775
1841,BIHAR,28.0,28.0,7.0,7.2,461.0,716.0,,,0.1,0.2,2.0,2.0,2.0,2.0,24.794784,85.007259
1842,BIHAR,27.0,27.0,7.0,7.0,478.0,710.0,,,0.1,0.3,2.0,2.0,2.0,2.0,24.795406,84.999433
1843,BIHAR,23.0,28.0,6.9,7.0,510.0,911.0,,,0.5,0.5,2.0,2.0,2.0,2.0,25.017233,85.416189
1844,BIHAR,23.0,25.0,6.6,7.0,1350.0,1460.0,,,6.7,9.8,2.0,2.0,2.0,2.0,25.783556,84.75325
2576,BIHAR,25.0,28.0,7.0,7.0,610.0,906.0,,,0.1,0.3,2.0,2.0,2.0,2.0,24.754222,84.373768
2577,BIHAR,27.0,30.0,6.7,8.2,189.0,198.0,,,0.1,0.2,2.0,2.0,2.0,2.0,26.13508,87.467551
2578,BIHAR,20.0,24.0,7.2,7.3,518.0,725.0,,,0.1,3.2,2.0,2.0,2.0,2.0,25.325799,84.605419
2579,BIHAR,24.0,28.0,7.1,7.2,512.0,745.0,,,0.1,1.8,2.0,2.0,2.0,2.0,25.566265,83.983535
2580,BIHAR,27.0,30.0,7.1,7.1,498.0,889.0,,,,,2.0,2.0,2.0,2.0,25.040383,83.610998
2581,BIHAR,28.0,28.0,7.4,7.4,186.0,186.0,,,0.0,0.0,,,,,26.160497,85.899783
2582,BIHAR,29.0,29.0,7.5,7.5,401.0,401.0,,,,,,,,,26.187745,85.903178
2583,BIHAR,22.0,25.0,6.7,6.8,1430.0,1680.0,,,0.0,0.2,2.0,2.0,2.0,2.0,26.46047,84.438832
2584,BIHAR,24.0,25.0,7.1,7.3,577.0,1000.0,,,0.0,0.4,2.0,2.0,2.0,2.0,26.429064,84.394487
2585,BIHAR,22.0,28.0,6.9,7.4,432.0,891.0,,,0.0,0.4,2.0,2.0,2.0,2.0,25.216006,84.9842
2586,BIHAR,27.0,29.0,6.9,7.3,278.0,402.0,,,0.1,1.1,2.0,2.0,2.0,2.0,25.541982,87.567477
2587,BIHAR,29.0,29.0,6.7,6.7,867.0,867.0,,,0.5,0.5,,,,,25.483817,86.701389
2588,BIHAR,27.0,31.0,6.7,7.5,204.0,336.0,,,0.0,0.3,2.0,2.0,2.0,2.0,25.676944,86.943056
2589,BIHAR,27.0,28.0,6.7,7.3,209.0,914.0,,,0.0,10.3,2.0,2.0,2.0,2.0,25.916944,86.778611
2590,BIHAR,29.0,29.0,7.1,7.1,545.0,545.0,,,0.2,0.2,,,,,26.345964,86.071781
2591,BIHAR,24.0,27.0,6.9,7.1,448.0,891.0,,,1.6,2.1,2.0,2.0,2.0,2.0,25.139348,85.451156
2592,BIHAR,25.0,27.0,6.8,6.9,501.0,917.0,,,0.1,0.3,2.0,2.0,2.0,2.0,25.124061,85.459475
2593,BIHAR,25.0,27.0,7.0,7.0,445.0,926.0,,,0.1,0.2,2.0,2.0,2.0,2.0,24.880028,85.529992
2594,BIHAR,28.0,28.0,7.1,7.2,207.0,278.0,,,0.0,0.4,2.0,2.0,2.0,2.0,25.870544,86.601375
2595,BIHAR,30.0,30.0,7.2,7.2,821.0,821.0,,,0.0,0.0,,,,,25.862969,85.781044
2596,BIHAR,22.0,25.0,7.5,8.1,318.0,697.0,,,,,2.0,2.0,2.0,2.0,26.588721,85.501282
2597,BIHAR,24.0,26.0,6.9,7.1,660.0,1560.0,,,0.1,0.3,2.0,2.0,2.0,2.0,26.210096,84.365362
2598,BIHAR,27.0,29.0,7.0,7.3,521.0,843.0,,,0.0,1.3,2.0,2.0,2.0,2.0,24.628777,83.920541
2599,BIHAR,27.0,29.0,7.0,7.5,465.0,854.0,,,0.0,2.1,2.0,2.0,2.0,2.0,24.625089,83.918998
2600,BIHAR,21.0,24.0,7.0,7.9,986.0,1200.0,,,5.9,9.2,2.0,2.0,2.0,2.0,25.683822,85.354964
3138,BIHAR,21.0,24.0,7.1,7.1,576.0,1160.0,,,0.1,8.7,2.0,2.0,2.0,2.0,25.555753,84.661464
3139,BIHAR,28.0,30.0,6.8,7.8,140.0,212.0,,,0.1,0.1,2.0,2.0,2.0,2.0,26.130901,87.44426
3140,BIHAR,24.0,26.0,7.1,7.2,604.0,890.0,,,0.0,0.6,2.0,2.0,2.0,2.0,26.801253,84.503617
3141,BIHAR,26.0,27.0,6.8,7.2,605.0,702.0,,,,,2.0,2.0,2.0,2.0,24.696722,84.986056
3142,BIHAR,28.0,29.0,7.0,7.4,520.0,544.0,,,0.0,2.6,2.0,2.0,2.0,2.0,25.198364,84.252158
3143,BIHAR,22.0,24.0,7.2,7.4,410.0,573.0,,,0.0,0.3,2.0,2.0,2.0,2.0,27.127814,84.067542
3144,BIHAR,26.0,32.0,6.9,7.4,780.0,1007.0,,,,,2.0,2.0,2.0,2.0,25.471956,85.707546
3145,BIHAR,25.0,28.0,7.0,7.1,256.0,502.0,,,0.1,0.5,2.0,2.0,2.0,2.0,24.928792,84.187828
3146,BIHAR,25.0,26.0,7.2,7.4,540.0,844.0,,,0.1,0.5,2.0,2.0,2.0,2.0,25.549911,84.150194
3147,BIHAR,30.0,30.0,7.7,7.7,323.0,323.0,,,0.3,0.3,,,,,26.592486,86.137611
3148,BIHAR,29.0,29.0,8.6,8.6,1190.0,1190.0,,,,,2.0,2.0,2.0,2.0,25.309172,86.489908
3149,BIHAR,26.0,30.0,7.0,7.0,505.0,766.0,,,0.0,0.2,2.0,2.0,2.0,2.0,25.011592,83.660808
3150,BIHAR,23.0,24.0,7.2,7.8,559.0,600.0,,,0.1,3.7,2.0,2.0,2.0,2.0,25.644867,84.873763
3151,BIHAR,23.0,29.0,7.0,7.5,464.0,511.0,,,0.1,0.2,2.0,2.0,2.0,2.0,25.168678,83.618608
3152,BIHAR,23.0,28.0,7.4,7.5,464.0,480.0,,,0.0,0.2,2.0,2.0,2.0,2.0,27.107417,84.467131
3153,BIHAR,27.0,28.0,7.0,7.2,478.0,601.0,,,0.0,0.5,2.0,2.0,2.0,2.0,25.328697,84.410572
3154,BIHAR,26.0,27.0,7.0,7.0,504.0,841.0,,,0.1,0.3,2.0,2.0,2.0,2.0,24.789593,84.999556
3155,BIHAR,29.0,29.0,7.0,7.2,198.0,303.0,,,0.0,1.0,2.0,2.0,2.0,2.0,26.114017,86.601053
3156,BIHAR,30.0,30.0,7.2,7.2,736.0,736.0,,,,,,,,,25.862744,85.777669
3157,BIHAR,28.0,29.0,7.0,7.1,717.0,872.0,,,0.0,6.3,2.0,2.0,2.0,2.0,25.238589,86.741767
3158,BIHAR,26.0,29.0,7.0,7.0,598.0,889.0,,,0.1,0.2,2.0,2.0,2.0,2.0,24.558892,84.799511
3159,BIHAR,22.0,23.0,7.2,7.2,780.0,1460.0,,,0.1,8.6,2.0,2.0,2.0,2.0,25.586566,84.449575
3161,BIHAR,28.0,28.0,6.9,7.5,256.0,264.0,,,0.0,2.7,2.0,2.0,2.0,2.0,25.534142,87.580264
3162,BIHAR,21.0,22.0,7.1,7.2,804.0,822.0,,,0.0,0.2,2.0,2.0,2.0,2.0,26.004064,85.08065
2039,CHANDIGARH,22.0,25.0,7.0,7.6,878.0,938.0,1.0,1.0,1.7,5.9,2.0,2.0,7.0,7.0,30.751489,76.772606
2040,CHANDIGARH,22.0,22.0,7.0,7.0,853.0,853.0,1.0,1.0,1.6,1.6,22.0,22.0,26.0,26.0,30.73405,76.773239
2041,CHANDIGARH,22.0,24.0,7.0,7.3,863.0,905.0,1.0,1.0,4.7,5.2,2.0,2.0,2.0,2.0,30.719562,76.76397
2042,CHANDIGARH,21.0,24.0,7.2,7.4,662.0,721.0,1.0,1.0,4.6,4.9,2.0,2.0,2.0,2.0,30.694747,76.769719
2043,CHANDIGARH,22.0,24.0,7.0,7.2,1181.0,1210.0,1.0,2.0,0.4,1.0,11.0,11.0,32.0,32.0,30.731825,76.725717
2044,CHANDIGARH,23.0,24.0,7.2,7.3,664.0,1210.0,1.0,2.0,1.0,2.6,11.0,84.0,32.0,94.0,30.776019,76.74926
2045,CHANDIGARH,22.0,24.0,7.6,7.6,746.0,753.0,1.0,1.0,2.5,2.8,2.0,34.0,2.0,39.0,30.75385,76.740867
1620,CHHATTISGARH,24.0,30.0,7.4,7.5,446.0,456.0,,,,,,,2.0,2.0,21.251394,81.629733
1621,CHHATTISGARH,25.0,28.0,7.3,7.4,436.0,458.0,,,,,,,2.0,2.0,21.251394,81.629733
1622,CHHATTISGARH,30.0,33.0,7.5,7.5,412.0,430.0,0.1,0.1,0.3,0.5,,,2.0,2.0,22.079625,82.139142
1623,CHHATTISGARH,27.0,30.0,7.5,7.5,432.0,451.0,0.1,0.2,0.3,0.3,,,2.0,2.0,22.079625,82.139142
3171,CHHATTISGARH,23.0,23.0,7.2,7.4,,,,,,,,,,,21.201958,81.340825
3172,CHHATTISGARH,7.0,27.0,7.1,7.2,0.0,0.0,0.4,0.6,,,,,,,22.424406,82.73913
3173,CHHATTISGARH,26.0,27.0,7.2,7.2,,,0.4,0.4,0.0,1.0,,,,,22.393874,82.678762
3174,CHHATTISGARH,26.0,27.0,7.2,26.2,,,0.2,0.4,,,,,,,22.385857,82.683508
1440,"DAMAN & DIU, DADRA &
NAGAR HAVELI",30.0,31.0,7.2,7.5,430.0,434.0,2.0,2.0,2.4,6.0,12.0,33.0,15.0,84.0,20.407256,72.876327
2448,"DAMAN & DIU, DADRA &
NAGAR HAVELI",31.0,31.0,7.2,7.2,437.0,468.0,1.0,3.0,5.8,7.4,22.0,70.0,94.0,280.0,20.447361,72.857456
2449,"DAMAN & DIU, DADRA &
NAGAR HAVELI",30.0,30.0,7.2,7.4,590.0,604.0,3.0,3.0,1.4,1.8,94.0,220.0,170.0,540.0,20.400458,72.878133
2450,"DAMAN & DIU, DADRA &
NAGAR HAVELI",31.0,31.0,7.0,7.4,576.0,586.0,1.0,2.0,1.4,2.6,130.0,350.0,430.0,920.0,20.426775,72.847097
2451,"DAMAN & DIU, DADRA &
NAGAR HAVELI",30.0,30.0,7.3,7.4,1092.0,1128.0,1.0,5.0,2.1,6.1,9.0,22.0,26.0,94.0,20.40115,72.892161
2452,"DAMAN & DIU, DADRA &
NAGAR HAVELI",30.0,31.0,7.3,7.3,955.0,974.0,2.0,4.0,1.2,5.8,130.0,220.0,350.0,540.0,20.384203,72.883423
2453,"DAMAN & DIU, DADRA &
NAGAR HAVELI",30.0,31.0,7.5,7.6,641.0,662.0,1.0,4.0,0.9,1.0,70.0,540.0,350.0,1600.0,20.126292,73.062664
2454,"DAMAN & DIU, DADRA &
NAGAR HAVELI",30.0,31.0,7.2,7.4,398.0,428.0,1.0,3.0,0.6,0.8,280.0,350.0,920.0,920.0,20.271932,72.998411
2455,"DAMAN & DIU, DADRA &
NAGAR HAVELI",30.0,31.0,7.3,7.5,1098.0,1128.0,1.0,3.0,0.7,0.7,79.0,540.0,240.0,1600.0,20.242592,73.014025
2456,"DAMAN & DIU, DADRA &
NAGAR HAVELI",30.0,30.0,7.3,7.4,1064.0,1157.0,1.0,3.0,1.4,2.1,120.0,220.0,350.0,540.0,20.310619,72.960967
2457,"DAMAN & DIU, DADRA &
NAGAR HAVELI",30.0,30.0,7.0,7.2,760.0,792.0,1.0,4.0,0.6,0.8,8.0,17.0,39.0,42.0,20.293589,73.068986
2458,"DAMAN & DIU, DADRA &
NAGAR HAVELI",30.0,31.0,7.5,7.7,1210.0,1385.0,2.0,4.0,0.8,1.3,80.0,94.0,170.0,240.0,20.316669,72.966672
3477,DELHI,,,7.8,7.8,2870.0,2870.0,,,,,2.0,2.0,2.0,2.0,28.797075,77.133117
3479,DELHI,,,7.6,7.8,1717.0,2730.0,,,37.0,551.3,23.0,46.0,46.0,110.0,28.556339,77.206494
3480,DELHI,,,8.0,8.0,3390.0,3390.0,,,,,2.0,2.0,11.0,11.0,28.805331,77.046247
3483,DELHI,,,7.6,7.6,2040.0,2040.0,,,2.4,2.4,2.0,2.0,2.0,2.0,28.755,77.199
3485,DELHI,,,7.9,7.9,1350.0,1350.0,,,24.8,24.8,2.0,2.0,4.0,4.0,28.572486,77.232919
3488,DELHI,,,7.1,7.7,1220.0,1260.0,,,58.0,78.0,2.0,49.0,33.0,49.0,28.684654,77.314976
3489,DELHI,,,,,6230.0,6230.0,,,3.3,3.3,2.0,2.0,510.0,510.0,28.573669,77.055899
3490,DELHI,,,7.2,7.5,473.0,724.0,,,38.4,67.5,2.0,5.0,5.0,17.0,28.457589,77.178719
3492,DELHI,,,,,6150.0,6150.0,,,,,2.0,2.0,2.0,2.0,28.629953,77.320258
3493,DELHI,,,,,1608.0,1608.0,,,,,2.0,2.0,2.0,2.0,28.666309,77.273879
3494,DELHI,,,7.7,7.7,787.0,816.0,,,0.0,6.1,130.0,200.0,240.0,330.0,28.722494,77.144697
3496,DELHI,,,7.5,7.5,1200.0,1200.0,,,7.8,7.8,2.0,2.0,6.0,6.0,28.668728,77.230422
3498,DELHI,,,7.5,7.5,936.0,936.0,1.0,1.0,27.8,27.8,2.0,2.0,130.0,130.0,28.54985,77.260786
3500,DELHI,,,7.8,7.8,1140.0,1140.0,,,,,4900.0,4900.0,17000.0,17000.0,28.680544,77.203628
3503,DELHI,,,7.4,7.4,792.0,792.0,,,3.8,3.8,4.0,4.0,13.0,13.0,28.653008,77.192353
3514,DELHI,,,,,1150.0,1150.0,,,21.8,21.8,27.0,27.0,170.0,170.0,28.611486,77.049103
3515,DELHI,,,7.6,7.6,2530.0,2530.0,,,38.6,38.6,9.0,9.0,79.0,79.0,28.627219,77.12405
3516,DELHI,,,,,1825.0,1825.0,,,,,920.0,920.0,1600.0,1600.0,28.614625,77.312158
