STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,Latitude,Longitude
3090,ANDHRA PRADESH,22.0,26.0,7.0,7.3,2076.0,2267.0,1.5,1.5,10.89,13.72,9.0,11,45.0,45.0,17.694566,83.231092
3091,ANDHRA PRADESH,26.0,29.0,7.2,7.3,2715.0,3609.0,1.4,1.6,10.77,23.37,7.0,7,460.0,460.0,17.845289,83.368911
3092,ANDHRA PRADESH,27.0,28.0,7.7,7.8,862.0,1009.0,1.4,1.6,3.03,6.82,11.0,15,69.0,110.0,18.57652,84.015135
3093,ANDHRA PRADESH,26.0,26.0,7.7,7.8,1645.0,1888.0,1.5,2.3,4.44,4.68,7.0,9,45.0,65.0,18.135208,83.61347
1533,ASSAM,22.0,22.0,6.2,6.3,212.0,450.0,1.2,1.4,0.7,1.8,2.0,2,2.0,2.0,27.396089,95.631783
1534,ASSAM,26.0,26.0,5.6,5.8,186.0,1134.0,0.8,1.1,0.3,0.9,2.0,150,2.0,200.0,26.105415,93.113917
1535,ASSAM,23.0,29.0,6.1,6.6,189.0,277.0,0.6,1.5,1.0,2.5,2.0,2,2.0,2.0,26.98,94.63
1536,ASSAM,24.0,28.0,6.4,6.5,176.0,200.0,0.6,1.2,0.5,1.7,2.0,2,2.0,2.0,26.979722,94.632211
1537,ASSAM,23.0,27.0,6.4,7.4,179.0,275.0,0.6,1.4,0.8,1.4,2.0,2,2.0,2.0,26.750143,94.219855
1538,ASSAM,25.0,26.0,5.5,7.1,61.0,125.0,0.6,0.8,0.7,1.8,2.0,2,2.0,2.0,24.820617,92.802431
1539,ASSAM,27.0,28.0,7.3,7.8,272.0,309.0,0.8,1.1,0.4,1.9,2.0,2,2.0,300.0,26.315597,90.996408
1540,ASSAM,28.0,29.0,6.0,6.1,143.0,190.0,1.4,1.6,2.5,7.9,2.0,2,2.0,2.0,26.48,90.56
1541,ASSAM,26.0,28.0,6.9,7.1,344.0,464.0,1.0,2.3,2.1,2.3,2.0,2,2.0,2.0,26.145228,91.736806
1542,ASSAM,26.0,28.0,6.4,7.0,457.0,783.0,2.4,2.6,1.7,2.2,2.0,3500,2.0,5300.0,26.1441,91.735194
2243,ASSAM,22.0,22.0,5.1,6.0,142.0,224.0,0.6,1.3,1.0,1.9,2.0,2,2.0,2.0,27.28822,95.680737
2244,ASSAM,24.0,26.0,6.5,7.1,247.0,251.0,1.0,2.6,0.7,1.7,2.0,2,2.0,2.0,26.92,94.73
2245,ASSAM,25.0,27.0,4.9,5.6,160.0,170.0,1.4,2.1,1.0,1.8,2.0,2,2.0,2.0,26.5885,93.748586
2246,ASSAM,20.0,22.0,6.2,7.0,188.0,236.0,0.9,2.2,0.4,0.4,2.0,2,2.0,2.0,26.200386,92.937992
2247,ASSAM,20.0,23.0,6.3,6.4,94.0,225.0,1.4,1.8,0.6,1.1,2.0,2,2.0,2.0,27.595294,94.724003
2248,ASSAM,26.0,30.0,6.0,6.8,134.0,343.0,1.4,2.8,1.8,3.5,2.0,2,2.0,2.0,27.224728,94.107373
2249,ASSAM,26.0,27.0,6.1,6.4,249.0,251.0,0.9,2.2,0.3,2.7,2.0,2,2.0,2.0,26.65285,92.792558
2250,ASSAM,29.0,30.0,6.0,6.3,285.0,513.0,1.8,2.4,0.5,2.7,2.0,2,2.0,2.0,26.350383,92.679592
2251,ASSAM,29.0,29.0,5.1,5.4,463.0,755.0,1.1,1.1,0.6,1.1,2.0,730,2.0,2000.0,26.1277,92.215749
2252,ASSAM,22.0,29.0,6.2,6.6,202.0,221.0,1.2,2.3,0.1,0.8,2.0,2,2.0,2.0,26.105147,91.712525
2253,ASSAM,22.0,30.0,6.2,6.3,190.0,194.0,1.1,2.1,0.1,2.1,2.0,2,2.0,2.0,26.444617,91.441053
2254,ASSAM,28.0,28.0,6.9,7.1,526.0,660.0,0.6,1.4,0.3,2.7,2.0,2,2.0,2.0,26.5,90.97
2255,ASSAM,28.0,30.0,5.7,6.7,293.0,408.0,1.4,2.2,1.8,6.4,2.0,2,2.0,2.0,26.515756,90.532872
2256,ASSAM,28.0,30.0,5.6,6.7,57.0,154.0,0.5,0.8,0.3,2.8,2.0,2,2.0,2.0,26.403904,90.262979
2257,ASSAM,24.0,32.0,6.5,7.7,427.0,454.0,0.6,1.0,0.2,2.7,2.0,2,2.0,2.0,26.026696,89.970706
2258,ASSAM,26.0,30.0,6.4,6.6,244.0,246.0,1.1,2.2,2.4,3.2,2.0,2,2.0,2.0,26.170647,90.626604
2259,ASSAM,27.0,27.0,7.1,7.2,751.0,837.0,0.8,1.0,0.6,1.0,2.0,2,2.0,2.0,25.84274,93.425589
2260,ASSAM,26.0,29.0,6.0,6.2,94.0,104.0,1.4,1.6,0.4,0.7,2.0,2,2.0,2.0,25.847217,92.574292
2261,ASSAM,20.0,24.0,6.1,7.2,90.0,122.0,0.8,1.0,0.7,2.1,2.0,2,2.0,2.0,25.163311,93.012825
2262,ASSAM,25.0,25.0,5.7,7.1,84.0,149.0,1.0,1.2,0.6,1.7,2.0,2,2.0,2.0,24.866553,92.367203
2263,ASSAM,25.0,25.0,7.4,7.4,154.0,198.0,0.6,1.3,0.5,2.7,2.0,2,2.0,2.0,24.681103,92.563806
2264,ASSAM,25.0,25.0,6.6,6.7,153.0,171.0,1.4,3.1,0.7,1.7,2.0,2,2.0,2.0,24.861042,92.596669
3761,ASSAM,26.0,26.0,7.1,7.1,177.0,177.0,1.1,1.1,1.7,1.7,2.0,2,2.0,2.0,26.677976,93.140501
3762,ASSAM,27.0,27.0,6.3,6.3,384.0,384.0,3.0,3.0,1.6,1.6,2.0,2,2.0,2.0,26.848659,92.839577
3766,ASSAM,27.0,27.0,6.4,6.4,287.0,287.0,2.8,2.8,2.4,2.4,2.0,2,2.0,2.0,26.402321,92.050237
3770,ASSAM,28.0,28.0,7.2,7.2,157.0,157.0,1.8,1.8,0.8,0.8,2.0,2,2.0,2.0,26.754909,94.234144
3771,ASSAM,27.0,27.0,7.8,7.8,277.0,277.0,1.7,1.7,1.0,1.0,2.0,2,2.0,2.0,26.587406,94.186207
3779,ASSAM,27.0,27.0,7.5,7.5,391.0,391.0,1.9,1.9,0.2,0.2,2.0,2,2.0,2.0,26.931679,94.173072
3790,ASSAM,22.0,22.0,7.5,7.5,180.0,180.0,2.2,2.2,1.4,1.4,2.0,2,2.0,2.0,27.441809,94.292867
3793,ASSAM,27.0,27.0,6.8,6.8,451.0,451.0,1.6,1.6,2.1,2.1,700.0,700,1500.0,1500.0,26.522866,93.961134
3794,ASSAM,27.0,27.0,6.7,6.7,489.0,489.0,2.2,2.2,2.7,2.7,2.0,2,2.0,2.0,26.471975,94.098619
3795,ASSAM,26.0,26.0,7.5,7.5,370.0,370.0,1.4,1.4,1.6,1.6,2.0,2,2.0,2.0,26.458711,93.981235
3801,ASSAM,25.0,25.0,7.4,7.4,545.0,545.0,5.1,5.1,1.5,1.5,2.0,2,2.0,2.0,24.781654,92.853933
3802,ASSAM,25.0,25.0,7.1,7.1,331.0,331.0,2.0,2.0,1.2,1.2,2.0,2,2.0,2.0,24.798461,92.797513
3805,ASSAM,26.0,26.0,6.8,6.8,162.0,162.0,2.2,2.2,1.7,1.7,2.0,2,2.0,2.0,24.864102,92.358579
3813,ASSAM,27.0,27.0,5.6,5.6,309.0,309.0,1.7,1.7,1.9,1.9,2.0,2,2.0,2.0,26.167846,91.829173
3815,ASSAM,24.0,24.0,7.8,7.8,286.0,286.0,0.8,0.8,1.9,1.9,2.0,2,2.0,2.0,26.124278,91.809578
3816,ASSAM,24.0,24.0,7.9,7.9,280.0,280.0,0.5,0.5,0.1,0.1,2.0,2,2.0,2.0,26.105895,91.788621
3817,ASSAM,25.0,25.0,7.0,7.0,331.0,331.0,0.8,0.8,0.1,0.1,2.0,2,2.0,2.0,26.162529,91.759013
3818,ASSAM,26.0,26.0,7.3,7.3,280.0,280.0,1.0,1.0,0.3,0.3,2.0,2,2.0,2.0,26.172514,91.687694
1825,BIHAR,26.0,30.0,8.1,8.7,446.0,449.0,,,0.0,0.0,2.0,2,2.0,2.0,25.579122,85.253317
1826,BIHAR,26.0,32.0,7.8,8.0,455.0,456.0,,,0.0,0.0,2.0,2,2.0,2.0,25.593237,85.174164
1827,BIHAR,26.0,32.0,7.4,7.4,554.0,558.0,,,0.0,0.0,2.0,2,2.0,2.0,25.620924,85.159936
1828,BIHAR,26.0,30.0,7.8,7.8,520.0,521.0,,,0.0,0.0,2.0,2,2.0,2.0,25.609619,85.136893
1829,BIHAR,26.0,30.0,7.6,7.8,560.0,560.0,,,0.0,0.0,2.0,2,2.0,2.0,25.611612,85.09125
1830,BIHAR,24.0,28.0,7.2,7.5,995.0,1000.0,,,0.0,0.0,2.0,2,2.0,2.0,26.122167,85.382451
1831,BIHAR,24.0,28.0,7.8,8.0,628.0,642.0,,,0.0,0.0,2.0,7,2.0,12.0,26.123515,85.378269
1832,BIHAR,26.0,27.0,7.2,7.4,612.0,768.0,,,0.0,0.0,2.0,2,2.0,2.0,25.413449,86.139054
1833,BIHAR,26.0,26.0,7.2,7.3,688.0,730.0,,,0.0,0.0,2.0,2,2.0,2.0,25.415751,86.135881
1834,BIHAR,20.0,22.0,7.2,7.6,554.0,692.0,,,0.0,0.0,2.0,2,2.0,2.0,25.783319,87.466672
1835,BIHAR,20.0,22.0,7.1,7.5,602.0,834.0,,,0.0,0.0,2.0,2,2.0,2.0,25.772242,87.467227
1836,BIHAR,28.0,32.0,7.3,7.4,332.0,402.0,,,0.0,0.0,2.0,2,2.0,2.0,25.419944,86.129972
1837,BIHAR,28.0,32.0,7.2,7.3,413.0,446.0,,,0.0,0.0,2.0,2,2.0,2.0,25.419953,86.129981
1838,BIHAR,25.0,30.0,7.2,7.2,596.0,648.0,,,0.0,0.0,2.0,2,2.0,2.0,25.380978,86.465003
1839,BIHAR,26.0,28.0,7.3,7.6,580.0,600.0,,,0.0,0.0,2.0,2,2.0,2.0,25.372324,86.471752
1840,BIHAR,28.0,29.0,7.4,8.0,581.0,589.0,,,0.0,0.0,2.0,2,2.0,2.0,26.649806,84.916775
1841,BIHAR,26.0,31.0,7.1,7.1,889.0,1850.0,,,0.0,0.0,2.0,4,2.0,7.0,24.794784,85.007259
1842,BIHAR,26.0,31.0,7.1,7.2,895.0,1700.0,,,0.0,0.0,2.0,2,2.0,2.0,24.795406,84.999433
1843,BIHAR,25.0,30.0,7.2,7.2,478.0,897.0,,,0.0,0.0,2.0,2,2.0,2.0,25.017233,85.416189
1844,BIHAR,28.0,32.0,7.0,7.1,1088.0,1140.0,,,0.0,0.0,2.0,2,2.0,2.0,25.783556,84.75325
2576,BIHAR,24.0,30.0,7.1,7.2,468.0,1080.0,,,0.0,0.0,2.0,2,2.0,2.0,24.754222,84.373768
2577,BIHAR,29.0,32.0,7.1,7.2,545.0,595.0,,,0.0,0.0,2.0,4,2.0,7.0,26.13508,87.467551
2578,BIHAR,22.0,30.0,7.1,7.2,826.0,857.0,,,0.0,0.0,2.0,2,2.0,2.0,25.325799,84.605419
2579,BIHAR,21.0,25.0,7.4,7.5,491.0,3111.0,,,0.0,0.0,2.0,2,2.0,2.0,25.566265,83.983535
2580,BIHAR,28.0,29.0,7.1,7.3,310.0,1004.0,,,0.0,0.0,2.0,2,2.0,2.0,25.040383,83.610998
2581,BIHAR,21.0,23.0,7.5,7.8,447.0,603.0,,,0.0,0.0,2.0,2,2.0,2.0,26.160497,85.899783
2582,BIHAR,21.0,22.0,7.4,7.6,640.0,651.0,,,0.0,0.0,2.0,2,2.0,2.0,26.187745,85.903178
2583,BIHAR,26.0,30.0,7.2,7.7,511.0,870.0,,,0.0,0.0,2.0,2,2.0,2.0,26.46047,84.438832
2584,BIHAR,26.0,31.0,7.3,7.4,1040.0,1070.0,,,0.0,0.0,2.0,2,2.0,2.0,26.429064,84.394487
2585,BIHAR,26.0,26.0,6.9,7.4,410.0,1800.0,,,0.0,0.0,2.0,2,2.0,2.0,25.216006,84.9842
2586,BIHAR,21.0,23.0,7.2,7.4,540.0,585.0,,,0.0,0.0,2.0,2,2.0,2.0,25.541982,87.567477
2587,BIHAR,28.0,28.0,7.4,7.4,624.0,624.0,,,0.0,0.0,7.0,7,12.0,12.0,25.483817,86.701389
2588,BIHAR,25.0,25.0,7.3,7.4,294.0,599.0,,,0.0,0.0,2.0,7,2.0,12.0,25.676944,86.943056
2589,BIHAR,21.0,26.0,7.0,7.7,614.0,961.0,,,0.0,0.0,2.0,2,2.0,2.0,25.916944,86.778611
2590,BIHAR,22.0,24.0,7.4,7.5,604.0,635.0,,,0.0,0.0,2.0,2,2.0,2.0,26.345964,86.071781
2591,BIHAR,26.0,29.0,7.2,7.3,687.0,1200.0,,,0.0,0.0,2.0,2,2.0,2.0,25.139348,85.451156
2592,BIHAR,25.0,28.0,7.1,7.5,616.0,788.0,,,0.0,0.0,2.0,2,2.0,2.0,25.124061,85.459475
2593,BIHAR,25.0,30.0,7.1,7.3,634.0,1450.0,,,0.0,0.0,2.0,2,2.0,2.0,24.880028,85.529992
2594,BIHAR,24.0,27.0,7.0,7.6,610.0,774.0,,,0.0,0.0,2.0,2,2.0,2.0,25.870544,86.601375
2595,BIHAR,21.0,23.0,7.4,7.5,583.0,873.0,,,0.0,0.0,2.0,2,2.0,2.0,25.862969,85.781044
2596,BIHAR,24.0,30.0,7.1,7.4,304.0,399.0,,,0.0,0.0,2.0,2,2.0,2.0,26.588721,85.501282
2597,BIHAR,27.0,34.0,7.3,7.4,563.0,1038.0,,,0.0,0.0,2.0,2,2.0,2.0,26.210096,84.365362
2598,BIHAR,27.0,31.0,6.9,7.4,395.0,1220.0,,,0.0,0.0,2.0,7,2.0,12.0,24.628777,83.920541
2599,BIHAR,26.0,31.0,6.8,7.5,550.0,1200.0,,,0.0,0.0,2.0,2,2.0,2.0,24.625089,83.918998
2600,BIHAR,24.0,30.0,7.3,7.4,304.0,339.0,,,0.0,0.0,2.0,2,2.0,2.0,25.683822,85.354964
3138,BIHAR,22.0,30.0,7.2,7.2,783.0,790.0,,,0.0,0.0,2.0,2,2.0,2.0,25.555753,84.661464
3139,BIHAR,27.0,32.0,7.0,7.0,675.0,705.0,,,0.0,0.0,2.0,4,2.0,7.0,26.130901,87.44426
3140,BIHAR,26.0,31.0,7.1,7.4,1580.0,1589.0,,,0.0,0.0,2.0,7,2.0,12.0,26.801253,84.503617
3141,BIHAR,25.0,31.0,6.9,7.9,541.0,1819.0,,,0.0,0.0,2.0,4,2.0,7.0,24.696722,84.986056
3142,BIHAR,24.0,30.0,7.0,7.3,400.0,565.0,,,0.0,0.0,2.0,2,2.0,2.0,25.198364,84.252158
3143,BIHAR,26.0,31.0,7.0,7.3,523.0,560.0,,,0.0,0.0,2.0,2,2.0,2.0,27.127814,84.067542
3144,BIHAR,25.0,26.0,7.5,7.6,525.0,796.0,,,0.0,0.0,2.0,2,2.0,2.0,25.471956,85.707546
3145,BIHAR,23.0,25.0,6.8,7.3,642.0,785.0,,,0.0,0.0,2.0,2,2.0,2.0,24.928792,84.187828
3146,BIHAR,22.0,28.0,7.2,7.3,820.0,896.0,,,0.0,0.0,2.0,2,2.0,2.0,25.549911,84.150194
3147,BIHAR,20.0,21.0,7.6,7.8,315.0,620.0,,,0.0,0.0,2.0,2,2.0,2.0,26.592486,86.137611
3148,BIHAR,26.0,30.0,7.2,7.2,605.0,619.0,,,0.0,0.0,2.0,2,2.0,2.0,25.309172,86.489908
3149,BIHAR,24.0,30.0,6.8,7.4,293.0,1090.0,,,0.0,0.0,2.0,2,2.0,2.0,25.011592,83.660808
3150,BIHAR,22.0,28.0,7.3,7.6,360.0,377.0,,,0.0,0.0,2.0,2,2.0,2.0,25.644867,84.873763
3151,BIHAR,26.0,29.0,7.1,7.8,416.0,1150.0,,,0.0,0.0,2.0,2,2.0,2.0,25.168678,83.618608
3152,BIHAR,24.0,29.0,7.6,7.6,298.0,302.0,,,0.0,0.0,2.0,2,2.0,2.0,27.107417,84.467131
3153,BIHAR,23.0,29.0,6.9,7.2,515.0,914.0,,,0.0,0.0,2.0,7,2.0,12.0,25.328697,84.410572
3154,BIHAR,25.0,31.0,7.2,7.3,685.0,1800.0,,,0.0,0.0,2.0,7,2.0,12.0,24.789593,84.999556
3155,BIHAR,23.0,30.0,7.4,7.5,594.0,605.0,,,0.0,0.0,2.0,2,2.0,2.0,26.114017,86.601053
3156,BIHAR,21.0,23.0,7.6,7.7,682.0,1060.0,,,0.0,0.0,2.0,2,2.0,2.0,25.862744,85.777669
3157,BIHAR,30.0,30.0,7.4,7.4,305.0,305.0,,,0.0,0.0,2.0,2,2.0,2.0,25.238589,86.741767
3158,BIHAR,24.0,30.0,6.8,7.2,633.0,1320.0,,,0.0,0.0,2.0,7,2.0,12.0,24.558892,84.799511
3159,BIHAR,21.0,28.0,7.1,7.2,640.0,688.0,,,0.0,0.0,2.0,2,2.0,2.0,25.586566,84.449575
3160,BIHAR,31.0,31.0,7.6,7.6,336.0,336.0,,,0.0,0.0,2.0,2,2.0,2.0,26.981397,84.853981
3161,BIHAR,21.0,23.0,7.2,7.3,259.0,585.0,,,0.0,0.0,2.0,2,2.0,2.0,25.534142,87.580264
3162,BIHAR,24.0,34.0,7.2,7.4,759.0,794.0,,,0.0,0.0,2.0,2,2.0,2.0,26.004064,85.08065
2039,CHANDIGARH,26.0,30.0,6.6,6.6,744.0,949.0,1.0,1.0,4.4,4.9,2.0,2,2.0,2.0,30.751489,76.772606
2040,CHANDIGARH,26.0,28.0,6.8,7.1,647.0,829.0,1.0,5.0,0.8,1.2,2.0,2,2.0,2.0,30.73405,76.773239
2043,CHANDIGARH,25.0,26.0,6.7,7.3,801.0,1171.0,1.0,7.0,0.7,1.0,2.0,2,2.0,4.0,30.731825,76.725717
2044,CHANDIGARH,26.0,26.0,6.9,7.4,553.0,669.0,1.0,5.0,0.7,1.0,2.0,13,2.0,21.0,30.776019,76.74926
2045,CHANDIGARH,26.0,28.0,6.8,7.4,532.0,677.0,1.0,4.0,1.0,1.4,2.0,2,2.0,2.0,30.75385,76.740867
1620,CHHATTISGARH,23.0,30.0,7.4,7.9,522.0,664.0,0.2,0.4,0.2,2.3,,,2.0,6.0,21.251394,81.629733
1621,CHHATTISGARH,24.0,32.0,7.3,7.7,548.0,566.0,0.3,0.6,1.1,2.3,,,2.0,4.0,21.251394,81.629733
1622,CHHATTISGARH,30.0,30.0,7.5,7.5,360.0,378.0,0.1,0.1,0.4,0.4,,,2.0,2.0,22.079625,82.139142
1623,CHHATTISGARH,29.0,30.0,7.2,7.5,432.0,449.0,0.1,0.1,0.4,0.5,,,2.0,2.0,22.079625,82.139142
3171,CHHATTISGARH,,,7.4,7.5,,,,,0.0,0.0,,,,,21.201958,81.340825
3172,CHHATTISGARH,26.1,27.7,7.2,7.2,,,0.2,0.2,0.0,0.0,,,,,22.424406,82.73913
3173,CHHATTISGARH,26.3,27.6,7.2,7.2,,,0.4,3.4,0.0,0.0,,,,,22.393874,82.678762
3174,CHHATTISGARH,26.2,27.6,7.1,7.2,,,0.4,0.4,0.0,0.0,,,,,22.385857,82.683508
2453,"DADRA & NAGAR
HAVELI",28.0,28.0,7.3,7.3,586.0,586.0,1.0,1.0,1.6,1.6,10.0,10,210.0,210.0,20.126292,73.062664
2454,"DADRA & NAGAR
HAVELI",28.0,28.0,7.4,7.4,620.0,620.0,1.0,1.0,1.8,1.8,7.0,7,24.0,24.0,20.271932,72.998411
2455,"DADRA & NAGAR
HAVELI",28.0,28.0,7.6,7.6,1410.0,1410.0,3.0,3.0,0.9,0.9,1.0,1,14.0,14.0,20.242592,73.014025
2456,"DADRA & NAGAR
HAVELI",28.0,28.0,7.3,7.3,1260.0,1260.0,1.0,1.0,2.1,2.1,20.0,20,80.0,80.0,20.310619,72.960967
2457,"DADRA & NAGAR
HAVELI",28.0,28.0,7.5,7.5,816.0,816.0,1.0,1.0,1.2,1.2,10.0,10,130.0,130.0,20.293589,73.068986
2458,"DADRA & NAGAR
HAVELI",28.0,28.0,7.4,7.4,1490.0,1490.0,1.0,1.0,1.2,1.2,13.0,13,25.0,25.0,20.316669,72.966672
1440,DAMAN & DIU,28.0,28.0,7.5,7.6,610.0,925.0,1.0,1.0,0.8,1.18,10.0,130,170.0,210.0,20.407256,72.876327
2448,DAMAN & DIU,29.0,29.0,7.6,7.6,660.0,660.0,1.0,1.0,1.4,1.4,1600.0,1600,1600.0,1600.0,20.447361,72.857456
2449,DAMAN & DIU,28.0,28.0,7.5,7.5,1220.0,1220.0,1.0,1.0,0.54,0.54,14.0,14,30.0,30.0,20.400458,72.878133
2450,DAMAN & DIU,29.0,29.0,7.5,7.5,568.0,568.0,1.0,1.0,1.8,1.8,70.0,70,380.0,380.0,20.426775,72.847097
2451,DAMAN & DIU,28.0,28.0,7.5,7.5,660.0,660.0,1.0,1.0,1.4,1.4,40.0,40,220.0,220.0,20.40115,72.892161
2452,DAMAN & DIU,28.0,28.0,7.6,7.6,972.0,972.0,3.0,3.0,1.8,1.8,3.0,3,510.0,510.0,20.384203,72.883423
2277,GOA,31.5,32.0,6.2,6.8,277.0,341.0,0.5,1.2,0.01,0.16,2.0,2,2.0,5.0,15.368606,73.9448
2278,GOA,29.0,29.9,6.2,7.1,96.0,128.0,0.1,1.5,0.05,0.3,2.0,23,2.0,130.0,15.383933,73.873514
2279,GOA,,,,,,,,,0.0,0.0,,,,,15.381967,73.875719
2280,GOA,31.5,32.0,6.5,6.8,277.0,339.0,0.4,0.6,0.0,0.11,2.0,2,2.0,2.0,15.462972,73.971447
2281,GOA,31.0,31.0,4.4,5.8,67.0,82.0,0.3,1.1,0.07,0.91,2.0,2,2.0,2.0,15.499056,73.932308
2282,GOA,30.0,34.0,7.6,7.6,262.0,291.0,1.1,1.4,0.0,0.02,2.0,17,2.0,33.0,15.529438,73.796302
3192,GOA,30.0,34.0,7.6,7.6,262.0,291.0,1.1,1.4,0.0,0.02,2.0,17,2.0,33.0,15.528469,73.797361
3193,GOA,32.0,32.0,5.8,6.5,385.0,749.0,1.3,2.2,0.06,1.12,2.0,2,2.0,2.0,15.164621,73.989226
3194,GOA,31.0,33.0,5.4,5.6,95.0,100.0,0.2,0.6,0.05,2.5,2.0,2,2.0,2.0,15.385928,74.028225
3195,GOA,32.0,33.5,5.8,5.9,66.0,69.0,0.1,0.5,0.02,1.9,2.0,2,2.0,2.0,15.423045,73.954292
3,GUJARAT,30.0,30.0,7.7,8.0,,,1.5,1.7,2.07,2.69,2.0,2,2.0,2.0,23.022784,72.571178
6,GUJARAT,29.0,30.0,8.2,8.3,447.0,1752.0,0.2,0.2,0.39,0.8,2.0,2,2.0,2.0,22.307158,73.181219
1226,GUJARAT,33.0,33.0,8.1,8.5,273.0,458.0,1.7,1.8,0.06,1.88,2.0,2,2.0,2.0,22.972906,72.588261
1948,GUJARAT,30.0,31.0,6.4,8.1,1720.0,1720.0,1.4,1.6,0.2,0.25,2.0,2,2.0,2.0,21.764472,72.151931
1949,GUJARAT,29.0,33.0,8.0,8.0,1510.0,1530.0,1.4,1.6,0.15,0.18,2.0,2,2.0,4.0,21.62,71.230006
1950,GUJARAT,24.0,25.0,7.6,7.7,1180.0,1220.0,0.5,0.8,1.79,4.42,2.0,2,2.0,2.0,21.522041,70.45785
1951,GUJARAT,26.0,27.0,7.4,7.7,855.0,1160.0,0.7,0.8,0.81,3.25,2.0,2,2.0,2.0,22.303892,70.802158
1952,GUJARAT,25.0,26.0,7.2,8.4,785.0,3120.0,0.0,0.6,0.82,1.21,2.0,2,2.0,2.0,22.720141,71.649491
1953,GUJARAT,28.0,29.0,7.9,7.9,850.0,900.0,0.4,0.4,0.28,0.36,2.0,2,2.0,2.0,22.470703,70.057739
1954,GUJARAT,29.0,29.0,7.7,8.5,3110.0,3150.0,1.3,1.3,0.4,1.2,2.0,2,2.0,2.0,23.242,69.666933
1955,GUJARAT,28.0,28.0,7.6,7.6,1441.0,1520.0,1.7,1.8,1.7,2.88,2.0,2,2.0,2.0,24.17405,72.4331
1956,GUJARAT,26.0,29.0,7.2,8.3,2209.0,2323.0,1.2,2.0,2.64,3.44,2.0,2,2.0,2.0,23.587992,72.369308
1957,GUJARAT,30.0,37.0,7.7,7.7,1420.0,1838.0,1.5,2.0,2.98,4.13,2.0,2,2.0,2.0,23.919619,72.366836
1958,GUJARAT,27.0,27.0,8.0,8.2,657.0,703.0,1.3,1.7,2.9,3.94,2.0,2,2.0,2.0,23.612325,72.960308
1959,GUJARAT,31.0,31.0,7.7,8.2,1700.0,1864.0,0.5,0.9,0.26,0.47,2.0,2,2.0,2.0,22.70001,72.870001
1960,GUJARAT,30.0,30.0,7.7,7.9,8.0,905.0,0.3,0.5,0.63,0.86,2.0,2,2.0,2.0,22.837931,74.253147
