STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FAECAL_STREPTOCOCCI_Min,FAECAL_STREPTOCOCCI_Max,TOTAL_DISSOLVED_SOLIDS_Min,TOTAL_DISSOLVED_SOLIDS_Max,FLUORIDE_Min,FLUORIDE_Max,ARSENIC_Min,ARSENIC_Max,Latitude,Longitude
4412,GUJARAT,26,27,7.1,7.3,2499,4620,BDL,BDL,BDL,0.32,BDL,BDL,BDL,BDL,-,-,186,2890,BDL,0.22,BDL,BDL,22.479167,70.0975
4413,GUJARAT,31,31,8.1,8.1,1307,1307,BDL,BDL,0.36,0.36,2,2,2,2,-,-,738,738,0.48,0.48,-,-,22.291602,72.73921
4414,GUJARAT,29,30,7.6,7.9,1390,1442,BDL,BDL,BDL,0.32,BDL,BDL,BDL,BDL,-,-,682,800,0.48,0.85,BDL,BDL,21.616613,73.00895
4416,GUJARAT,28,30,6.7,7.8,1251,1368,BDL,BDL,BDL,0.58,BDL,2,BDL,2,-,-,780,789,0.27,0.38,-,-,22.220328,73.221501
4422,GUJARAT,29,30,6.7,7,1057,1156,BDL,BDL,0.39,0.46,BDL,2,BDL,2,-,-,594,728,0.3,0.39,-,-,23.16095,73.59988
4829,HARYANA,-,-,8.1,8.6,1361,1626,-,-,-,-,-,-,-,-,-,-,840,987,-,-,-,-,28.77251,76.76381
4830,HARYANA,-,-,8.6,8.6,2810,2810,-,-,-,-,-,-,-,-,-,-,1781,1781,-,-,-,-,28.87836,76.63056
4831,HARYANA,28,28,7.6,7.6,1477,1477,-,-,0.88,0.88,-,-,500,500,-,-,868,868,BDL,BDL,-,-,28.929256,77.083735
4832,HARYANA,28,28,7.9,8.4,944,3410,-,-,0.45,1.87,-,-,170,900,-,-,498,1888,BDL,BDL,-,-,29.021944,77.068611
4833,HARYANA,29,29,8,8.4,940,1140,-,-,0.41,1.83,-,-,140,700,-,-,405,632,BDL,BDL,-,-,29.026667,77.058889
4834,HARYANA,27,27,8.3,8.4,939,995,-,-,0.31,1.39,-,-,110,700,-,-,496,548,BDL,BDL,-,-,28.988611,77.036389
4835,HARYANA,28,28,8.3,8.3,933,933,-,-,0.33,0.33,-,-,700,700,-,-,498,498,BDL,BDL,-,-,28.87589,76.90018
4836,HARYANA,-,-,8.1,8.1,2132,2460,-,-,-,-,-,-,-,-,-,-,1215,1494,-,-,-,-,30.12858,76.433176
4837,HARYANA,-,-,8.1,8.2,2392,2529,-,-,-,-,-,-,-,-,-,-,1438,1575,-,-,-,-,30.082977,76.263267
4838,HARYANA,-,-,7.2,7.2,1140,1140,-,-,-,-,-,-,-,-,-,-,552,552,-,-,-,-,28.81498,76.139261
4839,HARYANA,-,-,7.3,7.3,2870,2870,5,5,-,-,-,-,-,-,-,-,1520,1520,0.4,0.4,-,-,28.22448,77.28811
4840,HARYANA,-,-,7.2,7.3,2040,2160,-,-,-,-,-,-,-,-,-,-,1080,1120,0.3,1.2,-,-,28.03871,77.24282
4841,HARYANA,-,-,7.2,7.4,2010,2140,-,-,-,-,-,-,-,-,-,-,1100,1180,BDL,0.6,-,-,27.882959,77.365127
4842,HARYANA,-,-,7.1,7.2,1880,1960,-,-,-,-,-,-,-,-,-,-,1010,1010,BDL,0.4,-,-,28.3401,77.319847
4843,HARYANA,-,-,6.8,6.9,630,640,5,5,-,-,-,-,-,-,-,-,340,350,-,-,-,-,28.399434,77.222378
4844,HARYANA,11,11,7.5,7.5,1820,1820,-,-,-,-,-,-,-,-,-,-,1100,1100,0.6,0.6,-,-,28.096661,76.579356
4845,HARYANA,6,9,6.8,7.7,1340,1520,-,-,-,-,-,-,-,-,-,-,670,670,0.75,0.75,-,-,28.36413,76.9408
4846,HARYANA,7,8,6.9,7.4,1280,2010,-,-,-,-,-,-,-,-,-,-,610,1210,1,1,-,-,28.377778,76.869106
4847,HARYANA,5,9,6.9,7.7,1940,2320,-,-,-,-,-,-,-,-,-,-,910,1440,0.6,0.6,-,-,28.331752,76.775306
4848,HARYANA,6,8,7,7.5,1430,1540,-,-,-,-,-,-,-,-,-,-,710,920,1.1,1.1,-,-,28.441324,77.000823
4849,HARYANA,5,9,7,7.1,1040,1120,-,-,-,-,-,-,-,-,-,-,560,630,0.8,0.8,-,-,28.276406,76.869885
4850,HARYANA,7,7,7,7.2,1010,1210,-,-,-,-,-,-,-,-,-,-,520,520,0.25,0.25,-,-,28.413869,76.999675
4851,HARYANA,6,11,7,7.1,1490,1580,-,-,-,-,-,-,-,-,-,-,710,930,0.65,0.65,-,-,28.328632,76.78078
4852,HARYANA,-,-,7.8,7.8,1950,1950,-,-,-,-,-,-,-,-,-,-,-,-,BDL,BDL,-,-,29.466667,77.0025
4853,HARYANA,-,-,7.8,7.8,441,441,-,-,-,-,-,-,-,-,-,-,-,-,BDL,BDL,-,-,29.33953,76.939501
4854,HARYANA,-,-,7.7,7.7,1336,1336,-,-,-,-,-,-,-,-,-,-,-,-,BDL,BDL,-,-,29.3709,76.9443
4855,HARYANA,28,28,8,8,1509,1509,-,-,-,-,-,-,-,-,-,-,-,-,BDL,BDL,-,-,29.3925,77.016389
4856,HARYANA,28,28,8.2,8.2,1424,1424,-,-,-,-,-,-,-,-,-,-,-,-,BDL,BDL,-,-,28.943973,76.610073
1555,HIMACHAL PRADESH,-,-,7.1,7.2,561,878,BDL,BDL,0.55,0.55,BDL,BDL,BDL,BDL,BDL,BDL,376,417,0.41,0.41,-,-,30.50225,77.221312
1556,HIMACHAL PRADESH,26,26,7.3,7.3,838,857,BDL,BDL,0.82,0.82,BDL,BDL,BDL,BDL,BDL,BDL,441,478,0.66,0.66,-,-,30.446322,77.615542
1561,HIMACHAL PRADESH,16,27,7.8,7.9,545,673,BDL,BDL,BDL,BDL,BDL,BDL,10,10,-,-,348,457,BDL,BDL,-,-,32.229859,75.658854
1562,HIMACHAL PRADESH,-,-,8,8.3,417,526,BDL,BDL,-,-,BDL,BDL,21,21,-,-,257,357,BDL,BDL,-,-,31.468722,76.272224
1872,HIMACHAL PRADESH,18,18,7.1,7.6,535,5735,14,160,1.59,8.8,430,1600,1600,1600,-,-,241,325,0.53,1.58,-,-,31.104606,77.173425
1873,HIMACHAL PRADESH,15,15,7.4,7.4,339,339,BDL,BDL,BDL,BDL,BDL,BDL,130,130,-,-,216,216,BDL,BDL,-,-,32.219678,76.320933
1874,HIMACHAL PRADESH,18,18,7,8.5,207,738,BDL,BDL,-,-,BDL,BDL,BDL,2,BDL,BDL,112,432,BDL,0.65,-,-,30.90541,77.096698
1877,HIMACHAL PRADESH,25,25,7.4,7.6,560,743,BDL,BDL,-,-,BDL,BDL,BDL,BDL,BDL,BDL,336,422,BDL,0.48,-,-,30.95356,76.775799
1878,HIMACHAL PRADESH,25,25,7,7.3,569,702,BDL,BDL,-,-,BDL,BDL,BDL,BDL,BDL,BDL,341,412,0.75,0.75,-,-,30.927405,76.8281
1880,HIMACHAL PRADESH,-,-,6.9,8.1,693,900,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,398,603,BDL,BDL,-,-,30.552939,77.212353
1881,HIMACHAL PRADESH,20,20,6.6,7.1,663,909,BDL,BDL,0.81,0.81,BDL,BDL,BDL,BDL,BDL,BDL,418,438,0.67,0.67,-,-,30.436053,77.579269
1882,HIMACHAL PRADESH,-,-,7.5,7.9,438,688,BDL,BDL,BDL,0.31,BDL,BDL,17,17,-,-,271,467,BDL,BDL,-,-,31.40982,76.346479
1883,HIMACHAL PRADESH,-,-,7.7,7.7,542,662,BDL,BDL,BDL,BDL,BDL,BDL,21,21,-,-,340,450,BDL,BDL,-,-,31.465478,76.270798
2628,HIMACHAL PRADESH,11,15,6.8,7,523,580,-,-,2.7,2.7,BDL,BDL,BDL,BDL,BDL,BDL,345,383,-,-,-,-,31.893319,77.13845
2629,HIMACHAL PRADESH,19,21,7.5,8,362,512,-,-,1.78,1.78,BDL,BDL,BDL,BDL,BDL,BDL,228,335,-,-,-,-,31.708164,76.931367
2630,HIMACHAL PRADESH,15.5,15.5,6.6,8.2,102,650,BDL,BDL,-,-,BDL,BDL,11,11,-,-,68,428,BDL,BDL,-,-,31.686889,76.519752
2631,HIMACHAL PRADESH,15.7,27,7.7,7.7,622,824,BDL,BDL,BDL,BDL,BDL,BDL,20,26,BDL,BDL,379,560,BDL,BDL,-,-,31.778117,76.344419
2632,HIMACHAL PRADESH,19,20,7.8,8.6,426,804,-,-,2.35,2.35,BDL,BDL,BDL,BDL,BDL,BDL,282,526,-,-,-,-,31.32727,76.763868
2634,HIMACHAL PRADESH,-,-,8.2,8.2,290,290,-,-,1.05,1.05,-,-,-,-,-,-,174,174,0.66,0.66,-,-,31.104606,77.173425
2635,HIMACHAL PRADESH,-,-,8,8,2129,2129,BDL,BDL,0.32,0.32,-,-,-,-,-,-,133,133,0.56,0.56,BDL,BDL,31.054483,77.136191
2637,HIMACHAL PRADESH,23,24,6.9,7.2,132,1213,BDL,BDL,BDL,BDL,BDL,BDL,14,14,-,-,84,800,BDL,BDL,-,-,31.874791,76.315606
2638,HIMACHAL PRADESH,-,-,7.6,7.6,561,561,BDL,BDL,-,-,BDL,BDL,14,14,-,-,342,342,BDL,BDL,-,-,31.808672,76.104045
2639,HIMACHAL PRADESH,22,22,7.7,7.7,89,132,BDL,BDL,-,-,BDL,BDL,11,11,-,-,60,90,BDL,BDL,-,-,32.053156,76.643661
2640,HIMACHAL PRADESH,21,21,7.3,7.9,346,386,BDL,BDL,BDL,BDL,BDL,BDL,13,13,-,-,218,250,BDL,BDL,-,-,31.923161,75.928482
2641,HIMACHAL PRADESH,12,12,7.1,7.1,897,897,BDL,BDL,-,-,-,-,-,-,-,-,606,606,BDL,BDL,-,-,32.553356,76.125806
2645,HIMACHAL PRADESH,-,-,7.1,7.2,714,753,BDL,BDL,0.64,0.64,BDL,BDL,BDL,BDL,BDL,BDL,418,478,0.48,0.48,-,-,30.559259,77.297976
2646,HIMACHAL PRADESH,-,-,7.2,7.4,435,646,BDL,BDL,BDL,0.71,BDL,BDL,BDL,BDL,BDL,BDL,279,356,0.3,0.39,-,-,30.516979,77.211543
2647,HIMACHAL PRADESH,14,14,7.7,8.3,174,2947,BDL,BDL,BDL,BDL,BDL,17,27,170,BDL,BDL,109,193,BDL,0.5,-,-,31.348559,76.268686
2648,HIMACHAL PRADESH,8,8,7.3,7.3,156,156,-,-,0.42,0.42,BDL,BDL,BDL,BDL,BDL,BDL,98,98,-,-,-,-,32.570997,77.031978
4434,HIMACHAL PRADESH,-,-,7.6,7.8,377,406,BDL,BDL,BDL,BDL,BDL,BDL,17,17,-,-,241,267,BDL,BDL,-,-,31.469215,76.266661
4456,HIMACHAL PRADESH,14,14,7.9,7.9,178,471,BDL,BDL,BDL,BDL,BDL,BDL,11,11,-,-,111,320,BDL,BDL,-,-,32.532966,76.13849
4467,HIMACHAL PRADESH,15,20,7.5,7.8,161,214,BDL,BDL,BDL,BDL,BDL,2,17,21,BDL,BDL,104,143,BDL,BDL,-,-,32.199277,76.335524
4468,HIMACHAL PRADESH,15,21,6.9,7.8,153,206,BDL,BDL,BDL,BDL,BDL,2,13,17,BDL,BDL,99,137,BDL,BDL,-,-,32.199858,76.337826
4472,HIMACHAL PRADESH,18,21,6.8,7.7,224,268,BDL,BDL,BDL,BDL,BDL,BDL,24,24,-,-,148,172,BDL,BDL,-,-,32.102643,76.377968
4478,HIMACHAL PRADESH,16,19,7,7.3,232,250,BDL,BDL,2.4,2.4,13,26,94,94,BDL,BDL,150,166,BDL,BDL,-,-,31.888139,77.146633
4483,HIMACHAL PRADESH,-,-,7.5,8.4,439,532,BDL,BDL,BDL,BDL,BDL,BDL,25,25,-,-,280,350,BDL,BDL,-,-,31.466319,76.263198
2759,JAMMU & KASHMIR,22,22,7.4,7.4,630,630,-,-,BDL,BDL,-,-,-,-,-,-,365,365,-,-,-,-,32.510494,75.212882
2760,JAMMU & KASHMIR,22,22,7.6,7.6,322,322,4.3,4.3,BDL,BDL,-,-,-,-,-,-,187,187,-,-,-,-,32.41944,75.581914
2761,JAMMU & KASHMIR,20,20,7.3,7.3,415,415,-,-,-,-,-,-,-,-,-,-,241,241,-,-,-,-,32.3855,75.545246
2762,JAMMU & KASHMIR,20,20,9,9,880,880,2.5,2.5,BDL,BDL,-,-,-,-,-,-,510,510,-,-,-,-,32.603839,74.727475
3288,JAMMU & KASHMIR,14.2,14.2,7.3,7.3,84,84,7.1,7.1,-,-,-,-,-,-,-,-,416.3,416.3,-,-,-,-,34.064844,74.805538
3290,JAMMU & KASHMIR,9.1,9.1,7.4,7.4,861,861,1.4,1.4,-,-,-,-,-,-,-,-,447,447,-,-,-,-,34.104656,74.74011
3291,JAMMU & KASHMIR,9.8,9.8,7.4,7.4,870,870,2,2,-,-,-,-,-,-,-,-,450,450,-,-,-,-,34.115918,74.715048
3292,JAMMU & KASHMIR,11.1,11.1,7.4,7.4,984,984,2.3,2.3,-,-,-,-,-,-,-,-,513,513,-,-,-,-,34.093285,74.792659
4064,JAMMU & KASHMIR,20,20,7.8,7.8,350,350,-,-,BDL,BDL,-,-,-,-,-,-,203,203,-,-,-,-,32.671942,74.881981
4065,JAMMU & KASHMIR,20,20,7.9,7.9,376,376,-,-,BDL,BDL,-,-,-,-,-,-,218,218,-,-,-,-,32.637756,74.919158
4066,JAMMU & KASHMIR,23,23,7.4,7.4,560,560,-,-,BDL,BDL,-,-,-,-,-,-,325,325,-,-,-,-,32.556283,75.110256
4067,JAMMU & KASHMIR,22,22,7.9,7.9,504,504,-,-,BDL,BDL,-,-,-,-,-,-,292,292,-,-,-,-,32.915965,75.141571
4068,JAMMU & KASHMIR,22,22,7.5,7.5,334,334,1.5,1.5,BDL,BDL,-,-,-,-,-,-,267,267,-,-,-,-,32.744037,74.804602
4069,JAMMU & KASHMIR,22,22,7.9,7.9,696,696,-,-,BDL,BDL,-,-,-,-,-,-,403,403,-,-,-,-,32.915367,75.143837
4070,JAMMU & KASHMIR,22,22,7.9,7.9,458,458,-,-,BDL,BDL,-,-,-,-,-,-,266,266,-,-,-,-,32.920786,75.138288
4072,JAMMU & KASHMIR,20,20,7.9,7.9,372,372,-,-,BDL,BDL,-,-,-,-,-,-,216,216,-,-,-,-,32.633937,74.946109
4073,JAMMU & KASHMIR,20,20,7.9,7.9,412,412,-,-,BDL,BDL,-,-,-,-,-,-,239,239,-,-,-,-,32.629517,74.962393
4492,JHARKHAND,36,36,7.5,7.5,260,260,1.8,1.8,-,-,-,-,-,-,-,-,230,230,-,-,-,-,24.281493,87.208686
4493,JHARKHAND,35,35,7.6,7.6,280,280,2.6,2.6,-,-,-,-,-,-,-,-,280,280,-,-,-,-,24.833024,87.154243
4758,JHARKHAND,12,18,6.5,6.5,-,-,-,-,-,-,-,-,-,-,-,-,478,480,-,-,-,-,23.36865,85.86985
3564,KARNATAKA,28,28,7.2,7.2,168,174,3,3,1.06,1.32,2,2,6,7,-,-,114,118,BDL,BDL,-,-,12.919009,74.903339
19,KERALA,27,30,5.4,6,120,187,1.1,2.4,2.23,4.63,430,700,1700,2600,31,43,80,123,BDL,BDL,-,-,9.151239,76.730767
22,KERALA,25,27,6.3,6.5,89,99,BDL,BDL,BDL,1.99,2,94,8,140,2,10,50,55,BDL,BDL,-,-,11.243611,75.898056
35,KERALA,22,24,6.2,6.9,156,158,BDL,1.2,0.4,0.5,20,20,91,100,BDL,BDL,106,109,BDL,BDL,-,-,9.017,76.926
1581,KERALA,27,27,5.8,6.2,168,190,1.2,3.4,BDL,BDL,100,100,310,310,BDL,BDL,99,165,BDL,BDL,-,-,8.469722,76.9825
1582,KERALA,27,29,6.4,6.5,140,184,3.8,6,BDL,BDL,200,200,600,700,BDL,BDL,82,150,BDL,BDL,-,-,8.603286,77.002753
1583,KERALA,23,23,6.7,6.9,156,182,1.2,1.3,0.46,0.58,20,31,91,94,BDL,BDL,111,135,BDL,BDL,-,-,8.960175,76.678806
1584,KERALA,25,30,6.9,7.2,317,393,1.6,2.3,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,203,258,0.64,0.8,-,-,9.686781,76.336197
1585,KERALA,28,29,7.1,7.6,330,420,1.4,1.9,2.1,4.9,49,920,490,3500,5,6,200,235,BDL,0.28,-,-,9.968961,76.318042
1586,KERALA,27,29,6.1,6.1,240,350,1.6,2.6,BDL,0.99,2800,4000,5400,7900,70,70,139,200,BDL,BDL,-,-,9.872489,76.551714
1587,KERALA,29,29,6.2,6.2,210,330,2.2,2.6,BDL,6.89,34,79,43,260,BDL,6,115,190,BDL,BDL,-,-,10.051969,76.316119
1588,KERALA,20,22,6,6.1,180,292,BDL,1.1,BDL,2.3,100,100,580,580,20,20,109,184,BDL,BDL,-,-,10.535106,76.209017
1589,KERALA,22,23,5.7,7.9,356,376,BDL,5.6,0.4,1.8,70,84,110,140,12,16,199,215,BDL,0.9,-,-,11.040986,76.083017
1590,KERALA,23,26,6.5,6.8,69,96,BDL,BDL,BDL,1.55,170,270,310,320,27,61,42,55,BDL,BDL,-,-,11.259675,75.948622
1591,KERALA,25,26,4.6,5.9,101,121,BDL,1.2,BDL,BDL,31,40,150,180,BDL,BDL,62,69,BDL,0.26,-,-,11.874425,75.370572
1592,KERALA,27,27,6.4,7.9,207,243,BDL,2,BDL,BDL,40,63,100,280,10,10,120,154,BDL,0.34,-,-,12.105044,75.205881
2308,KERALA,26,29,7.3,7.8,156,262,BDL,BDL,0.74,2.98,200,400,500,790,350,350,96,150,BDL,BDL,-,-,9.443958,76.553158
2309,KERALA,25,29,6.8,6.8,71,72,BDL,BDL,BDL,2.17,BDL,600,BDL,1100,BDL,50,42,48,BDL,BDL,-,-,9.397414,76.367336
2310,KERALA,26,28,7.5,7.6,221,282,BDL,BDL,BDL,0.94,BDL,150,BDL,400,BDL,BDL,129,193,BDL,BDL,-,-,9.766667,76.4
2311,KERALA,28,32,6.2,7.4,98,190,BDL,BDL,2.26,3.15,BDL,2750,250,5100,2000,2000,70,110,BDL,BDL,-,-,9.589686,76.563272
2313,KERALA,25,30,7.2,7.4,285,419,1.2,1.7,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,200,284,0.68,0.8,-,-,9.555006,76.317594
2314,KERALA,21,24,6.9,7.2,174,197,1.2,1.5,0.38,0.59,40,70,79,150,BDL,BDL,114,138,BDL,BDL,-,-,8.918628,76.574831
2315,KERALA,22,24,6.8,7.9,224,262,1.1,1.7,0.42,0.66,49,49,100,110,BDL,BDL,140,178,BDL,BDL,-,-,9.003322,76.532797
2316,KERALA,26,27,4.6,6.3,43,103,1.6,1.8,BDL,0.4,40,63,100,340,10,20,30,60,BDL,0.32,-,-,11.889161,75.429339
2317,KERALA,26,27,5.6,7.5,289,299,1.4,2.2,BDL,BDL,15,40,79,230,10,10,162,188,BDL,0.62,-,-,11.889444,75.525556
2320,KERALA,22,23,6,6.3,214,260,BDL,1.6,0.8,1,17,38,48,79,8,8,118,145,BDL,0.56,-,-,11.120297,76.119967
2321,KERALA,21,25,6,6.4,255,340,BDL,1.3,0.77,1.5,BDL,BDL,BDL,BDL,BDL,BDL,150,200,BDL,BDL,-,-,10.512489,76.185619
2322,KERALA,24,26,6.5,6.6,81,210,BDL,1.7,BDL,2,BDL,BDL,BDL,BDL,BDL,BDL,50,136,BDL,BDL,-,-,10.480661,76.242117
2323,KERALA,26,28,6.2,6.5,175,200,BDL,1.3,BDL,0.66,150,280,540,1700,2,25,97,120,BDL,BDL,-,-,9.995953,76.363939
2324,KERALA,28,28,5.3,5.3,85,85,BDL,BDL,BDL,BDL,12,12,20,20,BDL,BDL,54,54,BDL,BDL,-,-,9.971475,76.369517
2327,KERALA,28,30,7.2,7.5,795,967,1.2,1.8,1.3,4.46,BDL,BDL,BDL,200,BDL,BDL,484,586,0.49,0.5,-,-,10.695067,76.722486
3463,KERALA,24,26,6,6.6,79,112,BDL,BDL,BDL,4.55,48,110,79,170,BDL,41,45,69,BDL,BDL,-,-,11.270933,75.846133
3472,KERALA,26,27,7.1,7.8,302,14800,BDL,BDL,BDL,BDL,10,140,49,170,BDL,BDL,186,10610,BDL,0.41,-,-,11.986836,75.393681
3474,KERALA,26,28,6.4,6.9,93,143,BDL,1.1,BDL,BDL,20,40,120,130,BDL,BDL,61,86,BDL,BDL,-,-,12.105069,75.205833
3475,KERALA,26,26,5,5.4,108,195,BDL,1.1,BDL,BDL,40,79,110,310,BDL,10,68,112,BDL,BDL,-,-,12.044617,75.390275
1402,LAKSHADWEEP,31.1,31.1,7,7,833,833,-,-,-,-,-,-,-,-,-,-,558.1,558.1,-,-,-,-,10.077144,73.632164
1593,LAKSHADWEEP,32,32,7.3,7.3,957,957,-,-,-,-,-,-,-,-,-,-,641.2,641.2,-,-,-,-,8.283763,73.058467
1594,LAKSHADWEEP,31.6,31.6,6.9,6.9,1430,1430,-,-,-,-,-,-,-,-,-,-,958.1,958.1,-,-,-,-,10.567056,72.635978
1595,LAKSHADWEEP,31.6,31.6,7.1,7.1,961,961,-,-,-,-,-,-,-,-,-,-,643.9,643.9,-,-,-,-,10.567542,72.634967
1596,LAKSHADWEEP,30.6,30.6,7.1,7.1,704,704,-,-,-,-,-,-,-,-,-,-,471.7,471.7,-,-,-,-,10.568991,72.636237
1597,LAKSHADWEEP,30.8,30.8,7.8,7.8,808,808,-,-,-,-,-,-,-,-,-,-,541.4,541.4,-,-,-,-,10.567467,72.634239
1598,LAKSHADWEEP,30.6,30.6,7,7,820,820,-,-,-,-,-,-,-,-,-,-,549.4,549.4,-,-,-,-,10.567278,72.638528
1599,LAKSHADWEEP,31.1,31.1,7,7,796,796,-,-,-,-,-,-,-,-,-,-,533.3,533.3,-,-,-,-,10.552164,72.641722
1600,LAKSHADWEEP,31.3,31.3,6.9,6.9,901,901,-,-,-,-,-,-,-,-,-,-,603.7,603.7,-,-,-,-,10.551808,72.634758
1601,LAKSHADWEEP,30,30,7,7,940,940,-,-,-,-,-,-,-,-,-,-,629.8,629.8,-,-,-,-,10.551283,72.634122
1602,LAKSHADWEEP,30.7,30.7,7.3,7.3,817,817,-,-,-,-,-,-,-,-,-,-,547.4,547.4,-,-,-,-,10.551819,72.63525
1603,LAKSHADWEEP,30.5,30.5,7.1,7.1,1900,1900,-,-,-,-,-,-,-,-,-,-,1273,1273,-,-,-,-,10.54342,72.620033
1604,LAKSHADWEEP,30.3,30.3,7,7,3780,3780,-,-,-,-,-,-,-,-,-,-,2532.6,2532.6,-,-,-,-,10.552516,72.626248
1605,LAKSHADWEEP,30.5,30.5,7.4,7.4,1206,1206,-,-,-,-,-,-,-,-,-,-,808,808,-,-,-,-,10.076011,73.630344
1606,LAKSHADWEEP,31.1,31.1,7.4,7.4,559,559,-,-,-,-,-,-,-,-,-,-,374.5,374.5,-,-,-,-,10.076011,73.630344
4548,LAKSHADWEEP,30,30,7.2,7.2,1256,1256,-,-,-,-,-,-,-,-,-,-,841.5,841.5,-,-,-,-,10.554895,72.630508
4549,LAKSHADWEEP,30.4,30.4,7.3,7.3,822,822,-,-,-,-,-,-,-,-,-,-,550.7,550.7,-,-,-,-,10.557292,72.633044
4550,LAKSHADWEEP,30.2,30.2,7.4,7.4,2640,2640,-,-,-,-,-,-,-,-,-,-,1768.8,1768.8,-,-,-,-,10.554916,72.630465
4551,LAKSHADWEEP,31.6,31.6,7.5,7.5,1390,1390,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.283255,73.058102
4552,LAKSHADWEEP,30.9,30.9,7.7,7.7,1310,1310,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.278317,73.056297
4553,LAKSHADWEEP,31.4,31.4,7.3,7.3,805,805,-,-,-,-,-,-,-,-,-,-,539.4,539.4,-,-,-,-,8.283322,73.058112
4554,LAKSHADWEEP,31.2,31.2,7.7,7.7,1008,1008,-,-,-,-,-,-,-,-,-,-,675.4,675.4,-,-,-,-,10.561358,72.637468
4555,LAKSHADWEEP,30.7,30.7,8,8,1371,1371,-,-,-,-,-,-,-,-,-,-,918.6,918.6,-,-,-,-,10.541813,72.616091
4556,LAKSHADWEEP,31,31,7.7,7.7,768,768,-,-,-,-,-,-,-,-,-,-,514.6,514.6,-,-,-,-,11.469509,73.009291
4558,LAKSHADWEEP,28.8,28.8,7.4,7.4,893,1083,-,-,-,-,-,-,-,-,-,-,581,704,-,-,-,-,11.129244,72.732025
4559,LAKSHADWEEP,28.8,28.8,7.6,7.6,1489,2350,-,-,-,-,-,-,-,-,-,-,968,1528,-,-,-,-,11.134567,72.731201
4560,LAKSHADWEEP,28.8,28.8,7.4,7.4,2150,4280,-,-,-,-,-,-,-,-,-,-,1398,2782,-,-,-,-,11.131852,72.725053
4561,LAKSHADWEEP,28.9,28.9,7.1,7.1,1663,1681,-,-,-,-,-,-,-,-,-,-,1081,1093,-,-,-,-,11.114944,72.725075
4562,LAKSHADWEEP,28.6,28.6,7.5,7.5,795,1328,-,-,-,-,-,-,-,-,-,-,517,863,-,-,-,-,11.480704,73.004915
4563,LAKSHADWEEP,28.3,28.3,7.2,7.2,940,1170,-,-,-,-,-,-,-,-,-,-,611,761,-,-,-,-,11.126791,72.719116
4564,LAKSHADWEEP,28.9,28.9,7.3,7.3,790,1792,-,-,-,-,-,-,-,-,-,-,370,1165,-,-,-,-,11.124508,72.717995
4565,LAKSHADWEEP,28.9,28.9,7.1,7.1,826,1602,-,-,-,-,-,-,-,-,-,-,537,1041,-,-,-,-,11.123518,72.717758
4566,LAKSHADWEEP,28.5,28.5,7.2,7.2,1103,1498,-,-,-,-,-,-,-,-,-,-,717,974,-,-,-,-,11.122277,72.722283
4567,LAKSHADWEEP,29.1,29.1,7.2,7.2,628,999,-,-,-,-,-,-,-,-,-,-,408,974,-,-,-,-,11.120018,72.726814
4569,LAKSHADWEEP,28.6,28.6,7.2,7.2,874,1498,-,-,-,-,-,-,-,-,-,-,568,974,-,-,-,-,11.115032,72.721854
4570,LAKSHADWEEP,28.9,28.9,6.9,6.9,886,1190,-,-,-,-,-,-,-,-,-,-,576,774,-,-,-,-,11.121573,72.718048
4571,LAKSHADWEEP,28.9,28.9,7.3,7.3,2970,2970,-,-,-,-,-,-,-,-,-,-,1931,1931,-,-,-,-,11.116958,72.716687
4572,LAKSHADWEEP,29.1,29.1,7.4,7.4,795,982,-,-,-,-,-,-,-,-,-,-,517,638,-,-,-,-,11.117926,72.717099
4573,LAKSHADWEEP,28.9,28.9,7.5,7.5,748,1095,-,-,-,-,-,-,-,-,-,-,486,712,-,-,-,-,11.134516,72.731111
4574,LAKSHADWEEP,29.5,29.5,7.3,7.3,810,820,-,-,-,-,-,-,-,-,-,-,527,533,-,-,-,-,11.122782,72.728592
4575,LAKSHADWEEP,-,-,-,-,1079,1079,-,-,-,-,-,-,-,-,-,-,701,701,-,-,-,-,11.127974,72.723351
4576,LAKSHADWEEP,29.2,29.2,7.3,7.3,766,1402,-,-,-,-,-,-,-,-,-,-,498,911,-,-,-,-,11.117651,72.718544
52,MADHYA PRADESH,23,23,7.6,7.6,971,971,BDL,BDL,4.214,4.214,BDL,BDL,3,3,-,-,602,602,0.68,0.68,-,-,21.314511,76.218007
1618,MADHYA PRADESH,25,25,7.2,7.2,880,880,-,-,1.8,1.8,2,2,13,13,-,-,588,588,-,-,-,-,26.367039,78.287478
1619,MADHYA PRADESH,24,26,7.1,7.6,414,780,-,-,0.6,0.82,2,2,10,12,-,-,264,438,-,-,-,-,26.367039,78.287478
