STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,Latitude,Longitude
2013,PONDICHERRY,25.0,26.0,8.3,8.7,1268.0,1521.0,,,0.58,1.0,,,,,10.867778,79.828333
2014,PONDICHERRY,22.0,27.0,8.7,8.8,118.0,1241.0,,,0.487,1.0,,,,,10.963617,79.678261
2446,PONDICHERRY,27.0,27.0,6.4,6.4,326.0,326.0,,,4.469,6.0,,,,,10.766611,76.22855
2447,PONDICHERRY,28.0,28.0,5.8,5.8,103.0,103.0,,,2.196,3.0,,,,,10.161183,76.425171
1440,Daman & Diu,29.0,32.0,6.9,7.3,899.0,1568.0,,,4.1,4.0,,,,,20.407256,72.876327
2448,"Daman, Diu, Dadra Nagar Haveli",29.0,31.0,6.8,6.8,765.0,885.0,6.0,6.0,7.9,10.0,,,,,20.447361,72.857456
2450,"Daman, Diu, Dadra Nagar Haveli",30.0,30.0,7.0,7.0,624.0,624.0,,,2.5,3.0,,,,,20.426775,72.847097
2451,"Daman, Diu, Dadra Nagar Haveli",31.0,31.0,7.0,7.0,1639.0,1639.0,12.0,12.0,5.4,5.0,,,,,20.40115,72.892161
2452,"Daman, Diu, Dadra Nagar Haveli",31.0,31.0,7.2,7.2,1383.0,1383.0,8.0,8.0,15.4,15.0,,,,,20.384203,72.883423
2453,"Daman, Diu, Dadra Nagar Haveli",32.0,32.0,6.7,6.7,485.0,485.0,,,0.9,1.0,,,,,20.126292,73.062664
2455,"Daman, Diu, Dadra Nagar Haveli",31.0,31.0,6.7,6.7,2942.0,2942.0,,,1.1,1.0,,,,,20.242592,73.014025
2458,"Daman, Diu, Dadra Nagar Haveli",31.0,31.0,7.2,7.2,2656.0,2656.0,,,0.5,1.0,,,,,20.316669,72.966672
2004,Maharashtra,,,7.4,7.4,2066.0,2066.0,2.2,2.2,1.62,2.0,,,70.0,70.0,16.748042,74.590886
2005,Maharashtra,,,7.6,7.6,1498.0,1498.0,2.4,2.4,1.38,1.0,,,90.0,90.0,16.745125,74.446449
2006,Maharashtra,,,7.1,7.1,191.0,191.0,2.8,2.8,1.18,1.0,,,70.0,70.0,15.947289,74.188583
2007,Maharashtra,25.0,25.0,7.2,7.2,2183.0,2183.0,2.2,2.2,1.9,2.0,2.0,2.0,90.0,90.0,16.861981,74.650924
2008,Maharashtra,25.0,25.0,7.5,7.5,1275.0,1275.0,2.4,2.4,3.16,3.0,2.0,2.0,110.0,110.0,16.934354,74.664122
2202,Maharashtra,27.0,27.0,6.9,6.9,173.0,173.0,2.4,2.4,0.84,1.0,,,80.0,80.0,17.721735,73.398552
2829,Maharashtra,,,7.9,7.9,967.0,967.0,2.0,2.0,2.04,2.0,,,90.0,90.0,16.7457,74.445934
2830,Maharashtra,,,7.5,7.5,397.0,397.0,2.4,2.4,1.68,2.0,,,80.0,80.0,16.64369,74.291123
2831,Maharashtra,25.0,25.0,8.0,8.0,455.0,455.0,2.4,2.4,0.88,1.0,2.0,2.0,80.0,80.0,17.069029,74.273061
2832,Maharashtra,28.0,28.0,7.1,7.1,86.0,86.0,2.8,2.8,0.56,1.0,,,90.0,90.0,17.486836,73.189008
2833,Maharashtra,28.0,28.0,7.8,7.8,307.0,307.0,2.0,2.0,0.74,1.0,,,70.0,70.0,16.990028,73.311972
2834,Maharashtra,28.0,28.0,7.2,7.2,187.0,187.0,2.2,2.2,1.36,1.0,,,60.0,60.0,17.719553,73.396814
2835,Maharashtra,28.0,28.0,7.2,7.2,89.0,89.0,2.8,2.8,1.58,2.0,,,90.0,90.0,17.5537,73.167414
1993,Maharashtra,28.0,28.0,7.6,7.6,673.0,673.0,4.0,4.0,0.057,0.0,3.0,3.0,70.0,70.0,19.700486,75.017786
2200,Maharashtra,30.0,30.0,7.0,7.0,2968.0,2968.0,3.0,3.0,0.126,0.0,2.0,2.0,90.0,90.0,19.523145,75.383933
2201,Maharashtra,28.0,28.0,7.5,7.5,2032.0,2032.0,5.0,5.0,0.186,0.0,3.0,3.0,80.0,80.0,18.75395,74.247278
2474,Maharashtra,20.0,22.0,7.7,7.9,611.0,801.0,,,0.28,0.0,,,,,25.9,81.3
2475,Maharashtra,21.0,22.0,8.0,8.1,661.0,751.0,,,0.46,0.0,,,,,26.1338,81.1611
2825,Maharashtra,28.0,28.0,7.9,7.9,1954.0,1954.0,4.0,4.0,0.135,0.0,3.0,3.0,80.0,80.0,19.56625,75.395758
1986,Maharashtra,27.0,27.0,8.5,8.5,880.0,880.0,4.0,4.0,0.1,0.0,13.0,13.0,20.0,20.0,19.95275,72.771158
1987,Maharashtra,22.0,22.0,7.3,7.3,878.0,878.0,4.0,4.0,0.9,1.0,11.0,11.0,20.0,20.0,19.413995,72.861474
1988,Maharashtra,27.0,27.0,8.3,8.3,1154.0,1154.0,4.2,4.2,0.4,0.0,9.0,9.0,17.0,17.0,18.375309,74.914862
1990,Maharashtra,25.0,25.0,7.7,7.7,1218.0,1218.0,3.2,3.2,4.91,5.0,,,,,19.057488,74.738063
1991,Maharashtra,26.0,26.0,7.7,7.7,981.0,981.0,2.8,2.8,4.97,5.0,34.0,34.0,110.0,110.0,19.945278,73.773778
1997,Maharashtra,30.0,30.0,8.3,8.3,1360.0,1360.0,4.6,4.6,2.98,3.0,11.0,11.0,21.0,21.0,21.077378,78.967101
1999,Maharashtra,28.0,28.0,7.8,7.8,1006.0,1006.0,7.0,7.0,2.24,2.0,17.0,17.0,22.0,22.0,21.579712,80.242449
2002,Maharashtra,27.0,27.0,8.3,8.3,540.0,540.0,6.0,6.0,2.24,2.0,11.0,11.0,26.0,26.0,21.09795,77.052686
2827,Maharashtra,22.0,22.0,7.8,7.8,892.0,892.0,6.8,6.8,2.37,2.0,170.0,170.0,280.0,280.0,21.549822,79.694326
1985,Maharashtra,22.0,22.0,7.9,7.9,1517.0,1517.0,4.2,4.2,1.0,1.0,17.0,17.0,30.0,30.0,19.27969,72.885568
1994,Maharashtra,22.0,22.0,8.1,8.1,810.0,810.0,5.0,5.0,1.399,1.0,23.0,23.0,30.0,30.0,20.010766,79.297679
1995,Maharashtra,22.0,22.0,8.2,8.2,810.0,810.0,5.8,5.8,4.43,4.0,14.0,14.0,26.0,26.0,21.264046,79.109475
1996,Maharashtra,27.0,27.0,7.9,7.9,1094.0,1094.0,6.8,6.8,7.8,8.0,13.0,13.0,22.0,22.0,21.238578,79.112624
1998,Maharashtra,22.0,22.0,7.7,7.7,1502.0,1502.0,8.0,8.0,4.43,4.0,11.0,11.0,27.0,27.0,21.2376,78.9037
2000,Maharashtra,27.0,27.0,7.6,7.6,1016.0,1016.0,7.0,7.0,8.26,8.0,26.0,26.0,33.0,33.0,21.324775,79.449895
2003,Maharashtra,20.0,20.0,8.8,8.8,1310.0,1310.0,5.8,5.8,10.3,10.0,13.0,13.0,21.0,21.0,20.491942,78.477339
2204,Maharashtra,26.0,26.0,8.1,8.1,614.0,614.0,2.8,2.8,3.25,3.0,,,,,19.431778,74.200301
2819,Maharashtra,28.0,28.0,8.2,8.2,2515.0,2515.0,4.6,4.6,6.6,7.0,30.0,30.0,425.0,425.0,20.55724,74.507732
2826,Maharashtra,22.0,22.0,8.2,8.2,898.0,898.0,5.2,5.2,10.1,10.0,11.0,11.0,30.0,30.0,20.745303,78.602211
2828,Maharashtra,22.0,22.0,8.2,8.2,498.0,498.0,5.0,5.0,3.22,3.0,9.0,9.0,14.0,14.0,19.889817,79.331877
2203,Maharashtra,23.0,23.0,8.2,8.2,692.0,692.0,5.6,5.6,1.55,2.0,11.0,11.0,70.0,70.0,20.764086,78.602777
1989,Maharashtra,28.0,28.0,8.4,8.4,233.0,233.0,3.8,3.8,0.1,0.0,25.0,25.0,45.0,45.0,19.057826,73.11072
2820,Maharashtra,22.0,24.0,8.7,8.9,615.0,1022.0,3.4,4.0,0.43,10.2,14.0,30.0,275.0,350.0,18.664742,74.108433
2277,Goa,32.0,33.0,6.7,7.2,222.0,440.0,1.0,2.2,0.04,1.04,11.0,11.0,14.0,14.0,15.368606,73.9448
2278,Goa,29.0,33.0,6.4,6.8,109.0,248.0,0.5,1.0,0.01,1.55,17.0,17.0,21.0,21.0,15.383933,73.873514
2279,Goa,32.0,33.0,6.6,6.8,257.0,268.0,0.8,0.9,0.141,1.26,,,,,15.381967,73.875719
2280,Goa,30.0,32.0,5.1,5.9,206.0,239.0,0.4,0.6,0.21,1.54,,,,,15.462972,73.971447
2281,Goa,30.0,32.0,5.4,5.7,40.0,93.0,0.4,1.5,0.998,1.99,,,560.0,560.0,15.499056,73.932308
2282,Goa,33.0,33.0,6.2,6.9,173.0,266.0,0.7,0.7,0.491,3.26,,,,,15.529438,73.796302
3193,Goa,31.0,36.0,6.2,6.8,288.0,570.0,0.5,0.5,0.035,0.25,2.0,2.0,13.0,13.0,15.164621,73.989226
3194,Goa,,,,,159.0,973.0,,,0.327,1.05,450.0,450.0,180.0,680.0,15.385928,74.028225
3195,Goa,31.0,32.0,5.2,6.0,60.0,135.0,0.4,1.4,0.828,1.0,,,,,15.423045,73.954292
6,Gujarat,,,,,250.0,250.0,,,0.0,0.0,,,0.0,0.0,22.307158,73.181219
1948,Gujarat,28.0,28.0,7.3,7.3,72683.0,72683.0,,,1.812,2.0,221000.0,221000.0,750.0,750.0,21.764472,72.151931
1949,Gujarat,28.0,28.0,7.7,7.7,57523.0,57523.0,24.0,24.0,0.173,0.0,30.0,30.0,930.0,930.0,21.62,71.230006
1950,Gujarat,29.0,30.0,7.5,7.6,41040.0,87790.0,1.0,2.0,0.11,0.0,11.0,30.0,16000.0,170000.0,21.522041,70.45785
1951,Gujarat,27.0,27.0,8.0,8.0,48000.0,48000.0,1.0,1.0,400.0,400.0,,,1600.0,1600.0,22.303892,70.802158
1952,Gujarat,28.0,28.0,8.4,8.4,309.0,309.0,3.0,3.0,510.1,510.0,,,3300.0,3300.0,22.720141,71.649491
1953,Gujarat,30.0,30.0,8.0,8.0,377.0,377.0,1.0,1.0,400.0,400.0,,,1600.0,1600.0,22.470703,70.057739
1954,Gujarat,26.0,29.0,7.6,7.7,286.0,312.0,1.0,1.0,380.0,370.0,9.0,9.0,1400.0,4900.0,23.242,69.666933
1955,Gujarat,32.0,32.0,7.6,7.6,1230.0,1230.0,1.0,1.0,330.0,330.0,,,1700.0,1700.0,24.17405,72.4331
1956,Gujarat,26.0,32.0,7.5,8.5,295.0,977.0,1.0,2.0,440.0,1.0,4.0,280.0,4.0,221000.0,23.587992,72.369308
1957,Gujarat,30.0,30.0,7.7,7.7,394.0,394.0,5.0,5.0,2.999,3.0,200.0,200.0,64.0,64.0,23.919619,72.366836
1958,Gujarat,26.0,26.0,7.8,7.8,424.0,424.0,1.0,1.0,2.81,3.0,200.0,200.0,4.0,4.0,23.612325,72.960308
1959,Gujarat,27.0,27.0,8.1,8.1,387.0,387.0,2.0,2.0,2.7,3.0,70.0,70.0,210.0,210.0,22.70001,72.870001
1960,Gujarat,30.0,30.0,7.8,7.8,444.0,444.0,1.0,1.0,3.74,4.0,210.0,210.0,93.0,93.0,22.837931,74.253147
1961,Gujarat,27.0,27.0,8.1,8.1,343.0,343.0,1.0,1.0,2.968,3.0,60.0,60.0,28.0,28.0,22.778803,73.614281
1962,Gujarat,27.0,31.0,7.2,8.2,239.0,239.0,0.4,0.7,3.195,3.0,11.0,11.0,1500.0,2400.0,22.307158,73.181219
1963,Gujarat,28.0,29.0,7.5,8.1,270.0,305.0,0.8,18.0,3.144,3.0,23.0,460.0,210.0,430.0,21.626425,73.015197
1964,Gujarat,28.0,28.0,7.0,7.0,282.0,282.0,2.0,2.0,3.734,4.0,17.0,17.0,930.0,930.0,21.140667,72.842727
1965,Gujarat,26.0,26.0,7.5,7.5,482.0,482.0,2.0,2.0,3.874,4.0,140.0,140.0,2400.0,2400.0,21.169974,72.673905
1966,Gujarat,,,,,303.0,303.0,,,3.871,4.0,70.0,70.0,1500.0,1500.0,21.086356,72.827622
1967,Gujarat,,,,,363.0,363.0,,,6.02,6.0,4.0,4.0,1500.0,1500.0,20.537319,72.941042
1968,Gujarat,,,,,295.0,295.0,,,5.116,5.0,,,750.0,750.0,20.365136,72.922025
1969,Gujarat,,,,,304.0,330.0,,,0.245,0.0,9.0,15.0,140.0,630.0,20.284507,72.854843
1970,Gujarat,,,,,244.0,576.0,,,5.81,1.0,7.0,9.0,22.0,110.0,20.366667,72.900001
2083,Gujarat,,,,,,,,,0.0,0.0,,,2.0,4.0,21.093078,72.857456
1415,Rajasthan,25.0,25.0,7.7,8.9,4800.0,6800.0,1.4,9.7,3.1,3.9,4.0,4.0,4.0,7.0,25.783379,73.360706
1416,Rajasthan,26.0,26.0,8.4,9.1,7700.0,15400.0,1.6,13.0,4.0,6.0,4.0,4.0,4.0,7.0,25.754172,73.313234
1706,Rajasthan,27.0,29.0,8.0,8.4,910.0,1140.0,0.6,2.5,0.98,1.02,4.0,4.0,7.0,7.0,27.566155,76.62006
1708,Rajasthan,26.0,29.0,7.7,8.0,1300.0,2300.0,1.0,3.7,0.74,1.0,4.0,4.0,4.0,9.0,27.517069,76.778288
1709,Rajasthan,27.0,28.0,7.4,8.1,3000.0,3200.0,1.1,3.3,1.02,1.0,4.0,4.0,7.0,9.0,28.198003,76.838907
1710,Rajasthan,26.0,27.0,7.6,8.2,1640.0,2600.0,0.7,1.6,3.16,3.0,,,4.0,4.0,28.195754,76.839031
1711,Rajasthan,24.0,27.0,7.4,8.1,3500.0,3900.0,0.6,3.1,5.44,6.0,4.0,4.0,4.0,9.0,28.201873,76.86124
1712,Rajasthan,26.0,28.0,7.8,7.8,1850.0,2400.0,0.9,1.9,1.02,1.0,4.0,4.0,4.0,7.0,28.191471,76.864069
1713,Rajasthan,27.0,28.0,7.8,7.9,1390.0,1470.0,0.7,1.3,0.92,1.0,4.0,4.0,4.0,7.0,28.194345,76.833855
1715,Rajasthan,29.0,30.0,7.6,8.2,1330.0,1360.0,0.7,2.4,1.54,2.0,4.0,4.0,9.0,9.0,25.144078,75.879251
1720,Rajasthan,22.0,27.0,7.9,8.3,1220.0,1370.0,0.5,2.9,0.92,1.0,7.0,7.0,4.0,21.0,27.705088,76.19482
1721,Rajasthan,28.0,28.0,8.0,8.2,410.0,560.0,0.6,2.0,2.8,3.0,4.0,4.0,4.0,9.0,26.917255,75.785271
1723,Rajasthan,25.0,27.0,8.0,8.0,3200.0,3400.0,0.9,8.0,1.14,2.0,,,4.0,4.0,26.777364,75.876981
1724,Rajasthan,26.0,26.0,8.2,8.3,1310.0,1420.0,0.8,2.3,0.48,1.0,4.0,4.0,4.0,9.0,26.856419,75.758303
1725,Rajasthan,26.0,26.0,6.9,7.5,890.0,1640.0,1.1,1.4,0.22,1.0,4.0,4.0,4.0,7.0,26.815875,75.786686
2015,Rajasthan,24.0,24.0,7.8,8.3,3400.0,3700.0,1.0,1.5,11.8,12.0,4.0,4.0,4.0,7.0,26.267614,73.066883
2016,Rajasthan,22.0,24.0,7.3,7.6,2400.0,2500.0,1.4,2.6,9.2,9.0,,,4.0,9.0,26.240417,72.999906
2017,Rajasthan,23.0,23.0,7.8,7.8,2300.0,2400.0,1.0,1.5,10.0,10.0,4.0,4.0,4.0,7.0,26.238947,73.024308
2018,Rajasthan,24.0,26.0,7.4,7.9,3900.0,4000.0,1.3,1.8,6.7,7.0,4.0,4.0,9.0,9.0,26.237328,73.020286
2019,Rajasthan,24.0,24.0,7.2,7.2,700.0,810.0,1.0,1.1,0.72,1.0,,,4.0,4.0,24.768897,73.758661
2020,Rajasthan,24.0,24.0,7.1,8.8,1950.0,2200.0,1.0,1.0,1.24,1.0,,,4.0,4.0,24.604031,73.688308
2021,Rajasthan,24.0,24.0,7.0,7.1,1650.0,2000.0,1.1,1.2,1.02,1.0,,,4.0,4.0,24.597875,73.696111
2022,Rajasthan,23.0,24.0,7.0,7.0,1800.0,1910.0,1.1,1.4,1.4,1.0,,,4.0,4.0,24.567797,73.698192
2023,Rajasthan,24.0,24.0,6.9,7.0,1880.0,2100.0,0.8,1.1,2.8,3.0,4.0,4.0,4.0,9.0,24.582572,73.7191
2024,Rajasthan,25.0,28.0,7.2,7.6,1270.0,1730.0,0.5,2.2,0.48,1.0,,,4.0,4.0,26.968372,75.848906
2025,Rajasthan,25.0,27.0,7.2,7.6,2200.0,2300.0,0.7,3.0,0.62,2.0,4.0,4.0,7.0,9.0,26.881422,75.792997
2026,Rajasthan,25.0,27.0,7.1,7.6,1010.0,1020.0,0.6,1.7,0.22,1.0,4.0,4.0,4.0,14.0,26.944481,75.7793
2027,Rajasthan,26.0,26.0,7.8,8.2,1200.0,1220.0,0.8,1.6,0.48,1.0,,,4.0,4.0,26.906475,75.7728
2028,Rajasthan,26.0,26.0,7.4,7.6,1270.0,1350.0,0.6,2.5,0.62,1.0,4.0,4.0,4.0,7.0,26.850806,75.784647
2029,Rajasthan,17.0,23.0,8.2,8.2,870.0,880.0,0.6,1.3,0.58,1.0,,,4.0,7.0,26.422678,74.654011
2030,Rajasthan,17.0,21.0,7.6,8.0,4000.0,4100.0,0.9,1.5,9.2,9.0,4.0,4.0,4.0,4.0,26.468308,74.633547
2031,Rajasthan,16.0,23.0,8.2,8.4,1210.0,1400.0,1.4,2.0,1.14,1.0,,,4.0,35.0,26.434342,74.672247
2032,Rajasthan,16.0,21.0,8.0,8.1,4600.0,5000.0,1.0,2.4,10.0,10.0,,,4.0,4.0,26.449894,74.639917
2033,Rajasthan,17.0,22.0,7.8,8.3,2000.0,2100.0,1.4,2.5,1.96,2.0,,,4.0,4.0,26.469753,74.635969
2957,Rajasthan,29.0,36.0,7.5,8.1,750.0,920.0,0.9,1.1,0.74,1.0,,,4.0,4.0,23.548119,74.447239
2958,Rajasthan,26.0,30.0,7.7,8.0,4100.0,4200.0,1.5,9.3,1.1,2.0,,,4.0,4.0,28.150344,75.42335
2959,Rajasthan,26.0,31.0,7.7,7.9,4200.0,4200.0,1.0,3.3,1.34,2.0,4.0,4.0,9.0,9.0,28.161269,75.364964
2960,Rajasthan,27.0,31.0,7.6,7.6,3100.0,3800.0,0.7,2.8,1.76,2.0,4.0,4.0,9.0,14.0,28.152728,75.396558
2961,Rajasthan,23.0,26.0,7.9,8.5,600.0,720.0,0.9,1.0,0.3,1.0,4.0,4.0,4.0,4.0,26.883214,75.759083
2962,Rajasthan,23.0,26.0,7.7,8.4,69.0,690.0,1.0,1.5,0.58,1.0,,,4.0,4.0,26.869836,75.766814
2963,Rajasthan,25.0,25.0,7.8,8.2,550.0,580.0,0.6,0.8,0.38,1.0,4.0,4.0,4.0,9.0,26.855883,75.777269
2964,Rajasthan,20.0,27.0,7.5,8.5,970.0,1060.0,0.8,1.8,0.42,0.0,,,4.0,4.0,26.847386,75.779194
2965,Rajasthan,24.0,26.0,7.8,8.2,195.0,7100.0,3.1,8.6,10.5,11.0,,,4.0,4.0,25.765666,73.327728
2966,Rajasthan,24.0,25.0,8.3,8.7,2100.0,10900.0,1.3,3.1,8.3,8.0,4.0,4.0,4.0,7.0,25.768758,73.354161
2967,Rajasthan,24.0,24.0,7.8,8.7,2000.0,10400.0,1.2,2.6,4.6,5.0,4.0,4.0,4.0,9.0,25.771431,73.404817
2968,Rajasthan,23.0,24.0,8.1,8.6,10900.0,13700.0,1.8,3.6,4.9,5.0,4.0,4.0,4.0,9.0,25.772272,73.4552
2969,Rajasthan,28.0,28.0,7.0,7.5,870.0,1330.0,1.4,2.7,2.36,2.0,4.0,4.0,4.0,7.0,27.537483,76.525928
2970,Rajasthan,27.0,28.0,7.5,8.2,1450.0,1900.0,0.8,2.4,3.07,3.0,,,4.0,4.0,27.881869,76.282786
2971,Rajasthan,28.0,28.0,7.6,8.0,1900.0,2000.0,0.6,3.0,1.2,1.0,,,4.0,4.0,28.002058,76.409481
2972,Rajasthan,26.0,28.0,7.6,8.4,2000.0,2500.0,0.3,2.0,1.24,1.0,4.0,4.0,4.0,7.0,27.892139,76.275128
2973,Rajasthan,27.0,27.0,7.8,8.3,1630.0,1700.0,0.7,2.2,1.76,2.0,4.0,4.0,4.0,7.0,27.996564,76.446314
2974,Rajasthan,25.0,28.0,7.7,8.2,1460.0,3700.0,0.6,0.7,1.82,2.0,4.0,4.0,4.0,7.0,27.587299,76.816286
2975,Rajasthan,27.0,28.0,7.4,8.2,1500.0,3900.0,0.7,2.0,2.9,3.0,4.0,4.0,4.0,14.0,27.718031,76.991556
2976,Rajasthan,24.0,28.0,7.4,8.1,6500.0,6800.0,2.5,6.2,1.02,2.0,14.0,14.0,93.0,93.0,27.216742,77.482167
2977,Rajasthan,22.0,24.0,7.7,8.0,20000.0,23000.0,5.5,7.9,7.4,7.0,4.0,4.0,4.0,7.0,26.150678,73.010994
2982,Rajasthan,22.0,22.0,7.5,8.0,1210.0,1360.0,1.5,2.0,0.48,0.0,4.0,4.0,9.0,9.0,26.116279,72.985799
2985,Rajasthan,22.0,23.0,7.1,7.6,13300.0,14800.0,2.1,9.3,7.2,7.0,4.0,4.0,4.0,14.0,26.117787,72.981069
2986,Rajasthan,24.0,26.0,7.3,8.3,7600.0,13400.0,2.2,3.7,3.1,3.0,,,4.0,4.0,25.800868,72.305888
2987,Rajasthan,24.0,24.0,7.4,8.0,7900.0,11600.0,1.8,2.8,14.5,15.0,,,4.0,4.0,25.835767,72.250422
2988,Rajasthan,24.0,26.0,7.3,8.0,7800.0,11000.0,1.7,2.8,5.1,5.0,,,4.0,9.0,25.817793,72.303004
2989,Rajasthan,26.0,27.0,7.2,8.2,19000.0,22000.0,2.3,4.5,14.5,15.0,4.0,4.0,4.0,9.0,26.333372,73.06863
2990,Rajasthan,26.0,26.0,7.3,7.9,9500.0,20000.0,1.4,3.5,3.6,5.0,4.0,4.0,4.0,4.0,25.830032,72.240139
2991,Rajasthan,26.0,26.0,7.5,8.0,10200.0,10200.0,2.2,3.0,5.1,5.0,4.0,4.0,4.0,7.0,26.317069,73.128439
2993,Rajasthan,24.0,24.0,7.3,7.8,8100.0,22000.0,1.8,8.6,12.0,12.0,,,4.0,4.0,25.82887,72.239361
2999,Rajasthan,25.0,26.0,7.9,7.9,1210.0,1660.0,0.8,4.9,1.4,1.0,4.0,4.0,4.0,9.0,28.160644,76.816636
3000,Rajasthan,25.0,27.0,7.3,7.9,3400.0,3600.0,1.1,4.2,1.2,1.0,4.0,4.0,4.0,9.0,28.156508,76.824786
3001,Rajasthan,27.0,27.0,7.6,8.0,1780.0,1800.0,0.9,1.2,2.68,3.0,4.0,4.0,4.0,9.0,28.204186,76.875264
3002,Rajasthan,25.0,26.0,7.9,8.3,850.0,860.0,0.6,2.2,3.04,3.0,4.0,4.0,4.0,7.0,28.202831,76.875044
3003,Rajasthan,26.0,27.0,7.6,8.1,2700.0,3000.0,1.6,2.7,3.07,3.0,4.0,4.0,4.0,9.0,28.202053,76.875006
3004,Rajasthan,26.0,28.0,7.7,8.4,1000.0,1700.0,0.7,1.1,0.62,1.0,4.0,4.0,4.0,9.0,28.130792,76.774783
3006,Rajasthan,20.0,26.0,8.0,8.4,2000.0,2100.0,0.9,1.8,0.32,2.0,3.0,4.0,4.0,9.0,26.887742,75.856456
1736,Uttar Pradesh,24.0,24.0,6.9,7.0,964.0,1164.0,4.7,5.6,3.0,4.36,60.0,60.0,140.0,180.0,26.686837,83.552618
1737,Uttar Pradesh,24.0,25.0,7.0,7.0,804.0,844.0,3.6,3.7,3.0,3.42,20.0,60.0,60.0,140.0,26.928581,83.707206
1738,Uttar Pradesh,28.0,28.0,7.4,7.4,835.0,835.0,0.6,0.6,3.0,3.2,,,,,26.537044,80.487825
1739,Uttar Pradesh,28.0,28.0,6.8,6.8,4810.0,4810.0,0.7,0.7,25.0,25.2,,,,,26.538889,80.487267
1740,Uttar Pradesh,28.0,28.0,6.9,6.9,2545.0,2545.0,0.8,0.8,25.0,25.4,,,,,26.540031,80.490569
1741,Uttar Pradesh,28.0,28.0,7.3,7.3,1074.0,1074.0,0.5,0.5,25.0,25.2,,,,,26.538322,80.485589
1742,Uttar Pradesh,21.0,29.0,7.1,7.3,618.0,634.0,0.1,0.1,0.0,0.3,,,,,26.846489,80.946736
1743,Uttar Pradesh,29.0,29.0,6.8,7.0,1206.0,1406.0,0.1,0.2,4.0,25.3,,,,,26.839986,80.892925
1746,Uttar Pradesh,20.0,23.0,7.5,7.8,,,,,,,,,,,26.264778,82.072736
1747,Uttar Pradesh,21.0,22.0,7.8,7.8,689.0,871.0,,,0.0,0.28,,,,,26.771022,80.935244
1749,Uttar Pradesh,24.0,24.0,3.6,7.5,604.0,841.0,,,0.0,0.22,,,,,28.984417,77.706431
1750,Uttar Pradesh,23.0,25.0,7.3,7.8,500.0,660.0,,,1.0,1.15,,,,,28.939836,77.219978
1751,Uttar Pradesh,24.0,24.0,7.2,7.4,800.0,890.0,0.7,1.0,0.0,0.4,,,,,28.844842,78.239367
1752,Uttar Pradesh,21.0,23.0,7.1,7.4,246.0,250.0,1.8,2.1,0.0,0.5,,,,,28.675322,77.344944
1753,Uttar Pradesh,21.0,23.0,7.2,7.3,1190.0,3380.0,2.8,2.9,3.0,3.0,,,,,28.688578,77.437194
1754,Uttar Pradesh,20.0,22.0,7.2,7.5,1700.0,1730.0,2.1,2.4,2.0,2.0,,,,,28.640478,77.423614
1755,Uttar Pradesh,20.0,23.0,7.5,7.5,980.0,1090.0,2.5,2.6,2.0,2.81,,,,,28.637897,77.344133
1757,Uttar Pradesh,23.0,26.0,7.5,7.6,1210.0,1320.0,0.2,0.2,0.0,0.35,,,2.0,2.0,25.145956,82.565683
1759,Uttar Pradesh,24.0,26.0,6.9,7.0,1292.0,1298.0,0.4,0.4,4.0,7.12,,,2.0,2.0,25.539397,82.049394
1760,Uttar Pradesh,23.0,27.0,6.5,6.8,1150.0,1285.0,0.4,2.0,1.0,2.38,,,4.0,4.0,24.457019,82.993158
1761,Uttar Pradesh,24.0,26.0,7.5,7.6,1216.0,1236.0,0.2,0.5,13.0,22.0,,,4.0,4.0,24.120605,82.694761
2469,Uttar Pradesh,24.0,27.0,7.4,7.7,1195.0,1198.0,0.3,0.4,1.0,1.98,,,2.0,2.0,25.379194,81.877067
2470,Uttar Pradesh,23.0,26.0,7.2,7.5,1385.0,1386.0,0.4,0.5,2.0,3.96,,,7.0,7.0,25.920075,80.809994
2471,Uttar Pradesh,23.0,24.0,7.7,7.9,424.0,476.0,2.1,2.5,0.0,0.3,60.0,80.0,140.0,180.0,26.760553,83.373167
2472,Uttar Pradesh,22.0,26.0,7.4,7.5,530.0,1100.0,20.0,20.0,0.0,2.0,,,,,29.113,77.703
2473,Uttar Pradesh,24.0,26.0,7.3,7.6,900.0,1100.0,,,0.0,0.4,,,,,28.864472,77.280622
2477,Uttar Pradesh,21.0,38.0,7.0,8.2,950.0,1200.0,394.0,394.0,0.0,0.0,,,,,26.777608,79.021508
2478,Uttar Pradesh,21.0,29.0,7.1,7.1,569.0,585.0,0.3,0.3,0.0,0.4,,,,,26.874128,81.039583
2479,Uttar Pradesh,25.0,25.0,7.2,7.5,236.0,240.0,0.9,1.0,0.0,8.6,,,200.0,400.0,28.821631,78.724478
2480,Uttar Pradesh,21.0,22.0,7.5,7.5,385.0,388.0,,,0.0,0.0,,,,,30.303783,76.886508
1748,Uttarakhand,20.0,20.0,7.8,7.8,380.0,380.0,2.0,2.0,0.0,0.0,,,,,29.17602,79.007534
1766,WEST BENGAL,30.0,31.0,8.1,8.3,787.0,801.0,0.8,0.8,0.66,1.0,14.0,14.0,21.0,170.0,23.688196,86.965172
