STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,Latitude,Longitude
1617,Madhya Pradesh,27.0,27.0,6.8,6.8,277.0,277.0,1.7,1.7,12.05,12.0,,,22.0,22.0,23.099147,77.503906
1618,Madhya Pradesh,29.0,34.0,7.4,7.4,910.0,950.0,1.2,1.4,0.64,1.0,,,,,26.367039,78.287478
1619,Madhya Pradesh,29.0,29.0,7.3,7.3,850.0,850.0,1.3,1.3,0.43,0.0,,,,,26.367039,78.287478
2143,Madhya Pradesh,21.0,21.0,7.3,7.5,410.0,447.0,1.9,5.0,0.46,0.0,,,,,23.227505,79.915977
2144,Madhya Pradesh,19.0,19.0,7.5,7.5,392.0,392.0,0.9,0.9,0.46,0.0,,,,,23.220203,79.990963
2145,Madhya Pradesh,,,7.5,7.5,2220.0,2220.0,2.0,2.0,4.28,5.08,,,,,23.45708,75.422434
2146,Madhya Pradesh,7.8,7.8,7.8,7.8,5630.0,5630.0,1.2,1.2,6.0,6.32,,,,,23.474838,75.384519
2148,Madhya Pradesh,29.0,29.0,8.1,8.1,2220.0,2220.0,1.8,1.8,2.0,2.15,,,,,23.333695,75.035676
2149,Madhya Pradesh,30.0,30.0,7.6,7.6,1068.0,1068.0,1.4,1.4,2.64,3.0,,,,,23.2601,76.146411
2153,Madhya Pradesh,25.0,25.0,8.1,8.1,1710.0,1710.0,6.4,6.4,0.0,0.0,,,,,23.268169,77.404928
3327,Madhya Pradesh,23.0,23.0,7.4,7.4,340.0,340.0,1.0,1.0,0.0,0.22,,,,,23.200563,81.588112
3335,Madhya Pradesh,18.0,22.0,7.1,7.8,478.0,486.0,1.4,1.4,0.0,0.15,,,75.0,75.0,23.220624,79.976447
3336,Madhya Pradesh,21.0,21.0,7.2,7.2,471.0,471.0,1.0,1.0,0.43,0.97,,,,,22.057235,78.938132
3338,Madhya Pradesh,29.0,29.0,7.4,7.4,280.0,280.0,0.9,0.9,0.5,1.0,,,,,26.287719,78.198403
1555,HIMACHAL PRADESH,16.0,26.0,6.8,7.8,319.0,379.0,0.6,0.8,0.1,3.0,1.0,2.0,2.0,5.0,30.50225,77.221312
1556,HIMACHAL PRADESH,16.0,25.0,7.1,7.4,362.0,402.0,0.6,0.8,0.12,1.22,1.0,3.0,3.0,6.0,30.446322,77.615542
1557,HIMACHAL PRADESH,21.0,21.0,7.5,7.5,316.0,316.0,0.6,0.6,0.0,0.0,2.0,2.0,2.0,2.0,30.838297,76.958641
1558,HIMACHAL PRADESH,,,7.3,7.3,311.0,311.0,0.1,0.1,3.18,3.99,2.0,2.0,2.0,2.0,30.958146,76.790951
1559,HIMACHAL PRADESH,,,7.1,8.0,214.0,368.0,0.2,1.0,2.62,8.0,,,12.0,12.0,30.922633,76.83258
1560,HIMACHAL PRADESH,,,7.5,8.5,260.0,847.0,0.1,1.0,1.86,3.0,2.0,2.0,2.0,2.0,31.044558,76.704792
1561,HIMACHAL PRADESH,19.0,21.0,7.2,7.7,695.0,724.0,0.4,0.5,2.48,4.0,,,,,32.229859,75.658854
1562,HIMACHAL PRADESH,18.0,19.0,7.9,8.0,591.0,698.0,0.4,0.5,2.64,3.56,,,,,31.468722,76.272224
1588,HIMACHAL PRADESH,28.0,29.0,5.6,8.3,220.0,263.0,0.8,2.1,0.0,2.0,20.0,50.0,170.0,180.0,10.535106,76.209017
1872,HIMACHAL PRADESH,4.0,17.0,6.9,8.1,142.0,782.0,0.2,54.0,8.48,12.44,12.0,1344.0,42.0,3360.0,31.104606,77.173425
1873,HIMACHAL PRADESH,16.0,19.0,5.6,7.1,272.0,298.0,0.6,0.8,4.43,5.0,,,,,32.219678,76.320933
1874,HIMACHAL PRADESH,16.0,22.0,7.2,8.3,150.0,738.0,0.1,2.0,9.66,10.0,2.0,152.0,10.0,264.0,30.90541,77.096698
1875,HIMACHAL PRADESH,19.0,24.0,7.5,7.9,283.0,615.0,3.2,20.0,2.0,3.0,49.0,130.0,170.0,920.0,31.709785,76.928295
1876,HIMACHAL PRADESH,22.0,22.0,7.2,7.2,283.0,283.0,0.1,0.1,0.1,0.0,2.0,2.0,2.0,2.0,30.843398,76.955076
2634,HIMACHAL PRADESH,13.0,13.0,7.1,7.1,166.0,166.0,12.0,12.0,4.97,5.0,2.0,2.0,8.0,8.0,31.104606,77.173425
1877,HIMACHAL PRADESH,,,7.0,8.2,235.0,339.0,0.2,1.0,5.56,2.0,2.0,2.0,2.0,2.0,30.95356,76.775799
1878,HIMACHAL PRADESH,,,7.1,8.1,241.0,367.0,0.1,0.8,0.0,0.0,2.0,2.0,4.0,4.0,30.927405,76.8281
1879,HIMACHAL PRADESH,,,7.1,8.7,392.0,712.0,0.1,2.0,7.89,3.0,2.0,2.0,2.0,2.0,31.046917,76.701694
1880,HIMACHAL PRADESH,16.0,28.0,6.7,7.2,327.0,438.0,0.8,0.8,0.16,0.0,1.0,2.0,3.0,4.0,30.552939,77.212353
1881,HIMACHAL PRADESH,16.0,25.0,6.4,7.8,301.0,352.0,0.8,0.8,0.18,0.0,1.0,2.0,3.0,4.0,30.436053,77.579269
1882,HIMACHAL PRADESH,18.0,18.0,7.7,7.9,790.0,817.0,0.4,0.7,4.89,4.0,,,,,31.40982,76.346479
1883,HIMACHAL PRADESH,18.0,18.0,7.8,7.8,583.0,711.0,0.3,0.8,1.25,1.0,,,,,31.465478,76.270798
2628,HIMACHAL PRADESH,15.0,17.0,6.8,7.8,210.0,711.0,1.6,2.8,1.98,0.0,2.0,2.0,2.0,2.0,31.893319,77.13845
2629,HIMACHAL PRADESH,18.0,20.0,7.5,8.6,372.0,511.0,2.8,3.2,0.762,0.0,2.0,2.0,2.0,2.0,31.708164,76.931367
2630,HIMACHAL PRADESH,17.0,18.0,7.1,7.5,769.0,1030.0,1.0,12.0,5.2,2.0,,,,,31.686889,76.519752
2631,HIMACHAL PRADESH,17.0,18.0,6.4,6.9,687.0,755.0,0.4,12.0,5.1,4.0,,,,,31.778117,76.344419
2632,HIMACHAL PRADESH,18.0,20.0,7.6,8.6,430.0,809.0,2.8,3.2,6.59,2.0,2.0,2.0,2.0,2.0,31.32727,76.763868
2633,HIMACHAL PRADESH,17.0,17.0,7.6,7.9,281.0,401.0,1.6,2.0,0.252,0.0,2.0,2.0,2.0,2.0,31.541307,78.272621
2635,HIMACHAL PRADESH,,,8.4,8.4,100.0,100.0,,,0.578,1.0,,,,,31.054483,77.136191
2636,HIMACHAL PRADESH,18.0,18.0,6.9,7.1,660.0,683.0,0.5,6.0,2.4,0.0,,,,,32.099803,76.269086
2637,HIMACHAL PRADESH,15.0,18.0,6.8,7.6,1460.0,1660.0,0.2,9.0,5.38,5.0,,,,,31.874791,76.315606
2638,HIMACHAL PRADESH,17.0,19.0,7.4,8.3,596.0,957.0,0.4,6.0,4.2,1.0,,,,,31.808672,76.104045
2639,HIMACHAL PRADESH,16.0,18.0,6.0,8.0,79.0,181.0,0.3,2.0,1.46,1.0,,,,,32.053156,76.643661
2640,HIMACHAL PRADESH,22.0,24.0,7.3,8.0,351.0,353.0,0.2,0.3,1.5,2.0,,,,,31.923161,75.928482
2641,HIMACHAL PRADESH,15.0,15.0,6.8,7.6,715.0,729.0,0.4,0.8,0.0,0.0,,,,,32.553356,76.125806
2642,HIMACHAL PRADESH,17.0,17.0,6.6,8.8,108.0,191.0,0.4,1.8,0.0,0.0,,,,,32.531159,75.979816
2644,HIMACHAL PRADESH,22.0,23.0,7.3,7.6,120.0,586.0,0.2,1.0,0.218,0.0,2.0,2.0,2.0,8.0,30.83498,76.958879
2645,HIMACHAL PRADESH,16.0,24.0,7.0,7.5,366.0,441.0,0.8,0.8,0.19,0.0,2.0,2.0,2.0,9.0,30.559259,77.297976
2646,HIMACHAL PRADESH,15.0,24.0,6.7,7.9,268.0,1194.0,0.6,0.8,0.17,0.0,1.0,2.0,3.0,6.0,30.516979,77.211543
2647,HIMACHAL PRADESH,17.0,18.0,7.4,7.5,633.0,713.0,0.9,4.5,0.08,0.0,,,,,31.348559,76.268686
1898,PUNJAB,,,7.0,7.0,,,,,0.7,1.0,,,,,30.900078,75.857275
1899,PUNJAB,,,7.0,7.0,,,,,0.8,1.0,,,,,30.884394,75.854408
1900,PUNJAB,,,7.0,7.0,,,,,1.1,1.22,,,,,30.897853,75.855422
1901,PUNJAB,,,7.0,7.0,,,,,0.9,1.0,,,,,30.896028,75.873728
1902,PUNJAB,,,7.0,7.0,,,,,0.5,1.05,,,,,30.895817,75.859742
1903,PUNJAB,,,7.0,7.0,,,,,0.3,1.33,,,,,30.904136,75.8168
19,Kerala,27.0,29.0,6.2,6.7,52.0,194.0,0.6,0.9,0.29,4.0,2.0,200.0,500.0,700.0,9.151239,76.730767
22,Kerala,27.0,28.0,6.5,6.8,128.0,133.0,0.6,0.8,0.7,2.0,60.0,110.0,170.0,220.0,11.243611,75.898056
35,Kerala,23.0,24.0,5.6,5.8,214.0,280.0,0.5,0.6,8.1,8.0,11.0,11.0,40.0,50.0,9.017,76.926
1581,Kerala,29.0,29.0,5.4,6.0,310.0,370.0,1.0,1.1,0.0,1.0,50.0,110.0,90.0,300.0,8.469722,76.9825
1582,Kerala,29.0,30.0,6.6,7.2,153.0,180.0,0.8,0.8,0.0,1.0,20.0,70.0,70.0,210.0,8.603286,77.002753
1583,Kerala,23.0,23.0,4.7,4.8,76.0,92.0,0.5,0.5,4.3,4.0,10.0,11.0,110.0,140.0,8.960175,76.678806
1584,Kerala,28.0,28.0,7.5,7.6,145.0,268.0,1.9,3.2,0.04,0.0,170.0,280.0,270.0,500.0,9.686781,76.336197
1585,Kerala,29.0,29.0,7.6,7.7,149.0,740.0,1.3,1.6,6.79,7.0,2.0,500.0,480.0,2600.0,9.968961,76.318042
1586,Kerala,27.0,28.0,5.6,6.0,105.0,140.0,0.5,0.7,0.77,2.0,2.0,170.0,4.0,1100.0,9.872489,76.551714
1587,Kerala,27.0,28.0,6.1,6.1,210.0,308.0,0.3,0.7,6.96,8.0,2.0,240.0,40.0,900.0,10.051969,76.316119
1589,Kerala,28.0,29.0,6.5,7.0,182.0,260.0,1.1,1.1,0.28,6.0,20.0,40.0,110.0,400.0,11.040986,76.083017
1590,Kerala,24.0,26.0,6.6,6.7,83.0,108.0,0.5,0.6,1.6,2.0,2.0,340.0,8.0,600.0,11.259675,75.948622
1591,Kerala,28.0,28.0,4.7,6.6,108.0,153.0,0.4,0.6,1.6,3.0,40.0,120.0,210.0,300.0,11.874425,75.370572
1592,Kerala,27.0,30.0,5.8,6.1,176.0,200.0,0.2,3.4,2.7,3.0,11.0,80.0,90.0,110.0,12.105044,75.205881
2308,Kerala,27.0,29.0,6.9,7.0,138.0,357.0,0.3,0.8,1.94,2.0,200.0,210.0,400.0,600.0,9.443958,76.553158
2309,Kerala,28.0,29.0,6.1,6.7,102.0,169.0,0.4,0.5,2.71,5.0,300.0,310.0,500.0,600.0,9.397414,76.367336
2310,Kerala,27.0,28.0,6.6,6.9,128.0,177.0,0.4,0.7,2.75,5.0,200.0,400.0,400.0,1100.0,9.766667,76.4
2311,Kerala,28.0,29.0,6.1,7.1,100.0,146.0,0.6,1.0,1.93,2.0,70.0,200.0,210.0,400.0,9.589686,76.563272
2313,Kerala,28.0,28.0,7.8,7.9,225.0,225.0,0.3,0.8,0.0,0.0,400.0,540.0,600.0,800.0,9.555006,76.317594
2314,Kerala,23.0,24.0,5.5,6.0,172.0,220.0,1.2,1.5,5.2,8.0,21.0,27.0,110.0,120.0,8.918628,76.574831
2315,Kerala,24.0,25.0,8.2,8.4,450.0,520.0,2.0,2.4,3.3,3.0,11.0,11.0,50.0,80.0,9.003322,76.532797
2316,Kerala,27.0,28.0,4.8,6.7,40.0,49.0,0.3,0.9,1.3,1.0,2.0,90.0,4.0,210.0,11.889161,75.429339
2317,Kerala,27.0,30.0,5.4,5.9,139.0,302.0,0.7,0.7,3.5,6.0,11.0,7.4,260.0,800.0,11.889444,75.525556
2320,Kerala,28.0,29.0,6.5,6.7,144.0,190.0,0.4,0.6,2.6,5.0,140.0,500.0,270.0,700.0,11.120297,76.119967
2321,Kerala,28.0,30.0,4.3,7.3,300.0,348.0,0.3,2.4,4.7,9.0,20.0,170.0,130.0,1300.0,10.512489,76.185619
2322,Kerala,29.0,30.0,4.1,6.8,240.0,319.0,1.1,1.4,1.4,2.0,20.0,40.0,110.0,180.0,10.480661,76.242117
2323,Kerala,28.0,28.0,6.1,6.3,279.0,370.0,0.8,1.6,1.11,1.0,110.0,300.0,600.0,1300.0,9.995953,76.363939
2324,Kerala,27.0,28.0,5.8,6.8,50.0,1670.0,0.6,0.8,0.66,1.0,2.0,300.0,4.0,1400.0,9.971475,76.369517
2327,Kerala,29.0,30.0,8.4,8.7,650.0,699.0,0.4,0.6,0.05,3.0,60.0,1100.0,80.0,1600.0,10.695067,76.722486
3463,Kerala,27.0,28.0,6.5,6.7,85.0,118.0,1.0,1.2,1.0,5.0,280.0,1200.0,430.0,3400.0,11.270933,75.846133
3472,Kerala,27.0,29.0,6.8,7.0,430.0,1094.0,0.9,1.0,2.0,2.0,90.0,400.0,210.0,500.0,11.986836,75.393681
3474,Kerala,26.0,30.0,4.9,6.9,174.0,240.0,0.6,3.4,3.1,3.0,110.0,800.0,540.0,1600.0,12.105069,75.205833
3475,Kerala,27.0,28.0,4.5,5.4,54.0,110.0,0.1,0.3,1.5,2.0,0.0,80.0,31.0,240.0,12.044617,75.390275
1593,Lakshadweep,27.0,31.0,7.1,8.2,829.0,1139.0,,,,,4500.0,4500.0,1000.0,260000.0,8.283763,73.058467
1594,Lakshadweep,28.0,31.0,7.0,8.0,1183.0,1611.0,,,,,2000.0,9000.0,5000.0,329000.0,10.567056,72.635978
1595,Lakshadweep,28.0,31.0,7.2,8.0,652.0,932.0,,,,,500.0,92000.0,13000.0,120000.0,10.567542,72.634967
1596,Lakshadweep,27.0,31.0,7.3,8.2,463.0,686.0,,,,,6000.0,87500.0,4833.0,175000.0,10.568991,72.636237
1598,Lakshadweep,27.0,31.0,7.5,8.1,610.0,679.0,,,,,3000.0,3000.0,8000.0,79183.0,10.567278,72.638528
1599,Lakshadweep,27.0,31.0,7.2,8.2,604.0,856.0,,,,,,,9000.0,68000.0,10.552164,72.641722
1600,Lakshadweep,27.0,30.0,6.9,7.9,850.0,1024.0,,,,,1000.0,18000.0,1000.0,118000.0,10.551808,72.634758
1601,Lakshadweep,27.0,31.0,7.0,7.8,1021.0,2950.0,,,,,,,4000.0,192000.0,10.551283,72.634122
1602,Lakshadweep,27.0,32.0,7.1,8.0,1237.0,1810.0,,,,,400.0,1500.0,5000.0,43000.0,10.551819,72.63525
1603,Lakshadweep,28.0,39.0,7.0,8.2,1018.0,3140.0,,,,,500.0,500.0,12000.0,244000.0,10.54342,72.620033
1605,Lakshadweep,28.0,31.0,7.2,8.0,946.0,1253.0,,,,,500.0,1000.0,1680.0,119000.0,10.076011,73.630344
1606,Lakshadweep,29.0,31.0,7.2,8.0,716.0,1159.0,,,,,1000.0,164500.0,37000.0,1520000.0,10.076011,73.630344
1397,PONDICHERRY,30.0,32.0,6.4,6.9,4630.0,4850.0,,,0.283,1.0,,,,,11.913137,79.815859
1398,PONDICHERRY,30.0,33.0,6.5,6.6,1067.0,1108.0,,,0.07,1.0,,,,,11.913858,79.815606
1453,PONDICHERRY,30.0,31.0,6.3,6.6,575.0,625.0,,,3.096,5.0,,,,,11.94445,79.781892
1454,PONDICHERRY,28.0,31.0,6.1,6.2,182.0,212.0,,,0.796,1.0,,,,,12.021863,79.857077
1687,PONDICHERRY,30.0,32.0,7.1,7.4,1223.0,1303.0,,,0.78,1.0,,,,,11.932642,79.83525
1688,PONDICHERRY,30.0,30.0,7.1,7.2,668.0,1183.0,,,0.0,0.0,,,,,12.001161,79.700722
1689,PONDICHERRY,24.0,24.0,7.7,7.7,,,,,0.0,0.0,,,,,11.881819,79.806561
2009,PONDICHERRY,30.0,30.0,6.3,6.5,528.0,553.0,,,5.094,7.0,,,,,11.93915,79.776433
2010,PONDICHERRY,30.0,33.0,6.6,6.8,1081.0,1150.0,,,0.793,1.0,,,,,11.943921,79.790978
2011,PONDICHERRY,30.0,32.0,7.3,7.5,2390.0,2850.0,,,0.0,0.0,,,,,11.893328,79.753917
2012,PONDICHERRY,34.0,34.0,6.8,6.8,1148.0,1148.0,,,0.0,0.0,,,,,11.968099,79.816952
