STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,TOTAL_DISSOLVED_SOLIDS_Min,TOTAL_DISSOLVED_SOLIDS_Max,FLUORIDE_Min,FLUORIDE_Max,ARSENIC_Min,ARSENIC_Max,Latitude,Longitude
2988,RAJASTHAN,25.0,27.0,7.8,7.8,6100,8100,-,-,3.04,3.15,4,4,9,11,4616,5916,0.4,0.6,-,-,25.817793,72.303004
2977,RAJASTHAN,26.0,26.0,7.6,8.1,19000,23100,-,-,3.14,4.92,7,7,11,14,15015,15198,1.1,1.2,-,-,26.150678,73.010994
2963,RAJASTHAN,26.0,30.0,7.8,7.9,2500,4460,-,-,4.12,6.08,3,14,3,21,1884,3230,0.9,1.0,-,-,26.855883,75.777269
2961,RAJASTHAN,26.0,29.0,7.4,8.2,700,926,-,-,1.34,2.28,4,14,9,20,512,601,0.6,0.8,-,-,26.883214,75.759083
2962,RAJASTHAN,20.0,26.0,7.7,8.3,640,900,-,-,2.46,4.56,3,7,3,14,484,585,0.5,0.7,-,-,26.869836,75.766814
4789,RAJASTHAN,25.0,26.0,7.6,8.2,5200,8320,-,-,4.12,4.92,4,7,7,20,3816,5400,1.1,1.2,-,-,26.125901,72.990324
4787,RAJASTHAN,25.0,26.0,6.9,7.5,4800,6120,-,-,3.07,3.52,2,3,7,11,3414,3970,1.1,1.2,-,-,26.092852,72.974611
4786,RAJASTHAN,26.0,26.0,7.1,7.7,9500,12150,-,-,2.62,4.12,2,9,4,20,7164,7890,0.9,1.1,-,-,26.264268,72.990054
4784,RAJASTHAN,26.0,26.0,7.1,7.9,2900,6880,-,-,2.46,3.16,4,9,7,14,2122,4470,1.0,1.2,-,-,26.141889,73.01691
4788,RAJASTHAN,26.0,26.5,6.9,7.5,10310,16000,-,-,4.40,5.48,4,4,7,11,6700,12248,1.1,1.3,-,-,26.121235,72.972561
4785,RAJASTHAN,26.0,26.0,6.8,8.6,4800,6910,-,-,3.07,4.12,7,11,14,20,3648,4490,1.0,1.1,-,-,26.120696,72.975311
4818,TAMIL NADU,29.0,29.0,7.2,7.5,135,348,1.0,2.0,0.30,0.30,2,11,14,34,84,210,0.2,0.2,0.001,0.001,8.605592,77.944361
4816,TAMIL NADU,26.0,26.0,8.0,8.0,749,1040,2.0,2.5,0.30,6.40,2,8,7,26,452,730,0.2,0.2,0.001,0.001,8.634908,78.07465
4912,TAMIL NADU,36.0,36.0,6.7,6.7,1909,1909,1.0,1.0,0.30,0.30,2,2,8,8,1212,1212,0.9,0.9,0.001,0.001,10.576266,77.529657
4811,TAMIL NADU,29.0,31.0,6.5,7.3,3890,4440,1.0,1.0,0.30,0.31,2,2,4,6,2512,2912,0.2,0.9,0.001,0.001,11.327414,77.745903
4821,TAMIL NADU,27.0,30.0,7.3,7.5,649,872,1.0,2.5,0.30,0.41,2,2,8,45,416,552,0.2,0.5,0.001,0.001,10.787066,78.690243
4822,TAMIL NADU,24.0,28.0,6.9,7.2,749,806,1.0,2.6,0.30,0.33,2,230,6,700,472,516,0.2,0.8,0.001,0.001,10.786916,78.690657
4817,TAMIL NADU,28.0,28.0,8.4,8.4,320,320,1.0,1.0,0.30,0.30,2,2,5,5,198,198,0.2,0.2,0.001,0.001,8.621439,78.016285
4814,TAMIL NADU,29.0,29.0,7.3,7.3,796,796,2.3,2.3,0.41,0.41,2,2,2,2,502,502,0.2,0.2,0.001,0.001,8.727206,77.709638
4907,TAMIL NADU,31.0,31.0,6.7,6.7,199,199,2.0,2.0,0.30,0.30,21,21,63,63,144,144,0.8,0.8,0.001,0.001,11.509621,77.230116
4825,TAMIL NADU,27.0,30.0,6.9,7.0,1692,1929,1.0,1.0,0.30,0.30,2,51,4,63,1072,1268,0.2,0.2,0.001,0.001,11.478265,77.881114
4815,TAMIL NADU,30.0,30.0,7.5,7.5,766,766,2.3,2.3,1.74,1.74,2,2,2,2,466,466,0.2,0.2,0.001,0.001,8.698363,77.738123
4824,TAMIL NADU,27.0,29.0,6.3,6.9,1843,1886,1.0,1.0,0.30,0.30,4,33,9,79,1204,1804,0.2,0.2,0.001,0.001,11.803279,77.804723
4826,TAMIL NADU,26.0,30.0,7.1,7.2,417,1110,1.0,1.0,0.30,0.30,2,4,2,14,276,712,0.2,0.2,0.001,0.001,13.00996,80.162403
4819,TAMIL NADU,29.0,29.0,7.2,7.4,1594,1774,1.0,3.0,0.30,0.30,2,2,2,6,990,1066,0.2,0.2,0.001,0.001,8.625282,77.907778
4820,TAMIL NADU,29.0,29.0,7.4,8.1,142,365,1.0,2.0,0.30,0.30,2,2,2,4,86,224,0.2,0.2,0.001,0.001,8.575329,77.769134
4810,TAMIL NADU,31.0,34.0,6.7,7.3,587,2540,1.0,2.0,0.30,0.30,2,21,9,46,388,1656,0.2,0.9,0.001,0.001,11.408563,77.685422
4909,TAMIL NADU,31.0,31.0,6.8,6.8,378,378,1.0,1.0,0.30,0.30,33,33,110,110,252,252,0.5,0.5,0.001,0.001,11.456295,77.615817
32,TAMIL NADU,25.0,31.0,7.0,7.8,545,1358,2.0,3.0,0.30,0.90,2,43,91,94,328,902,0.2,0.2,-,-,10.954883,78.443933
4280,TELANGANA,28.0,28.0,7.4,7.4,7040,7040,-,-,22.80,22.80,2,2,2,2,4435,4435,1.5,1.5,-,-,18.011953,79.579042
1525,TELANGANA,25.0,25.0,6.8,7.4,3420,3560,-,-,21.00,24.00,-,-,-,-,1946,2142,0.4,0.4,0.010,0.010,17.532322,78.185211
1794,TELANGANA,28.0,31.0,7.8,7.9,1125,1285,-,-,12.40,13.90,2,2,98,120,712,772,0.9,1.0,-,-,18.400128,79.191556
1810,TELANGANA,25.0,25.0,6.9,7.4,2198,2337,-,-,19.00,22.00,-,-,-,-,1160,1389,0.4,0.4,0.010,0.010,18.66591,77.904013
3094,TELANGANA,29.0,29.0,8.2,8.3,1084,1131,-,-,0.30,2.40,2,2,2,2,610,729,0.9,0.9,-,-,18.421454,79.172351
4278,TELANGANA,25.0,25.0,6.8,6.9,1040,1376,-,-,14.00,15.00,-,-,-,-,609,804,0.4,0.4,0.010,0.010,17.611506,78.091535
4265,TELANGANA,22.0,22.0,6.9,7.5,1072,1957,-,-,10.00,10.00,-,-,-,-,635,1126,0.3,0.6,0.010,0.010,17.32092,78.878912
3088,TELANGANA,30.0,30.2,6.7,8.0,1355,1469,-,-,0.30,4.60,2,2,2,2,868,944,0.6,0.6,-,-,17.687879,80.871767
4277,TELANGANA,25.0,25.0,6.6,7.2,3268,3765,-,-,25.00,26.00,-,-,-,-,1810,2209,0.4,0.5,0.010,0.010,17.718793,78.092086
4282,TELANGANA,22.0,22.0,6.7,7.5,1408,1694,-,-,12.00,15.00,-,-,-,-,712,952,0.2,0.3,0.010,0.010,17.299789,78.8783
4286,TELANGANA,21.0,21.0,6.9,7.5,1849,2189,-,-,17.00,19.00,-,-,-,-,1137,1228,0.3,0.4,0.010,0.010,17.251975,78.906207
4281,TELANGANA,21.0,21.0,6.7,7.4,2364,2736,-,-,21.00,24.00,-,-,-,-,1375,1475,0.2,0.3,0.010,0.010,17.348494,78.822366
1792,TELANGANA,30.0,30.0,8.7,8.7,1106,1106,-,-,6.20,6.20,2,2,2,2,667,667,0.7,0.7,-,-,17.985717,79.624981
4283,TELANGANA,21.0,21.0,7.1,7.5,3193,3720,-,-,25.00,25.00,-,-,-,-,1768,2137,0.2,0.3,0.010,0.010,17.350626,78.816899
4287,TELANGANA,22.0,22.0,6.9,7.2,1592,1813,-,-,12.00,13.00,-,-,-,-,981,1024,0.3,0.3,0.010,0.010,17.260063,78.895756
4279,TELANGANA,25.0,25.0,6.5,6.6,965,1236,-,-,15.00,20.00,-,-,-,-,578,810,0.5,0.5,0.010,0.010,17.592759,78.381561
4284,TELANGANA,21.0,21.0,6.9,7.4,1446,1918,-,-,12.00,15.00,-,-,-,-,810,1075,0.3,0.3,0.010,0.010,17.275116,78.799462
4288,TELANGANA,21.0,21.0,7.2,7.4,839,1298,-,-,7.00,11.00,-,-,-,-,487,727,0.2,0.3,0.010,0.010,17.236369,78.839675
4285,TELANGANA,22.0,22.0,6.7,7.4,1758,1894,-,-,11.00,12.00,-,-,-,-,1064,1080,0.3,0.4,0.010,0.010,17.318616,78.904485
4289,TELANGANA,22.0,22.0,6.4,6.8,1345,1553,-,-,8.00,11.00,-,-,-,-,759,862,0.4,0.5,0.010,0.010,17.236369,78.839675
4290,TELANGANA,21.0,21.0,6.8,6.8,1020,1376,-,-,6.00,8.00,-,-,-,-,579,790,0.4,0.5,0.010,0.010,17.232397,79.128966
1791,TELANGANA,29.0,29.0,7.8,7.8,2708,2708,-,-,10.80,10.80,2,2,2,2,1706,1706,0.8,0.8,-,-,17.956317,79.618808
1515,TELANGANA,29.0,30.4,8.3,8.4,1564,1879,-,-,17.00,22.40,2,2,2,2,869,1129,0.8,0.9,-,-,17.609781,80.704358
1795,TELANGANA,25.0,25.0,6.8,7.3,2310,2410,-,-,11.00,13.00,-,-,-,-,1370,1392,0.2,0.3,0.010,0.010,17.873928,78.100156
1811,TELANGANA,19.0,20.0,7.0,7.4,1392,1603,-,-,7.00,10.00,-,-,-,-,761,945,0.3,0.3,0.010,0.010,17.471922,78.795814
4260,TELANGANA,29.0,33.0,6.6,7.0,905,1195,-,-,6.00,7.00,-,-,-,-,508,684,0.3,0.3,0.010,0.010,18.055211,78.265414
4264,TELANGANA,24.0,24.0,6.8,7.5,1768,1971,-,-,19.00,20.00,-,-,-,-,981,1139,0.5,0.6,0.010,0.010,17.290739,79.095476
4271,TELANGANA,29.0,29.0,7.8,8.0,1561,1599,-,-,21.50,22.80,2,2,63,63,869,1008,0.9,1.0,-,-,17.477435,78.358313
4270,TELANGANA,31.0,31.0,7.4,7.9,2094,2147,-,-,14.00,16.00,2,2,27,34,1156,1374,0.7,1.2,-,-,17.47301,78.439547
4269,TELANGANA,32.0,32.0,7.0,7.5,2628,2791,-,-,7.50,12.00,2,2,48,63,1568,1758,1.2,1.2,-,-,17.520823,78.443886
4268,TELANGANA,30.0,30.0,8.2,8.4,956,1131,-,-,12.50,16.80,2,2,38,43,530,651,1.1,1.1,-,-,17.477634,78.513568
4272,TELANGANA,30.0,30.0,8.3,8.7,821,849,-,-,5.00,6.20,2,2,40,43,463,545,0.9,0.9,-,-,17.512434,78.573997
4273,TELANGANA,32.0,32.0,7.4,7.8,1549,2930,-,-,12.20,14.70,2,2,46,47,860,1561,0.7,1.0,-,-,17.643723,78.406739
4276,TELANGANA,28.0,34.0,6.9,7.0,1835,2137,-,-,18.00,19.00,-,-,-,-,1105,1218,0.3,0.4,0.010,0.010,17.988869,78.326758
4262,TELANGANA,26.0,33.0,6.7,6.8,1976,2202,-,-,18.00,21.00,-,-,-,-,1128,1360,0.4,0.5,0.010,0.010,17.584139,78.374875
4263,TELANGANA,26.0,33.0,6.5,6.6,3165,4270,-,-,23.00,27.00,-,-,-,-,1720,2498,0.4,0.4,0.010,0.010,17.583019,78.106875
4266,TELANGANA,25.0,25.0,6.8,7.2,840,953,-,-,10.00,12.00,-,-,-,-,490,596,0.5,0.5,0.010,0.010,18.327971,78.319783
4274,TELANGANA,29.0,29.0,7.5,7.8,986,1962,-,-,10.00,14.20,2,2,33,33,555,1092,0.6,0.8,-,-,17.524542,78.435015
4275,TELANGANA,28.0,28.0,7.5,8.2,2005,2364,-,-,27.00,32.80,2,2,41,43,1284,1489,1.2,1.3,-,-,17.50226,78.350264
1793,TELANGANA,30.0,30.0,7.8,8.3,1652,1955,-,-,0.80,1.20,2,2,4,6,914,1088,1.0,1.2,-,-,18.762806,79.481267
15,TELANGANA,27.0,27.0,8.2,8.3,401,624,-,-,0.30,0.30,2,2,2,2,222,356,0.7,0.7,-,-,18.608458,79.838778
27,TELANGANA,22.0,25.0,6.6,7.5,1065,1350,-,-,5.00,6.00,-,-,-,-,550,792,0.3,0.3,0.010,0.010,16.727994,79.209161
16,TELANGANA,28.0,28.0,7.9,8.0,784,1064,-,-,13.40,14.00,2,2,33,34,502,680,0.6,0.6,-,-,18.304433,80.207208
1732,TRIPURA,22.0,26.5,5.9,6.0,108,121,1.0,1.0,0.30,0.30,2,2,2,2,60,66,0.2,0.2,-,-,23.778664,91.386119
1734,TRIPURA,21.5,26.5,5.7,5.8,109,113,1.0,1.0,0.30,0.30,2,2,2,2,62,64,0.2,0.2,-,-,23.828125,91.286689
1730,TRIPURA,22.0,26.5,6.3,6.6,108,115,1.0,1.0,0.30,0.30,2,2,2,2,64,68,0.2,0.2,-,-,23.831392,91.286739
1731,TRIPURA,25.0,26.5,6.0,6.1,109,935,1.0,1.0,0.30,0.30,2,2,2,2,60,62,0.2,0.2,-,-,23.859275,91.246114
1733,TRIPURA,22.0,26.5,5.8,5.9,113,119,1.0,1.0,0.30,0.30,2,2,2,2,62,64,0.2,0.2,-,-,23.828506,91.289731
4205,TRIPURA,23.0,26.0,5.5,5.7,106,108,1.0,1.0,0.30,0.30,2,2,2,2,58,58,0.2,0.2,-,-,23.533607,91.495786
4204,TRIPURA,22.5,25.5,5.4,5.5,106,118,1.0,1.0,0.30,0.30,2,2,2,2,56,66,0.2,0.2,-,-,23.51768,91.655648
4210,TRIPURA,22.0,25.0,5.4,5.6,92,99,1.0,1.0,0.30,0.30,2,2,2,2,50,58,0.2,0.2,-,-,23.925383,91.848619
4188,TRIPURA,23.0,26.0,6.0,6.2,95,108,1.0,1.0,0.30,0.30,2,2,2,2,54,58,0.2,0.2,-,-,23.80011,91.266733
3426,TRIPURA,23.0,25.5,5.4,5.6,88,93,1.0,1.0,0.30,0.30,2,2,2,2,46,50,0.2,0.2,-,-,23.231131,91.561586
4187,TRIPURA,23.5,26.5,5.9,6.0,119,128,1.0,1.0,0.30,0.30,2,2,2,2,62,68,0.2,0.2,-,-,23.804667,91.273858
3428,TRIPURA,23.0,25.5,5.3,5.3,89,96,1.0,1.0,0.30,0.30,2,2,2,2,52,56,0.2,0.2,-,-,23.245239,91.557186
4209,TRIPURA,23.0,26.5,5.5,5.7,109,116,1.0,1.0,0.30,0.30,2,2,2,2,62,66,0.2,0.2,-,-,23.246037,91.469592
4200,TRIPURA,23.0,26.0,5.6,5.8,93,95,1.0,1.0,0.30,0.30,2,2,2,2,56,56,0.2,0.2,-,-,23.673751,91.281183
4636,TRIPURA,23.0,26.0,6.2,6.3,89,99,1.0,1.0,0.30,0.30,2,2,2,2,50,56,0.2,0.2,-,-,23.669795,91.28234
4202,TRIPURA,23.0,26.0,5.5,5.5,110,122,1.0,1.0,0.30,0.30,2,2,2,2,62,68,0.2,0.2,-,-,23.605887,91.345236
3425,TRIPURA,23.0,26.5,5.5,6.0,93,109,1.0,1.0,0.30,0.30,2,2,2,2,52,62,0.2,0.2,-,-,23.898925,91.395567
4651,TRIPURA,23.0,25.5,6.4,6.9,89,102,1.0,1.0,0.30,0.30,2,2,2,2,48,58,0.2,0.2,-,-,23.835278,91.680556
4638,TRIPURA,23.0,25.5,6.4,6.5,89,96,1.0,1.0,0.30,0.30,2,2,2,2,50,52,0.2,0.2,-,-,23.806944,91.492222
4212,TRIPURA,25.0,25.0,5.3,5.3,96,96,1.0,1.0,0.30,0.30,2,2,2,2,52,52,0.2,0.2,-,-,23.849628,91.993422
3432,TRIPURA,22.0,25.5,5.5,5.9,94,110,1.0,1.0,0.30,0.30,2,2,2,2,56,68,0.2,0.2,-,-,24.075833,92.264672
4216,TRIPURA,22.0,25.0,5.4,5.6,92,98,1.0,1.0,0.30,0.30,2,2,2,2,50,56,0.2,0.2,-,-,24.238697,92.288741
4190,TRIPURA,23.0,25.5,5.5,5.7,95,100,1.0,1.0,0.30,0.37,2,2,2,2,58,62,0.2,0.2,-,-,23.938754,91.399856
4206,TRIPURA,23.5,26.0,5.3,5.4,109,112,1.0,1.0,0.30,0.30,2,2,2,2,58,62,0.2,0.2,-,-,23.530149,91.503304
4215,TRIPURA,23.0,25.5,5.6,5.7,119,126,1.0,1.0,0.30,0.30,2,2,2,2,68,72,0.2,0.2,-,-,24.378112,92.154953
4186,TRIPURA,23.5,26.0,5.6,5.8,121,129,1.0,1.0,0.30,0.30,2,2,2,2,64,68,0.2,0.2,-,-,23.7958,91.283729
3435,TRIPURA,21.5,25.0,5.9,6.1,96,106,1.0,1.0,0.30,0.30,2,2,2,2,52,58,0.2,0.2,-,-,24.054056,92.317567
3423,TRIPURA,23.0,26.5,6.1,6.2,74,94,1.0,1.0,0.30,0.30,2,2,2,2,42,54,0.2,0.2,-,-,23.898983,91.401944
3430,TRIPURA,23.0,25.0,5.9,6.0,82,99,1.0,1.0,0.30,0.30,2,2,2,2,48,62,0.2,0.2,-,-,23.916117,91.887928
4185,TRIPURA,23.0,26.0,5.5,5.8,118,119,1.0,1.0,0.30,0.30,2,2,2,2,66,68,0.2,0.2,-,-,23.807434,91.437052
4208,TRIPURA,23.0,26.0,5.3,5.7,99,118,1.0,1.0,0.30,0.30,2,2,2,2,52,68,0.2,0.2,-,-,23.219321,91.609926
3436,TRIPURA,22.0,25.5,5.7,5.9,98,101,1.0,1.0,0.30,0.30,2,2,2,2,52,56,0.2,0.2,-,-,24.116053,92.320472
4648,TRIPURA,23.0,26.0,7.1,7.2,96,106,1.0,1.0,0.30,0.30,2,2,2,2,54,60,0.2,0.2,-,-,23.068333,91.644167
4211,TRIPURA,23.0,25.0,6.0,6.2,108,119,1.0,1.0,0.30,0.30,2,2,2,2,60,66,0.2,0.2,-,-,24.196892,91.832956
3433,TRIPURA,22.5,25.5,5.8,7.0,106,119,1.0,1.0,0.30,0.30,2,2,2,2,58,70,0.2,0.2,-,-,24.032025,92.25285
4217,TRIPURA,22.0,25.0,5.6,5.9,105,117,1.0,1.0,0.30,0.30,2,2,2,2,60,64,0.2,0.2,-,-,24.035989,92.201393
4203,TRIPURA,22.5,25.5,5.5,5.5,108,112,1.0,1.0,0.30,0.30,2,2,2,2,62,68,0.2,0.2,-,-,23.343775,91.755992
4214,TRIPURA,23.5,25.5,5.4,5.5,94,112,1.0,1.0,0.30,0.30,2,2,2,2,56,66,0.2,0.2,-,-,24.068263,91.607707
3431,TRIPURA,23.0,25.0,5.3,5.8,79,93,1.0,1.0,0.30,0.30,2,2,2,2,48,58,0.2,0.2,-,-,23.934214,91.816344
3434,TRIPURA,22.5,25.5,6.0,6.4,95,124,1.0,1.0,0.30,0.30,2,2,2,2,52,72,0.2,0.2,-,-,24.035444,92.294167
4647,TRIPURA,23.0,26.0,6.5,6.9,96,102,1.0,1.0,0.30,0.30,2,2,2,2,54,58,0.2,0.2,-,-,23.074444,91.645556
4641,TRIPURA,23.0,26.0,5.2,5.3,94,106,1.0,1.0,0.30,0.30,2,2,2,2,52,58,0.2,0.2,-,-,23.493611,91.329722
3424,TRIPURA,23.0,26.0,5.9,6.1,84,89,1.0,1.0,0.30,0.30,2,2,2,2,42,50,0.2,0.2,-,-,23.896997,91.407914
4189,TRIPURA,23.0,26.0,5.7,5.8,91,95,1.0,1.0,0.30,0.30,2,2,2,2,48,56,0.2,0.2,-,-,23.785443,91.318821
4218,TRIPURA,22.0,25.0,5.7,5.7,91,95,1.0,1.0,0.30,0.30,2,2,2,2,48,54,0.2,0.2,-,-,24.258498,92.144952
4653,TRIPURA,23.0,25.5,5.9,6.2,108,112,1.0,1.0,0.30,0.30,2,2,2,2,50,56,0.2,0.2,-,-,24.189444,92.1025
4637,TRIPURA,23.0,26.0,6.3,6.5,91,94,1.0,1.0,0.30,0.30,2,2,2,2,50,52,0.2,0.2,-,-,23.853889,91.280278
4639,TRIPURA,23.0,26.0,6.7,6.7,93,101,1.0,1.0,0.30,0.30,2,2,2,2,50,58,0.2,0.2,-,-,23.834225,91.367531
4207,TRIPURA,23.0,26.5,5.5,5.6,106,108,1.0,1.0,0.30,0.30,2,2,2,2,54,56,0.2,0.2,-,-,23.008585,91.723378
3427,TRIPURA,23.0,26.0,6.1,6.4,72,84,1.0,1.0,0.30,0.30,2,2,2,2,42,50,0.2,0.2,-,-,23.233878,91.545767
4201,TRIPURA,23.0,26.0,5.6,5.8,107,117,1.0,1.0,0.30,0.37,2,2,2,2,58,66,0.2,0.2,-,-,23.476501,91.265023
4191,TRIPURA,23.0,26.0,5.8,5.9,93,100,1.0,1.0,0.30,0.30,2,2,2,2,56,56,0.2,0.2,-,-,23.757284,91.269722
4213,TRIPURA,23.0,25.5,5.6,5.6,88,95,1.0,1.0,0.30,0.30,2,2,2,2,50,54,0.2,0.2,-,-,23.83959,91.6279
4652,TRIPURA,23.0,26.0,6.0,6.2,108,115,1.0,1.0,0.30,0.30,2,2,2,2,60,64,0.2,0.2,-,-,23.842778,91.636389
1406,TRIPURA,23.0,27.0,5.5,5.8,106,122,1.0,1.0,0.30,0.30,2,2,2,2,62,72,0.2,0.2,-,-,23.530289,91.480914
1405,TRIPURA,23.0,27.0,5.7,6.0,97,112,1.0,1.0,0.30,0.30,2,2,2,2,58,72,0.2,0.2,-,-,23.530117,91.479394
2470,UTTAR PRADESH,25.3,25.6,7.1,7.2,1920,1983,1.0,1.0,1.10,1.10,2,2,2,2,183,212,0.3,0.4,-,-,25.920075,80.809994
2469,UTTAR PRADESH,25.3,25.4,7.2,7.3,1193,1222,1.0,1.0,0.85,0.90,2,2,2,2,251,263,0.4,0.4,-,-,25.379194,81.877067
2468,UTTAR PRADESH,23.5,26.5,7.7,7.8,492,540,-,-,-,-,-,-,-,-,295,318,-,-,-,-,25.698625,82.237508
2467,UTTAR PRADESH,24.0,25.0,7.8,7.8,486,612,-,-,-,-,-,-,-,-,284,354,-,-,-,-,25.299478,82.954689
1756,UTTAR PRADESH,23.5,27.0,7.7,7.8,450,528,-,-,-,-,-,-,-,-,270,312,-,-,-,-,25.282197,82.435167
1758,UTTAR PRADESH,24.0,25.5,7.6,7.7,468,508,-,-,-,-,-,-,-,-,254,280,-,-,-,-,25.318,82.974161
1754,UTTAR PRADESH,21.0,22.0,7.1,7.5,710,710,1.0,1.0,0.30,0.31,2,2,2,2,295,420,0.2,0.2,-,-,28.640478,77.423614
1759,UTTAR PRADESH,25.2,25.4,7.1,7.2,1092,1188,1.0,1.0,0.89,0.90,2,2,2,2,236,241,0.4,0.4,-,-,25.539397,82.049394
1747,UTTAR PRADESH,17.0,18.0,7.9,8.4,891,977,-,-,-,-,2,2,2,2,488,682,0.9,1.5,-,-,26.771022,80.935244
2475,UTTAR PRADESH,18.0,18.0,7.9,8.1,811,1028,-,-,-,-,2,2,2,2,628,802,0.7,0.7,-,-,26.1338,81.1611
1760,UTTAR PRADESH,-,-,8.0,8.0,2600,2600,-,-,-,-,-,-,-,-,1306,1306,-,-,-,-,24.457019,82.993158
1753,UTTAR PRADESH,21.0,23.0,7.3,7.4,548,1150,1.0,1.0,0.30,0.30,2,2,2,2,320,755,0.2,0.2,-,-,28.688578,77.437194
1757,UTTAR PRADESH,-,-,7.3,7.3,694,694,-,-,-,-,-,-,346,346,345,345,-,-,-,-,25.145956,82.565683
1746,UTTAR PRADESH,16.0,19.0,8.0,8.0,751,801,-,-,-,-,2,2,2,2,488,528,0.6,0.7,-,-,26.264778,82.072736
2477,UTTAR PRADESH,23.0,23.0,7.5,7.5,948,948,-,-,-,-,-,-,-,-,568,568,-,-,-,-,26.777608,79.021508
2479,UTTAR PRADESH,23.0,25.0,7.4,7.5,420,470,1.0,1.0,0.30,0.30,2,2,31,34,250,280,0.2,0.3,-,-,28.821631,78.724478
2481,UTTAR PRADESH,21.5,21.5,7.4,7.6,460,465,-,-,-,-,-,-,-,-,302,395,-,-,-,-,29.472683,77.708508
1755,UTTAR PRADESH,21.0,22.0,7.2,7.2,1315,1445,1.0,1.0,0.30,0.30,2,2,2,2,752,920,0.2,0.2,-,-,28.637897,77.344133
1752,UTTAR PRADESH,21.0,24.0,7.0,7.2,2052,2120,1.0,1.2,0.30,0.40,2,2,2,2,924,1460,0.2,0.2,-,-,28.675322,77.344944
1751,UTTAR PRADESH,-,-,7.4,7.4,742,742,1.0,1.0,0.30,0.30,2,2,24,24,464,464,0.4,0.4,-,-,28.844842,78.239367
1761,UTTAR PRADESH,-,-,7.4,7.4,186,186,-,-,-,-,-,-,-,-,94,94,-,-,-,-,24.120605,82.694761
2474,UTTAR PRADESH,18.0,20.0,7.8,7.9,801,921,-,-,-,-,2,2,2,2,562,602,0.7,0.8,-,-,25.9,81.3
3452,UTTARAKHAND,18.0,18.0,7.9,7.9,420,420,1.0,1.0,2.60,2.60,2,2,2,2,260,260,0.2,0.2,0.001,0.001,29.948484,78.150386
3453,UTTARAKHAND,19.0,21.0,7.4,8.4,217,1064,1.0,1.0,0.30,3.60,2,2,2,2,138,674,0.2,0.4,0.001,0.001,29.937368,78.14126
3448,UTTARAKHAND,30.0,30.0,7.2,7.2,320,320,6.0,6.0,0.30,0.30,-,-,-,-,218,218,0.5,0.5,0.001,0.001,29.196486,79.076472
3449,UTTARAKHAND,25.0,30.0,7.2,7.7,294,370,2.1,2.2,0.60,0.60,-,-,-,-,188,256,0.5,0.5,0.001,0.001,29.207394,79.062656
3446,UTTARAKHAND,23.0,28.0,7.3,7.5,320,400,1.3,1.6,0.30,0.30,-,-,-,-,218,225,0.5,0.5,0.001,0.001,29.210422,78.961883
3447,UTTARAKHAND,21.0,28.0,7.2,7.4,354,370,1.5,2.2,0.60,0.60,-,-,-,-,215,256,0.5,0.5,0.001,0.001,29.204137,78.959428
3442,UTTARAKHAND,24.0,32.0,7.0,7.7,278,320,1.8,2.0,0.30,0.30,-,-,-,-,169,206,0.8,0.8,0.001,0.001,29.021039,79.489739
3443,UTTARAKHAND,24.0,32.0,7.4,7.6,280,293,2.2,2.2,0.30,0.30,-,-,-,-,191,196,0.8,0.8,0.001,0.001,29.021039,79.489739
3454,UTTARAKHAND,19.0,22.0,7.9,8.3,297,849,1.0,1.0,0.30,5.70,2,2,2,2,190,525,0.2,0.2,0.001,0.001,29.858692,77.893711
3455,UTTARAKHAND,20.0,20.0,7.5,7.5,286,286,1.0,1.0,0.30,0.30,-,-,-,-,183,183,0.2,0.2,0.001,0.001,29.851446,77.888706
3444,UTTARAKHAND,23.0,32.0,7.1,7.5,326,330,2.4,2.7,0.30,0.30,-,-,-,-,137,227,0.4,0.4,0.001,0.001,28.97385,79.533883
3445,UTTARAKHAND,23.0,32.0,7.0,7.3,276,360,1.8,2.0,0.30,0.30,-,-,-,-,184,235,0.6,0.6,0.001,0.001,28.97385,79.533883
3456,UTTARAKHAND,19.0,19.0,6.1,6.7,149,250,1.0,1.0,0.30,0.30,2,2,2,2,91,160,0.5,0.5,0.001,0.001,30.368728,77.853992
3457,UTTARAKHAND,19.0,20.0,6.0,7.3,196,283,1.0,1.0,0.30,0.30,2,2,2,2,130,183,0.4,0.4,0.001,0.001,30.37317,77.868565
3450,UTTARAKHAND,19.0,21.0,6.9,7.6,219,937,1.0,1.0,0.30,2.10,2,2,2,2,599,599,0.2,0.2,0.001,0.001,29.934503,78.073389
3451,UTTARAKHAND,20.0,20.0,7.5,7.6,374,695,1.0,1.0,0.30,3.80,2,2,2,2,239,430,0.2,0.2,0.001,0.001,29.934503,78.073389
3440,UTTARAKHAND,23.0,28.0,7.2,7.5,400,547,2.6,3.5,0.30,0.30,2,2,2,2,216,270,0.6,0.6,0.001,0.001,28.93,79.7
3441,UTTARAKHAND,23.0,28.0,7.1,7.2,410,529,3.2,3.8,0.30,0.30,2,2,2,2,208,272,0.7,0.7,0.001,0.001,28.928978,79.701556
