STATION CODE,WATER_BODY_TYPE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FecalStreptococci_Min,FecalStreptococci_Max,Latitude,Longitude
20020.0,STP,ODISHA,-,-,-,-,6.5,7.4,-,-,3.8,145,-,-,13,160000,49,160000,-,-,20.951944,85.24
20021.0,STP,PUNJAB,-,-,-,-,6.9,6.9,-,-,14,14,-,-,3300,3300,-,-,-,-,31.274476,75.591422
20022.0,STP,PUNJAB,-,-,-,-,6.8,7.7,-,-,12,148,-,-,93,280000,-,-,-,-,31.06944,75.7816
20023.0,STP,PUNJAB,-,-,-,-,6.7,7.9,-,-,16,185,-,-,2,540000,2,2,2,2,30.934096,75.79425
20024.0,STP,PUNJAB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.528404,75.612356
20025.0,STP,PUNJAB,-,-,-,-,7.1,7.7,-,-,17,28,-,-,540,2200,780,930,-,-,31.245564,75.761199
20026.0,STP,PUNJAB,-,-,-,-,7.1,11.9,-,-,6,25,-,-,2,1700,2,2,2,2,30.998154,75.79065
20027.0,STP,PUNJAB,-,-,-,-,7.1,7.6,-,-,18,28,-,-,630,840,700,840,-,-,31.366672,75.379655
20028.0,STP,PUNJAB,-,-,-,-,6.9,8.5,-,-,20,30,-,-,830,14000,940,1200,-,-,31.215153,75.190901
20032.0,STP,TAMIL NADU,25,31,0.3,0.3,7.4,9.6,-,-,2,10,-,-,2,110,40,680,20,20,13.035832,80.193265
20033.0,STP,TAMIL NADU,25,33,0.3,0.3,6.1,7.8,-,-,3,120,170,170,2,1300,18,3500,-,-,12.9566,80.23435
20034.0,STP,TAMIL NADU,25,32,0.3,0.3,6.2,8.1,-,-,4,20,-,-,2,93,61,460,-,-,13.138808,80.260799
20035.0,STP,TAMIL NADU,25,32,-,-,6.2,7.5,-,-,3,13,-,-,2,78,78,680,-,-,13.0642,80.200156
20038.0,STP,TAMIL NADU,23,36,0.3,6.3,5.6,8.4,604,1779,1,240,0.32,7.56,68,7000,210,11000,-,-,11.338655,77.74513
20041.0,STP,TAMIL NADU,25,33,0.3,4.1,5.3,9,1073,2180,10.2,1050,0.32,6.51,330,6300,790,12000,-,-,10.955411,78.055554
20042.0,STP,TAMIL NADU,20,34,0.3,4.7,6,8,963,1561,10,83,0.32,9.67,3,4900,24,9400,-,-,10.812621,79.608435
20043.0,STP,TAMIL NADU,29,35,0.3,0.3,7.3,8.2,1055,1576,14,28,0.54,18.66,110,4900,790,14000,-,-,10.822062,78.688706
20044.0,STP,TAMIL NADU,29,36,0.3,0.3,7,8,140,1662,14,28,0.32,21.5,81,4900,580,11000,-,-,10.786359,79.157779
20045.0,STP,TAMIL NADU,-,-,0.3,0.3,7.1,8.5,782,816,9,49,-,-,10,7000,20,21000,-,-,8.707446,77.742528
20046.0,STP,TAMIL NADU,27,29,0.3,4.5,6.5,7.2,242,242,6,90,1.23,5.48,14,49000,22,79000,-,-,9.871421,78.104005
20047.0,STP,TAMIL NADU,27,33,0.3,0.3,7.1,7.9,1050,1674,18,62,0.32,22,56,6300,330,14000,-,-,10.78627,79.15819
3055.0,STP,TELANGANA,28,30,3.2,4.9,6.6,8.6,1273,1720,6,28,-,-,2,17,2,1600,-,-,17.375853,78.529522
3056.0,STP,TELANGANA,28,31,2.7,5.2,7.3,9,1151,2662,7,29,-,-,2,21,2,1600,2,2,17.382383,78.414969
3057.0,STP,TELANGANA,27,31,3.6,4.9,7.1,8.5,858,1638,7,26,-,-,2,32,11,1600,-,-,17.38925,78.578039
3058.0,STP,TELANGANA,29,31,2.8,6.6,6.7,8.5,748,1403,4,19,-,-,2,13,32,920,-,-,17.416597,78.465164
3059.0,STP,TELANGANA,29,32,2.8,4.2,7.2,8.1,1308,2836,7,29,-,-,2,70,140,1600,-,-,17.46244,78.53509
3060.0,STP,TELANGANA,28,32,2.3,4.9,7,8.2,1091,1891,10,28,-,-,2,26,84,1600,-,-,17.431905,78.388593
3061.0,STP,TELANGANA,27,31,3.4,4.8,7.2,8.6,1006,1820,8,26,-,-,2,26,94,1600,-,-,17.404603,78.575576
3062.0,STP,TELANGANA,26,31,3.4,5.4,6.5,7.9,1185,1720,3,22,-,-,2,17,33,1600,-,-,17.353142,78.529911
20048.0,STP,UTTARAKHAND,11,24,4.8,10.6,6.6,7.9,81,503,1,10,0.32,0.4,10,3900,34,16000,2,540,30.116167,78.310696
20049.0,STP,UTTARAKHAND,13,25,5,10,6.6,8.1,174,609,1.2,9.6,0.32,0.4,15,35000,38,54000,2,540,30.053389,78.259472
20050.0,STP,UTTARAKHAND,15,33,3.4,10,6.4,8.4,151,1082,1.4,6,0.32,2.9,21,84,70,120,10,33,29.911639,78.138548
3042.0,WTP,DELHI,-,-,-,-,7,7.7,-,-,-,-,0.3,0.49,-,-,-,-,-,-,28.709748,77.246467
3043.0,WTP,DELHI,-,-,-,-,6.4,7.3,-,-,-,-,0.3,0.49,-,-,-,-,-,-,28.694234,77.226118
3044.0,WTP,DELHI,-,-,-,-,6.8,8,-,-,-,-,0.3,0.64,-,-,-,-,-,-,28.671142,77.049299
3045.0,WTP,DELHI,-,-,-,-,7,7.8,-,-,-,-,0.3,0.9,-,-,-,-,-,-,28.721325,77.140314
3046.0,WTP,DELHI,-,-,-,-,7,7.8,-,-,-,-,0.3,0.6,-,-,-,-,-,-,28.600367,77.061682
4861.0,WTP,HARYANA,4,35,7,7.3,7,7.3,850,1030,-,-,-,-,60,140,760,2400,-,-,28.463819,76.97367
3047.0,WTP,HARYANA,5,38,6.8,7.2,6.8,7.3,960,1260,-,-,-,-,90,240,2600,3600,-,-,28.461753,76.971806
3048.0,WTP,HARYANA,18,28,5.2,6.4,7.1,7.5,990,1040,1,1,-,-,2,2,2,2,2,2,28.372575,77.329008
3050.0,WTP,UTTAR PRADESH,17,23,9.8,10.6,7.2,7.6,110,183,1,1,0.3,0.32,2,2,2,2,2,2,28.643984,77.405794
2354.0,CANAL,ANDHRA PRADESH,24,26,2.5,6.5,7.17,8.08,209,550,2.6,4,0.32,2.68,7,43,120,460,-,-,17.042624,82.166873
3051.0,CANAL,ANDHRA PRADESH,24,24,2.2,6,7.14,7.72,1130,1825,4.2,9,2.69,6.91,3,972,440,4800,2,410,16.518542,80.77469
4356.0,CANAL,ANDHRA PRADESH,26,29,5.1,8.2,7.35,8.43,260,509,1.7,3.4,0.39,2.23,3,15,93,460,-,-,16.720398,81.108729
4370.0,CANAL,ANDHRA PRADESH,18,30,3.5,7.7,7.36,8.47,202,2990,2.1,4.2,0.32,3.82,7,21,120,460,-,-,16.752674,81.02373
4374.0,CANAL,ANDHRA PRADESH,18,32,3.8,7.9,7.23,8.32,193,1797,1.9,5.6,0.52,2.73,4,21,120,460,-,-,16.709955,81.547483
1479.0,CANAL,DELHI,-,-,-,-,7,7.8,-,-,-,-,0.3,0.9,-,-,-,-,-,-,28.72121,77.139675
2057.0,CANAL,DELHI,-,-,0.3,0.3,7.2,7.51,-,-,60,70,-,-,380000,7000000,-,-,-,-,28.546369,77.312597
2265.0,CANAL,GOA,27,30,4.4,8.9,5.94,7.51,42,440,1,1.9,0.32,0.51,220,1400,270,2100,94,220,15.182391,73.990575
2266.0,CANAL,GOA,27,30,6.2,9.5,5.75,7.59,49,1002,1,1.9,0.32,1.34,170,1700,220,2400,23,350,15.16806,74.010058
2268.0,CANAL,GOA,27,30,4.1,7.5,6.14,7.6,90,44720,1,2.3,0.32,2.57,230,2300,330,3300,22,490,15.502818,73.949118
2073.0,CANAL,GUJARAT,26,31,5.2,7.4,7.5,8.2,262,1600,1,2,0.4,0.74,2,4,6,21,-,-,23.134936,72.611525
2074.0,CANAL,GUJARAT,27,35,6.9,8.1,7.88,8.4,350,540,1,1.1,0.3,0.4,2,46,20,110,-,-,21.589419,72.975333
4421.0,CANAL,GUJARAT,23,29,7.1,8.3,7.13,8.46,305,528,1,1,0.32,1.17,2,4,11,27,-,-,22.803282,73.42819
1109.0,CANAL,HARYANA,-,-,6.9,6.9,7.06,7.06,307,307,4.2,4.2,0.3,0.3,-,-,100,100,-,-,30.104731,77.257543
1110.0,CANAL,HARYANA,-,-,6,8.6,6.71,8.46,265,386,3.8,4.6,0.3,0.3,100,4000,400,21200,-,-,29.840997,77.09702
1111.0,CANAL,HARYANA,-,-,7,8.1,7.17,7.83,261,2380,2.4,5.2,0.3,0.3,100,300,500,900,-,-,29.041915,76.142314
1112.0,CANAL,HARYANA,-,-,6.8,7.6,7.76,7.92,282,612,2.4,3.6,0.02,0.3,100,200,600,700,-,-,28.805764,77.046769
1114.0,CANAL,HARYANA,-,-,6.1,7.2,7.1,8.3,586,786,4.6,7,-,-,45,110,480,1200,-,-,29.340559,76.329749
1115.0,CANAL,HARYANA,-,-,7.2,7.2,7.77,7.77,281,281,3.2,3.2,0.3,0.3,200,200,800,800,-,-,29.173241,76.91024
1116.0,CANAL,HARYANA,-,-,7.2,8,7.27,7.9,256,302,1.2,4.2,0.3,0.3,300,6500,800,25300,-,-,29.358769,76.950469
1419.0,CANAL,HARYANA,16,32,4.7,5.5,7.2,7.9,850,1340,18,27,-,-,7000,9000,40000,64000,-,-,28.506624,77.314305
1886.0,CANAL,HARYANA,-,-,7.2,7.2,6.99,6.99,309,309,4.8,4.8,0.3,0.3,-,-,100,100,-,-,30.296244,77.562478
2056.0,CANAL,HARYANA,-,-,6.1,6.7,7.34,8.19,210,816,3.8,4.5,0.3,0.3,100,6900,800,9200,-,-,30.074141,77.216343
3034.0,CANAL,HARYANA,-,-,6.3,7.6,7.32,7.79,251,289,2.5,3.5,0.3,0.3,100,500,600,800,-,-,29.170539,76.909558
4858.0,CANAL,HARYANA,19,32,5.1,6.2,7.1,7.7,1510,1920,17,25,-,-,6700,9800,7000,92000,-,-,28.147824,77.180272
4859.0,CANAL,HARYANA,-,-,5.4,6.4,7.6,8.5,514,2260,5.7,31,-,-,580,86000,4200,150000,-,-,29.432845,74.904711
3461.0,CANAL,KERALA,26,30,4,7,6.6,7.6,112,43880,1,3.7,0.3,0.6,630,3800,920,5400,10,230,11.335961,75.761858
3467.0,CANAL,KERALA,25,29,0.8,6.6,6.6,9.3,175,14000,1.3,3.6,0.3,3.63,2300,112000,4600,140000,150,6300,10.07305,76.286714
3469.0,CANAL,KERALA,26,30,3.5,6.3,6.3,8.8,72,175,1.3,3.8,0.3,0.64,1700,400000,5400,430000,150,4000,10.1108,76.476031
2836.0,CANAL,MANIPUR,15,27,7,7.4,7.2,7.5,130,225,2.5,3.4,-,-,20,45,50,75,-,-,24.245,93.54079
2428.0,CANAL,ODISHA,27,30,7.6,8.5,7.5,8.2,154,201,1.1,1.4,0.32,0.62,230,1300,2200,3500,-,-,20.474944,85.901762
2429.0,CANAL,ODISHA,26,29,7.2,7.9,7.2,8.1,150,189,1.1,1.7,0.45,0.72,4600,160000,17000,160000,-,-,20.454888,85.924125
2430.0,CANAL,ODISHA,23,32,2.2,10,6.9,8.5,166,447,1.2,3.7,0.32,1.44,220,24000,1400,54000,-,-,20.315874,86.084897
3950.0,CANAL,ODISHA,27,30,7.4,8.3,7.4,8.2,150,193,1.1,1.8,0.35,0.62,2700,13000,4000,92000,-,-,20.315758,86.085088
3951.0,CANAL,ODISHA,27,31,7.4,7.9,7.3,8.1,148,194,1.1,1.5,0.32,0.72,330,17000,330,54000,-,-,20.459583,85.891508
3952.0,CANAL,ODISHA,26,29,7,7.8,7.1,8,155,196,1.1,1.6,0.32,0.72,78,7900,210,35000,-,-,20.424356,85.963655
3958.0,CANAL,ODISHA,22,29,6.3,10.9,7.1,8.5,165,250,1.1,2.3,0.32,0.62,220,13000,490,28000,-,-,20.310958,85.891764
3959.0,CANAL,ODISHA,22,30,6.1,10.3,6.6,7.6,161,244,1.1,2.8,0.32,0.72,130,7000,1300,22000,-,-,20.350009,85.880072
3960.0,CANAL,ODISHA,23,33,5.4,7.1,7.2,8.5,162,238,1.1,2.4,0.32,0.38,330,2400,1100,7900,-,-,19.887419,85.813792
2932.0,CANAL,RAJASTHAN,20,27,4.5,6.6,7.66,9.1,224,660,1.4,2,1.6,2.12,5,26,16,31,2,38,24.762569,71.73495
2933.0,CANAL,RAJASTHAN,12,35,4.6,6,7.5,8.6,254,550,1.2,1.8,0.89,2.76,46,79,110,170,21,27,30.180856,73.973639
2934.0,CANAL,RAJASTHAN,13,35,4.8,6,7.43,8.66,301,488,1.2,1.8,0.96,3.98,34,94,120,150,11,22,29.60093,74.321796
4773.0,CANAL,RAJASTHAN,13,35,4.9,6.2,7.38,7.9,293,513,1,1.9,1.76,2.8,43,84,120,170,20,27,29.326824,74.382265
30022.0,CANAL,RAJASTHAN,17,28,6.4,10.6,7,8,328,353,1,8,0.96,1.6,200,21000,2600,280000,33,79,29.557293,74.566983
10049.0,CANAL,TAMIL NADU,28,32,0.3,0.3,6.76,7.36,897,1791,8,63,0.32,6.45,40,230,260,1300,-,-,13.126266,80.256935
10054.0,CANAL,TAMIL NADU,25,32,0.3,0.3,6.59,7.59,797,1658,10,75,0.32,1.52,45,250,220,1400,-,-,13.050823,80.278958
1729.0,CANAL,TRIPURA,18,33,1.1,1.6,5.55,6.71,303,476,48,88,19.4,43.1,920,2500,3800,6800,-,-,23.844592,91.276394
3387.0,CANAL,TRIPURA,19,30,5.2,6.8,6.97,7.89,128,184,1.1,1.9,0.9,2.2,21,58,94,210,-,-,23.902792,91.394906
3388.0,CANAL,TRIPURA,20,31,5.2,6.2,7.05,7.57,141,194,1.2,2.1,0.8,2.2,27,63,130,280,-,-,23.510969,91.437092
3389.0,CANAL,TRIPURA,19,30,5.4,6.6,7.01,7.48,138,194,1.1,1.9,0.8,1.8,17,47,79,240,-,-,23.849131,91.924411
3390.0,CANAL,TRIPURA,19,30,5.2,6.2,6.9,7.69,129,188,1.1,1.9,0.8,1.9,22,58,84,240,-,-,23.834333,91.942208
4198.0,CANAL,TRIPURA,19,32,5.2,6.3,7.05,7.89,138,199,1.3,2.4,1,2.8,34,63,130,350,-,-,24.392541,92.157995
4199.0,CANAL,TRIPURA,20,32,1.8,4.6,6.54,6.99,174,271,6.6,16,2.6,6.9,58,94,120,430,-,-,24.340189,92.122992
2512.0,CANAL,WEST BENGAL,18,35,0.3,0.3,7.3,8.23,791,2713,15.3,67,0.3,0.3,230000,5400000,790000,9200000,130000,920000,22.694406,88.44775
2513.0,CANAL,WEST BENGAL,23,33,0.3,0.9,7.14,7.65,743,998,41.2,140,0.3,0.7,7900000,54000000,13000000,92000000,490000,9200000,22.518705,88.323864
,,,,,,,,,,,,,,,,,,,,,,
