STATION CODE,WATER_BODY_TYPE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max
1318,CREEK,MAHARASHTRA,25,29,3.5,5.7,7.3,8.2,15170,57450,10,17,BDL,2.6,34,540,240,1600
2165,SEA,MAHARASHTRA,25,28,3.6,5.9,6.8,8,29000,63950,10,18,BDL,1.8,130,920,430,1600
2166,SEA,MAHARASHTRA,25,29,3.4,5.6,7.1,7.9,15130,62810,9.4,17,BDL,1.8,46,540,280,1600
2167,SEA,MAHARASHTRA,25,29,3.4,5.2,7,8,29320,63100,9.4,17,BDL,1.9,110,540,350,1600
2169,BEACH,MAHARASHTRA,24,28,3.3,6.7,7.4,8.1,33310,63400,5.2,18,BDL,1.7,79,920,350,1600
2184,CREEK,MAHARASHTRA,23,30,3.2,7.5,6.8,7.8,1229,48500,4.8,15,0.86,6.8,11,240,46,920
2185,CREEK,MAHARASHTRA,25,30,3.6,7,6.9,8.1,72,52030,3,16,BDL,6.9,17,220,84,920
2791,CREEK,MAHARASHTRA,20,29,2.7,6.9,6.9,7.5,202,13070,3.4,28,BDL,5.6,13,170,46,540
2792,CREEK,MAHARASHTRA,25,30,3.7,7.3,7,7.5,297,32130,3.6,15,BDL,7.6,4.5,170,27,540
2793,CREEK,MAHARASHTRA,25,30,3.6,7.2,7,7.5,288,32130,3.6,14,BDL,7.5,6.8,170,33,920
2794,CREEK,MAHARASHTRA,25,30,3.4,7.3,7.2,7.6,406,32530,3.6,15,BDL,6.1,4.5,240,49,920
2795,CREEK,MAHARASHTRA,25,30,2.5,7.3,7.2,7.7,302,37920,3.6,16,BDL,7.3,4.5,170,22,920
2796,CREEK,MAHARASHTRA,21,38,3.5,7.2,7.3,7.8,262,55360,3.6,14,BDL,4,2,280,23,920
2797,CREEK,MAHARASHTRA,21,38,3.4,5.3,7.4,7.8,5682,55430,6.8,14,BDL,4.4,23,350,210,1600
2798,CREEK,MAHARASHTRA,25,27,3.3,5.7,7.5,8.3,34030,67050,8.4,16,BDL,2.3,40,540,170,920
2799,CREEK,MAHARASHTRA,25,27,3.4,5.8,7.4,8.4,33400,65930,7.4,15,BDL,3.8,33,350,210,920
2800,CREEK,MAHARASHTRA,25,27,3.7,7,7.4,8.4,202,44210,3,13,BDL,2.8,4.5,240,17,920
2801,CREEK,MAHARASHTRA,25,26,3.6,6.5,6.8,8.1,4892,72200,4.8,18,BDL,1.9,13,540,140,920
2802,CREEK,MAHARASHTRA,25,26,3.3,5.8,7,8.1,9854,72080,7,15,BDL,2,22,540,94,1600
2803,CREEK,MAHARASHTRA,27,30,4.6,7.4,6.5,7.9,72,23760,3.4,8,BDL,9.2,4.5,140,27,540
2804,CREEK,MAHARASHTRA,25,38,5.8,7.2,6.6,7.6,82,10060,1.6,2.2,BDL,4.6,4,15,13,70
2805,MARINE,MAHARASHTRA,21,38,3.4,5.1,7.5,8.4,8456,68630,7,17,BDL,2.2,23,540,280,1600
2806,MARINE,MAHARASHTRA,21,38,3.5,5.2,7.7,8.4,8448,68750,7,16,0.32,1.9,31,540,280,920
2807,MARINE,MAHARASHTRA,25,27,3.4,4.8,7.4,8.4,33920,66230,10,17,BDL,2.9,23,350,220,1600
2808,MARINE,MAHARASHTRA,25,28,3.6,5,7.1,8.1,29030,63610,9,18,BDL,1.9,130,920,430,1600
2809,MARINE,MAHARASHTRA,25,29,3.4,5.1,7.2,7.9,29310,63460,9,17,BDL,2.1,94,540,430,950
2810,MARINE,MAHARASHTRA,25,29,3.2,5.2,7.2,8,14770,63110,9,17,BDL,1.9,33,540,240,1600
2811,MARINE,MAHARASHTRA,25,29,3.5,5.1,7.1,8.1,14950,57460,10,16,BDL,2.1,46,920,280,1600
2812,BEACH,MAHARASHTRA,24,28,3.6,7.4,7.2,8.1,470,63520,4.8,40,BDL,1.8,22,540,94,1600
2813,MARINE,MAHARASHTRA,23,35,5,6.9,7.1,8.3,37650,64040,2.2,3.4,BDL,2.6,13,48,63,170
2814,MARINE,MAHARASHTRA,23,35,1,7,7.2,8.3,38020,63840,2.2,12.5,BDL,2.5,14,350,84,920
2815,MARINE,MAHARASHTRA,23,35,5.5,7.1,6.9,8.3,1481,61550,2,3.8,BDL,2.9,13,39,70,240
2439,CREEK,ODISHA,24,31,5.3,7.7,7.7,8.4,41560,48060,BDL,1.6,0.3,3.6,BDL,45,BDL,230
2440,CREEK,ODISHA,23.7,33,6.2,7.4,6.9,8.2,38080,44990,BDL,1.9,0.3,2.5,BDL,790,BDL,1700
2441,CREEK,ODISHA,13,30,6,8.8,7.4,8.4,39210,48060,1.2,2.2,0.3,1.8,BDL,45,BDL,130
3961,CREEK,ODISHA,23,33,3,6.4,6.5,8,175,21650,1.7,4.8,0.3,11.9,BDL,2200,BDL,3500
4975,MARINE,ODISHA,28.3,28.3,5.6,6.6,8.1,8.5,-,-,BDL,BDL,-,-,2,4.5,-,-
4976,MARINE,ODISHA,24,24,5.8,5.8,8,8,-,-,BDL,BDL,-,-,4.5,4.5,-,-
4977,MARINE,ODISHA,24.1,24.1,6.2,6.2,7.9,7.9,-,-,BDL,BDL,-,-,BDL,BDL,-,-
4978,MARINE,ODISHA,23,23,4.7,4.7,8,8,-,-,BDL,BDL,-,-,BDL,BDL,-,-
4979,MARINE,ODISHA,24,24,5.7,5.7,8,8,-,-,BDL,BDL,-,-,4.5,4.5,-,-
4980,MARINE,ODISHA,24,24,5.5,5.5,8,8,-,-,BDL,BDL,-,-,BDL,BDL,-,-
4981,MARINE,ODISHA,24,24,6.8,6.8,8.2,8.2,-,-,BDL,BDL,-,-,BDL,BDL,-,-
4982,MARINE,ODISHA,23,23,4,4,8.2,8.2,-,-,BDL,BDL,-,-,2,2,-,-
4983,MARINE,ODISHA,22.8,22.8,5.5,5.5,8.1,8.1,-,-,BDL,BDL,-,-,BDL,BDL,-,-
4984,MARINE,ODISHA,23,23,8,8,8,8,-,-,BDL,BDL,-,-,BDL,BDL,-,-
4985,MARINE,ODISHA,23,23,4.6,4.6,8.4,8.4,-,-,BDL,BDL,-,-,BDL,BDL,-,-
4986,MARINE,ODISHA,23.8,23.8,6.5,6.5,7.9,7.9,-,-,BDL,BDL,-,-,6.8,6.8,-,-
4987,MARINE,ODISHA,23.6,23.6,4.9,4.9,7.8,7.8,-,-,BDL,BDL,-,-,6.8,6.8,-,-
4988,MARINE,ODISHA,24,24,5,5,8.3,8.3,-,-,BDL,BDL,-,-,49,49,-,-
4989,MARINE,ODISHA,23.5,23.5,6.1,6.1,8.4,8.4,-,-,BDL,BDL,-,-,7.8,7.8,-,-
4995,MARINE,ODISHA,28.8,28.8,7,7,7.7,7.7,-,-,BDL,BDL,-,-,170,170,-,-
4996,MARINE,ODISHA,28.1,28.1,6.6,6.6,7.8,7.8,-,-,BDL,BDL,-,-,4.5,4.5,-,-
4997,MARINE,ODISHA,28.4,28.4,6.7,6.7,8,8,-,-,BDL,BDL,-,-,4.5,4.5,-,-
4998,MARINE,ODISHA,28.4,28.4,6.2,6.2,7.9,7.9,-,-,BDL,BDL,-,-,17,17,-,-
4999,MARINE,ODISHA,27.8,27.8,6.1,6.1,7.8,7.8,-,-,BDL,BDL,-,-,280,280,-,-
5000,MARINE,ODISHA,28.4,28.4,6.2,6.2,7.8,7.8,-,-,BDL,BDL,-,-,220,220,-,-
5001,MARINE,ODISHA,28.5,28.5,6.1,6.1,7.8,7.8,-,-,BDL,BDL,-,-,11,11,-,-
5002,MARINE,ODISHA,28.6,28.6,6.2,6.2,7.8,7.8,-,-,1.5,1.5,-,-,2,2,-,-
5003,MARINE,ODISHA,28.4,28.4,7,7,7.9,7.9,-,-,BDL,BDL,-,-,220,220,-,-
5004,MARINE,ODISHA,28.5,28.5,6.2,6.2,8,8,-,-,BDL,BDL,-,-,4.5,4.5,-,-
5005,MARINE,ODISHA,28.5,28.5,6.8,6.8,8,8,-,-,BDL,BDL,-,-,4.5,4.5,-,-
5006,MARINE,ODISHA,27.7,27.7,6.4,6.4,7.8,7.8,-,-,BDL,BDL,-,-,4.5,4.5,-,-
5007,MARINE,ODISHA,28.4,28.4,6.5,6.5,7.8,7.8,-,-,1.2,1.2,-,-,2,2,-,-
5008,MARINE,ODISHA,28.2,28.2,6.7,6.7,7.8,7.8,-,-,BDL,BDL,-,-,4.5,4.5,-,-
5009,MARINE,ODISHA,27,30.3,5.7,6,7.7,7.8,-,-,BDL,BDL,-,-,BDL,2,-,-
5010,MARINE,ODISHA,27.3,30.3,BDL,7.5,7.2,8,-,-,1.1,1.1,-,-,BDL,BDL,-,-
5011,MARINE,ODISHA,27.2,30.1,5.7,7.9,7.9,8.1,-,-,BDL,BDL,-,-,BDL,BDL,-,-
5012,MARINE,ODISHA,27.5,30,6.7,7,7.9,8.8,-,-,BDL,BDL,-,-,BDL,14,-,-
5013,MARINE,ODISHA,27,29.8,5.4,5.9,7.9,8.2,-,-,BDL,BDL,-,-,BDL,13,-,-
5014,MARINE,ODISHA,27.6,30.1,6.1,6.2,7.7,8,-,-,BDL,BDL,-,-,BDL,2,-,-
5064,CREEK,TAMIL NADU,28,30,5,6.5,7,8.2,-,-,11,11,-,-,BDL,2400,-,-
5065,SEA WATER,TAMIL NADU,28,29,4.9,6.2,7.5,8.4,-,-,3,5,-,-,BDL,2400,-,-
5066,SEA WATER,TAMIL NADU,26,30,BDL,6.6,6.8,8.2,-,-,2,15,-,-,BDL,BDL,-,-
5067,SEA WATER,TAMIL NADU,25,30,4.5,6.6,7.1,8.3,-,-,2,2,-,-,BDL,45,-,-
5068,SEA WATER,TAMIL NADU,-,-,5,6.6,7.5,8.7,-,-,-,-,-,-,BDL,78,-,-
5069,SEA WATER,TAMIL NADU,-,-,4.8,6.5,7.6,8.3,-,-,-,-,-,-,BDL,170,45,45
5070,SEA WATER,TAMIL NADU,-,-,5,7,7.9,8.4,-,-,-,-,-,-,BDL,140,110,110
5071,SEA WATER,TAMIL NADU,-,-,5,6.5,7.6,8.3,-,-,-,-,-,-,BDL,BDL,-,-
5072,SEA WATER,TAMIL NADU,28,28,5.7,6,7.3,8.5,-,-,-,-,-,-,-,-,-,-
5073,SEA WATER,TAMIL NADU,27,28,5.6,6,7.9,8.5,-,-,-,-,-,-,-,-,-,-
5074,SEA WATER,TAMIL NADU,24,30,5.7,6,8.3,9,-,-,-,-,-,-,BDL,11,-,-
5075,SEA WATER,TAMIL NADU,23,26,5.7,6,8.2,8.2,-,-,-,-,-,-,BDL,12,-,-
5076,SEA WATER,TAMIL NADU,27,28,5.6,6,7.7,8.5,-,-,3,3,-,-,BDL,BDL,-,-
5077,BEACH,TAMIL NADU,30,30,5.6,6,8.4,8.5,-,-,2,2,-,-,-,-,-,-
5078,SEA WATER,TAMIL NADU,22,29,5.6,6,8.3,8.5,-,-,10,22,-,-,BDL,14,-,-
5079,BEACH,TAMIL NADU,26,30,5.8,6,6.6,8.5,-,-,3,18,-,-,6,8.3,-,-
5080,SEA WATER,TAMIL NADU,26,30,5.6,6,8.3,8.5,-,-,10,22,-,-,BDL,6.8,-,-
5081,SEA WATER,TAMIL NADU,-,-,5.8,5.9,8.5,8.5,-,-,20,22,-,-,9.3,31,-,-
5082,SEA WATER,TAMIL NADU,-,-,4.8,7.5,6.9,7.5,-,-,3,11,-,-,6.1,11,12,24
5083,SEA WATER,TAMIL NADU,27,27,4.7,7.7,6.4,7.5,-,-,3,8,-,-,3.6,72,9.2,17
5084,SEA WATER,TAMIL NADU,28,28,4.5,7.5,6.3,7.6,-,-,3,9,-,-,BDL,11,14,21
5085,SEA WATER,TAMIL NADU,27,29,4.9,7.9,7.1,7.6,-,-,2,12,-,-,BDL,6.8,13,14
5086,SEA WATER,TAMIL NADU,-,-,2.3,6.5,6.4,7.7,-,-,2,2,-,-,26,41,-,-
5087,SEA WATER,TAMIL NADU,#VALUE!,-,5.1,6.5,6.7,7.7,-,-,2,2,-,-,26,48,-,-
5088,SEA WATER,TAMIL NADU,-,-,5,7.4,7.3,8.1,-,-,3,13.5,-,-,94,220,-,-
5089,SEA WATER,TAMIL NADU,-,-,6.4,8.2,7.6,8.3,-,-,2,13,-,-,17,64,-,-
5090,SEA WATER,TAMIL NADU,-,-,5.3,7.3,7.5,8.2,-,-,2,13.2,-,-,17,140,-,-
5091,SEA WATER,TAMIL NADU,-,-,5,7.7,6.8,8,-,-,2.3,9.2,-,-,31,110,-,-
5092,SEA WATER,TAMIL NADU,-,-,5.1,7.4,7.1,7.9,-,-,2.2,9.9,-,-,25,72,-,-
5093,SEA WATER,TAMIL NADU,-,-,5.2,7.8,7.2,8.1,-,-,3,3,-,-,BDL,112,-,-
5094,SEA WATER,TAMIL NADU,-,-,5,7.7,7.5,8.2,-,-,2,8,-,-,2.2,63,-,-
5095,SEA WATER,TAMIL NADU,-,-,5.1,7.5,7.5,8.5,-,-,2,8.9,-,-,17,84,-,-
5096,SEA WATER,TAMIL NADU,-,-,5,7.6,6.6,8.3,-,-,3,8.3,-,-,48,224,-,-
5097,SEA WATER,TAMIL NADU,-,-,5,7.4,7.1,8.3,-,-,2,9,-,-,58,94,-,-
5028,MARINE,WEST BENGAL,27,31,6.3,7.3,7.6,7.8,13750,27540,1.3,2.6,0.32,0.39,3000,4600,7000,14690
4369,DRAIN,ANDHRA PRADESH,22,29,5,8,254,645,7.3,7.9,1,2.5,0.5,2.7,3,9,64,120
4373,DRAIN,ANDHRA PRADESH,24,30,0.3,6.2,612,3850,7,7.7,1.9,12.2,1,3.1,11,21,150,240
3052,DRAIN,ANDHRA PRADESH,24,27,5.1,5.9,1458,2100,6.9,7.9,4.4,10.8,2.8,4.6,3,3,1100,1100
3067,DRAIN,ANDHRA PRADESH,24,31,6,7.6,156,346,6.7,7.8,1.6,2.4,0.5,2.7,9,15,150,210
3053,DRAIN,ANDHRA PRADESH,25,30,1.5,5,785,21420,6.6,7.7,3.5,8.4,1.3,3.7,15,28,210,1100
2047,DRAIN,CHANDIGARH,16,32,0.3,9.1,460,669,6.9,7.8,2.1,185,0.5,2.2,2700,6900000,17200,76000000
2048,DRAIN,CHANDIGARH,16,33,0.3,0.3,828,1099,7.5,8,36,421,0.7,9.3,1100000,10900000,4500000,76000000
2049,DRAIN,CHANDIGARH,16,32,0.1,2.6,495,1074,7.2,7.8,76,255,0.6,13.4,2200000,27000000,7000000,220000000
5268,DRAIN,DELHI,-,-,-,-,-,-,7.2,7.7,42,73,-,-,-,-,-,-
1505,DRAIN,DELHI,-,-,-,-,-,-,7,7.8,26,93,-,-,-,-,-,-
1502,DRAIN,DELHI,-,-,-,-,-,-,6.9,7.6,20,66,-,-,-,-,-,-
5274,DRAIN,DELHI,-,-,-,-,-,-,7.5,7.5,66,66,-,-,-,-,-,-
5267,DRAIN,DELHI,-,-,-,-,-,-,7,7.6,32,77,-,-,-,-,-,-
5263,DRAIN,DELHI,-,-,-,-,-,-,7.3,7.4,24,70,-,-,-,-,-,-
5269,DRAIN,DELHI,-,-,-,-,-,-,7.4,8,37,82,-,-,-,-,-,-
5266,DRAIN,DELHI,-,-,-,-,-,-,7.1,7.3,43,123,-,-,-,-,-,-
5261,DRAIN,DELHI,-,-,-,-,-,-,6.4,7.5,30,44,-,-,-,-,-,-
5259,DRAIN,DELHI,-,-,-,-,-,-,6.8,7.5,40,50,-,-,-,-,-,-
1857,DRAIN,DELHI,-,-,-,-,-,-,7.1,7.8,34,74,-,-,-,-,-,-
5262,DRAIN,DELHI,-,-,-,-,-,-,7.4,7.4,24,24,-,-,-,-,-,-
5275,DRAIN,DELHI,-,-,-,-,-,-,7,7.7,63,120,-,-,-,-,-,-
5271,DRAIN,DELHI,-,-,0.3,0.3,-,-,7.2,7.6,44,56,-,-,390000,390000,-,-
5273,DRAIN,DELHI,-,-,-,-,-,-,7.1,8.2,30,48,-,-,-,-,-,-
1503,DRAIN,DELHI,-,-,-,-,-,-,7.2,7.5,50,100,-,-,-,-,-,-
1858,DRAIN,DELHI,-,-,-,-,-,-,7.4,8,27,70,-,-,-,-,-,-
1504,DRAIN,DELHI,-,-,-,-,-,-,7.1,7.3,58,153,-,-,-,-,-,-
1506,DRAIN,DELHI,-,-,-,-,-,-,7.3,7.7,60,173,,,,,,
5265,DRAIN,DELHI,-,-,-,-,-,-,6.8,7.4,27,86,-,-,-,-,-,-
5276,DRAIN,DELHI,-,-,-,-,-,-,7.3,7.7,42,88,-,-,-,-,-,-
5260,DRAIN,DELHI,-,-,-,-,-,-,6.9,7.5,26,160,-,-,-,-,-,-
5264,DRAIN,DELHI,-,-,-,-,-,-,7.1,7.5,40,60,-,-,-,-,-,-
5270,DRAIN,DELHI,-,-,-,-,-,-,7.2,7.9,43,97,-,-,-,-,-,-
4860,DRAIN,HARYANA,-,-,5.2,6.1,1720,1870,7.2,7.9,21,28,-,-,77000,150000,120000,220000
3868,DRAIN,HIMACHAL PRADESH,3,14,7.6,9.9,48,94,7,8.2,1,1,0.3,0.9,22,94,130,430
3881,DRAIN,HIMACHAL PRADESH,15,33,2.5,4,777,5200,7,8.3,2.2,90,-,-,17,920,58,1600
3879,DRAIN,HIMACHAL PRADESH,13,34,1,3,787,6180,7.1,8.3,1.6,110,-,-,17,920,70,1600
4463,DRAIN,HIMACHAL PRADESH,8,19,7,9,729,11570,7.6,8.8,1,1,0.4,2.1,2,280,540,1600
4481,DRAIN,HIMACHAL PRADESH,11,29,7.1,8.8,255,326,7.6,8.1,1,1,0.3,0.5,2,2,17,26
4466,DRAIN,HIMACHAL PRADESH,4,14,8.7,9.4,126,164,7.4,8,1,1,0.3,1,2,2,17,34
4454,DRAIN,HIMACHAL PRADESH,4,14,8.7,9.4,104,167,6.9,7.9,1,1,0.3,1.2,2,2,17,24
4477,DRAIN,HIMACHAL PRADESH,7,15,7.8,9.3,110,280,7.5,8,1,1,0.3,1.9,31,94,120,430
4455,DRAIN,HIMACHAL PRADESH,4,16,8.7,9.3,208,377,7.4,8,1,1,0.3,0.5,2,2,21,27
4430,DRAIN,HIMACHAL PRADESH,12,17,6.4,7,2738,7101,7.4,8.1,2.8,40,0.8,10.9,7,1600,1600,1600
4482,DRAIN,HIMACHAL PRADESH,12,28,7.2,8.8,257,319,7.7,8.1,1,1,0.3,0.3,2,2,14,25
4475,DRAIN,HIMACHAL PRADESH,8,15,9.3,9.7,1145,2590,7.5,8.2,1,1,0.3,1,7,1600,33,1600
4476,DRAIN,HIMACHAL PRADESH,4,12,8,9.7,34,71,6.9,8.3,1,1,0.3,0.7,22,70,63,280
4474,DRAIN,HIMACHAL PRADESH,8,15,9.3,9.8,120,2690,7.5,8.4,1,1,0.3,1,2,920,33,1600
3863,DRAIN,HIMACHAL PRADESH,17,27,5.9,6.4,324,652,7.1,8.1,1.1,5,0.3,1.3,17,170,170,920
4425,DRAIN,HIMACHAL PRADESH,10,15,7.9,8.9,150,2236,6.5,8.2,1,1,0.3,1.1,2,1600,2,1600
3865,DRAIN,HIMACHAL PRADESH,23,25,7.2,8.4,217,603,7.1,8.1,1,2.2,0.3,0.7,22,39,70,280
4035,DRAIN,HIMACHAL PRADESH,3,15,8.6,9.1,209,244,7.5,8,1,1,0.3,0.7,2,2,31,47
4034,DRAIN,HIMACHAL PRADESH,3,15,8.6,9.1,194,236,7.3,8,1,1,0.3,0.5,2,2,25,33
4462,DRAIN,HIMACHAL PRADESH,9,19,7,8.9,1701,6109,7.7,8.8,1,1,0.3,3.4,2,350,350,1600
3861,DRAIN,HIMACHAL PRADESH,15,26,7.1,8.2,315,626,7.3,7.9,1,3.8,0.3,0.8,22,70,94,280
3867,DRAIN,HIMACHAL PRADESH,6,18,7.8,9.6,110,183,7.4,8,1,1,0.3,1.1,27,84,150,430
4480,DRAIN,HIMACHAL PRADESH,9,21,7.2,9.2,205,664,7.5,8.5,1,7.4,-,-,2,27,33,130
3875,DRAIN,HIMACHAL PRADESH,9,21,7.2,8.7,195,701,7.5,8.5,1,2.2,-,-,2,25,26,84
4029,DRAIN,HIMACHAL PRADESH,15,25,6.1,7.8,302,726,7,8.1,1,2.8,0.4,2.5,22,70,94,350
4082,DRAIN,JAMMU & KASHMIR,15,29,5.3,6.5,182,348,7.6,8.2,1.5,2.2,0.1,0.1,-,-,-,-
2763,DRAIN,KARNATAKA,17,21,6.1,7.3,380,1020,7.4,8.9,1,4,0.5,5.5,540,920,920,1600
2785,DRAIN,MAHARASHTRA,25,27,0.3,0.3,6434,36960,5.5,8.1,110,1400,0.3,31.1,110,240,350,920
2178,DRAIN,MAHARASHTRA,17,25,1.9,5.2,496,1591,6.9,8,4.2,16,0.3,3.3,15,27,170,350
2783,DRAIN,MAHARASHTRA,25,30,0.3,6.9,546,6386,6.9,7.6,3.4,60,0.3,3.2,7,920,63,1600
2789,DRAIN,MAHARASHTRA,12,36,4.6,5.9,500,9777,7.6,8.8,5.2,13.5,1.8,4.7,15,40,140,1600
2790,DRAIN,MAHARASHTRA,23,32,5.1,7,179,562,5.5,7.8,1.8,2.4,0.3,2.8,4,6,14,38
2782,DRAIN,MAHARASHTRA,25,36,0.3,2.2,502,1098,6.8,7.4,55,170,0.3,3.7,7,920,49,1600
2784,DRAIN,MAHARASHTRA,25,30,0.3,2.4,556,2682,6.9,7.4,24,110,0.3,3.2,17,1600,84,1600
3930,DRAIN,ODISHA,21,26,5.6,9.2,164,966,6.5,7.7,1,1.9,0.3,6.4,20,1400,330,3500
3934,DRAIN,ODISHA,21,24,6.7,8.1,138,549,7.1,7.9,1,2.1,0.3,28.3,45,2100,170,4300
3923,DRAIN,ODISHA,17,30,2.1,4.3,312,495,6.9,8.5,5.2,9.3,0.4,8.1,11000,160000,35000,160000
3939,DRAIN,ODISHA,21,31,5.8,7.3,78,186,6.6,7.8,1,1.9,0.5,1.5,220,2400,790,4700
2906,DRAIN,PUNJAB,10,34,0.3,0.3,3508,5397,7,7.9,104,209,3.2,6.2,22000,210000,350000,460000
2907,DRAIN,PUNJAB,15,29,0.3,0.3,1108,1640,7.1,8,72,196,1.5,5.2,110000,330000,250000,940000
2914,DRAIN,PUNJAB,18,30,0.3,0.3,1280,2351,6.3,7.5,105,175,3.1,5.7,1100000,11000000,2100000,17000000
4158,DRAIN,PUNJAB,10,36,1,2.1,693,1365,7.2,8,15,49,1,2.7,4500,8100,32000,84000
10051,DRAIN,TAMIL NADU,26,32,0.3,0.3,892,2780,6.8,7.6,10,57,0.3,1.8,78,490,490,1700
10056,DRAIN,TAMIL NADU,25,30,0.3,3.9,734,1725,6.7,7.4,5,70,0.3,1.3,2,490,78,1700
10048,DRAIN,TAMIL NADU,28,32,0.3,3,923,2630,6.7,7.6,6,68,0.3,1.2,20,460,130,1700
10047,DRAIN,TAMIL NADU,28,32,0.3,2.2,845,4140,6.8,7.4,9,110,0.3,0.9,45,1100,230,2800
3054,DRAIN,TELANGANA,27,30,3.2,5.2,1088,1565,9,11,2.1,4,0.3,2,2,4,2,220
3060,DRAIN,TELANGANA,20,30,2.6,4.4,980,2090,7,8.5,9,27,-,-,2,79,17,540
3058,DRAIN,TELANGANA,20,31,3.6,5.2,987,1293,7.1,8.6,8,23,-,-,2,79,2,540
3056,DRAIN,TELANGANA,20,31,3.3,6.1,1261,1644,7.1,8.2,9,28,-,-,2,63,17,920
3057,DRAIN,TELANGANA,28,31,3.6,5.7,1272,1527,7.1,8.2,10,14,-,-,13,240,49,920
3061,DRAIN,TELANGANA,20,30,3.4,5.5,1351,1791,7.1,8.4,7,19,-,-,5,70,17,540
3059,DRAIN,TELANGANA,20,31,3,4.8,1574,2348,6.9,8,15,29,-,-,2,63,2,920
