STATION CODE,WATER_BODY_TYPE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max
2799,CREEK,MAHARASHTRA,22,29,3.2,5.1,7.1,8.4,31180,53870,5.8,18,0.9,4,70,540,210,920
2800,CREEK,MAHARASHTRA,22,29,3.4,7,7.4,8.6,135,46740,3,18,0.2,1.9,70,280,220,350
2801,CREEK,MAHARASHTRA,20,26,3.6,5.8,6.8,8.2,120,62760,7,17,0.7,4.6,70,240,220,540
2802,CREEK,MAHARASHTRA,20,26,3.6,5.7,7,8.2,16470,62290,7.6,18,0.8,4.2,79,220,240,540
2803,CREEK,MAHARASHTRA,20,28,0.8,5.8,6.6,7.6,126,46830,6,52,0.9,12.2,8,920,23,1600
2804,CREEK,MAHARASHTRA,22,30,4.8,7.5,6.7,7.5,98,29340,2,5.2,0.1,3.4,,,,
2439,CREEK,ODISHA,24,39,5.1,6.9,7.8,8.5,36000,63740,0.3,2.3,0.5,3.6,20,16000,78,16000
2440,CREEK,ODISHA,23,33,5.8,7.1,7.7,8.3,30960,62670,0.8,2.7,0.1,1.8,20,230,20,230
2441,CREEK,ODISHA,21,33,5.5,6.7,7.7,8.5,31920,62680,0.5,1.4,0.6,2.1,20,270,20,330
2354,CANAL,ANDHRA PRADESH,25,30,5.2,6.3,5.8,7.7,241,406,1,2.1,0.4,1.8,4,11,43,150
2355,CANAL,ANDHRA PRADESH,24,30,4.6,6.8,6.6,8.1,1223,31700,1.2,3.8,0.8,3.6,4,21,39,4800
3051,CANAL,ANDHRA PRADESH,23,28,3.1,5.5,6.9,8.6,461,1441,1.4,6.8,0.3,20,2,4,800,2600
3052,DRAIN,ANDHRA PRADESH,23,27,3.6,4.5,6.7,8,940,2510,1.5,18,1.3,27.5,2,7,1700,2600
3053,DRAIN,ANDHRA PRADESH,24,30,5.3,6.4,6.2,7.5,1093,24500,1,4.5,0.8,3.3,7,93,75,4800
3067,DRAIN,ANDHRA PRADESH,27,32,5.1,6.5,5.8,7.6,197,447,1,3.4,0.5,1.7,9,23,93,460
2047,DRAIN,CHANDIGARH,21,32,2.5,7.6,7,7.9,456,746,8,35,0.3,8.1,5.4,1800000,8,12135598
2048,DRAIN,CHANDIGARH,19,33,,,7.2,7.8,784,1150,63,417,0.2,13,38376,40000000,121356,1400000
2049,DRAIN,CHANDIGARH,19,34,1.6,3.2,6.8,8,404,1100,18,47,0.9,13.8,3.9,1213560,5,7627701
2265,CANAL,GOA,26,31.6,4.2,12.8,6.3,9.2,15,81,0.5,2.3,0,0.7,78,2400,170,5400
2266,CANAL,GOA,26.3,31.9,4,8.6,5.5,9,21,37700,0.4,2.8,0,6.9,49,3500,130,9200
2268,CANAL,GOA,27,32.4,4.4,7.9,5.8,7.6,39,59360,0.4,4.6,0,4,78,1700,130,7000
2073,CANAL,GUJARAT,28,33,4.1,9.4,7.5,8.4,204,293,0.9,3,0,0.2,2,25,4,120
2074,CANAL,GUJARAT,28,32,6.9,8.1,7.5,8.5,262,510,0.8,1.6,0.1,0.6,13,79,32,350
1109,CANAL,HARYANA,,,6.12,8.6,6.12,8.13,155,718,1.8,4.5,0,0,,,,
1110,CANAL,HARYANA,,,6.4,6.4,7.21,7.74,190,333,1.8,4.2,0,0,,,,
1111,CANAL,HARYANA,,,5.14,7.02,6.1,8.26,200,760,1.3,16,0,0,,,,
1112,CANAL,HARYANA,,,5.38,7.01,6.4,8.2,209,680,0.8,14,0,0,,,,
1113,CANAL,HARYANA,,,6.54,6.54,7.2,7.79,189,212,2.4,3.8,0,0,,,,
1114,CANAL,HARYANA,,,6.1,7.8,7.04,8.83,193,297,1.85,2.82,0,0,,,,
1115,CANAL,HARYANA,,,5.1,7.04,6.9,8.38,207,810,1.22,18,0,0,,,,
1116,CANAL,HARYANA,,,6.2,10.08,7.4,8.53,179,311,0.74,2.84,0,0,,,,
1419,CANAL,HARYANA,18,42,2,3,7.3,8,690,3280,22,42,0,3.2,,,,
1886,CANAL,HARYANA,,,6.4,8.2,7.2,8.1,169,350,0.8,5.2,0,0,,,,
2056,CANAL,HARYANA,,,6.3,6.8,7.3,7.8,218,340,1.2,5,0,0,,,,
3461,CANAL,KERALA,27,34,2.2,6.4,6.7,7.9,1710,44800,0,1.7,0,0.6,0,1600,0,2200
3467,CANAL,KERALA,26,32.1,0.7,4.1,3,7.2,1122,19970,0.5,2.5,0.2,10.7,170,1340,440,1800
3469,CANAL,KERALA,24.5,30.1,2.3,5.9,6.1,7.2,68,158,0.5,2.6,0.2,1.3,80,600,120,1020
2178,DRAIN,MAHARASHTRA,20,28,3.2,7,6.6,8.6,178,1539,2,60,0,1.5,2,14,60,350
2782,DRAIN,MAHARASHTRA,26,34,2.2,4.4,6.9,8.2,348,40450,15,90,0.7,8.9,110,1600,350,1600
2783,DRAIN,MAHARASHTRA,26,34,1,4.2,6.8,8.2,277,40570,8,90,1.1,7.2,240,920,350,1600
2784,DRAIN,MAHARASHTRA,26,34,1.7,5.1,7,8.4,622,17020,12,300,0.9,5.1,350,1600,920,1600
2785,DRAIN,MAHARASHTRA,23,29,,,6.5,8.4,1574,15600,65,875,0.5,23.1,540,1600,920,1600
2786,DRAIN,MAHARASHTRA,24,27,2.1,5.8,5.7,7.7,583,5448,5,800,1.1,3.9,140,920,280,1600
2787,DRAIN,MAHARASHTRA,25,27,1.9,1.9,5.6,6.9,1045,4874,38,825,0.8,4,350,920,540,1600
2788,DRAIN,MAHARASHTRA,25,27,1.4,2.3,5.5,7,1151,5228,30,750,0.6,3.7,350,920,540,1600
2789,DRAIN,MAHARASHTRA,25,25,5.5,5.5,7.4,7.4,398,398,4,4,0.4,0.4,275,275,900,900
2790,DRAIN,MAHARASHTRA,25,31,5.4,7.2,4.7,7.6,442,1958,2,3,0.2,1,,,,
2836,CANAL,Manipur,26,30,4.2,6.9,6.4,7.5,99,251,0.9,4.3,0,0,,,15,35
2853,DRAIN,Manipur,27,27,10.4,10.4,7.1,7.1,136,136,1,3.3,0,0,,,20,20
2859,DRAIN,Manipur,26,30,5.7,11.1,7.5,7.9,46,300,1,6.6,0,0,,,5,90
2877,DRAIN,Manipur,25,33,5.1,9.9,7.2,8.7,136,395,0.7,1.8,0,0,,,10,10
2428,CANAL,ODISHA,23,31,6.1,7.6,7.8,8.4,166,235,0.4,1.3,0.2,0.8,2300,14000,3300,22000
2429,CANAL,ODISHA,22,32,5.9,7.6,7.4,8.5,162,204,1,3.1,0.1,3.8,92000,160000,160000,170000
2430,CANAL,ODISHA,23,36,4.9,9.6,7.4,8.5,174,9548,1.4,5.3,0,1.5,7900,54000,13000,92000
2906,DRAIN,PUNJAB,16,36,,,7.1,7.8,1359,7260,40,130,0.4,55.1,3300,12000,17000,43000
2907,DRAIN,PUNJAB,11,26,,,6.6,7.3,895,1360,54,88,3.8,6,219,4900,7900,14000
2908,INDUSTRIAL DRAIN,PUNJAB,18,36,1.2,6.2,6.4,8.3,926,2790,10,440,0,11.1,1700,4000,7000,28000
2909,INDUSTRIAL DRAIN,PUNJAB,16.5,36,,,7.4,8,1726,7040,34,70,0,55.3,2100,5800,9400,28000
2910,INDUSTRIAL DRAIN,PUNJAB,12,24,,,6.7,7.5,1056,1358,64,82,4.8,6.9,2600,3800,7900,11000
2911,INDUSTRIAL DRAIN,PUNJAB,24,24,,,7.8,7.8,837,837,12,12,2.8,2.8,1200,1200,3900,3900
2932,CANAL,RAJASTHAN,18,33,4.2,7.7,7.3,9,180,740,0.8,2,0.2,1.8,4,7,4,150
2933,CANAL,RAJASTHAN,14,32.9,4.6,6.8,7.5,8.6,190,290,0.7,2.2,0.1,1.7,7,20,20,1100
2934,CANAL,RAJASTHAN,16,32.8,4.2,6.2,7.6,8.6,220,350,0.6,1.7,0.1,1.8,4,28,11,460
3054,DRAIN,TELANGANA,25,27,1.8,5,7.7,8.9,714,1023,3,20,0,2.5,20,20,30,30
3055,DRAIN,TELANGANA,25,30,1.2,3.4,7.1,7.9,1172,1543,10,26,0,0,,,,
3057,DRAIN,TELANGANA,22,29,2.1,3.8,7.2,8.3,1136,1371,8,22,0,0,,,,
3058,DRAIN,TELANGANA,25,28,2.4,4,6.3,8.8,860,1136,6,20,0,0,,,,
3059,DRAIN,TELANGANA,22,32,1.7,3.8,7.4,8.4,1552,1798,6,27,0,0,,,,
3060,DRAIN,TELANGANA,25,28,1.8,3.5,7.1,8.2,1323,1639,12,24,0,0,,,,
3061,DRAIN,TELANGANA,25,29,1.3,3.4,7,8.3,920,1675,10,20,0,0,,,,
3062,DRAIN,TELANGANA,26,28,2.2,2.6,7.3,8.1,1432,1634,8,23,0,0,,,,
3063,DRAIN,TELANGANA,29,29,,,7.1,8.7,520,1050,17,22,0,11.1,14,14,82,82
3064,DRAIN,TELANGANA,26,28,0.6,2.6,7.1,8.6,739,1598,12,92,0,9.7,,,,
3065,DRAIN,TELANGANA,24,29,0.5,0.5,7,8.5,790,1159,10,90,0,11.7,,,,
3066,DRAIN,TELANGANA,20,26,0,3.2,7.1,8.1,835,1118,26,112,0,47,,,,
1729,CANAL,TRIPURA,26,29,0.6,0.9,8.1,9.1,218,399,18.6,30.3,2.2,4.4,400,540,920,920
3387,CANAL,TRIPURA,25,28,5.4,6.3,7.2,7.6,113,153,2.1,3.1,0.3,0.5,220,350,350,430
3388,CANAL,TRIPURA,25.5,30,5.2,6.2,6.5,7.3,54,93,1.1,1.4,0.6,1.4,200,350,350,430
3389,CANAL,TRIPURA,25.5,28,6,6.4,7,7.9,119,161,0.2,2.9,0.3,0.5,200,280,350,430
3390,CANAL,TRIPURA,26,28.5,3.7,4.4,7,8,107,147,1.4,2.5,0.3,0.6,220,350,350,430
2726,CANAL,UTTARAKHAND,16,20,8.6,10.8,7.4,7.9,,,1,1,0,0,,,40,110
2512,CANAL,WEST BENGAL,20,37,,,6.9,8.1,334,1738,6,46,0,2,300000,9000000,1400000,16000000
2513,CANAL,WEST BENGAL,23,33,,,7,7.8,674,1113,24.4,86.9,0,1.7,1100000,9000000,2200000,16000000
