STATION CODE,WATER_BODY_TYPE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FecalStreptococci_Min,FecalStreptococci_Max
5773,SEA,KARNATAKA,28,28,7.2,7.2,7.6,7.6,,,,,,,2,2,2,2,2,2
5774,SEA,KARNATAKA,30,30,7,7,7.9,7.9,,,2,2,,,2,2,2,2,2,2
5775,SEA,KARNATAKA,29,32,4.3,7.2,7.4,7.7,1264,1264,2,18.3,5.5,5.5,2,1840,2,3200,2,1080
5174,BEACH,KERALA,,,4.2,7,6.6,7.8,,,1,4,,,79,520,,,,
5181,BEACH,KERALA,,,4.7,9.6,7,8.1,,,1.3,5.3,,,600,6100,,,,
5173,BEACH,KERALA,,,3.8,6,6.9,7.7,,,2,4,,,210,520,,,,
5194,SEA,KERALA,,,2.9,6.7,7.6,9.5,,,1,1,,,360,700,,,,
5178,SEA,KERALA,,,3.2,6.5,6.9,7.5,,,1.7,4,,,110,540,,,,
1317,CREEK,MAHARASHTRA,26,31,3.2,6.2,7.4,8.1,23730,54310,7,15.5,1,2.9,22,540,210,920,,
1316,CREEK,MAHARASHTRA,26,32,3,6.2,7.1,8.3,1268,54570,1,18,1.1,3.7,17,920,210,1600,,
2797,CREEK,MAHARASHTRA,26,32,3.2,6.2,7,8.2,2469,50870,1,14,1,7.2,23,920,220,1600,,
2802,CREEK,MAHARASHTRA,26,26,3,5.2,7.5,8.4,28620,55000,9,42,0.3,2,22,540,220,1600,,
2799,CREEK,MAHARASHTRA,26,27,1.4,5.4,7.3,8.4,3546,54650,9,55,0.8,2.6,2,920,17,1600,,
2804,CREEK,MAHARASHTRA,27,33,5.6,7.6,6.9,8,90,39740,1.8,12.1,0.3,3.3,6,24,24,94,2,2
2798,CREEK,MAHARASHTRA,26,27,2,5.3,7.2,8.4,3668,54670,8,32,0.8,2.9,2,540,2,1600,,
1318,CREEK,MAHARASHTRA,26,31,2.1,4.9,7.1,8.1,18960,50260,7,28,1,3.5,26,920,220,3500,,
2803,CREEK,MAHARASHTRA,27,33,4,7,7,7.9,97,8417,2.2,14,1.3,3.2,21,130,210,920,2,2
2800,CREEK,MAHARASHTRA,26,26,1.2,6.6,6.9,8.3,594,54610,3.5,18,0.3,4,21,920,170,1600,,
2801,CREEK,MAHARASHTRA,26,26,3.9,6.9,7.4,8.4,368,54480,3.5,45,0.3,2.4,8,350,23,920,,
2793,CREEK,MAHARASHTRA,20,34,1.4,6.4,7.1,8.3,358,35130,1,55,0.8,4.7,34,350,210,920,,
2791,CREEK,MAHARASHTRA,22,30,1,6.8,7,8.3,216,15480,2.5,32,0.6,6.8,23,940,170,2800,,
2792,CREEK,MAHARASHTRA,25,30,4,6.8,7.2,8.3,276,29890,1,18,0.8,4.7,23,920,210,1600,,
2794,CREEK,MAHARASHTRA,25,30,3.4,6.8,7.2,8.2,316,34620,1,15,0.9,4,33,920,210,1600,,
2795,CREEK,MAHARASHTRA,22,30,3.4,6.3,7.2,8.3,276,45480,1,26,1.1,3.4,22,540,220,1600,,
2796,CREEK,MAHARASHTRA,26,32,4,6.1,7.3,7.9,706,39890,1,13,1.4,6.3,21,540,170,920,2,2
2184,CREEK,MAHARASHTRA,28,30,4,5.6,7.1,7.8,1297,46940,6,18,0.7,3,22,540,170,920,,
2185,CREEK,MAHARASHTRA,26,30,4,10,7.2,7.9,3348,47590,6,34,0.3,3.1,17,350,140,920,,
2165,SEA,MAHARASHTRA,26,31,3,6.3,7.3,8.2,25890,54450,7,16,1,3.7,79,1600,540,1600,,
2809,SEA,MAHARASHTRA,26,31,3.8,6.2,7.1,8.2,18960,54770,7,18,0.6,2.5,240,1600,540,1600,,
2805,SEA,MAHARASHTRA,26,32,3,6.2,7.2,8.2,1218,56680,1,16,0.9,3.5,21,920,160,1600,,
2814,SEA,MAHARASHTRA,25,30,5,6.8,8,8.4,23720,60680,1.8,14.8,0.5,1.8,17,49,84,220,,
2166,SEA,MAHARASHTRA,26,31,3.9,6.3,7.1,8.2,23320,55100,6,18,1,2.9,140,1600,540,1600,,
2813,SEA,MAHARASHTRA,25,31,5.4,7.3,7.9,8.3,24040,59810,1.8,14,0.5,2.1,17,58,79,280,,
2810,SEA,MAHARASHTRA,26,31,3.8,6.2,7.2,8.7,19980,54360,7,14,0.3,6.5,350,1600,540,1600,,
2812,SEA,MAHARASHTRA,27,30,3.4,5.2,7.6,8.1,21820,55050,8,16,1,1.9,23,920,350,1600,2,2
2815,SEA,MAHARASHTRA,25,30,5.2,7.4,7.9,8.2,10080,66630,2,14,0.4,1.6,14,49,11,240,,
2808,SEA,MAHARASHTRA,26,31,3.9,6.2,7.3,8.1,24460,54930,7,15.5,0.7,3.1,170,920,540,1600,,
2807,SEA,MAHARASHTRA,26,26,2,5.2,7.6,8.5,3594,61350,8,32,0.5,3.1,2,540,41,1600,,
2811,SEA,MAHARASHTRA,26,31,2.1,6.3,7.1,8.1,18870,54480,6,24,0.9,3.9,110,920,540,1600,,
2806,SEA,MAHARASHTRA,25,30,3.2,6.1,7.1,8,5557,55140,1,14,1.1,6,110,920,430,1600,,
2169,SEA,MAHARASHTRA,27,31,3.2,6.2,7.1,8.2,22610,54438,6,16,1,2,46,1600,210,1600,2,2
2167,SEA,MAHARASHTRA,26,31,3.9,6.3,7.1,8.1,24830,54320,6,20,0.6,3.5,22,920,280,1600,,
3961,CREEK,ODISHA,25,33,2.4,3.8,6.7,8.3,1340,48650,2.9,4.4,0.4,3.2,110,2400,790,4900,,
4937,MARINE,ODISHA,,,,,,,,,,,,,,,,,,
4938,MARINE,ODISHA,28,30,6,7.4,7.3,8.3,,,1,2,,,2,2,,,,
4939,MARINE,ODISHA,28,30,6.4,7.7,7.5,8.5,,,1,1,,,2,2,,,,
5015,MARINE,ODISHA,33,35,6.4,6.8,6.9,8.3,,,1,1,,,46,47,,,,
5024,MARINE,ODISHA,27,32,7,7.6,7.1,7.9,,,1,1.4,,,2,170,,,,
4968,MARINE,ODISHA,25,30,6.9,7.1,7.8,8.5,,,1,1,,,2,540,,,,
4955,MARINE,ODISHA,26,30,6.8,7.6,7.4,8.3,,,1,3.4,,,130,1600,,,,
5021,MARINE,ODISHA,29,32,6.6,7.3,7.2,8,,,1,1.8,,,2,46,,,,
4972,MARINE,ODISHA,,,,,,,,,,,,,,,,,,
4973,MARINE,ODISHA,24,30,6.7,7.9,7.9,8.9,,,1,1,,,2,1600,,,,
4974,MARINE,ODISHA,,,,,,,,,,,,,,,,,,
5009,MARINE,ODISHA,24,29,6,6.7,7.6,8.2,,,1,1,,,5,1600,,,,
5010,MARINE,ODISHA,24,29,5.9,7,7.6,7.9,,,1,1.1,,,2,21,,,,
5011,MARINE,ODISHA,23,29,6.2,6.6,7.4,7.6,,,1,1.2,,,2,23,,,,
5014,MARINE,ODISHA,23,29,6,6.9,7.3,8.1,,,1,1,,,2,33,,,,
4956,MARINE,ODISHA,24,30,6.8,8.2,7.1,7.8,,,1.1,1.6,,,2,1600,,,,
4957,MARINE,ODISHA,25,28,6.1,8.7,7.1,8.2,,,1,1.4,,,2,1600,,,,
4958,MARINE,ODISHA,25,25,6.8,6.9,7.5,8.2,,,1,1.2,,,2,2,,,,
5001,MARINE,ODISHA,23,30,6.8,8.5,8.2,8.9,,,1,1.4,,,2,2,,,,
5008,MARINE,ODISHA,26,30,6.7,7.4,8,8.9,,,1,1.3,,,2,2,,,,
4997,MARINE,ODISHA,24,30,6.6,7.5,7.9,8.9,,,1,1,,,2,2,,,,
4999,MARINE,ODISHA,25,29,6.8,7.2,8.4,8.7,,,1,1,,,2,2,,,,
5006,MARINE,ODISHA,26,29,6.1,7.3,7.2,8.6,,,1,1,,,2,9,,,,
4998,MARINE,ODISHA,24,29,7,7.3,8,8.6,,,1,1,,,2,2,,,,
5005,MARINE,ODISHA,26,30,6.2,7.6,7.6,8.3,,,1,1,,,2,5,,,,
4949,MARINE,ODISHA,26,30,6.6,7.1,7.8,8.7,,,1,1.1,,,2,2,,,,
4950,MARINE,ODISHA,25,29,5.9,7.4,7.8,8.7,,,1,1,,,2,33,,,,
4951,MARINE,ODISHA,26,28,6.4,8.2,7.8,8.6,,,1,1,,,4,1600,,,,
5023,MARINE,ODISHA,30,30,6.4,6.9,7.2,8.1,,,1,1,,,11,70,,,,
5000,MARINE,ODISHA,23,30,6.7,7.7,7.5,8.9,,,1,1,,,2,8,,,,
5007,MARINE,ODISHA,26,30,6.9,8.3,8.1,8.5,,,1,1.9,,,2,23,,,,
5003,MARINE,ODISHA,26,29,6.2,7.4,7.6,8.5,,,1,1.4,,,4,140,,,,
5004,MARINE,ODISHA,25,29,7.3,7.7,8.6,8.9,,,1,1.4,,,2,11,,,,
4995,MARINE,ODISHA,23,28,6.7,7,7.3,9,,,1,1,,,2,1600,,,,
4996,MARINE,ODISHA,25,29,6.4,7.5,7.4,8.5,,,1,1,,,2,2,,,,
5019,MARINE,ODISHA,30,30,7.3,7.6,7.2,7.8,,,1,1.2,,,2,220,,,,
4946,MARINE,ODISHA,23,29,6,7.1,7.7,8.5,,,1,1.7,,,2,8,,,,
4947,MARINE,ODISHA,24,28,6.5,7.4,7.6,8.4,,,1,1,,,2,79,,,,
4948,MARINE,ODISHA,24,29,6.1,6.9,7.8,8.7,,,1,1,,,2,17,,,,
5002,MARINE,ODISHA,26,29,6.1,6.6,7.2,8.3,,,1,2.2,,,5,7,,,,
4975,MARINE,ODISHA,28,31,6,6.4,8,8.3,,,1,1,,,2,2,,,,
4976,MARINE,ODISHA,26,31,6.1,7.6,7.6,8.5,,,1,1,,,2,2,,,,
4977,MARINE,ODISHA,24,30,6.3,6.4,8,8.3,,,1,1,,,2,2,,,,
4978,MARINE,ODISHA,24,31,6.2,7.4,7.7,8.4,,,1,1,,,2,2,,,,
4979,MARINE,ODISHA,26,31,6,6.5,8,8.4,,,1,1,,,2,2,,,,
4980,MARINE,ODISHA,24,31,6.4,7.7,7.9,8.4,,,1,1,,,2,2,,,,
4981,MARINE,ODISHA,26,30,6.5,7.4,8,8.3,,,1,1,,,2,2,,,,
5022,MARINE,ODISHA,29,31,6.6,6.8,7.3,8,,,1,1.8,,,2,130,,,,
4969,MARINE,ODISHA,31,31,7.1,7.1,8.2,8.2,,,1.2,1.2,,,2,2,,,,
4970,MARINE,ODISHA,25,31,6.7,7.2,7.2,7.6,,,1,1,,,2,13,,,,
4971,MARINE,ODISHA,25,30,6.7,7.8,7.3,8.4,,,1,1.4,,,2,2,,,,
5012,MARINE,ODISHA,23,30,5.9,6.6,7.2,7.8,,,1,1,,,2,14,,,,
5013,MARINE,ODISHA,24,30,6.5,7.1,7.4,8.2,,,1,1,,,2,5,,,,
5016,MARINE,ODISHA,32,35,6.9,7.4,7,8.1,,,1,1.4,,,8,170,,,,
5017,MARINE,ODISHA,31,33,6.1,6.5,7,7.8,,,1,1.2,,,2,110,,,,
4965,MARINE,ODISHA,26,30,6.9,7.1,7.8,8.3,,,1,1.5,,,2,2,,,,
4966,MARINE,ODISHA,26,31,6.4,7.8,7.4,8.3,,,1,1.5,,,2,33,,,,
4967,MARINE,ODISHA,,,,,,,,,,,,,,,,,,
4987,MARINE,ODISHA,29,30,6,6.8,7.6,8.3,,,1,1,,,2,540,,,,
4988,MARINE,ODISHA,27,30,5.9,7.2,7,8.4,,,1,1,,,2,33,,,,
4989,MARINE,ODISHA,28,30,5.5,7,7.6,8.3,,,1,1.2,,,2,920,,,,
5018,MARINE,ODISHA,30,30,6.6,6.9,7.2,7.9,,,1,1.6,,,23,1600,,,,
4959,MARINE,ODISHA,25,31,6,6.8,7.8,8.3,,,1,1.4,,,33,1600,,,,
4960,MARINE,ODISHA,25,31,6.8,7.4,7.3,8.8,,,1.1,2,,,21,1600,,,,
4961,MARINE,ODISHA,26,29,7,7.6,7.3,8.3,,,1,2.5,,,2,130,,,,
4943,MARINE,ODISHA,29,30,6.5,7.7,7.5,8.5,,,1,2.6,,,2,280,,,,
4944,MARINE,ODISHA,29,32,6.4,7.2,7.9,8.5,,,1,2.6,,,2,350,,,,
4945,MARINE,ODISHA,,,,,,,,,,,,,,,,,,
5020,MARINE,ODISHA,29,32,6.8,6.9,7.2,8,,,1,1.4,,,2,920,,,,
4962,MARINE,ODISHA,26,31,6.7,7.2,7.6,8.1,,,1,1.7,,,2,9,,,,
4963,MARINE,ODISHA,26,31,7,7.4,7.7,8.2,,,1,1.6,,,2,1600,,,,
4964,MARINE,ODISHA,26,31,6.4,7.8,8,8.4,,,1,1.6,,,2,33,,,,
5025,MARINE,ODISHA,29,36,6.4,7.1,7,7.9,,,1,1,,,14,920,,,,
5026,MARINE,ODISHA,,,,,,,,,,,,,,,,,,
4982,MARINE,ODISHA,23,30,6.2,7.3,8,8.4,,,1,1,,,2,2,,,,
4983,MARINE,ODISHA,24,30,6.1,6.6,8,8.2,,,1,1,,,2,540,,,,
4984,MARINE,ODISHA,24,31,6.5,7.7,8.1,8.3,,,1,1.1,,,2,8,,,,
4985,MARINE,ODISHA,24,30,6.4,7.5,7.3,8.5,,,1,1,,,2,2,,,,
4986,MARINE,ODISHA,24,30,6.2,7.9,8.1,8.2,,,1,1,,,2,2,,,,
4940,MARINE,ODISHA,28,31,6.1,7.3,7.5,8.5,,,1,1,,,2,2,,,,
4941,MARINE,ODISHA,28,31,5.8,7.9,7.6,8.5,,,1,1.2,,,2,47,,,,
4942,MARINE,ODISHA,28,30,4.6,7.8,7.6,8.6,,,1,2.5,,,2,2,,,,
4952,MARINE,ODISHA,23,31,6.5,7.2,7.6,8.6,,,1,1,,,2,2,,,,
4953,MARINE,ODISHA,24,30,6.3,7.9,7.9,8.7,,,1,1,,,2,2,,,,
4954,MARINE,ODISHA,,,,,,,,,,,,,,,,,,
2439,MARINE,ODISHA,21,31,6.1,7.5,7.3,8.3,38350,51950,1.1,1.8,0.3,0.9,2,79,2,240,2,2
2440,MARINE,ODISHA,20,32,5.6,7.6,7.1,8.3,26950,47980,1.1,1.8,0.3,3.6,2,78,2,130,2,2
2441,MARINE,ODISHA,18,32,5.9,7.6,7.3,8.3,35770,49320,1.2,1.8,0.4,2.8,2,13,2,23,2,2
5027,MARINE,ODISHA,20,32,7.3,7.4,7.3,7.8,,,1,1.2,,,2,70,,,,
5687,SEA,PUDUCHERRY,30,32,6,11.5,7.8,7.9,,,1,1.8,,,1600,1600,1600,1600,58,120
5688,SEA,PUDUCHERRY,30,32,5.5,6,7.7,7.9,,,1,2.9,,,1600,1600,1600,1600,130,220
5689,SEA,PUDUCHERRY,30,32,4,5.4,7.7,7.8,,,1.2,1.5,,,1600,1600,1600,1600,110,110
5077,BEACH,TAMIL NADU,,,5.3,5.9,8,8.5,,,,,,,,,,,,
5079,BEACH,TAMIL NADU,,,5.3,6.8,8.3,8.6,,,,,,,,,,,,
5064,CREEK,TAMIL NADU,,,5.1,5.8,5.6,8.5,,,1,1,,,2,2,2,2,2,2
5082,SEA,TAMIL NADU,,,6.1,8.5,7.1,8.6,,,1,3,,,2,26,,,,
5071,SEA,TAMIL NADU,,,4.6,7.8,7.4,8.3,,,,,,,,,,,,
5066,SEA,TAMIL NADU,30,33,0.3,7.3,6.5,7.6,,,1,19,,,2,320,,,2,2
5096,SEA,TAMIL NADU,,,5,7.1,7.4,8.5,,,1,4,,,9,31,,,,
5074,SEA,TAMIL NADU,32,32,5.2,5.8,8.3,8.5,,,,,,,7,20,68,68,,
5087,SEA,TAMIL NADU,,,6.1,6.8,7,7.9,50800,54700,1,6.1,,,2,46,17,49,,
5068,SEA,TAMIL NADU,,,5.5,7.6,6.4,8.3,7,7,,,,,2,56,,,,
5070,SEA,TAMIL NADU,,,6.2,7.6,7.6,8.3,,,,,,,2,45,,,,
5094,SEA,TAMIL NADU,,,4.9,7.2,7.2,7.7,,,1,4,,,9,31,,,,
5095,SEA,TAMIL NADU,,,4.7,7,7.2,8.2,,,1,3,,,9,26,,,,
5083,SEA,TAMIL NADU,,,6.5,8,7.6,8.7,,,1,6,,,2,22,,,,
5076,SEA,TAMIL NADU,,,5.4,6.5,7.9,8.5,,,,,,,,,,,,
5093,SEA,TAMIL NADU,,,5.2,7.1,7,8.4,,,,,,,2,21,,,20,20
5085,SEA,TAMIL NADU,,,5.1,7.9,7,8.5,,,1,4,,,5,21,,,,
5073,SEA,TAMIL NADU,,,5.2,5.7,7.9,8.8,,,,,,,,,,,,
5081,SEA,TAMIL NADU,33,33,5,5.8,8.2,8.6,,,2.8,12.2,,,9,110,32,32,,
5084,SEA,TAMIL NADU,,,6.3,7.9,6.8,8.5,,,1,3,,,2,14,,,,
5069,SEA,TAMIL NADU,,,5.1,7.5,7.5,8.3,,,,,,,2,55,,,18,18
5080,SEA,TAMIL NADU,32,32,5.2,5.7,8.1,8.7,,,2.8,11,,,7,140,39,39,,
5078,SEA,TAMIL NADU,33,33,5.2,5.8,8.1,8.5,,,2.8,4.8,,,7,110,34,34,,
5075,SEA,TAMIL NADU,33,33,5.4,6.5,8,8.4,,,,,,,7,21,20,20,,
5090,SEA,TAMIL NADU,,,5,6.7,7.3,8.1,,,1,2.6,,,2,38,,,,
5086,SEA,TAMIL NADU,,,6.1,6.5,6.4,7.9,50700,55000,1,6,,,6,34,11,49,,
5067,SEA,TAMIL NADU,30,33,4.4,7.7,7.4,7.8,,,,,,,2,340,,,2,2
5072,SEA,TAMIL NADU,,,5,5.8,7.6,8.6,,,,,,,,,,,,
5097,SEA,TAMIL NADU,,,5.2,6.9,7.4,8.5,,,1,4,,,8,47,,,15,15
5089,SEA,TAMIL NADU,,,4.9,6.7,7.5,8.2,,,1,2.7,,,2,31,,,,
5065,SEA,TAMIL NADU,,,5.1,6.1,7.8,8.9,,,2,5,,,2,92,,,,
5088,SEA,TAMIL NADU,,,4.7,6.4,7.2,8,,,1,4,,,2,26,,,47,47
5092,SEA,TAMIL NADU,,,5.1,7.1,6.9,8.3,,,1,4,,,8,24,,,,
5091,SEA,TAMIL NADU,,,4,6.9,7.1,8.1,,,1,4,,,2,38,,,2,2
5028,MARINE,WEST BENGAL,23,32,5.1,7.4,7.9,8.6,24880,39040,1.2,3,0.3,0.5,2200,4900,4700,9400,68,170
4369,DRAIN,ANDHRA PRADESH,25,32,5.8,7.2,6.8,7.9,249,482,1.2,2.6,0.3,2.1,3,14,21,150,,
3052,DRAIN,ANDHRA PRADESH,22,25,0.3,1.8,6.9,7.9,1548,2280,17.8,37,5.5,8.8,440,470,2300,5200,21,240
2355,DRAIN,ANDHRA PRADESH,24,26,3.4,6.4,6.7,7.8,488,19470,2.8,5.8,1.1,3.2,7,15,120,460,,
3053,DRAIN,ANDHRA PRADESH,24,26,4.9,6.9,6.7,7.6,525,24500,2.4,3.6,0.8,3.3,3,20,75,460,4,4
20004,STP,ANDHRA PRADESH,,,6.4,7.2,6.5,7.6,574,1573,10,14,3,9.4,9,21,150,460,,
2047,DRAIN,CHANDIGARH,15,29,0.3,8.8,7.1,7.8,150,793,3,118,0.9,4.3,330,260000,1100,940000,,
2048,DRAIN,CHANDIGARH,14,30,0.3,2.8,7.5,7.9,756,900,35,254,1.5,3.2,70000,7000000,170000,70000000,,
2049,DRAIN,CHANDIGARH,14,32,0.3,0.3,7,7.9,784,1254,35,262,0.9,2.9,110000,1700000,220000,11000000,,
5268,DRAIN,DELHI,,,,,7.1,7.6,,,40,54,,,,,,,,
1505,DRAIN,DELHI,,,,7.2,7.9,,,37,76,,,,,,,,,
1501,DRAIN,DELHI,,,,7.2,7.8,,,39,48,,,,,,,,,
1502,DRAIN,DELHI,,,,7,7.3,,,40,52,,,,,,,,,
