STATION CODE,WATER_BODY_TYPE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max
2812,MARINE,MAHARASHTRA,24,39,3.8,7.6,6.2,8.2,180,65600,3,14,0.2,1.6,33,1600,110,1600
2813,MARINE,MAHARASHTRA,24,30,4.2,7.1,6.8,7.9,17780,59320,2.4,11,0.09,3.89,11,920,220,1600
2814,MARINE,MAHARASHTRA,24,30,4,6.9,7.1,7.9,17260,56120,2.2,14,0.06,4.1,14,84,210,920
2815,MARINE,MAHARASHTRA,24,30,4.3,6.8,6.9,8.1,334,57750,2.8,12,0.05,3.2,9,920,170,1600
4361,SEA,ANDHRA PRADESH,27,34,5.4,6.6,6.8,8.2,300,50800,1.6,2.8,0.63,2.47,4,20,63,460
4362,SEA,ANDHRA PRADESH,26,34,0.7,5.8,6.7,8.1,645,74900,BDL,3.6,0.76,4.19,7,15,69,210
4363,SEA,ANDHRA PRADESH,27,33,1,7.5,6.9,8.1,14310,61090,1.1,4.6,1.24,3.1,7,15,93,210
2165,SEA,MAHARASHTRA,25,32,3.2,5,6.9,7.7,18250,65760,9,16,0.8,4,33,1600,540,1600
2166,SEA,MAHARASHTRA,25,34,3.2,4.9,7,7.9,18290,66240,8,17,0.9,1.7,46,1600,210,1600
2167,SEA,MAHARASHTRA,26,34,3.2,4.8,6.9,7.9,18500,66760,9,16,0.31,2,49,920,240,1600
2169,SEA,MAHARASHTRA,24,39,3.8,7.2,6.4,8.2,182,65470,3,14,0.2,1.5,11,1600,40,1600
3052,DRAIN,ANDHRA PRADESH,24,28,5.1,6,6.9,7.8,1507,2426,4,14.2,2.12,8.4,3,5,1300,2400
3053,DRAIN,ANDHRA PRADESH,24,31,2,5.3,6.8,8.4,207,34896,2,4.6,0.49,2.66,7,45,93,2400
3067,DRAIN,ANDHRA PRADESH,25,35,5.1,7.5,6.5,8.4,173,291,1.4,2.8,0.3,4.45,7,20,120,240
4373,DRAIN,ANDHRA PRADESH,25,27,BDL,6,6.8,8.1,695,25600,1.6,44,1.72,7.19,4,28,120,600
2047,DRAIN,CHANDIGARH,16,29,BDL,0.1,7.3,7.8,499,865,BDL,141,0.6,8,240,7900000,542,24000000
2048,DRAIN,CHANDIGARH,16,31,BDL,BDL,7.2,7.9,680,1196,58,341,0.68,16,172,130000000,220000,542000000
2049,DRAIN,CHANDIGARH,16,29,BDL,BDL,7.2,7.7,586,1251,71,230,2.1,73.9,7000,17200000,21000,54200000
1377,DRAIN,DELHI,10,10,,,4,4,,,BDL,BDL,,,2,2,2,2
3861,DRAIN,HIMACHAL PRADESH,10,28,6.5,8.9,6.9,8.2,388,550,0.5,1.5,0.07,1.7,14,26,33,120
3865,DRAIN,HIMACHAL PRADESH,14,32,5,8.9,6.7,8.2,288,568,0.4,1.4,0.02,1.11,17,22,31,58
3875,DRAIN,HIMACHAL PRADESH,23,23,5.3,8.5,7,8.1,177,855,0.3,12,0.11,1.5,17,40,32,430
3879,DRAIN,HIMACHAL PRADESH,20,28,5.1,7.2,6.9,8.3,638,5950,1.9,24,0.11,3.82,11,170,40,920
3881,DRAIN,HIMACHAL PRADESH,19,29,4.1,8.4,7.1,8.3,712,6220,2,110,0.11,1.58,13,194,70,920
4029,DRAIN,HIMACHAL PRADESH,13,25,5.9,8.3,6.7,8.3,271,671,0.3,2,0.1,0.75,14,32,38,140
4034,DRAIN,HIMACHAL PRADESH,3,12,8,9,7.2,7.9,120,385,0.1,0.3,0.16,1.5,2,4,34,110
4035,DRAIN,HIMACHAL PRADESH,3,12,8,9,7.1,7.9,133,392,0.1,0.5,0.16,1.39,2,4,47,110
4425,DRAIN,HIMACHAL PRADESH,6,18,7,9.5,7.4,8.4,101,8920,0.3,1.1,0.23,1.65,2,26,34,1600
4430,DRAIN,HIMACHAL PRADESH,9,28,5.2,8.4,7,8.3,288,3907,4.8,12,0.18,7.39,7,1600,540,1600
4462,DRAIN,HIMACHAL PRADESH,7,22,7.2,9.1,8.1,8.3,172,21590,0.3,0.9,0.39,4.14,2,14,21,48
4463,DRAIN,HIMACHAL PRADESH,7,21,7.7,9.5,7.9,8.3,85,36950,0.5,0.9,0.37,0.52,2,9,17,84
4474,DRAIN,HIMACHAL PRADESH,8,9,9.2,9.6,7.7,8.4,99,2537,0.3,0.6,0.19,0.73,9,82,63,150
4475,DRAIN,HIMACHAL PRADESH,8,10,9,9.4,7.3,8.5,119,1388,0.5,0.8,0.2,0.55,9,34,110,220
4476,DRAIN,HIMACHAL PRADESH,9,12,8.7,12,7.5,8.3,46,81,0.1,0.1,,,13,33,110,210
4477,DRAIN,HIMACHAL PRADESH,11,17,7.9,11.4,7.2,8.3,99,225,0.1,0.1,,,13,21,70,140
4480,DRAIN,HIMACHAL PRADESH,,,5.2,5.5,7.6,8.1,588,720,0.4,1.2,,,13,20,40,120
4481,DRAIN,HIMACHAL PRADESH,11,23,7.5,8.1,7.1,8.5,306,416,0.1,0.2,0.11,0.32,2,2,40,46
4482,DRAIN,HIMACHAL PRADESH,12,24,7.4,8.2,7.8,8.2,285,2860,0.1,0.1,0.09,0.09,2,2,38,43
2763,DRAIN,KARNATAKA,19,24,4.2,8.1,7.5,8.4,192,1400,0.3,2.7,1.01,13,220,1000,900,1800
2178,DRAIN,MAHARASHTRA,20,36,3.6,6.1,7,7.9,214,1254,3,28,0.7,9.27,4,17,210,540
2782,DRAIN,MAHARASHTRA,24,37,BDL,5.7,6.7,8,165,62120,5,210,0.3,2.5,70,1600,220,1600
2783,DRAIN,MAHARASHTRA,24,37,BDL,7,6.4,8.2,169,63040,4,150,0.8,3.4,84,1600,280,1600
2784,DRAIN,MAHARASHTRA,24,32,BDL,7.2,6.5,7.9,143,36300,3,160,0.4,5.5,33,1600,120,1600
2785,DRAIN,MAHARASHTRA,22,37,BDL,6.2,6.3,8.1,93,17720,4,1100,0.3,28.7,13,1600,47,1600
2786,DRAIN,MAHARASHTRA,24,29,BDL,6.5,6.5,7.2,94,10480,4,550,0.3,17.1,17,41,46,220
2787,DRAIN,MAHARASHTRA,24,29,BDL,6.8,6.6,7.1,95,5742,4,240,0.4,7.5,17,27,79,170
2788,DRAIN,MAHARASHTRA,24,29,BDL,6.9,6.7,7.9,95,7835,4,625,0.4,12,5,32,21,120
2789,DRAIN,MAHARASHTRA,7,30,2.4,7.7,7.3,8.4,3,1426,1.1,8,BDL,30,30,350,550,1800
2790,DRAIN,MAHARASHTRA,24,30,3.7,7,6.6,7.9,146,56020,1.8,13,0.04,0.8,4,920,21,920
3923,DRAIN,ODISHA,20,35,2.8,8,6.4,8.4,186,531,2.9,8.5,0.42,14.99,1100,160000,3500,160000
3930,DRAIN,ODISHA,20,28,6.2,9.2,6.8,7.9,479,1408,0.4,1.9,0.16,1.25,20,1300,45,3500
3934,DRAIN,ODISHA,16,29,6.2,8.1,6.9,8.1,153,598,0.9,1.6,0.13,7.74,45,1300,92,13000
3939,DRAIN,ODISHA,14,26,5.8,8.6,6.5,7.7,88,235,0.5,1.8,0.11,0.62,68,2400,170,4900
2906,DRAIN,PUNJAB,12,26,BDL,BDL,7,7.6,3112,5425,93,240,0.93,4.61,9400,2800000,210000,4300000
2907,DRAIN,PUNJAB,13,30,BDL,BDL,7,7.9,776,1766,46,110,2,5.2,33000,170000,70000,210000
4158,DRAIN,PUNJAB,14,38,BDL,2.9,7.2,8.1,582,2787,16,288,0.4,1.23,2700,13000,21000,43000
10056,DRAIN,TAMIL NADU,,,,,7,7.6,1743,3180,28,54,0.45,4.05,110,110,1400,71600
3054,DRAIN,TELANGANA,26,29,1,4.7,9,11.5,648,1390,3,36,0.48,11.6,2,2,17,110
3055,DRAIN,TELANGANA,23,30,0.1,6.1,6.9,7.8,897,1499,9,30,3,76,8,79,79,360
3056,DRAIN,TELANGANA,26,30,3,5.7,6.8,9.6,857,1284,5,44,0.48,0.48,2,23,32,1325
3057,DRAIN,TELANGANA,24,31,0.1,6.1,7.2,7.7,977,1251,7,17,,,5,33,49,1575
3058,DRAIN,TELANGANA,25,30,2,5,6.9,7.5,903,1220,9,24,,,8,23,33,1600
3059,DRAIN,TELANGANA,23,27,3,6.4,6.9,8.4,1098,1830,8,21,,,5,17,49,71600
3060,DRAIN,TELANGANA,4,29,0.8,27,7.2,7.8,889,1657,10,45,,,2,27,33,1600
3061,DRAIN,TELANGANA,4,28,4,25,7.4,7.9,849,1717,10,33,,,2,49,2,1600
3062,DRAIN,TELANGANA,4,29,1.5,26,7.4,7.9,1195,1649,8,18,,,2,23,5,1600
3064,DRAIN,TELANGANA,29,29,0.1,1,7.3,8,1254,1430,32,36,12,12,32,46,350,430
3065,DRAIN,TELANGANA,29,29,0.1,0.1,7.7,7.7,1390,1390,38,38,13,13,24,24,350,350
3066,DRAIN,TELANGANA,29,30,BDL,0.1,7,7.8,1423,1662,30,32,13,16,23,34,350,350
2908,INDUSTRIAL DRAIN,PUNJAB,11,32,BDL,BDL,7.1,8,774,1392,17,100,0.53,2.4,3800,49000,28000,110000
2909,INDUSTRIAL DRAIN,PUNJAB,11,27,BDL,BDL,7.1,8,715,2337,23,123,0.62,2.2,4900,26000,24000,110000
2910,INDUSTRIAL DRAIN,PUNJAB,13,30,BDL,BDL,6.7,7.8,1547,2850,154,298,2.4,4.8,63000,220000,150000,350000
10047,NALLAH,TAMIL NADU,35,35,3.2,3.2,7.3,7.4,2370,3260,21,24,3.05,6.5,2,3500,210,16000
10048,NALLAH,TAMIL NADU,32,36,BDL,3.4,7.1,7.4,1186,3090,20,26,1,9.3,2,270,110,2200
20004,STP,ANDHRA PRADESH,25,30,2.1,8,6.7,8.1,,,8,27,,,11,21,150,1100
20013,STP,GOA,,,,,5.9,8.3,,,3.2,700,,,24000000,24000000,54000000,54000000
20015,STP,GUJARAT,25,28,,,7.1,8,,,19,159,,,33,1600,350,1600
20016,STP,GUJARAT,28,30,,,7.1,7.5,,,24,109,,,46,1600,350,1600
20017,STP,KERALA,,,,,6.9,8.6,,,20,380,,,,,,
20018,STP,ODISHA,,,,,6.7,7.1,,,3.5,200.5,,,54000,160000,54000,160000
20019,STP,ODISHA,,,,,6.9,7.8,,,14.5,172.7,,,2,160000,2,160000
20020,STP,ODISHA,,,,,6.8,7.5,,,17.3,84.1,,,24000,160000,54000,160000
20021,STP,PUNJAB,,,,,7.2,7.4,,,28,120,,,,,,
20022,STP,PUNJAB,23,34,,,6.2,7.6,,,38,173,,,11000,11000,,
20023,STP,PUNJAB,18,27,,,6.6,7.6,,,26,261,,,28000,28000,,
20024,STP,PUNJAB,24,34,,,6.8,7.7,,,75,243,,,,,,
20025,STP,PUNJAB,,,,,6.8,7.9,,,26,114,,,,,,
20026,STP,PUNJAB,,,,,7.8,8.9,,,26,83,,,,,,
20027,STP,PUNJAB,,,,,6.8,8.1,,,34,118,,,,,,
20028,STP,PUNJAB,,,,,7.1,7.9,,,26,98,,,,,,
20032,STP,TAMIL NADU,28,33,5.3,5.5,7.2,8.7,2240,2520,5,10,0.55,0.95,2,2,2,140
20033,STP,TAMIL NADU,30,33,BDL,BDL,7.1,7.4,1641,1696,10,27,,,2,270,460,1700
20034,STP,TAMIL NADU,26,36,5.5,5.5,7.4,7.7,334,334,5,15,3.05,3.05,2,260,140,2200
20035,STP,TAMIL NADU,26,33,1.8,1.8,7.4,7.7,2270,2270,5,13,1.05,1.05,2,330,200,2400
20038,STP,TAMIL NADU,29,29,,,7.1,7.8,1496,1496,0.9,83,3.81,3.81,27,630,79,1700
20040,STP,TAMIL NADU,30,30,,,7.3,7.5,1218,1249,33,50,3.13,9,610,630,1500,1700
20041,STP,TAMIL NADU,,,,,7.6,7.6,,,6,24,,,170,2200,350,4100
20043,STP,TAMIL NADU,30,30,,,7.3,7.5,1218,1249,33,50,3.11,8.8,610,630,1500,1700
20044,STP,TAMIL NADU,30,30,,,6.7,6.9,1332,1349,70,70,0.76,2,1200,1700,2800,3200
20045,STP,TAMIL NADU,26,26,,,6.8,6.8,1048,1048,2.5,2.5,0.4,0.4,1700,1700,7000,7000
20047,STP,TAMIL NADU,30,32,,,6.9,7.1,1383,1414,75,80,1.95,8.2,1100,1400,2600,3400
20048,STP,UTTARAKHAND,19,21,9.2,10.2,7.9,8.1,105,292,1,1,,,40,60,110,170
20049,STP,UTTARAKHAND,19,28,8.8,10.2,7.8,8.4,272,390,1,1,,,40,70,90,170
3041,WTP,DELHI,,,8.6,8.6,7.8,8,351,527,1.2,1.2,0.04,7.38,1300,1700,2400,2800
3042,WTP,DELHI,,,9.8,9.8,7.7,7.8,149,225,BDL,BDL,BDL,1.9,230,7000,1100,7900
3043,WTP,DELHI,,,8.6,8.6,7.8,8,351,527,1.2,1.2,0.04,7.38,1300,1700,2400,2800
3044,WTP,DELHI,,,7.8,7.8,7.4,7.6,189,280,BDL,1.7,1.91,1.91,170,3500,2200,5400
3045,WTP,DELHI,,,10.2,10.2,7.6,7.6,239,239,1.1,1.1,5.12,5.12,35000,35000,35000,35000
3046,WTP,DELHI,,,7.9,7.9,7.2,7.7,186,333,2.5,2.5,BDL,1.41,14,16000,25,16000
