STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FAECAL_STREPTOCOCCI_Min,FAECAL_STREPTOCOCCI_Max,TOTAL_DISSOLVED_SOLIDS_Min,TOTAL_DISSOLVED_SOLIDS_Max,FLUORIDE_Min,FLUORIDE_Max,ARSENIC_Min,ARSENIC_Max,,,,,,,,,,,,,,,,,,,,
2310,KERALA,26,28,7.5,7.6,221,282,BDL,BDL,BDL,0.94,BDL,150,BDL,400,BDL,BDL,129,193,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
2311,KERALA,28,32,6.2,7.4,98,190,BDL,BDL,2.26,3.15,BDL,2750,250,5100,2000,2000,70,110,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
2313,KERALA,25,30,7.2,7.4,285,419,1.2,1.7,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,200,284,0.68,0.8,-,-,,,,,,,,,,,,,,,,,,,,
2314,KERALA,21,24,6.9,7.2,174,197,1.2,1.5,0.38,0.59,40,70,79,150,BDL,BDL,114,138,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
2315,KERALA,22,24,6.8,7.9,224,262,1.1,1.7,0.42,0.66,49,49,100,110,BDL,BDL,140,178,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
2316,KERALA,26,27,4.6,6.3,43,103,1.6,1.8,BDL,0.4,40,63,100,340,10,20,30,60,BDL,0.32,-,-,,,,,,,,,,,,,,,,,,,,
2317,KERALA,26,27,5.6,7.5,289,299,1.4,2.2,BDL,BDL,15,40,79,230,10,10,162,188,BDL,0.62,-,-,,,,,,,,,,,,,,,,,,,,
2320,KERALA,22,23,6,6.3,214,260,BDL,1.6,0.8,1,17,38,48,79,8,8,118,145,BDL,0.56,-,-,,,,,,,,,,,,,,,,,,,,
2321,KERALA,21,25,6,6.4,255,340,BDL,1.3,0.77,1.5,BDL,BDL,BDL,BDL,BDL,BDL,150,200,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
2322,KERALA,24,26,6.5,6.6,81,210,BDL,1.7,BDL,2,BDL,BDL,BDL,BDL,BDL,BDL,50,136,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
2323,KERALA,26,28,6.2,6.5,175,200,BDL,1.3,BDL,0.66,150,280,540,1700,2,25,97,120,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
2324,KERALA,28,28,5.3,5.3,85,85,BDL,BDL,BDL,BDL,12,12,20,20,BDL,BDL,54,54,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
2327,KERALA,28,30,7.2,7.5,795,967,1.2,1.8,1.3,4.46,BDL,BDL,BDL,200,BDL,BDL,484,586,0.49,0.5,-,-,,,,,,,,,,,,,,,,,,,,
3463,KERALA,24,26,6,6.6,79,112,BDL,BDL,BDL,4.55,48,110,79,170,BDL,41,45,69,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
3472,KERALA,26,27,7.1,7.8,302,14800,BDL,BDL,BDL,BDL,10,140,49,170,BDL,BDL,186,10610,BDL,0.41,-,-,,,,,,,,,,,,,,,,,,,,
3474,KERALA,26,28,6.4,6.9,93,143,BDL,1.1,BDL,BDL,20,40,120,130,BDL,BDL,61,86,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
3475,KERALA,26,26,5,5.4,108,195,BDL,1.1,BDL,BDL,40,79,110,310,BDL,10,68,112,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1402,LAKSHADWEEP,31.1,31.1,7,7,833,833,-,-,-,-,-,-,-,-,-,-,558.1,558.1,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1593,LAKSHADWEEP,32,32,7.3,7.3,957,957,-,-,-,-,-,-,-,-,-,-,641.2,641.2,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1594,LAKSHADWEEP,31.6,31.6,6.9,6.9,1430,1430,-,-,-,-,-,-,-,-,-,-,958.1,958.1,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1595,LAKSHADWEEP,31.6,31.6,7.1,7.1,961,961,-,-,-,-,-,-,-,-,-,-,643.9,643.9,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1596,LAKSHADWEEP,30.6,30.6,7.1,7.1,704,704,-,-,-,-,-,-,-,-,-,-,471.7,471.7,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1597,LAKSHADWEEP,30.8,30.8,7.8,7.8,808,808,-,-,-,-,-,-,-,-,-,-,541.4,541.4,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1598,LAKSHADWEEP,30.6,30.6,7,7,820,820,-,-,-,-,-,-,-,-,-,-,549.4,549.4,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1599,LAKSHADWEEP,31.1,31.1,7,7,796,796,-,-,-,-,-,-,-,-,-,-,533.3,533.3,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1600,LAKSHADWEEP,31.3,31.3,6.9,6.9,901,901,-,-,-,-,-,-,-,-,-,-,603.7,603.7,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1601,LAKSHADWEEP,30,30,7,7,940,940,-,-,-,-,-,-,-,-,-,-,629.8,629.8,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1602,LAKSHADWEEP,30.7,30.7,7.3,7.3,817,817,-,-,-,-,-,-,-,-,-,-,547.4,547.4,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1603,LAKSHADWEEP,30.5,30.5,7.1,7.1,1900,1900,-,-,-,-,-,-,-,-,-,-,1273,1273,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1604,LAKSHADWEEP,30.3,30.3,7,7,3780,3780,-,-,-,-,-,-,-,-,-,-,2532.6,2532.6,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1605,LAKSHADWEEP,30.5,30.5,7.4,7.4,1206,1206,-,-,-,-,-,-,-,-,-,-,808,808,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1606,LAKSHADWEEP,31.1,31.1,7.4,7.4,559,559,-,-,-,-,-,-,-,-,-,-,374.5,374.5,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4548,LAKSHADWEEP,30,30,7.2,7.2,1256,1256,-,-,-,-,-,-,-,-,-,-,841.5,841.5,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4549,LAKSHADWEEP,30.4,30.4,7.3,7.3,822,822,-,-,-,-,-,-,-,-,-,-,550.7,550.7,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4550,LAKSHADWEEP,30.2,30.2,7.4,7.4,2640,2640,-,-,-,-,-,-,-,-,-,-,1768.8,1768.8,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4551,LAKSHADWEEP,31.6,31.6,7.5,7.5,1390,1390,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4552,LAKSHADWEEP,30.9,30.9,7.7,7.7,1310,1310,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4553,LAKSHADWEEP,31.4,31.4,7.3,7.3,805,805,-,-,-,-,-,-,-,-,-,-,539.4,539.4,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4554,LAKSHADWEEP,31.2,31.2,7.7,7.7,1008,1008,-,-,-,-,-,-,-,-,-,-,675.4,675.4,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4555,LAKSHADWEEP,30.7,30.7,8,8,1371,1371,-,-,-,-,-,-,-,-,-,-,918.6,918.6,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4556,LAKSHADWEEP,31,31,7.7,7.7,768,768,-,-,-,-,-,-,-,-,-,-,514.6,514.6,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4558,LAKSHADWEEP,28.8,28.8,7.4,7.4,893,1083,-,-,-,-,-,-,-,-,-,-,581,704,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4559,LAKSHADWEEP,28.8,28.8,7.6,7.6,1489,2350,-,-,-,-,-,-,-,-,-,-,968,1528,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4560,LAKSHADWEEP,28.8,28.8,7.4,7.4,2150,4280,-,-,-,-,-,-,-,-,-,-,1398,2782,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4561,LAKSHADWEEP,28.9,28.9,7.1,7.1,1663,1681,-,-,-,-,-,-,-,-,-,-,1081,1093,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4562,LAKSHADWEEP,28.6,28.6,7.5,7.5,795,1328,-,-,-,-,-,-,-,-,-,-,517,863,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4563,LAKSHADWEEP,28.3,28.3,7.2,7.2,940,1170,-,-,-,-,-,-,-,-,-,-,611,761,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4564,LAKSHADWEEP,28.9,28.9,7.3,7.3,790,1792,-,-,-,-,-,-,-,-,-,-,370,1165,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4565,LAKSHADWEEP,28.9,28.9,7.1,7.1,826,1602,-,-,-,-,-,-,-,-,-,-,537,1041,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4566,LAKSHADWEEP,28.5,28.5,7.2,7.2,1103,1498,-,-,-,-,-,-,-,-,-,-,717,974,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4567,LAKSHADWEEP,29.1,29.1,7.2,7.2,628,999,-,-,-,-,-,-,-,-,-,-,408,974,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4569,LAKSHADWEEP,28.6,28.6,7.2,7.2,874,1498,-,-,-,-,-,-,-,-,-,-,568,974,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4570,LAKSHADWEEP,28.9,28.9,6.9,6.9,886,1190,-,-,-,-,-,-,-,-,-,-,576,774,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4571,LAKSHADWEEP,28.9,28.9,7.3,7.3,2970,2970,-,-,-,-,-,-,-,-,-,-,1931,1931,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4572,LAKSHADWEEP,29.1,29.1,7.4,7.4,795,982,-,-,-,-,-,-,-,-,-,-,517,638,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4573,LAKSHADWEEP,28.9,28.9,7.5,7.5,748,1095,-,-,-,-,-,-,-,-,-,-,486,712,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4574,LAKSHADWEEP,29.5,29.5,7.3,7.3,810,820,-,-,-,-,-,-,-,-,-,-,527,533,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4575,LAKSHADWEEP,-,-,-,-,1079,1079,-,-,-,-,-,-,-,-,-,-,701,701,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4576,LAKSHADWEEP,29.2,29.2,7.3,7.3,766,1402,-,-,-,-,-,-,-,-,-,-,498,911,-,-,-,-,,,,,,,,,,,,,,,,,,,,
52,MADHYA PRADESH,23,23,7.6,7.6,971,971,BDL,BDL,4.214,4.214,BDL,BDL,3,3,-,-,602,602,0.68,0.68,-,-,,,,,,,,,,,,,,,,,,,,
1618,MADHYA PRADESH,25,25,7.2,7.2,880,880,-,-,1.8,1.8,2,2,13,13,-,-,588,588,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1619,MADHYA PRADESH,24,26,7.1,7.6,414,780,-,-,0.6,0.82,2,2,10,12,-,-,264,438,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1897,MADHYA PRADESH,23,23,7.7,7.7,920,920,BDL,BDL,3.924,3.924,BDL,BDL,3,3,-,-,560,560,0.73,0.73,-,-,,,,,,,,,,,,,,,,,,,,
2143,"MADHYA
PRADESH",22.2,23,7.3,7.6,360,658,BDL,BDL,-,-,BDL,BDL,BDL,BDL,-,-,272,558,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2144,"MADHYA
PRADESH",21,22,7.5,7.5,250,360,BDL,BDL,-,-,BDL,BDL,BDL,BDL,-,-,356,372,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2147,MADHYA PRADESH,26,26,7.1,7.1,-,-,BDL,BDL,4.26,4.26,-,-,-,-,-,-,2424,2424,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2148,MADHYA PRADESH,-,-,7.8,7.8,3344,3344,1.6,1.6,8.006,8.006,-,-,-,-,-,-,2342,2342,0.41,0.41,-,-,,,,,,,,,,,,,,,,,,,,
2149,MADHYA PRADESH,27,27,7.1,7.4,1304,1304,1.2,1.6,3.64,7.171,-,-,-,-,-,-,1150,1968,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2150,MADHYA PRADESH,23,24.5,7.5,7.6,1440,1444,BDL,BDL,3.224,5.49,BDL,BDL,3,9,-,-,996,1008,0.67,0.78,-,-,,,,,,,,,,,,,,,,,,,,
2151,MADHYA PRADESH,23,24.5,7.8,8,2023,3675,1.3,1.6,4.816,6.114,BDL,BDL,8,12,-,-,1287,2672,0.92,1.04,-,-,,,,,,,,,,,,,,,,,,,,
2152,MADHYA PRADESH,23,24.8,7.2,7.4,2175,3202,BDL,1.2,3.63,3.839,BDL,BDL,9,92,-,-,1408,1610,1.01,1.08,-,-,,,,,,,,,,,,,,,,,,,,
2154,"MADHYA
PRADESH",23,26,7.5,7.9,1164,1420,-,-,0.4,0.8,-,-,-,-,-,-,746,1158,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3332,MADHYA PRADESH,24,24,7.8,7.8,1260,1260,BDL,1.6,4.261,4.96,-,-,-,-,-,-,888,1216,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3334,MADHYA PRADESH,29,29,7.7,7.7,-,-,1.2,1.2,2.2,2.2,3,3,11,11,-,-,545,545,0.6,0.6,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3335,MADHYA PRADESH,21,22.3,7.2,7.5,360,629,BDL,BDL,-,-,BDL,BDL,BDL,BDL,-,-,354,534,0.36,0.36,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3336,MADHYA PRADESH,28,28,7.7,7.7,793,793,1.4,1.4,2.2,2.2,3,3,11,11,-,-,588,588,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3337,MADHYA PRADESH,22,22.2,7.3,8.7,290,1166,BDL,1.9,0.4,0.4,BDL,BDL,BDL,BDL,-,-,120,935,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3338,MADHYA PRADESH,24,26,7.1,7.2,1009,1012,-,-,0.68,0.8,2,2,8,14,-,-,646,648,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3339,MADHYA PRADESH,23,24.5,7.2,7.5,1014,1521,BDL,BDL,3.79,6.969,BDL,BDL,9,35,-,-,654,806,0.48,0.82,-,-,,,,,,,,,,,,,,,,,,,,
3340,MADHYA PRADESH,23,24,6.9,7.3,1797,2398,BDL,BDL,3.199,6.68,BDL,BDL,3,6,-,-,1076,1678,0.62,1.02,-,-,,,,,,,,,,,,,,,,,,,,
3341,MADHYA PRADESH,23,24,7.8,7.8,790,1486,BDL,BDL,2.282,4.076,BDL,BDL,3,93,-,-,465,1038,0.38,0.71,-,-,,,,,,,,,,,,,,,,,,,,
3342,MADHYA PRADESH,23,25,7.5,7.6,432,551,BDL,BDL,2.612,3.146,BDL,BDL,BDL,9,-,-,270,385,0.67,0.88,-,-,,,,,,,,,,,,,,,,,,,,
3343,MADHYA PRADESH,26,26.5,7.1,7.9,1480,1615,BDL,1.3,2.807,6.92,BDL,2,12,14,-,-,123,1406,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3344,MADHYA PRADESH,27.5,27.6,7.8,7.9,589,642,BDL,BDL,0.682,84,BDL,BDL,18,18,BDL,BDL,401,416,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3345,"MADHYA
PRADESH",27.5,27.8,7.8,7.8,512,543,BDL,BDL,0.64,0.75,BDL,BDL,18,18,BDL,BDL,388,403,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3822,MADHYA PRADESH,21.7,23,7,7.6,460,460,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,-,-,339,440,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3823,MADHYA PRADESH,21,22.3,7.3,7.3,290,1409,BDL,BDL,BDL,0.49,BDL,BDL,BDL,BDL,-,-,200,1128,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3824,MADHYA PRADESH,22,22,7.4,7.5,280,380,BDL,BDL,0.5,0.5,BDL,BDL,BDL,BDL,-,-,200,398,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3825,"MADHYA
PRADESH",22,22,7,8.9,390,1180,BDL,BDL,-,-,BDL,BDL,BDL,BDL,-,-,284,1084,0.4,0.4,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3826,MADHYA PRADESH,22,22.1,7.3,8.7,250,1068,BDL,BDL,-,-,BDL,BDL,BDL,BDL,-,-,170,989,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3827,MADHYA PRADESH,21,22,7.6,7.6,350,390,-,-,-,-,BDL,BDL,BDL,BDL,-,-,284,348,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3837,MADHYA PRADESH,29,29,7.5,7.5,550,550,-,-,1.5,1.5,-,-,-,-,-,-,368,368,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3838,MADHYA PRADESH,28,28,7.5,7.5,660,660,-,-,0.6,0.6,-,-,-,-,-,-,442,442,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3839,MADHYA PRADESH,28,28,7.5,7.5,710,710,-,-,BDL,BDL,-,-,-,-,-,-,475,475,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3840,MADHYA PRADESH,29,29,7.5,7.5,260,260,-,-,BDL,BDL,-,-,-,-,-,-,174,174,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3841,MADHYA PRADESH,29,29,7.5,7.5,400,400,-,-,2.5,2.5,-,-,-,-,-,-,268,268,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3842,MADHYA PRADESH,29,29,7.5,7.5,410,410,-,-,BDL,BDL,-,-,-,-,-,-,273,273,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3843,MADHYA PRADESH,29,29,7.5,7.5,420,420,-,-,BDL,BDL,-,-,-,-,-,-,281,281,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3844,MADHYA PRADESH,29,29,7.5,7.5,440,440,-,-,1.4,1.4,-,-,-,-,-,-,294,294,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3854,MADHYA PRADESH,26,27,7,7.2,1263,1368,BDL,1.2,3.905,6.42,BDL,2,8,10,-,-,996,1234,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4618,MADHYA PRADESH,22.2,22.2,7.3,8.6,592,1738,-,-,-,-,BDL,BDL,BDL,BDL,-,-,480,1217,-,-,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4630,MADHYA PRADESH,29,29,7.7,7.7,-,-,BDL,BDL,2.2,2.2,3,3,11,11,-,-,544,544,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
1634,MEGHALAYA,16.1,22,5.8,6.1,170,191,1.4,1.5,7.21,9.41,2,4,31,39,-,-,117,132,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1635,MEGHALAYA,17.2,22,5.4,5.7,265,273,1.5,1.8,13.11,16.61,BDL,BDL,BDL,17,-,-,183,188,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1636,MEGHALAYA,18,18,6,6.2,159,168,1.6,1.7,1.96,2.21,BDL,BDL,9,11,-,-,110,116,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1637,MEGHALAYA,19.1,24.2,5.4,5.6,115,125,BDL,BDL,3.01,3.61,BDL,BDL,BDL,11,-,-,79,86,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1638,MEGHALAYA,14,21.2,5.5,5.6,151,168,BDL,1.1,7.6,9.68,BDL,BDL,BDL,BDL,-,-,104,116,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3385,MEGHALAYA,6.7,19.1,6.6,6.7,50,57,1.3,1.6,4.87,7.31,BDL,BDL,4,12,-,-,34,39,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3386,MEGHALAYA,42.5,44.5,9,9.5,312,335,BDL,BDL,0.76,0.81,BDL,BDL,BDL,BDL,-,-,215,231,BDL,23.6,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4323,MEGHALAYA,16,17.1,7.2,7.4,145,158,1.4,1.5,0.58,0.62,BDL,BDL,BDL,BDL,-,-,108,109,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4324,MEGHALAYA,16.5,18.1,5.2,5.4,119,123,1.1,1.3,BDL,0.52,BDL,BDL,BDL,BDL,-,-,85,88,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4325,MEGHALAYA,16.5,18.2,5,5.2,97,110,1.3,1.6,BDL,0.37,BDL,BDL,BDL,BDL,-,-,67,71,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4904,MEGHALAYA,17,22,6.5,6.6,102,108,1.5,1.6,2.96,3.31,BDL,22,21,22,-,-,70,74,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4905,MEGHALAYA,17.4,24,6,6.5,110,128,1.6,1.7,7.17,10.5,9,79,120,240,-,-,65,76,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4906,MEGHALAYA,17,22,5,5.2,92,110,BDL,1.2,0.37,2.21,BDL,4,12,42,-,-,63,76,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2054,MIZORAM,15,24,4.8,7.2,381,649,BDL,1.5,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2055,MIZORAM,15,21,6,6.6,414,614,BDL,1.9,BDL,0.35,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3725,MIZORAM,15,23,6.8,7.4,240,335,BDL,2,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3726,MIZORAM,14,27,5,7.2,303,607,BDL,2,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3727,MIZORAM,16,21,5,7.4,170,374,BDL,1.2,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3728,MIZORAM,15,23,6.3,7.5,BDL,282,1.2,2,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3729,MIZORAM,21,21,6.2,6.2,185,185,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3730,MIZORAM,20,21,6.3,6.3,100,159,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3731,MIZORAM,21,22,6.4,6.9,78,555,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3732,MIZORAM,21,21,6,6,504,504,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3733,MIZORAM,20,21,5.9,6.5,254,255,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3737,MIZORAM,16,25,6.1,6.8,220,3556,1.4,1.4,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3738,MIZORAM,18,24,6,7.4,66,100,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3739,MIZORAM,24,24,7,7,329,364,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3741,MIZORAM,18,24,5.8,7.6,BDL,314,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3742,MIZORAM,24,24,7,7,93,93,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3745,MIZORAM,11,19,5.6,7,39,321,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3748,MIZORAM,16,19,5.1,7.5,60,679,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3753,MIZORAM,16,27,6,7.3,43,227,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
3758,MIZORAM,19,20,6.8,7,238,502,1.1,1.1,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4124,MIZORAM,16,26,5.4,7,225,481,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4126,MIZORAM,9,20,4.5,8.3,112,223,BDL,1.2,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4127,MIZORAM,11,18,5.6,7.7,145,423,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4129,MIZORAM,19,28,7,8.4,BDL,248,-,-,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
4133,MIZORAM,14,24,5.7,8.5,BDL,250,BDL,1.9,BDL,BDL,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2896,NAGALAND,18,20.1,6.6,6.7,180,340,-,-,11,12.1,-,-,-,-,-,-,13,169.5,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2897,NAGALAND,21.6,24,6.7,6.8,216,280,-,-,1,1.3,-,-,-,-,-,-,11,125,BDL,0.9,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2898,NAGALAND,22.1,25,5.6,5.6,158,160,-,-,3.2,3.4,-,-,-,-,-,-,80.1,80.1,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2899,NAGALAND,25.5,26,7.1,7.5,230,250,-,-,0.9,1.2,-,-,-,-,-,-,115,124.9,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2900,NAGALAND,25,26.7,6.2,6.2,220,236,-,-,6,8,-,-,-,-,-,-,110,118,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2901,NAGALAND,26,28.4,6,6.7,290,310,-,-,2.2,2.8,-,-,-,-,-,-,145,155,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2902,NAGALAND,25,26.3,7.2,8.4,328,360,-,-,0.8,1.1,-,-,-,-,-,-,164,180,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2903,NAGALAND,26,26.7,7.3,7.6,796,820,-,-,7.5,13,-,-,-,-,-,-,398,410,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
2904,NAGALAND,26.2,26.4,6,7.3,270,724,BDL,BDL,2.1,13.8,-,-,-,-,-,-,86,362,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
