STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,TOTAL_DISSOLVED_SOLIDS_Min,TOTAL_DISSOLVED_SOLIDS_Max,FLUORIDE_Min,FLUORIDE_Max,ARSENIC_Min,ARSENIC_Max
4303,ASSAM,26.0,29.0,7.2,7.6,290,350,1.7,2.0,0.70,0.80,2,2,2,2,166,190,0.3,0.3,-,-
2246,ASSAM,22.0,22.0,7.1,7.1,247,247,2.3,2.3,0.80,0.80,-,-,-,-,144,144,0.3,0.3,-,-
2247,ASSAM,22.0,22.0,7.3,7.3,260,260,2.2,2.2,0.70,0.70,-,-,-,-,150,150,0.3,0.3,-,-
2249,ASSAM,24.0,24.0,7.4,7.4,195,195,2.1,2.1,0.90,0.90,2,2,2,2,114,114,0.3,0.3,0.001,0.001
4003,ASSAM,25.0,26.0,7.0,7.4,170,288,2.2,2.3,0.90,1.00,2,2,2,2,101,164,0.3,0.3,0.001,0.001
3771,ASSAM,24.0,30.0,7.9,7.9,402,422,2.4,2.4,0.80,1.00,2,2,2,2,224,236,0.3,0.3,0.010,0.010
2264,ASSAM,23.0,24.0,6.8,7.7,180,360,2.0,2.5,0.70,0.90,2,2,2,2,114,198,0.3,0.3,0.010,0.010
3805,ASSAM,23.0,25.0,7.0,7.3,240,286,2.2,2.2,0.70,0.70,2,2,2,2,140,160,0.3,0.3,0.010,0.010
1536,ASSAM,27.0,36.0,7.4,7.6,302,308,2.2,2.3,0.80,0.80,2,2,2,2,170,170,0.3,0.6,0.010,0.010
2255,ASSAM,28.0,31.0,7.4,7.4,338,342,2.2,2.5,0.80,1.10,2,2,2,2,186,190,0.3,0.3,0.010,0.010
3770,ASSAM,25.0,27.0,6.8,6.9,233,238,2.2,2.2,0.70,0.80,2,2,2,2,134,136,0.3,0.3,0.010,0.010
3790,ASSAM,22.0,22.0,7.2,7.2,205,205,2.1,2.1,0.80,0.80,-,-,-,-,120,120,0.3,0.3,-,-
2252,ASSAM,27.0,29.0,7.9,8.0,390,392,2.2,2.8,1.10,1.40,2,2,2,2,214,218,0.4,0.6,0.010,0.010
3762,ASSAM,25.0,26.0,7.2,7.2,270,303,2.0,2.2,0.70,0.80,2,2,2,2,156,170,0.3,0.3,0.001,0.001
4339,ASSAM,26.0,26.0,7.4,7.4,265,265,2.4,2.4,0.90,0.90,-,-,-,-,154,154,0.3,0.3,-,-
4330,ASSAM,20.0,20.0,7.5,7.5,91,91,2.0,2.0,0.60,0.60,-,-,-,-,62,62,0.3,0.3,-,-
3794,ASSAM,26.0,26.0,7.4,7.6,363,371,2.3,2.4,0.80,0.80,2,2,2,2,198,210,0.3,0.3,0.010,0.010
3793,ASSAM,27.0,28.0,6.8,7.0,348,355,2.2,2.4,0.90,0.90,2,2,2,2,202,210,0.3,0.3,0.010,0.010
3795,ASSAM,26.0,27.0,7.3,7.3,388,394,2.2,2.5,0.80,1.00,2,2,2,2,210,218,0.2,0.3,0.010,0.010
1830,BIHAR,24.0,24.0,7.3,7.3,927,927,-,-,2.79,2.79,-,-,-,-,594,594,0.2,0.2,-,-
1826,BIHAR,25.0,26.0,7.4,7.7,430,491,-,-,0.50,3.42,23,1600,23,1600,284,298,0.2,0.3,-,-
1825,BIHAR,21.0,28.0,7.3,7.5,435,453,-,-,0.30,3.52,-,-,-,-,286,296,0.2,0.3,-,-
1829,BIHAR,25.0,28.0,7.4,7.6,410,509,-,-,0.30,2.83,5,920,9,920,284,336,0.2,0.3,-,-
1828,BIHAR,26.0,30.0,7.4,7.5,448,528,-,-,0.40,2.77,2,12,2,23,292,334,0.2,0.4,-,-
1831,BIHAR,24.0,24.0,7.5,7.5,641,641,-,-,2.58,2.58,7,7,16,16,416,416,0.2,0.2,-,-
1844,BIHAR,26.0,26.0,7.0,7.0,1160,1160,-,-,0.34,0.34,9,9,16,16,742,742,0.3,0.3,-,-
3139,BIHAR,28.0,28.0,7.6,7.6,296,296,-,-,2.39,2.39,-,-,-,-,192,192,0.2,0.2,-,-
3138,BIHAR,23.0,26.0,7.0,7.7,731,765,-,-,3.37,3.40,350,350,920,920,482,482,0.3,0.3,-,-
3143,BIHAR,25.0,25.0,7.6,7.6,345,345,-,-,0.30,0.30,-,-,-,-,218,218,0.2,0.2,-,-
3144,BIHAR,20.0,22.0,7.4,7.5,727,934,-,-,0.30,3.48,23,23,33,33,478,540,0.2,0.3,-,-
1837,BIHAR,21.0,21.0,7.7,7.7,828,828,-,-,0.30,0.30,23,23,23,23,544,544,0.2,0.2,-,-
3140,BIHAR,25.0,25.0,7.2,7.2,968,968,-,-,0.39,0.39,23,23,23,23,636,636,0.2,0.2,-,-
3142,BIHAR,22.0,22.0,7.9,7.9,383,383,-,-,0.30,0.30,23,23,23,23,250,250,0.2,0.2,-,-
3141,BIHAR,20.0,20.0,7.7,7.7,785,785,-,-,4.82,4.82,23,23,23,23,524,524,0.3,0.3,-,-
3145,BIHAR,20.0,20.0,7.4,7.4,238,238,-,-,1.12,1.12,23,23,23,23,156,156,0.2,0.2,-,-
3146,BIHAR,25.0,27.0,7.8,8.0,407,464,-,-,0.60,0.62,35000,35000,35000,35000,270,314,0.2,0.3,-,-
3148,BIHAR,20.0,20.0,7.0,7.0,877,877,-,-,0.30,0.30,-,-,-,-,574,574,0.2,0.2,-,-
3147,BIHAR,20.0,24.0,7.2,7.4,383,402,-,-,0.30,2.10,23,23,23,23,236,268,0.2,0.3,-,-
3161,BIHAR,25.0,26.0,7.6,8.1,810,1120,-,-,1.80,2.39,33,33,49,49,526,732,0.2,0.3,-,-
3149,BIHAR,22.0,22.0,7.9,7.9,571,571,-,-,0.36,0.36,23,23,23,23,378,378,0.2,0.2,-,-
3150,BIHAR,24.0,24.0,7.2,7.2,773,775,-,-,0.50,2.24,-,-,-,-,498,502,0.2,0.2,-,-
3151,BIHAR,23.0,23.0,7.8,7.8,1040,1040,-,-,0.98,0.98,23,23,23,23,732,732,0.3,0.3,-,-
3152,BIHAR,24.0,24.0,7.9,7.9,232,232,-,-,0.30,0.30,23,23,23,23,154,154,0.2,0.2,-,-
2593,BIHAR,21.0,21.0,7.2,7.2,1280,1280,-,-,2.57,2.57,23,23,23,23,908,908,0.2,0.2,-,-
3153,BIHAR,22.0,22.0,7.5,7.5,1110,1110,-,-,4.37,4.37,23,23,23,23,780,780,0.2,0.2,-,-
3154,BIHAR,24.0,24.0,7.4,7.4,935,935,-,-,0.30,0.30,23,23,23,23,612,612,0.2,0.2,-,-
3160,BIHAR,25.0,25.0,7.9,7.9,269,269,-,-,0.30,0.30,23,23,23,23,172,172,0.2,0.2,-,-
2594,BIHAR,25.0,26.0,7.2,8.6,843,958,-,-,1.80,6.12,23,23,23,23,542,628,0.2,0.3,-,-
2595,BIHAR,22.0,22.0,7.2,8.3,728,927,-,-,0.30,2.20,5,350,7,540,468,634,0.2,0.3,-,-
3156,BIHAR,22.0,22.0,6.7,7.0,1090,1670,-,-,0.30,2.40,7,7,9,9,724,1098,0.2,0.4,-,-
3159,BIHAR,25.0,27.0,6.8,7.2,568,858,-,-,1.00,2.68,-,-,-,-,368,566,0.2,0.3,-,-
3158,BIHAR,20.0,20.0,7.6,7.6,299,299,-,-,0.30,0.30,23,23,23,23,194,194,0.2,0.2,-,-
2596,BIHAR,24.0,25.0,7.7,7.9,264,321,-,-,0.40,5.59,23,23,23,23,172,214,0.2,0.2,-,-
2597,BIHAR,24.0,24.0,7.3,7.3,448,448,-,-,0.30,0.30,23,23,23,23,292,292,0.2,0.2,-,-
3157,BIHAR,21.0,23.0,6.9,6.9,1120,1370,-,-,0.30,0.30,16,16,23,130,718,902,0.2,0.3,-,-
3155,BIHAR,25.0,27.0,7.5,8.0,643,839,-,-,1.70,4.60,-,-,-,-,424,558,0.2,0.2,-,-
1827,BIHAR,26.0,27.0,7.5,7.7,439,472,-,-,0.50,3.11,2,23,2,23,298,310,0.2,0.3,-,-
1838,BIHAR,20.0,20.0,7.1,7.1,1030,1030,-,-,0.30,0.30,12,12,23,23,678,678,0.2,0.2,-,-
2600,BIHAR,22.0,23.0,7.0,7.1,997,1630,-,-,0.30,4.82,23,23,23,23,658,1072,0.2,0.2,-,-
3162,BIHAR,23.0,23.0,7.1,7.1,583,583,-,-,5.53,5.53,23,23,23,23,374,374,0.2,0.2,-,-
1832,BIHAR,26.0,26.0,7.2,7.6,698,1130,-,-,1.40,2.25,5,23,5,23,460,738,0.2,0.2,-,-
1833,BIHAR,26.0,27.0,6.8,7.3,261,882,-,-,1.40,1.63,-,-,-,-,166,574,0.2,0.2,-,-
2583,BIHAR,28.0,28.0,7.1,7.1,1620,1620,-,-,1.62,1.62,23,23,23,23,1018,1018,0.2,0.2,-,-
2586,BIHAR,25.0,26.0,7.4,8.0,286,609,-,-,1.90,3.46,-,-,-,-,182,392,0.2,0.2,-,-
2590,BIHAR,21.0,21.0,7.1,7.2,471,532,-,-,0.30,1.80,23,23,23,23,310,350,0.2,0.3,-,-
2577,BIHAR,28.0,29.0,7.4,7.4,227,795,-,-,1.50,3.07,5,5,5,7,142,612,0.2,0.3,-,-
2588,BIHAR,25.0,25.0,7.6,7.7,784,810,-,-,1.70,3.07,23,23,23,23,504,532,0.2,0.2,-,-
2582,BIHAR,20.0,20.0,8.1,8.1,352,352,-,-,0.30,0.30,7,7,7,7,228,228,0.2,0.2,-,-
2581,BIHAR,21.0,25.0,7.4,7.9,273,445,-,-,0.30,1.90,23,23,49,49,186,294,0.2,0.3,-,-
2578,BIHAR,23.0,26.0,6.9,7.3,1011,1300,-,-,1.95,5.60,23,23,23,23,664,874,0.2,0.3,-,-
2584,BIHAR,27.0,27.0,7.2,7.2,1170,1170,-,-,5.30,5.30,23,23,23,23,758,758,0.2,0.2,-,-
2580,BIHAR,22.0,22.0,7.1,7.1,1330,1330,-,-,2.85,2.85,23,23,23,23,898,898,0.2,0.2,-,-
1839,BIHAR,21.0,27.0,7.4,7.9,247,399,-,-,0.30,2.68,23,79,23,79,160,266,0.2,0.3,-,-
1836,BIHAR,21.0,21.0,7.2,7.2,257,257,-,-,0.30,0.30,-,-,-,-,172,172,0.2,0.2,-,-
1835,BIHAR,26.0,27.0,7.1,7.5,470,788,-,-,1.50,5.14,27,27,27,27,306,520,0.2,0.2,-,-
2589,BIHAR,25.0,27.0,7.3,8.6,535,748,-,-,1.60,3.42,5,5,7,7,364,492,0.2,0.2,-,-
1834,BIHAR,26.0,28.0,7.4,7.7,425,912,-,-,1.80,2.39,23,23,23,23,272,598,0.2,0.3,-,-
2587,BIHAR,26.0,28.0,7.2,7.9,767,800,-,-,1.80,3.35,23,23,2,23,12,520,0.2,0.2,-,-
1843,BIHAR,25.0,25.0,7.3,7.3,486,486,-,-,1.14,1.14,23,23,23,23,326,326,0.2,0.2,-,-
2591,BIHAR,21.0,21.0,7.1,7.1,1440,1440,-,-,2.59,2.59,-,-,-,-,1002,1002,0.2,0.2,-,-
2585,BIHAR,25.0,25.0,7.8,7.8,944,944,-,-,5.34,5.34,23,23,23,23,648,648,0.2,0.2,-,-
1840,BIHAR,24.0,24.0,8.2,8.2,312,312,-,-,0.30,0.30,12,12,23,23,202,202,0.2,0.2,-,-
1842,BIHAR,21.0,21.0,8.7,8.7,480,480,-,-,5.12,5.12,-,-,-,-,322,322,0.2,0.2,-,-
1841,BIHAR,24.0,24.0,7.0,7.0,1120,1120,-,-,0.75,0.75,23,23,23,23,732,732,0.2,0.2,-,-
2579,BIHAR,20.0,24.0,6.7,7.2,729,907,-,-,1.50,1.84,-,-,-,-,502,598,0.2,0.2,-,-
2592,BIHAR,24.0,24.0,7.8,7.8,2080,2080,-,-,5.69,5.69,5,5,9,9,1476,1476,0.2,0.2,-,-
2598,BIHAR,21.0,21.0,7.9,7.9,241,241,-,-,0.30,0.30,23,23,23,23,160,160,0.2,0.2,-,-
2599,BIHAR,20.0,20.0,7.9,7.9,735,735,-,-,0.88,0.88,7,7,9,9,482,482,0.2,0.2,-,-
2045,CHANDIGARH,24.9,26.4,7.1,7.2,714,804,1.0,1.2,4.90,8.40,2,2,33,41,390,518,0.3,0.7,0.001,0.001
2044,CHANDIGARH,25.0,26.3,7.0,7.3,566,1042,1.0,1.2,2.70,4.40,2,2,33,79,426,568,0.2,0.2,0.001,0.001
2043,CHANDIGARH,25.0,26.4,7.2,7.4,896,909,1.0,1.5,2.20,3.80,2,5,49,49,430,570,0.3,0.3,0.001,0.001
2039,CHANDIGARH,25.0,26.3,7.2,7.3,505,550,1.0,1.0,4.10,7.20,2,2,26,49,306,380,0.2,0.2,0.001,0.001
2040,CHANDIGARH,24.9,26.2,7.0,7.1,694,731,1.0,1.5,2.70,3.80,2,2,23,27,356,494,0.4,0.5,0.001,0.001
2041,CHANDIGARH,24.7,26.1,7.0,7.0,835,857,1.0,1.0,3.00,4.20,2,2,22,79,442,442,0.2,0.3,0.001,0.001
2042,CHANDIGARH,25.0,26.6,7.0,7.3,606,637,1.0,1.0,1.80,2.90,2,2,17,40,312,404,0.9,0.9,0.001,0.001
3174,CHHATTISGARH,26.2,26.2,7.1,7.3,1502,3102,1.0,1.0,1.05,1.05,2,2,2,2,92,236,-,-,-,-
3173,CHHATTISGARH,26.0,26.1,7.1,7.2,4682,46272,1.0,1.0,0.74,0.74,2,2,2,2,226,315,-,-,-,-
3172,CHHATTISGARH,26.2,26.2,6.6,7.2,3735,6061,1.0,1.0,0.42,0.87,2,2,2,2,232,266,-,-,-,-
1623,CHHATTISGARH,27.4,27.4,7.5,7.5,378,378,-,-,0.30,0.30,-,-,-,-,310,310,-,-,-,-
1622,CHHATTISGARH,27.3,27.3,7.4,7.4,348,348,-,-,0.30,0.30,2,2,2,2,248,248,-,-,-,-
1620,CHHATTISGARH,28.0,28.0,7.3,7.5,254,258,-,-,-,-,-,-,-,-,184,198,-,-,-,-
1621,CHHATTISGARH,22.0,28.0,7.3,7.4,255,262,-,-,-,-,-,-,-,-,187,196,-,-,-,-
3171,CHHATTISGARH,22.0,28.0,7.2,7.5,-,-,4.0,8.0,0.60,0.60,-,-,-,-,140,160,-,-,-,-
2448,"DAMAN AND DIU, DADRA AND
NAGAR HAVELI",27.2,29.2,7.1,7.2,437,443,1.0,1.0,3.64,3.80,22,23,48,52,279,294,0.2,0.2,0.010,0.010
1440,"DAMAN AND DIU,
DADRA AND NAGAR HAVELI",28.1,28.3,6.7,7.1,814,835,1.0,1.0,3.67,3.90,2,2,2,10,570,590,0.3,0.4,0.010,0.010
2454,"DAMAN AND DIU,
DADRA AND NAGAR HAVELI",28.2,28.6,7.1,7.3,563,603,1.0,1.0,0.31,0.33,2,2,7,7,383,391,0.8,0.9,0.010,0.010
2451,"DAMAN AND DIU, DADRA AND
NAGAR HAVELI",28.4,29.1,7.0,7.1,1120,1324,1.0,1.0,1.67,1.78,2,2,6,8,790,823,0.3,0.4,0.010,0.010
2450,"DAMAN AND DIU, DADRA AND
NAGAR HAVELI",27.5,28.3,7.2,7.3,683,809,1.0,1.0,1.97,2.00,2,2,6,7,465,495,0.6,0.6,0.010,0.010
2457,"DAMAN AND DIU, DADRA AND
NAGAR HAVELI",27.2,27.3,7.1,7.3,391,409,1.0,1.0,1.05,1.10,2,2,6,6,278,322,0.4,0.6,0.010,0.010
2452,"DAMAN AND DIU, DADRA AND
NAGAR HAVELI",28.6,29.3,7.1,7.4,435,457,1.0,1.0,3.57,3.63,9,11,24,25,275,303,0.2,0.2,0.010,0.010
