STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,TOTAL_DISSOLVED_SOLIDS_Min,TOTAL_DISSOLVED_SOLIDS_Max,FLUORIDE_Min,FLUORIDE_Max,ARSENIC_Min,ARSENIC_Max
2453,"DAMAN AND DIU, DADRA AND
NAGAR HAVELI",29.1,29.4,6.8,6.9,483,495,1.0,1.0,2.31,2.48,7,10,10,12,322,337,0.3,0.4,0.010,0.010
2456,"DAMAN AND DIU,
DADRA AND NAGAR HAVELI",27.5,27.7,7.1,7.2,2832,2880,1.0,1.0,3.87,5.96,2,2,4,4,1917,1931,0.7,0.8,0.010,0.010
2449,"DAMAN AND DIU, DADRA AND
NAGAR HAVELI",28.4,28.8,7.5,7.7,1990,2195,1.0,1.0,1.63,1.89,2,2,6,8,1224,1385,0.4,0.4,0.010,0.010
2458,"DAMAN AND DIU, DADRA AND
NAGAR HAVELI",27.0,27.6,7.2,7.3,2897,3320,1.0,1.0,1.40,2.70,2,2,8,10,2024,2295,0.3,0.3,0.010,0.010
3477,DELHI,-,-,7.4,7.4,-,-,-,-,0.30,0.30,-,-,-,-,669,669,-,-,-,-
3479,DELHI,-,-,7.5,7.5,-,-,-,-,0.48,0.48,-,-,-,-,675,675,-,-,-,-
3480,DELHI,-,-,7.1,7.1,-,-,-,-,0.76,0.76,-,-,-,-,461,461,-,-,-,-
3483,DELHI,-,-,7.4,7.4,-,-,-,-,0.30,0.30,-,-,-,-,346,346,-,-,-,-
3485,DELHI,-,-,6.7,6.7,-,-,-,-,0.47,0.47,-,-,-,-,288,288,-,-,-,-
3488,DELHI,-,-,7.2,7.2,-,-,-,-,0.30,0.30,-,-,-,-,559,559,-,-,-,-
3489,DELHI,-,-,6.7,6.7,-,-,-,-,0.30,0.30,-,-,-,-,577,577,-,-,-,-
3490,DELHI,-,-,7.3,7.3,-,-,-,-,0.76,0.76,-,-,-,-,590,590,-,-,-,-
3492,DELHI,-,-,7.0,7.0,-,-,-,-,0.40,0.40,-,-,-,-,679,679,-,-,-,-
3493,DELHI,-,-,6.9,6.9,-,-,-,-,0.30,0.30,-,-,-,-,496,496,-,-,-,-
3494,DELHI,-,-,7.0,7.0,-,-,-,-,0.30,0.30,-,-,-,-,383,383,-,-,-,-
3496,DELHI,-,-,7.2,7.2,-,-,-,-,0.86,0.86,-,-,-,-,375,375,-,-,-,-
3498,DELHI,-,-,6.9,6.9,-,-,-,-,0.57,0.57,-,-,-,-,441,441,-,-,-,-
3500,DELHI,-,-,7.2,7.2,-,-,-,-,0.50,0.50,-,-,-,-,536,536,-,-,-,-
3503,DELHI,-,-,6.9,6.9,-,-,-,-,0.30,0.30,-,-,-,-,358,358,-,-,-,-
3514,DELHI,-,-,6.9,6.9,-,-,-,-,0.36,0.36,-,-,-,-,807,807,-,-,-,-
3515,DELHI,-,-,7.3,7.3,-,-,-,-,0.50,0.50,-,-,-,-,698,698,-,-,-,-
3516,DELHI,-,-,7.3,7.3,-,-,-,-,0.30,0.30,-,-,-,-,480,480,-,-,-,-
3517,DELHI,-,-,7.0,7.0,-,-,-,-,0.69,0.69,-,-,-,-,768,768,-,-,-,-
3518,DELHI,-,-,6.9,6.9,-,-,-,-,0.56,0.56,-,-,-,-,450,450,-,-,-,-
3520,DELHI,-,-,7.3,7.3,-,-,-,-,1.01,1.01,-,-,-,-,838,838,-,-,-,-
3523,DELHI,-,-,7.1,7.2,2312,2562,-,-,0.40,1.90,2,2,2,2,1308,1540,0.4,0.4,0.001,0.001
3524,DELHI,-,-,7.1,7.1,-,-,-,-,0.30,0.30,-,-,-,-,1080,1080,-,-,-,-
3525,DELHI,-,-,7.0,7.0,-,-,-,-,0.30,0.30,-,-,-,-,394,394,-,-,-,-
3526,DELHI,-,-,7.3,7.3,-,-,-,-,0.30,0.30,-,-,-,-,1115,1115,-,-,-,-
3527,DELHI,-,-,7.4,7.4,-,-,-,-,1.50,1.50,-,-,-,-,1110,1110,-,-,-,-
3528,DELHI,-,-,7.1,7.1,-,-,-,-,0.30,0.30,-,-,-,-,1970,1970,-,-,-,-
3529,DELHI,-,-,7.7,7.7,-,-,-,-,0.34,0.34,-,-,-,-,312,312,-,-,-,-
3530,DELHI,-,-,7.0,7.0,-,-,-,-,0.30,0.30,-,-,-,-,485,485,-,-,-,-
3531,DELHI,-,-,7.5,7.5,-,-,-,-,0.57,0.57,-,-,-,-,2850,2850,-,-,-,-
3532,DELHI,-,-,7.0,7.0,-,-,-,-,1.03,1.03,-,-,-,-,-,-,-,-,-,-
3533,DELHI,-,-,7.2,7.2,-,-,-,-,0.36,0.36,-,-,-,-,397,397,-,-,-,-
3535,DELHI,-,-,7.3,7.3,-,-,-,-,1.50,1.50,-,-,-,-,367,367,-,-,-,-
3536,DELHI,-,-,7.4,7.4,-,-,-,-,0.30,0.30,-,-,-,-,500,500,-,-,-,-
3537,DELHI,-,-,6.3,6.3,-,-,-,-,0.68,0.68,-,-,-,-,337,337,-,-,-,-
3538,DELHI,-,-,7.3,7.3,-,-,-,-,0.99,0.99,-,-,-,-,1930,1930,-,-,-,-
3539,DELHI,-,-,7.4,7.4,-,-,-,-,0.53,0.53,-,-,-,-,896,896,-,-,-,-
3540,DELHI,-,-,6.9,6.9,-,-,-,-,0.49,0.49,-,-,-,-,689,689,-,-,-,-
3541,DELHI,-,-,7.1,7.1,-,-,-,-,0.87,0.87,-,-,-,-,2870,2870,-,-,-,-
3542,DELHI,-,-,7.2,7.2,-,-,-,-,0.36,0.36,-,-,-,-,642,642,-,-,-,-
3543,DELHI,-,-,7.0,7.0,-,-,-,-,0.30,0.30,-,-,-,-,540,540,-,-,-,-
3544,DELHI,-,-,7.1,7.1,-,-,-,-,0.98,0.98,-,-,-,-,361,361,-,-,-,-
3545,DELHI,-,-,7.7,7.7,-,-,-,-,0.41,0.41,-,-,-,-,311,311,-,-,-,-
3546,DELHI,-,-,7.2,7.2,-,-,-,-,0.30,0.30,-,-,-,-,409,409,-,-,-,-
3534,DELHI,-,-,6.8,6.8,-,-,-,-,0.30,0.30,-,-,-,-,730,730,-,-,-,-
3194,GOA,29.0,29.0,7.1,7.1,118,118,1.8,1.8,0.50,0.50,2,2,2,2,77,77,0.2,0.2,0.001,0.001
3195,GOA,28.0,28.0,7.9,7.9,101,101,1.9,1.9,0.50,0.50,2,2,2,2,64,64,0.2,0.2,0.001,0.001
2281,GOA,29.0,29.0,5.0,5.0,91,91,1.2,1.2,0.30,0.30,2,2,2,2,54,54,0.2,0.2,0.001,0.001
2280,GOA,28.0,28.0,5.6,5.6,122,122,4.2,4.2,0.30,0.30,2,2,2,2,77,77,0.2,0.2,0.001,0.001
2282,GOA,28.0,28.0,6.9,6.9,314,314,1.7,1.7,0.30,0.30,2,2,5,5,163,163,0.4,0.4,0.001,0.001
2278,GOA,29.0,29.0,7.1,7.1,258,258,2.0,2.0,0.30,0.30,2,2,2,2,144,144,0.4,0.4,0.001,0.001
2277,GOA,30.0,30.0,6.3,6.3,378,378,1.0,1.0,2.50,2.50,2,2,2,2,234,234,0.2,0.2,0.001,0.001
1967,GUJARAT,27.0,27.0,7.7,7.7,2032,3326,1.0,1.0,0.38,0.40,2,2,2,2,1076,1680,0.4,0.5,0.001,0.001
2089,GUJARAT,30.0,31.0,7.9,8.4,3077,3348,1.0,2.3,0.30,0.30,2,2,2,2,1876,2036,0.3,0.7,0.001,0.001
4414,GUJARAT,27.0,29.0,7.8,8.3,1049,1332,1.0,1.0,0.30,0.30,2,2,2,2,702,814,0.4,0.6,-,-
4413,GUJARAT,29.0,30.0,8.1,8.7,1172,1265,1.0,1.0,0.30,1.77,2,2,2,2,760,810,0.6,0.7,0.001,0.001
2095,GUJARAT,28.0,28.0,7.2,7.2,1206,1206,1.4,1.4,1.10,1.10,-,-,-,-,1032,1032,0.2,0.2,0.004,0.004
4416,GUJARAT,30.0,33.0,7.0,8.6,2525,3101,1.0,1.0,0.30,0.30,2,2,2,2,1636,2014,0.8,1.0,0.001,0.002
2083,GUJARAT,29.0,29.0,8.2,8.2,2324,2324,1.0,1.0,1.50,1.50,2,2,2,2,1390,1390,1.0,1.0,0.001,0.001
4422,GUJARAT,27.0,29.0,7.6,8.3,894,940,1.0,1.0,0.30,0.35,2,2,2,2,580,610,0.8,1.0,0.001,0.001
2091,GUJARAT,31.0,33.0,8.0,8.3,2337,2399,1.0,2.6,0.30,0.40,2,2,2,2,1420,1462,0.3,0.5,0.001,0.001
2084,GUJARAT,30.0,30.0,8.4,8.5,1256,1405,1.0,2.1,0.30,0.80,2,2,2,2,762,856,0.2,0.4,0.001,0.001
2098,GUJARAT,27.0,28.0,7.1,7.9,2780,3180,1.0,1.0,0.30,0.90,2,2,2,2,1576,1816,0.6,1.3,0.001,0.001
2088,GUJARAT,30.0,31.0,7.6,7.8,7767,8704,1.2,2.8,0.30,0.60,2,2,2,2,4722,5308,0.4,0.8,0.001,0.001
2085,GUJARAT,29.0,29.0,7.1,7.1,2164,2164,1.0,1.0,0.50,0.50,2,2,2,2,1276,1276,0.7,0.7,0.001,0.001
2097,GUJARAT,31.0,32.0,7.3,8.5,5155,5910,1.0,1.0,0.30,0.60,2,2,2,2,3150,3232,0.6,0.9,0.001,0.001
2096,GUJARAT,32.0,32.0,7.2,8.2,5462,6041,1.0,1.0,0.30,0.30,2,2,2,2,3240,3242,0.4,0.5,0.001,0.001
3245,GUJARAT,27.0,33.0,7.3,7.4,384,2519,1.4,1.4,1.00,1.58,2,2,2,2,252,2168,0.2,0.3,0.001,0.005
3210,GUJARAT,29.0,30.0,7.7,7.9,3771,3868,1.0,2.7,0.30,0.70,2,2,2,2,2292,2358,0.3,0.7,0.001,0.001
3211,GUJARAT,29.0,30.0,8.0,8.3,1886,2096,1.0,2.0,0.30,0.40,2,2,2,2,1146,1278,0.2,0.5,0.001,0.001
1970,GUJARAT,25.0,27.0,7.6,8.0,1056,3288,1.0,1.0,0.41,0.70,2,2,2,2,562,1632,0.3,0.5,0.001,0.001
3223,GUJARAT,28.0,30.0,7.8,8.1,1853,2330,1.0,1.0,0.30,0.30,2,2,2,2,974,1484,0.7,0.8,0.001,0.001
3212,GUJARAT,27.0,30.0,7.4,8.5,2265,2307,1.0,1.0,0.30,0.34,2,2,2,2,940,1276,0.6,0.9,0.001,0.001
3214,GUJARAT,27.0,30.0,7.4,8.3,1998,2418,1.0,1.0,0.30,0.39,2,2,2,2,1070,1448,0.5,0.8,0.001,0.001
,,,,,,,,,,,,,,,,,,,,,
3215,GUJARAT,26.0,28.0,7.2,8.2,3401,3895,1.0,1.0,0.30,1.20,2,2,2,2,1922,2362,0.7,2.0,-,-
3244,GUJARAT,28.0,29.0,7.2,7.3,3352,3384,1.0,1.9,0.30,0.30,2,2,2,2,1926,2196,0.2,0.6,-,-
3216,GUJARAT,27.0,30.0,7.4,8.2,2708,2855,1.0,1.3,0.30,0.38,2,2,2,2,1402,1486,0.7,0.9,0.001,0.001
3217,GUJARAT,27.0,30.0,7.6,8.5,2350,2474,1.0,1.0,0.30,0.91,2,2,2,2,1198,1346,0.8,1.0,0.001,0.001
3234,GUJARAT,29.0,30.0,7.6,8.5,9271,11165,1.7,2.5,1.10,1.32,2,2,2,2,6670,7530,1.4,1.6,0.001,0.001
3240,GUJARAT,27.0,27.0,7.4,7.4,1526,1526,1.4,1.4,1.30,1.30,-,-,-,-,1088,1088,0.3,0.3,0.002,0.002
3209,GUJARAT,28.0,29.0,7.5,7.7,817,994,1.0,1.0,0.30,0.40,2,2,2,2,496,496,0.2,0.2,0.001,0.001
3235,GUJARAT,29.0,29.0,7.7,7.7,2091,2091,1.0,1.0,0.30,0.30,2,2,2,2,1140,1140,0.8,0.8,0.001,0.001
3238,GUJARAT,29.0,30.0,7.7,8.1,4990,5249,1.0,1.0,0.30,0.30,2,2,2,2,3240,3410,0.9,0.9,0.001,0.002
3246,GUJARAT,25.0,27.0,7.3,7.6,3309,3415,1.0,1.1,0.30,0.33,2,2,2,2,1166,2580,0.2,0.3,0.001,0.001
3232,GUJARAT,31.0,33.0,7.8,8.4,1847,2398,1.0,2.7,0.30,0.50,2,2,2,2,1122,1462,0.4,0.5,0.001,0.001
3207,GUJARAT,29.0,29.0,7.7,7.8,1731,2193,1.0,1.0,0.30,0.50,2,2,2,2,908,1342,0.4,0.8,-,-
3230,GUJARAT,29.0,30.0,7.2,7.8,2509,3840,1.1,1.4,1.10,1.58,2,2,2,2,2142,2716,0.2,0.8,0.001,0.003
3222,GUJARAT,26.0,30.0,7.4,7.4,5212,5238,1.0,1.0,0.30,0.30,2,2,2,2,2704,3312,0.2,1.4,-,-
3239,GUJARAT,29.0,30.0,7.9,8.1,3115,3146,1.0,1.0,0.40,0.47,2,2,2,2,2076,2086,0.7,1.0,0.001,0.001
3220,GUJARAT,29.0,33.0,7.1,8.0,2172,3283,1.0,1.0,0.30,2.02,2,2,2,2,1460,1756,0.8,0.9,0.001,0.001
3233,GUJARAT,31.0,31.0,8.2,8.2,2530,2530,2.8,2.8,0.30,0.30,2,2,2,2,1538,1538,0.6,0.6,0.001,0.001
3237,GUJARAT,30.0,32.0,7.3,8.1,3460,4367,1.0,1.0,0.30,0.70,2,2,2,2,1956,2388,0.5,0.8,0.001,0.001
3236,GUJARAT,28.0,29.0,7.6,7.9,1917,2028,1.0,1.0,0.91,1.30,2,2,2,2,1072,1240,0.7,0.9,0.001,0.001
4411,GUJARAT,26.0,26.0,7.7,7.9,2817,3740,1.0,1.2,0.30,0.30,2,2,2,2,1384,1448,0.2,0.2,0.001,0.001
4412,GUJARAT,25.0,26.0,6.7,7.4,4590,8115,1.0,1.0,0.30,0.30,2,2,2,2,3488,3580,0.2,0.2,0.001,0.001
3247,GUJARAT,26.0,26.0,7.5,7.9,2410,2631,1.0,1.1,0.30,0.33,2,2,2,2,1386,1414,0.2,0.2,0.001,0.001
3221,GUJARAT,29.0,29.0,7.5,7.6,619,853,1.0,1.0,0.30,0.30,2,2,2,2,388,550,0.2,0.4,-,-
3213,GUJARAT,27.0,28.0,7.5,8.4,2480,2536,1.0,1.0,0.30,0.81,2,2,2,2,1154,1374,0.2,0.9,0.001,0.001
3224,GUJARAT,27.0,30.0,7.6,7.9,820,1128,1.0,1.0,0.36,1.40,2,2,2,2,364,622,0.9,1.0,0.001,0.001
3229,GUJARAT,27.0,29.0,7.7,8.3,1716,1888,1.0,1.0,0.31,0.60,2,2,2,2,1120,1198,1.2,1.2,0.001,0.001
3228,GUJARAT,27.0,29.0,7.9,8.5,2399,3100,1.0,1.0,0.30,0.60,2,2,2,2,1412,1520,1.3,1.4,0.001,0.001
1954,GUJARAT,30.0,30.0,7.4,7.7,2940,3180,1.4,1.7,0.30,0.31,2,2,2,2,2310,2420,0.6,0.7,-,-
1960,GUJARAT,27.0,29.0,8.1,8.3,1195,1356,1.0,1.0,0.40,0.70,2,2,2,2,680,680,0.7,1.6,0.001,0.001
1961,GUJARAT,27.0,29.0,7.8,8.4,1170,1240,1.0,1.0,0.90,0.93,2,2,2,2,680,850,0.7,1.0,0.001,0.001
1958,GUJARAT,25.0,26.0,7.8,7.8,965,1114,1.0,1.0,0.30,0.92,2,2,2,2,554,616,0.5,0.5,0.001,0.001
1953,GUJARAT,26.0,26.0,7.1,7.1,1452,1789,1.0,1.0,0.30,0.31,2,2,2,2,746,860,0.2,0.3,0.001,0.001
1950,GUJARAT,28.0,29.0,7.3,7.4,890,1153,1.2,1.4,1.10,1.19,2,2,2,2,712,796,0.2,0.2,0.001,0.003
1956,GUJARAT,29.0,29.0,7.5,8.1,3267,3267,1.0,1.0,0.30,0.83,2,2,2,2,1330,1736,0.5,0.7,0.001,0.001
1959,GUJARAT,29.0,33.0,7.6,8.4,1407,1868,1.0,1.0,0.70,1.86,2,2,2,2,1084,1460,0.8,1.3,0.001,0.001
1955,GUJARAT,30.0,32.0,7.2,7.6,1079,1559,1.0,1.0,0.80,2.20,2,2,2,2,788,1070,0.8,0.9,0.001,0.001
1951,GUJARAT,28.0,28.0,7.3,7.3,786,786,1.5,1.5,1.10,1.10,2,2,2,2,620,620,0.2,0.2,0.004,0.004
1957,GUJARAT,27.0,28.0,7.8,7.9,1644,1743,1.0,1.0,0.30,2.40,2,2,2,2,926,942,0.9,1.0,0.001,0.001
1952,GUJARAT,26.0,30.0,7.6,7.6,2640,3518,1.2,1.6,1.20,1.20,-,-,-,-,1986,3016,0.2,0.2,0.005,0.005
3208,GUJARAT,25.0,27.0,7.4,7.5,562,676,1.0,1.0,0.30,0.40,2,2,2,2,288,402,0.2,0.3,0.001,0.001
1965,GUJARAT,30.0,30.0,7.6,8.4,1168,1439,1.0,2.1,0.30,0.50,2,2,2,2,712,804,0.5,0.7,0.001,0.001
1964,GUJARAT,30.0,31.0,7.8,7.9,2201,3494,1.6,2.9,0.30,0.90,2,2,2,2,1338,2132,0.5,0.7,0.001,0.001
3226,GUJARAT,29.0,29.0,8.0,8.0,1832,1832,1.0,1.0,0.38,0.38,2,2,2,2,1012,1012,1.0,1.0,0.001,0.001
1969,GUJARAT,29.0,29.0,7.5,7.7,958,1025,1.0,1.0,0.30,0.38,2,2,2,2,498,608,0.2,0.5,0.001,0.001
1962,GUJARAT,28.0,30.0,7.2,8.3,5050,5248,1.7,3.1,0.58,0.90,2,2,2,2,3280,3410,0.7,1.1,0.001,0.001
1968,GUJARAT,27.0,27.0,7.9,8.0,622,882,1.0,1.0,0.30,0.40,2,2,2,2,414,442,0.2,0.3,0.001,0.001
3227,GUJARAT,30.0,30.0,7.1,8.2,1765,1775,1.0,1.0,0.30,0.31,2,2,2,2,848,862,0.5,0.7,0.001,0.001
3225,GUJARAT,29.0,29.0,7.8,8.5,1245,1801,1.0,1.0,0.30,0.30,2,2,2,2,582,958,0.6,0.9,-,-
3,GUJARAT,33.0,33.0,8.5,8.5,2704,2704,1.0,1.0,0.40,0.40,2,2,2,2,1648,1648,0.4,0.4,0.001,0.001
2094,GUJARAT,29.0,29.0,7.1,7.3,5864,7630,1.0,1.0,0.30,0.30,2,2,2,2,3622,4930,0.2,0.6,-,-
6,GUJARAT,30.0,30.0,7.3,8.5,1298,1442,1.0,1.0,0.30,0.30,2,2,2,2,826,910,0.9,1.0,0.001,0.002
2090,GUJARAT,28.0,30.0,7.4,7.8,13790,14110,1.0,2.9,0.30,0.60,2,2,2,2,8384,8606,0.2,0.6,0.001,0.001
2093,GUJARAT,29.0,30.0,7.8,8.1,1294,2039,1.0,2.0,0.30,0.70,2,2,2,2,786,1242,0.2,0.2,0.001,0.001
3219,GUJARAT,25.0,26.0,6.9,8.1,382,1515,1.0,1.0,0.34,0.90,2,2,2,2,210,910,0.9,0.9,0.001,0.001
3218,GUJARAT,25.0,26.0,7.2,8.0,1003,1323,1.0,1.0,0.38,1.00,2,2,2,2,588,734,0.7,0.8,0.001,0.001
4832,HARYANA,5.2,5.2,7.4,7.4,810,4330,1.8,5.0,0.30,5.60,3200,3200,30,8400,464,2360,2.1,2.1,-,-
4833,HARYANA,-,-,8.3,8.3,973,973,1.4,1.4,0.30,0.30,-,-,20,20,530,530,2.0,2.0,-,-
4844,HARYANA,33.1,33.1,7.4,7.4,1590,1590,-,-,-,-,160,160,2100,2100,748,748,-,-,-,-
4843,HARYANA,13.0,23.0,7.2,7.3,654,1140,1.0,1.0,-,-,2,2,2,2,360,630,0.2,0.2,-,-
4828,HARYANA,-,-,7.8,7.8,318,796,1.0,4.5,1.00,1.00,490,490,3500,3500,220,478,0.3,0.3,0.001,0.001
4830,HARYANA,-,-,8.1,8.2,940,990,1.0,1.0,-,-,-,-,-,-,568,592,-,-,-,-
4829,HARYANA,-,-,8.0,8.1,1380,1510,1.0,1.0,-,-,-,-,-,-,840,896,-,-,-,-
4856,HARYANA,-,-,8.5,8.5,1156,1156,1.5,1.5,0.30,0.30,-,-,30,30,328,328,0.7,0.7,-,-
4852,HARYANA,-,-,8.3,8.3,1788,1788,1.0,1.0,0.30,0.30,-,-,20,20,978,978,-,-,-,-
4841,HARYANA,-,-,7.2,7.2,4510,4510,1.0,1.0,0.30,0.30,-,-,-,-,2480,2480,0.7,0.7,-,-
4840,HARYANA,-,-,7.7,7.7,5740,5740,1.0,1.0,0.30,0.30,-,-,-,-,3160,3160,1.2,1.2,-,-
4839,HARYANA,-,-,7.2,7.5,3140,4190,1.0,1.0,0.30,0.30,-,-,-,-,1730,2310,0.7,0.8,-,-
4854,HARYANA,-,-,8.3,8.3,1160,1160,1.0,1.0,0.30,0.30,-,-,10,10,630,630,0.7,0.7,-,-
4853,HARYANA,-,-,8.1,8.1,1655,1655,1.2,1.2,0.30,0.30,-,-,20,20,904,904,0.7,0.7,-,-
4855,HARYANA,-,-,8.3,8.3,1291,1291,1.4,1.4,0.30,0.30,-,-,20,20,710,710,0.7,0.7,-,-
4842,HARYANA,-,-,7.2,7.7,2380,2750,1.0,1.0,-,-,2,2,2,2,1310,1510,0.2,0.6,-,-
4836,HARYANA,-,-,7.5,7.8,912,982,-,-,-,-,-,-,-,-,510,587,-,-,-,-
4837,HARYANA,-,-,7.8,8.0,1150,1240,-,-,-,-,-,-,-,-,698,750,-,-,-,-
4434,HIMACHAL PRADESH,21.5,23.0,7.2,7.5,373,417,1.0,1.0,0.30,0.53,2,2,33,33,238,276,0.2,0.2,-,-
1877,"HIMACHAL
PRADESH",23.0,28.0,7.9,8.1,491,632,1.0,1.0,-,-,2,2,2,2,248,348,0.2,0.2,0.001,0.001
1559,"HIMACHAL
PRADESH",24.0,24.0,8.1,8.1,591,591,1.0,1.0,-,-,2,2,2,2,324,324,-,-,0.001,0.001
1878,"HIMACHAL
PRADESH",23.0,25.0,7.5,8.1,529,599,1.0,1.0,-,-,2,2,2,2,310,315,0.2,0.2,0.001,0.001
1561,"HIMACHAL
PRADESH",19.0,19.0,6.7,7.3,354,714,1.0,1.0,0.30,0.30,-,-,-,-,243,466,0.2,0.2,-,-
1873,HIMACHAL PRADESH,14.0,18.0,6.9,7.4,287,370,1.0,1.0,0.30,0.59,-,-,-,-,196,254,0.2,0.2,-,-
1880,"HIMACHAL
PRADESH",-,-,7.2,7.7,603,724,1.0,1.0,0.47,2.10,2,2,2,2,369,441,0.2,0.7,0.001,0.001
1882,"HIMACHAL
PRADESH",22.0,23.5,6.8,7.3,628,661,1.0,1.0,0.30,0.45,2,2,33,33,434,441,0.2,0.2,-,-
1560,HIMACHAL PRADESH,23.0,23.0,8.2,8.2,981,981,1.0,1.0,-,-,2,2,2,2,512,512,-,-,0.001,0.001
1879,"HIMACHAL
PRADESH",24.0,24.0,7.9,7.9,660,660,1.0,1.0,-,-,2,2,2,2,342,342,-,-,0.001,0.001
1881,HIMACHAL PRADESH,22.0,24.0,7.7,7.9,252,593,1.0,1.0,0.40,0.51,2,2,2,2,152,362,0.2,0.2,-,-
1876,HIMACHAL PRADESH,13.0,18.0,7.9,7.9,322,682,1.0,1.0,-,-,2,2,2,2,221,388,0.2,0.2,0.001,0.001
1872,"HIMACHAL
PRADESH",9.0,14.0,7.4,7.8,5880,7259,5.8,90.0,0.70,6.90,1600,1600,1600,1600,349,437,0.3,0.9,0.010,0.010
1874,HIMACHAL PRADESH,19.0,19.0,8.1,8.4,348,783,1.0,1.0,-,-,2,2,2,2,198,272,0.2,0.2,0.001,0.001
1883,"HIMACHAL
PRADESH",23.5,27.0,7.5,7.6,543,642,1.0,1.0,0.30,0.47,2,2,25,25,374,422,0.2,0.2,-,-
4483,"HIMACHAL
PRADESH",24.0,26.0,7.1,7.5,413,513,1.0,1.0,0.30,0.34,2,2,31,31,293,359,0.2,0.2,-,-
2632,HIMACHAL PRADESH,18.0,20.0,7.3,7.6,563,806,1.0,1.0,1.21,3.80,2,2,2,2,372,556,0.2,0.2,-,-
2641,"HIMACHAL
PRADESH",11.0,14.0,7.1,7.4,469,682,1.0,1.0,0.30,0.30,-,-,-,-,310,421,0.2,0.2,-,-
2639,"HIMACHAL
PRADESH",18.0,18.0,6.9,8.0,148,223,1.0,1.0,0.30,0.47,-,-,-,-,99,144,0.2,0.2,-,-
2638,HIMACHAL PRADESH,22.0,22.0,7.4,7.4,362,362,1.0,1.0,0.34,0.34,2,2,31,31,226,226,0.2,0.2,-,-
2630,"HIMACHAL
PRADESH",-,-,7.4,7.8,497,532,1.0,1.0,0.30,0.30,-,-,-,-,337,341,0.2,0.2,-,-
2637,"HIMACHAL
PRADESH",19.0,19.0,6.8,7.2,559,614,1.0,1.0,0.30,0.30,2,2,2,2,348,423,0.2,0.2,-,-
2646,"HIMACHAL
PRADESH",-,-,6.9,6.9,580,580,1.0,1.0,2.20,2.20,2,2,2,2,354,354,0.8,0.8,-,-
2648,"HIMACHAL
PRADESH",9.0,9.0,7.7,7.7,305,305,1.0,1.0,0.30,0.30,2,2,2,2,216,216,0.5,0.5,-,-
2629,"HIMACHAL
PRADESH",20.0,24.0,7.4,8.0,344,504,1.0,1.0,0.30,0.70,2,2,2,2,229,336,0.2,0.2,-,-
2631,"HIMACHAL
PRADESH",-,-,6.9,7.7,456,511,1.0,1.0,0.30,0.30,2,2,17,17,311,321,0.2,0.2,-,-
2645,HIMACHAL PRADESH,-,-,7.2,7.3,607,779,1.0,1.0,0.30,2.10,2,2,2,2,378,476,0.4,1.0,-,-
2635,"HIMACHAL
PRADESH",-,-,7.8,7.8,2391,2391,1.0,1.0,1.00,1.00,-,-,-,-,120,120,0.3,0.3,0.010,0.010
2640,HIMACHAL PRADESH,-,-,7.4,7.9,235,391,1.0,1.0,0.30,0.99,-,-,-,-,158,252,0.2,0.2,-,-
2628,HIMACHAL PRADESH,21.0,21.0,7.3,7.3,342,342,1.0,1.0,0.52,0.52,2,2,2,2,232,232,0.2,0.2,-,-
2647,"HIMACHAL
PRADESH",25.0,25.0,7.7,7.7,482,539,1.0,1.0,0.30,0.30,2,2,26,26,323,361,0.2,0.2,-,-
4456,"HIMACHAL
PRADESH",12.0,15.0,6.4,7.1,316,422,1.0,1.0,0.30,0.34,-,-,-,-,211,278,0.2,0.2,-,-
4478,HIMACHAL PRADESH,11.0,18.0,7.1,7.6,214,270,1.0,1.0,0.90,1.70,22,49,130,170,144,178,0.2,0.2,-,-
4467,HIMACHAL PRADESH,16.0,16.0,7.1,7.4,209,526,1.0,1.0,0.31,0.50,2,2,22,27,141,352,0.2,0.2,-,-
4468,HIMACHAL PRADESH,15.0,15.0,6.9,7.0,164,212,1.0,1.0,0.30,0.30,2,2,21,31,112,135,0.2,0.2,-,-
4472,HIMACHAL PRADESH,19.0,19.0,6.7,6.9,164,208,1.0,1.0,0.30,0.30,2,2,26,26,111,139,0.2,0.2,-,-
1558,"HIMACHAL
PRADESH",24.0,24.0,8.1,8.1,1150,1150,1.0,1.0,-,-,2,2,2,2,544,544,-,-,0.001,0.001
1555,"HIMACHAL
PRADESH",-,-,7.3,8.0,562,597,1.0,1.0,0.45,2.10,2,2,2,2,343,364,0.2,0.8,0.001,0.001
1556,"HIMACHAL
PRADESH",23.0,24.0,6.9,7.9,534,701,1.0,1.0,0.46,1.50,2,2,2,2,316,428,0.2,0.9,-,-
1557,"HIMACHAL
PRADESH",15.0,19.0,8.0,9.1,678,720,1.0,1.0,-,-,2,2,2,2,392,410,0.2,0.2,0.001,0.001
1562,"HIMACHAL
PRADESH",24.0,26.5,7.2,7.9,378,509,1.0,1.0,0.30,0.30,2,2,32,32,249,351,0.2,0.2,-,-
