STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FLUORIDE_Min,FLUORIDE_Max
2594,BIHAR,26.5,28,7.5,7.8,686,686, , , , ,7,11,17,21,0.4,0.4
2595,BIHAR,27,27,7.27,7.27,829,829, , , , ,4,4,11,11, , 
2596,BIHAR,23,26,7.56,8.4,454,812, , , , ,1,7,2,17,0.6,0.6
2597,BIHAR,24,24,7.7,7.7,510,556, , , , ,4,8,11,17,0.9,0.9
2598,BIHAR,23,23,7.9,8.11,402,416, , , , ,1,4,2,11,0.6,0.6
2599,BIHAR,22,24,7.4,7.52,901,946, , , , ,2,4,4,11,0.8,0.8
2600,BIHAR,25,26,7.51,8.1,766,905, , , , ,2,7,4,11,0.6,0.6
2759,JAMMU & KASHMIR,27,27,6.24,6.24,458,458,2.3,2.3,0.33,1.49, , , , , , 
2760,JAMMU & KASHMIR,26,26,6.64,6.64,236,236,158,158, , , , , , , , 
2761,JAMMU & KASHMIR,26,26,6.1,6.1,106,106, , ,0.06,0.057, , , , , , 
2762,JAMMU & KASHMIR,16.2,16.2,9.4,9.4,2000,2000,68,68, , , , , , , , 
