STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,TOTAL_DISSOLVED_SOLIDS_Min,TOTAL_DISSOLVED_SOLIDS_Max,FLUORIDE_Min,FLUORIDE_Max,ARSENIC_Min,ARSENIC_Max
2451,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",28.9,29.8,7.19,7.53,1203,1307,BDL,BDL,1.85,1.92,4,8,8,12,806,836,0.22,0.29,0.01,0.01
2452,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",29,29.7,7.12,7.25,467,489,BDL,BDL,3.68,3.82,16,22,32,36,308,322,BDL,BDL,0.01,0.01
2453,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",28.9,29.6,7.17,7.42,518,576,BDL,BDL,2.37,2.57,6,10,14,22,341,385,0.38,0.43,0.01,0.01
2454,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",29.4,29.4,7.2,7.6,580,589,BDL,BDL,BDL,BDL,6,12,12,20,317,400,0.5,0.7,0.01,0.01
2455,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",28.7,29.5,7.07,7.21,1015,1209,BDL,BDL,4.46,4.63,8,12,16,24,670,761,0.25,0.25,0.01,0.01
2456,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",28.9,29.8,7.21,7.24,2715,2715,BDL,BDL,3.3,3.59,2,6,8,14,1792,1873,0.84,0.92,0.01,0.01
2457,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",28.9,29.8,7.53,7.55,425,451,BDL,BDL,1.35,1.47,6,6,10,16,295,312,0.26,0.3,0.01,0.01
2458,"DAMAN AND DIU, DADRA AND NAGAR
HAVELI",29.2,29.7,7.53,7.81,3584,3719,BDL,BDL,1.55,1.72,4,8,14,16,2329,2491,0.23,0.27,0.01,0.01
3477,DELHI,-,-,7.6,7.6,-,-,-,-,BDL,BDL,-,-,-,-,896,911,-,-,-,-
3479,DELHI,-,-,7.2,7.3,-,-,-,-,0.41,0.45,-,-,-,-,612,623,-,-,-,-
3480,DELHI,-,-,7.3,7.6,-,-,-,-,0.52,0.65,-,-,-,-,258,279,-,-,-,-
3483,DELHI,-,-,7.5,7.7,-,-,-,-,BDL,BDL,-,-,-,-,352,768,-,-,-,-
3485,DELHI,-,-,6.9,7.1,-,-,-,-,0.4,0.42,-,-,-,-,280,295,-,-,-,-
3488,DELHI,-,-,6.9,7.1,-,-,-,-,BDL,BDL,-,-,-,-,572,600,-,-,-,-
3489,DELHI,-,-,6.9,7.1,-,-,-,-,BDL,BDL,-,-,-,-,570,577,-,-,-,-
3490,DELHI,-,-,7.1,7.2,-,-,-,-,0.64,0.72,-,-,-,-,621,627,-,-,-,-
3492,DELHI,-,-,7.2,7.4,-,-,-,-,0.31,0.35,-,-,-,-,690,700,-,-,-,-
3493,DELHI,-,-,7.1,7.4,-,-,-,-,BDL,BDL,-,-,-,-,502,521,-,-,-,-
3494,DELHI,-,-,6.7,6.9,-,-,-,-,BDL,BDL,-,-,-,-,790,798,-,-,-,-
3496,DELHI,-,-,7.2,7.7,-,-,-,-,0.73,0.79,-,-,-,-,746,842,-,-,-,-
3498,DELHI,-,-,7,7.1,-,-,-,-,0.48,0.49,-,-,-,-,460,469,-,-,-,-
3500,DELHI,-,-,7.4,7.9,-,-,-,-,0.32,0.38,-,-,-,-,512,534,-,-,-,-
3503,DELHI,-,-,7,7.2,-,-,-,-,0.32,0.32,-,-,-,-,355,395,-,-,-,-
3514,DELHI,-,-,7.1,7.2,-,-,-,-,0.31,0.32,-,-,-,-,812,819,-,-,-,-
3515,DELHI,-,-,6.6,7.2,-,-,-,-,0.43,0.43,-,-,-,-,475,540,-,-,-,-
3516,DELHI,-,-,7.2,7.5,-,-,-,-,BDL,BDL,-,-,-,-,475,495,-,-,-,-
3517,DELHI,-,-,7.3,7.4,-,-,-,-,0.59,0.59,-,-,-,-,765,770,-,-,-,-
3518,DELHI,-,-,7.1,7.2,-,-,-,-,0.48,0.5,-,-,-,-,860,874,-,-,-,-
3520,DELHI,-,-,7,7.2,-,-,-,-,0.85,0.9,-,-,-,-,844,853,-,-,-,-
3523,DELHI,-,-,7.2,7.3,2297,2377,-,-,0.33,3.12,BDL,BDL,BDL,BDL,1307,1448,0.5,0.5,BDL,BDL
3524,DELHI,-,-,7.4,7.4,-,-,-,-,BDL,BDL,-,-,-,-,1220,1250,-,-,-,-
3525,DELHI,-,-,7.3,7.4,-,-,-,-,BDL,BDL,-,-,-,-,405,415,-,-,-,-
3526,DELHI,-,-,7.4,7.6,-,-,-,-,0.41,0.41,-,-,-,-,1109,1123,-,-,-,-
3527,DELHI,-,-,7.4,7.9,-,-,-,-,1.25,1.25,-,-,-,-,1102,1109,-,-,-,-
3528,DELHI,-,-,7.6,7.8,-,-,-,-,BDL,BDL,-,-,-,-,3354,3370,-,-,-,-
3529,DELHI,-,-,7.5,7.5,-,-,-,-,0.32,0.32,-,-,-,-,319,342,-,-,-,-
3530,DELHI,-,-,7.1,7.2,-,-,-,-,BDL,BDL,-,-,-,-,424,478,-,-,-,-
3531,DELHI,-,-,7.7,7.8,-,-,-,-,0.49,0.5,-,-,-,-,2775,2790,-,-,-,-
3532,DELHI,-,-,7.2,7.5,-,-,-,-,0.7,0.88,-,-,-,-,407,448,-,-,-,-
3533,DELHI,-,-,7.5,7.7,-,-,-,-,0.31,0.32,-,-,-,-,332,339,-,-,-,-
3534,DELHI,-,-,6.9,7,-,-,-,-,0.4,0.4,-,-,-,-,724,801,-,-,-,-
3535,DELHI,-,-,7.1,7.6,-,-,-,-,1.17,1.26,-,-,-,-,298,375,-,-,-,-
3536,DELHI,-,-,7.1,7.3,-,-,-,-,0.34,0.34,-,-,-,-,515,518,-,-,-,-
3537,DELHI,-,-,6.5,6.9,-,-,-,-,0.47,0.58,-,-,-,-,428,440,-,-,-,-
3538,DELHI,-,-,7.5,7.6,-,-,-,-,0.83,0.83,-,-,-,-,1040,1114,-,-,-,-
3539,DELHI,-,-,7.4,7.5,-,-,-,-,0.44,0.51,-,-,-,-,1680,1710,-,-,-,-
3540,DELHI,-,-,7.4,7.5,-,-,-,-,0.4,0.42,-,-,-,-,684,690,-,-,-,-
3541,DELHI,-,-,7,7.5,-,-,-,-,0.74,0.75,-,-,-,-,746,755,-,-,-,-
3542,DELHI,-,-,7.5,7.7,-,-,-,-,0.31,0.61,-,-,-,-,372,380,-,-,-,-
3543,DELHI,-,-,7.1,7.3,-,-,-,-,0.52,0.65,-,-,-,-,524,555,-,-,-,-
3544,DELHI,-,-,7.2,7.4,-,-,-,-,0.83,0.83,-,-,-,-,394,402,-,-,-,-
3545,DELHI,-,-,7.1,7.4,-,-,-,-,0.35,0.35,-,-,-,-,687,701,-,-,-,-
3546,DELHI,-,-,7.2,7.4,-,-,-,-,0.31,0.35,-,-,-,-,400,437,-,-,-,-
2277,GOA,30,31,6.62,7.04,339,392,1.1,1.7,0.32,3.72,BDL,BDL,2,2,229,284,BDL,BDL,0.01,0.01
2278,GOA,29,29,6.43,6.5,283,1867,1.6,1.6,0.32,5.74,13,13,23,23,157,1262,0.7,2.8,0.01,0.01
2280,GOA,28,30,5.5,7.7,57,59,3.2,3.2,0.32,0.32,BDL,BDL,BDL,BDL,36,38,BDL,BDL,0.01,0.01
2281,GOA,28,29,5.8,6.68,57,100,1.5,1.8,0.32,0.32,4.5,4.5,23,23,38,68,0.25,0.25,0.01,0.01
2282,GOA,28,29,6.95,7.22,270,317,2.2,2.2,0.32,0.4,BDL,BDL,23,23,169,191,0.6,0.6,0.01,0.01
3193,GOA,30,31,6.74,7.4,728,791,1.2,1.2,0.32,0.32,240,240,4.5,350,52,451,0.4,0.4,0.01,0.01
3194,GOA,28,28,5.61,6.1,98,102,BDL,BDL,0.32,0.72,2,2,6.8,6.8,63,65,BDL,BDL,0.01,0.01
3195,GOA,28,29,6.35,7.6,78,194,BDL,BDL,0.32,0.92,BDL,BDL,4.5,4.5,46,130,BDL,BDL,0.01,0.01
4409,GOA,26,29,5.48,7.42,48,171,1.2,1.7,0.32,2.12,33,2400,46,3500,28,100,0.33,0.33,0.01,0.01
3,GUJARAT,30,30,7.36,7.36,1490,1490,1.6,1.6,0.4,0.4,2,2,2,2,920,920,1.68,1.68,,
6,GUJARAT,28,29,7.64,7.75,1627,1702,BDL,BDL,0.45,1.77,BDL,BDL,BDL,BDL,1054,1296,0.91,1.27,BDL,BDL
1948,GUJARAT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1949,GUJARAT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1950,GUJARAT,26,28,7.45,8.22,1112,2169,1,1.2,0.37,1.33,BDL,BDL,BDL,BDL,752,1456,0.3,0.3,BDL,BDL
1951,GUJARAT,30,30,8.39,8.39,1768,1768,1.1,1.1,1.24,1.24,BDL,BDL,BDL,BDL,1204,1204,BDL,BDL,BDL,BDL
1952,GUJARAT,29,30,7.72,8.37,2690,4584,1.1,1.2,1.21,1.22,-,-,-,-,1660,3036,1.21,1.21,BDL,BDL
,,,,,,,,,,,,,,,,,,,,,
1953,GUJARAT,27,28,7.25,7.7,1064,1524,BDL,BDL,0.33,0.34,BDL,BDL,BDL,BDL,576,758,0.23,0.25,BDL,BDL
1954,GUJARAT,30,31,7.55,7.98,3190,3550,1.5,1.6,0.33,0.39,BDL,BDL,2,2,2312,2402,0.55,0.62,-,-
1955,GUJARAT,26,29,7.33,7.8,1956,2008,1.2,1.2,0.67,2.54,2,2,2,2,982,1090,0.78,0.81,BDL,BDL
1956,GUJARAT,29,29,7.49,7.7,2992,2992,BDL,BDL,0.49,0.49,BDL,BDL,BDL,BDL,1802,2112,0.72,0.86,BDL,BDL
1957,GUJARAT,27,29,7.73,8.12,1666,2178,1.1,1.1,0.44,0.51,2,2,2,2,750,960,1.66,3.15,BDL,BDL
1958,GUJARAT,25,27,7.84,7.97,856,1021,1.8,1.8,0.53,0.54,2,2,2,2,572,684,0.38,0.45,BDL,BDL
1959,GUJARAT,28,34,7.63,7.9,2014,2066,BDL,BDL,1.06,10.11,BDL,BDL,BDL,BDL,1216,1340,0.6,0.96,BDL,BDL
1960,GUJARAT,28,29,7.91,8.17,784,870,BDL,BDL,1.47,2.92,BDL,BDL,BDL,BDL,508,580,1.28,2.01,BDL,BDL
1961,GUJARAT,28,29,7.5,7.72,1060,1753,BDL,BDL,0.59,6.71,BDL,BDL,BDL,BDL,690,1050,0.88,0.96,BDL,BDL
1962,GUJARAT,28,30,6.98,8.06,5228,12930,1.7,2.1,0.96,5.9,BDL,BDL,BDL,BDL,3712,9400,0.94,1.81,BDL,BDL
1964,GUJARAT,29,30,6.88,8.17,3092,6847,1.6,1.7,0.41,0.87,2,2,2,2,1854,4768,0.49,0.51,BDL,BDL
1965,GUJARAT,29,29,8.25,8.25,787,787,1.5,1.5,,,2,2,2,2,364,364,0.54,0.54,BDL,BDL
1967,GUJARAT,28,28,7.36,7.36,1878,1878,BDL,BDL,0.51,0.51,BDL,BDL,BDL,BDL,1138,1138,0.52,0.52,-,-
1968,GUJARAT,27,27,7.54,7.54,663,663,BDL,BDL,0.49,0.49,BDL,BDL,BDL,BDL,424,424,0.48,0.48,-,-
1969,GUJARAT,28,28,7.24,7.89,867,1066,BDL,BDL,0.46,0.58,BDL,BDL,BDL,BDL,530,564,0.32,0.48,-,-
1970,GUJARAT,27,27,7.47,7.47,3328,3328,BDL,BDL,0.82,0.82,BDL,BDL,BDL,BDL,1780,1780,0.79,0.79,-,-
2083,GUJARAT,27,30,7.02,7.26,2969,3222,1.2,1.2,0.44,0.48,2,2,2,2,1710,1780,0.72,1.28,BDL,BDL
2084,GUJARAT,27,31,8.02,8.46,1266,3199,1.4,1.5,0.63,0.63,2,2,2,2,766,1986,0.27,0.83,BDL,BDL
2085,GUJARAT,27,29,7.41,7.9,2238,2816,1.2,1.2,0.32,0.75,2,2,2,2,1368,1734,0.53,1.01,BDL,BDL
2087,GUJARAT,29,29,7.7,7.7,774,774,1.6,1.6,,,2,2,2,2,358,358,0.82,0.82,BDL,BDL
2088,GUJARAT,29,30,6.98,7.1,7794,8161,1.6,1.7,0.2,0.57,2,2,2,2,4896,5650,0.51,0.53,BDL,BDL
2089,GUJARAT,29,30,7.63,8.12,3977,4091,1.4,1.5,0.48,0.5,2,2,2,2,1966,2386,0.4,0.42,BDL,BDL
2090,GUJARAT,28,29,7.5,7.55,14190,14510,1.5,1.5,0.48,0.67,2,2,2,2,8706,8892,0.26,0.28,BDL,BDL
2091,GUJARAT,30,31,7.88,8.4,2390,2434,1.5,1.6,0.32,0.32,2,2,2,2,1182,1460,0.31,0.35,BDL,BDL
2092,GUJARAT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2093,GUJARAT,29,30,7.48,7.93,1994,2094,1.3,1.4,,,2,2,2,2,1158,1256,BDL,BDL,BDL,BDL
2094,GUJARAT,30,32,7.52,7.76,4312,4900,5,5,0.48,0.79,2,2,2,2,2624,3018,0.3,0.72,-,-
2095,GUJARAT,29,30,7.35,8.3,1930,2199,1.2,1.2,1.35,1.35,BDL,BDL,BDL,BDL,1308,1476,0.24,0.28,BDL,BDL
2096,GUJARAT,28,29,7.43,7.68,3825,7765,1.3,1.3,0.35,0.52,2,2,2,2,1832,4728,1.4,3.25,BDL,BDL
2097,GUJARAT,29,29,7.57,7.7,5465,7042,1.1,1.1,0.42,0.53,2,2,2,2,3260,4534,0.98,1.31,BDL,BDL
,,,,,,,,,,,,,,,,,,,,,
2098,GUJARAT,29,30,7.03,7.42,3403,3880,BDL,BDL,0.61,0.63,2,2,2,2,2050,2250,1.24,1.76,-,-
3207,GUJARAT,27,28,7.46,7.56,1730,2220,5,5,0.32,0.32,2,2,2,2,936,1164,0.5,0.54,-,-
3208,GUJARAT,27,27,7.87,7.87,899,899,BDL,BDL,0.53,0.53,BDL,BDL,BDL,BDL,454,454,0.48,0.48,-,-
3209,GUJARAT,26,29,7.58,8.15,892,1375,BDL,BDL,0.41,0.51,BDL,BDL,BDL,BDL,628,680,0.32,0.45,-,-
3210,GUJARAT,29,30,7.46,7.84,3920,3966,1.4,1.4,0.51,0.58,2,2,2,2,2380,2860,0.36,0.39,BDL,BDL
3211,GUJARAT,28,28,7.73,8.33,2040,2155,1.5,1.6,-,-,2,2,2,2,1146,1224,0.25,0.27,BDL,BDL
3212,GUJARAT,28,28,7.25,7.35,2420,2888,1.2,1.2,0.44,0.44,2,2,2,2,1610,1734,0.4,0.88,BDL,BDL
3213,GUJARAT,,,7.17,7.17,2230,2230,1.4,1.4,0.37,0.37,2,2,2,2,1320,1320,0.95,0.95,BDL,BDL
3214,GUJARAT,27,27,7.32,7.4,2817,3169,1.2,1.2,0.73,0.73,2,2,2,2,1648,1872,0.21,1.41,BDL,BDL
3215,GUJARAT,26,30,7.3,7.49,3209,4459,BDL,BDL,0.32,0.58,2,2,2,2,2004,2592,1.41,3.7,-,-
3216,GUJARAT,27,27,7.52,7.6,2640,3296,1.3,1.3,0.35,0.35,2,2,2,2,1744,1960,1,1.67,BDL,BDL
3217,GUJARAT,27,27,7.38,7.49,2595,2998,1.1,1.3,0.31,0.61,2,2,2,2,1516,1804,0.96,1.39,BDL,BDL
3218,GUJARAT,26,27,7.46,7.67,932,1410,1.4,1.4,0.37,0.56,2,2,2,2,566,750,0.52,1.21,BDL,BDL
3219,GUJARAT,25,27,7.18,7.22,1462,1690,BDL,BDL,0.33,0.68,2,2,2,2,754,870,0.9,1.01,BDL,BDL
3220,GUJARAT,32,36,7.67,7.9,2776,4620,BDL,BDL,0.4,8.8,BDL,BDL,BDL,BDL,1810,2460,0.24,0.6,BDL,BDL
3221,GUJARAT,27,28,7.43,7.81,700,717,5,5,0.32,0.32,2,2,2,2,478,496,BDL,BDL,-,-
3222,GUJARAT,31,32,7.57,7.64,3570,4270,5,5,0.34,0.34,2,2,2,2,2158,2700,0.53,0.6,-,-
3223,GUJARAT,30,30,7.78,8.08,1882,2450,BDL,BDL,0.41,0.41,BDL,BDL,BDL,BDL,980,1420,0.78,1.08,-,-
3224,GUJARAT,27,28,7.52,7.94,-,-,1.2,1.2,0.51,0.56,2,2,2,2,468,478,840,1108,BDL,BDL
3225,GUJARAT,30,30,7.44,7.89,2388,2450,BDL,BDL,0.45,0.87,BDL,BDL,BDL,BDL,1314,1390,0.89,1.72,BDL,BDL
3226,GUJARAT,27,28,7.6,8.08,2185,2386,1.1,1.1,0.42,0.42,2,2,2,2,1222,1330,1.86,4.02,-,-
3227,GUJARAT,30,35,7.43,7.59,2082,2644,BDL,BDL,-,-,BDL,BDL,BDL,BDL,1124,1474,0.9,1.51,-,-
3228,GUJARAT,28,29,7.45,7.5,3252,3908,BDL,BDL,1.26,7.14,BDL,BDL,BDL,BDL,1884,2110,0.99,1.44,BDL,BDL
3229,GUJARAT,28,29,7.2,7.76,1727,1836,BDL,BDL,0.67,9.98,BDL,BDL,BDL,BDL,1120,1310,0.94,1.1,BDL,BDL
3230,GUJARAT,28,28,7.1,7.97,3390,4511,1.1,1.1,1.33,1.35,BDL,BDL,BDL,BDL,2388,3048,0.77,0.95,-,-
3231,GUJARAT,26,35,7.72,8.02,560,630,2.3,2.8,-,-,BDL,BDL,BDL,BDL,382,412,-,-,-,-
3232,GUJARAT,30,33,7.87,8.22,2411,3494,1.4,1.5,0.51,0.58,2,2,2,2,1192,2096,0.24,0.26,BDL,BDL
,,,,,,,,,,,,,,,,,,,,,
3233,GUJARAT,30,31,8.15,8.21,2614,2629,1.7,1.7,0.33,0.47,2,2,2,2,1324,1576,0.28,0.29,BDL,BDL
3234,GUJARAT,28,30,6.92,8.29,4887,10717,1.6,1.6,1.14,11.9,BDL,BDL,BDL,BDL,3170,7230,0.81,1.35,BDL,BDL
3235,GUJARAT,28,30,7.6,7.64,2109,2798,1.1,1.1,0.39,0.72,2,2,2,2,1265,1624,0.58,0.99,BDL,BDL
3236,GUJARAT,28,32,7.63,7.76,3372,4690,1.3,1.3,0.47,0.7,2,2,2,2,1798,2520,0.58,0.81,BDL,BDL
3237,GUJARAT,28,31,7.59,8,1908,2837,1.1,1.1,0.41,0.51,2,2,2,2,1272,1716,0.37,1,BDL,BDL
3238,GUJARAT,29,29,7.75,7.85,5725,5989,BDL,BDL,0.79,4.8,BDL,BDL,BDL,BDL,3680,3720,0.59,1.08,BDL,BDL
3239,GUJARAT,29,29,7.65,7.67,3741,4020,BDL,BDL,0.86,9.5,BDL,BDL,BDL,BDL,2430,2612,0.77,1.11,BDL,BDL
3240,GUJARAT,27,30,7.45,7.6,-,-,1.1,1.1,1.35,1.43,BDL,BDL,BDL,BDL,760,1288,0.24,0.46,BDL,BDL
,,,,,,,,,,,,,,,,,,,,,
3241,GUJARAT,29,30,7.55,8.22,-,-,1.2,1.2,1.35,1.35,BDL,BDL,BDL,BDL,1624,1724,0.35,0.65,BDL,BDL
3242,GUJARAT,29,29,7.96,7.96,3020,3020,2.1,2.1,0.52,0.52,BDL,BDL,BDL,BDL,1710,1710,0.48,0.48,BDL,BDL
3243,GUJARAT,29,29,7.54,7.54,3870,3870,2.7,2.7,0.04,0.04,BDL,BDL,BDL,BDL,2146,2146,0.24,0.24,BDL,BDL
3244,GUJARAT,30,32,7.16,7.59,3042,3993,5,5,0.32,0.32,2,2,2,2,2070,2538,0.32,0.48,-,-
3245,GUJARAT,31,31,7.55,8.08,4515,5234,1.1,1.2,1.21,1.24,BDL,BDL,-,-,2740,3444,0.85,1.18,BDL,BDL
3246,GUJARAT,26,28,7.31,7.7,2418,2851,1.6,1.7,0.32,0.33,BDL,BDL,BDL,BDL,1308,1898,0.24,0.28,BDL,BDL
3247,GUJARAT,25,28,7.28,7.47,2280,2897,1.5,1.7,0.32,0.32,BDL,BDL,BDL,BDL,1316,1520,0.23,0.23,BDL,BDL
4411,GUJARAT,27,28,7.32,7.48,2755,2901,1.6,1.6,0.32,0.34,BDL,BDL,BDL,BDL,1314,1334,0.21,0.23,BDL,BDL
,,,,,,,,,,,,,,,,,,,,,
4412,GUJARAT,28,29,7.38,7.4,1390,5594,1.1,6,0.32,0.32,BDL,BDL,BDL,BDL,636,4106,0.25,0.25,BDL,BDL
4413,GUJARAT,28,29,8.05,8.42,1575,2012,BDL,BDL,0.47,3.77,BDL,BDL,BDL,BDL,1030,1372,0.6,0.72,BDL,BDL
4416,GUJARAT,29,29,7.78,7.9,2452,2524,BDL,BDL,0.32,0.81,-,-,-,-,1588,1640,0.77,0.85,BDL,BDL
4422,GUJARAT,28,29,7.14,7.32,976,1292,BDL,BDL,0.65,9.13,BDL,BDL,BDL,BDL,630,724,0.44,0.86,BDL,BDL
4836,HARYANA,-,-,7.8,8,850,874,BDL,BDL,-,-,-,-,BDL,BDL,510,686,-,-,-,-
4837,HARYANA,-,-,7.5,7.8,1080,1120,BDL,BDL,-,-,-,-,BDL,BDL,648,668,-,-,-,-
4838,HARYANA,-,-,7.9,7.9,-,-,-,-,-,-,-,-,BDL,BDL,612,612,-,-,-,-
4839,HARYANA,20,22,7.1,7.3,2970,3760,BDL,BDL,-,-,-,-,-,-,1630,2070,BDL,BDL,-,-
4840,HARYANA,21,21,7.4,7.7,5970,6330,BDL,BDL,-,-,-,-,-,-,3280,3480,0.7,0.9,-,-
4841,HARYANA,21,21,7.5,7.8,4510,4810,BDL,BDL,-,-,-,-,-,-,2480,2670,0.9,1.1,-,-
4842,HARYANA,7.3,20,7.3,7.4,2340,2420,BDL,BDL,,,BDL,BDL,BDL,BDL,1280,1330,BDL,BDL,-,-
4843,HARYANA,21,29,6.7,7.5,1130,1230,BDL,BDL,-,-,BDL,BDL,BDL,BDL,620,680,0.7,0.7,-,-
4847,HARYANA,15.1,33.4,7,7.1,1350,1390,-,-,-,-,-,-,700,800,744,766,-,-,-,-
4848,HARYANA,28,28,7.4,7.4,1040,1040,-,-,-,-,-,-,-,-,570,570,0.9,0.9,-,-
4849,HARYANA,26.8,26.8,7.5,7.5,1410,1410,-,-,-,-,-,-,800,800,770,770,-,-,-,-
4850,HARYANA,23.8,23.8,7.1,7.1,1420,1420,-,-,-,-,-,-,900,900,780,780,-,-,-,-
4852,HARYANA,-,-,8.19,8.19,904,904,2.4,2.4,0.38,0.38,-,-,-,-,530,530,0.23,0.23,-,-
1555,HIMACHAL PRADESH,-,-,7.15,7.23,969,1099,1.1,1.1,0.32,3.83,BDL,BDL,BDL,BDL,420,465,0.45,0.82,-,-
1556,"HIMACHAL
PRADESH",21,25,7.74,7.97,446,840,BDL,BDL,0.32,5,BDL,BDL,4.5,6.8,285,353,0.47,1.09,-,-
1557,HIMACHAL PRADESH,-,-,7.47,8.06,551,739,BDL,BDL,5.71,13.96,14,14,70,70,276,417,0.48,0.48,-,-
1558,"HIMACHAL
PRADESH",-,-,7.73,7.73,1807,1807,BDL,BDL,2.52,2.52,BDL,BDL,BDL,BDL,1446,1446,0.23,0.23,-,-
1559,HIMACHAL PRADESH,-,-,7.35,7.98,680,1767,2,2,2.23,14.81,4,4,38,38,363.6,919,0.5,0.5,-,-
1560,HIMACHAL PRADESH,-,-,7.38,7.7,999,1078,BDL,BDL,5.68,11.64,2,2,25,25,576,593,0.92,0.92,-,-
1561,"HIMACHAL
PRADESH",26,26,6.88,6.88,753,753,,,0.32,0.32,2,2,24,24,480,480,BDL,BDL,-,-
1562,"HIMACHAL
PRADESH",25.5,29,7.36,7.43,461,646,BDL,BDL,0.32,3.13,2,2,17,31,318,402,BDL,BDL,-,-
1873,HIMACHAL PRADESH,12,12,6.85,6.91,317,323,BDL,BDL,0.47,0.47,2,2,17,17,220,224,BDL,BDL,-,-
1874,HIMACHAL PRADESH,12,19,7.94,8.12,211,612,BDL,BDL,3,7.41,2,22,25,79,108,337,0.33,0.42,-,-
1876,"HIMACHAL
PRADESH",-,-,7.75,8.35,424,522,BDL,BDL,5.54,14.31,2,2,27,27,212,274,0.47,0.47,-,-
1877,HIMACHAL PRADESH,-,-,7.97,8.42,521,683,BDL,BDL,1.94,2.62,2,2,21,21,287,451,0.26,1.3,-,-
1878,HIMACHAL PRADESH,-,-,7.59,7.94,525,1690,3,3,6.72,12.93,8,8,70,70,295,896,0.35,0.35,-,-
1879,HIMACHAL PRADESH,-,-,7.37,8,747,961,BDL,BDL,5.41,14.3,2,2,21,21,481,554.2,0.33,0.62,-,-
1880,HIMACHAL PRADESH,-,-,7.36,7.54,941,1081,BDL,BDL,0.32,3.9,BDL,BDL,BDL,BDL,332,490,0.24,0.44,-,-
1881,HIMACHAL PRADESH,22,25,7.73,7.87,452,789,1.1,1.1,0.32,11.86,BDL,BDL,4.5,4.5,289,308,0.46,0.93,-,-
1882,HIMACHAL PRADESH,25,25,6.7,6.7,747,747,BDL,BDL,0.32,0.32,2,2,31,31,505,505,BDL,BDL,-,-
2628,"HIMACHAL
PRADESH",12,20,7.7,8,390,500,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,267,345,0.29,0.29,-,-
2629,"HIMACHAL
PRADESH",21,22,8.1,8.33,198,540,BDL,BDL,0.41,0.98,BDL,BDL,BDL,BDL,134,367,0.31,0.31,-,-
2630,"HIMACHAL
PRADESH",23,25.8,7.58,7.64,559,639,BDL,BDL,0.32,2.1,2,2,17,22,396,407,BDL,BDL,-,-
2631,"HIMACHAL
PRADESH",25.5,26,6.9,7.67,314,668,BDL,BDL,0.32,3.46,2,2,3.6,24,213,428,BDL,BDL,-,-
2632,"HIMACHAL
PRADESH",19,23,7.42,7.54,628,795,BDL,BDL,0.33,4.04,BDL,BDL,BDL,BDL,433,540,0.24,0.32,-,-
2633,"HIMACHAL
PRADESH",-,-,7.99,8.01,450,505,BDL,BDL,0.32,12.62,BDL,BDL,BDL,BDL,295,303,0.25,0.25,BDL,BDL
2634,"HIMACHAL
PRADESH",10,10,7.96,7.96,287,287,BDL,BDL,4.97,4.97,-,-,-,-,183,183,BDL,BDL,BDL,BDL
2635,"HIMACHAL
PRADESH",-,-,7.78,8.13,355,429,BDL,BDL,0.32,39.77,9.2,9.2,21,21,212,302,0.25,0.25,BDL,BDL
2636,"HIMACHAL
PRADESH",-,-,6.89,6.89,494,494,BDL,BDL,2.68,2.68,2,2,17,17,345,345,BDL,BDL,-,-
2637,"HIMACHAL
PRADESH",-,-,6.74,7.12,156,1364,BDL,BDL,0.32,1.28,2,2,13,22,126,811,BDL,BDL,-,-
2638,"HIMACHAL
PRADESH",23,26.5,7.5,7.52,401,455,BDL,BDL,0.32,3.26,2,2,13,25,272,313,BDL,BDL,-,-
2639,"HIMACHAL
PRADESH",18,18,6.8,7.89,119,142,BDL,BDL,0.32,1.68,2,2,21,24,79,101,BDL,BDL,-,-
2640,"HIMACHAL
PRADESH",23,23,6.78,6.91,289,551,BDL,BDL,0.32,5.15,2,2,21,38,188,385,BDL,BDL,-,-
2641,"HIMACHAL
PRADESH",15,15,7.85,7.85,320,320,BDL,BDL,1.91,1.91,2,2,17,17,218,218,BDL,BDL,-,-
2642,"HIMACHAL
PRADESH",14,14,7.09,7.09,592,592,BDL,BDL,2.28,2.28,2,2,13,13,408,408,BDL,BDL,-,-
2645,"HIMACHAL
PRADESH",-,-,7.85,7.91,541,758,1.1,1.1,0.32,2.88,BDL,BDL,BDL,BDL,241,336,0.43,1.21,-,-
2646,"HIMACHAL
PRADESH",-,-,7.2,7.31,893,1006,BDL,BDL,0.32,3.92,BDL,BDL,BDL,BDL,372,480,0.45,0.74,-,-
