STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,TOTAL_DISSOLVED_SOLIDS_Min,TOTAL_DISSOLVED_SOLIDS_Max,FLUORIDE_Min,FLUORIDE_Max,ARSENIC_Min,ARSENIC_Max
2647,"HIMACHAL
PRADESH",31,31,7.55,7.55,617,617,BDL,BDL,0.32,0.32,2,2,33,33,392,392,BDL,BDL,-,-
2648,"HIMACHAL
PRADESH",6,13,7.21,8.24,315,388,BDL,BDL,0.32,2.87,BDL,BDL,BDL,BDL,214,265,0.49,0.54,-,-
4434,HIMACHAL PRADESH,21,27,7.18,7.24,396,436,BDL,BDL,0.32,4.2,2,2,17,27,182,265,BDL,BDL,-,-
4456,"HIMACHAL
PRADESH",15,17,6.62,7.7,124,437,BDL,BDL,0.63,1.47,2,2,21,21,81,302,BDL,BDL,-,-
4465,"HIMACHAL
PRADESH",13,23,7.09,7.88,380,710,BDL,BDL,0.39,2.38,23,63,150,280,259,486,0.24,0.76,-,-
4467,HIMACHAL PRADESH,-,-,6.85,7.57,153,163,BDL,BDL,0.32,2.68,2,2,21,27,105,116,BDL,BDL,-,-
4468,HIMACHAL PRADESH,-,-,6.83,7.53,151,159,BDL,BDL,0.32,1.14,2,2,17,31,101,105,BDL,BDL,-,-
4472,HIMACHAL PRADESH,-,-,6.61,6.95,194,203,BDL,BDL,0.32,0.32,2,2,13,13,125,140,BDL,BDL,-,-
4478,HIMACHAL PRADESH,12,12,7.9,7.9,202,202,BDL,BDL,0.32,0.32,41,41,220,220,137,137,BDL,BDL,-,-
4483,"HIMACHAL
PRADESH",26,28,7.22,7.5,464,478,BDL,BDL,0.32,2.6,2,2,21,33,241,325,BDL,BDL,-,-
4484,"HIMACHAL
PRADESH",20,25.5,6.92,7.8,165,899,BDL,BDL,0.61,3.12,2,2,17,21,113,485,BDL,BDL,-,-
5249,HIMACHAL PRADESH,18,22,8.03,8.4,205,274,BDL,BDL,0.67,0.99,BDL,BDL,BDL,BDL,137,183,0.24,0.24,-,-
5250,HIMACHAL PRADESH,19,21,6.57,7.2,190,262,BDL,BDL,1.27,4.64,BDL,BDL,BDL,BDL,127,174,0.22,0.95,-,-
5258,HIMACHAL PRADESH,18,29.5,6.64,8.01,832,1232,BDL,BDL,0.32,5.21,2,4,12,49,259,898,BDL,BDL,-,-
2759,"JAMMU &
KASHMIR",18,18,7.1,7.1,468,468,-,-,-,-,-,-,-,-,274,274,-,-,-,-
2760,"JAMMU &
KASHMIR",21,21,7.96,7.96,186,186,1.6,1.6,-,-,-,-,-,-,110,110,-,-,-,-
2761,"JAMMU &
KASHMIR",18,18,6.86,6.86,430,430,-,-,-,-,-,-,-,-,256,256,-,-,-,-
2762,"JAMMU &
KASHMIR",23,23,7.88,7.88,1055,1055,2.3,2.3,-,-,-,-,-,-,596,596,-,-,-,-
4064,"JAMMU &
KASHMIR",23,23,7.32,7.32,312,312,-,-,-,-,-,-,-,-,188,188,-,-,-,-
4065,"JAMMU &
KASHMIR",23,23,7.52,7.52,324,324,-,-,-,-,-,-,-,-,190,190,-,-,-,-
4066,"JAMMU &
KASHMIR",18,18,7.2,7.2,560,560,-,-,-,-,-,-,-,-,326,326,-,-,-,-
4067,"JAMMU &
KASHMIR",18,18,8.15,8.15,430,430,-,-,-,-,-,-,-,-,254,254,-,-,-,-
4068,"JAMMU &
KASHMIR",21,21,7.65,7.65,320,320,BDL,BDL,-,-,-,-,-,-,188,188,-,-,-,-
4069,"JAMMU &
KASHMIR",15,15,8,8,520,520,BDL,BDL,-,-,-,-,-,-,304,304,-,-,-,-
4070,JAMMU & KASHMIR,15,15,7.95,7.95,480,480,BDL,BDL,-,-,-,-,-,-,282,282,-,-,-,-
4072,"JAMMU &
KASHMIR",23,23,7.62,7.62,356,356,-,-,-,-,-,-,-,-,210,210,-,-,-,-
4073,"JAMMU &
KASHMIR",24,24,7.74,7.74,396,396,-,-,-,-,-,-,-,-,234,234,-,-,-,-
4492,JHARKHAND,23,33,7.5,7.6,202,238,1.1,1.2,-,-,-,-,-,-,200,230,-,-,-,-
4493,JHARKHAND,22,32,7.5,7.6,235,280,1.2,1.6,-,-,-,-,-,-,230,276,-,-,-,-
4758,JHARKHAND,18,26,6.6,6.8,,,1.3,6.6,-,-,-,-,-,-,382,386,-,-,-,-
3564,KARNATAKA,27,28,7.1,7.3,174,184,3,3,2.74,3.77,11,94,140,920,120,124,BDL,BDL,-,-
19,KERALA,26,27,5.7,5.8,100,140,1.6,1.6,1.02,1.53,170,410,240,630,69,80,BDL,BDL,0.001,0.001
22,KERALA,26,29,5.9,6.6,103,142,BDL,BDL,1.21,1.21,6,40,40,120,62,85,BDL,BDL,-,-
35,KERALA,23,25,6.4,8,157,260,1.1,1.1,2.08,2.08,31,31,100,100,90,167,BDL,BDL,BDL,BDL
1581,KERALA,27,27,5.2,5.2,158,210,1.8,1.8,-,-,100,200,310,400,93,120,BDL,BDL,0.004,0.004
1582,KERALA,27,27,5.9,6.1,210,270,2.2,2.2,-,-,310,600,600,1000,126,155,BDL,BDL,BDL,BDL
1583,KERALA,22,27,6.5,7.1,153,314,1.1,1.8,16.2,16.2,BDL,BDL,70,110,84,203,BDL,BDL,BDL,BDL
1584,KERALA,30,30,7.2,7.4,209,268,1.4,1.8,-,-,200,200,400,490,141,178,0.8,0.8,BDL,BDL
1585,KERALA,28,29,7.3,7.4,450,540,1.3,1.5,5.96,5.96,2400,3800,3300,7000,260,320,BDL,BDL,0.004,0.004
1586,KERALA,27,28,6.1,6.2,265,340,1.1,1.4,0.59,3.07,580,1000,790,4000,168,213,BDL,BDL,0.004,0.004
1587,KERALA,27,27,5.9,5.9,245,300,1.2,1.2,1.38,7.24,14,27,63,70,136,168,BDL,BDL,-,-
1588,KERALA,23,32,7.2,7.4,151,250,1.3,1.9,9.35,9.35,250,250,490,490,90,170,0.78,0.78,BDL,BDL
1589,KERALA,21,23,7.1,7.5,326,353,BDL,BDL,1.3,3.5,34,43,63,120,195,208,BDL,BDL,0.003,0.003
1590,KERALA,26,30,6.3,6.9,79,81,BDL,BDL,-,-,100,430,140,810,46,48,BDL,BDL,-,-
1591,KERALA,28,28,4.4,5.5,100,116,1.8,1.8,-,-,110,150,200,400,66,68,BDL,BDL,BDL,BDL
1592,KERALA,27,29,6.6,6.7,112,262,1.4,1.4,-,-,40,490,200,910,60,180,BDL,BDL,BDL,BDL
2308,KERALA,27,28,6.3,6.8,151,168,1.9,1.9,1.46,1.46,150,150,400,400,102,105,BDL,BDL,0.012,0.012
2309,KERALA,25,26,5.4,5.7,81,153,1.1,1.2,0.67,0.67,BDL,BDL,100,250,58,92,1.1,1.1,-,-
2310,KERALA,25,26,5.2,5.7,156,249,1.4,1.4,-,-,BDL,BDL,200,200,100,172,BDL,BDL,-,-
2311,KERALA,26,27,4.9,6.2,77,103,BDL,BDL,1.47,1.84,250,250,610,910,60,72,BDL,BDL,0.001,0.001
2313,KERALA,30,30,7.2,7.4,156,234,1.9,2,-,-,700,700,1800,1800,108,132,0.8,0.8,BDL,BDL
2314,KERALA,23,27,6.5,7.1,163,323,1.2,1.4,36.24,36.24,40,40,10,140,98,211,BDL,BDL,BDL,BDL
2315,KERALA,23,24,7.2,8.3,221,438,1.4,1.9,3.81,3.81,31,40,81,120,140,286,BDL,BDL,BDL,BDL
2316,KERALA,27,27,4.7,6.2,133,146,BDL,BDL,-,-,79,600,310,790,65,102,BDL,BDL,BDL,BDL
2317,KERALA,26,28,6.5,6.8,145,330,BDL,BDL,-,-,40,100,100,350,95,231,BDL,BDL,0.004,0.004
2320,KERALA,21,23,7,7.2,252,254,BDL,BDL,0.7,2.7,32,32,81,150,140,142,BDL,BDL,0.001,0.001
2321,KERALA,24,30,7.1,7.8,83,245,1.4,2.1,5.38,5.38,BDL,BDL,BDL,BDL,53,155,0.67,0.67,BDL,BDL
2322,KERALA,28,29,6.1,7.3,93,172,1.1,1.6,6.38,6.38,BDL,BDL,BDL,BDL,57,120,0.38,0.73,BDL,BDL
2323,KERALA,27,28,6,6.5,150,204,1.2,1.7,0.57,0.57,94,400,630,1300,83,121,BDL,BDL,BDL,BDL
2324,KERALA,27,28,5,5.7,100,110,BDL,BDL,1.02,4.98,200,790,790,1200,64,66,BDL,BDL,0.002,0.002
2327,KERALA,27,28,6.9,8.4,855,885,1.7,1.7,0.5,0.5,400,400,300,900,548,559,0.48,0.48,0.008,0.008
3463,KERALA,26,30,5.5,6.9,81,116,BDL,BDL,-,-,40,400,81,630,50,68,BDL,BDL,-,-
3472,KERALA,28,29,5.3,7.3,215,435,1.6,1.6,-,-,79,600,350,910,120,305,BDL,BDL,BDL,BDL
3474,KERALA,27,29,6.5,7.6,111,118,1.9,3,-,-,70,600,310,910,70,70,BDL,BDL,BDL,BDL
3475,KERALA,27,28,4.3,6.1,55,130,1.6,2.2,-,-,80,310,300,490,39,73,BDL,BDL,0.003,0.003
5219,KERALA,26,27,6.5,7.7,92,147,BDL,BDL,1.1,1.1,600,600,1400,1400,58,86,0.33,0.33,BDL,BDL
1402,LAKSHADWEEP,28.7,28.7,7.13,7.13,810,810,-,-,-,-,37,37,240,240,543,543,-,-,-,-
1593,LAKSHADWEEP,28.3,28.3,7.47,7.47,920,920,-,-,-,-,BDL,BDL,8,8,616,616,-,-,-,-
1594,LAKSHADWEEP,28.5,28.5,7.21,7.21,960,960,-,-,-,-,34,34,240,240,643,643,-,-,-,-
1595,LAKSHADWEEP,29.3,29.3,7.35,7.35,730,730,-,-,-,-,22,22,70,70,620,620,-,-,-,-
1596,LAKSHADWEEP,28.2,28.2,7.31,7.31,630,630,-,-,-,-,BDL,BDL,1600,1600,422,422,-,-,-,-
1597,LAKSHADWEEP,26.4,26.4,7.47,7.47,690,690,-,-,-,-,23,23,130,130,462,462,-,-,-,-
1598,LAKSHADWEEP,29.9,29.9,7.48,7.48,640,640,-,-,-,-,13,13,23,23,355,355,-,-,-,-
1599,LAKSHADWEEP,28.5,28.5,7.29,7.29,620,620,-,-,-,-,17,17,22,22,570,570,-,-,-,-
1600,LAKSHADWEEP,29.5,29.5,7,7,730,730,-,-,-,-,BDL,BDL,43,43,480,480,-,-,-,-
1601,LAKSHADWEEP,28.2,28.2,7.46,7.46,660,660,-,-,-,-,BDL,BDL,33,33,570,570,-,-,-,-
1602,LAKSHADWEEP,27.3,27.3,7.47,7.47,720,720,-,-,-,-,130,130,240,240,482,482,-,-,-,-
1603,LAKSHADWEEP,29.5,29.5,7.18,7.18,1750,1750,-,-,-,-,13,13,13,13,400,400,-,-,-,-
1604,LAKSHADWEEP,29,29,7.28,7.28,1530,1530,-,-,-,-,4,4,22,22,1010,1010,-,-,-,-
1605,LAKSHADWEEP,29.4,29.4,7.44,7.44,1709,1709,-,-,-,-,170,170,170,170,1245,1245,-,-,-,-
1606,LAKSHADWEEP,27.6,27.6,7.18,7.18,1200,1200,-,-,-,-,70,70,110,110,970,970,-,-,-,-
4548,LAKSHADWEEP,29.1,29.1,7.41,7.41,540,540,-,-,-,-,7,7,17,17,350,350,-,-,-,-
4549,LAKSHADWEEP,29,29,7.31,7.31,1720,1720,-,-,-,-,19,19,280,280,1152,1152,-,-,-,-
4550,LAKSHADWEEP,28.2,28.2,7.36,7.36,810,810,-,-,-,-,24,24,1600,1600,543,543,-,-,-,-
4551,LAKSHADWEEP,24.2,24.2,7.23,7.23,1130,1130,-,-,-,-,22,22,130,130,757,757,-,-,-,-
4552,LAKSHADWEEP,28.2,28.2,7.46,7.46,930,930,-,-,-,-,7,7,26,26,530,530,-,-,-,-
4553,LAKSHADWEEP,29.6,29.6,7.24,7.24,1320,1320,-,-,-,-,4,4,1600,1600,1250,1250,-,-,-,-
4554,LAKSHADWEEP,29.2,29.2,7.09,7.09,780,780,-,-,-,-,9,9,12,12,710,710,-,-,-,-
4555,LAKSHADWEEP,28.5,28.5,7.35,7.35,1620,1620,-,-,-,-,11,11,21,21,990,990,-,-,-,-
4556,LAKSHADWEEP,28.6,28.6,7.44,7.44,840,840,-,-,-,-,7,7,22,22,460,460,-,-,-,-
4558,LAKSHADWEEP,30.4,31.7,7.1,7.3,1100,1228,-,-,-,-,-,-,-,-,715,798,-,-,-,-
4559,LAKSHADWEEP,30.4,31.9,7.1,7.2,1330,2100,-,-,-,-,-,-,-,-,865,1365,-,-,-,-
4560,LAKSHADWEEP,30,30.6,6.9,7,1011,1214,-,-,-,-,-,-,-,-,657,789,-,-,-,-
4561,LAKSHADWEEP,30.1,30.8,7,7.3,1029,1271,-,-,-,-,-,-,-,-,669,826,-,-,-,-
4562,LAKSHADWEEP,32.6,32.8,7.3,7.4,1820,3600,-,-,-,-,-,-,-,-,1183,2340,-,-,-,-
4563,LAKSHADWEEP,30.6,31.1,6.8,6.9,1136,1860,-,-,-,-,-,-,-,-,738,1209,-,-,-,-
4564,LAKSHADWEEP,32.1,32.3,6.8,6.8,954,964,-,-,-,-,-,-,-,-,620,627,-,-,-,-
4565,LAKSHADWEEP,32.1,32.9,7,7,989,1001,-,-,-,-,-,-,-,-,643,651,-,-,-,-
4566,LAKSHADWEEP,32.4,32.9,7.1,7.1,1002,1201,-,-,-,-,-,-,-,-,651,781,-,-,-,-
4567,LAKSHADWEEP,30.1,31.1,7,7.1,125,559,-,-,-,-,-,-,-,-,363,363,-,-,-,-
4569,LAKSHADWEEP,32.4,32.5,7,7.1,862,1203,-,-,-,-,-,-,-,-,560,781,-,-,-,-
4570,LAKSHADWEEP,30.2,31.7,7.2,7.4,2310,2630,-,-,-,-,-,-,-,-,1502,1710,-,-,-,-
4571,LAKSHADWEEP,32.4,34.8,7.1,7.1,1320,1700,-,-,-,-,-,-,-,-,858,1105,-,-,-,-
4572,LAKSHADWEEP,32.5,32.7,7.3,7.5,702,712,-,-,-,-,-,-,-,-,456,463,-,-,-,-
4573,LAKSHADWEEP,32.7,32.8,6.9,7.1,2280,2750,-,-,-,-,-,-,-,-,1483,1788,-,-,-,-
4574,LAKSHADWEEP,30.2,30.9,7.1,7.2,690,724,-,-,-,-,-,-,-,-,449,471,-,-,-,-
4575,LAKSHADWEEP,30.1,30.3,7.1,7.4,958,1001,-,-,-,-,-,-,-,-,623,651,-,-,-,-
4576,LAKSHADWEEP,32.1,32.4,7.1,7.3,657,662,-,-,-,-,-,-,-,-,427,430,-,-,-,-
52,MADHYA PRADESH,20,21.5,7.84,8.3,891,1320,BDL,BDL,2.1,2.59,BDL,BDL,3.6,3.7,564,730,0.64,0.76,-,-
1616,MADHYA PRADESH,26,27,7.49,7.69,867,1428,1.5,1.6,21.19,24.15,3.7,13,27,350,618,968,BDL,BDL,BDL,BDL
1617,MADHYA PRADESH,25,27,7.21,8.12,920,1200,1.5,2,11.42,13.42,26,38,220,430,535,790,BDL,BDL,BDL,BDL
1618,"MADHYA
PRADESH",18,22,7.2,7.72,435,936,-,-,0.48,1.3,-,-,-,-,282,585,-,-,-,-
1619,"MADHYA
PRADESH",27.5,29,7.68,7.8,655,864,-,-,1.3,2.75,3,3,12,12,440,540,-,-,-,-
1897,MADHYA PRADESH,20,21,5,7.84,808,1320,BDL,BDL,2.06,2.83,BDL,BDL,3.7,3.7,490,730,0.52,0.76,-,-
2143,"MADHYA
PRADESH",22.7,22.7,7.23,7.26,278,809,BDL,BDL,2.3,2.3,2,2,10,10,92,262,-,-,BDL,BDL
2144,"MADHYA
PRADESH",-,-,8.33,8.33,524,524,BDL,BDL,-,-,-,-,-,-,498,498,-,-,BDL,BDL
2145,"MADHYA
PRADESH",27,27,7.29,7.38,1480,1932,1.4,1.4,4.7,5.87,-,-,-,-,1034,1636,-,-,BDL,BDL
2146,"MADHYA
PRADESH",27,27,7.19,7.55,1242,1626,1.2,1.2,1.82,4.14,-,-,-,-,874,1380,-,-,BDL,BDL
2147,"MADHYA
PRADESH",-,-,7.24,7.24,1716,1716,1.6,1.6,3.98,3.98,-,-,-,-,1188,1188,-,-,BDL,BDL
2148,"MADHYA
PRADESH",29,29,7.41,7.46,1940,2162,1.4,1.8,4.98,9.28,BDL,BDL,12,48,1514,1640,0.26,0.26,BDL,BDL
2149,"MADHYA
PRADESH",24,24,7.6,7.72,976,1748,1.4,1.4,4.62,4.88,-,-,-,-,684,1224,-,-,BDL,BDL
2150,MADHYA PRADESH,20,21,7.6,8.05,1516,2779,BDL,BDL,2.21,3.47,BDL,BDL,3.6,3.7,952,1767,0.67,0.72,-,-
2151,MADHYA PRADESH,21,21,7.41,7.56,3112,3439,1.2,1.2,4.75,5.27,BDL,BDL,3.7,5.6,1930,2163,0.65,0.89,-,-
2152,MADHYA PRADESH,21,21.5,7.5,7.8,1744,4379,1.2,1.2,3.13,4.19,BDL,BDL,3.6,5.6,1140,2727,0.72,0.79,-,-
2153,MADHYA PRADESH,25,25,7.05,7.26,504,700,BDL,BDL,5.72,37.78,17,17,26,46,340,418,0.97,0.97,BDL,BDL
2154,"MADHYA
PRADESH",28,28,7.1,7.1,810,810,-,-,0.47,0.47,-,-,-,-,520,520,-,-,-,-
3332,"MADHYA
PRADESH",22,30,7.12,7.78,1426,3060,1.2,2,4.34,6.53,-,-,-,-,998,2190,-,-,BDL,BDL
3333,"MADHYA
PRADESH",23,24,7.05,7.08,464,551,BDL,BDL,0.87,3.13,BDL,BDL,21,21,252,358,0.67,0.67,BDL,BDL
3335,MADHYA PRADESH,23,23,7,7.31,527,638,BDL,BDL,2.3,2.3,2,2,10,10,475,503,-,-,BDL,BDL
3337,MADHYA PRADESH,22,22,7.25,7.4,240,324,1.8,1.8,0.32,0.39,BDL,BDL,17,17,140,292,BDL,BDL,-,-
3338,MADHYA PRADESH,26,28,7.25,7.25,850,930,-,-,1.1,1.1,-,-,-,-,500,617,-,-,-,-
3339,MADHYA PRADESH,21,21,7.4,7.64,1188,1400,BDL,BDL,2.03,3.46,BDL,BDL,3.6,3.7,742,803,0.69,0.74,-,-
3340,"MADHYA
PRADESH",20,21,7.59,7.7,1182,2605,BDL,BDL,2.8,3.12,BDL,BDL,3.6,5.5,1110,1663,0.66,0.77,-,-
3341,"MADHYA
PRADESH",20.5,22,7.33,7.99,1147,8888,BDL,BDL,2.1,3.15,BDL,BDL,3.6,3.6,533,789,0.72,0.82,-,-
3342,MADHYA PRADESH,20,22,7.33,7.6,663,682,BDL,BDL,2.94,3.85,BDL,BDL,3.5,3.6,399,494,0.72,0.78,-,-
3344,MADHYA PRADESH,28.2,30,7.35,7.72,663,712,BDL,BDL,0.86,1.64,BDL,BDL,BDL,BDL,519,581,-,-,-,-
3345,"MADHYA
PRADESH",27.8,29.8,6.87,7.12,798,6875,BDL,BDL,1.44,1.84,BDL,BDL,BDL,BDL,570,653,-,-,-,-
3822,"MADHYA
PRADESH",23,23,7.4,7.4,210,230,1.8,1.8,-,-,-,-,-,-,150,170,-,-,BDL,BDL
3823,"MADHYA
PRADESH",22,22,7.38,7.5,200,612,BDL,BDL,-,-,-,-,-,-,100,580,-,-,BDL,BDL
3824,MADHYA PRADESH,22,22,7.5,7.5,-,-,1.4,1.4,-,-,BDL,BDL,9,9,130,130,-,-,-,-
3825,"MADHYA
PRADESH",-,-,7.21,7.5,190,312,BDL,BDL,-,-,-,-,-,-,130,280,-,-,-,-
3826,"MADHYA
PRADESH",-,-,7.18,7.5,190,366,BDL,BDL,-,-,-,-,-,-,130,354,-,-,BDL,BDL
3827,"MADHYA
PRADESH",23.2,23.2,7.36,7.85,428,428,BDL,BDL,-,-,-,-,-,-,292,478,BDL,BDL,BDL,BDL
3837,MADHYA PRADESH,-,-,7.37,7.37,1036,1036,-,-,3.96,3.96,-,-,-,-,598,598,-,-,-,-
3838,MADHYA PRADESH,-,-,7.71,7.71,1213,1213,-,-,4.02,4.02,-,-,-,-,926,926,-,-,-,-
3839,MADHYA PRADESH,-,-,6.88,6.88,1026,1026,-,-,3.94,3.94,-,-,-,-,779,779,-,-,-,-
3840,MADHYA PRADESH,24,24,7.26,7.26,1035,1035,-,-,3.03,3.03,-,-,-,-,589,589,-,-,-,-
3841,MADHYA PRADESH,25,25,7.3,7.3,1056,1056,-,-,0.38,0.38,-,-,-,-,771,771,-,-,-,-
3842,MADHYA PRADESH,23,23,7.6,7.6,723,723,-,-,3.82,3.82,-,-,-,-,375,375,-,-,-,-
3843,MADHYA PRADESH,28,28,7.87,7.87,958,958,-,-,4.43,4.43,-,-,-,-,586,586,-,-,-,-
3844,MADHYA PRADESH,27,27,7.49,7.49,670,670,-,-,4.76,4.76,-,-,-,-,499,499,-,-,-,-
4618,"MADHYA
PRADESH",-,-,7.23,7.23,496,508,BDL,BDL,-,-,-,-,-,-,413,428,-,-,BDL,BDL
4625,"MADHYA
PRADESH",22,24,7.18,7.21,673,688,BDL,BDL,6.59,8.07,4,4,33,33,430,488,BDL,BDL,BDL,BDL
4626,MADHYA PRADESH,25,27,6.93,6.97,686,1212,BDL,BDL,10.42,46.48,3.6,6.1,210,210,504,790,BDL,BDL,BDL,BDL
4627,"MADHYA
PRADESH",27,27,7.23,7.23,688,688,1.1,1.1,7.2,7.2,11,11,350,350,438,438,BDL,BDL,BDL,BDL
4628,"MADHYA
PRADESH",25,30,6.96,7.57,685,816,1.4,2.7,1.14,10.77,BDL,BDL,34,94,464,556,BDL,BDL,BDL,BDL
4629,"MADHYA
PRADESH",26,29,7.62,7.63,871,878,2.2,3,9.51,13.42,BDL,BDL,9.2,17,600,639,BDL,BDL,BDL,BDL
1985,MAHARASHTRA,26,29,6.9,7.5,882,1775,6,50,-,-,7.8,22,49,49,788,1612,1.4,1.4,BDL,BDL
1987,MAHARASHTRA,26,27,7,7.4,629,1333,4.2,5,1.15,1.15,6.8,13,46,70,608,1208,0.24,0.79,BDL,BDL
1989,MAHARASHTRA,27,29,7.1,7.1,1763,2205,5,5,0.33,0.59,17,23,70,140,1914,1914,BDL,BDL,BDL,BDL
1990,MAHARASHTRA,20,24,7.2,7.3,2355,3458,3.4,3.6,0.34,5.64,4,6,40,63,1810,2789,BDL,BDL,-,-
1991,MAHARASHTRA,26,27,7.5,7.6,582,1700,3.5,6.2,0.34,1.75,6,11,58,79,461,1321,BDL,BDL,BDL,BDL
1992,MAHARASHTRA,26,29,7.2,7.6,659,706,4.4,6.2,2.51,5.81,6,9,95,250,540,612,0.58,0.58,-,-
1993,MAHARASHTRA,28,40,7.3,7.7,1247,1619,2.4,5.8,13,19.7,2,2,6.8,23,1052,1220,0.51,1.02,-,-
1994,MAHARASHTRA,19,19,7.2,7.5,912,996,3.2,3.8,-,-,17,32,140,170,719,880,BDL,BDL,BDL,BDL
1995,MAHARASHTRA,25,35,7.8,8.3,1164,1229,3.2,3.4,-,-,10,26,94,170,969,1002,0.42,0.42,BDL,BDL
1996,MAHARASHTRA,25,35,7.5,8.2,1404,1544,3,3.6,-,-,21,24,120,120,1269,1312,BDL,BDL,BDL,BDL
1997,MAHARASHTRA,18,18,7.9,7.9,1132,1132,3.2,3.2,-,-,40,40,280,280,884,884,BDL,BDL,BDL,BDL
1999,MAHARASHTRA,22,28,7,7.5,710,1011,3.4,6.2,17.63,17.63,12,17,110,140,680,875,BDL,BDL,-,-
2003,MAHARASHTRA,20,20,8.2,8.3,1022,1086,3.2,3.3,BDL,BDL,21,32,120,210,874,986,BDL,BDL,BDL,BDL
2004,MAHARASHTRA,26,28,7.3,8,1180,3242,1.8,2.4,4.5,10.42,5.5,5.5,17,17,979,2618,0.28,0.28,BDL,BDL
2005,MAHARASHTRA,26,28,7.6,8.2,1163,1500,2,2.8,2.2,10.38,5.5,5.5,17,17,946,1245,0.32,0.32,BDL,BDL
2006,MAHARASHTRA,26,28,7.4,8.2,1375,1548,1.6,2.2,1.45,3.71,5.5,5.5,17,17,1141,1258,0.26,1.05,BDL,BDL
2007,MAHARASHTRA,23,24,7.9,8,8847,9894,2,2.6,3.3,4.49,5.5,6.8,17,20,734,798,BDL,BDL,BDL,BDL
2008,MAHARASHTRA,23,24,8.1,8.3,943,978,2.2,2.4,3.5,5.29,5.6,9.1,24,24,783,789,0.24,0.24,BDL,BDL
2200,MAHARASHTRA,28,40,7.4,8.4,1008,1759,2.8,3.2,3.7,11.3,BDL,BDL,BDL,BDL,804,1296,0.74,1.02,-,-
2201,MAHARASHTRA,28,40,7.4,7.7,1226,1615,2.8,6.2,11.5,18.8,BDL,BDL,2,23,1052,1204,0.72,0.97,-,-
,,,,,,,,,,,,,,,,,,,,,
2203,MAHARASHTRA,16,19,7.4,7.8,1204,1464,2.8,3,-,-,21,22,140,170,902,1160,BDL,BDL,BDL,BDL
2204,MAHARASHTRA,20,25,7.4,7.7,1068,4850,3.4,3.4,0.67,0.67,4,11,47,70,388,852,BDL,BDL,-,-
2816,MAHARASHTRA,26,27,7.2,7.4,1248,1582,3.2,3.4,5.21,5.21,4,4,46,48,1004,1250,BDL,BDL,BDL,BDL
2817,MAHARASHTRA,20,26,7.7,7.8,381,1018,3.2,3.4,-,-,4,6,43,58,306,888,BDL,BDL,-,-
2819,MAHARASHTRA,28,29,7.4,7.6,3421,3700,5.6,5.8,7.24,9.14,8,8,130,150,2908,3034,0.21,0.22,-,-
2820,MAHARASHTRA,26,27,7.9,8.2,575,1010,4.8,5,0.87,7.3,9,10,120,150,472,884,0.51,0.51,-,-
2821,MAHARASHTRA,29,34,7.9,8.2,1708,4730,3.2,6.4,2.2,9.36,8,9,130,170,1472,3880,0.62,0.62,BDL,BDL
2822,MAHARASHTRA,29,34,7.9,8,1715,4670,4.2,5.4,2.16,9.52,8,8,95,140,1468,3828,0.56,0.56,BDL,BDL
2823,MAHARASHTRA,29,34,7.4,8.3,1726,4811,2.6,4.2,2.22,11.88,8,9,120,195,1498,3944,BDL,BDL,BDL,BDL
2825,MAHARASHTRA,28,40,7.1,8.5,1735,2737,3.6,4.2,12,14.5,BDL,BDL,BDL,BDL,1250,2346,0.55,1.01,-,-
2826,MAHARASHTRA,16,19,7.3,7.8,1122,1579,3,3,2.48,2.48,17,26,120,130,875,1380,BDL,BDL,BDL,BDL
2828,MAHARASHTRA,19,19,8.2,8.3,962,1630,3.4,3.6,-,-,11,25,130,150,832,1164,BDL,BDL,BDL,BDL
2829,MAHARASHTRA,26,28,7.4,8.1,185,562,2,2,0.53,3.83,4,4,15,15,154,465,0.24,0.24,BDL,BDL
2830,MAHARASHTRA,26,28,7.5,8.2,578,629,1.8,2,1.67,1.88,4,4,15,15,467,523,0.23,0.24,BDL,BDL
2831,MAHARASHTRA,24,24,8,8.2,939,1119,2.4,2.8,2.9,6.4,3.7,6,12,26,768,929,0.23,0.23,BDL,BDL
2832,MAHARASHTRA,28,32,7.4,7.6,67,142,1.8,2,0.55,0.55,5.5,6,11,12,56,123,BDL,BDL,BDL,BDL
2833,MAHARASHTRA,28,32,7.6,7.7,134,159,1.8,2.2,-,-,4,5.5,13,17,112,136,BDL,BDL,BDL,BDL
2834,MAHARASHTRA,28,33,7.4,7.4,133,5139,2.6,3,0.46,0.46,6.1,8.2,17,27,110,4238,0.22,0.22,BDL,BDL
2835,MAHARASHTRA,28,32,6.9,7.4,69,298,1.8,2,0.72,0.72,3.6,3.6,12,15,58,238,BDL,BDL,BDL,BDL
,,,,,,,,,,,,,,,,,,,,,
1920,MANIPUR,23,23,7.5,7.5,875,875,-,-,-,-,-,-,-,-,92,92,-,-,-,-
1921,MANIPUR,24,24,7,7,820,820,-,-,-,-,-,-,-,-,176,176,-,-,-,-
1922,MANIPUR,25,25,7.5,7.5,675,675,-,-,-,-,-,-,-,-,120,120,-,-,-,-
