STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max
1725,Rajasthan,26,26,6.9,7.5,890,1640,1.1,1.4,0.22,1,4,4,4,7
2015,Rajasthan,24,24,7.8,8.3,3400,3700,1,1.5,11.8,12,4,4,4,7
2016,Rajasthan,22,24,7.3,7.6,2400,2500,1.4,2.6,9.2,9, , ,4,9
2017,Rajasthan,23,23,7.8,7.8,2300,2400,1,1.5,10,10,4,4,4,7
2018,Rajasthan,24,26,7.4,7.9,3900,4000,1.3,1.8,6.7,7,4,4,9,9
2019,Rajasthan,24,24,7.2,7.2,700,810,1,1.1,0.72,1, , ,4,4
2020,Rajasthan,24,24,7.1,8.8,1950,2200,1,1,1.24,1, , ,4,4
2021,Rajasthan,24,24,7,7.1,1650,2000,1.1,1.2,1.02,1, , ,4,4
2022,Rajasthan,23,24,7,7,1800,1910,1.1,1.4,1.4,1, , ,4,4
2023,Rajasthan,24,24,6.9,7,1880,2100,0.8,1.1,2.8,3,4,4,4,9
2024,Rajasthan,25,28,7.2,7.6,1270,1730,0.5,2.2,0.48,1, , ,4,4
2025,Rajasthan,25,27,7.2,7.6,2200,2300,0.7,3,0.62,2,4,4,7,9
2026,Rajasthan,25,27,7.1,7.6,1010,1020,0.6,1.7,0.22,1,4,4,4,14
2027,Rajasthan,26,26,7.8,8.2,1200,1220,0.8,1.6,0.48,1, , ,4,4
2028,Rajasthan,26,26,7.4,7.6,1270,1350,0.6,2.5,0.62,1,4,4,4,7
2029,Rajasthan,17,23,8.2,8.2,870,880,0.6,1.3,0.58,1, , ,4,7
2030,Rajasthan,17,21,7.6,8,4000,4100,0.9,1.5,9.2,9,4,4,4,4
2031,Rajasthan,16,23,8.2,8.4,1210,1400,1.4,2,1.14,1, , ,4,35
2032,Rajasthan,16,21,8,8.1,4600,5000,1,2.4,10,10, , ,4,4
2033,Rajasthan,17,22,7.8,8.3,2000,2100,1.4,2.5,1.96,2, , ,4,4
2957,Rajasthan,29,36,7.5,8.1,750,920,0.9,1.1,0.74,1, , ,4,4
2958,Rajasthan,26,30,7.7,8,4100,4200,1.5,9.3,1.1,2, , ,4,4
2959,Rajasthan,26,31,7.7,7.9,4200,4200,1,3.3,1.34,2,4,4,9,9
2960,Rajasthan,27,31,7.6,7.6,3100,3800,0.7,2.8,1.76,2,4,4,9,14
2961,Rajasthan,23,26,7.9,8.5,600,720,0.9,1,0.3,1,4,4,4,4
2962,Rajasthan,23,26,7.7,8.4,69,690,1,1.5,0.58,1, , ,4,4
2963,Rajasthan,25,25,7.8,8.2,550,580,0.6,0.8,0.38,1,4,4,4,9
2964,Rajasthan,20,27,7.5,8.5,970,1060,0.8,1.8,0.42,0, , ,4,4
2965,Rajasthan,24,26,7.8,8.2,195,7100,3.1,8.6,10.5,11, , ,4,4
2966,Rajasthan,24,25,8.3,8.7,2100,10900,1.3,3.1,8.3,8,4,4,4,7
2967,Rajasthan,24,24,7.8,8.7,2000,10400,1.2,2.6,4.6,5,4,4,4,9
2968,Rajasthan,23,24,8.1,8.6,10900,13700,1.8,3.6,4.9,5,4,4,4,9
2969,Rajasthan,28,28,7,7.5,870,1330,1.4,2.7,2.36,2,4,4,4,7
2970,Rajasthan,27,28,7.5,8.2,1450,1900,0.8,2.4,3.07,3, , ,4,4
2971,Rajasthan,28,28,7.6,8,1900,2000,0.6,3,1.2,1, , ,4,4
2972,Rajasthan,26,28,7.6,8.4,2000,2500,0.3,2,1.24,1,4,4,4,7
2973,Rajasthan,27,27,7.8,8.3,1630,1700,0.7,2.2,1.76,2,4,4,4,7
2974,Rajasthan,25,28,7.7,8.2,1460,3700,0.6,0.7,1.82,2,4,4,4,7
2975,Rajasthan,27,28,7.4,8.2,1500,3900,0.7,2,2.9,3,4,4,4,14
2976,Rajasthan,24,28,7.4,8.1,6500,6800,2.5,6.2,1.02,2,14,14,93,93
2977,Rajasthan,22,24,7.7,8,20000,23000,5.5,7.9,7.4,7,4,4,4,7
2982,Rajasthan,22,22,7.5,8,1210,1360,1.5,2,0.48,0,4,4,9,9
2985,Rajasthan,22,23,7.1,7.6,13300,14800,2.1,9.3,7.2,7,4,4,4,14
2986,Rajasthan,24,26,7.3,8.3,7600,13400,2.2,3.7,3.1,3, , ,4,4
2987,Rajasthan,24,24,7.4,8,7900,11600,1.8,2.8,14.5,15, , ,4,4
2988,Rajasthan,24,26,7.3,8,7800,11000,1.7,2.8,5.1,5, , ,4,9
2989,Rajasthan,26,27,7.2,8.2,19000,22000,2.3,4.5,14.5,15,4,4,4,9
2990,Rajasthan,26,26,7.3,7.9,9500,20000,1.4,3.5,3.6,5,4,4,4,4
2991,Rajasthan,26,26,7.5,8,10200,10200,2.2,3,5.1,5,4,4,4,7
2993,Rajasthan,24,24,7.3,7.8,8100,22000,1.8,8.6,12,12, , ,4,4
2999,Rajasthan,25,26,7.9,7.9,1210,1660,0.8,4.9,1.4,1,4,4,4,9
3000,Rajasthan,25,27,7.3,7.9,3400,3600,1.1,4.2,1.2,1,4,4,4,9
3001,Rajasthan,27,27,7.6,8,1780,1800,0.9,1.2,2.68,3,4,4,4,9
3002,Rajasthan,25,26,7.9,8.3,850,860,0.6,2.2,3.04,3,4,4,4,7
3003,Rajasthan,26,27,7.6,8.1,2700,3000,1.6,2.7,3.07,3,4,4,4,9
3004,Rajasthan,26,28,7.7,8.4,1000,1700,0.7,1.1,0.62,1,4,4,4,9
3006,Rajasthan,20,26,8,8.4,2000,2100,0.9,1.8,0.32,2,3,4,4,9
1736,Uttar Pradesh,24,24,6.9,7,964,1164,4.7,5.6,3,4.36,60,60,140,180
1737,Uttar Pradesh,24,25,7,7,804,844,3.6,3.7,3,3.42,20,60,60,140
1738,Uttar Pradesh,28,28,7.4,7.4,835,835,0.6,0.6,3,3.2, , , , 
1739,Uttar Pradesh,28,28,6.8,6.8,4810,4810,0.7,0.7,25,25.2, , , , 
1740,Uttar Pradesh,28,28,6.9,6.9,2545,2545,0.8,0.8,25,25.4, , , , 
1741,Uttar Pradesh,28,28,7.3,7.3,1074,1074,0.5,0.5,25,25.2, , , , 
1742,Uttar Pradesh,21,29,7.1,7.3,618,634,0.1,0.1,0,0.3, , , , 
1743,Uttar Pradesh,29,29,6.8,7,1206,1406,0.1,0.2,4,25.3, , , , 
1746,Uttar Pradesh,20,23,7.5,7.8, , , , , , , , , , 
1747,Uttar Pradesh,21,22,7.8,7.8,689,871, , ,0,0.28, , , , 
1749,Uttar Pradesh,24,24,3.6,7.5,604,841, , ,0,0.22, , , , 
1750,Uttar Pradesh,23,25,7.3,7.8,500,660, , ,1,1.15, , , , 
1751,Uttar Pradesh,24,24,7.2,7.4,800,890,0.7,1,0,0.4, , , , 
1752,Uttar Pradesh,21,23,7.1,7.4,246,250,1.8,2.1,0,0.5, , , , 
1753,Uttar Pradesh,21,23,7.2,7.3,1190,3380,2.8,2.9,3,3, , , , 
1754,Uttar Pradesh,20,22,7.2,7.5,1700,1730,2.1,2.4,2,2, , , , 
1755,Uttar Pradesh,20,23,7.5,7.5,980,1090,2.5,2.6,2,2.81, , , , 
1757,Uttar Pradesh,23,26,7.5,7.6,1210,1320,0.2,0.2,0,0.35, , ,2,2
1759,Uttar Pradesh,24,26,6.9,7,1292,1298,0.4,0.4,4,7.12, , ,2,2
1760,Uttar Pradesh,23,27,6.5,6.8,1150,1285,0.4,2,1,2.38, , ,4,4
1761,Uttar Pradesh,24,26,7.5,7.6,1216,1236,0.2,0.5,13,22, , ,4,4
2469,Uttar Pradesh,24,27,7.4,7.7,1195,1198,0.3,0.4,1,1.98, , ,2,2
2470,Uttar Pradesh,23,26,7.2,7.5,1385,1386,0.4,0.5,2,3.96, , ,7,7
2471,Uttar Pradesh,23,24,7.7,7.9,424,476,2.1,2.5,0,0.3,60,80,140,180
2472,Uttar Pradesh,22,26,7.4,7.5,530,1100,20,20,0,2, , , , 
2473,Uttar Pradesh,24,26,7.3,7.6,900,1100, , ,0,0.4, , , , 
2477,Uttar Pradesh,21,38,7,8.2,950,1200,394,394,0,0, , , , 
2478,Uttar Pradesh,21,29,7.1,7.1,569,585,0.3,0.3,0,0.4, , , , 
2479,Uttar Pradesh,25,25,7.2,7.5,236,240,0.9,1,0,8.6, , ,200,400
2480,Uttar Pradesh,21,22,7.5,7.5,385,388, , ,0,0, , , , 
1748,Uttarakhand,20,20,7.8,7.8,380,380,2,2,0,0, , , , 
1766,WEST BENGAL,30,31,8.1,8.3,787,801,0.8,0.8,0.66,1,14,14,21,170
1767,WEST BENGAL,27,28,7.5,8.1,233,813,0.3,0.8,0.464,1,2,2,4,4
1768,WEST BENGAL,27,28,6.9,7.8,711,1260,0.6,0.8,3,4.164,3,3,4,4
1769,WEST BENGAL,29,33,7.3,7.5,233,3260,0.6,1,0.04,0.15, , , , 
1770,WEST BENGAL,34,34,7.4,7.4,2130,2130,1.4,1.4,0,0, , , , 
1771,WEST BENGAL,28,29,7,7.2,689,729,0.6,0.7,0.15,0.4, , , , 
1772,WEST BENGAL,27,28,6.8,7.4,832,1077,0.9,1.8,0.37,1,8,8, , 
1773,WEST BENGAL,27,32,7.4,7.8,1771,1830,0.5,1.5,0.08,0.34, , ,11,11
1774,WEST BENGAL,28,34,7.3,7.7,1647,1786,0.5,1.7,0,0,23,23,30,80
1775,WEST BENGAL,27,34,7.3,7.3,1779,1850,0.6,1.5,0.05,1, , ,4,4
1776,WEST BENGAL,26,31,7.3,7.6,1090,1136,0.4,1.3,0,0, , ,8,8
1777,WEST BENGAL,28,29,7.5,7.5,895,928,0.5,1.2,0,0,2,2, , 
1778,WEST BENGAL,27,29,7.5,7.5,713,714,0.3,2.1,0,0, , , , 
1779,WEST BENGAL,27,29,7.4,7.5,925,932,0.5,1.1,0,0, , , , 
1813,WEST BENGAL,27,30,7.3,7.4,723,739,0.6,1.6,0,0, , , , 
1931,WEST BENGAL,28,30,7.2,7.2,2180,2400,0.3,0.5,0.02,0.82,14,22,50,300
1932,WEST BENGAL,27,33,7.3,7.6,897,1228,0.3,1.2,0.04,1, , , , 
1933,WEST BENGAL,27,28,7.3,7.4,1290,1792,0.4,1,0,0, , , , 
1934,WEST BENGAL,27,29,7.4,7.7,287,2380,0.5,0.5,0,0,1,220,1600,1600
1935,WEST BENGAL,28,34,7.3,7.3,1478,1479,0.3,1.2,0.03,0.9, , , , 
1936,WEST BENGAL,25,32,7.7,7.7,842,865,0.5,0.6,0,0, , ,22,22
1937,WEST BENGAL,27,34,7,7.9,1472,1973,0.5,0.7,0.2,1, , ,2,2
1938,WEST BENGAL,27,29,7.3,7.9,2120,2250,0.7,2.5,0.27,1,2,13,3,4
1939,WEST BENGAL,28,29,7.2,7.4,368,374,0.4,0.8,0.21,1,17,17, , 
1940,WEST BENGAL,27,29,7.6,7.9,192,512,0.5,1.2,0,0, , , , 
1941,WEST BENGAL,27,28,7.5,7.7,396,404,0.6,2.2,0,0, , , , 
1942,WEST BENGAL,31,32,6.6,7.8,1027,1989,0.6,1.1,0,0, , , , 
1943,WEST BENGAL,31,34,6.9,7.8,545,571,1.1,1.3,0,0, , , , 
1944,WEST BENGAL,30,30,6.6,6.7,105,119,1.1,1.3,1.45,2.56, , , , 
1945,WEST BENGAL,23,28,6.6,7.4,530,620,0.3,1,0.21,1, , , , 
2510,WEST BENGAL,29,30,7.3,8.4,986,986,0.3,0.8,0,0, , , , 
2515,WEST BENGAL,28,30,7.4,7.9,485,533,0.1,0.8,0.3,1, , , , 
2516,WEST BENGAL,27,27,6.9,7.2,561,643,0.5,0.8,0.22,1.02, , , , 
2526,WEST BENGAL,18,22,6.8,7.7,147,163,1.7,1.8,1.41,2,1,50,70,130
2528,WEST BENGAL,28,29,7.1,7.4,741,757,0.6,0.9,0.382,1, , , , 
2529,WEST BENGAL,28,30,7,7.2,557,627,0.3,0.4,0.832,1, , , , 
2530,WEST BENGAL,67,67,9,9.3,582,592,0.8,7.8,0.336,0, , , , 
2533,WEST BENGAL,28,30,7.5,8.2,963,970,0.5,1.2,0.712,1, , , , 
2535,WEST BENGAL,28,29,6.9,7.9,499,530,0.2,0.4,0.224,0, , , , 
2536,WEST BENGAL,27,29,6.8,7.6,1017,1027,0.3,0.9,6.68,8, , , , 
2537,WEST BENGAL,28,28,6.2,7.4,480,607,0.8,0.9,3.124,4,3,3,2,2
2538,WEST BENGAL,28,29,7,7.7,283,313,0.5,1.5,0.978,1, , , , 
2540,WEST BENGAL,27,28,7.1,7.8,1635,2240,0.7,1.3,0.188,1,2,2,2,23
2542,WEST BENGAL,28,31,6.4,6.7,140,891,0.4,4.5,0.088,1.04, , , , 
2543,WEST BENGAL,28,29,5.9,6.6,119,123,0.3,0.9,3.652,4, , , , 
2545,WEST BENGAL,27,29,7.2,7.8,1239,1461,0.5,0.6,5.664,6,8,8,13,13
2546,WEST BENGAL,27,31,7.5,7.7,1030,1046,0.3,0.5,0.02,0.02,8,8,2,11
2547,WEST BENGAL,28,32,6.9,7.5,1052,10080,0.3,1.5,0.01,0.7,2,7,300,300
2548,WEST BENGAL,28,34,7,8,1478,1693,0.5,0.6,0.49,0.88,0,4,4,11
1644,ORISSA,29,32,6.1,8.2,280,610,0.4,0.6,2.983,10,2,23,8,23
1645,ORISSA,29,31,6.8,8.5,435,642,0.3,0.5,2.269,5,2,2,2,2
1646,ORISSA,28,31,7.3,8.1,143,159,0.3,0.5,0.856,1,2,2,2,2
1647,ORISSA,28,32,7.1,8.4,254,284,0.2,0.4,1.114,1,2,2,2,2
1648,ORISSA,29,31,7.3,8.4,241,261,0.2,0.4,0.797,1,2,4,2,13
1649,ORISSA,30,31,5.3,6.9,260,377,0.3,0.3,8.585,9,2,2,2,2
1650,ORISSA,28,29,6.5,7.4,228,289,0.9,1.2,2.64,3,2,2,2,2
1651,ORISSA,30,31,6.5,7.5,489,819,0.4,0.8,9.169,9,33,33,2,2
1652,ORISSA,28,31,7.1,7.3,227,232,0.1,0.2,5.508,6,2,2,2,2
1653,ORISSA,27,31,6.5,7.8,115,255,0.4,1.1,1.907,5,2,2,2,2
1654,ORISSA,28,28,6.5,7.5,98,179,0.6,0.9,4.652,5,23,23,2,2
1655,ORISSA,26,26,7.1,7.6,390,1056,0.3,1.2,1.45,11,2,240,8,14
1656,ORISSA,25,27,7,8.4,1160,1450,0.6,1.5,0.509,13,8,49,8,23
1657,ORISSA,25,30,7.1,8.2,734,855,0.3,2.2,9.556,10,2,5,2,13
1658,ORISSA,26,26,7.1,7.9,390,850,0.6,1.2,1.45,11,2,540,8,27
1825,Bihar,30,30,7.6,7.6,1130,1130, , , , , , , , 
1826,Bihar,29,29,7.5,7.5,25,25, , , , , , , , 
1827,Bihar,28,28,7.2,7.2,532,532, , , , , , , , 
1828,Bihar,28,28,7.4,7.4,662,662, , , , , , , , 
1829,Bihar,28,28,8.2,8.2,580,580, , , , , , , , 
1830,Bihar,30,30,7.5,7.5,771,771, , , , , , , , 
1831,Bihar,31,31,7.6,7.6,1271,1271, , , , , , , , 
1832,Bihar,25,26,7.4,7.6, , , , , , ,8,13,13,22
1833,Bihar,25,26,7.3,7.6, , , , , , ,2,11,4,21
1834,Bihar,26,26,7.5,7.5, , , , , , ,11,11,21,26
1835,Bihar,26,26,7.4,7.5, , , , , , ,8,9,17,22
1836,Bihar,25,28,7.4,7.8, , , , , , ,4,7,11,13
1837,Bihar,28,28,7.4,7.8, , , , , , ,2,9,4,22
1838,Bihar,26,28,7.2,7.6, , , , , , ,4,4,8,8
1839,Bihar,26,28,7.4,7.6, , , , , , ,8,8,17,17
1840,Bihar,36,36,7.6,7.6,339,339, , , , ,7,7,14,14
1841,Bihar,31,31,8.2,8.2,735,735, , , , ,9,9,23,23
1842,Bihar,28,28,8.2,8.2,425,425, , , , , , , , 
1843,Bihar,30,30,8,8,534,534, , , , ,23,23,75,75
1844,Bihar,23,23,7.7,7.7, , , , , , , , , , 
2576,Bihar,26,31,7.4,8.2,672,672, , , , ,2,20,4,75
2577,Bihar,24,29,7.1,7.5, , , , , , ,2,8,4,21
2578,Bihar,21,30,7.4,7.7,676,1140, , , , ,8,8,17,23
2579,Bihar,23,29,7.4,7.4,515,691, , , , ,2,2,4,4
2580,Bihar,28,30,7.5,7.6,782,1210, , , , ,4,4,7,7
2581,Bihar,28,30,7.8,7.8,576,793, , , , ,7,23,14,50
2582,Bihar,24,24,7.8,7.8,469,598, , , , ,2,4,4,11
2583,Bihar,23,23,7.8,7.8,612,612, , , , ,7,7,14,14
2584,Bihar,30,30,8,8,562,562, , , , ,4,4,11,11
2585,Bihar,25,26,7.4,7.8,516,516, , , , ,14,14,39,39
2586,Bihar,25,26,7.5,7.6, , , , , , ,4,7,11,17
2587,Bihar,24,26,7.4,7.6, , , , , , ,4,9,9,27
2588,Bihar,24,28,7.6,7.6, , , , , , ,4,4,8,11
2589,Bihar,26,30,7.7,7.7, , , , , , ,2,7,4,14
2590,Bihar,32,32,8,8,568,592, , , , ,4,17,8,30
2591,Bihar,30,30,8.6,8.6,640,640, , , , ,2,2,4,4
2592,Bihar,30,30,8.2,8.2,530,530, , , , ,23,23,93,93
2593,Bihar,25,28,7.4,7.5,548,548, , , , ,20,20,75,75
2594,Bihar,28,31,7.6,7.7, , , , , , ,4,13,8,22
2595,Bihar,28,28,7.7,7.7,524,1125, , , , ,4,13,7,22
2596,Bihar,23,23,7.7,7.7,565,565, , , , , , , , 
2597,Bihar,32,32,7.8,7.8,525,525, , , , ,7,7,14,14
2598,Bihar,30,30,7.4,7.4,716,716, , , , , , , , 
2599,Bihar,28,28,7.5,7.5,538,538, , , , ,4,4,9,9
2600,Bihar,23,23,7.5,7.5,984,984, , , , , , , , 
3138,Bihar,24,30,7.5,7.6,576,649, , , , , , , , 
3139,Bihar,26,28,7.6,7.6, , , , , , ,7,8,14,14
3140,Bihar,30,30,7.2,7.2,1200,1200, , , , ,4,4,11,11
3141,Bihar,28,28,8,8,568,568, , , , ,23,23,43,43
3142,Bihar,33,33,8.2,8.2,623,623, , , , , , , , 
3143,Bihar,28,28,6.8,6.8,1980,1980, , , , ,13,13,23,23
3144,Bihar,25,29,7.4,7.6, , , , , , ,2,2,4,4
3145,Bihar,29,29,8.4,8.4,557,557, , , , ,15,15,43,43
3146,Bihar,22,30,7.9,7.9,456,677, , , , ,8,8,17,17
3147,Bihar,24,31,8.2,8.2,996,996, , , , ,4,11,7,33
3148,Bihar,26,28,7.4,7.7, , , , , , ,7,8,13,14
3149,Bihar,32,32,8.2,8.2,568,568, , , , , , , , 
3150,Bihar,22,29,7.5,7.6,567,781, , , , ,2,4,4,8
3151,Bihar,22,30,6.9,7.1,809,1110, , , , ,2,2,8,8
3152,Bihar,28,28,7.5,7.5,342,342, , , , ,9,9,13,13
3153,Bihar,34,34,8,8,682,682, , , , , , , , 
3154,Bihar,30,30,8.4,8.4,648,648, , , , ,15,15,43,43
3155,Bihar,27,28,7.4,7.6, , , , , , ,2,8,4,17
3156,Bihar,28,31,7.3,7.3,590,1200, , , , , , , , 
3157,Bihar,25,26,7.2,7.6, , , , , , ,2,2,4,4
3158,Bihar,32,32,8.4,8.4,715,715, , , , ,23,23,93,93
3159,Bihar,23,30,7.3,7.6,612,880, , , , ,7,11,14,30
3161,Bihar,25,26,7.4,7.5, , , , , , ,4,4,8,9
3162,Bihar,29,29,7.5,7.5,918,918, , , , , , , , 
2759,Jammu & Kashmir,14,27,6.4,6.8,460,487, , ,0.424,1.03, , , , 
2760,Jammu & Kashmir,13,28,6.2,6.8,312,320, , ,0.65,1, , , , 
2761,Jammu & Kashmir,12,28,6.2,6.2,92,92, , ,0.914,1, , , , 
2762,Jammu & Kashmir,11,26,8.1,8.5,1800,2000, , ,2.4,2.66, , , , 
