STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max
2144,Madhya Pradesh,19,19,7.5,7.5,392,392,0.9,0.9,0.46,0, , , , 
2145,Madhya Pradesh, , ,7.5,7.5,2220,2220,2,2,4.28,5.08, , , , 
2146,Madhya Pradesh,7.8,7.8,7.8,7.8,5630,5630,1.2,1.2,6,6.32, , , , 
2148,Madhya Pradesh,29,29,8.1,8.1,2220,2220,1.8,1.8,2,2.15, , , , 
2149,Madhya Pradesh,30,30,7.6,7.6,1068,1068,1.4,1.4,2.64,3, , , , 
2153,Madhya Pradesh,25,25,8.1,8.1,1710,1710,6.4,6.4,0,0, , , , 
3327,Madhya Pradesh,23,23,7.4,7.4,340,340,1,1,0,0.22, , , , 
3335,Madhya Pradesh,18,22,7.1,7.8,478,486,1.4,1.4,0,0.15, , ,75,75
3336,Madhya Pradesh,21,21,7.2,7.2,471,471,1,1,0.43,0.97, , , , 
3338,Madhya Pradesh,29,29,7.4,7.4,280,280,0.9,0.9,0.5,1, , , , 
1555,HIMACHAL PRADESH,16,26,6.8,7.8,319,379,0.6,0.8,0.1,3,1,2,2,5
1556,HIMACHAL PRADESH,16,25,7.1,7.4,362,402,0.6,0.8,0.12,1.22,1,3,3,6
1557,HIMACHAL PRADESH,21,21,7.5,7.5,316,316,0.6,0.6,0,0,2,2,2,2
1558,HIMACHAL PRADESH, , ,7.3,7.3,311,311,0.1,0.1,3.18,3.99,2,2,2,2
1559,HIMACHAL PRADESH, , ,7.1,8,214,368,0.2,1,2.62,8, , ,12,12
1560,HIMACHAL PRADESH, , ,7.5,8.5,260,847,0.1,1,1.86,3,2,2,2,2
1561,HIMACHAL PRADESH,19,21,7.2,7.7,695,724,0.4,0.5,2.48,4, , , , 
1562,HIMACHAL PRADESH,18,19,7.9,8,591,698,0.4,0.5,2.64,3.56, , , , 
1588,HIMACHAL PRADESH,28,29,5.6,8.3,220,263,0.8,2.1,0,2,20,50,170,180
1872,HIMACHAL PRADESH,4,17,6.9,8.1,142,782,0.2,54,8.48,12.44,12,1344,42,3360
1873,HIMACHAL PRADESH,16,19,5.6,7.1,272,298,0.6,0.8,4.43,5, , , , 
1874,HIMACHAL PRADESH,16,22,7.2,8.3,150,738,0.1,2,9.66,10,2,152,10,264
1875,HIMACHAL PRADESH,19,24,7.5,7.9,283,615,3.2,20,2,3,49,130,170,920
1876,HIMACHAL PRADESH,22,22,7.2,7.2,283,283,0.1,0.1,0.1,0,2,2,2,2
2634,HIMACHAL PRADESH,13,13,7.1,7.1,166,166,12,12,4.97,5,2,2,8,8
1877,HIMACHAL PRADESH, , ,7,8.2,235,339,0.2,1,5.56,2,2,2,2,2
1878,HIMACHAL PRADESH, , ,7.1,8.1,241,367,0.1,0.8,0,0,2,2,4,4
1879,HIMACHAL PRADESH, , ,7.1,8.7,392,712,0.1,2,7.89,3,2,2,2,2
1880,HIMACHAL PRADESH,16,28,6.7,7.2,327,438,0.8,0.8,0.16,0,1,2,3,4
1881,HIMACHAL PRADESH,16,25,6.4,7.8,301,352,0.8,0.8,0.18,0,1,2,3,4
1882,HIMACHAL PRADESH,18,18,7.7,7.9,790,817,0.4,0.7,4.89,4, , , , 
1883,HIMACHAL PRADESH,18,18,7.8,7.8,583,711,0.3,0.8,1.25,1, , , , 
2628,HIMACHAL PRADESH,15,17,6.8,7.8,210,711,1.6,2.8,1.98,0,2,2,2,2
2629,HIMACHAL PRADESH,18,20,7.5,8.6,372,511,2.8,3.2,0.762,0,2,2,2,2
2630,HIMACHAL PRADESH,17,18,7.1,7.5,769,1030,1,12,5.2,2, , , , 
2631,HIMACHAL PRADESH,17,18,6.4,6.9,687,755,0.4,12,5.1,4, , , , 
2632,HIMACHAL PRADESH,18,20,7.6,8.6,430,809,2.8,3.2,6.59,2,2,2,2,2
2633,HIMACHAL PRADESH,17,17,7.6,7.9,281,401,1.6,2,0.252,0,2,2,2,2
2635,HIMACHAL PRADESH, , ,8.4,8.4,100,100, , ,0.578,1, , , , 
2636,HIMACHAL PRADESH,18,18,6.9,7.1,660,683,0.5,6,2.4,0, , , , 
2637,HIMACHAL PRADESH,15,18,6.8,7.6,1460,1660,0.2,9,5.38,5, , , , 
2638,HIMACHAL PRADESH,17,19,7.4,8.3,596,957,0.4,6,4.2,1, , , , 
2639,HIMACHAL PRADESH,16,18,6,8,79,181,0.3,2,1.46,1, , , , 
2640,HIMACHAL PRADESH,22,24,7.3,8,351,353,0.2,0.3,1.5,2, , , , 
2641,HIMACHAL PRADESH,15,15,6.8,7.6,715,729,0.4,0.8,0,0, , , , 
2642,HIMACHAL PRADESH,17,17,6.6,8.8,108,191,0.4,1.8,0,0, , , , 
2644,HIMACHAL PRADESH,22,23,7.3,7.6,120,586,0.2,1,0.218,0,2,2,2,8
2645,HIMACHAL PRADESH,16,24,7,7.5,366,441,0.8,0.8,0.19,0,2,2,2,9
2646,HIMACHAL PRADESH,15,24,6.7,7.9,268,1194,0.6,0.8,0.17,0,1,2,3,6
2647,HIMACHAL PRADESH,17,18,7.4,7.5,633,713,0.9,4.5,0.08,0, , , , 
1898,PUNJAB, , ,7,7, , , , ,0.7,1, , , , 
1899,PUNJAB, , ,7,7, , , , ,0.8,1, , , , 
1900,PUNJAB, , ,7,7, , , , ,1.1,1.22, , , , 
1901,PUNJAB, , ,7,7, , , , ,0.9,1, , , , 
1902,PUNJAB, , ,7,7, , , , ,0.5,1.05, , , , 
1903,PUNJAB, , ,7,7, , , , ,0.3,1.33, , , , 
19,Kerala,27,29,6.2,6.7,52,194,0.6,0.9,0.29,4,2,200,500,700
22,Kerala,27,28,6.5,6.8,128,133,0.6,0.8,0.7,2,60,110,170,220
35,Kerala,23,24,5.6,5.8,214,280,0.5,0.6,8.1,8,11,11,40,50
1581,Kerala,29,29,5.4,6,310,370,1,1.1,0,1,50,110,90,300
1582,Kerala,29,30,6.6,7.2,153,180,0.8,0.8,0,1,20,70,70,210
1583,Kerala,23,23,4.7,4.8,76,92,0.5,0.5,4.3,4,10,11,110,140
1584,Kerala,28,28,7.5,7.6,145,268,1.9,3.2,0.04,0,170,280,270,500
1585,Kerala,29,29,7.6,7.7,149,740,1.3,1.6,6.79,7,2,500,480,2600
1586,Kerala,27,28,5.6,6,105,140,0.5,0.7,0.77,2,2,170,4,1100
1587,Kerala,27,28,6.1,6.1,210,308,0.3,0.7,6.96,8,2,240,40,900
1589,Kerala,28,29,6.5,7,182,260,1.1,1.1,0.28,6,20,40,110,400
1590,Kerala,24,26,6.6,6.7,83,108,0.5,0.6,1.6,2,2,340,8,600
1591,Kerala,28,28,4.7,6.6,108,153,0.4,0.6,1.6,3,40,120,210,300
1592,Kerala,27,30,5.8,6.1,176,200,0.2,3.4,2.7,3,11,80,90,110
2308,Kerala,27,29,6.9,7,138,357,0.3,0.8,1.94,2,200,210,400,600
2309,Kerala,28,29,6.1,6.7,102,169,0.4,0.5,2.71,5,300,310,500,600
2310,Kerala,27,28,6.6,6.9,128,177,0.4,0.7,2.75,5,200,400,400,1100
2311,Kerala,28,29,6.1,7.1,100,146,0.6,1,1.93,2,70,200,210,400
2313,Kerala,28,28,7.8,7.9,225,225,0.3,0.8,0,0,400,540,600,800
2314,Kerala,23,24,5.5,6,172,220,1.2,1.5,5.2,8,21,27,110,120
2315,Kerala,24,25,8.2,8.4,450,520,2,2.4,3.3,3,11,11,50,80
2316,Kerala,27,28,4.8,6.7,40,49,0.3,0.9,1.3,1,2,90,4,210
2317,Kerala,27,30,5.4,5.9,139,302,0.7,0.7,3.5,6,11,7.4,260,800
2320,Kerala,28,29,6.5,6.7,144,190,0.4,0.6,2.6,5,140,500,270,700
2321,Kerala,28,30,4.3,7.3,300,348,0.3,2.4,4.7,9,20,170,130,1300
2322,Kerala,29,30,4.1,6.8,240,319,1.1,1.4,1.4,2,20,40,110,180
2323,Kerala,28,28,6.1,6.3,279,370,0.8,1.6,1.11,1,110,300,600,1300
2324,Kerala,27,28,5.8,6.8,50,1670,0.6,0.8,0.66,1,2,300,4,1400
2327,Kerala,29,30,8.4,8.7,650,699,0.4,0.6,0.05,3,60,1100,80,1600
3463,Kerala,27,28,6.5,6.7,85,118,1,1.2,1,5,280,1200,430,3400
3472,Kerala,27,29,6.8,7,430,1094,0.9,1,2,2,90,400,210,500
3474,Kerala,26,30,4.9,6.9,174,240,0.6,3.4,3.1,3,110,800,540,1600
3475,Kerala,27,28,4.5,5.4,54,110,0.1,0.3,1.5,2,0,80,31,240
1593,Lakshadweep,27,31,7.1,8.2,829,1139, , , , ,4500,4500,1000,260000
1594,Lakshadweep,28,31,7,8,1183,1611, , , , ,2000,9000,5000,329000
1595,Lakshadweep,28,31,7.2,8,652,932, , , , ,500,92000,13000,120000
1596,Lakshadweep,27,31,7.3,8.2,463,686, , , , ,6000,87500,4833,175000
1598,Lakshadweep,27,31,7.5,8.1,610,679, , , , ,3000,3000,8000,79183
1599,Lakshadweep,27,31,7.2,8.2,604,856, , , , , , ,9000,68000
1600,Lakshadweep,27,30,6.9,7.9,850,1024, , , , ,1000,18000,1000,118000
1601,Lakshadweep,27,31,7,7.8,1021,2950, , , , , , ,4000,192000
1602,Lakshadweep,27,32,7.1,8,1237,1810, , , , ,400,1500,5000,43000
1603,Lakshadweep,28,39,7,8.2,1018,3140, , , , ,500,500,12000,244000
1605,Lakshadweep,28,31,7.2,8,946,1253, , , , ,500,1000,1680,119000
1606,Lakshadweep,29,31,7.2,8,716,1159, , , , ,1000,164500,37000,1520000
1397,PONDICHERRY,30,32,6.4,6.9,4630,4850, , ,0.283,1, , , , 
1398,PONDICHERRY,30,33,6.5,6.6,1067,1108, , ,0.07,1, , , , 
1453,PONDICHERRY,30,31,6.3,6.6,575,625, , ,3.096,5, , , , 
1454,PONDICHERRY,28,31,6.1,6.2,182,212, , ,0.796,1, , , , 
1687,PONDICHERRY,30,32,7.1,7.4,1223,1303, , ,0.78,1, , , , 
1688,PONDICHERRY,30,30,7.1,7.2,668,1183, , ,0,0, , , , 
1689,PONDICHERRY,24,24,7.7,7.7, , , , ,0,0, , , , 
2009,PONDICHERRY,30,30,6.3,6.5,528,553, , ,5.094,7, , , , 
2010,PONDICHERRY,30,33,6.6,6.8,1081,1150, , ,0.793,1, , , , 
2011,PONDICHERRY,30,32,7.3,7.5,2390,2850, , ,0,0, , , , 
2012,PONDICHERRY,34,34,6.8,6.8,1148,1148, , ,0,0, , , , 
2013,PONDICHERRY,25,26,8.3,8.7,1268,1521, , ,0.58,1, , , , 
2014,PONDICHERRY,22,27,8.7,8.8,118,1241, , ,0.487,1, , , , 
2446,PONDICHERRY,27,27,6.4,6.4,326,326, , ,4.469,6, , , , 
2447,PONDICHERRY,28,28,5.8,5.8,103,103, , ,2.196,3, , , , 
1440,Daman & Diu,29,32,6.9,7.3,899,1568, , ,4.1,4, , , , 
2448,"Daman, Diu, Dadra Nagar Haveli",29,31,6.8,6.8,765,885,6,6,7.9,10, , , , 
2450,"Daman, Diu, Dadra Nagar Haveli",30,30,7,7,624,624, , ,2.5,3, , , , 
2451,"Daman, Diu, Dadra Nagar Haveli",31,31,7,7,1639,1639,12,12,5.4,5, , , , 
2452,"Daman, Diu, Dadra Nagar Haveli",31,31,7.2,7.2,1383,1383,8,8,15.4,15, , , , 
2453,"Daman, Diu, Dadra Nagar Haveli",32,32,6.7,6.7,485,485, , ,0.9,1, , , , 
2455,"Daman, Diu, Dadra Nagar Haveli",31,31,6.7,6.7,2942,2942, , ,1.1,1, , , , 
2458,"Daman, Diu, Dadra Nagar Haveli",31,31,7.2,7.2,2656,2656, , ,0.5,1, , , , 
2004,Maharashtra, , ,7.4,7.4,2066,2066,2.2,2.2,1.62,2, , ,70,70
2005,Maharashtra, , ,7.6,7.6,1498,1498,2.4,2.4,1.38,1, , ,90,90
2006,Maharashtra, , ,7.1,7.1,191,191,2.8,2.8,1.18,1, , ,70,70
2007,Maharashtra,25,25,7.2,7.2,2183,2183,2.2,2.2,1.9,2,2,2,90,90
2008,Maharashtra,25,25,7.5,7.5,1275,1275,2.4,2.4,3.16,3,2,2,110,110
2202,Maharashtra,27,27,6.9,6.9,173,173,2.4,2.4,0.84,1, , ,80,80
2829,Maharashtra, , ,7.9,7.9,967,967,2,2,2.04,2, , ,90,90
2830,Maharashtra, , ,7.5,7.5,397,397,2.4,2.4,1.68,2, , ,80,80
2831,Maharashtra,25,25,8,8,455,455,2.4,2.4,0.88,1,2,2,80,80
2832,Maharashtra,28,28,7.1,7.1,86,86,2.8,2.8,0.56,1, , ,90,90
2833,Maharashtra,28,28,7.8,7.8,307,307,2,2,0.74,1, , ,70,70
2834,Maharashtra,28,28,7.2,7.2,187,187,2.2,2.2,1.36,1, , ,60,60
2835,Maharashtra,28,28,7.2,7.2,89,89,2.8,2.8,1.58,2, , ,90,90
1993,Maharashtra,28,28,7.6,7.6,673,673,4,4,0.057,0,3,3,70,70
2200,Maharashtra,30,30,7,7,2968,2968,3,3,0.126,0,2,2,90,90
2201,Maharashtra,28,28,7.5,7.5,2032,2032,5,5,0.186,0,3,3,80,80
2474,Maharashtra,20,22,7.7,7.9,611,801, , ,0.28,0, , , , 
2475,Maharashtra,21,22,8,8.1,661,751, , ,0.46,0, , , , 
2825,Maharashtra,28,28,7.9,7.9,1954,1954,4,4,0.135,0,3,3,80,80
1986,Maharashtra,27,27,8.5,8.5,880,880,4,4,0.1,0,13,13,20,20
1987,Maharashtra,22,22,7.3,7.3,878,878,4,4,0.9,1,11,11,20,20
1988,Maharashtra,27,27,8.3,8.3,1154,1154,4.2,4.2,0.4,0,9,9,17,17
1990,Maharashtra,25,25,7.7,7.7,1218,1218,3.2,3.2,4.91,5, , , , 
1991,Maharashtra,26,26,7.7,7.7,981,981,2.8,2.8,4.97,5,34,34,110,110
1997,Maharashtra,30,30,8.3,8.3,1360,1360,4.6,4.6,2.98,3,11,11,21,21
1999,Maharashtra,28,28,7.8,7.8,1006,1006,7,7,2.24,2,17,17,22,22
2002,Maharashtra,27,27,8.3,8.3,540,540,6,6,2.24,2,11,11,26,26
2827,Maharashtra,22,22,7.8,7.8,892,892,6.8,6.8,2.37,2,170,170,280,280
1985,Maharashtra,22,22,7.9,7.9,1517,1517,4.2,4.2,1,1,17,17,30,30
1994,Maharashtra,22,22,8.1,8.1,810,810,5,5,1.399,1,23,23,30,30
1995,Maharashtra,22,22,8.2,8.2,810,810,5.8,5.8,4.43,4,14,14,26,26
1996,Maharashtra,27,27,7.9,7.9,1094,1094,6.8,6.8,7.8,8,13,13,22,22
1998,Maharashtra,22,22,7.7,7.7,1502,1502,8,8,4.43,4,11,11,27,27
2000,Maharashtra,27,27,7.6,7.6,1016,1016,7,7,8.26,8,26,26,33,33
2003,Maharashtra,20,20,8.8,8.8,1310,1310,5.8,5.8,10.3,10,13,13,21,21
2204,Maharashtra,26,26,8.1,8.1,614,614,2.8,2.8,3.25,3, , , , 
2819,Maharashtra,28,28,8.2,8.2,2515,2515,4.6,4.6,6.6,7,30,30,425,425
2826,Maharashtra,22,22,8.2,8.2,898,898,5.2,5.2,10.1,10,11,11,30,30
2828,Maharashtra,22,22,8.2,8.2,498,498,5,5,3.22,3,9,9,14,14
2203,Maharashtra,23,23,8.2,8.2,692,692,5.6,5.6,1.55,2,11,11,70,70
1989,Maharashtra,28,28,8.4,8.4,233,233,3.8,3.8,0.1,0,25,25,45,45
2820,Maharashtra,22,24,8.7,8.9,615,1022,3.4,4,0.43,10.2,14,30,275,350
2277,Goa,32,33,6.7,7.2,222,440,1,2.2,0.04,1.04,11,11,14,14
2278,Goa,29,33,6.4,6.8,109,248,0.5,1,0.01,1.55,17,17,21,21
2279,Goa,32,33,6.6,6.8,257,268,0.8,0.9,0.141,1.26, , , , 
2280,Goa,30,32,5.1,5.9,206,239,0.4,0.6,0.21,1.54, , , , 
2281,Goa,30,32,5.4,5.7,40,93,0.4,1.5,0.998,1.99, , ,560,560
2282,Goa,33,33,6.2,6.9,173,266,0.7,0.7,0.491,3.26, , , , 
3193,Goa,31,36,6.2,6.8,288,570,0.5,0.5,0.035,0.25,2,2,13,13
3194,Goa, , , , ,159,973, , ,0.327,1.05,450,450,180,680
3195,Goa,31,32,5.2,6,60,135,0.4,1.4,0.828,1, , , , 
6,Gujarat, , , , ,250,250, , ,0,0, , ,0,0
1948,Gujarat,28,28,7.3,7.3,72683,72683, , ,1.812,2,221000,221000,750,750
1949,Gujarat,28,28,7.7,7.7,57523,57523,24,24,0.173,0,30,30,930,930
1950,Gujarat,29,30,7.5,7.6,41040,87790,1,2,0.11,0,11,30,16000,170000
1951,Gujarat,27,27,8,8,48000,48000,1,1,400,400, , ,1600,1600
1952,Gujarat,28,28,8.4,8.4,309,309,3,3,510.1,510, , ,3300,3300
1953,Gujarat,30,30,8,8,377,377,1,1,400,400, , ,1600,1600
1954,Gujarat,26,29,7.6,7.7,286,312,1,1,380,370,9,9,1400,4900
1955,Gujarat,32,32,7.6,7.6,1230,1230,1,1,330,330, , ,1700,1700
1956,Gujarat,26,32,7.5,8.5,295,977,1,2,440,1,4,280,4,221000
1957,Gujarat,30,30,7.7,7.7,394,394,5,5,2.999,3,200,200,64,64
1958,Gujarat,26,26,7.8,7.8,424,424,1,1,2.81,3,200,200,4,4
1959,Gujarat,27,27,8.1,8.1,387,387,2,2,2.7,3,70,70,210,210
1960,Gujarat,30,30,7.8,7.8,444,444,1,1,3.74,4,210,210,93,93
1961,Gujarat,27,27,8.1,8.1,343,343,1,1,2.968,3,60,60,28,28
1962,Gujarat,27,31,7.2,8.2,239,239,0.4,0.7,3.195,3,11,11,1500,2400
1963,Gujarat,28,29,7.5,8.1,270,305,0.8,18,3.144,3,23,460,210,430
1964,Gujarat,28,28,7,7,282,282,2,2,3.734,4,17,17,930,930
1965,Gujarat,26,26,7.5,7.5,482,482,2,2,3.874,4,140,140,2400,2400
1966,Gujarat, , , , ,303,303, , ,3.871,4,70,70,1500,1500
1967,Gujarat, , , , ,363,363, , ,6.02,6,4,4,1500,1500
1968,Gujarat, , , , ,295,295, , ,5.116,5, , ,750,750
1969,Gujarat, , , , ,304,330, , ,0.245,0,9,15,140,630
1970,Gujarat, , , , ,244,576, , ,5.81,1,7,9,22,110
2083,Gujarat, , , , , , , , ,0,0, , ,2,4
1415,Rajasthan,25,25,7.7,8.9,4800,6800,1.4,9.7,3.1,3.9,4,4,4,7
1416,Rajasthan,26,26,8.4,9.1,7700,15400,1.6,13,4,6,4,4,4,7
1706,Rajasthan,27,29,8,8.4,910,1140,0.6,2.5,0.98,1.02,4,4,7,7
1708,Rajasthan,26,29,7.7,8,1300,2300,1,3.7,0.74,1,4,4,4,9
1709,Rajasthan,27,28,7.4,8.1,3000,3200,1.1,3.3,1.02,1,4,4,7,9
1710,Rajasthan,26,27,7.6,8.2,1640,2600,0.7,1.6,3.16,3, , ,4,4
1711,Rajasthan,24,27,7.4,8.1,3500,3900,0.6,3.1,5.44,6,4,4,4,9
1712,Rajasthan,26,28,7.8,7.8,1850,2400,0.9,1.9,1.02,1,4,4,4,7
1713,Rajasthan,27,28,7.8,7.9,1390,1470,0.7,1.3,0.92,1,4,4,4,7
1715,Rajasthan,29,30,7.6,8.2,1330,1360,0.7,2.4,1.54,2,4,4,9,9
1720,Rajasthan,22,27,7.9,8.3,1220,1370,0.5,2.9,0.92,1,7,7,4,21
1721,Rajasthan,28,28,8,8.2,410,560,0.6,2,2.8,3,4,4,4,9
1723,Rajasthan,25,27,8,8,3200,3400,0.9,8,1.14,2, , ,4,4
1724,Rajasthan,26,26,8.2,8.3,1310,1420,0.8,2.3,0.48,1,4,4,4,9
