STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max
2026,RAJASTHAN,27,27,8.1,8.1,1090,1090,1.3,1.3,2.5,2.5,,,,
2027,RAJASTHAN,26,26,7.3,8.0,1800,2200,0.5,2.0,2.4,3.1,3,3,3,3
2028,RAJASTHAN,28,28,7.6,7.9,880,960,0.8,1.7,3.0,3.1,3,3,3,3
2029,RAJASTHAN,26,27,7.8,8.2,760,1010,1.3,1.5,2.4,2.5,3,3,3,3
2030,RAJASTHAN,26,26,8.1,8.1,3200,3200,1.4,1.4,2.8,2.8,3,3,3,3
2031,RAJASTHAN,26,27,7.9,8.1,550,1030,1.6,2.2,2.5,2.8,3,3,4,4
2032,RAJASTHAN,26,28,7.8,8.2,420,1070,1.5,1.6,1.8,2.1,3,3,3,3
2960,RAJASTHAN,28,29,7.4,8.0,3900,5200,1.5,1.7,2.7,3.0,3,3,4,4
2961,RAJASTHAN,25,26,8.0,8.3,730,910,0.6,1.6,2.1,2.7,3,3,3,3
2962,RAJASTHAN,25,26,7.8,8.5,760,1100,0.6,1.2,2.3,3.1,3,3,4,4
2963,RAJASTHAN,27,27,7.6,8.0,1810,2200,0.8,1.3,2.8,3.0,3,3,3,3
2964,RAJASTHAN,27,27,7.6,7.8,1680,2100,0.7,1.3,2.2,2.8,3,3,3,3
2965,RAJASTHAN,25,28,8.4,8.6,4500,4700,0.7,1.9,2.7,3.1,3,3,3,3
2966,RAJASTHAN,23,28,8.2,8.4,6700,8600,2.1,2.4,2.7,2.8,3,3,4,4
2967,RAJASTHAN,26,28,8.0,8.2,4300,6600,2.5,9.2,2.4,2.8,3,3,4,4
2968,RAJASTHAN,24,27,8.1,8.4,6100,7100,0.6,2.3,2.6,3.1,3,3,4,4
2969,RAJASTHAN,28,29,6.9,7.2,960,1050,1.1,2.0,1.8,2.5,3,3,3,3
2970,RAJASTHAN,28,31,7.0,7.4,1460,1540,0.7,1.9,2.1,3.0,3,3,3,3
2971,RAJASTHAN,28,30,7.0,7.4,2000,2400,1.7,2.3,1.8,2.5,3,3,4,4
2972,RAJASTHAN,28,30,7.3,7.3,2800,2800,1.3,2.1,2.1,3.0,3,3,3,3
2973,RAJASTHAN,29,32,7.1,7.1,4100,5200,1.2,1.8,2.2,2.7,3,3,3,3
2974,RAJASTHAN,28,29,7.2,8.0,1420,1460,1.2,1.5,2.3,3.0,3,3,3,3
2975,RAJASTHAN,29,29,7.1,7.2,3300,3900,0.8,1.3,2.4,3.0,3,3,3,3
2976,RAJASTHAN,28,31,7.9,8.4,7900,8900,18.3,24.9,13.1,15.4,150,150,,
2977,RAJASTHAN,22,30,7.1,9.5,18000,20000,2.6,19.4,6.2,9.2,3,3,4,4
2982,RAJASTHAN,21,31,7.0,8.4,14000,14000,2.3,12.7,2.8,3.2,3,3,4,4
2985,RAJASTHAN,22,31,6.8,7.6,15000,16000,2.3,6.7,8.3,15.4,3,3,4,4
2986,RAJASTHAN,24,24,7.7,8.1,2000,3800,1.8,4.2,2.1,2.8,3,3,3,3
2987,RAJASTHAN,24,24,7.8,7.8,6200,8700,1.8,1.8,1.8,2.8,3,3,3,3
2988,RAJASTHAN,24,24,7.6,8.4,5000,5500,1.3,1.9,1.7,2.8,3,3,3,3
2989,RAJASTHAN,24,24,7.6,8.4,7100,10200,1.9,5.7,1.8,2.8,3,3,4,7
2990,RAJASTHAN,25,25,8.1,8.4,14400,14400,1.8,16.4,1.8,3.1,3,3,4,7
2991,RAJASTHAN,25,25,8.1,8.2,10500,10800,2.2,14.8,1.7,2.8,3,4,4,7
2993,RAJASTHAN,25,25,7.9,8.4,4400,8200,1.8,6.7,2.1,2.7,3,3,4,4
2999,RAJASTHAN,26,26,7.0,7.5,1560,1610,0.3,2.2,2.2,2.6,3,3,3,3
3000,RAJASTHAN,26,27,6.9,7.6,990,1020,0.5,1.3,2.3,3.1,3,3,3,3
3001,RAJASTHAN,27,29,6.9,7.6,1260,1410,0.6,1.3,1.8,2.6,3,3,3,3
3002,RAJASTHAN,26,29,7.1,7.6,1130,1560,0.6,1.3,2.3,2.7,3,3,3,3
3003,RAJASTHAN,25,28,7.3,7.7,1290,1870,0.5,1.5,2.2,2.3,3,3,3,3
3004,RAJASTHAN,26,28,7.7,7.8,1240,1390,0.5,2.0,1.8,2.1,3,3,3,3
3005,RAJASTHAN,27,27,6.9,7.8,1010,1010,0.7,1.5,1.5,1.7,3,3,3,3
3006,RAJASTHAN,26,26,7.6,8.3,2100,2300,1.5,1.8,2.6,2.7,3,3,3,3
4168,RAJASTHAN,17,17,7.5,7.5,5700,5700,1.3,1.3,3.0,3.0,,,,
4169,RAJASTHAN,18,21,7.3,7.6,1140,1390,1.2,2.0,1.8,2.5,4,4,11,11
4170,RAJASTHAN,18,22,7.3,7.8,1290,1480,0.8,1.8,2.5,2.8,4,4,7,7
4176,RAJASTHAN,20,29,7.4,7.6,3100,3300,1.2,1.7,2.5,3.1,4,4,7,7
4177,RAJASTHAN,16,32,8.3,8.6,580,630,0.6,2.2,2.4,3.0,7,14,11,150
4178,RAJASTHAN,16,32,8.2,8.6,1050,1270,1.1,4.3,2.3,3.1,7,20,20,75
4180,RAJASTHAN,26,26,7.8,7.8,1240,1240,0.4,0.4,1.1,1.1,3,3,4,4
4181,RAJASTHAN,27,27,7.7,7.7,1410,1410,1.2,1.2,1.1,1.1,3,3,4,4
4183,RAJASTHAN,26,26,7.5,7.5,2200,2200,0.8,0.8,1.2,1.2,3,3,4,4
4184,RAJASTHAN,26,26,7.5,7.5,2000,2000,0.6,0.6,1.3,1.3,3,3,4,4
1449,TAMIL NADU,20,28,7.2,7.2,612,1218,6.2,6.3,0.6,13.9,2,4,4,7
15,TELANGANA,29,29,7.3,7.3,880,880,2.0,2.0,0.0,1.3,24,24,700,700
16,TELANGANA,28,29,7.9,7.9,739,822,4.0,4.0,1.1,15.9,2,26,15,400
27,TELANGANA,26,27,6.4,8.2,684,2606,3.0,3.0,0.7,32.6,8,50,45,400
1515,TELANGANA,30,30,7.2,7.3,1001,1170,6.0,7.0,7.9,25.4,2,26,18,3125
1525,TELANGANA,26,30,7.2,7.3,3050,3120,,,22.6,28.7,2,2,2,2
1791,TELANGANA,28,31,7.2,7.3,1188,1528,8.0,12.0,3.7,8.2,2,25,12,12050
1792,TELANGANA,28,30,7.0,8.0,1396,1511,4.0,6.0,14.5,18.3,2,27,13,14
1793,TELANGANA,26,26,7.3,7.7,1692,1945,4.0,6.0,0.2,1.5,18,28,540,650
1794,TELANGANA,26,28,7.2,7.3,1065,1161,6.0,7.0,0.0,4.3,2,22,230,550
1795,TELANGANA,26,29,7.1,7.5,3560,3640,,,45.8,49.9,2,2,2,2
1810,TELANGANA,26,26,7.0,8.0,2918,2938,,,24.6,32.5,2,2,2,2
1811,TELANGANA,24,25,6.6,7.8,1845,2011,,,12.5,22.3,2,2,2,2
3088,TELANGANA,29,30,6.5,6.8,1674,1776,7.0,8.0,11.4,41.9,2,25,6,8025
3094,TELANGANA,26,29,7.8,7.9,855,889,4.0,6.0,,,8,26,130,600
4260,TELANGANA,31,31,7.7,7.8,1168,1250,2.0,3.0,6.7,6.8,,,,
4261,TELANGANA,27,27,6.4,6.4,5560,5560,,,62.5,62.5,,,,
4262,TELANGANA,27,28,6.9,6.9,1694,2117,3.0,3.0,20.5,62.5,,,,
4263,TELANGANA,27,32,7.0,7.3,3170,3590,,,25.3,30.3,,,,
4264,TELANGANA,27,27,6.6,7.6,2842,3380,,,21.1,48.2,,,,
4265,TELANGANA,26,27,6.9,7.0,1480,2034,,,47.2,63.3,,,,
4266,TELANGANA,28,28,6.9,6.9,1694,1694,3.0,3.0,62.5,62.5,,,,
4267,TELANGANA,29,29,7.0,7.8,2036,3520,53.0,53.0,48.4,53.0,49,49,530,530
4268,TELANGANA,26,26,6.7,7.4,1401,1722,12.0,16.0,0.5,10.9,2,2,430,430
4269,TELANGANA,25,27,6.6,7.8,2676,3140,16.0,24.0,1.2,6.1,8,8,540,540
4270,TELANGANA,25,29,7.1,7.3,2264,2448,8.0,10.0,12.6,32.6,4,4,220,220
4271,TELANGANA,26,28,6.9,7.3,1853,1883,10.0,12.0,25.6,28.1,6,6,540,540
4272,TELANGANA,28,30,7.4,7.6,709,791,2.0,6.0,1.2,2.7,2,2,220,220
4273,TELANGANA,28,32,6.8,7.2,2954,3030,16.0,22.0,17.5,23.9,10,10,280,280
4274,TELANGANA,28,33,7.1,7.6,1678,1953,3.0,10.0,18.3,20.7,2,2,540,540
4275,TELANGANA,28,28,7.4,7.4,2185,2185,18.0,18.0,11.2,11.2,2,2,430,430
4276,TELANGANA,27,29,7.5,7.8,1954,2036,,,48.4,55.5,,,,
4277,TELANGANA,28,32,6.5,6.7,5940,6980,,,50.8,61.0,7,7,38,38
4278,TELANGANA,28,33,6.5,7.1,798,4340,,,7.6,30.7,,,,
4279,TELANGANA,28,28,8.2,8.2,2909,2909,,,16.3,16.3,7,7,38,38
4280,TELANGANA,25,28,7.3,7.4,1807,7250,22.0,72.0,0.3,4.6,2,2,10,15
4281,TELANGANA,27,27,6.7,7.0,3550,3820,,,11.1,16.2,,,,
4282,TELANGANA,28,28,6.7,7.0,1401,1565,,,20.5,25.3,,,,
4283,TELANGANA,26,27,6.9,7.2,4690,5680,0.0,0.0,52.1,66.1,4,4,70,70
4284,TELANGANA,26,27,7.1,7.2,1950,3390,,,40.6,66.5,5,5,62,62
4285,TELANGANA,27,27,6.5,6.9,2687,2962,,,58.4,63.3,4,4,32,32
4286,TELANGANA,27,27,7.0,7.6,456,3240,,,5.7,65.6,,,,
4287,TELANGANA,32,32,6.9,7.0,1986,2494,,,36.6,63.5,,,,
4288,TELANGANA,31,31,7.1,7.1,979,979,,,48.1,48.1,3,3,34,34
4289,TELANGANA,27,29,6.6,7.0,1376,1436,,,32.5,51.5,5,5,39,39
4290,TELANGANA,28,28,6.7,7.2,976,1237,24.0,24.0,7.2,26.3,38,38,,
1405,TRIPURA,25,27,7.5,7.8,129,157,0.0,0.0,0.4,0.9,2,2,2,2
1406,TRIPURA,25,28,5.9,6.5,134,181,0.0,0.0,0.3,0.4,2,2,2,2
1730,TRIPURA,26,27,5.8,6.0,116,129,0.0,0.0,0.4,0.4,2,2,2,2
1731,TRIPURA,25,27,6.4,6.5,108,113,0.0,0.0,0.2,0.3,2,2,2,2
1732,TRIPURA,26,27,5.9,6.0,124,131,0.0,0.0,0.3,0.4,2,2,2,2
1733,TRIPURA,25,27,6.3,6.4,124,156,0.0,0.0,0.2,0.3,2,2,2,2
1734,TRIPURA,25,27,6.7,6.8,118,131,0.0,0.0,0.2,0.4,2,2,2,2
3423,TRIPURA,26,28,6.4,6.8,137,138,0.0,0.0,0.3,0.4,2,2,2,2
3424,TRIPURA,26,28,6.4,6.6,118,125,0.0,0.5,0.2,0.3,2,2,2,2
3425,TRIPURA,27,28,6.2,6.9,135,147,0.0,0.0,0.3,0.3,2,2,2,2
3426,TRIPURA,25,27,6.2,6.3,118,137,0.0,0.0,0.2,0.3,2,2,2,2
3427,TRIPURA,27,27,6.4,6.4,109,122,0.0,0.5,0.2,0.2,2,2,2,2
3428,TRIPURA,26,27,6.1,6.9,123,134,0.0,0.0,0.2,0.2,2,2,2,2
3429,TRIPURA,26,27,6.3,6.6,128,145,0.0,0.2,0.2,0.2,2,2,2,2
3430,TRIPURA,25,26,6.2,6.5,126,144,0.0,0.0,0.2,0.2,2,2,2,2
3431,TRIPURA,26,27,5.9,5.9,122,137,0.0,0.4,0.1,0.2,2,2,2,2
3432,TRIPURA,26,26,6.1,6.2,128,145,0.0,0.2,0.3,0.4,2,2,2,2
3433,TRIPURA,25,26,6.3,6.6,138,177,0.0,0.4,0.3,0.3,2,2,2,2
3434,TRIPURA,26,26,6.2,6.9,132,151,0.0,0.0,0.3,0.4,2,2,2,2
3435,TRIPURA,25,26,6.5,7.0,142,187,0.0,0.1,0.2,0.3,2,2,2,2
3436,TRIPURA,26,26,5.9,6.1,184,206,0.0,0.2,0.3,0.4,2,2,2,2
4185,TRIPURA,26,26,7.1,7.1,135,135,0.2,0.2,0.2,0.2,,,,
4186,TRIPURA,27,27,6.3,6.3,96,96,0.1,0.1,0.3,0.3,,,,
4187,TRIPURA,27,27,7.0,7.0,96,96,0.1,0.1,0.3,0.3,,,,
4188,TRIPURA,26,26,7.2,7.2,108,108,0.2,0.2,0.2,0.2,,,,
4189,TRIPURA,27,27,6.9,6.9,97,97,0.1,0.1,0.2,0.2,,,,
4190,TRIPURA,27,27,6.3,6.3,112,112,0.1,0.1,0.3,0.3,,,,
4191,TRIPURA,26,26,7.0,7.0,106,106,0.1,0.1,0.3,0.3,,,,
4200,TRIPURA,26,26,6.9,6.9,137,137,0.0,0.0,0.2,0.2,,,,
4201,TRIPURA,27,27,5.9,5.9,143,143,0.1,0.1,0.2,0.2,,,,
4202,TRIPURA,27,27,5.7,5.7,157,157,0.1,0.1,0.2,0.2,2,2,2,2
4203,TRIPURA,26,26,6.1,6.1,151,151,0.1,0.1,0.3,0.3,2,2,2,2
4204,TRIPURA,26,26,6.2,6.2,149,149,0.1,0.1,0.3,0.3,2,2,2,2
4205,TRIPURA,27,27,6.3,6.3,144,144,0.1,0.1,0.4,0.4,2,2,2,2
4206,TRIPURA,27,27,5.9,5.9,137,137,0.1,0.1,0.5,0.5,2,2,2,2
4207,TRIPURA,27,27,6.5,6.5,148,148,0.1,0.1,0.3,0.3,2,2,2,2
4208,TRIPURA,26,26,6.3,6.3,189,189,0.1,0.1,0.4,0.4,2,2,2,2
4209,TRIPURA,27,27,6.5,6.5,151,151,0.0,0.0,0.3,0.3,2,2,2,2
4210,TRIPURA,26,26,6.1,6.1,145,145,0.1,0.1,0.3,0.3,2,2,2,2
4211,TRIPURA,26,26,6.3,6.3,150,150,0.0,0.0,0.3,0.3,2,2,2,2
4212,TRIPURA,26,26,6.3,6.3,157,157,0.1,0.1,0.4,0.4,2,2,2,2
4213,TRIPURA,27,27,6.3,6.3,135,135,0.2,0.2,0.3,0.3,2,2,2,2
4214,TRIPURA,26,26,5.5,5.5,157,157,0.0,0.0,0.4,0.4,2,2,2,2
4215,TRIPURA,26,26,5.4,5.4,183,183,0.0,0.0,0.4,0.4,2,2,2,2
4216,TRIPURA,27,27,5.8,5.8,151,151,0.1,0.1,0.2,0.2,2,2,2,2
4217,TRIPURA,26,26,6.1,6.1,165,165,0.0,0.0,0.2,0.2,2,2,2,2
4218,TRIPURA,26,26,6.1,6.1,133,133,0.1,0.1,0.2,0.2,2,2,2,2
1736,UTTAR PRADESH,20,26,5.2,7.6,142,990,1.4,5.6,,,180,200,360,400
1737,UTTAR PRADESH,23,28,5.7,8.4,482,670,3.1,4.6,0.0,0.3,180,2200,360,3400
1738,UTTAR PRADESH,29,29,7.5,7.5,868,868,0.1,0.1,0.9,0.9,2,2,2,2
1739,UTTAR PRADESH,29,29,7.2,7.2,1562,1562,2.7,2.7,0.8,0.8,2,2,2,2
1740,UTTAR PRADESH,29,29,7.3,7.3,2475,2475,0.0,0.0,0.6,0.6,2,2,23,23
1741,UTTAR PRADESH,29,29,7.4,7.4,786,786,0.0,0.0,0.5,0.5,2,2,2,2
1742,UTTAR PRADESH,,,7.7,7.7,620,620,0.5,0.5,0.3,0.3,2,2,2,2
1743,UTTAR PRADESH,,,7.7,7.7,886,886,0.0,0.0,6.3,6.3,2,2,2,2
1744,UTTAR PRADESH,30,30,7.1,7.1,2056,2056,,,,,2,2,2,2
1745,UTTAR PRADESH,30,30,7.3,7.3,1757,1757,,,,,2,2,2,2
1746,UTTAR PRADESH,18,18,7.7,7.8,802,891,,,0.1,0.1,,,,
1747,UTTAR PRADESH,19,19,7.8,7.8,869,901,,,0.2,0.2,,,,
1751,UTTAR PRADESH,,,7.4,7.4,840,840,1.0,1.0,1.1,1.1,2,2,2,2
1752,UTTAR PRADESH,23,24,7.3,7.4,1620,2060,1.0,1.1,0.4,0.4,2,2,2,2
1753,UTTAR PRADESH,23,24,7.1,7.3,527,576,0.3,0.3,0.4,0.4,2,2,2,2
1754,UTTAR PRADESH,23,24,7.2,7.5,760,890,0.2,0.3,0.3,0.4,2,2,2,2
1755,UTTAR PRADESH,0,24,7.2,7.5,1490,1525,0.2,0.2,0.3,0.3,2,2,2,2
1756,UTTAR PRADESH,21,27,7.5,7.7,457,470,1.4,1.4,0.0,1.5,,,,
1758,UTTAR PRADESH,21,27,7.6,7.7,502,525,0.9,0.9,0.0,1.7,,,,
1759,UTTAR PRADESH,25,26,6.7,7.2,796,848,0.3,0.4,1.3,1.5,,,,
2467,UTTAR PRADESH,21,27,7.5,7.5,488,517,1.0,1.0,0.0,1.9,,,,
2468,UTTAR PRADESH,21,27,7.4,7.5,465,485,1.3,1.3,0.0,1.3,,,,
2469,UTTAR PRADESH,25,26,7.2,7.4,1082,1116,0.3,0.5,1.4,1.9,,,,
2470,UTTAR PRADESH,25,26,6.9,7.3,1138,1382,0.3,0.5,1.5,1.8,,,,
2471,UTTAR PRADESH,22,28,7.8,8.2,496,564,2.4,5.6,0.0,0.5,180,43000,360,63000
2474,UTTAR PRADESH,18,18,7.8,7.8,816,861,,,0.2,0.2,,,,
2475,UTTAR PRADESH,19,19,7.9,8.1,851,977,,,0.2,0.2,,,,
2478,UTTAR PRADESH,,,8.0,8.0,539,539,0.8,0.8,0.4,0.4,2,2,2,2
