STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FAECAL_STREPTOCOCCI_Min,FAECAL_STREPTOCOCCI_Max
1985,MAHARASHTRA,39.0,39.0,5.4,5.4,7.4,7.4,1280,1280,5.3,5.3,8.34,8.34,38,38,210,210
1986,MAHARASHTRA,15.0,15.0,6.1,6.1,8.4,8.4,546,546,4.2,4.2,0.60,0.60,17,17,70,70
1987,MAHARASHTRA,38.0,38.0,5.8,5.8,8.2,8.2,540,540,3.8,3.8,8.71,8.71,31,31,150,150
1988,MAHARASHTRA,19.0,19.0,5.3,5.3,8.5,8.5,566,566,5.4,5.4,0.57,0.57,34,34,240,240
1989,MAHARASHTRA,39.0,39.0,3.0,3.0,8.1,8.1,798,798,7.8,7.8,1.65,1.65,33,33,220,220
1990,MAHARASHTRA,24.0,24.0,BDL,BDL,7.3,7.3,652,652,10.5,10.5,3.10,3.10,120,120,1800,1800
1993,MAHARASHTRA,36.0,36.0,6.8,6.8,7.5,7.5,20350,20350,2.6,2.6,3.72,3.72,6,6,48,48
1994,MAHARASHTRA,19.0,19.0,6.4,6.4,7.7,7.7,208,208,3.2,3.2,0.54,0.54,2,2,170,170
1998,MAHARASHTRA,39.0,39.0,5.7,5.7,7.7,7.7,657,657,4.8,4.8,1.51,1.51,2,2,2,2
2001,MAHARASHTRA,20.0,20.0,6.3,6.3,7.8,7.8,257,257,3.4,3.4,0.61,0.61,2,2,140,140
2002,MAHARASHTRA,18.0,18.0,6.2,6.2,7.7,7.7,223,223,3.4,3.4,0.47,0.47,2,2,140,140
2003,MAHARASHTRA,19.0,19.0,6.0,6.0,7.9,7.9,236,236,3.6,3.6,0.49,0.49,2,2,150,150
2004,MAHARASHTRA,29.0,29.0,4.4,4.4,7.8,7.8,59220,59220,12.0,12.0,0.90,0.90,920,920,1600,1600
2005,MAHARASHTRA,33.0,33.0,BDL,BDL,6.8,6.8,807,807,90.0,90.0,17.00,17.00,1600,1600,1600,1600
2006,MAHARASHTRA,33.0,33.0,BDL,BDL,6.9,6.9,709,709,110.0,110.0,1.80,1.80,920,920,1600,1600
2007,MAHARASHTRA,33.0,33.0,BDL,BDL,6.9,6.9,803,803,150.0,150.0,1.90,1.90,1600,1600,1600,1600
2008,MAHARASHTRA,33.0,33.0,4.1,4.1,7.4,7.4,33270,33270,12.0,12.0,4.00,4.00,63,63,280,280
2200,MAHARASHTRA,36.0,36.0,6.5,6.5,7.6,7.6,20240,20240,2.6,2.6,3.45,3.45,5,5,49,49
2201,MAHARASHTRA,,,6.4,6.4,7.5,7.5,2839,2839,2.6,2.6,1.94,1.94,,,,
2202,MAHARASHTRA,33.0,33.0,4.7,4.7,7.4,7.4,33380,33380,10.0,10.0,4.00,4.00,46,46,280,280
2204,MAHARASHTRA,24.0,24.0,BDL,BDL,7.6,7.6,658,658,12.5,12.5,2.90,2.90,275,275,1800,1800
2818,MAHARASHTRA,28.0,28.0,3.6,3.6,8.1,8.1,645,645,7.5,7.5,1.40,1.40,550,550,1800,1800
2824,MAHARASHTRA,,,6.9,6.9,7.8,7.8,1140,1140,2.0,2.0,0.86,0.86,,,,
2825,MAHARASHTRA,36.0,36.0,6.5,6.5,7.6,7.6,21280,21280,2.6,2.6,2.97,2.97,6,6,46,46
2828,MAHARASHTRA,20.0,20.0,6.2,6.2,7.7,7.7,203,203,3.4,3.4,0.58,0.58,2,2,220,220
2829,MAHARASHTRA,33.0,33.0,4.4,4.4,7.5,7.5,35330,35330,11.0,11.0,3.40,3.40,47,47,220,220
2830,MAHARASHTRA,33.0,33.0,4.5,4.5,7.6,7.6,35240,35240,11.0,11.0,3.10,3.10,46,46,220,220
2831,MAHARASHTRA,30.0,30.0,4.0,4.0,8.2,8.2,53940,53940,12.0,12.0,2.10,2.10,49,49,210,210
2832,MAHARASHTRA,30.0,30.0,6.7,6.7,7.5,7.5,241,241,4.0,4.0,0.30,0.30,17,17,40,40
2833,MAHARASHTRA,30.0,30.0,3.9,3.9,8.2,8.2,54090,54090,12.0,12.0,2.10,2.10,79,79,240,240
2834,MAHARASHTRA,30.0,30.0,4.4,4.4,8.1,8.1,54870,54870,10.0,10.0,2.00,2.00,49,49,220,220
2835,MAHARASHTRA,30.0,30.0,3.9,3.9,8.1,8.1,55570,55570,13.0,13.0,1.90,1.90,920,920,920,920
1920,MANIPUR,22.0,22.0,,,7.8,7.8,953,953,55.0,55.0,,,,,,
1921,MANIPUR,23.0,25.0,,,7.1,7.3,785,928,0.0,0.0,35.00,35.00,,,,
1923,MANIPUR,26.0,27.0,,,7.3,7.8,628,754,,,42.00,42.00,,,5,5
1924,MANIPUR,24.0,24.0,,,7.4,7.4,992,992,,,50.00,50.00,,,,
2883,MANIPUR,24.0,24.0,,,7.8,7.8,658,658,,,35.00,35.00,,,,
1634,MEGHALAYA,16.0,17.0,4.1,4.3,5.5,6.0,250,265,1.8,1.9,7.55,11.00,11,22,58,79
1635,MEGHALAYA,16.0,16.0,3.5,3.6,5.2,6.1,185,290,1.6,1.8,12.46,18.30,2,11,22,23
1636,MEGHALAYA,17.0,18.0,3.2,3.5,6.6,6.7,105,185,1.9,2.2,0.38,0.42,2,11,23,47
1637,MEGHALAYA,14.0,23.0,4.0,4.8,6.0,6.6,98,118,1.0,1.0,1.40,5.37,2,2,4,4
1638,MEGHALAYA,13.0,15.0,5.5,5.5,5.9,6.0,118,153,1.0,1.0,0.32,0.70,2,2,2,2
3385,MEGHALAYA,19.0,21.0,6.0,6.7,6.7,6.8,55,66,1.0,1.4,0.42,0.50,2,2,13,17
3386,MEGHALAYA,42.0,46.0,3.5,4.0,9.2,9.3,320,355,1.0,1.0,0.78,0.88,2,2,4,4
4323,MEGHALAYA,15.5,17.0,6.0,6.5,7.1,7.5,142,188,1.1,1.5,0.51,0.57,2,2,2,34
4324,MEGHALAYA,16.0,16.0,3.7,5.4,5.0,5.2,124,135,1.2,1.3,0.19,0.33,2,2,12,49
4325,MEGHALAYA,15.0,17.0,6.0,7.0,4.3,4.8,85,110,1.0,1.3,0.25,0.34,2,2,4,39
2054,MIZORAM,16.0,24.0,4.6,6.6,5.4,7.1,328,328,0.7,2.1,0.00,0.64,,,,
2055,MIZORAM,17.0,26.0,3.1,7.3,6.3,7.8,0,478,0.9,2.1,0.00,0.18,,,,
3725,MIZORAM,18.0,23.0,4.9,7.8,6.4,7.3,291,291,0.9,1.2,0.00,0.20,,,,
3726,MIZORAM,18.0,23.0,4.2,7.2,5.4,7.5,255,255,0.7,1.9,0.01,0.61,,,,
3727,MIZORAM,15.0,28.0,2.6,6.9,5.0,7.1,263,263,0.6,2.2,0.00,0.24,,,,
3728,MIZORAM,15.0,26.0,2.6,7.2,6.6,7.9,247,247,0.7,2.0,0.00,0.04,,,,
3729,MIZORAM,20.0,21.0,1.7,5.5,5.7,5.9,,,1.9,1.9,0.03,0.20,,,,
3730,MIZORAM,19.0,20.0,1.9,2.9,5.7,6.3,,,1.8,1.8,0.03,0.32,,,,
3731,MIZORAM,21.0,22.0,1.8,2.5,6.3,6.5,,,1.7,1.7,0.00,0.17,,,,
3732,MIZORAM,20.0,21.0,0.8,0.9,5.6,8.9,,,1.9,1.9,0.04,0.15,,,,
3733,MIZORAM,18.0,21.0,2.0,2.2,6.2,6.7,,,1.5,1.5,0.07,0.16,,,,
3737,MIZORAM,16.0,25.0,6.7,7.3,6.1,7.3,300,300,0.8,1.9,0.00,0.03,,,,
3738,MIZORAM,11.0,24.0,6.5,7.4,6.7,7.3,755,755,1.1,1.6,0.00,0.15,,,,
3739,MIZORAM,15.0,25.0,1.7,6.4,6.3,8.1,,,1.5,1.5,0.01,0.09,,,,
3741,MIZORAM,15.0,24.0,4.1,7.2,6.7,8.5,250,250,1.5,1.9,0.00,0.15,,,,
3742,MIZORAM,17.0,24.0,2.2,3.4,6.3,7.7,,,1.8,1.8,0.00,0.11,,,,
3745,MIZORAM,15.0,20.0,5.7,12.0,6.3,7.7,198,198,1.5,1.7,0.00,0.16,,,,
3748,MIZORAM,13.0,22.0,6.6,7.7,4.7,7.5,59,59,1.3,1.9,0.00,0.48,,,,
3753,MIZORAM,13.0,23.0,5.1,9.1,6.6,7.2,45,45,1.6,1.9,0.00,0.16,,,,
3758,MIZORAM,13.0,17.0,3.4,4.5,6.9,7.2,,,1.9,1.9,0.03,0.17,,,,
4124,MIZORAM,15.0,25.0,6.3,7.5,6.1,7.5,301,301,1.6,1.8,0.00,0.09,,,,
4126,MIZORAM,9.0,21.0,5.6,6.8,5.7,7.2,170,170,1.1,2.2,0.00,0.16,,,,
4127,MIZORAM,16.0,20.0,4.0,8.7,5.5,7.1,242,242,1.7,1.8,0.00,0.17,,,,
4128,MIZORAM,16.0,21.0,4.5,8.0,5.8,6.6,,,1.9,1.9,0.07,0.20,,,,
4129,MIZORAM,16.0,24.0,5.1,7.9,6.7,7.7,125,125,1.1,1.9,0.00,0.13,,,,
4133,MIZORAM,13.0,25.0,5.2,6.8,5.3,7.8,284,284,1.7,1.9,0.00,0.19,,,,
2896,NAGALAND,17.9,19.7,,,6.0,6.9,286,783,,,9.00,15.00,,,,
2897,NAGALAND,24.5,27.8,,,6.5,6.9,276,291,,,0.80,1.60,,,,
2898,NAGALAND,25.0,27.0,,,5.5,5.9,153,170,,,2.10,3.90,,,,
2899,NAGALAND,25.7,26.0,,,6.8,7.5,251,254,,,0.70,1.40,,,,
2900,NAGALAND,25.1,26.7,,,5.5,6.0,201,254,,,1.10,15.00,,,,
2901,NAGALAND,28.3,29.4,,,6.0,6.7,302,461,,,2.60,16.00,,,,
2902,NAGALAND,24.9,27.1,,,7.3,8.5,358,382,,,0.40,1.20,,,,
2903,NAGALAND,24.5,27.0,,,6.6,7.5,175,1019,,,0.50,17.50,,,,
2904,NAGALAND,24.3,26.7,,,5.0,6.4,773,858,,,12.00,21.00,,,,
2905,NAGALAND,24.4,26.5,,,6.5,7.0,780,959,,,0.50,0.90,,,,
1644,ODISHA,25.0,29.0,,,6.1,7.5,504,539,0.1,0.2,2.19,7.34,2,2,2,2
1645,ODISHA,26.0,28.0,,,6.5,7.9,297,370,0.2,0.4,0.21,0.28,2,2,2,2
1646,ODISHA,25.0,30.0,,,6.5,8.0,160,420,0.2,0.2,0.24,1.67,2,5,2,5
1647,ODISHA,25.0,29.0,,,6.7,8.4,216,393,0.4,0.9,0.86,1.54,2,2,2,2
1648,ODISHA,25.0,30.0,,,6.5,8.2,263,418,0.1,0.4,0.76,9.50,2,2,2,2
1649,ODISHA,27.0,28.0,,,6.2,6.7,133,652,0.3,0.9,0.25,0.36,2,2,2,2
1650,ODISHA,30.0,30.0,,,6.0,6.0,351,351,0.6,0.6,0.34,0.34,2,2,2,2
1651,ODISHA,27.0,30.0,,,6.7,7.8,408,530,0.4,1.0,0.26,0.92,2,23,23,23
1652,ODISHA,27.0,29.0,,,5.9,6.3,261,284,0.2,0.3,0.13,11.39,2,2,2,23
1653,ODISHA,29.0,29.0,,,7.1,7.1,216,216,0.3,0.3,0.14,0.14,2,2,2,2
1654,ODISHA,27.0,29.0,,,6.4,7.4,228,357,0.2,0.7,0.22,5.09,33,130,2,540
1655,ODISHA,27.0,27.0,,,8.2,8.2,600,1175,0.3,0.5,0.14,0.27,2,8,23,79
1656,ODISHA,27.0,28.0,,,7.8,8.1,701,808,0.3,0.4,0.27,0.96,2,2,2,2
1657,ODISHA,27.0,28.0,,,7.9,8.1,504,975,0.2,0.2,0.30,653.01,2,13,2,240
1658,ODISHA,29.0,29.0,,,7.9,8.1,350,442,0.1,0.6,0.12,0.31,2,2,2,11
3964,ODISHA,17.0,24.0,,,7.8,8.2,670,1250,0.2,0.2,0.16,0.51,2,540,23,1600
3965,ODISHA,15.0,24.0,,,7.4,8.0,1283,1397,0.3,0.5,0.21,0.73,2,13,2,79
3966,ODISHA,20.0,24.0,,,6.8,7.6,777,1291,0.6,0.6,4.62,9.94,2,2,2,2
3967,ODISHA,20.0,24.0,,,7.6,7.8,988,1338,0.2,0.3,5.31,5.82,2,2,13,23
3968,ODISHA,28.0,32.0,,,7.5,8.1,422,602,0.1,0.9,0.24,0.30,2,2,2,20
3969,ODISHA,29.0,32.0,,,7.0,7.6,606,1738,0.1,0.6,6.36,6.88,2,2,2,2
3970,ODISHA,28.0,31.0,,,6.6,8.1,282,366,0.5,0.8,1.52,4.26,2,7,2,200
3971,ODISHA,26.0,28.0,,,7.2,7.9,776,1184,0.2,0.4,1.05,8.14,2,2,2,17
3972,ODISHA,26.0,28.0,,,7.6,7.6,551,608,0.1,0.3,0.20,2.04,2,2,2,17
3973,ODISHA,28.0,28.0,,,6.9,7.8,403,412,0.8,1.1,0.22,1.94,2,2,2,2
3974,ODISHA,28.0,28.0,,,7.5,7.9,511,527,0.1,0.4,0.17,0.27,2,2,2,45
3975,ODISHA,28.0,29.0,,,7.6,7.7,614,704,0.4,0.5,0.30,2.57,2,2,2,2
3976,ODISHA,23.0,28.0,,,7.2,8.0,220,878,0.2,1.0,0.37,0.90,2,2,2,2
3977,ODISHA,28.0,28.0,,,7.3,7.9,922,1404,0.5,0.6,0.20,0.34,2,130,2,920
3978,ODISHA,28.0,28.0,,,7.5,7.6,1078,1138,0.3,0.4,0.38,0.77,2,2,2,13
3979,ODISHA,28.0,28.0,,,7.7,8.3,1008,1444,0.4,0.8,0.54,5.32,2,2,2,5
3980,ODISHA,21.0,21.0,,,6.9,6.9,241,241,0.4,0.4,0.19,0.19,2,2,2,2
3981,ODISHA,17.0,22.0,,,7.1,7.4,190,196,0.2,0.2,0.46,4.79,2,17,2,49
3982,ODISHA,18.0,22.0,,,6.8,7.2,106,215,0.4,0.9,0.65,2.97,2,2,2,2
3983,ODISHA,17.0,20.0,,,6.4,6.6,170,187,0.4,0.6,0.50,0.78,2,2,2,2
3984,ODISHA,18.0,19.0,,,5.8,7.3,150,262,0.3,0.9,0.54,7.31,2,2,2,2
3985,ODISHA,16.0,18.0,,,6.6,6.8,241,286,0.1,0.5,0.21,0.38,2,2,13,23
3986,ODISHA,17.0,23.0,,,6.6,6.9,219,315,0.4,0.4,0.18,0.48,2,2,2,2
3987,ODISHA,16.0,21.0,,,6.8,6.9,195,199,0.2,0.3,0.17,0.61,2,2,2,2
3988,ODISHA,22.0,30.0,,,7.3,8.2,913,948,0.8,1.1,9.67,10.83,2,2,2,2
3989,ODISHA,22.0,30.0,,,7.6,8.4,698,2468,0.3,1.5,1.68,1.90,2,2,2,23
3990,ODISHA,22.0,22.0,,,6.8,7.9,196,284,0.3,0.4,0.20,0.26,2,2,2,13
3991,ODISHA,22.0,22.0,,,6.5,6.6,237,245,0.3,0.4,0.13,2.90,2,170,2,1600
3992,ODISHA,22.0,22.0,,,6.7,7.8,343,500,0.1,0.2,0.12,1.49,2,11,33,540
3993,ODISHA,22.0,22.0,,,6.9,7.4,269,387,0.1,0.3,0.17,6.16,2,49,2,2
3994,ODISHA,24.0,26.0,,,6.6,6.6,180,303,0.2,0.7,0.28,6.29,2,2,2,2
3995,ODISHA,24.0,26.0,,,7.6,7.8,217,308,0.2,0.7,0.07,0.14,2,2,2,46
3996,ODISHA,22.0,26.0,,,6.6,7.1,93,198,0.2,0.3,0.35,0.43,2,17,8,70
1397,PUDUCHERRY,29.0,30.0,,,6.1,6.5,400,479,BDL,BDL,9.60,10.22,2,2,2,2
1398,PUDUCHERRY,31.0,32.0,,,6.4,6.6,1375,1598,BDL,BDL,0.02,0.41,2,2,300,300
1453,PUDUCHERRY,30.5,31.0,,,6.6,7.1,576,651,BDL,BDL,4.29,4.65,2,2,350,350
1454,PUDUCHERRY,30.0,30.0,,,6.1,6.8,249,282,BDL,BDL,1.81,2.07,2,2,2,2
1687,PUDUCHERRY,28.0,29.0,,,7.5,8.4,2220,2220,BDL,1.6,0.17,0.99,240,240,500,500
1688,PUDUCHERRY,29.0,31.0,,,7.5,8.2,605,699,BDL,BDL,0.39,0.60,2,2,2,2
2009,PUDUCHERRY,31.0,31.0,,,6.4,6.4,497,552,0.0,BDL,2.91,4.97,2,2,2,2
2010,PUDUCHERRY,31.0,31.5,,,6.4,6.5,694,1198,BDL,BDL,0.73,1.33,2,2,280,280
2011,PUDUCHERRY,31.0,31.5,,,7.4,7.5,1680,5640,BDL,BDL,0.03,0.06,2,2,2,2
2012,PUDUCHERRY,30.0,30.0,,,6.7,6.9,2320,2500,BDL,5.7,0.63,1.38,280,280,350,350
2013,PUDUCHERRY,29.0,30.0,,,8.1,8.6,1784,2260,BDL,BDL,0.69,0.80,2,2,2,2
2014,PUDUCHERRY,28.5,29.0,,,8.1,8.6,1328,1598,BDL,BDL,0.81,1.18,2,2,2,2
2446,PUDUCHERRY,28.0,28.0,,,6.3,6.3,1743,1743,BDL,BDL,0.36,0.36,,,,
2447,PUDUCHERRY,28.5,28.5,,,6.8,6.8,8222,8222,BDL,BDL,0.70,0.70,,,,
3882,PUDUCHERRY,30.0,33.0,,,6.1,6.9,401,444,BDL,BDL,0.00,0.03,2,2,2,2
3883,PUDUCHERRY,32.0,32.0,,,6.5,7.2,326,363,BDL,BDL,0.00,0.04,2,2,2,2
3884,PUDUCHERRY,29.0,31.0,,,6.5,7.0,1040,1267,BDL,BDL,11.80,17.82,2,2,280,280
3885,PUDUCHERRY,30.0,32.0,,,6.7,7.1,1447,2140,BDL,BDL,0.20,2.68,240,240,300,300
3886,PUDUCHERRY,27.0,30.0,,,6.9,8.5,1177,1362,BDL,BDL,4.88,6.64,170,170,350,350
4631,PUDUCHERRY,29.0,29.0,,,8.1,8.1,1103,1103,BDL,BDL,2.45,2.45,,,,
4632,PUDUCHERRY,26.0,26.0,,,7.1,7.1,1610,1610,BDL,BDL,6.50,6.50,,,,
4633,PUDUCHERRY,33.0,33.0,,,6.1,6.1,790,790,BDL,BDL,0.05,0.05,,,,
1898,PUNJAB,,,,,7.0,7.0,1084,1084,BDL,BDL,25.00,25.00,,,,
1900,PUNJAB,,,,,7.7,7.7,693,693,BDL,BDL,5.10,5.10,,,,
1901,PUNJAB,,,,,7.6,7.6,770,770,BDL,BDL,22.00,22.00,,,,
1902,PUNJAB,,,,,7.1,7.1,1316,1316,BDL,BDL,14.00,14.00,,,,
1903,PUNJAB,,,,,7.6,7.6,694,694,BDL,BDL,5.80,5.80,,,,
2916,PUNJAB,,,,,7.3,7.3,1110,1110,BDL,BDL,1.40,1.40,,,,
2917,PUNJAB,,,,,7.1,7.1,985,985,BDL,BDL,8.00,8.00,,,,
2918,PUNJAB,,,,,7.6,7.6,2511,2511,BDL,BDL,27.00,27.00,,,,
2919,PUNJAB,,,,,7.7,7.7,3250,3250,BDL,BDL,28.00,28.00,,,,
2920,PUNJAB,,,,,7.2,7.6,1400,1517,BDL,BDL,9.00,10.00,2,2,2,2
2921,PUNJAB,,,,,7.5,7.6,396,407,BDL,BDL,0.70,0.90,2,2,2,2
2922,PUNJAB,,,,,7.4,7.7,1554,1589,BDL,BDL,14.00,14.50,2,2,2,2
2923,PUNJAB,,,,,7.6,7.9,305,340,BDL,BDL,0.60,0.90,2,2,2,2
2924,PUNJAB,,,,,7.3,7.3,993,993,BDL,BDL,2.40,2.40,,,,
2925,PUNJAB,,,,,6.7,6.7,2222,2222,BDL,BDL,3.60,3.60,,,,
2926,PUNJAB,,,,,7.5,7.5,1428,1428,BDL,BDL,18.00,18.00,,,,
2927,PUNJAB,,,,,7.4,7.4,1166,1166,BDL,BDL,19.00,19.00,,,,
2928,PUNJAB,,,,,7.5,7.5,849,849,BDL,BDL,2.20,2.20,,,,
2929,PUNJAB,,,,,7.8,7.8,402,402,BDL,BDL,0.90,0.90,,,,
2930,PUNJAB,,,,,7.8,7.8,733,733,BDL,BDL,1.20,1.20,,,,
2931,PUNJAB,,,,,8.2,8.2,2000,2000,BDL,BDL,1.00,1.00,,,,
4134,PUNJAB,,,,,7.4,7.8,509,538,BDL,BDL,0.50,0.70,2,2,2,2
4135,PUNJAB,,,,,7.3,7.9,525,553,BDL,BDL,0.50,0.80,2,2,2,2
4136,PUNJAB,,,,,7.6,7.6,554,554,BDL,BDL,0.90,0.90,,,,
4137,PUNJAB,,,,,7.2,7.2,1217,1217,BDL,BDL,2.80,2.80,,,,
4138,PUNJAB,,,,,7.3,7.3,832,832,BDL,BDL,2.20,2.20,,,,
4139,PUNJAB,,,,,7.0,7.0,1100,1100,BDL,BDL,31.00,31.00,,,,
4140,PUNJAB,,,,,7.0,7.0,480,480,BDL,BDL,1.80,1.80,,,,
4141,PUNJAB,,,,,6.5,6.5,335,335,BDL,BDL,4.80,4.80,,,,
4142,PUNJAB,,,,,7.2,7.2,528,528,BDL,BDL,1.20,1.20,,,,
4143,PUNJAB,30.0,30.0,,,7.3,7.7,587,891,BDL,BDL,0.60,0.90,2,2,2,2
4144,PUNJAB,20.0,20.0,,,7.2,7.5,613,993,BDL,BDL,3.00,3.40,2,2,2,2
4145,PUNJAB,20.0,20.0,,,6.9,8.1,531,1064,BDL,BDL,0.50,0.90,2,2,2,2
4147,PUNJAB,,,,,7.3,7.3,2224,2224,BDL,BDL,10.00,10.00,,,,
4148,PUNJAB,,,,,7.2,7.2,5020,5020,BDL,BDL,176.00,176.00,,,,
4149,PUNJAB,,,,,7.3,7.3,1200,1200,BDL,BDL,5.60,5.60,,,,
4150,PUNJAB,,,,,7.3,7.3,1846,1846,BDL,BDL,4.10,4.10,,,,
4151,PUNJAB,,,,,8.0,8.0,2190,2190,BDL,BDL,1.40,1.40,,,,
4153,PUNJAB,,,,,7.8,7.8,533,533,BDL,BDL,21.00,21.00,,,,
4154,PUNJAB,,,,,7.6,7.6,802,802,BDL,BDL,24.00,24.00,,,,
4155,PUNJAB,,,,,7.6,7.6,759,759,BDL,BDL,8.00,8.00,,,,
4156,PUNJAB,,,,,7.2,7.2,1102,1102,BDL,BDL,25.00,25.00,,,,
4157,PUNJAB,,,,,7.7,7.7,743,743,BDL,BDL,18.00,18.00,,,,
1415,RAJASTHAN,20.0,20.0,,,7.9,7.9,3500,3500,,,2.11,2.11,9,9,14,14
1706,RAJASTHAN,27.0,30.0,5.0,5.0,7.0,7.2,940,1020,,,2.20,2.74,3,9,3,14
1707,RAJASTHAN,28.0,34.0,,,7.3,7.5,1880,2000,,,1.77,1.84,3,3,4,7
1708,RAJASTHAN,29.0,31.0,,,7.1,7.1,1340,1490,,,1.76,2.01,3,4,3,7
1709,RAJASTHAN,26.0,26.0,,,8.0,8.0,1360,1360,,,2.20,2.20,3,3,7,7
1710,RAJASTHAN,25.0,26.0,3.9,3.9,7.3,7.9,1600,2800,,,2.10,2.29,3,4,4,7
1711,RAJASTHAN,26.0,26.0,3.7,3.7,7.3,7.8,3000,3400,,,2.20,2.37,3,3,3,7
1712,RAJASTHAN,26.0,27.0,3.9,3.9,7.4,8.1,1730,1820,,,2.06,2.10,3,9,3,14
1713,RAJASTHAN,26.0,27.0,,,7.4,7.9,630,790,,,2.06,2.20,3,4,3,7
1715,RAJASTHAN,24.0,24.0,,,7.4,7.5,1230,1340,,,1.85,2.07,3,4,7,9
1720,RAJASTHAN,28.0,28.0,,,7.6,8.0,1090,2100,,,2.00,2.10,3,7,3,11
,,,,,,,,,,,,,,,,,
1721,RAJASTHAN,27.0,27.0,,,7.8,8.1,590,610,,,1.82,2.11,3,7,3,14
1723,RAJASTHAN,29.0,29.0,,,7.5,7.9,3500,4100,,,1.34,1.40,3,7,3,11
1724,RAJASTHAN,29.0,30.0,,,7.8,7.9,420,490,,,2.36,3.16,3,4,7,9
1725,RAJASTHAN,28.0,29.0,,,6.9,7.2,2200,2800,,,1.67,1.85,3,7,7,14
2015,RAJASTHAN,30.0,33.0,,,6.8,8.1,2900,4100,,,1.67,1.83,3,4,4,7
2017,RAJASTHAN,30.0,30.0,,,6.7,7.6,2600,7100,,,1.84,2.37,3,4,4,7
2018,RAJASTHAN,30.0,30.0,,,6.8,7.8,4300,5700,,,2.37,2.75,3,4,4,9
2019,RAJASTHAN,20.0,22.0,,,7.0,7.1,1630,1690,,,0.02,1.66,4,4,4,7
2020,RAJASTHAN,20.0,22.0,,,7.2,7.4,2000,2800,,,1.76,1.84,3,4,7,11
2021,RAJASTHAN,20.0,22.0,,,0.0,7.0,1760,1800,,,1.76,1.84,3,3,7,7
2022,RAJASTHAN,20.0,22.0,,,7.0,7.4,880,1710,,,1.40,1.60,3,4,3,7
2023,RAJASTHAN,20.0,22.0,,,7.1,7.3,1340,1640,,,1.66,1.70,3,4,7,9
2024,RAJASTHAN,25.0,25.0,,,7.4,7.6,2600,2900,,,2.62,2.80,3,3,3,7
2025,RAJASTHAN,27.0,27.0,,,7.4,8.1,1590,1700,,,2.07,2.11,3,4,3,7
2027,RAJASTHAN,26.0,26.0,,,7.2,7.2,1900,2300,,,2.06,2.28,3,3,3,11
2028,RAJASTHAN,28.0,29.0,,,7.6,7.8,830,850,,,1.20,1.34,3,3,3,4
2029,RAJASTHAN,26.0,26.0,,,7.9,7.9,680,680,,,1.84,1.84,4,4,7,7
2031,RAJASTHAN,26.0,26.0,,,7.7,7.7,1090,1090,,,1.82,1.82,4,4,9,9
2032,RAJASTHAN,26.0,26.0,,,7.9,7.9,370,370,,,1.82,1.82,3,3,7,7
2960,RAJASTHAN,28.0,28.0,,,7.4,7.4,5000,5000,,,2.21,2.21,3,3,7,7
2961,RAJASTHAN,26.0,26.0,,,8.1,8.3,760,860,,,1.82,2.00,3,3,3,4
2962,RAJASTHAN,26.0,26.0,,,7.7,7.8,490,770,,,1.84,2.06,3,4,3,7
2963,RAJASTHAN,27.0,27.0,,,7.6,8.1,1610,2000,,,2.00,2.10,3,4,3,9
2964,RAJASTHAN,27.0,27.0,,,7.7,7.9,2100,2400,,,2.08,2.20,3,4,3,14
2965,RAJASTHAN,19.0,19.0,,,8.2,8.2,5100,5100,,,2.69,2.69,4,4,9,9
2966,RAJASTHAN,19.5,19.5,,,8.5,8.5,4900,4900,,,2.28,2.28,7,7,14,14
2967,RAJASTHAN,18.5,18.5,,,8.3,8.3,1310,1310,,,2.10,2.10,4,4,7,7
2968,RAJASTHAN,20.0,20.0,,,8.6,8.6,4300,4300,,,2.06,2.06,7,7,11,11
2969,RAJASTHAN,29.0,31.0,,,7.0,7.2,880,1070,,,1.66,1.76,3,4,7,9
2970,RAJASTHAN,27.0,33.0,4.8,4.8,7.2,7.6,1390,1580,,,1.76,1.86,3,4,3,7
2971,RAJASTHAN,28.0,32.0,0.2,0.2,7.1,7.2,2100,2400,,,1.76,2.00,3,3,3,7
2972,RAJASTHAN,28.0,34.0,4.0,4.0,6.9,7.0,2500,2700,,,1.82,2.06,4,7,4,14
2973,RAJASTHAN,28.0,32.0,4.4,4.4,6.9,7.2,3100,4100,,,1.83,2.07,3,7,3,11
2974,RAJASTHAN,29.0,30.0,,,7.1,7.3,1560,1630,,,2.06,2.10,3,7,7,11
2975,RAJASTHAN,28.0,31.0,,,7.0,7.2,3200,3500,,,2.00,2.20,3,4,7,9
2976,RAJASTHAN,26.0,27.0,,,7.4,7.9,5900,6000,,,4.56,5.36,75,93,210,240
2977,RAJASTHAN,28.0,30.0,,,7.0,8.1,16500,20000,,,2.10,2.36,3,7,4,11
2982,RAJASTHAN,29.0,30.0,,,7.3,8.2,12700,15800,,,2.01,2.37,3,3,4,7
2985,RAJASTHAN,29.0,30.0,,,6.7,7.7,14000,14100,,,2.80,3.04,3,3,4,11
2986,RAJASTHAN,24.0,24.0,,,7.2,7.7,11500,12800,,,1.66,1.84,3,4,7,9
