STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FAECAL_STREPTOCOCCI_Min,FAECAL_STREPTOCOCCI_Max
1957,GUJARAT,28.0,29.0,,,7.8,7.8,1751,1858,0.7,1.2,2.71,3.70,,,,
1958,GUJARAT,27.0,27.0,5.7,5.7,7.8,7.8,826,826,1.2,1.2,3.02,3.02,2,2,2,2
1959,GUJARAT,30.0,30.0,,,7.7,7.7,1859,1859,0.4,0.4,0.46,0.46,,,2,2
1960,GUJARAT,31.0,31.0,2.4,2.4,7.7,7.7,832,832,0.3,0.3,0.54,0.54,2,2,2,2
1961,GUJARAT,29.0,29.0,2.1,2.1,7.1,7.1,790,790,0.4,0.4,0.56,0.56,2,2,2,2
1962,GUJARAT,23.0,29.0,1.2,1.3,7.0,7.4,3220,5400,0.7,0.9,0.32,0.77,2,2,2,2
1965,GUJARAT,28.0,29.0,2.1,3.4,7.9,8.0,1227,1252,0.9,0.9,0.13,0.61,9,9,41,41
1966,GUJARAT,28.0,29.0,0.5,6.2,7.7,7.7,1340,1644,0.7,0.9,0.04,0.44,6,6,33,33
1967,GUJARAT,27.0,27.0,3.6,3.8,7.9,8.0,436,498,0.2,2.3,0.25,0.26,2,2,2,2
1968,GUJARAT,27.0,27.0,3.8,4.3,7.8,7.9,444,482,0.2,2.1,0.27,0.35,2,2,2,2
1969,GUJARAT,29.0,29.0,4.2,4.2,8.0,8.0,1354,1354,2.2,2.2,0.33,0.33,2,2,2,2
1970,GUJARAT,27.0,27.0,3.6,4.3,7.8,8.0,498,672,0.2,2.0,0.35,0.41,2,2,2,2
2083,GUJARAT,27.0,32.0,3.6,4.3,7.0,7.9,2206,3008,0.9,1.3,0.47,3.42,,,,
2084,GUJARAT,28.0,29.0,2.2,3.4,7.4,7.6,1394,1594,0.9,1.0,0.08,0.14,6,9,41,63
2085,GUJARAT,28.0,31.0,3.5,5.7,7.4,7.4,1556,1971,0.8,1.1,0.27,0.45,,,,
2087,GUJARAT,28.0,29.0,1.9,3.3,7.6,8.1,545,3522,0.9,1.1,0.03,0.07,6,16,53,53
2088,GUJARAT,28.0,29.0,2.0,3.2,7.3,7.6,8331,8506,1.1,1.1,0.10,0.12,9,9,83,83
2089,GUJARAT,28.0,29.0,2.2,3.7,7.7,7.7,3403,3538,0.9,1.0,0.13,0.22,9,9,73,73
2090,GUJARAT,28.0,29.0,2.3,3.2,7.2,7.3,9574,11570,0.8,0.9,0.19,0.25,9,9,83,83
2091,GUJARAT,29.0,35.0,,,7.5,8.0,2627,2627,0.9,1.0,0.12,0.18,8,9,33,33
2092,GUJARAT,,,,,,,,,,,,,,,,
2093,GUJARAT,28.0,29.0,2.1,4.1,7.5,7.7,1054,2335,0.8,1.0,0.05,0.13,9,11,53,53
2094,GUJARAT,29.0,29.0,5.0,5.0,7.1,7.1,3670,3670,0.3,0.3,0.30,0.30,2,2,2,2
2095,GUJARAT,26.0,28.0,3.1,3.9,7.5,7.5,2348,4195,0.8,0.9,1.01,1.37,,,,
2096,GUJARAT,28.0,28.0,2.5,4.3,7.0,7.2,5308,6269,0.7,1.1,0.64,0.66,2,2,2,2
2097,GUJARAT,28.0,28.0,3.0,3.2,7.3,7.5,4337,4996,0.9,1.2,0.38,0.90,2,2,2,2
2098,GUJARAT,29.0,30.0,4.4,5.6,7.1,7.2,2949,3245,1.0,1.1,0.11,0.12,2,2,2,2
,,,,,,,,,,,,,,,,,
3208,GUJARAT,27.0,27.0,3.6,4.4,7.8,8.0,577,1180,0.3,2.3,0.43,0.50,2,2,2,2
3209,GUJARAT,27.0,27.0,4.2,4.2,8.0,8.0,1450,1450,2.3,2.3,0.18,0.18,2,2,2,2
3210,GUJARAT,28.0,29.0,2.1,4.2,7.2,7.3,3840,4126,0.8,0.9,0.28,0.30,9,9,41,41
3211,GUJARAT,28.0,28.0,2.2,3.6,7.7,7.8,1449,2119,0.9,0.9,0.06,0.16,6,6,63,63
3212,GUJARAT,33.0,33.0,,,7.3,7.4,2408,2701,0.8,1.2,0.54,2.72,,,,
3213,GUJARAT,34.0,34.0,,,7.4,7.4,1399,1535,1.0,1.3,0.54,0.64,,,,
3214,GUJARAT,33.0,33.0,,,7.4,7.4,1763,1860,0.9,1.4,1.51,2.23,,,,
3215,GUJARAT,26.0,30.0,3.8,5.9,4.6,8.1,3183,6174,0.7,1.3,0.51,3.09,2,2,2,2
3216,GUJARAT,33.0,34.0,,,7.3,7.3,2730,2885,1.0,1.5,0.33,0.99,,,,
3217,GUJARAT,34.0,34.0,,,7.4,7.8,1791,2135,0.7,1.4,0.94,2.07,,,,
3218,GUJARAT,27.0,27.0,4.3,4.3,7.0,7.0,1832,1832,1.0,1.0,15.95,15.95,2,2,2,2
3219,GUJARAT,27.0,27.0,5.2,5.2,7.1,7.1,1813,1813,0.7,0.7,16.74,16.74,2,2,2,2
3220,GUJARAT,30.0,30.0,,,7.6,7.6,3170,3170,0.4,0.4,0.46,0.46,,,2,2
3221,GUJARAT,28.0,28.0,,,7.6,7.6,714,714,0.4,0.4,0.25,0.25,2,2,2,2
3222,GUJARAT,32.0,32.0,,,7.3,7.3,3912,3912,0.4,0.4,0.25,0.25,2,2,2,2
3223,GUJARAT,30.0,30.0,3.9,3.9,7.8,7.9,1501,1819,0.8,1.1,1.26,1.38,2,2,2,2
3224,GUJARAT,26.0,30.0,,,7.5,7.7,808,853,0.8,1.2,2.78,3.04,,,,
3225,GUJARAT,30.0,30.0,3.7,4.1,7.4,7.4,1840,1848,0.7,1.3,1.73,1.83,2,2,2,2
3226,GUJARAT,26.0,28.0,,,7.8,7.9,1701,1988,0.8,1.3,3.16,3.51,,,,
3227,GUJARAT,30.0,31.0,3.8,4.6,7.0,7.3,1903,2634,0.7,1.2,0.51,1.70,2,2,2,2
3228,GUJARAT,29.0,29.0,2.2,2.2,7.2,7.2,3090,3090,0.4,0.4,0.50,0.50,2,2,2,2
3229,GUJARAT,29.0,29.0,2.6,2.6,7.0,7.0,1047,1047,0.4,0.4,0.48,0.48,2,2,2,2
3230,GUJARAT,24.0,24.0,,,7.1,7.1,5480,5480,0.7,0.7,1.31,1.31,2,2,2,2
3231,GUJARAT,30.0,30.0,3.2,3.2,8.2,8.2,2490,2490,1.5,1.5,2.60,2.60,,,,
3232,GUJARAT,29.0,34.0,,,7.4,7.7,2477,3106,0.9,1.0,0.09,0.13,6,6,27,53
3233,GUJARAT,29.0,35.0,,,7.7,8.0,2945,3229,0.9,0.9,0.12,0.15,6,6,21,41
3234,GUJARAT,23.0,29.0,BDL,BDL,6.9,7.0,10180,12350,15.0,16.0,0.36,0.79,2,2,2,2
3235,GUJARAT,29.0,31.0,3.2,4.1,7.2,7.6,2355,3492,0.8,1.1,1.43,3.44,,,,
3236,GUJARAT,28.0,28.0,5.0,5.1,7.6,7.7,1960,2261,0.9,1.1,0.10,0.62,2,2,2,2
3237,GUJARAT,28.0,28.0,2.0,4.4,7.0,7.2,5963,6105,0.7,1.0,0.27,0.59,2,2,2,2
3238,GUJARAT,25.0,29.0,2.1,2.6,7.3,7.7,4050,5520,0.3,0.4,0.42,0.50,,,2,2
3239,GUJARAT,25.0,31.0,1.6,1.6,7.5,7.8,2770,3970,0.4,0.5,0.40,0.46,,,2,2
3240,GUJARAT,27.0,27.0,2.2,3.0,7.5,7.9,1810,1977,0.8,1.0,0.95,1.30,,,,
3241,GUJARAT,26.0,28.0,2.3,3.0,7.4,7.8,949,2261,0.8,1.2,1.10,1.49,,,,
3242,GUJARAT,29.0,30.0,2.0,2.4,8.0,8.1,1890,1910,1.6,1.8,0.25,0.34,2,2,2,2
3243,GUJARAT,29.0,30.0,2.1,2.6,7.7,7.9,3080,3200,1.4,1.4,0.06,0.34,2,2,2,2
3244,GUJARAT,29.0,29.0,5.1,5.1,6.8,6.8,4120,4120,0.6,0.6,0.31,0.31,2,2,2,2
3245,GUJARAT,41.0,41.0,3.8,3.8,7.0,7.0,5157,5157,0.8,0.8,1.20,1.20,2,2,2,2
3246,GUJARAT,28.0,28.0,,,7.2,7.7,1920,1950,,,0.30,0.33,,,,
3247,GUJARAT,29.0,29.0,,,7.3,7.4,910,3020,,,0.28,1.49,,,,
4411,GUJARAT,28.0,28.0,,,8.1,8.2,2210,2240,,,0.28,0.30,,,,
4412,GUJARAT,27.0,28.0,,,7.2,7.5,2850,3400,,,0.30,0.33,,,,
4413,GUJARAT,25.0,32.0,1.5,1.7,7.9,8.0,1241,1764,0.5,0.5,0.38,0.44,,,2,2
4416,GUJARAT,29.0,29.0,1.6,1.6,7.4,7.4,1248,1248,,,0.48,0.48,2,2,2,2
4422,GUJARAT,28.0,28.0,,,6.8,6.8,735,735,,,0.44,0.44,2,2,2,2
1555,HIMACHAL PRADESH,,,,,7.4,7.8,644,805,0.2,0.3,0.12,1.26,2,2,2,2
1556,HIMACHAL PRADESH,,,,,7.5,7.9,581,728,0.1,0.1,0.15,1.89,2,2,2,2
1557,HIMACHAL PRADESH,,,,,7.6,7.6,991,991,0.1,0.1,0.08,0.08,,,,
1559,HIMACHAL PRADESH,23.0,26.0,,,7.5,8.3,500,1059,0.1,0.2,0.15,0.15,,,,
1560,HIMACHAL PRADESH,22.5,22.5,,,8.1,8.1,574,574,0.1,0.1,0.11,0.11,,,,
1561,HIMACHAL PRADESH,16.0,22.0,0.0,0.0,7.8,7.9,542,1812,0.1,0.1,0.00,0.21,2,2,2,2
1562,HIMACHAL PRADESH,14.5,19.5,0.0,0.0,7.3,7.4,193,728,0.1,0.1,0.00,0.28,,,,
1872,HIMACHAL PRADESH,8.0,25.0,5.1,8.0,7.1,8.5,434,39630,5.2,42.0,0.14,10.32,5,920,94,1600
1873,HIMACHAL PRADESH,15.0,16.0,0.0,0.0,6.8,7.6,182,344,0.1,0.3,0.06,0.73,2,2,94,94
1874,HIMACHAL PRADESH,22.0,22.0,2.0,9.2,7.0,8.3,267,771,0.1,0.6,0.00,1.39,2,17,2,41
1877,HIMACHAL PRADESH,22.0,25.5,,,7.1,8.1,916,1039,0.1,0.1,0.17,0.17,,,,
1878,HIMACHAL PRADESH,21.5,21.5,,,7.1,7.1,690,690,0.1,0.1,0.11,0.11,,,,
1879,HIMACHAL PRADESH,23.0,23.0,,,6.8,6.8,1278,1278,0.1,0.1,0.11,0.11,,,,
1880,HIMACHAL PRADESH,,,,,7.8,8.1,313,677,0.2,0.2,0.09,1.21,2,2,2,2
1881,HIMACHAL PRADESH,,,,,7.3,7.9,663,847,0.1,0.2,0.17,1.82,2,2,2,2
1882,HIMACHAL PRADESH,20.0,20.0,,,7.8,7.8,76,76,0.1,0.1,0.00,0.00,,,,
1883,HIMACHAL PRADESH,19.5,19.5,,,7.2,7.7,204,5860,0.1,0.1,0.00,0.36,,,,
2628,HIMACHAL PRADESH,15.0,15.0,,,7.2,7.2,372,372,0.1,0.1,,,2,2,2,2
2630,HIMACHAL PRADESH,13.5,13.5,,,7.2,7.2,209,209,0.1,0.1,0.45,0.45,2,2,2,2
2631,HIMACHAL PRADESH,13.5,25.0,0.0,0.0,7.2,7.7,245,7240,0.1,0.1,0.00,0.36,,,,
2632,HIMACHAL PRADESH,18.0,21.0,,,8.1,8.2,849,885,0.0,0.0,0.00,0.00,2,2,2,2
2633,HIMACHAL PRADESH,,,,,7.9,7.9,94,94,0.1,0.1,0.52,0.52,2,2,2,2
2634,HIMACHAL PRADESH,18.0,18.0,,,8.3,8.4,342,25530,0.1,0.2,0.21,1.64,2,2,2,2
2635,HIMACHAL PRADESH,,,,,7.5,8.1,97,2865,0.2,0.4,0.51,0.72,2,2,2,2
2637,HIMACHAL PRADESH,0.0,0.0,0.0,0.0,7.2,7.7,188,1080,0.1,0.1,0.00,0.09,,,,
2638,HIMACHAL PRADESH,0.0,0.0,0.0,0.0,8.2,8.2,482,482,0.1,0.1,0.09,0.09,,,,
2639,HIMACHAL PRADESH,16.0,16.0,,,7.5,7.8,150,152,0.1,0.1,0.00,0.06,,,,
2640,HIMACHAL PRADESH,,,,,7.2,7.2,197,197,0.1,0.1,0.44,0.44,2,2,79,79
2644,HIMACHAL PRADESH,18.0,18.0,3.1,3.1,7.3,7.6,397,863,0.1,0.2,0.00,0.04,21,21,46,46
2645,HIMACHAL PRADESH,,,,,7.0,8.0,593,1155,0.1,0.3,0.10,1.37,2,2,2,2
2646,HIMACHAL PRADESH,,,,,7.4,7.8,726,864,0.2,0.2,0.11,2.41,2,2,2,2
2647,HIMACHAL PRADESH,14.0,21.0,,,6.8,7.2,212,5350,0.1,0.1,0.00,0.42,,,,
2648,HIMACHAL PRADESH,9.0,9.0,,,7.8,7.8,365,365,,,,,2,2,2,2
4434,HIMACHAL PRADESH,19.5,19.5,0.0,0.0,7.9,7.9,377,377,0.1,0.1,0.00,0.00,,,,
4478,HIMACHAL PRADESH,12.0,12.0,11.2,11.2,7.7,7.7,78,78,0.1,0.1,,,13,13,120,120
4483,HIMACHAL PRADESH,18.0,18.0,6.1,6.1,7.6,7.6,760,760,0.1,0.1,0.00,0.00,,,,
2759,JAMMU & KASHMIR,23.0,23.0,,,7.8,7.8,685,685,,,0.04,0.04,,,,
2760,JAMMU & KASHMIR,22.0,22.0,7.9,7.9,7.2,7.2,150,150,2.0,2.0,0.10,0.10,,,,
2762,JAMMU & KASHMIR,20.0,22.0,5.4,7.0,8.6,8.8,790,1000,2.8,7.5,0.23,0.38,,,,
4064,JAMMU & KASHMIR,13.0,23.0,,,7.3,7.5,500,587,,,0.00,0.01,,,,
4065,JAMMU & KASHMIR,23.0,23.0,,,6.8,6.8,494,494,,,0.01,0.01,,,,
4066,JAMMU & KASHMIR,23.0,23.0,,,7.5,7.5,582,582,,,0.00,0.00,,,,
4067,JAMMU & KASHMIR,21.0,21.0,,,6.9,6.9,320,320,,,0.00,0.00,,,,
4068,JAMMU & KASHMIR,22.0,22.0,7.6,7.6,7.9,7.9,98,98,1.5,1.5,0.00,0.00,,,,
4069,JAMMU & KASHMIR,24.0,24.0,,,7.2,7.2,680,680,,,0.01,0.01,,,,
4070,JAMMU & KASHMIR,24.0,24.0,,,7.4,7.4,520,520,,,0.04,0.04,,,,
4072,JAMMU & KASHMIR,13.0,23.0,,,6.8,7.4,708,1122,,,0.00,0.05,,,,
4073,JAMMU & KASHMIR,14.0,23.0,,,6.8,7.5,527,993,,,0.00,0.01,,,,
4074,JAMMU & KASHMIR,22.0,22.0,8.1,8.1,8.3,8.3,163,163,0.0,0.0,0.00,0.00,,,,
4758,JHARKHAND,13.0,28.0,6.0,7.9,6.5,7.6,,,0.0,0.0,,,,,,
3564,KARNATAKA,27.0,28.0,2.7,5.7,6.9,7.2,144,194,3.0,3.0,1.08,1.22,2,2,2,9
4093,KARNATAKA,30.0,30.0,5.0,5.0,7.4,7.4,4363,4363,8.8,8.8,BDL,BDL,,,,
19,KERALA,27.0,28.0,,,5.9,6.2,140,145,0.2,0.2,0.02,0.21,340,700,490,1700
22,KERALA,27.0,27.0,,,6.4,6.8,66,123,0.2,0.5,0.60,2.60,81,630,170,1000
35,KERALA,23.0,23.0,,,5.8,6.9,148,154,1.0,1.0,0.48,0.58,10,26,60,79
1581,KERALA,30.0,36.0,,,4.5,5.7,152,152,0.9,3.4,0.01,0.20,100,200,310,400
1582,KERALA,32.0,33.0,,,5.7,6.2,155,178,1.0,4.1,0.02,0.10,100,100,300,400
1583,KERALA,22.0,23.0,,,6.5,6.7,156,166,1.2,1.2,0.52,0.62,20,48,70,100
1584,KERALA,26.0,28.0,,,6.8,6.9,299,412,1.1,1.7,0.01,0.03,10,280,100,790
1585,KERALA,28.0,29.0,,,7.5,7.7,277,520,0.2,1.4,0.06,0.80,100,1200,240,2300
1586,KERALA,28.0,28.0,,,6.2,6.5,244,352,0.2,1.1,0.03,0.05,270,6300,700,7900
1587,KERALA,28.0,30.0,,,6.2,7.0,268,340,0.2,0.2,0.02,0.03,100,240,540,540
1588,KERALA,22.0,26.0,,,6.0,6.3,160,267,0.9,1.1,0.01,0.50,100,280,310,2000
1589,KERALA,21.0,30.0,,,6.5,7.6,332,730,0.6,1.6,0.25,1.60,10,34,24,84
1590,KERALA,24.0,28.0,,,6.4,6.6,92,103,0.1,0.2,1.58,5.00,120,150,220,260
1591,KERALA,24.0,30.0,,,4.6,6.7,116,119,0.3,1.2,0.25,0.58,20,21,100,150
1592,KERALA,27.0,28.0,,,6.6,6.6,328,359,0.9,2.3,0.43,0.54,17,32,100,150
2308,KERALA,28.0,30.0,,,7.0,7.3,197,247,0.6,1.0,0.03,0.81,280,2000,540,4100
2309,KERALA,29.0,30.0,,,7.1,7.5,76,304,0.1,0.6,0.01,0.13,2,1800,49,3600
2310,KERALA,29.0,31.0,,,6.6,6.8,91,198,0.2,0.3,0.08,0.23,49,1300,140,2400
2311,KERALA,29.0,30.0,,,6.6,6.7,103,160,0.3,0.4,0.02,0.92,280,2400,600,4900
2313,KERALA,26.0,28.0,,,7.5,7.6,268,485,1.2,1.2,0.01,0.02,49,200,100,400
2314,KERALA,22.0,25.0,,,6.8,6.9,176,210,1.1,1.4,0.56,0.92,27,79,84,140
2315,KERALA,22.0,24.0,,,7.5,7.6,220,234,1.0,1.6,0.58,0.89,60,60,110,110
2316,KERALA,26.0,34.0,,,5.1,6.9,54,140,1.8,2.9,0.05,0.51,20,40,100,460
2317,KERALA,26.0,32.0,,,5.5,5.9,280,308,0.9,1.3,0.17,0.26,4,10,20,60
2320,KERALA,21.0,30.0,,,6.3,7.3,236,256,0.5,1.6,0.15,1.25,10,38,18,70
2321,KERALA,22.0,27.0,,,5.9,6.1,180,264,0.4,0.7,0.00,1.89,10,10,100,400
2322,KERALA,24.0,28.0,,,5.0,5.8,130,140,0.8,1.2,0.04,0.84,10,100,200,1000
2323,KERALA,27.0,29.0,,,6.5,6.9,174,218,0.3,0.6,0.02,0.29,480,1000,700,2200
2324,KERALA,28.0,28.0,,,5.6,6.1,66,96,0.3,1.2,0.01,0.56,2,120,10,230
2327,KERALA,27.0,29.0,,,7.2,8.0,768,770,0.5,1.4,0.41,0.83,10,10,29,550
3463,KERALA,26.0,28.0,,,5.2,6.2,80,99,0.3,0.7,2.78,5.50,210,4600,540,8400
3472,KERALA,26.0,28.0,,,7.0,8.0,612,11750,0.9,1.0,0.13,0.85,10,10,60,100
3474,KERALA,27.0,28.0,,,6.9,6.9,148,239,1.1,2.5,0.01,0.07,21,40,100,120
3475,KERALA,26.0,27.0,,,4.6,4.9,67,96,1.6,2.0,0.04,0.34,4,40,49,350
1402,LAKSHADWEEP,27.8,29.7,,,7.0,7.4,851,1099,,,,,,,,
1593,LAKSHADWEEP,27.8,29.7,,,7.0,7.1,1074,1348,,,,,,,,
1594,LAKSHADWEEP,27.9,29.6,,,6.9,7.5,1216,3320,,,,,,,,
1595,LAKSHADWEEP,27.7,30.3,,,7.0,7.1,675,1389,,,,,,,,
1596,LAKSHADWEEP,10.3,27.5,,,7.2,7.5,838,4190,,,,,,,,
1597,LAKSHADWEEP,28.0,30.0,,,7.5,7.6,756,781,,,,,,,,
1598,LAKSHADWEEP,28.3,30.7,,,7.0,7.0,587,7899,,,,,,,,
1599,LAKSHADWEEP,27.5,29.8,,,7.3,7.5,651,1107,,,,,,,,
1600,LAKSHADWEEP,27.8,29.7,,,7.0,7.1,937,1038,,,,,,,,
1601,LAKSHADWEEP,27.8,30.4,,,7.0,7.5,703,2150,,,,,,,,
1602,LAKSHADWEEP,27.0,29.5,,,7.4,7.5,1109,1204,,,,,,,,
1603,LAKSHADWEEP,28.4,30.6,,,7.0,7.5,1926,5140,,,,,,,,
1604,LAKSHADWEEP,28.9,30.1,,,7.0,7.0,3046,9510,,,,,,,,
1605,LAKSHADWEEP,28.5,29.9,,,7.5,7.7,1840,2351,,,,,,,,
1606,LAKSHADWEEP,28.1,30.7,,,7.0,7.5,648,834,,,,,,,,
4548,LAKSHADWEEP,28.5,30.1,,,7.0,7.5,1049,2030,,,,,,,,
4549,LAKSHADWEEP,27.4,30.0,,,7.0,7.7,693,700,,,,,,,,
4550,LAKSHADWEEP,28.3,30.0,,,7.5,7.9,2914,4860,,,,,,,,
4551,LAKSHADWEEP,28.4,29.8,,,7.4,7.5,1067,1697,,,,,,,,
4552,LAKSHADWEEP,27.8,30.5,,,7.0,7.5,1507,1638,,,,,,,,
4553,LAKSHADWEEP,28.2,30.7,,,7.3,7.5,1408,1614,,,,,,,,
4554,LAKSHADWEEP,27.6,29.8,,,7.0,7.5,1199,1295,,,,,,,,
4555,LAKSHADWEEP,27.6,29.7,,,7.0,7.9,1657,3320,,,,,,,,
4556,LAKSHADWEEP,28.7,29.9,,,7.0,7.6,830,945,,,,,,,,
4558,LAKSHADWEEP,29.8,29.8,,,,,1975,2040,,,,,,,,
4559,LAKSHADWEEP,29.6,29.6,,,,,2510,4520,,,,,,,,
4560,LAKSHADWEEP,29.4,29.4,,,,,1102,11480,,,,,,,,
4561,LAKSHADWEEP,29.3,29.3,,,,,2322,3400,,,,,,,,
4562,LAKSHADWEEP,29.6,29.6,,,,,1328,1920,,,,,,,,
4563,LAKSHADWEEP,29.8,29.8,,,,,1607,1742,,,,,,,,
4564,LAKSHADWEEP,30.3,30.3,,,,,3195,3280,,,,,,,,
4565,LAKSHADWEEP,30.5,30.5,,,,,2540,2600,,,,,,,,
4566,LAKSHADWEEP,29.0,29.0,,,,,1615,2110,,,,,,,,
4567,LAKSHADWEEP,30.2,30.2,,,,,1351,1417,,,,,,,,
4569,LAKSHADWEEP,29.7,29.7,,,,,1070,2948,,,,,,,,
4570,LAKSHADWEEP,30.0,30.0,,,,,1057,1325,,,,,,,,
4571,LAKSHADWEEP,29.9,29.9,,,,,8100,8490,,,,,,,,
4572,LAKSHADWEEP,29.9,29.9,,,,,2170,2210,,,,,,,,
4573,LAKSHADWEEP,29.6,29.6,,,,,1827,2510,,,,,,,,
4574,LAKSHADWEEP,30.1,30.1,,,,,1910,2270,,,,,,,,
4575,LAKSHADWEEP,29.3,29.3,,,,,2010,2050,,,,,,,,
4576,LAKSHADWEEP,29.5,29.5,,,,,1799,1885,,,,,,,,
52,MADHYA PRADESH,24.0,24.0,4.5,4.5,7.6,7.6,962,962,1.0,1.0,3.69,3.69,2,2,81,81
1616,MADHYA PRADESH,27.0,27.0,,,7.2,7.2,366,366,0.8,0.8,1.00,1.00,,,40,40
1617,MADHYA PRADESH,28.0,28.0,,,8.0,8.0,264,264,0.8,0.8,1.50,1.50,,,94,94
1618,MADHYA PRADESH,26.0,26.0,,,7.3,7.3,2600,2600,,,0.40,0.40,2,2,14,14
1619,MADHYA PRADESH,26.0,26.0,,,7.3,7.3,2539,2539,,,0.40,0.40,2,2,13,13
1897,MADHYA PRADESH,24.0,27.0,4.2,4.6,7.4,7.8,789,860,0.9,0.9,2.67,3.18,2,2,5,6
2143,MADHYA PRADESH,21.1,21.1,,,7.1,7.5,310,692,0.5,0.5,0.40,1.20,2,2,2,2
2144,MADHYA PRADESH,21.2,21.2,,,7.1,7.2,379,529,0.5,0.5,0.34,1.10,2,2,2,2
2145,MADHYA PRADESH,24.0,24.0,,,7.5,7.6,1210,1620,1.2,2.0,3.69,4.49,2,2,10,10
2146,MADHYA PRADESH,,,,,7.6,7.6,2846,2846,1.0,1.0,8.12,8.12,2,2,8,8
2147,MADHYA PRADESH,23.0,23.0,,,7.9,7.9,2670,2670,2.0,2.0,0.82,0.82,,,,
2148,MADHYA PRADESH,24.0,24.0,,,7.2,7.2,2562,2730,1.0,2.8,4.87,6.32,2,2,10,10
2149,MADHYA PRADESH,,,,,7.6,7.6,,,2.0,2.0,6.69,6.69,,,,
2150,MADHYA PRADESH,24.0,28.0,4.9,5.2,7.1,7.6,1289,1489,0.6,1.1,2.90,4.20,2,2,8,55
2151,MADHYA PRADESH,24.0,28.0,4.2,5.4,7.5,7.8,166,2024,1.0,1.1,4.07,5.11,2,2,2,83
2152,MADHYA PRADESH,24.0,28.0,4.5,5.4,7.0,8.0,1556,1688,0.8,1.0,3.58,4.04,2,2,5,5
2153,MADHYA PRADESH,27.0,27.0,,,7.2,7.2,269,269,9.6,9.6,,,,,,
2154,MADHYA PRADESH,24.0,27.0,,,7.0,8.2,535,2040,,,0.60,0.86,,,,
3332,MADHYA PRADESH,21.0,26.0,,,7.1,8.3,1864,3467,1.0,2.0,4.21,8.82,,,,
3333,MADHYA PRADESH,27.0,27.0,,,8.1,8.1,2148,2148,0.7,0.7,1.50,1.50,2,2,33,33
3334,MADHYA PRADESH,,,,,6.9,6.9,781,781,1.1,1.1,0.46,0.46,2,2,150,150
3335,MADHYA PRADESH,18.5,22.0,,,7.4,8.5,360,592,0.2,0.2,1.00,1.00,2,2,2,2
3336,MADHYA PRADESH,,,,,7.3,7.3,570,570,,,,,3,3,11,11
3337,MADHYA PRADESH,24.8,24.8,,,7.2,7.5,360,821,0.4,0.4,1.20,1.20,2,2,2,2
3338,MADHYA PRADESH,26.0,26.0,,,7.6,7.6,772,772,,,1.20,1.20,2,2,12,12
3339,MADHYA PRADESH,24.0,24.0,4.4,4.4,8.0,8.0,786,786,0.8,0.8,3.14,3.14,2,2,5,5
3340,MADHYA PRADESH,24.0,24.0,4.9,4.9,7.0,7.0,1338,1338,0.8,0.8,3.73,3.73,2,2,12,12
3341,MADHYA PRADESH,24.0,28.0,3.2,3.9,7.7,8.0,1130,1585,0.8,1.1,2.93,3.67,2,2,3,11
3342,MADHYA PRADESH,24.0,28.0,4.4,4.6,6.8,8.5,465,949,0.8,0.9,2.81,3.15,2,2,5,8
3343,MADHYA PRADESH,28.9,28.9,4.6,4.6,6.9,6.9,1425,1425,1.0,1.0,3.83,3.83,2,2,6,6
3822,MADHYA PRADESH,22.0,22.0,,,7.6,8.1,330,1369,1.2,1.2,1.33,1.33,2,2,25,25
3823,MADHYA PRADESH,21.7,21.7,,,7.3,7.4,468,588,0.3,0.3,1.00,1.00,2,2,2,2
3824,MADHYA PRADESH,22.0,22.0,,,7.5,8.3,115,814,0.2,0.2,1.00,1.00,2,2,2,2
3825,MADHYA PRADESH,25.0,25.0,,,7.3,7.5,330,516,0.6,0.6,1.20,1.20,2,2,2,2
3826,MADHYA PRADESH,25.0,25.0,,,7.1,7.5,330,686,0.4,0.4,1.20,1.20,2,2,2,2
3827,MADHYA PRADESH,25.5,25.5,,,7.2,7.3,356,624,0.5,0.5,1.20,1.20,2,2,2,2
3837,MADHYA PRADESH,28.0,28.0,,,7.5,7.6,550,560,,,1.56,1.56,,,,
3838,MADHYA PRADESH,27.5,28.0,,,7.5,7.8,660,670,,,,,,,,
3839,MADHYA PRADESH,27.0,28.0,,,7.5,7.6,710,720,,,0.09,0.13,,,,
3840,MADHYA PRADESH,27.0,28.5,,,7.5,7.5,260,270,,,0.17,0.20,,,,
3841,MADHYA PRADESH,28.0,28.5,,,7.5,7.6,400,410,,,2.62,2.63,,,,
3842,MADHYA PRADESH,27.0,28.0,,,7.5,7.8,410,420,,,0.11,0.16,,,,
3843,MADHYA PRADESH,28.0,28.5,,,7.5,7.6,420,430,,,0.13,0.19,,,,
3844,MADHYA PRADESH,27.0,28.0,,,7.6,7.7,440,450,,,1.57,1.59,,,,
3854,MADHYA PRADESH,28.5,28.5,4.8,4.8,7.1,7.1,739,739,0.9,0.9,1.31,1.31,2,2,6,6
4618,MADHYA PRADESH,,,,,7.2,7.2,338,338,,,,,,,,
1984,MAHARASHTRA,37.0,37.0,4.8,4.8,8.1,8.1,582,582,4.8,4.8,6.11,6.11,33,33,220,220
