1513,ANDHRA PRADESH,23,23,7,7,2050,2050, , ,2.5,2.5, , ,400,400
1514,ANDHRA PRADESH,23,23,7.3,7.3,1639,1639, , ,1.2,1.2, , ,400,400
1515,ANDHRA PRADESH,19,19,7.4,7.4,1569,1569,0.6,0.6,2.8,2.8, , ,400,400
1516,ANDHRA PRADESH,29,29,7.4,7.4,1119,1119, , ,0.5,0.5, , ,400,400
1517,ANDHRA PRADESH,27,30.6,7.2,8.1,1520,1950,0.8,1,3.1,8,0,0,20,40
1518,ANDHRA PRADESH,27,35,7.8,8.2,2150,5000,1,1.6,4,14,0,0,20,50
1519,ANDHRA PRADESH,27,37,7.8,8.1,730,1510,1.1,1.8,0,3.1,0,0,30,30
1520,ANDHRA PRADESH,27,39.5,7.6,8.3,723,1100,1.1,1.5,2.1,11.5,0,0,20,40
1521,ANDHRA PRADESH,25,25,7.7,7.7,1790,1790,1,1,5.4,5.4,9,9,120,120
1522,ANDHRA PRADESH,25,29,7.2,7.7,771,1343,1,1.2,1.1,1.8,4,23,4,150
1523,ANDHRA PRADESH,27,27,7.9,7.9,347,347,1,1,0.2,0.2,3,3,14,14
1524,ANDHRA PRADESH,26,26,7.4,7.4,1904,1904,1.2,1.2,1.5,1.5,4,4,4,4
1795,ANDHRA PRADESH,32,32,7.7,7.7,3180,3180,6.8,6.8,8,8,10,10,86,86
1810,ANDHRA PRADESH,28,28,7.5,7.5,1462,1462,1,1,5,5,10,10,64,64
1811,ANDHRA PRADESH,29,29,6.9,6.9,4010,4010,1.8,1.8,2,2,10,10,32,32
3087,ANDHRA PRADESH,23,23,7.1,7.1,1976,1976, , ,5.2,5.2, , ,400,400
3088,ANDHRA PRADESH,20,20,7.2,7.2,1700,1700, , ,0.7,0.7, , ,400,400
3089,ANDHRA PRADESH,25,25,7.7,7.7,2951,2951,1.2,1.2,4.7,4.7,4,4,9,9
3090,ANDHRA PRADESH,26,26,7.2,7.2,2311,2311,1,1,8.6,8.6,120,120,2400,2400
3091,ANDHRA PRADESH,25,25,7.8,7.8,2608,2608,1,1,8.8,8.8,4,4,28,28
3092,ANDHRA PRADESH,25,25,7.6,7.6,911,911,1,1,3.5,3.5,9,9,120,120
3093,ANDHRA PRADESH,25,25,7.9,7.9,2096,2096,1,1,6.3,6.3,4,4,11,11
3094,ANDHRA PRADESH,0,0,7.6,7.6,896,896,16,16,0,0, , , , 
1791,ANDHRA PRADESH,0,0,7.9,7.9,1184,1184,34,34,0,0, , , , 
1792,ANDHRA PRADESH,0,0,8.1,8.1,1312,1312,56,56,0,0, , , , 
1793,ANDHRA PRADESH,0,0,8.1,8.1,1784,1784,21,21,0,0, , , , 
1794,ANDHRA PRADESH,0,0,8,8,1099,1099,24,24,0,0, , , , 
16,ANDHRA PRADESH,0,0,7.6,7.6,1577,1577,12,12,0,0, , , , 
26,ANDHRA PRADESH,22,22,7.3,7.3,1738,1738, , ,0.95,0.95, , ,400,400
27,ANDHRA PRADESH,30,30,7.9,7.9,497,497,1,1,3,3,10,10,24,24
2054,Mizoram,13,23,5.3,8.5,56,505,0.9,2.3,0,0.3,7,11,75,460
2055,Mizoram,14,24,6.1,8,70,743,0.4,1.2,0,0.3,16,93,150,1100
1533,Assam,23,24,6.4,6.6,734,762,0.7,2,5.4,8.6,0,36,0,24000
1534,Assam,23,24,6.2,6.5,205,470,0.7,1.5,0.2,1.2,0,150,0,11000
1535,Assam,24,25,6.4,7.5,302,364,0.9,1.8,0.3,0.7,0,0,91,91
1536,Assam,20,25,5.5,5.8,696,885,1.3,2.4,0.1,0.4,0,0,0,91
1537,Assam,24,25,6.6,7.4,440,579,1.1,3.3,2.4,3.8,36,72,2100,4600
1538,Assam,20,24,4.7,5.4,100,149,0.3,1,2.5,4.8,0,36,0,4600
1539,Assam,24,31,6.2,7.4,154,1043,1,2.9,0.5,2.5,0,0,0,0
1540,Assam,23,32,5.3,6.4,146,746,0.9,1.3,0.1,0.4,0,0,0,0
1541,Assam,22,24,6.3,6.4,734,1362,1,3.8,7.4,12.2,0,240,230,24000
1542,Assam,24,26,6.5,7.3,440,991,0.6,2.4,0.6,1.1,0,36,0,91
2243,Assam,23,23,5.7,5.7,436,745,0.7,0.9,6.7,9.8,0,0,0,0
2244,Assam,21,25,6.3,6.9,520,604,0.8,1.4,3.3,3.8,0,9300,36,9301
2245,Assam,25,28,5.4,5.9,95,400,0.9,1.1,1,4,30,430,431,1500
2246,Assam,20,22,6.2,6.9,470,617,0.7,0.9,0,0.2,0,0,0,0
2247,Assam,20,22,6.1,6.2,591,706,0.2,0.7,0.3,6.3,0,0,0,36
2248,Assam,26,26,6,7.1,810,823,1.2,3.2,1.4,9.8,0,0,30,360
2249,Assam,26,28,5.8,6.4,142,247,1,1.1,0.8,1.7,0,0,0,36
2250,Assam,28,29,6.5,6.6,371,578,0.4,0.7,1,2.1,0,0,0,0
2251,Assam,25,29,5.7,7.2,995,1648,0.5,4.2,5.9,8.6,0,73,0,11000
2252,Assam,24,24,6.4,6.4,417,417,1.3,1.3,0.1,0.1,0,0,0,0
2253,Assam,25,26,6.6,7.1,456,745,1.1,1.1,4.4,6.5,0,0,0,0
2254,Assam,25.1,32,6.8,7,870,1205,0.1,0.5,0.2,0.2,0,930,0,110000
2255,Assam,26.5,32,6.4,7.4,600,893,0.6,1,4.9,7.3,0,0,0,4600
2256,Assam,25,32,6.4,6.5,136,893,0.6,0.6,3,4.9,0,91,360,930
2257,Assam,24.2,34,7.2,7.2,729,1036,0.5,1.2,0.1,0.5,0,2300,91,2301
2258,Assam,27,33,6.5,6.6,465,613,0.4,1.1,2.8,3.1,0,0,230,2300
2259,Assam,28,29,7.2,7.5,1126,1904,0.7,2.8,1.2,1.9,0,0,0,0
2261,Assam,12,20,7.1,7.1,464,668,0.4,3.9,0.2,0.2,0,0,0,150
2262,Assam,12,12,6.5,6.5,330,330,0.9,0.9,4.7,4.7,0,0,430,430
2263,Assam,13,20,6.2,6.9,309,417,0.4,0.5,0.5,1.6,0,0,0,0
2264,Assam,14,21,6.4,6.5,134,1190,3.1,4.1,0.6,4,0,910,280,29000
1405,TRIPURA,26,27.5,7.4,8,178,186, , ,0.6,1.2, , , , 
1406,TRIPURA,26.5,28,7.6,7.8,330,366, , ,0,0, , , , 
1730,TRIPURA,26.9,28.3,7.7,7.9,192,211, , ,0.6,0.8, , , , 
1731,TRIPURA,27.5,28,7.6,7.7,98,108, , ,0,0.1, , , , 
1732,TRIPURA,27,28,7.6,7.7,112,127, , ,0,0, , , , 
1733,TRIPURA,27.7,28,7.4,7.9,141,149, , ,0,0, , , , 
1734,TRIPURA,27,27.3,7.4,7.7,174,216, , ,0,0, , , , 
1620,Chhattisgarh,23.4,28.4,7.4,7.9,496,692,0.2,0.6,0,0, , ,2,2
1621,Chhattisgarh,23.7,29,7.3,7.7,518,584,0.4,0.8,0,0, , ,4,8
1622,Chhattisgarh,30,30,7.5,7.5,604,604, , ,0.3,0.3, , ,10,10
1623,Chhattisgarh,30,30,7.5,7.5,1599,1599, , ,0.8,0.8, , ,12,12
3169,CHHATTISGARH,25.3,27.1,7.1,7.2,66,66,1,2.6,0.7,1.1, , ,30,60
3170,CHHATTISGARH,25.4,27.2,7.2,7.3,68,68,0.4,1,0.4,0.9, , ,10,27
3171,Chhattisgarh, , ,7.4,7.4, , ,1.2,1.8,0.2,0.4, , ,9,9
3172,Chhattisgarh,26.4,26.8,6.8,6.9, , ,0.4,0.6,0.6,0.8, , ,2,2
3173,Chhattisgarh,26.6,26.9,7.1,7.2, , ,0.4,4,0.4,0.6, , , , 
3174,Chhattisgarh,26.3,26.9,7.2,7.2, , ,0.6,2,0.4,1.1, , ,2,70
1618,Madhya Pradesh,35,35,7.1,7.1,1005,1005,127.4,127.4,1,1, , , , 
