STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max
2247,ASSAM,20,23,6.3,6.4,94,225,1.4,1.8,0.6,1.1,2,2,2,2
2248,ASSAM,26,30,6,6.8,134,343,1.4,2.8,1.8,3.5,2,2,2,2
2249,ASSAM,26,27,6.1,6.4,249,251,0.9,2.2,0.3,2.7,2,2,2,2
2250,ASSAM,29,30,6,6.3,285,513,1.8,2.4,0.5,2.7,2,2,2,2
2251,ASSAM,29,29,5.1,5.4,463,755,1.1,1.1,0.6,1.1,2,730,2,2000
2252,ASSAM,22,29,6.2,6.6,202,221,1.2,2.3,0.1,0.8,2,2,2,2
2253,ASSAM,22,30,6.2,6.3,190,194,1.1,2.1,0.1,2.1,2,2,2,2
2254,ASSAM,28,28,6.9,7.1,526,660,0.6,1.4,0.3,2.7,2,2,2,2
2255,ASSAM,28,30,5.7,6.7,293,408,1.4,2.2,1.8,6.4,2,2,2,2
2256,ASSAM,28,30,5.6,6.7,57,154,0.5,0.8,0.3,2.8,2,2,2,2
2257,ASSAM,24,32,6.5,7.7,427,454,0.6,1,0.2,2.7,2,2,2,2
2258,ASSAM,26,30,6.4,6.6,244,246,1.1,2.2,2.4,3.2,2,2,2,2
2259,ASSAM,27,27,7.1,7.2,751,837,0.8,1,0.6,1,2,2,2,2
2260,ASSAM,26,29,6,6.2,94,104,1.4,1.6,0.4,0.7,2,2,2,2
2261,ASSAM,20,24,6.1,7.2,90,122,0.8,1,0.7,2.1,2,2,2,2
2262,ASSAM,25,25,5.7,7.1,84,149,1,1.2,0.6,1.7,2,2,2,2
2263,ASSAM,25,25,7.4,7.4,154,198,0.6,1.3,0.5,2.7,2,2,2,2
2264,ASSAM,25,25,6.6,6.7,153,171,1.4,3.1,0.7,1.7,2,2,2,2
3761,ASSAM,26,26,7.1,7.1,177,177,1.1,1.1,1.7,1.7,2,2,2,2
3762,ASSAM,27,27,6.3,6.3,384,384,3,3,1.6,1.6,2,2,2,2
3766,ASSAM,27,27,6.4,6.4,287,287,2.8,2.8,2.4,2.4,2,2,2,2
3770,ASSAM,28,28,7.2,7.2,157,157,1.8,1.8,0.8,0.8,2,2,2,2
3771,ASSAM,27,27,7.8,7.8,277,277,1.7,1.7,1,1,2,2,2,2
3779,ASSAM,27,27,7.5,7.5,391,391,1.9,1.9,0.2,0.2,2,2,2,2
3790,ASSAM,22,22,7.5,7.5,180,180,2.2,2.2,1.4,1.4,2,2,2,2
3793,ASSAM,27,27,6.8,6.8,451,451,1.6,1.6,2.1,2.1,700,700,1500,1500
3794,ASSAM,27,27,6.7,6.7,489,489,2.2,2.2,2.7,2.7,2,2,2,2
3795,ASSAM,26,26,7.5,7.5,370,370,1.4,1.4,1.6,1.6,2,2,2,2
3801,ASSAM,25,25,7.4,7.4,545,545,5.1,5.1,1.5,1.5,2,2,2,2
3802,ASSAM,25,25,7.1,7.1,331,331,2,2,1.2,1.2,2,2,2,2
3805,ASSAM,26,26,6.8,6.8,162,162,2.2,2.2,1.7,1.7,2,2,2,2
3813,ASSAM,27,27,5.6,5.6,309,309,1.7,1.7,1.9,1.9,2,2,2,2
3815,ASSAM,24,24,7.8,7.8,286,286,0.8,0.8,1.9,1.9,2,2,2,2
3816,ASSAM,24,24,7.9,7.9,280,280,0.5,0.5,0.1,0.1,2,2,2,2
3817,ASSAM,25,25,7,7,331,331,0.8,0.8,0.1,0.1,2,2,2,2
3818,ASSAM,26,26,7.3,7.3,280,280,1,1,0.3,0.3,2,2,2,2
1825,BIHAR,26,30,8.1,8.7,446,449,,,0,0,2,2,2,2
1826,BIHAR,26,32,7.8,8,455,456,,,0,0,2,2,2,2
1827,BIHAR,26,32,7.4,7.4,554,558,,,0,0,2,2,2,2
1828,BIHAR,26,30,7.8,7.8,520,521,,,0,0,2,2,2,2
1829,BIHAR,26,30,7.6,7.8,560,560,,,0,0,2,2,2,2
1830,BIHAR,24,28,7.2,7.5,995,1000,,,0,0,2,2,2,2
1831,BIHAR,24,28,7.8,8,628,642,,,0,0,2,7,2,12
1832,BIHAR,26,27,7.2,7.4,612,768,,,0,0,2,2,2,2
1833,BIHAR,26,26,7.2,7.3,688,730,,,0,0,2,2,2,2
1834,BIHAR,20,22,7.2,7.6,554,692,,,0,0,2,2,2,2
1835,BIHAR,20,22,7.1,7.5,602,834,,,0,0,2,2,2,2
1836,BIHAR,28,32,7.3,7.4,332,402,,,0,0,2,2,2,2
1837,BIHAR,28,32,7.2,7.3,413,446,,,0,0,2,2,2,2
1838,BIHAR,25,30,7.2,7.2,596,648,,,0,0,2,2,2,2
1839,BIHAR,26,28,7.3,7.6,580,600,,,0,0,2,2,2,2
1840,BIHAR,28,29,7.4,8,581,589,,,0,0,2,2,2,2
1841,BIHAR,26,31,7.1,7.1,889,1850,,,0,0,2,4,2,7
1842,BIHAR,26,31,7.1,7.2,895,1700,,,0,0,2,2,2,2
1843,BIHAR,25,30,7.2,7.2,478,897,,,0,0,2,2,2,2
1844,BIHAR,28,32,7,7.1,1088,1140,,,0,0,2,2,2,2
2576,BIHAR,24,30,7.1,7.2,468,1080,,,0,0,2,2,2,2
2577,BIHAR,29,32,7.1,7.2,545,595,,,0,0,2,4,2,7
2578,BIHAR,22,30,7.1,7.2,826,857,,,0,0,2,2,2,2
2579,BIHAR,21,25,7.4,7.5,491,3111,,,0,0,2,2,2,2
2580,BIHAR,28,29,7.1,7.3,310,1004,,,0,0,2,2,2,2
2581,BIHAR,21,23,7.5,7.8,447,603,,,0,0,2,2,2,2
2582,BIHAR,21,22,7.4,7.6,640,651,,,0,0,2,2,2,2
2583,BIHAR,26,30,7.2,7.7,511,870,,,0,0,2,2,2,2
2584,BIHAR,26,31,7.3,7.4,1040,1070,,,0,0,2,2,2,2
2585,BIHAR,26,26,6.9,7.4,410,1800,,,0,0,2,2,2,2
2586,BIHAR,21,23,7.2,7.4,540,585,,,0,0,2,2,2,2
2587,BIHAR,28,28,7.4,7.4,624,624,,,0,0,7,7,12,12
2588,BIHAR,25,25,7.3,7.4,294,599,,,0,0,2,7,2,12
2589,BIHAR,21,26,7,7.7,614,961,,,0,0,2,2,2,2
2590,BIHAR,22,24,7.4,7.5,604,635,,,0,0,2,2,2,2
2591,BIHAR,26,29,7.2,7.3,687,1200,,,0,0,2,2,2,2
2592,BIHAR,25,28,7.1,7.5,616,788,,,0,0,2,2,2,2
2593,BIHAR,25,30,7.1,7.3,634,1450,,,0,0,2,2,2,2
2594,BIHAR,24,27,7,7.6,610,774,,,0,0,2,2,2,2
2595,BIHAR,21,23,7.4,7.5,583,873,,,0,0,2,2,2,2
2596,BIHAR,24,30,7.1,7.4,304,399,,,0,0,2,2,2,2
2597,BIHAR,27,34,7.3,7.4,563,1038,,,0,0,2,2,2,2
2598,BIHAR,27,31,6.9,7.4,395,1220,,,0,0,2,7,2,12
2599,BIHAR,26,31,6.8,7.5,550,1200,,,0,0,2,2,2,2
2600,BIHAR,24,30,7.3,7.4,304,339,,,0,0,2,2,2,2
3138,BIHAR,22,30,7.2,7.2,783,790,,,0,0,2,2,2,2
3139,BIHAR,27,32,7,7,675,705,,,0,0,2,4,2,7
3140,BIHAR,26,31,7.1,7.4,1580,1589,,,0,0,2,7,2,12
3141,BIHAR,25,31,6.9,7.9,541,1819,,,0,0,2,4,2,7
3142,BIHAR,24,30,7,7.3,400,565,,,0,0,2,2,2,2
3143,BIHAR,26,31,7,7.3,523,560,,,0,0,2,2,2,2
3144,BIHAR,25,26,7.5,7.6,525,796,,,0,0,2,2,2,2
3145,BIHAR,23,25,6.8,7.3,642,785,,,0,0,2,2,2,2
3146,BIHAR,22,28,7.2,7.3,820,896,,,0,0,2,2,2,2
3147,BIHAR,20,21,7.6,7.8,315,620,,,0,0,2,2,2,2
3148,BIHAR,26,30,7.2,7.2,605,619,,,0,0,2,2,2,2
3149,BIHAR,24,30,6.8,7.4,293,1090,,,0,0,2,2,2,2
3150,BIHAR,22,28,7.3,7.6,360,377,,,0,0,2,2,2,2
3151,BIHAR,26,29,7.1,7.8,416,1150,,,0,0,2,2,2,2
3152,BIHAR,24,29,7.6,7.6,298,302,,,0,0,2,2,2,2
3153,BIHAR,23,29,6.9,7.2,515,914,,,0,0,2,7,2,12
3154,BIHAR,25,31,7.2,7.3,685,1800,,,0,0,2,7,2,12
3155,BIHAR,23,30,7.4,7.5,594,605,,,0,0,2,2,2,2
3156,BIHAR,21,23,7.6,7.7,682,1060,,,0,0,2,2,2,2
3157,BIHAR,30,30,7.4,7.4,305,305,,,0,0,2,2,2,2
3158,BIHAR,24,30,6.8,7.2,633,1320,,,0,0,2,7,2,12
3159,BIHAR,21,28,7.1,7.2,640,688,,,0,0,2,2,2,2
3160,BIHAR,31,31,7.6,7.6,336,336,,,0,0,2,2,2,2
3161,BIHAR,21,23,7.2,7.3,259,585,,,0,0,2,2,2,2
3162,BIHAR,24,34,7.2,7.4,759,794,,,0,0,2,2,2,2
2039,CHANDIGARH,26,30,6.6,6.6,744,949,1,1,4.4,4.9,2,2,2,2
2040,CHANDIGARH,26,28,6.8,7.1,647,829,1,5,0.8,1.2,2,2,2,2
2043,CHANDIGARH,25,26,6.7,7.3,801,1171,1,7,0.7,1,2,2,2,4
2044,CHANDIGARH,26,26,6.9,7.4,553,669,1,5,0.7,1,2,13,2,21
2045,CHANDIGARH,26,28,6.8,7.4,532,677,1,4,1,1.4,2,2,2,2
1620,CHHATTISGARH,23,30,7.4,7.9,522,664,0.2,0.4,0.2,2.3,,,2,6
1621,CHHATTISGARH,24,32,7.3,7.7,548,566,0.3,0.6,1.1,2.3,,,2,4
1622,CHHATTISGARH,30,30,7.5,7.5,360,378,0.1,0.1,0.4,0.4,,,2,2
1623,CHHATTISGARH,29,30,7.2,7.5,432,449,0.1,0.1,0.4,0.5,,,2,2
3171,CHHATTISGARH,,,7.4,7.5,,,,,0,0,,,,
3172,CHHATTISGARH,26.1,27.7,7.2,7.2,,,0.2,0.2,0,0,,,,
3173,CHHATTISGARH,26.3,27.6,7.2,7.2,,,0.4,3.4,0,0,,,,
3174,CHHATTISGARH,26.2,27.6,7.1,7.2,,,0.4,0.4,0,0,,,,
2453,"DADRA & NAGAR
HAVELI",28,28,7.3,7.3,586,586,1,1,1.6,1.6,10,10,210,210
2454,"DADRA & NAGAR
HAVELI",28,28,7.4,7.4,620,620,1,1,1.8,1.8,7,7,24,24
2455,"DADRA & NAGAR
HAVELI",28,28,7.6,7.6,1410,1410,3,3,0.9,0.9,1,1,14,14
2456,"DADRA & NAGAR
HAVELI",28,28,7.3,7.3,1260,1260,1,1,2.1,2.1,20,20,80,80
2457,"DADRA & NAGAR
HAVELI",28,28,7.5,7.5,816,816,1,1,1.2,1.2,10,10,130,130
2458,"DADRA & NAGAR
HAVELI",28,28,7.4,7.4,1490,1490,1,1,1.2,1.2,13,13,25,25
1440,DAMAN & DIU,28,28,7.5,7.6,610,925,1,1,0.8,1.18,10,130,170,210
2448,DAMAN & DIU,29,29,7.6,7.6,660,660,1,1,1.4,1.4,1600,1600,1600,1600
2449,DAMAN & DIU,28,28,7.5,7.5,1220,1220,1,1,0.54,0.54,14,14,30,30
2450,DAMAN & DIU,29,29,7.5,7.5,568,568,1,1,1.8,1.8,70,70,380,380
2451,DAMAN & DIU,28,28,7.5,7.5,660,660,1,1,1.4,1.4,40,40,220,220
2452,DAMAN & DIU,28,28,7.6,7.6,972,972,3,3,1.8,1.8,3,3,510,510
2277,GOA,31.5,32,6.2,6.8,277,341,0.5,1.2,0.01,0.16,2,2,2,5
2278,GOA,29,29.9,6.2,7.1,96,128,0.1,1.5,0.05,0.3,2,23,2,130
2279,GOA,,,,,,,,,0,0,,,,
2280,GOA,31.5,32,6.5,6.8,277,339,0.4,0.6,0,0.11,2,2,2,2
2281,GOA,31,31,4.4,5.8,67,82,0.3,1.1,0.07,0.91,2,2,2,2
2282,GOA,30,34,7.6,7.6,262,291,1.1,1.4,0,0.02,2,17,2,33
3192,GOA,30,34,7.6,7.6,262,291,1.1,1.4,0,0.02,2,17,2,33
3193,GOA,32,32,5.8,6.5,385,749,1.3,2.2,0.06,1.12,2,2,2,2
3194,GOA,31,33,5.4,5.6,95,100,0.2,0.6,0.05,2.5,2,2,2,2
3195,GOA,32,33.5,5.8,5.9,66,69,0.1,0.5,0.02,1.9,2,2,2,2
3,GUJARAT,30,30,7.7,8,,,1.5,1.7,2.07,2.69,2,2,2,2
6,GUJARAT,29,30,8.2,8.3,447,1752,0.2,0.2,0.39,0.8,2,2,2,2
1226,GUJARAT,33,33,8.1,8.5,273,458,1.7,1.8,0.06,1.88,2,2,2,2
1948,GUJARAT,30,31,6.4,8.1,1720,1720,1.4,1.6,0.2,0.25,2,2,2,2
1949,GUJARAT,29,33,8,8,1510,1530,1.4,1.6,0.15,0.18,2,2,2,4
1950,GUJARAT,24,25,7.6,7.7,1180,1220,0.5,0.8,1.79,4.42,2,2,2,2
1951,GUJARAT,26,27,7.4,7.7,855,1160,0.7,0.8,0.81,3.25,2,2,2,2
1952,GUJARAT,25,26,7.2,8.4,785,3120,0,0.6,0.82,1.21,2,2,2,2
1953,GUJARAT,28,29,7.9,7.9,850,900,0.4,0.4,0.28,0.36,2,2,2,2
1954,GUJARAT,29,29,7.7,8.5,3110,3150,1.3,1.3,0.4,1.2,2,2,2,2
1955,GUJARAT,28,28,7.6,7.6,1441,1520,1.7,1.8,1.7,2.88,2,2,2,2
1956,GUJARAT,26,29,7.2,8.3,2209,2323,1.2,2,2.64,3.44,2,2,2,2
1957,GUJARAT,30,37,7.7,7.7,1420,1838,1.5,2,2.98,4.13,2,2,2,2
1958,GUJARAT,27,27,8,8.2,657,703,1.3,1.7,2.9,3.94,2,2,2,2
1959,GUJARAT,31,31,7.7,8.2,1700,1864,0.5,0.9,0.26,0.47,2,2,2,2
1960,GUJARAT,30,30,7.7,7.9,8,905,0.3,0.5,0.63,0.86,2,2,2,2
1961,GUJARAT,30,30,7.4,7.7,662,1018,0.3,0.6,0.4,0.47,2,2,2,2
1962,GUJARAT,28,29,7.5,7.5,2840,3380,0.7,3.2,0.44,0.52,2,2,2,2
1964,GUJARAT,,,,,,,,,0,0,,,,
1965,GUJARAT,28,35,8.3,8.4,2994,3094,1.3,2.3,0.07,0.08,2,6,17,150
1966,GUJARAT,29,35,8,8.2,808,1295,0.9,1.4,0.08,0.09,172,542,345,542
1967,GUJARAT,26,27,7.5,8.2,946,996,2.1,2.1,0.19,0.29,2,2,2,2
1968,GUJARAT,26,27,6.8,7.4,1989,5954,2.4,2.6,0.24,1.15,2,2,2,2
1969,GUJARAT,26,28,7.3,7.6,744,994,1.6,1.8,0.29,0.68,2,2,2,2
1970,GUJARAT,26,27,7.6,7.8,718,1680,2.1,2.3,0.26,0.72,2,2,2,2
2083,GUJARAT,22,30,7.2,8.4,2255,3004,1,2.2,1.7,3.74,2,2,2,2
2084,GUJARAT,29,30,7.1,7.8,2791,2888,1.2,1.9,0,2.53,2,2,2,2
2085,GUJARAT,28,30,7.6,7.9,1877,1930,1.3,1.9,0,2.43,2,2,2,2
2086,GUJARAT,,,,,,,,,0,0,,,,
2087,GUJARAT,29,29,8.2,8.2,697,697,2,2,0,0.14,4,4,21,21
2088,GUJARAT,28,33,7.7,7.8,7548,11040,1.1,2.7,0,0.13,4,8,8,33
2089,GUJARAT,27,35,7.7,8.3,2924,3870,0.9,1.5,0.08,0.08,4,8,12,26
2090,GUJARAT,27,34,7.2,7.8,12930,13700,0.9,2.1,0,0.13,26,27,58,130
2091,GUJARAT,27,31,7.6,7.7,2185,3236,1,1.6,0,0.09,27,33,63,84
2092,GUJARAT,,,,,,,,,0,0,,,,
2093,GUJARAT,27,35,7.9,8,1590,2304,0.9,1.9,0.07,0.1,172,212,426,426
2094,GUJARAT,29,30,7.3,7.6,3520,4910,0.8,0.8,0.39,0.51,2,2,2,2
2095,GUJARAT,26,27,7.5,7.6,1810,2160,0.7,1.1,0.84,0.91,2,2,2,2
2096,GUJARAT,28,29,7.5,7.5,4780,5518,1.4,1.9,2.69,2.75,2,2,2,2
2097,GUJARAT,28,29,8.1,8.2,4088,4706,0.5,1.5,3.09,3.36,2,2,2,2
2098,GUJARAT,28,30,7.5,7.5,2913,3028,1.1,1.8,2.14,3.88,2,2,2,2
3207,GUJARAT,30,32,7.2,7.6,1360,1520,0.8,0.9,0.44,0.75,2,2,2,2
3208,GUJARAT,25,27,7,8,698,1284,2.1,2.4,0.17,0.31,2,2,2,2
3209,GUJARAT,26,27,7.1,7.2,1088,1288,1.6,2.1,0.38,0.42,2,2,2,2
3210,GUJARAT,27,35,7.4,7.9,3786,4025,1,1.6,0,0.13,4,5,10,12
3211,GUJARAT,27,35,7.2,8.3,1631,1844,1,1.8,0.09,0.11,6,17,43,212
3212,GUJARAT,30,34,7.9,8,2384,2683,1.6,2.1,2.25,3.19,2,2,2,2
3213,GUJARAT,30,34,7.8,8.2,1499,1658,1.8,1.9,2.11,2.75,2,2,2,2
3214,GUJARAT,30,33,7.9,8,1680,1828,1.8,2.1,1.99,2.42,2,2,2,2
3215,GUJARAT,25,31,7.2,8.5,2288,5372,1.3,3,0.26,4.88,2,2,2,2
3216,GUJARAT,33,34,7.8,7.9,2506,2833,2,2,2.17,4.91,2,2,2,2
3217,GUJARAT,32,34,8.1,8.1,1848,2250,1.4,2.6,2.56,3.48,2,2,2,2
3218,GUJARAT,27,27,7.7,7.8,916,1207,1.5,1.6,2.96,5.48,2,2,2,2
3219,GUJARAT,27,27,7.9,8.1,1243,1316,1.8,1.8,3.01,4.31,2,2,2,2
3220,GUJARAT,28,31,7.8,8,2700,3110,0.3,0.9,0.15,0.37,2,2,2,2
3221,GUJARAT,30,32,7.7,8.3,800,945,0.8,0.8,0.33,0.34,2,2,2,2
3222,GUJARAT,31,33,7.7,8.4,4020,4350,0.9,0.9,0.16,0.33,2,2,2,2
3223,GUJARAT,27,30,7.7,8.1,1525,1792,1.6,1.9,2.64,3.69,2,2,2,2
3224,GUJARAT,28,30,7.5,7.7,720,862,1.7,1.7,0.25,5.01,2,21,2,43
3225,GUJARAT,27,30,7.7,8.2,818,2290,1.6,1.8,2.25,2.93,2,2,2,2
3226,GUJARAT,27,36,7.9,8.3,9,195,1.4,1.7,0.83,5.21,2,2,2,2
3227,GUJARAT,27,32,7.1,7.1,5,1710,1.8,2,3.17,4.59,2,2,2,2
3228,GUJARAT,29,30,7.4,7.5,2900,2970,0.3,0.6,0.46,2.26,2,2,2,2
3229,GUJARAT,30,30,7.2,7.4,944,1379,0.3,0.3,0.44,0.46,2,2,2,2
3230,GUJARAT,24,25,7.1,7.2,1470,5310,0.6,0.9,1.67,1.68,2,2,2,2
3231,GUJARAT,28,33,7.9,8.9,1767,2520,1.5,6.1,0.5,3.2,2,2,2,2
3232,GUJARAT,27,31,7.8,7.9,12,2360,1.1,1.5,0,0.09,109,177,278,345
3233,GUJARAT,27,31,7.7,8,2617,3768,1,1.5,0,0.11,2,2,2,2
3234,GUJARAT,28,29,7,7,7430,10140,3.2,12.3,0.56,3.24,2,2,2,2
3235,GUJARAT,28,28,7.5,7.6,2837,3080,1.6,1.7,0,3.04,2,2,2,2
3236,GUJARAT,28,28,7.7,8,1915,2002,1.7,2.3,3.05,3.51,2,2,2,2
3237,GUJARAT,29,29,6.8,7.7,6460,6465,1,1.7,2.19,2.59,2,2,2,2
3238,GUJARAT,28,28,8,8.3,4370,4510,0.4,0.4,0.4,0.42,2,2,2,2
3239,GUJARAT,28,30,7.9,8.3,3080,3180,0.6,0.7,0.4,0.46,2,2,2,2
3240,GUJARAT,26,27,7.6,7.7,1125,1920,0.8,0.9,0.86,0.97,2,2,2,2
3241,GUJARAT,26,26,7.3,7.4,1130,2620,0.9,1.1,0.91,0.91,2,2,2,2
3242,GUJARAT,29,30,8.1,8.1,1320,1780,1.8,1.8,0.23,0.29,2,2,2,2
3243,GUJARAT,30,31,8.1,8.3,1998,3070,1.6,1.8,0.03,0.34,2,2,2,2
3244,GUJARAT,29,30,7.1,7.3,3010,4630,0.9,1,0.48,0.5,2,2,2,2
3245,GUJARAT,27,27,8.2,8.2,1,2440,0.6,0.9,0,1.89,2,2,2,2
3246,GUJARAT,28,28,7.7,7.8,1440,2050,0.4,0.4,0.3,0.31,2,2,2,2
3247,GUJARAT,28,28,7.8,7.8,2540,4200,0.4,0.4,0.28,1.13,2,2,2,2
1555,HIMACHAL PRADESH,18,18,8,8,711,1108,0.1,0.1,2.48,2.48,2,2,2,2
1556,HIMACHAL PRADESH,17,17,7.3,7.7,827,982,0.1,0.1,2.89,2.91,2,2,2,2
1557,HIMACHAL PRADESH,,,7.2,7.2,695,695,0.4,0.4,9.46,9.46,2,2,2,2
1558,HIMACHAL PRADESH,15.3,24.3,7.3,8.4,500,1009,0.2,0.8,0.1,10.43,2,2,2,2
1559,HIMACHAL PRADESH,15.4,25.5,7.3,8.2,355,1070,0.2,0.4,0,8.41,2,2,2,2
1560,HIMACHAL PRADESH,15.6,25.4,7.2,7.7,983,1579,0.1,1,0.54,15.42,2,2,2,2
1561,HIMACHAL PRADESH,16,16,7.7,7.8,772,855,0.1,0.2,0,0.04,2,2,2,2
1562,HIMACHAL PRADESH,17,20,7.9,8.4,523,946,0.1,0.1,0,0.04,,,,
1872,HIMACHAL PRADESH,9,20,6.4,7.9,245,902,4,16,0.52,12.34,14,94,26,920
1873,HIMACHAL PRADESH,13,18,6.5,6.7,409,417,0.2,0.2,0.02,0.13,2,2,2,2
1874,HIMACHAL PRADESH,,,7.5,8.9,308,664,0.1,1.8,0.43,1.12,2,2,2,4
1877,HIMACHAL PRADESH,14.3,22.5,7.3,8.5,349,973,0.1,0.8,0,13.78,2,2,2,2
1878,HIMACHAL PRADESH,14.8,24,7.3,8,775,1222,0.1,0.4,12.67,14.67,2,2,2,2
1879,HIMACHAL PRADESH,15.6,24,7.2,8,445,1579,0.1,0.8,0,15.42,2,2,2,2
1880,HIMACHAL PRADESH,19,19,7.7,7.9,784,918,0.2,0.2,2.04,2.04,2,2,2,4
1881,HIMACHAL PRADESH,18,18,8,8.2,718,978,0.1,0.1,2.14,2.21,2,2,2,4
1882,HIMACHAL PRADESH,13,19,7.8,8.1,901,1065,0.1,0.1,0,0.03,,,,
1883,HIMACHAL PRADESH,19,19,7.6,8.2,936,946,0.2,0.2,0,0.04,,,,
2628,HIMACHAL PRADESH,19,20,6.1,8.1,446,813,0,0,0,0.67,2,2,2,2
2630,HIMACHAL PRADESH,19,19,7.5,7.9,1075,1546,0.1,0.1,0.02,0.12,,,,
2631,HIMACHAL PRADESH,18,19,7.8,8.2,926,967,0.2,2,0,0.04,,,,
2632,HIMACHAL PRADESH,18,24,7.3,7.9,580,1032,0,0,0,3.63,2,2,2,2
2633,HIMACHAL PRADESH,,,7.3,7.3,364,364,0.1,0.1,0.32,0.32,,,,
2634,HIMACHAL PRADESH,13,13,7.3,8.1,253,355,0.1,0.4,0.42,0.59,2,2,2,2
2635,HIMACHAL PRADESH,,,7.3,7.3,368,368,0.1,0.1,0.52,0.52,,,,
2636,HIMACHAL PRADESH,14,14,7.1,7.4,883,984,0.2,0.3,0.07,0.09,2,2,2,2
2637,HIMACHAL PRADESH,13,13,7.3,8,1429,1430,0.1,0.1,0,0.09,2,2,2,2
2638,HIMACHAL PRADESH,5,15,7.6,7.9,640,1337,0.1,0.2,0,0.09,2,2,2,2
2639,HIMACHAL PRADESH,16,18,7.8,8.4,116,217,0.1,0.1,0.03,0.04,,,,
2640,HIMACHAL PRADESH,13,13,8.1,8.3,461,524,0.1,0.1,0,0.09,2,2,2,2
2641,HIMACHAL PRADESH,14.3,14.3,7.6,7.7,317,838,0.1,0.1,0,0.12,15,15,280,280
2642,HIMACHAL PRADESH,14.4,14.6,7.9,8.2,553,730,0.1,0.1,0.02,0.02,2,2,2,2
